SA3_CODE_2016,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_H_or_W_in_RM_0_14,P_H_or_W_in_RM_15_24,P_H_or_W_in_RM_25_34,P_H_or_W_in_RM_35_44,P_H_or_W_in_RM_45_54,P_H_or_W_in_RM_55_64,P_H_or_W_in_RM_65_74,P_H_or_W_in_RM_75_84,P_H_or_W_in_RM_85ov,P_H_or_W_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
10804,..,224,143,57,125,187,118,64,18,929,..,81,175,181,476,957,1286,1281,776,5225,120,163,113,64,112,168,152,76,32,1008,6127,3450,3240,3996,5017,5463,5414,3339,1310,37341,..,137,2263,4310,5297,6006,6774,3601,813,29218,..,574,1320,1087,1046,835,500,148,23,5531,..,143,500,849,980,474,226,198,165,3532,12257,..,..,..,..,..,..,..,..,12257,..,2864,..,..,..,..,..,..,..,2864,..,1887,761,379,347,204,43,3,0,3612,..,261,92,60,136,220,221,150,116,1254,..,221,151,79,86,70,45,15,6,671,..,402,353,143,303,367,238,137,40,1972,..,171,425,507,994,1771,2109,1821,1022,8817,245,300,247,180,217,293,258,130,47,1921,12500,6966,6106,7583,9412,10246,10414,6199,2230,71651
10805,..,94,69,39,105,132,103,32,8,586,..,52,102,114,345,684,859,775,414,3347,71,132,70,41,63,122,113,50,26,700,4121,2414,2120,2530,3374,4095,3793,2002,726,25172,..,129,1437,2441,3379,4692,4806,2153,426,19465,..,393,756,673,741,632,387,83,10,3687,..,142,421,660,677,336,204,161,89,2688,8389,..,..,..,..,..,..,..,..,8389,..,1874,..,..,..,..,..,..,..,1874,..,1443,612,347,265,135,23,0,0,2822,..,227,75,41,110,168,167,119,90,1005,..,151,102,54,67,62,9,9,0,459,..,162,165,99,220,260,213,81,11,1217,..,108,251,318,788,1346,1502,1160,570,6037,153,253,174,114,161,229,235,95,40,1456,8548,4886,3996,4754,6402,7873,7543,3854,1242,49094
10901,..,426,168,42,76,83,48,25,4,871,..,170,341,260,418,780,775,731,374,3838,120,168,135,51,75,116,78,63,29,841,5446,3508,3453,3507,3769,3702,2742,1592,605,28327,..,168,2620,3933,4201,4383,3343,1442,322,20409,..,737,1391,764,708,483,204,44,4,4341,..,125,405,719,725,316,133,109,84,2618,10902,..,..,..,..,..,..,..,..,10902,..,2367,..,..,..,..,..,..,..,2367,..,1697,568,215,179,89,18,0,0,2763,..,256,97,48,73,113,102,73,46,802,..,177,89,35,39,23,9,5,6,386,..,798,449,132,158,167,115,51,10,1882,..,338,763,674,987,1369,1269,1022,530,6954,238,333,287,161,178,176,145,106,43,1656,11137,6996,6686,6681,7251,7117,5335,2850,1032,55082
10902,..,25,13,6,19,16,7,0,0,86,..,23,32,19,75,121,140,115,58,575,14,36,17,15,15,12,14,15,3,143,1028,547,553,603,766,792,578,335,91,5298,..,28,411,707,860,1026,791,384,58,4265,..,133,235,170,192,125,41,6,0,903,..,31,85,86,136,54,33,37,14,473,2131,..,..,..,..,..,..,..,..,2131,..,386,..,..,..,..,..,..,..,386,..,341,120,59,55,23,6,0,0,612,..,48,13,14,18,21,17,18,5,153,..,27,17,10,7,13,4,0,0,78,..,41,28,25,34,33,16,7,0,189,..,48,87,77,206,295,288,197,80,1277,33,73,41,32,48,43,34,26,7,336,2166,1170,1044,1184,1559,1633,1226,674,159,10817
10903,..,78,75,15,53,59,49,23,15,366,..,66,140,118,220,441,543,620,315,2459,50,81,50,22,47,79,116,52,17,515,3320,1704,1768,1980,2409,2788,2494,1520,521,18490,..,63,1324,2271,2737,3508,3322,1616,324,15165,..,368,789,550,523,461,232,70,6,2998,..,76,237,368,389,154,87,83,71,1462,6597,..,..,..,..,..,..,..,..,6597,..,1295,..,..,..,..,..,..,..,1295,..,1046,303,142,129,98,5,0,0,1722,..,116,44,21,33,91,93,50,38,489,..,71,49,14,34,23,7,0,0,203,..,171,179,47,89,121,114,47,20,783,..,170,360,342,595,1033,1095,972,456,5027,102,173,119,78,105,146,196,87,30,1033,6700,3554,3399,3833,4625,5645,5146,2928,946,36779
11001,..,301,105,43,43,36,30,8,0,572,..,95,154,128,231,403,455,431,224,2121,55,219,78,37,51,80,73,35,15,629,3095,2149,1855,1886,2225,2186,1658,976,359,16390,..,98,1344,2023,2552,2575,2037,924,169,11717,..,443,732,471,456,304,112,26,3,2549,..,68,233,373,382,207,100,84,46,1502,6078,..,..,..,..,..,..,..,..,6078,..,1285,..,..,..,..,..,..,..,1285,..,870,317,144,115,65,7,0,0,1521,..,173,73,22,53,79,63,42,30,536,..,133,103,29,24,18,11,0,0,317,..,632,262,97,84,83,67,19,0,1246,..,180,357,323,515,757,797,600,291,3819,125,358,171,92,103,144,105,63,19,1179,6206,4244,3588,3565,4286,4239,3311,1756,566,31754
11002,..,70,46,22,55,83,49,28,8,357,..,66,99,102,239,466,575,524,292,2356,88,99,42,38,66,84,90,44,25,579,3211,1722,1567,1887,2242,2561,2319,1284,453,17249,..,77,1043,1879,2469,2975,2866,1342,205,12862,..,460,751,528,469,377,185,54,9,2835,..,132,313,442,360,206,99,91,63,1719,6286,..,..,..,..,..,..,..,..,6286,..,1173,..,..,..,..,..,..,..,1173,..,899,344,180,147,84,18,3,0,1675,..,185,43,37,57,128,100,70,31,649,..,108,47,29,33,18,14,10,0,260,..,147,106,54,111,167,110,58,9,771,..,156,250,288,573,975,1080,816,374,4510,162,187,128,94,118,161,171,74,30,1128,6449,3513,3037,3536,4341,5101,4648,2513,714,33859
11003,..,47,46,23,40,27,29,11,3,223,..,43,117,74,140,213,252,222,93,1143,69,71,49,25,29,58,38,30,9,375,2474,1148,1444,1381,1478,1391,1003,544,173,11044,..,68,987,1558,1702,1752,1231,500,72,7883,..,286,592,356,299,205,81,14,0,1837,..,95,273,274,253,125,97,60,25,1193,4817,..,..,..,..,..,..,..,..,4817,..,638,..,..,..,..,..,..,..,638,..,735,258,123,119,53,4,0,0,1284,..,147,62,32,58,86,56,64,17,529,..,55,53,29,25,21,6,4,0,195,..,109,109,48,80,66,53,15,6,481,..,118,286,220,425,510,493,352,131,2533,139,156,121,65,76,89,77,45,12,781,4956,2411,2739,2709,3041,2897,2098,1054,275,22168
11004,..,229,185,82,108,135,84,26,3,839,..,133,287,262,453,826,1017,964,505,4439,174,168,147,78,73,150,135,73,22,1011,7305,3970,4489,4389,4871,4835,3836,2316,851,36871,..,209,3264,4845,5332,5712,4605,2323,418,26708,..,977,1768,1043,959,589,239,59,9,5636,..,278,775,910,900,437,219,211,131,3860,14767,..,..,..,..,..,..,..,..,14767,..,2596,..,..,..,..,..,..,..,2596,..,2294,850,386,354,193,27,0,0,4109,..,349,177,102,184,250,198,140,102,1500,..,258,214,82,87,59,20,10,6,731,..,491,523,181,238,271,184,53,17,1952,..,276,751,699,1111,1666,1695,1379,649,8245,361,361,362,171,182,261,242,115,35,2090,15125,8086,8690,8421,9356,9436,7432,4285,1372,72200
11101,..,223,224,69,141,181,119,58,29,1055,..,101,286,297,566,1250,1576,1551,923,6547,185,261,213,105,124,168,103,75,34,1274,10270,6511,6401,7216,7967,7668,6443,3895,1611,57982,..,189,4906,8384,9223,9444,8026,3940,857,44966,..,936,2654,1700,1513,872,404,117,15,8217,..,188,743,1407,1642,844,407,402,252,5880,20863,..,..,..,..,..,..,..,..,20863,..,5889,..,..,..,..,..,..,..,5889,..,4231,1887,759,624,360,66,3,0,7921,..,539,254,97,183,320,317,237,160,2108,..,330,272,106,118,67,47,11,3,955,..,464,549,196,316,379,226,104,46,2280,..,232,752,874,1436,2208,2425,2073,1244,11255,392,506,483,285,271,295,187,120,58,2588,21251,13510,12495,13805,15331,14777,12098,7001,2635,112918
11102,..,107,110,52,98,119,80,44,8,619,..,52,128,125,286,660,918,817,453,3433,131,212,126,59,68,116,107,63,32,913,6475,4092,4067,4363,4642,4812,4116,2269,851,35682,..,210,3360,4834,5377,5934,5257,2391,514,27881,..,621,1577,1139,988,660,328,90,5,5409,..,156,512,936,926,499,249,196,138,3609,12988,..,..,..,..,..,..,..,..,12988,..,3226,..,..,..,..,..,..,..,3226,..,2866,1189,475,344,165,38,0,0,5074,..,350,147,69,143,197,248,162,95,1418,..,238,169,80,100,58,29,11,3,683,..,231,265,138,205,273,159,82,18,1373,..,110,357,473,739,1291,1426,1163,646,6216,262,396,284,164,173,184,196,101,52,1821,13252,8405,7861,8317,8995,9261,7940,4213,1473,69707
11103,..,2097,1336,289,269,283,147,65,20,4496,..,351,921,774,1121,1870,1995,1700,1162,9893,209,514,396,157,164,213,152,112,42,1960,12934,10318,11502,10155,9880,9144,6800,4112,1900,76751,..,360,7243,10855,10311,9872,7670,3738,878,50929,..,1750,5188,2641,1944,1243,477,120,12,13377,..,234,925,1862,2132,1167,502,461,329,7614,26397,..,..,..,..,..,..,..,..,26397,..,6534,..,..,..,..,..,..,..,6534,..,4422,2204,798,745,397,64,3,0,8627,..,975,590,196,254,380,382,278,147,3198,..,743,596,188,150,105,45,14,8,1845,..,4251,3326,732,665,636,333,143,37,10119,..,705,2115,1980,2646,3531,3291,2430,1547,18246,474,990,902,469,375,383,248,173,68,4088,26876,20963,23085,19725,19221,17719,13005,7356,3024,150972
11201,..,263,421,194,243,307,133,49,22,1635,..,63,150,271,547,1119,1120,929,646,4851,119,159,152,100,130,187,110,54,34,1057,5826,3186,3422,4598,5386,5792,4184,2356,1119,35869,..,90,1842,4119,4945,5897,4904,2294,574,24669,..,400,1508,1561,1450,1163,544,105,20,6757,..,78,323,978,1161,580,243,188,147,3696,11750,..,..,..,..,..,..,..,..,11750,..,2863,..,..,..,..,..,..,..,2863,..,1730,843,380,290,192,38,0,0,3465,..,227,144,65,118,210,196,168,130,1261,..,251,316,169,143,114,58,6,3,1054,..,445,862,461,497,609,321,89,40,3318,..,122,328,624,1179,2070,1875,1314,878,8400,234,286,332,223,272,332,215,103,46,2039,11981,6493,6492,8576,10051,11162,8401,4257,1851,69276
11202,..,224,149,113,169,211,98,29,8,996,..,93,176,228,477,991,907,774,473,4115,157,184,129,78,90,142,99,45,34,955,5807,3646,3148,3841,4577,4942,3457,1936,804,32160,..,168,2052,3425,4319,5211,4069,1920,401,21557,..,643,1204,1193,1169,927,339,76,7,5552,..,147,585,959,980,487,239,187,144,3730,11680,..,..,..,..,..,..,..,..,11680,..,2745,..,..,..,..,..,..,..,2745,..,2008,790,401,371,162,28,0,0,3756,..,344,130,80,149,242,210,123,81,1361,..,276,162,96,104,96,38,8,3,785,..,470,402,253,377,443,213,60,17,2233,..,208,408,591,1177,2006,1598,1140,604,7727,275,370,285,189,206,272,185,66,43,1903,11954,7375,6019,7185,8850,9843,6909,3586,1301,63030
11203,..,168,182,99,200,305,168,108,24,1255,..,79,169,231,575,1214,1478,1354,782,5877,121,161,121,91,101,191,128,90,42,1050,7061,4057,3933,5048,5816,6561,5535,3557,1411,42976,..,119,2700,5175,5791,6645,6447,3578,859,31322,..,545,1626,1475,1302,1047,574,166,18,6752,..,118,535,1072,1220,725,316,264,209,4466,14234,..,..,..,..,..,..,..,..,14234,..,3525,..,..,..,..,..,..,..,3525,..,2594,1163,498,398,268,55,0,0,4982,..,338,167,76,155,349,259,218,146,1707,..,306,213,114,156,117,61,17,8,1000,..,335,434,267,440,603,382,202,51,2717,..,147,397,567,1216,2164,2468,2016,1130,10108,257,324,280,202,236,337,230,140,59,2061,14495,8347,7523,9455,10917,12259,10794,6613,2480,82880
11301,..,121,151,28,55,56,27,7,3,445,..,66,144,116,206,369,426,532,295,2158,73,119,89,36,52,78,59,57,26,584,4398,2356,2669,2538,2851,2571,1898,1257,487,21031,..,128,2116,3052,3663,3439,2432,1270,266,16378,..,487,958,603,473,287,100,36,8,2947,..,123,333,443,413,239,115,100,61,1833,8776,..,..,..,..,..,..,..,..,8776,..,1577,..,..,..,..,..,..,..,1577,..,1578,678,239,166,73,17,0,0,2756,..,249,117,39,77,120,98,94,32,832,..,123,103,43,26,27,12,7,3,329,..,296,361,121,139,129,66,15,7,1124,..,182,403,392,614,852,736,772,384,4340,163,218,210,118,124,147,110,94,36,1223,8936,4962,5291,5055,5689,5310,3689,2391,794,42124
11302,..,18,30,3,13,18,14,4,0,94,..,24,25,37,70,143,194,164,91,747,20,29,14,16,16,34,32,21,8,184,1210,606,639,731,829,942,767,423,176,6318,..,33,493,788,969,1180,952,465,80,4957,..,160,320,247,214,143,65,18,3,1163,..,25,71,138,145,74,43,34,40,568,2405,..,..,..,..,..,..,..,..,2405,..,429,..,..,..,..,..,..,..,429,..,355,136,67,63,30,10,0,0,664,..,57,22,14,19,28,27,16,24,211,..,25,22,6,4,3,4,0,0,69,..,46,51,14,32,40,34,6,0,214,..,57,84,128,231,313,373,265,124,1576,33,81,39,39,25,55,59,33,10,374,2442,1264,1252,1435,1694,1874,1550,844,285,12638
11303,..,598,303,71,89,111,64,35,11,1268,..,225,433,296,535,921,1014,1027,580,5027,145,235,168,75,95,134,126,103,44,1121,8524,5331,5373,5045,5484,5297,3994,2530,940,42505,..,245,4079,5958,6438,6596,4986,2470,501,31276,..,1286,2133,1035,948,643,242,57,6,6342,..,255,678,976,1007,477,243,193,125,3956,17274,..,..,..,..,..,..,..,..,17274,..,3463,..,..,..,..,..,..,..,3463,..,2736,946,401,303,162,23,0,0,4571,..,438,192,65,159,212,196,134,67,1463,..,301,168,75,62,37,21,13,3,680,..,1032,767,216,196,245,149,63,14,2679,..,432,941,845,1192,1789,1731,1436,774,9131,302,482,359,188,197,243,217,153,57,2193,17576,10672,10269,9751,10502,10395,7805,4514,1548,83022
11401,..,141,131,64,164,211,166,66,11,949,..,88,212,216,547,1180,1538,1325,698,5804,168,228,141,94,157,256,223,137,36,1449,7481,4360,4226,4725,5841,7169,6732,3708,1304,45543,..,230,2954,4816,6019,8174,8537,4146,803,35668,..,863,1816,1316,1344,1058,591,153,39,7185,..,185,674,1088,1217,599,325,250,182,4523,15049,..,..,..,..,..,..,..,..,15049,..,3224,..,..,..,..,..,..,..,3224,..,2806,1179,531,370,239,50,0,0,5175,..,350,142,80,147,306,280,206,169,1663,..,304,183,94,98,95,55,14,7,853,..,259,322,164,316,421,321,131,30,1973,..,207,546,669,1316,2391,2687,2071,1008,10900,358,467,373,281,319,486,421,219,60,2979,15404,8912,8184,9040,11142,13767,13259,7191,2291,89194
11402,..,50,42,29,52,98,78,22,4,373,..,36,55,94,226,557,936,664,304,2863,63,103,72,28,56,96,84,43,17,556,3824,2099,1863,2480,3194,3239,3439,1752,549,22433,..,102,1597,2932,3641,3778,4141,1992,339,18527,..,313,712,603,634,479,286,82,9,3112,..,50,173,411,558,250,140,125,98,1804,7692,..,..,..,..,..,..,..,..,7692,..,1814,..,..,..,..,..,..,..,1814,..,1440,571,220,204,122,23,0,0,2580,..,102,59,47,87,96,134,111,63,687,..,103,125,36,39,33,15,5,0,359,..,91,124,67,118,184,151,46,14,785,..,70,175,248,514,961,1361,918,395,4639,130,187,138,86,126,159,156,68,25,1068,7823,4267,3674,4643,5904,6060,6400,3359,942,43071
11501,..,291,219,74,66,69,58,24,12,817,..,61,151,182,260,559,1049,820,574,3654,74,133,143,60,55,100,94,57,23,740,13781,9014,7158,10572,10514,8914,6228,2852,1172,70215,..,143,6244,16202,16344,13839,9287,3409,732,66206,..,276,1046,888,868,510,207,49,8,3844,..,43,198,808,1346,907,364,196,132,3998,28226,..,..,..,..,..,..,..,..,28226,..,11335,..,..,..,..,..,..,..,11335,..,5107,4504,931,408,153,35,0,0,11147,..,629,435,167,184,491,503,465,266,3140,..,347,370,126,100,68,33,9,3,1056,..,532,511,159,141,133,122,44,13,1661,..,152,371,446,558,888,1387,1077,740,5616,154,262,275,163,114,155,148,78,35,1387,28376,18827,13962,19882,20069,17147,12091,5333,1924,137611
11502,..,7,19,15,20,24,23,12,3,117,..,10,19,35,51,93,171,144,100,620,21,52,37,12,16,22,33,9,6,203,2294,1641,1053,1516,1994,1611,1308,627,243,12291,..,40,822,2112,2929,2441,1934,812,160,11243,..,57,194,223,252,165,90,13,6,995,..,19,49,125,246,150,79,58,40,759,4757,..,..,..,..,..,..,..,..,4757,..,1876,..,..,..,..,..,..,..,1876,..,1173,718,180,129,54,3,0,0,2258,..,83,45,16,29,71,99,91,72,519,..,89,75,30,40,40,30,5,0,317,..,17,43,40,55,49,50,21,4,279,..,24,50,81,148,180,271,221,137,1107,39,84,71,39,39,42,54,22,6,407,4795,3463,2079,2848,3861,3188,2613,1236,425,24508
11503,..,10,17,15,20,34,20,6,0,124,..,8,21,34,86,123,167,78,22,547,35,55,41,16,28,24,25,9,7,240,2240,1493,1154,1493,1840,1503,1033,371,113,11253,..,89,1033,1997,2565,2137,1422,462,82,9790,..,162,425,317,385,263,96,13,3,1662,..,32,75,171,227,120,77,50,27,766,4562,..,..,..,..,..,..,..,..,4562,..,1275,..,..,..,..,..,..,..,1275,..,1230,488,126,92,35,5,4,0,1987,..,67,35,24,32,57,79,71,44,411,..,72,67,30,31,24,17,4,0,251,..,26,34,31,52,55,47,18,3,263,..,24,74,107,231,286,311,128,44,1204,70,99,95,47,59,54,44,19,13,498,4630,3067,2338,2860,3676,3035,2085,764,211,22666
11504,..,13,26,13,16,20,19,9,0,117,..,11,26,41,43,100,152,97,39,505,23,44,28,19,18,19,27,12,3,196,3800,2104,1826,2794,2301,1566,1008,377,130,15907,..,79,1835,4262,3674,2408,1445,436,67,14199,..,109,362,370,283,147,48,12,3,1331,..,23,79,225,310,129,73,41,20,909,7849,..,..,..,..,..,..,..,..,7849,..,2301,..,..,..,..,..,..,..,2301,..,1490,841,184,68,35,10,0,0,2625,..,138,100,34,45,76,106,89,66,653,..,78,79,31,33,25,11,3,0,266,..,38,84,33,44,53,44,9,3,314,..,32,81,116,148,201,223,130,53,979,38,76,67,36,39,38,38,19,5,371,7889,4365,3531,5293,4649,3116,1991,736,212,31791
11601,..,167,245,131,154,174,87,41,9,997,..,56,249,258,436,823,924,830,384,3961,147,205,194,97,82,109,104,73,33,1041,12850,7975,10616,9270,7811,7277,4774,2498,894,63962,..,567,10470,12861,9934,9036,5931,2266,434,51501,..,641,1865,1273,961,529,176,34,5,5486,..,218,761,1375,1636,1110,605,419,214,6338,26256,..,..,..,..,..,..,..,..,26256,..,7552,..,..,..,..,..,..,..,7552,..,4985,4109,1242,656,310,48,0,0,11360,..,1076,1034,313,388,713,587,417,188,4723,..,598,751,328,208,136,60,26,6,2117,..,588,906,410,417,403,208,70,21,3018,..,170,708,811,1142,1625,1465,1158,543,7627,282,412,471,295,212,217,164,114,48,2218,26536,16806,21080,18908,15559,14081,9244,4508,1458,128191
11602,..,133,144,57,59,68,45,7,0,518,..,42,131,154,186,342,388,205,67,1513,76,100,94,52,47,36,48,29,9,481,10737,5477,7024,8165,5789,3913,2262,823,241,44420,..,209,7435,12993,8525,5622,2975,832,120,38715,..,313,1314,940,727,296,80,7,0,3678,..,78,360,806,937,466,209,93,61,3021,21987,..,..,..,..,..,..,..,..,21987,..,6068,..,..,..,..,..,..,..,6068,..,3304,2270,502,177,71,23,0,0,6357,..,543,480,167,184,355,366,262,113,2477,..,235,272,107,87,45,24,11,0,785,..,299,329,147,154,157,91,20,0,1199,..,87,344,385,436,572,561,292,86,2769,146,192,206,124,99,64,82,42,7,977,22133,11331,13026,16173,11343,7654,4411,1557,391,88028
11603,..,100,127,83,107,116,82,16,6,634,..,73,198,222,320,581,708,416,139,2647,228,230,189,92,72,84,74,34,14,1024,12478,8041,8290,7282,6775,5349,3503,1434,412,53564,..,481,6791,8945,8319,6573,3970,1282,201,36564,..,675,1652,1160,896,455,148,35,7,5023,..,451,1308,1556,1547,942,541,271,96,6711,25161,..,..,..,..,..,..,..,..,25161,..,6986,..,..,..,..,..,..,..,6986,..,5319,3539,992,557,161,28,3,0,10594,..,1090,715,252,412,591,555,338,127,4084,..,346,400,195,179,116,47,16,7,1309,..,235,349,206,269,244,167,39,6,1510,..,153,508,610,816,1106,1091,612,187,5086,448,440,426,253,192,161,128,55,17,2124,25604,16176,15688,14158,13187,10357,6677,2644,662,105154
11701,..,464,413,97,55,74,52,15,7,1165,..,83,199,181,233,342,433,386,195,2058,46,64,87,43,34,41,41,15,16,387,3640,2935,3983,3373,2753,2099,1671,1015,402,21860,..,185,2927,4123,3195,2370,1699,921,178,15599,..,348,1416,683,505,220,74,22,3,3272,..,33,160,392,551,348,188,146,78,1899,7425,..,..,..,..,..,..,..,..,7425,..,2038,..,..,..,..,..,..,..,2038,..,1220,1050,390,257,103,6,0,0,3023,..,399,340,132,134,176,190,144,84,1596,..,465,461,117,54,37,8,5,3,1149,..,1038,1063,267,155,168,107,30,7,2828,..,160,452,427,554,638,712,578,254,3786,97,133,181,100,77,73,71,31,23,785,7519,6017,8050,6636,5480,4126,3063,1879,623,43398
11702,..,792,1428,319,167,124,65,24,3,2919,..,148,517,553,473,501,416,293,147,3042,45,115,186,93,58,57,38,42,12,649,3427,2885,5770,4422,3272,2389,1569,962,360,25064,..,111,2443,3809,2716,2028,1573,866,186,13723,..,412,2749,1834,1179,542,150,18,0,6879,..,30,107,385,571,367,183,199,102,1941,7072,..,..,..,..,..,..,..,..,7072,..,1547,..,..,..,..,..,..,..,1547,..,805,841,424,321,118,21,0,0,2537,..,342,386,123,117,158,147,103,72,1448,..,331,505,130,69,64,18,4,3,1127,..,1445,2961,667,412,285,149,53,9,5988,..,256,947,1061,943,971,675,456,200,5512,100,229,341,187,139,97,64,63,24,1237,7170,5500,11279,8624,6466,4625,2991,1762,603,49016
11703,..,7358,7901,1486,434,284,164,61,13,17697,..,1746,3433,2781,2100,2083,1726,1029,425,15326,93,466,834,236,187,145,116,83,24,2184,6536,15852,29501,13491,8221,6639,4285,2119,704,87343,..,572,11659,10378,5907,4876,3400,1497,314,38609,..,2977,15538,6696,3716,1800,651,117,10,31506,..,51,327,877,1249,958,395,247,111,4209,12920,..,..,..,..,..,..,..,..,12920,..,2880,..,..,..,..,..,..,..,2880,..,1182,1405,482,321,158,22,0,0,3569,..,1894,1788,421,261,326,268,140,84,5184,..,2132,3370,662,175,82,32,12,5,6474,..,13208,16600,3586,1378,803,470,122,34,36209,..,3235,7426,6384,5256,4491,3299,1688,631,32415,180,875,1647,605,421,289,198,128,37,4395,13101,29013,59773,30088,18682,13787,8734,3951,1223,178362
11801,..,949,3314,639,204,191,153,56,34,5528,..,240,1189,1248,962,1126,1588,1295,819,8465,123,184,391,159,95,91,74,54,35,1196,8841,5446,12520,9374,7207,5564,4846,2708,1327,57833,..,86,4931,9626,8112,6064,5169,2363,706,37060,..,607,6122,3271,1742,902,503,142,37,13325,..,26,119,707,1159,761,312,193,147,3427,17778,..,..,..,..,..,..,..,..,17778,..,4989,..,..,..,..,..,..,..,4989,..,1483,1390,365,294,165,25,0,0,3732,..,462,601,133,103,153,190,152,121,1925,..,361,822,156,79,50,24,7,3,1498,..,1636,6123,1282,499,375,312,127,61,10412,..,445,2239,2406,1908,1961,2323,1717,1075,14080,246,334,712,332,194,145,125,75,46,2206,18021,10432,23063,18289,14082,10576,8985,4782,2207,110444
11802,..,3136,2682,543,247,177,134,42,20,6985,..,412,841,969,903,1190,1369,1117,685,7486,122,257,331,145,99,103,85,69,57,1265,9676,9450,11985,9747,8052,6249,4653,2904,1372,64090,..,140,5646,10690,8917,6611,4880,2644,671,40200,..,954,5496,2792,1566,837,334,73,14,12058,..,56,286,842,1449,918,426,344,270,4583,19463,..,..,..,..,..,..,..,..,19463,..,5483,..,..,..,..,..,..,..,5483,..,2337,2296,745,532,303,47,3,0,6266,..,1059,810,227,210,333,374,303,233,3556,..,1179,1053,180,107,80,35,18,5,2667,..,6314,5484,1125,526,386,277,102,34,14249,..,840,1704,1878,1850,2162,2154,1593,924,13099,267,485,616,298,199,176,147,102,66,2356,19732,18841,23401,18776,15346,11805,8665,5187,2211,123971
