SA3_CODE_2016,M_Hbn_in_RM_0_14,M_Hbn_in_RM_15_24,M_Hbn_in_RM_25_34,M_Hbn_in_RM_35_44,M_Hbn_in_RM_45_54,M_Hbn_in_RM_55_64,M_Hbn_in_RM_65_74,M_Hbn_in_RM_75_84,M_Hbn_in_RM_85ov,M_Hbn_in_RM_Tot,M_Ptn_in_DFM_0_14,M_Ptn_in_DFM_15_24,M_Ptn_in_DFM_25_34,M_Ptn_in_DFM_35_44,M_Ptn_in_DFM_45_54,M_Ptn_in_DFM_55_64,M_Ptn_in_DFM_65_74,M_Ptn_in_DFM_75_84,M_Ptn_in_DFM_85ov,M_Ptn_in_DFM_Tot,M_LonePnt_0_14,M_LonePnt_15_24,M_LonePnt_25_34,M_LonePnt_35_44,M_LonePnt_45_54,M_LonePnt_55_64,M_LonePnt_65_74,M_LonePnt_75_84,M_LonePnt_85ov,M_LonePnt_Tot,M_CU15_0_14,M_CU15_15_24,M_CU15_25_34,M_CU15_35_44,M_CU15_45_54,M_CU15_55_64,M_CU15_65_74,M_CU15_75_84,M_CU15_85ov,M_CU15_Tot,M_DpStu_0_14,M_DpStu_15_24,M_DpStu_25_34,M_DpStu_35_44,M_DpStu_45_54,M_DpStu_55_64,M_DpStu_65_74,M_DpStu_75_84,M_DpStu_85ov,M_DpStu_Tot,M_NDpChl_0_14,M_NDpChl_15_24,M_NDpChl_25_34,M_NDpChl_35_44,M_NDpChl_45_54,M_NDpChl_55_64,M_NDpChl_65_74,M_NDpChl_75_84,M_NDpChl_85ov,M_NDpChl_Tot,M_OthRI_0_14,M_OthRI_15_24,M_OthRI_25_34,M_OthRI_35_44,M_OthRI_45_54,M_OthRI_55_64,M_OthRI_65_74,M_OthRI_75_84,M_OthRI_85ov,M_OthRI_Tot,M_URI_in_FH_0_14,M_URI_in_FH_15_24,M_URI_in_FH_25_34,M_URI_in_FH_35_44,M_URI_in_FH_45_54,M_URI_in_FH_55_64,M_URI_in_FH_65_74,M_URI_in_FH_75_84,M_URI_in_FH_85ov,M_URI_in_FH_Tot,M_GrpH_Mem_0_14,M_GrpH_Mem_15_24,M_GrpH_Mem_25_34,M_GrpH_Mem_35_44,M_GrpH_Mem_45_54,M_GrpH_Mem_55_64,M_GrpH_Mem_65_74,M_GrpH_Mem_75_84,M_GrpH_Mem_85ov,M_GrpH_Mem_Tot,M_LonePsn_0_14,M_LonePsn_15_24,M_LonePsn_25_34,M_LonePsn_35_44,M_LonePsn_45_54,M_LonePsn_55_64,M_LonePsn_65_74,M_LonePsn_75_84,M_LonePsn_85ov,M_LonePsn_Tot,M_Vis_within_Aus_0_14,M_Vis_within_Aus_15_24,M_Vis_within_Aus_25_34,M_Vis_within_Aus_35_44,M_Vis_within_Aus_45_54,M_Vis_within_Aus_55_64,M_Vis_within_Aus_65_74,M_Vis_within_Aus_75_84,M_Vis_within_Aus_85ov,M_Vis_within_Aus_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Wife_in_RM_0_14,F_Wife_in_RM_15_24,F_Wife_in_RM_25_34,F_Wife_in_RM_35_44,F_Wife_in_RM_45_54,F_Wife_in_RM_55_64,F_Wife_in_RM_65_74,F_Wife_in_RM_75_84,F_Wife_in_RM_85ov,F_Wife_in_RM_Tot,F_Ptn_in_DFM_0_14,F_Ptn_in_DFM_15_24,F_Ptn_in_DFM_25_34,F_Ptn_in_DFM_35_44,F_Ptn_in_DFM_45_54,F_Ptn_in_DFM_55_64,F_Ptn_in_DFM_65_74,F_Ptn_in_DFM_75_84,F_Ptn_in_DFM_85ov,F_Ptn_in_DFM_Tot,F_LonePnt_0_14,F_LonePnt_15_24,F_LonePnt_25_34,F_LonePnt_35_44,F_LonePnt_45_54,F_LonePnt_55_64,F_LonePnt_65_74,F_LonePnt_75_84,F_LonePnt_85ov,F_LonePnt_Tot,F_CU15_0_14,F_CU15_15_24,F_CU15_25_34,F_CU15_35_44,F_CU15_45_54,F_CU15_55_64,F_CU15_65_74,F_CU15_75_84,F_CU15_85ov,F_CU15_Tot,F_DpStu_0_14,F_DpStu_15_24,F_DpStu_25_34,F_DpStu_35_44,F_DpStu_45_54,F_DpStu_55_64,F_DpStu_65_74,F_DpStu_75_84,F_DpStu_85ov,F_DpStu_Tot,F_NDpChl_0_14,F_NDpChl_15_24,F_NDpChl_25_34,F_NDpChl_35_44,F_NDpChl_45_54,F_NDpChl_55_64,F_NDpChl_65_74,F_NDpChl_75_84,F_NDpChl_85ov,F_NDpChl_Tot,F_OthRI_0_14,F_OthRI_15_24,F_OthRI_25_34,F_OthRI_35_44,F_OthRI_45_54,F_OthRI_55_64,F_OthRI_65_74,F_OthRI_75_84,F_OthRI_85ov,F_OthRI_Tot,F_URI_in_FH_0_14,F_URI_in_FH_15_24,F_URI_in_FH_25_34,F_URI_in_FH_35_44,F_URI_in_FH_45_54,F_URI_in_FH_55_64,F_URI_in_FH_65_74,F_URI_in_FH_75_84,F_URI_in_FH_85ov,F_URI_in_FH_Tot
10701,..,83,1471,2571,2664,2663,2348,1352,309,13462,..,210,723,495,440,264,96,37,9,2279,..,13,47,137,264,131,74,56,41,761,7012,..,..,..,..,..,..,..,..,7012,..,1811,..,..,..,..,..,..,..,1811,..,1805,1073,469,356,153,19,0,0,3870,..,234,148,60,71,79,92,50,25,766,..,114,100,68,56,47,9,11,0,395,..,108,141,66,108,127,73,31,5,664,..,68,265,348,543,639,503,372,159,2890,145,154,155,104,86,88,57,26,12,822,7157,4597,4120,4322,4594,4168,3268,1934,562,34732,..,142,1942,2749,2837,2701,2084,998,135,13585,..,314,771,512,411,231,94,29,5,2358,..,161,520,783,789,415,216,244,138,3270,6653,..,..,..,..,..,..,..,..,6653,..,1911,..,..,..,..,..,..,..,1911,..,1218,614,177,144,85,15,0,0,2253,..,181,64,26,84,154,167,154,85,918,..,143,52,21,28,15,8,0,0,278
10702,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
10703,..,63,1669,3099,3471,3695,3032,1555,366,16946,..,271,820,605,481,366,177,47,6,2779,..,9,61,154,266,160,67,30,36,778,8327,..,..,..,..,..,..,..,..,8327,..,2175,..,..,..,..,..,..,..,2175,..,2249,1031,398,296,110,16,0,0,4107,..,232,120,63,70,83,74,54,23,715,..,117,97,58,75,46,11,9,3,419,..,125,189,70,81,109,86,39,12,714,..,80,275,347,503,584,545,309,159,2803,153,197,162,125,112,106,80,52,10,998,8484,5518,4418,4919,5364,5262,4090,2082,611,40747,..,132,2218,3404,3709,3727,2723,1125,160,17201,..,409,850,593,522,316,146,33,5,2874,..,147,594,921,937,433,199,192,108,3528,7875,..,..,..,..,..,..,..,..,7875,..,2322,..,..,..,..,..,..,..,2322,..,1482,617,127,115,82,17,0,0,2438,..,192,53,24,83,158,166,146,86,915,..,153,64,15,17,21,18,3,4,294
10704,..,80,2346,4677,4627,4165,3395,1989,565,21838,..,427,1415,881,715,476,164,62,3,4142,..,12,44,190,350,218,88,63,40,1012,10680,..,..,..,..,..,..,..,..,10680,..,3045,..,..,..,..,..,..,..,3045,..,2283,1264,487,370,173,33,0,0,4605,..,346,235,81,86,98,65,45,29,993,..,331,284,73,61,38,14,7,0,810,..,1884,1350,234,201,168,107,34,11,3987,..,216,767,806,1037,1147,864,556,288,5697,170,322,325,182,173,152,92,52,25,1496,10853,8945,8037,7614,7615,6634,4820,2816,970,58307,..,193,3213,4995,4695,4208,3075,1511,265,22148,..,651,1474,890,692,405,143,32,3,4285,..,101,451,1043,1254,669,257,269,186,4232,10230,..,..,..,..,..,..,..,..,10230,..,3146,..,..,..,..,..,..,..,3146,..,1432,814,194,161,123,22,0,0,2751,..,314,145,52,82,195,193,180,124,1291,..,288,168,47,31,30,6,3,4,582
10801,..,8,237,594,817,1214,1646,937,248,5701,..,75,205,177,226,192,127,59,6,1064,..,8,15,54,81,58,28,15,16,285,2075,..,..,..,..,..,..,..,..,2075,..,457,..,..,..,..,..,..,..,457,..,439,220,118,110,49,3,0,0,944,..,67,30,17,30,47,24,24,12,250,..,37,49,18,22,23,12,4,0,160,..,34,53,34,73,87,72,34,8,399,..,26,87,136,268,461,477,324,152,1919,54,82,54,70,65,53,79,19,4,489,2125,1236,950,1210,1705,2188,2476,1419,439,13743,..,29,343,690,939,1364,1533,714,129,5731,..,128,215,202,226,176,110,34,0,1089,..,67,206,280,290,161,78,88,45,1208,2030,..,..,..,..,..,..,..,..,2030,..,478,..,..,..,..,..,..,..,478,..,244,111,54,48,33,9,0,0,507,..,49,11,9,24,63,59,51,27,284,..,31,15,12,10,3,5,0,3,88
10802,..,20,440,938,1192,1831,2014,980,224,7639,..,148,320,300,360,360,183,55,6,1739,..,9,30,96,149,116,54,28,25,506,3795,..,..,..,..,..,..,..,..,3795,..,779,..,..,..,..,..,..,..,779,..,794,400,235,188,81,14,0,0,1716,..,138,60,35,65,99,54,39,25,518,..,71,66,49,50,42,19,5,0,308,..,79,97,39,118,154,109,40,13,649,..,45,142,196,418,762,667,365,133,2731,78,111,115,87,92,96,80,28,10,698,3873,2198,1672,1974,2640,3543,3190,1533,443,21080,..,49,644,1052,1421,2012,1740,682,118,7719,..,212,361,339,367,364,129,31,3,1811,..,152,451,515,472,253,128,105,86,2153,3667,..,..,..,..,..,..,..,..,3667,..,769,..,..,..,..,..,..,..,769,..,473,163,76,81,51,15,0,0,868,..,97,24,22,59,122,108,70,55,554,..,76,35,21,20,18,16,0,0,188
10803,..,0,3,10,20,13,6,4,5,64,..,0,6,4,3,6,3,0,0,18,..,0,0,0,0,0,0,0,0,3,21,..,..,..,..,..,..,..,..,21,..,0,..,..,..,..,..,..,..,0,..,0,3,3,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,0,3,0,0,0,0,0,3,..,0,0,3,3,0,0,0,0,7,..,4,4,3,0,4,3,3,0,20,0,0,0,3,4,0,0,0,0,14,25,5,21,27,27,26,7,10,3,164,..,0,9,13,10,16,4,6,0,58,..,0,3,5,3,0,0,0,0,13,..,0,0,0,0,0,0,0,0,4,17,..,..,..,..,..,..,..,..,17,..,0,..,..,..,..,..,..,..,0,..,4,0,0,0,0,0,0,0,6,..,3,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0
10804,..,52,949,2029,2501,2897,3498,2016,556,14489,..,226,632,535,522,418,269,92,14,2708,..,13,30,130,213,119,53,37,46,645,6251,..,..,..,..,..,..,..,..,6251,..,1427,..,..,..,..,..,..,..,1427,..,1139,497,273,246,105,16,0,0,2286,..,138,70,33,62,82,88,44,22,535,..,114,99,58,56,46,18,9,3,407,..,176,210,90,177,175,124,73,20,1036,..,92,246,321,518,813,821,541,243,3598,123,138,138,113,105,123,111,59,15,914,6372,3515,2873,3591,4392,4783,4997,2860,922,34306,..,87,1320,2278,2799,3109,3275,1593,257,14721,..,348,684,544,523,419,228,62,7,2816,..,136,468,716,765,359,169,159,118,2889,6004,..,..,..,..,..,..,..,..,6004,..,1438,..,..,..,..,..,..,..,1438,..,742,259,103,97,98,22,3,0,1329,..,125,23,22,81,132,137,100,91,718,..,106,53,22,32,28,23,3,3,266
10805,..,51,606,1125,1576,2249,2522,1250,303,9686,..,173,365,325,365,328,228,50,3,1835,..,3,34,113,153,95,55,39,20,514,4339,..,..,..,..,..,..,..,..,4339,..,921,..,..,..,..,..,..,..,921,..,877,397,249,189,86,17,0,0,1805,..,123,45,31,61,80,56,39,19,449,..,71,74,40,41,38,5,8,0,282,..,71,94,62,109,128,106,50,10,631,..,57,150,206,440,660,646,384,152,2691,82,124,105,72,95,106,118,43,11,755,4424,2476,1876,2222,3028,3778,3750,1855,515,23918,..,83,828,1312,1811,2437,2285,897,128,9777,..,227,393,354,381,303,160,34,3,1843,..,135,384,549,516,240,150,121,73,2174,4051,..,..,..,..,..,..,..,..,4051,..,949,..,..,..,..,..,..,..,949,..,569,214,97,75,49,8,0,0,1014,..,107,27,15,50,91,111,87,70,554,..,78,28,19,23,21,5,3,0,177
10901,..,48,1150,1864,2037,2197,1767,833,228,10125,..,298,708,372,343,265,110,27,5,2128,..,14,36,116,166,102,40,16,13,501,5575,..,..,..,..,..,..,..,..,5575,..,1132,..,..,..,..,..,..,..,1132,..,1052,357,158,116,52,10,0,0,1744,..,137,61,26,33,45,29,17,9,360,..,92,67,26,31,20,3,3,3,245,..,379,282,89,82,85,64,27,3,1018,..,168,426,421,569,596,501,293,152,3118,113,163,155,108,101,59,63,42,13,815,5693,3488,3234,3174,3480,3419,2589,1264,427,26762,..,119,1474,2073,2160,2183,1578,608,95,10280,..,434,686,398,371,219,92,17,0,2218,..,113,376,602,559,213,96,92,67,2118,5324,..,..,..,..,..,..,..,..,5324,..,1232,..,..,..,..,..,..,..,1232,..,643,208,54,64,41,9,0,0,1024,..,118,40,23,37,68,67,57,36,446,..,81,25,11,11,4,3,0,0,144
10902,..,11,168,335,411,510,428,221,37,2115,..,55,117,74,94,69,21,6,0,442,..,9,9,7,43,23,12,5,0,101,1118,..,..,..,..,..,..,..,..,1118,..,200,..,..,..,..,..,..,..,200,..,226,80,51,40,18,0,0,0,425,..,27,7,8,10,6,8,8,3,82,..,12,13,8,8,5,0,0,0,48,..,18,19,16,15,10,10,6,0,103,..,25,55,56,133,171,148,82,20,699,21,39,21,20,33,29,22,10,0,192,1134,627,487,576,790,844,646,336,66,5516,..,18,248,377,451,521,361,159,20,2157,..,83,120,91,97,59,17,3,0,463,..,28,74,80,90,30,22,33,11,370,1013,..,..,..,..,..,..,..,..,1013,..,184,..,..,..,..,..,..,..,184,..,114,44,11,10,6,3,0,0,187,..,19,6,4,5,10,11,8,0,72,..,12,9,3,0,5,3,0,0,34
10903,..,20,563,1083,1265,1710,1752,918,217,7534,..,149,385,275,259,233,130,42,4,1481,..,4,23,60,91,63,27,22,23,315,3327,..,..,..,..,..,..,..,..,3327,..,601,..,..,..,..,..,..,..,601,..,679,197,103,86,61,0,0,0,1134,..,60,31,13,19,49,34,21,18,239,..,45,33,15,31,14,7,0,0,145,..,94,106,29,35,65,66,20,8,414,..,103,225,222,376,598,546,352,143,2567,52,88,61,52,60,69,84,40,15,521,3386,1848,1629,1852,2217,2852,2660,1408,428,18284,..,43,761,1189,1464,1805,1571,703,99,7627,..,221,401,271,269,224,101,25,7,1521,..,75,213,309,293,89,53,61,50,1146,3267,..,..,..,..,..,..,..,..,3267,..,693,..,..,..,..,..,..,..,693,..,370,99,38,39,39,6,0,0,588,..,54,18,8,19,43,56,37,25,250,..,27,13,4,3,9,0,0,0,54
11001,..,31,583,952,1225,1277,1100,537,113,5816,..,179,371,227,234,165,77,10,3,1272,..,5,26,64,98,59,26,16,11,294,3036,..,..,..,..,..,..,..,..,3036,..,634,..,..,..,..,..,..,..,634,..,513,210,95,79,45,3,0,0,945,..,99,40,20,21,24,31,7,7,259,..,68,56,21,20,10,7,0,0,183,..,328,160,55,44,46,34,10,0,677,..,90,202,197,286,350,337,165,68,1696,71,136,90,60,57,63,33,27,3,547,3105,2090,1735,1678,2062,2049,1654,781,203,15364,..,66,759,1072,1324,1302,944,383,49,5896,..,260,362,245,223,136,44,13,0,1281,..,66,211,305,284,151,78,74,39,1203,3039,..,..,..,..,..,..,..,..,3039,..,648,..,..,..,..,..,..,..,648,..,364,108,48,35,20,3,0,0,577,..,78,36,4,27,52,34,35,22,277,..,60,46,12,9,0,0,0,0,137
11002,..,20,459,868,1175,1448,1507,784,147,6418,..,172,378,265,234,205,103,37,3,1391,..,11,34,65,86,75,20,21,12,318,3165,..,..,..,..,..,..,..,..,3165,..,593,..,..,..,..,..,..,..,593,..,577,231,136,96,56,13,0,0,1106,..,113,38,23,35,70,35,31,8,343,..,55,34,18,23,10,9,7,0,160,..,79,60,31,55,84,61,30,3,412,..,89,149,190,337,510,505,292,85,2150,71,86,81,55,54,84,82,28,4,551,3241,1793,1469,1652,2092,2541,2337,1224,261,16610,..,55,581,1016,1293,1530,1362,555,56,6451,..,288,375,266,235,173,83,16,4,1443,..,123,281,382,277,137,78,69,58,1400,3122,..,..,..,..,..,..,..,..,3122,..,581,..,..,..,..,..,..,..,581,..,326,109,45,54,23,8,0,0,572,..,69,11,10,19,58,61,46,24,303,..,46,11,12,8,7,7,3,0,93
11003,..,24,418,753,821,886,684,307,43,3944,..,114,298,182,156,107,50,10,0,908,..,5,21,42,74,62,28,12,4,259,2409,..,..,..,..,..,..,..,..,2409,..,311,..,..,..,..,..,..,..,311,..,454,176,92,86,35,0,0,0,842,..,96,39,16,27,39,20,27,10,279,..,32,38,21,14,11,7,4,0,128,..,63,59,29,38,36,23,4,3,261,..,77,166,147,286,299,248,134,37,1393,72,85,71,41,46,32,38,14,3,405,2473,1261,1291,1326,1561,1511,1097,503,103,11127,..,43,566,805,880,865,546,200,29,3934,..,175,297,173,147,95,33,9,0,928,..,88,244,233,178,67,61,41,17,939,2408,..,..,..,..,..,..,..,..,2408,..,330,..,..,..,..,..,..,..,330,..,285,83,28,34,19,8,0,0,449,..,54,26,17,29,42,36,39,10,252,..,23,16,6,12,6,3,0,0,63
11004,..,72,1388,2333,2548,2846,2419,1346,290,13238,..,385,894,514,468,305,138,43,4,2754,..,15,54,150,184,111,51,48,27,645,7628,..,..,..,..,..,..,..,..,7628,..,1251,..,..,..,..,..,..,..,1251,..,1459,549,268,224,119,11,0,0,2638,..,197,137,64,89,98,69,37,25,713,..,125,144,62,61,39,12,4,0,457,..,266,339,102,135,136,98,28,12,1115,..,147,465,442,661,837,683,420,149,3803,183,194,222,100,107,113,109,43,16,1082,7814,4113,4197,4034,4478,4605,3600,1973,520,35332,..,140,1877,2511,2789,2868,2184,977,126,13466,..,588,876,529,484,287,104,12,4,2878,..,261,718,754,719,326,163,166,107,3213,7136,..,..,..,..,..,..,..,..,7136,..,1342,..,..,..,..,..,..,..,1342,..,835,300,118,132,75,16,0,0,1476,..,154,38,38,92,151,130,98,81,784,..,125,71,17,29,22,10,0,6,278
11101,..,59,2107,3984,4429,4700,4165,2253,570,22272,..,369,1316,833,763,482,207,71,9,4053,..,7,65,211,354,240,85,91,51,1110,10778,..,..,..,..,..,..,..,..,10778,..,2994,..,..,..,..,..,..,..,2994,..,2492,1222,544,447,237,27,0,0,4965,..,284,165,59,89,128,97,69,38,938,..,162,172,70,85,44,26,3,0,564,..,244,319,123,175,198,110,44,13,1232,..,132,468,576,875,958,851,526,323,4709,205,247,264,178,145,122,81,47,22,1315,10990,6999,6100,6592,7368,7113,5650,3105,1027,54934,..,134,2801,4393,4791,4744,3862,1681,285,22686,..,566,1342,866,749,390,195,47,10,4164,..,187,675,1194,1290,595,321,313,196,4767,10082,..,..,..,..,..,..,..,..,10082,..,2894,..,..,..,..,..,..,..,2894,..,1736,668,217,178,122,39,3,0,2957,..,255,92,37,92,188,216,166,118,1167,..,163,99,36,38,29,13,4,3,387
11102,..,60,1480,2283,2582,2924,2772,1370,335,13812,..,246,776,549,518,333,173,65,3,2657,..,8,47,139,209,132,74,38,27,678,6647,..,..,..,..,..,..,..,..,6647,..,1608,..,..,..,..,..,..,..,1608,..,1713,744,332,224,100,16,0,0,3123,..,191,101,55,85,80,81,41,24,654,..,118,99,58,63,40,15,5,0,410,..,124,159,86,107,152,79,43,6,752,..,58,232,344,452,638,512,349,195,2779,135,183,163,105,110,67,88,42,20,912,6778,4317,3799,3951,4346,4450,3828,1942,624,34026,..,152,1882,2546,2796,3017,2486,1020,180,14075,..,372,809,595,470,324,153,30,3,2755,..,143,463,797,720,368,180,156,102,2939,6342,..,..,..,..,..,..,..,..,6342,..,1622,..,..,..,..,..,..,..,1622,..,1154,447,144,113,72,21,0,0,1949,..,156,46,16,63,118,162,126,68,761,..,120,62,19,34,22,13,9,0,272
11103,..,119,3150,5209,5018,4976,4048,2130,580,25225,..,683,2571,1298,967,657,269,73,12,6523,..,22,93,287,444,320,104,90,68,1422,13678,..,..,..,..,..,..,..,..,13678,..,3328,..,..,..,..,..,..,..,3328,..,2603,1380,558,549,229,32,0,0,5350,..,530,337,129,129,141,128,75,39,1509,..,370,361,124,103,66,32,10,3,1082,..,2154,1989,444,399,357,189,75,20,5626,..,358,1192,1204,1527,1663,1296,727,382,8354,262,477,505,312,208,179,103,60,22,2131,13938,10647,11586,9568,9343,8575,6203,3241,1121,74225,..,240,4094,5650,5292,4905,3621,1609,301,25705,..,1070,2616,1347,979,589,203,53,4,6849,..,208,833,1573,1690,854,399,373,261,6188,12724,..,..,..,..,..,..,..,..,12724,..,3198,..,..,..,..,..,..,..,3198,..,1821,828,234,200,169,32,3,0,3279,..,442,253,68,125,239,248,201,104,1686,..,374,230,65,44,36,13,5,7,766
11201,..,21,763,1887,2355,2905,2648,1295,393,12269,..,160,695,773,686,623,324,57,17,3328,..,4,33,150,237,189,72,28,32,751,6049,..,..,..,..,..,..,..,..,6049,..,1437,..,..,..,..,..,..,..,1437,..,1062,546,277,211,114,19,0,0,2231,..,139,74,40,60,78,70,47,25,537,..,113,157,114,86,65,35,9,0,579,..,180,445,263,253,296,185,37,19,1683,..,60,180,359,628,952,753,384,231,3549,113,127,182,121,141,145,103,44,10,988,6159,3308,3071,3979,4665,5373,4221,1901,728,33404,..,66,1078,2238,2585,2990,2259,998,186,12402,..,246,811,786,762,540,219,51,3,3426,..,77,293,825,926,388,165,157,117,2943,5699,..,..,..,..,..,..,..,..,5699,..,1428,..,..,..,..,..,..,..,1428,..,665,299,107,77,72,18,0,0,1236,..,92,70,28,55,136,129,123,100,721,..,135,153,54,58,46,18,0,3,476
11202,..,63,868,1594,2064,2574,2181,1103,286,10725,..,268,574,574,588,491,191,44,7,2743,..,7,69,160,205,162,71,32,30,742,6028,..,..,..,..,..,..,..,..,6028,..,1318,..,..,..,..,..,..,..,1318,..,1199,544,282,254,111,15,0,0,2416,..,180,83,58,67,109,83,36,18,635,..,138,96,70,64,72,25,8,3,475,..,248,250,143,205,229,115,36,8,1234,..,115,233,357,694,1021,692,369,138,3616,122,192,162,111,119,129,82,14,10,946,6150,3726,2880,3345,4272,4904,3458,1650,491,30873,..,112,1183,1823,2252,2640,1891,815,116,10834,..,373,631,621,583,427,144,28,0,2810,..,143,521,799,773,324,164,156,114,2988,5652,..,..,..,..,..,..,..,..,5652,..,1429,..,..,..,..,..,..,..,1429,..,807,249,121,112,49,16,0,0,1345,..,163,48,28,84,128,124,90,61,723,..,141,63,26,38,30,12,0,3,313
11203,..,35,1114,2430,2737,3213,3388,2028,582,15524,..,215,767,738,653,541,320,94,11,3340,..,6,34,145,249,201,101,48,47,834,7293,..,..,..,..,..,..,..,..,7293,..,1719,..,..,..,..,..,..,..,1719,..,1571,806,338,272,147,18,0,0,3159,..,197,107,50,78,126,95,62,36,741,..,146,122,89,98,74,35,13,5,584,..,163,252,168,237,300,210,98,29,1468,..,66,227,336,644,953,998,662,344,4227,140,163,153,119,131,143,101,49,9,1011,7436,4288,3584,4407,5097,5699,5263,3058,1068,39898,..,83,1588,2743,3051,3436,3063,1549,278,15795,..,325,862,738,653,507,254,68,5,3419,..,109,504,924,974,523,220,220,158,3636,6942,..,..,..,..,..,..,..,..,6942,..,1808,..,..,..,..,..,..,..,1808,..,1021,361,162,124,121,34,0,0,1822,..,138,56,30,73,224,166,157,115,966,..,163,86,28,55,44,21,7,6,417
11301,..,35,922,1458,1779,1752,1253,757,182,8144,..,189,478,311,232,172,60,24,0,1464,..,7,34,66,86,74,26,21,15,340,4448,..,..,..,..,..,..,..,..,4448,..,778,..,..,..,..,..,..,..,778,..,973,449,177,123,51,9,0,0,1780,..,161,84,23,48,57,35,36,3,449,..,66,55,34,16,17,3,4,0,200,..,173,212,89,84,70,40,9,0,678,..,114,264,275,401,480,313,245,95,2182,96,103,120,82,70,64,55,40,12,642,4542,2604,2617,2515,2840,2740,1791,1135,309,21091,..,94,1195,1595,1888,1692,1178,508,79,8229,..,295,484,295,239,114,44,9,3,1487,..,115,304,377,323,165,88,79,48,1496,4331,..,..,..,..,..,..,..,..,4331,..,805,..,..,..,..,..,..,..,805,..,605,225,69,46,22,7,0,0,977,..,87,29,12,34,60,66,61,30,383,..,53,45,10,7,11,8,0,5,131
11302,..,4,205,376,465,582,492,278,54,2452,..,60,158,123,106,69,37,13,0,567,..,3,9,19,48,17,12,13,8,131,1217,..,..,..,..,..,..,..,..,1217,..,214,..,..,..,..,..,..,..,214,..,218,102,57,44,19,3,0,0,445,..,37,13,13,10,12,13,5,5,112,..,12,19,3,0,3,4,0,0,43,..,27,24,7,21,20,15,3,0,117,..,35,63,88,160,178,175,105,33,831,17,49,26,22,15,21,24,17,3,191,1227,658,611,706,869,928,783,430,105,6313,..,27,294,413,507,599,462,193,27,2506,..,95,170,125,99,78,30,6,0,598,..,28,61,125,96,49,29,23,31,438,1193,..,..,..,..,..,..,..,..,1193,..,222,..,..,..,..,..,..,..,222,..,141,37,12,12,16,3,0,0,215,..,22,9,0,7,21,13,14,14,98,..,11,11,3,3,0,0,0,0,27
11303,..,78,1793,2836,3117,3312,2636,1371,349,15507,..,519,1060,513,465,339,137,33,3,3071,..,12,40,160,239,134,64,34,33,715,8899,..,..,..,..,..,..,..,..,8899,..,1722,..,..,..,..,..,..,..,1722,..,1729,607,289,197,94,17,0,0,2934,..,230,119,40,85,83,59,43,15,674,..,168,108,54,43,26,8,8,0,415,..,433,466,150,112,131,87,32,4,1408,..,206,508,549,654,868,708,413,192,4104,156,243,194,112,105,107,95,46,17,1070,9052,5340,4895,4704,5019,5097,3810,1989,608,40518,..,167,2284,3122,3319,3281,2352,1099,148,15769,..,762,1077,518,487,303,102,22,0,3273,..,242,638,817,766,346,177,160,93,3241,8370,..,..,..,..,..,..,..,..,8370,..,1740,..,..,..,..,..,..,..,1740,..,1014,337,106,102,74,8,0,0,1642,..,214,76,21,73,130,135,84,57,788,..,130,60,22,24,11,12,4,3,268
11401,..,87,1255,2253,2874,3894,4455,2376,533,17717,..,331,876,651,661,543,322,86,23,3500,..,16,58,171,289,186,99,57,39,919,7733,..,..,..,..,..,..,..,..,7733,..,1562,..,..,..,..,..,..,..,1562,..,1709,801,389,241,134,26,0,0,3301,..,218,90,48,80,127,96,62,39,751,..,147,117,71,65,66,31,7,4,504,..,121,196,103,156,209,160,64,21,1026,..,118,335,450,774,1216,1148,744,301,5093,187,240,227,184,166,224,199,78,25,1533,7920,4547,3955,4322,5304,6597,6529,3484,988,43647,..,148,1694,2565,3144,4282,4084,1770,267,17952,..,533,943,659,677,517,271,68,11,3686,..,171,615,919,928,419,220,192,135,3605,7315,..,..,..,..,..,..,..,..,7315,..,1660,..,..,..,..,..,..,..,1660,..,1096,377,143,125,105,24,0,0,1870,..,132,50,36,71,172,183,140,128,910,..,165,64,23,35,26,23,9,3,345
