SA2_MAINCODE_2016,C06_M_NatPhy_sci_15_19,C06_M_NatPhy_sci_20_24,C06_M_NatPhy_sci_25_34,C06_M_NatPhy_sci_35_44,C06_M_NatPhy_sci_45_54,C06_M_NatPhy_sci_55_64,C06_M_NatPhy_sci_65_74,C06_M_NatPhy_sci_75_84,C06_M_NatPhy_sci_85_ov,C06_M_NatPhy_sci_Tot,C06_M_InfTec_15_19,C06_M_InfTec_20_24,C06_M_InfTec_25_34,C06_M_InfTec_35_44,C06_M_InfTec_45_54,C06_M_InfTec_55_64,C06_M_InfTec_65_74,C06_M_InfTec_75_84,C06_M_InfTec_85_ov,C06_M_InfTec_Tot,C06_M_EngRT_15_19,C06_M_EngRT_20_24,C06_M_EngRT_25_34,C06_M_EngRT_35_44,C06_M_EngRT_45_54,C06_M_EngRT_55_64,C06_M_EngRT_65_74,C06_M_EngRT_75_84,C06_M_EngRT_85_ov,C06_M_EngRT_Tot,C06_M_ArchBuild_15_19,C06_M_ArchBuild_20_24,C06_M_ArchBuild_25_34,C06_M_ArchBuild_35_44,C06_M_ArchBuild_45_54,C06_M_ArchBuild_55_64,C06_M_ArchBuild_65_74,C06_M_ArchBuild_75_84,C06_M_ArchBuild_85o,C06_M_Arch_building_Tot,C06_M_AgEnv_RS_15_19,C06_M_AgEnv_RS_20_24,C06_M_AgEnv_RS_25_34,C06_M_AgEnv_RS_35_44,C06_M_AgEnv_RS_45_54,C06_M_AgEnv_RS_55_64,C06_M_AgEnv_RS_65_74,C06_M_AgEnv_RS_75_84,C06_M_AgEnv_RS_85_ov,C06_M_AgEnv_RS_Tot,C06_M_Health_15_19,C06_M_Health_20_24,C06_M_Health_25_34,C06_M_Health_35_44,C06_M_Health_45_54,C06_M_Health_55_64,C06_M_Health_65_74,C06_M_Health_75_84,C06_M_Health_85o,C06_M_Healt_To,C06_M_Educ_15_19,C06_M_Educ_20_24,C06_M_Educ_25_34,C06_M_Educ_35_44,C06_M_Educ_45_54,C06_M_Educ_55_64,C06_M_Educ_65_74,C06_M_Educ_75_84,C06_M_Educ_85o,C06_M_Educ_Tot,C06_M_MngtCom_15_19,C06_M_MngtCom_20_24,C06_M_MngtCom_25_34,C06_M_MngtCom_35_44,C06_M_MngtCom_45_54,C06_M_MngtCom_55_64,C06_M_MngtCom_65_74,C06_M_MngtCom_75_84,C06_M_MngtCom_85o,C06_M_MngtCom_Tot,C06_M_Soc_cult_15_19,C06_M_Soc_cult_20_24,C06_M_Soc_cult_25_34,C06_M_Soc_cult_35_44,C06_M_Soc_cult_45_54,C06_M_Soc_cult_55_64,C06_M_Soc_cult_65_74,C06_M_Soc_cult_75_84,C06_M_Soc_cult_85o,C06_M_Soc_cult_Tot,C06_M_Creative_art_15_19,C06_M_Creative_art_20_24,C06_M_Creative_art_25_34,C06_M_Creative_art_35_44,C06_M_Creative_art_45_54,C06_M_Creative_art_55_64,C06_M_Creative_art_65_74,C06_M_Creative_art_75_84,C06_M_Creat_arts_85o,C06_M_Creative_arts_Tot,C06_M_FoodHos_PS_15_19,C06_M_FoodHos_PS_20_24,C06_M_FoodHos_PS_25_34,C06_M_FoodHos_PS_35_44,C06_M_FoodHos_PS_45_54,C06_M_FoodHos_PS_55_64,C06_M_FoodHos_PS_65_74,C06_M_FoodHos_PS_75_84,C06_M_FoodHos_PS_85o,C06_M_FoodHos_PS_Tot,C06_M_MixFld_pr_15_19,C06_M_MixFld_pr_20_24,C06_M_MixFld_pr_25_34,C06_M_MixFld_pr_35_44,C06_M_MixFld_pr_45_54,C06_M_MixFld_pr_55_64,C06_M_MixFld_pr_65_74,C06_M_MixFld_pr_75_84,C06_M_MixFld_pr_85_ov,C06_M_MixFld_pr_Tot,C06_M_FldStu_ID_15_19,C06_M_FldStu_ID_20_24,C06_M_FldStu_ID_25_34,C06_M_FldStu_ID_35_44,C06_M_FldStu_ID_45_54,C06_M_FldStu_ID_55_64,C06_M_FldStu_ID_65_74,C06_M_FldStu_ID_75_84,C06_M_FldStu_ID_85o,C06_M_FldStu_ID_Tot,C06_M_FldStu_NS_15_19,C06_M_FldStu_NS_20_24,C06_M_FldStu_NS_25_34,C06_M_FldStu_NS_35_44,C06_M_FldStu_NS_45_54,C06_M_FldStu_NS_55_64,C06_M_FldStu_NS_65_74,C06_M_FldStu_NS_75_84,C06_M_FldStu_NS_85o,C06_M_FldStu_NS_T,C06_M_Tot_15_19,C06_M_Tot_20_24,C06_M_Tot_25_34,C06_M_Tot_35_44,C06_M_Tot_45_54,C06_M_Tot_55_64,C06_M_Tot_65_74,C06_M_Tot_75_84,C06_M_Tot_85o,C06_M_T_T,C11_M_NatPhy_sci_15_19,C11_M_NatPhy_sci_20_24,C11_M_NatPhy_sci_25_34,C11_M_NatPhy_sci_35_44,C11_M_NatPhy_sci_45_54,C11_M_NatPhy_sci_55_64,C11_M_NatPhy_sci_65_74,C11_M_NatPhy_sci_75_84,C11_M_NatPhy_sci_85_ov,C11_M_NatPhy_sci_Tot,C11_M_InfTec_15_19,C11_M_InfTec_20_24,C11_M_InfTec_25_34,C11_M_InfTec_35_44,C11_M_InfTec_45_54,C11_M_InfTec_55_64,C11_M_InfTec_65_74,C11_M_InfTec_75_84,C11_M_InfTec_85_ov,C11_M_InfTec_Tot,C11_M_EngRT_15_19,C11_M_EngRT_20_24,C11_M_EngRT_25_34,C11_M_EngRT_35_44,C11_M_EngRT_45_54,C11_M_EngRT_55_64,C11_M_EngRT_65_74,C11_M_EngRT_75_84,C11_M_EngRT_85_ov,C11_M_EngRT_Tot,C11_M_ArchBuild_15_19,C11_M_ArchBuild_20_24,C11_M_ArchBuild_25_34,C11_M_ArchBuild_35_44,C11_M_ArchBuild_45_54,C11_M_ArchBuild_55_64,C11_M_ArchBuild_65_74,C11_M_ArchBuild_75_84,C11_M_ArchBuild_85o,C11_M_Arch_building_Tot,C11_M_AgEnv_RS_15_19,C11_M_AgEnv_RS_20_24,C11_M_AgEnv_RS_25_34,C11_M_AgEnv_RS_35_44,C11_M_AgEnv_RS_45_54,C11_M_AgEnv_RS_55_64,C11_M_AgEnv_RS_65_74,C11_M_AgEnv_RS_75_84,C11_M_AgEnv_RS_85o,C11_M_AgEnv_RS_Tot
106031124,0,0,0,0,3,5,3,0,0,12,0,0,0,0,0,0,0,0,0,4,0,3,14,50,56,88,122,48,10,385,0,0,10,26,29,35,39,21,3,165,0,7,5,9,8,8,6,0,0,40,0,0,0,3,7,6,6,6,3,29,0,0,3,3,6,19,6,9,0,45,0,0,12,8,11,38,28,12,3,111,0,0,4,5,10,15,9,5,0,58,0,0,3,0,3,3,0,0,0,16,0,3,11,4,7,12,5,3,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,6,3,0,17,10,8,9,18,26,28,38,24,9,159,8,27,70,125,170,266,276,131,24,1100,0,3,3,0,0,6,7,5,0,26,0,0,6,0,0,0,3,0,0,9,3,8,20,33,62,94,125,79,19,438,0,3,13,27,33,41,54,19,0,184,0,0,9,5,8,5,14,3,0,50
106031125,0,0,4,6,11,6,6,0,0,28,8,11,7,14,3,3,0,0,0,34,14,87,260,324,255,198,105,33,3,1263,0,11,61,60,50,53,30,13,0,276,0,4,13,14,14,6,0,3,0,62,3,5,10,14,12,14,0,3,0,61,0,0,10,13,23,25,6,7,0,81,0,22,34,50,37,24,9,4,0,176,0,0,20,21,15,20,6,0,0,86,0,3,8,3,8,3,5,0,0,32,0,17,25,29,14,14,13,3,0,112,0,0,0,0,0,0,0,0,0,0,0,5,4,15,6,9,0,0,0,44,40,20,40,54,54,44,47,35,3,340,66,183,496,614,495,414,219,96,8,2600,0,5,3,8,6,11,6,0,0,38,0,15,13,15,6,3,0,0,0,56,9,86,247,315,316,261,164,38,3,1442,0,16,49,61,60,58,45,14,0,302,0,10,14,16,17,7,4,0,0,66
106041126,0,0,5,3,3,4,0,0,0,19,3,3,12,3,0,3,0,0,0,17,10,91,287,318,213,132,40,22,4,1117,3,8,22,46,37,26,10,6,0,162,0,3,3,11,8,5,0,0,0,37,0,0,8,11,18,4,0,0,0,54,0,3,6,14,12,13,4,4,0,59,5,18,22,29,20,19,3,10,0,121,0,0,18,14,11,10,4,0,0,60,0,0,5,0,3,0,0,0,0,20,0,4,15,11,10,4,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,0,0,0,16,57,31,62,70,72,74,53,31,18,467,80,175,469,535,424,299,121,80,19,2207,0,3,7,9,3,3,0,0,0,26,0,6,9,8,3,0,0,0,0,23,15,124,317,272,282,160,73,19,3,1262,0,9,33,40,37,27,14,6,3,175,0,5,16,19,16,9,6,0,0,66
106041127,0,0,3,5,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,8,15,60,99,61,40,16,5,0,306,0,6,6,12,12,16,8,0,0,60,0,10,24,26,8,3,4,0,0,85,0,0,0,4,4,3,0,0,0,16,0,3,0,0,8,3,0,0,0,17,0,0,6,4,10,5,0,0,0,38,0,0,6,3,3,3,0,0,0,14,0,0,0,0,4,5,0,0,0,5,0,0,12,5,5,3,3,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,10,14,37,112,109,42,38,21,4,8,382,24,78,240,277,163,118,56,11,8,972,0,5,3,4,8,6,0,0,0,20,0,0,0,0,0,0,0,0,0,0,6,38,62,114,91,43,19,10,0,375,0,0,18,17,10,12,9,3,0,70,0,7,18,13,9,7,6,5,0,65
106041128,0,0,0,0,0,0,3,0,0,5,0,0,6,0,4,0,0,0,0,9,9,47,89,88,77,52,24,23,3,421,6,20,26,22,18,13,3,3,0,113,0,10,17,13,13,9,6,3,0,75,0,0,6,15,11,10,5,3,0,45,0,0,5,5,25,15,4,0,0,52,0,3,13,8,17,13,3,5,0,61,0,0,3,10,3,4,0,3,0,26,0,0,3,3,0,0,0,0,0,6,3,5,15,6,10,12,3,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,9,32,20,28,25,34,29,30,33,17,233,49,100,214,198,211,162,83,72,19,1108,0,0,0,3,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,11,5,46,97,98,92,64,29,14,8,451,0,14,35,30,34,14,8,0,0,144,0,7,22,22,18,4,6,3,0,84
106041129,0,0,3,0,6,0,5,0,0,12,0,0,0,0,3,0,0,0,0,11,13,39,70,110,127,74,34,22,5,497,0,4,14,20,27,27,17,0,0,113,6,17,43,44,37,28,15,7,0,190,0,0,5,6,7,4,5,6,0,31,0,0,0,8,9,13,0,0,0,28,0,13,17,19,16,22,8,3,0,89,0,4,4,7,6,10,0,4,0,29,0,0,0,0,3,3,0,0,0,10,3,4,12,15,15,7,9,0,0,61,0,0,0,0,0,0,0,0,0,4,0,3,3,0,0,0,3,0,0,9,42,13,30,45,51,49,47,33,9,322,61,99,202,274,307,238,144,80,17,1424,0,0,3,0,0,3,0,0,0,16,0,0,3,0,0,3,0,0,0,9,12,57,119,116,118,98,42,14,4,586,0,11,23,22,33,31,18,7,0,152,0,18,53,43,41,37,10,9,0,208
107011131,0,7,14,11,20,14,9,0,0,65,0,13,25,17,13,9,0,0,0,79,5,89,314,369,406,366,225,84,13,1870,12,50,137,115,89,88,77,22,4,596,3,7,32,9,17,13,7,5,0,93,3,3,15,13,24,14,7,3,0,85,0,3,20,18,36,33,11,0,3,117,3,30,61,55,67,51,23,11,0,292,6,15,36,40,23,26,13,7,0,165,0,7,11,11,11,4,6,0,0,43,5,18,47,50,20,35,18,5,0,200,0,0,3,0,0,0,0,0,0,3,0,0,3,10,12,8,8,3,0,45,78,32,79,110,91,108,122,112,34,757,109,272,789,817,821,767,514,251,58,4408,0,0,8,11,9,19,13,3,3,68,9,16,37,21,15,8,3,0,0,104,14,96,259,340,436,366,286,124,19,1950,7,49,131,138,97,74,75,36,6,624,3,8,26,23,18,12,8,0,0,105
107011132,0,0,4,3,4,3,0,0,0,20,0,8,16,11,3,3,0,0,0,38,8,32,167,198,162,79,45,14,0,701,0,26,39,38,33,20,11,3,0,171,0,7,4,14,8,0,0,0,0,36,0,3,6,12,12,5,0,3,0,45,0,4,6,8,17,15,4,0,0,52,3,14,40,49,27,10,5,0,0,153,0,3,26,28,9,7,3,0,0,74,0,0,3,0,0,0,0,0,0,9,0,8,12,14,9,7,4,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,0,0,10,27,13,25,52,37,22,18,10,0,203,37,114,358,427,322,177,95,34,4,1565,0,5,3,8,4,8,0,0,0,31,0,9,16,19,0,0,0,0,0,48,6,32,116,171,167,123,66,17,3,710,0,12,42,47,34,19,11,3,3,169,0,7,10,12,12,0,0,3,0,37
107011133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107011134,0,6,14,10,16,21,13,0,0,80,3,16,28,23,24,11,0,0,0,107,6,71,231,381,377,243,90,48,8,1457,3,27,75,87,61,45,29,15,6,345,0,9,17,21,13,8,0,0,0,62,0,3,19,33,25,18,5,3,0,102,0,0,17,29,48,19,9,7,0,131,3,34,52,85,99,50,14,5,0,340,0,11,28,35,33,20,3,5,0,131,4,14,7,9,14,6,0,0,0,49,3,14,22,17,9,7,0,7,0,86,0,0,0,0,0,0,0,0,0,0,0,0,3,7,5,0,0,0,0,26,75,49,105,127,113,80,53,66,7,679,104,261,610,865,844,530,219,151,33,3606,0,9,16,14,24,18,14,7,0,102,0,13,36,21,25,11,4,0,0,114,0,69,182,301,394,294,125,49,23,1438,3,25,48,91,78,56,34,10,3,357,0,3,12,18,19,10,0,3,0,65
107011545,0,4,10,3,8,3,3,0,0,26,0,14,14,10,0,4,3,0,0,43,8,50,144,182,208,94,103,58,9,856,0,20,51,54,57,38,32,12,0,268,0,0,7,16,10,8,0,0,0,39,0,0,9,7,4,9,3,0,0,30,0,0,3,11,3,7,0,0,0,32,5,21,37,26,17,10,0,0,0,109,0,7,16,20,14,11,3,3,0,74,0,7,3,5,5,6,0,0,0,25,0,14,22,19,14,5,3,3,0,90,0,0,0,0,0,0,0,0,0,3,0,3,6,4,5,7,0,0,0,25,60,42,77,110,89,79,116,74,16,661,73,194,396,457,436,276,270,157,25,2287,0,0,7,3,9,3,3,0,0,37,0,13,20,9,11,9,0,0,0,59,15,61,155,174,206,165,77,71,12,934,4,29,66,69,50,40,29,15,3,304,0,0,4,9,12,7,0,0,0,38
107011546,0,0,3,10,6,3,0,0,0,20,0,9,6,7,3,0,0,0,0,25,0,27,122,138,146,92,66,52,3,651,0,8,40,35,31,29,27,14,3,181,0,0,12,8,5,3,0,0,0,30,0,4,8,10,9,8,0,0,0,35,0,0,5,3,7,8,3,0,0,22,0,10,26,22,18,5,3,0,0,90,0,0,12,16,14,3,0,0,0,51,0,0,5,4,3,3,0,0,0,23,6,12,21,4,9,12,4,3,0,71,0,0,0,0,0,0,3,0,0,4,0,3,3,6,3,8,0,0,0,19,37,43,62,76,78,85,83,74,13,550,46,116,332,347,331,257,191,142,23,1781,0,5,12,3,0,7,3,0,0,28,0,12,23,14,4,0,0,0,0,48,0,32,99,134,167,111,55,42,15,644,3,14,27,37,54,23,12,23,0,194,0,4,5,12,9,3,3,0,0,38
107011547,0,0,5,0,6,3,0,0,0,16,0,4,3,7,4,0,0,0,0,14,0,9,37,81,90,60,61,30,3,368,3,3,15,23,21,20,22,7,0,118,0,0,0,8,0,0,3,0,0,14,0,0,4,9,8,0,3,0,0,25,0,0,0,3,9,7,0,0,0,17,0,3,8,14,9,5,4,3,0,52,0,0,8,3,4,4,6,0,0,24,0,4,3,3,4,0,0,0,0,11,0,4,9,0,4,5,4,0,0,32,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,3,0,3,0,9,21,10,22,27,33,34,45,53,4,247,30,44,120,180,191,131,145,106,13,959,0,0,3,0,7,0,3,0,0,18,0,0,8,0,3,0,0,0,0,14,3,18,24,61,82,77,65,38,4,376,0,6,22,30,24,16,19,7,4,133,0,0,9,4,0,3,0,0,0,14
107021135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
107031136,0,6,7,7,7,8,0,0,0,39,4,9,18,12,4,0,0,0,0,51,9,59,207,347,276,119,65,30,0,1114,7,32,80,77,60,29,15,6,0,310,3,7,17,15,3,8,6,3,0,53,0,4,11,9,6,3,3,0,0,42,0,4,17,13,34,14,4,3,0,90,3,22,30,54,43,31,11,5,0,192,0,9,38,30,25,12,4,6,0,121,0,3,6,6,7,4,0,0,0,25,3,10,32,35,14,4,4,0,0,103,0,0,0,0,0,0,0,0,0,3,0,8,6,6,6,7,0,0,0,29,58,37,51,71,60,40,32,27,12,394,94,199,526,688,548,277,146,75,13,2574,0,0,7,10,6,13,0,0,0,35,0,7,23,8,6,3,0,0,0,58,11,86,210,287,320,195,86,48,10,1247,7,35,97,89,75,46,31,5,0,386,0,6,28,18,10,3,4,0,0,70
107031137,0,0,3,6,6,10,3,0,0,24,0,16,4,8,3,0,0,0,0,33,11,28,116,125,149,105,37,23,4,599,0,18,35,32,26,35,18,10,0,175,0,3,13,5,3,3,0,0,0,25,0,0,0,8,9,3,0,0,0,28,0,3,7,4,11,13,5,0,0,42,0,7,19,18,15,3,3,3,0,81,0,12,14,10,4,7,0,0,0,41,3,3,3,5,6,6,0,0,0,22,0,8,19,12,6,4,9,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,9,28,19,30,43,26,37,22,25,11,238,51,115,265,274,264,222,101,64,16,1377,0,3,3,0,0,4,4,3,0,18,0,8,10,3,3,3,0,0,0,29,0,35,96,105,141,145,59,32,14,620,4,13,38,31,38,32,16,8,0,180,0,4,0,12,6,3,4,0,0,31
107031138,0,0,4,7,11,18,6,6,0,50,0,0,10,8,5,0,0,0,0,31,6,18,55,98,96,92,90,45,9,502,0,15,46,41,48,34,27,18,0,224,0,0,9,14,9,3,3,5,0,43,0,3,4,19,31,6,7,7,0,79,0,0,5,7,52,42,16,13,3,133,0,9,22,37,36,30,29,9,3,177,0,3,15,12,20,26,11,9,4,100,0,3,0,4,3,0,0,0,0,17,0,4,12,6,7,5,0,0,0,35,0,0,0,0,0,0,0,0,0,4,0,0,7,6,3,0,0,0,0,13,33,9,16,20,31,31,38,48,25,242,41,69,198,275,360,292,226,155,45,1649,0,4,4,10,11,14,13,4,0,60,3,0,8,3,5,4,0,0,0,26,8,19,64,86,100,122,116,78,27,619,3,31,36,46,56,36,39,21,3,275,0,3,8,9,10,3,5,0,0,47
107031139,0,5,0,3,9,12,3,0,0,42,0,3,3,8,3,3,0,0,0,19,3,8,50,121,135,93,40,28,5,481,3,13,43,43,40,33,17,11,0,191,0,7,7,13,8,4,0,0,0,43,0,3,7,20,21,10,5,6,0,73,0,6,3,24,62,40,13,3,0,145,0,9,21,28,46,28,14,5,0,153,3,8,11,17,16,5,4,3,0,70,3,7,5,0,6,3,0,0,0,29,0,10,5,3,7,3,3,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,11,20,8,9,19,25,17,25,27,14,158,35,86,167,302,381,249,125,85,21,1461,0,0,3,7,4,15,5,3,0,32,0,3,4,6,7,7,3,0,0,28,0,21,50,80,124,119,54,27,4,475,3,15,38,48,45,27,19,8,4,213,0,4,18,8,11,5,3,0,0,47
107031140,0,0,9,6,15,8,12,3,0,51,0,4,3,4,5,3,0,0,0,20,0,12,52,107,142,85,49,41,8,490,3,22,50,56,70,25,27,16,0,263,3,10,16,13,21,7,3,3,0,64,0,3,11,16,25,16,17,4,3,90,0,8,9,21,47,46,16,9,0,150,3,15,14,28,37,42,31,5,3,175,3,9,8,22,31,16,6,6,8,105,0,3,0,4,4,0,0,3,0,21,0,3,15,11,9,5,0,0,0,50,0,0,0,0,0,0,0,0,0,3,0,0,8,0,6,3,3,0,0,20,38,12,21,25,27,29,25,38,6,219,54,95,201,306,442,280,181,123,34,1712,0,9,12,11,11,16,15,3,0,73,0,0,3,3,3,0,0,0,0,17,3,22,33,86,113,115,85,33,15,510,3,27,43,42,72,46,26,13,3,274,0,9,20,12,21,13,10,3,0,92
107031141,0,0,11,8,12,4,3,0,0,39,3,4,23,14,6,3,0,0,0,49,7,30,182,280,237,129,72,21,3,967,0,29,73,78,54,32,24,9,0,295,0,0,16,9,6,4,4,0,0,45,0,3,15,24,14,6,4,0,0,68,0,0,10,22,35,23,6,0,0,90,0,15,46,55,52,22,13,9,0,218,3,5,23,27,13,13,4,0,0,90,0,7,11,5,0,3,7,0,0,29,0,9,24,20,17,13,4,0,0,82,0,0,0,0,3,0,0,0,0,4,0,3,3,3,3,3,3,0,0,18,56,35,42,73,65,56,55,32,0,422,75,145,474,623,520,309,193,78,8,2431,0,3,3,13,18,8,5,0,0,48,0,7,38,30,12,4,3,0,0,87,3,47,168,318,309,213,113,45,10,1213,0,39,83,118,71,42,29,13,0,394,0,3,8,18,8,3,0,3,0,48
107031142,0,0,4,3,7,3,4,0,0,25,0,9,13,8,9,4,0,0,0,41,3,38,118,195,228,122,80,33,7,829,3,17,59,64,32,39,30,14,3,264,0,3,5,7,4,0,0,3,0,29,0,0,13,9,14,6,3,3,0,51,0,0,5,7,25,11,5,0,0,49,7,21,26,30,42,21,8,0,0,161,3,10,16,14,19,3,3,0,0,70,0,3,0,8,3,0,0,0,0,9,3,13,14,13,12,13,4,0,0,81,0,0,0,0,0,0,0,0,0,3,0,0,4,4,5,3,3,0,0,20,46,30,48,48,70,58,53,45,9,406,64,152,328,419,474,290,200,95,17,2041,0,0,3,8,10,8,7,0,0,27,5,4,9,8,3,0,0,0,0,31,3,45,109,162,218,182,92,44,12,868,3,21,58,73,66,36,27,20,3,303,0,3,14,11,3,6,6,0,3,45
107031143,0,0,10,4,16,9,3,0,0,37,3,15,20,14,8,3,0,0,0,64,8,77,209,300,337,302,191,73,16,1511,13,50,106,111,107,70,53,28,3,536,0,7,24,14,15,9,0,0,0,63,0,5,19,19,13,17,13,0,0,81,0,8,3,14,27,12,11,8,0,85,5,18,51,42,59,39,9,6,3,238,0,15,25,23,25,12,3,5,0,114,3,12,14,6,12,9,0,0,0,43,3,21,42,23,24,21,14,0,0,142,0,0,0,0,3,0,0,0,0,3,0,3,14,10,11,6,3,0,0,49,85,59,106,136,125,125,128,119,33,926,123,287,635,717,778,631,431,246,50,3905,0,0,3,10,8,11,7,4,0,37,0,11,24,18,9,5,3,0,0,70,12,69,187,249,342,333,200,102,22,1507,14,35,119,121,98,86,59,32,9,564,0,9,26,22,11,12,7,3,0,91
107041144,0,3,22,15,21,23,12,4,0,107,3,31,66,37,13,3,3,0,0,163,5,67,278,368,358,296,199,123,13,1717,0,28,72,94,80,51,57,36,4,420,0,6,25,20,13,0,3,0,0,68,0,7,34,35,41,30,21,3,0,176,0,3,46,29,53,38,18,7,5,191,11,49,110,98,114,65,30,9,7,494,0,16,57,59,53,31,20,5,3,251,0,9,18,17,15,8,0,0,0,67,3,11,28,18,13,11,11,4,0,100,0,0,0,0,0,0,3,0,0,4,0,6,4,3,3,6,0,0,0,27,65,57,74,78,80,82,113,119,33,693,92,295,845,888,857,654,488,320,70,4498,0,16,44,33,26,31,18,8,0,173,3,32,79,34,32,9,3,0,0,188,7,91,245,325,420,310,207,123,47,1775,9,36,98,107,92,65,48,38,8,497,0,7,22,23,15,5,3,0,0,74
107041145,0,5,19,25,18,14,6,0,0,84,3,22,27,23,15,5,0,0,0,94,6,43,235,261,306,195,118,83,10,1253,7,34,78,89,61,54,46,21,7,406,6,10,15,14,6,3,3,0,0,49,0,11,18,24,10,13,3,3,0,87,0,3,19,20,34,20,10,3,3,116,3,19,66,60,52,37,11,3,0,257,0,7,36,34,39,23,4,0,0,148,0,6,18,10,9,3,0,3,0,53,3,19,48,21,12,12,6,0,3,129,0,0,0,0,0,0,0,0,0,3,0,3,9,9,3,6,0,4,0,37,59,35,65,78,73,77,75,93,22,580,83,225,661,665,641,457,298,210,46,3292,0,10,14,22,16,13,8,3,0,89,3,7,30,15,17,11,3,0,0,75,5,68,178,254,276,250,132,79,24,1274,8,30,110,90,85,59,46,24,5,458,3,9,23,17,8,10,0,0,0,73
107041146,0,9,36,30,39,35,17,6,3,185,0,66,94,45,32,8,3,0,0,253,6,68,281,370,369,346,237,126,22,1828,0,21,94,90,55,61,51,37,9,416,0,4,23,21,14,12,4,3,0,71,0,12,34,42,38,26,21,8,3,193,0,7,38,49,97,42,26,10,0,273,3,50,144,120,121,73,31,16,3,570,0,31,62,63,64,44,21,7,0,292,0,17,27,18,19,4,4,0,0,103,3,18,23,29,18,14,5,9,3,118,0,3,0,0,0,0,0,0,0,4,3,3,10,11,13,7,3,0,3,53,47,50,75,74,73,72,91,106,31,623,74,379,941,961,944,757,521,334,71,4976,0,21,36,37,34,40,27,10,3,203,0,39,97,55,34,19,0,0,0,248,6,97,258,338,368,313,263,133,38,1820,3,26,90,111,72,59,46,40,5,450,0,4,14,22,12,12,7,0,0,72
107041147,0,0,4,26,17,11,3,5,0,64,0,5,8,11,5,0,0,0,0,28,3,36,117,222,178,104,39,23,5,726,0,22,71,84,59,25,15,7,0,276,0,3,12,27,6,4,0,0,0,57,0,0,14,17,20,4,3,4,0,61,0,0,10,17,34,13,5,0,0,81,0,8,29,59,58,28,6,0,0,192,0,5,30,33,27,17,3,0,0,113,0,9,11,13,12,9,0,0,0,50,0,3,8,15,7,5,3,0,0,42,0,0,0,0,0,0,0,0,0,0,0,3,3,10,3,3,0,0,0,23,34,13,25,39,33,26,17,19,3,209,41,112,340,549,457,238,95,63,9,1911,0,0,3,15,20,16,4,3,0,59,0,5,21,16,13,0,0,0,0,57,4,37,102,178,215,130,62,23,4,756,8,29,54,74,74,39,9,10,3,300,0,4,17,17,18,5,4,0,0,64
