SA2_MAINCODE_2016,C16_75_79_N_mar_M,C16_75_79_N_mar_F,C16_75_79_T_M,C16_75_79_T_F,C16_75_79_T_P,C16_80_84_Mar_RegM_M,C16_80_84_Mar_RegM_F,C16_80_84_Mar_DFM_M,C16_80_84_Mar_DFM_F,C16_80_84_N_mar_M,C16_80_84_N_mar_F,C16_80_84_T_M,C16_80_84_T_F,C16_80_84_T_P,C16_85o_Mar_RegM_M,C16_85o_Mar_RegM_F,C16_85o_Mar_DFM_M,C16_85o_Mar_DFM_F,C16_85o_N_mar_M,C16_85o_N_mar_F,C16_85o_T_M,C16_85o_T_F,C16_85o_T_P,C16_T_Marr_reg_marr_M,C16_T_Marr_reg_marr_F,C16_T_Mar_de_fa_mar_M,C16_T_Mar_de_fa_mar_F,C16_Tot_N_mar_M,C16_Tot_N_mar_F,C16_Tot_T_M,C16_Tot_T_F,C16_Tot_T_P
118021564,23,47,93,121,216,65,27,8,0,25,45,92,77,167,41,9,0,0,23,74,59,90,151,1508,1530,596,536,2526,2681,4626,4741,9368
118021565,25,78,133,182,309,73,48,0,0,20,101,92,147,242,64,17,0,0,47,105,109,121,234,1942,1980,503,480,4071,3826,6514,6294,12804
118021566,22,75,105,144,246,63,41,3,0,30,101,90,142,234,58,26,5,0,30,137,91,159,248,1673,1692,387,392,1465,1768,3519,3855,7377
118021567,58,98,154,174,326,70,24,0,0,34,94,105,124,224,40,27,0,0,42,118,85,139,223,1553,1568,472,491,1724,2215,3746,4280,8025
118021568,25,84,111,154,263,62,39,0,0,19,70,78,113,191,52,16,3,0,18,75,77,95,178,1668,1675,326,329,1840,2030,3828,4039,7868
118021569,42,96,126,164,287,47,27,3,0,30,73,81,99,181,35,12,0,0,42,103,79,120,194,2338,2336,1091,1091,2424,3181,5846,6608,12454
118021570,20,66,83,112,192,52,21,0,0,9,60,64,80,142,40,22,0,0,18,111,59,131,186,1679,1677,695,695,1959,2608,4329,4982,9314
119011354,78,132,271,260,532,120,60,3,3,49,134,165,198,364,57,23,0,0,46,152,98,179,281,3775,3779,340,349,3419,3696,7538,7827,15372
119011355,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,166,170,21,26,112,137,306,332,636
119011356,19,53,124,122,249,59,33,3,0,16,60,78,92,176,46,21,0,0,22,83,75,101,176,2049,2054,183,175,1674,1894,3907,4119,8031
119011357,65,143,276,268,540,108,63,3,0,53,147,167,213,378,80,30,3,0,72,188,151,220,376,4400,4435,306,344,4063,4434,8771,9217,17981
119011358,51,140,197,257,458,112,70,0,0,49,152,165,221,387,80,45,0,0,78,208,156,249,409,3131,3138,389,384,2541,3024,6062,6541,12605
119011359,71,191,308,383,695,141,97,0,4,52,163,192,266,460,107,49,4,0,92,235,206,282,481,5106,5150,579,603,3585,4161,9272,9915,19181
119011360,44,103,155,198,355,99,68,3,0,43,137,147,204,354,62,24,0,0,52,172,121,192,314,2965,2990,342,351,2487,2952,5802,6296,12098
119011361,45,115,191,207,392,90,71,0,0,40,128,128,200,328,86,41,0,0,65,154,148,194,349,3527,3552,328,322,3367,3606,7226,7477,14701
119011571,29,88,131,152,284,64,36,0,0,24,69,91,101,198,42,15,0,0,30,101,80,114,190,2806,2794,242,255,2458,2782,5509,5831,11344
119011572,27,99,120,167,282,59,43,0,0,29,74,93,121,212,41,15,0,0,40,95,84,113,195,2594,2587,222,230,2655,2882,5471,5699,11167
119021362,54,160,254,300,547,126,58,4,0,62,142,191,206,392,72,32,0,0,52,156,131,187,314,3388,3421,357,354,3208,3539,6957,7311,14274
119021363,60,168,293,334,626,159,107,0,0,56,143,214,258,472,110,41,0,0,67,153,183,189,370,5650,5677,685,704,5375,5553,11712,11942,23650
119021364,62,194,388,466,859,244,136,8,6,55,202,308,338,650,172,65,3,0,70,254,249,318,569,4630,4649,604,621,3376,3903,8608,9172,17786
119021366,56,100,228,193,417,74,45,0,0,43,106,118,144,261,62,28,0,0,40,135,97,160,254,3616,3617,233,246,3701,3494,7549,7349,14902
119021367,43,83,171,175,345,82,53,0,3,30,108,117,167,280,55,18,0,0,49,113,106,137,246,2569,2581,217,238,2081,2276,4871,5099,9970
119021573,36,53,103,104,202,50,34,0,0,23,53,74,87,161,38,19,0,0,31,61,67,81,141,3067,3070,153,138,3217,1968,6435,5180,11609
119021574,25,35,66,59,125,30,15,0,0,20,22,53,36,86,18,10,0,0,9,29,24,40,67,1861,1865,119,126,1775,1361,3756,3354,7107
119031368,30,135,216,256,475,122,73,3,0,47,108,167,185,355,75,18,0,0,49,125,125,147,269,4297,4336,524,523,4227,4731,9045,9585,18637
119031369,70,164,230,276,511,112,68,7,0,42,141,159,213,368,79,41,0,3,53,231,137,278,410,4644,4665,604,619,3491,4209,8736,9487,18219
119031370,44,119,164,228,396,119,58,0,4,36,128,160,191,355,63,31,0,0,44,153,113,188,298,2601,2617,294,298,2147,2691,5046,5604,10651
119031371,28,67,155,157,311,73,50,3,0,26,82,97,134,233,70,29,0,0,40,119,107,149,255,2643,2668,272,275,1799,2042,4711,4981,9696
119031372,48,156,287,358,640,179,119,0,0,65,157,246,274,516,119,56,3,3,75,230,194,280,475,3742,3774,340,362,2455,2932,6541,7060,13600
119031373,47,95,155,184,343,85,50,0,0,44,112,130,160,285,48,23,0,3,34,112,80,136,222,1888,1899,234,234,2137,2428,4260,4563,8826
119031374,56,157,256,325,583,174,96,3,4,35,136,208,233,449,105,49,0,0,62,222,167,275,440,4707,4733,443,448,3941,4529,9093,9716,18807
119041375,44,94,145,193,333,85,49,3,0,16,84,104,131,235,46,16,0,0,48,85,91,106,199,3310,3328,1105,979,3954,4030,8371,8343,16713
119041376,74,168,292,311,605,125,80,7,3,44,135,171,221,388,78,26,0,3,69,149,149,173,318,5003,5031,590,582,4027,4327,9621,9942,19565
119041377,29,100,188,222,408,121,72,0,0,37,117,163,190,357,93,31,0,0,48,154,143,177,319,2507,2526,275,242,1878,2281,4657,5047,9705
119041378,26,53,89,106,196,70,42,0,0,21,52,96,99,188,45,22,0,0,27,73,69,98,165,2151,2131,312,298,1817,1940,4278,4373,8651
119041379,34,104,160,198,355,96,46,0,3,29,91,126,140,271,54,26,0,0,43,119,94,148,239,3133,3149,396,383,2603,2754,6136,6291,12426
119041380,42,141,198,277,477,121,77,0,3,33,116,157,191,346,88,28,3,0,39,136,133,168,295,2427,2435,408,394,2161,2664,4994,5494,10493
119041381,32,102,154,189,346,88,59,0,0,44,89,132,145,273,63,25,0,0,34,105,96,126,226,3592,3595,528,505,3785,3384,7905,7483,15392
119041382,62,192,264,368,631,146,75,5,3,65,154,213,227,434,99,42,6,3,84,248,189,291,482,2948,2975,458,480,2287,3052,5692,6507,12200
120011383,64,146,338,342,676,143,94,4,3,39,136,179,231,415,116,36,3,0,57,183,179,223,397,4566,4638,583,577,2678,3480,7830,8693,16527
120011384,28,86,139,161,304,78,45,0,3,28,68,107,115,221,43,19,0,0,29,99,75,115,188,4465,4481,980,1006,4007,4408,9446,9891,19338
120011385,43,143,190,254,442,114,71,5,0,54,141,169,216,383,83,27,0,0,62,208,154,239,388,3288,3329,696,713,2211,3143,6192,7189,13383
120011386,60,189,251,340,587,133,99,7,4,44,160,179,258,433,107,35,6,0,60,231,172,263,436,3767,3803,769,785,2508,3605,7042,8198,15239
120021387,31,94,116,153,270,47,28,3,0,21,62,76,95,174,24,5,6,4,22,83,45,92,142,2525,2544,874,921,1831,2508,5229,5976,11207
120021388,50,132,170,208,376,72,44,10,0,43,102,129,143,272,45,18,0,0,44,111,87,132,220,3773,3819,1560,1589,3367,4427,8701,9838,18539
120021389,26,77,81,119,200,36,14,0,0,25,45,64,63,119,23,8,3,0,22,53,51,64,110,2163,2199,855,853,1576,2273,4588,5317,9909
120031390,80,133,217,254,475,106,58,4,0,44,157,160,210,367,71,31,0,0,49,177,122,207,328,3819,3796,935,937,4465,4721,9216,9457,18668
120031391,56,132,250,271,520,141,76,5,4,60,179,204,257,456,106,37,3,3,62,200,168,235,408,3915,3933,637,663,4738,5697,9286,10298,19588
120031392,35,72,134,150,285,84,38,3,0,29,63,116,99,216,28,10,0,0,23,77,47,84,139,1885,1901,386,402,1592,1821,3863,4120,7990
120031393,58,151,218,273,488,100,63,3,0,36,157,138,223,359,78,31,8,0,36,165,121,194,317,3172,3219,432,452,2544,3286,6150,6954,13108
120031394,47,118,164,186,351,70,56,4,3,27,83,101,132,241,51,17,3,0,30,97,84,110,194,2285,2309,1008,1040,2646,3358,5941,6708,12649
120031395,26,67,130,152,280,86,39,3,0,36,95,127,133,264,76,28,0,3,39,116,121,151,268,2262,2258,575,593,1953,2347,4792,5197,9983
120031396,21,54,74,97,173,40,28,3,0,21,36,55,65,121,25,3,0,0,14,47,43,53,95,2889,2905,350,349,3029,2519,6277,5775,12048
120031575,46,146,225,289,514,124,80,0,0,50,156,177,237,416,90,32,0,0,59,236,154,272,425,4365,4404,407,408,5193,5103,9959,9915,19880
120031576,7,15,36,36,69,22,10,0,0,6,27,24,37,59,13,0,0,0,11,17,16,25,39,677,687,76,75,567,628,1320,1384,2709
121011398,54,177,205,298,506,133,78,3,0,50,153,191,229,416,93,36,8,0,55,194,156,236,392,5174,5259,807,788,3942,5309,9921,11351,21274
121011399,39,109,178,207,380,90,54,3,0,20,103,110,159,270,58,33,0,0,49,142,105,166,274,3936,3982,799,783,2809,3482,7546,8247,15792
121011400,66,179,288,320,612,122,101,3,4,45,162,175,265,435,98,45,0,0,72,237,175,283,458,5214,5281,898,865,3269,3926,9383,10074,19457
121011401,14,44,62,80,142,27,14,0,0,9,27,40,46,86,22,13,0,0,4,35,29,44,77,1780,1792,607,575,1418,1728,3798,4096,7893
121011402,50,140,293,314,605,162,109,0,8,62,153,225,271,494,134,64,6,0,76,208,219,273,495,5273,5350,583,573,2705,3533,8563,9457,18025
121021403,39,94,202,201,401,78,49,0,0,21,69,94,120,215,57,31,3,0,42,107,94,136,231,3949,3986,428,427,2210,2556,6583,6971,13555
121021404,22,64,122,122,244,52,39,0,0,19,37,67,78,145,20,7,0,0,15,56,36,64,101,2501,2540,335,333,1355,1491,4192,4367,8554
121021406,48,128,254,295,551,108,58,3,0,47,101,158,156,309,58,34,3,0,50,112,110,142,254,3975,4044,314,324,2203,2625,6494,6989,13482
121021577,27,65,86,112,200,40,23,0,0,16,55,60,81,142,36,11,0,0,16,59,54,73,126,2351,2353,296,270,1709,2097,4351,4725,9070
121021578,36,56,132,113,245,64,36,3,3,12,58,82,97,181,26,12,0,0,30,93,57,109,170,2155,2181,264,264,1431,1605,3852,4050,7897
121021579,23,62,112,126,236,54,46,0,0,18,70,76,113,192,50,26,0,0,36,109,85,134,214,1971,1986,203,205,1092,1473,3261,3655,6917
121031407,40,113,271,294,563,134,94,3,0,41,114,170,210,383,115,53,4,0,53,182,166,234,398,4566,4682,338,330,2671,3411,7573,8423,16003
121031408,47,144,270,317,585,155,98,4,0,36,148,200,244,442,92,49,4,0,55,237,154,283,431,4916,5034,415,405,2712,3416,8046,8857,16901
121031409,23,67,167,191,355,100,64,0,0,34,84,129,150,275,83,42,0,0,40,151,122,192,315,3680,3745,228,244,1703,2322,5607,6315,11921
121031410,33,141,349,398,745,212,131,8,3,40,155,260,291,546,151,71,0,0,69,227,222,298,520,4785,4889,329,321,2061,2874,7176,8085,15261
121031411,54,138,321,395,718,213,150,4,3,56,175,272,327,592,186,94,4,0,95,296,294,395,689,4212,4315,295,302,2094,2805,6598,7418,14018
121031412,29,104,220,289,508,156,104,7,0,27,116,187,228,412,117,60,0,0,63,142,180,198,382,3869,3971,249,256,2000,2498,6120,6727,12846
121041413,59,173,196,265,456,64,36,7,0,36,113,101,151,254,46,16,4,0,36,153,86,167,252,3210,3260,1032,1040,2240,3547,6483,7841,14330
121041414,35,104,152,165,320,58,41,0,0,24,94,81,139,215,37,17,3,0,36,106,83,123,203,2858,2862,1240,1192,2400,3458,6494,7512,14001
121041415,57,233,339,431,770,168,111,9,0,57,197,231,311,544,154,71,7,7,88,319,248,394,646,5269,5400,1074,1039,2937,4894,9282,11335,20617
121041416,60,135,193,225,423,61,30,5,3,36,119,108,154,261,49,28,3,0,46,167,95,195,294,2528,2578,1198,1143,2532,3594,6260,7312,13578
121041417,34,66,114,119,231,37,16,5,0,15,32,63,56,116,19,8,0,0,19,47,41,58,100,1683,1697,695,654,1543,1853,3924,4213,8138
122011418,33,107,205,230,441,120,67,6,3,27,94,151,158,309,99,57,3,4,50,165,147,221,371,4035,4115,600,611,2082,2738,6707,7462,14172
122011419,54,135,198,240,438,97,67,6,3,38,120,135,193,330,67,29,3,3,71,183,139,214,351,3321,3334,1471,1476,3109,3472,7900,8291,16191
122021420,23,78,189,166,358,79,70,3,0,22,85,109,153,261,62,23,0,0,40,119,97,141,242,2455,2499,420,411,1444,1698,4315,4610,8931
122021421,47,102,231,227,452,97,70,3,0,23,93,123,166,280,73,32,0,3,53,137,131,177,301,2245,2268,290,288,1236,1476,3769,4034,7806
122021422,45,69,173,164,336,62,35,0,0,25,69,88,102,194,39,23,0,0,36,95,76,115,195,2638,2678,483,490,1587,1875,4714,5042,9755
122021423,56,177,310,360,673,153,97,5,0,38,176,198,278,475,96,41,3,0,55,227,153,268,424,4630,4702,791,823,2794,3464,8215,8994,17207
122031424,36,113,194,216,409,103,75,3,3,30,101,136,183,319,68,29,0,0,42,161,108,192,298,2707,2731,342,352,1851,2174,4908,5259,10164
122031425,25,68,120,146,262,47,25,0,0,11,68,58,94,158,41,19,0,0,24,128,68,147,217,1525,1535,191,212,873,1159,2589,2912,5499
122031426,63,152,192,263,451,78,53,3,3,50,144,128,201,327,74,38,3,3,45,168,122,206,324,4149,4185,1224,1260,3681,4158,9053,9601,18647
122031427,33,123,217,281,492,133,92,0,3,25,102,167,202,363,100,39,0,0,52,129,156,170,323,2714,2758,236,245,1400,1865,4356,4861,9214
122031428,54,182,415,433,851,191,120,3,0,61,176,248,294,544,118,51,0,0,90,216,203,272,477,5509,5594,464,480,2835,3339,8810,9421,18223
122031429,54,91,150,159,311,60,45,4,0,29,88,91,129,224,53,23,0,0,35,152,88,179,265,3438,3479,1237,1253,2754,2957,7432,7690,15124
122031430,41,127,176,226,400,86,43,5,0,38,90,128,138,264,58,36,0,0,51,135,113,169,282,3159,3190,547,546,2015,2367,5726,6103,11833
122031431,80,186,293,377,668,146,99,11,4,52,183,212,288,501,144,93,5,0,118,371,264,464,728,4423,4484,997,1017,3117,3834,8537,9341,17881
122031432,0,14,63,47,108,21,11,0,0,3,12,25,30,51,10,3,0,0,6,13,15,16,29,772,774,80,92,434,422,1282,1291,2565
123011433,31,99,143,193,335,70,45,0,0,33,105,102,145,253,48,30,0,0,37,155,90,185,277,2564,2596,371,381,1471,1841,4405,4826,9228
123011434,21,77,165,183,350,70,45,0,0,16,74,84,125,211,28,9,0,0,18,73,49,84,133,4143,4194,636,651,2387,2878,7166,7722,14887
123011435,27,78,123,149,275,53,21,0,0,19,52,76,75,156,12,3,0,0,14,69,25,68,96,5321,5412,1022,1075,3247,4062,9591,10551,20137
123021436,41,96,146,177,323,49,26,0,0,36,75,84,102,186,27,12,0,0,20,67,38,81,121,2763,2771,707,724,2742,3594,6215,7094,13307
123021437,50,145,219,264,486,105,62,6,3,46,135,148,202,352,61,32,0,0,45,130,105,164,269,2948,2960,620,602,2799,3181,6360,6744,13108
123021438,22,70,122,125,248,46,25,0,3,13,57,63,83,145,27,12,0,0,13,51,36,65,104,3300,3329,724,757,2970,3397,6996,7490,14482
123021439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123021440,39,118,146,183,334,56,31,0,3,25,86,78,114,197,33,20,0,0,37,109,74,124,198,3742,3736,498,514,2912,3114,7148,7367,14513
123021441,36,107,172,171,343,50,27,3,0,22,75,70,106,173,25,16,4,0,26,60,60,70,133,2887,2913,576,614,2535,2786,6003,6313,12315
123021442,67,115,181,193,376,52,29,0,4,37,81,94,107,202,35,19,0,3,25,86,64,107,171,4047,4069,545,562,3449,3937,8039,8569,16609
123021443,43,73,127,122,246,36,19,0,0,10,59,41,78,121,14,3,0,0,19,54,32,65,92,3596,3617,498,504,2962,3255,7051,7376,14425
123021444,37,75,174,155,329,59,33,0,3,22,59,80,93,174,22,8,0,0,18,54,43,64,108,3537,3550,670,698,3019,3537,7228,7789,15015
123031445,30,37,94,92,188,40,16,3,0,3,30,44,46,94,20,17,0,0,8,30,31,45,75,1088,1104,220,225,746,758,2050,2088,4143
123031446,26,42,76,89,164,48,24,0,0,10,40,64,60,120,15,13,0,0,7,30,28,39,66,1983,2013,325,343,1017,1033,3329,3381,6707
123031447,52,83,176,172,345,87,54,4,3,35,72,124,128,253,42,20,0,0,34,118,79,133,210,2990,3031,652,683,2128,2419,5770,6134,11902
123031448,9,34,74,99,169,35,15,3,0,11,18,54,33,89,16,12,0,0,17,31,36,42,74,1830,1850,256,260,1085,1094,3170,3206,6371
124011449,30,60,105,105,213,38,29,0,3,16,40,58,73,131,14,7,0,0,14,46,35,57,88,827,849,309,291,777,968,1918,2115,4029
124011450,54,108,234,246,478,96,63,8,0,27,99,133,161,295,47,20,0,0,39,120,84,137,219,3909,3978,579,600,2305,2676,6790,7252,14041
124011451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,5,6,4,7
124011452,71,161,186,232,419,63,31,7,0,44,105,109,138,248,34,21,5,4,38,102,79,121,205,1739,1753,615,647,2072,2616,4434,5017,9452
124011453,35,75,104,136,244,50,23,11,3,24,75,82,94,176,24,15,0,0,23,64,50,72,122,1958,1981,488,507,1454,1899,3894,4388,8285
124011454,47,139,219,288,501,126,74,3,0,49,140,181,209,387,69,40,0,0,57,182,131,223,354,4251,4315,741,822,2599,3182,7588,8322,15907
124011455,18,71,97,134,232,57,38,8,3,15,63,78,105,177,15,6,0,0,7,67,29,70,104,1107,1117,263,267,700,1014,2065,2395,4467
124021456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3
124031457,34,62,122,126,252,41,25,3,0,29,60,70,85,157,23,18,0,0,11,69,35,83,123,2708,2717,698,716,2181,2512,5589,5943,11531
124031458,25,78,136,153,288,58,26,0,0,16,53,72,81,159,26,12,0,0,34,51,55,59,115,4191,4220,975,1004,2945,3376,8111,8594,16707
124031459,39,97,170,197,367,84,40,3,3,29,71,115,117,230,29,14,0,3,26,98,55,112,171,2779,2803,453,479,1727,2117,4953,5392,10348
124031460,13,69,112,115,233,40,37,3,4,15,49,58,84,141,21,5,0,0,15,53,39,57,93,4113,4162,715,766,2548,2967,7377,7898,15273
124031461,39,122,176,212,386,60,36,3,4,37,87,104,119,227,31,5,0,0,36,107,68,118,182,2971,2985,651,673,2400,2908,6030,6564,12591
124031462,49,98,151,161,314,47,29,0,0,21,67,68,99,163,23,13,0,0,26,77,48,85,137,2955,2974,700,728,2896,3336,6548,7035,13581
124031463,20,30,85,73,159,38,21,0,0,9,35,47,54,102,17,7,0,0,16,30,36,32,66,1902,1914,264,286,1244,1136,3411,3339,6747
124031464,50,139,122,210,329,63,42,4,3,34,123,105,164,266,42,22,0,0,46,171,94,192,290,1659,1674,530,549,2455,2810,4640,5033,9677
124031465,10,24,44,38,84,15,15,3,3,4,22,23,37,61,4,0,0,0,6,17,15,17,30,996,1006,192,185,702,675,1890,1867,3759
124041466,44,136,183,251,429,90,45,0,0,34,127,125,175,299,45,32,0,0,34,128,81,159,243,2063,2077,511,509,2027,2581,4598,5174,9772
124041467,39,110,129,171,300,46,33,4,0,22,80,74,117,188,29,12,3,0,27,65,57,79,140,2350,2400,641,651,2340,2780,5333,5830,11169
124041468,19,26,57,53,107,18,0,0,0,14,23,33,29,56,3,3,0,0,18,21,24,25,44,1153,1157,194,200,1001,838,2355,2198,4547
124051469,6,18,24,33,52,11,3,0,0,0,19,12,19,32,3,0,0,0,7,14,8,14,26,1229,1247,230,220,959,1015,2420,2488,4909
124051470,20,65,103,104,204,33,19,0,0,17,54,53,75,126,18,9,0,0,9,43,28,59,86,3756,3769,657,692,2832,3011,7244,7466,14713
124051580,21,60,97,108,206,49,22,4,0,15,56,68,76,146,12,6,0,0,21,46,37,56,95,1739,1748,444,461,1887,2072,4071,4281,8351
124051581,58,114,164,183,345,60,41,0,0,30,103,85,148,235,33,16,0,0,30,102,66,117,177,1975,1978,633,631,2907,3068,5509,5684,11195
125011473,16,23,57,40,100,27,14,0,0,6,11,29,22,52,13,6,0,0,4,24,19,32,51,3149,3185,780,711,2089,2317,6013,6215,12231
125011475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125011582,31,85,121,135,256,47,20,7,0,22,45,72,58,134,27,13,0,0,30,73,53,84,140,2882,2870,167,166,4110,2577,7156,5616,12772
125011583,14,38,52,64,119,23,13,3,0,10,30,38,37,77,12,3,0,0,12,26,25,32,55,1859,1857,116,104,3149,1494,5124,3452,8571
125011584,9,37,54,76,130,32,27,4,0,15,38,48,61,111,24,7,0,0,10,52,39,56,93,1501,1520,106,96,1531,1358,3136,2970,6106
125011585,22,54,90,89,184,46,28,0,0,19,57,64,84,152,20,15,0,0,15,68,41,77,118,1650,1645,123,130,1805,1590,3582,3362,6945
125011586,47,80,153,155,307,65,32,4,0,34,76,100,110,210,44,16,0,0,27,106,73,122,199,3664,3711,326,310,4062,3574,8048,7593,15636
125011587,18,31,59,50,115,11,13,0,0,15,24,25,35,63,11,4,0,0,11,40,22,44,68,901,910,95,88,945,902,1940,1898,3843
125021476,63,163,392,425,814,222,119,5,0,55,177,284,299,582,125,52,0,0,72,199,198,255,455,6082,6158,437,422,3645,4225,10160,10807,20968
125021477,45,126,191,231,424,96,54,3,3,50,102,153,154,308,77,35,0,0,52,141,128,175,306,3984,4054,504,538,3138,3331,7631,7915,15545
125021478,56,101,209,216,430,107,58,5,3,42,113,155,170,318,51,21,0,0,34,111,90,135,228,3388,3422,373,387,2638,3164,6400,6968,13371
125031479,38,108,146,202,348,96,54,3,0,38,133,136,185,318,75,38,3,0,60,186,142,220,362,2954,2969,303,300,3067,3334,6328,6607,12935
125031480,42,96,139,162,300,60,37,3,0,39,77,99,112,215,50,15,4,0,41,108,93,126,220,2339,2356,226,239,2889,2803,5450,5398,10844
125031481,52,99,149,156,306,64,30,3,3,34,82,99,118,218,36,14,3,0,33,81,75,96,171,3518,3536,366,366,4100,3365,7988,7270,15255
125031482,57,148,343,329,671,126,75,3,0,50,118,173,195,362,57,22,3,0,34,109,94,131,227,5489,5517,504,512,3303,3757,9300,9782,19081
125031483,52,103,163,197,363,79,39,0,0,35,96,117,135,251,53,14,3,3,32,134,90,153,243,3408,3441,286,293,3502,3367,7196,7097,14291
125031484,43,144,170,239,417,80,55,0,0,41,123,121,179,296,62,26,5,0,35,177,98,208,306,3436,3447,410,423,3460,3695,7305,7562,14864
125031485,63,160,229,277,505,112,53,0,0,47,160,160,215,374,69,36,3,0,70,205,141,247,390,4993,5003,448,456,5111,4870,10556,10335,20890
125031486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3
125031487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
125041489,37,85,119,133,256,42,47,0,3,36,89,83,140,222,42,15,0,3,44,126,86,145,236,3679,3673,599,569,3387,3717,7664,7959,15619
125041490,23,50,131,115,245,35,17,3,0,12,33,51,52,101,21,11,0,0,11,40,30,49,80,1807,1831,138,137,902,1044,2849,3006,5855
125041491,32,103,143,190,329,64,44,0,4,35,94,98,143,242,55,23,0,0,45,173,102,196,301,4173,4159,441,457,2348,2782,6963,7399,14368
125041492,41,75,115,125,240,49,33,3,0,17,56,69,88,158,28,9,0,0,23,58,54,69,119,5652,5607,558,572,5122,3960,11333,10137,21469
125041493,69,203,295,411,706,170,75,0,0,57,193,232,271,502,63,35,0,3,89,207,154,241,398,4318,4346,430,407,3266,3660,8010,8416,16426
125041494,34,50,163,117,283,62,38,3,0,15,48,83,85,170,26,10,0,0,23,49,49,64,116,2412,2415,207,227,1229,1430,3844,4070,7911
125041588,41,75,135,134,269,41,29,0,0,20,86,59,113,178,28,8,0,0,36,81,66,97,162,2565,2564,145,150,1902,1739,4623,4451,9069
125041589,35,99,115,158,266,60,27,3,4,26,71,84,105,194,39,9,0,0,30,95,66,110,176,3214,3234,170,174,2484,2196,5869,5609,11469
126011495,52,146,269,344,610,150,108,0,0,46,141,195,244,444,124,56,3,0,48,210,181,272,450,5791,5844,433,429,4159,4517,10378,10791,21172
126011496,34,130,261,315,581,158,120,4,3,33,110,197,232,426,103,44,0,0,54,181,161,227,384,4553,4606,331,321,2487,3105,7369,8036,15406
126021497,40,173,260,344,610,148,94,4,0,47,156,201,254,449,112,56,0,0,76,218,190,278,467,5138,5199,440,445,3867,4604,9446,10252,19696
126021498,55,102,188,207,393,90,57,0,0,31,112,123,169,288,73,25,0,3,47,128,116,157,269,2748,2781,429,424,1949,2404,5129,5611,10738
126021499,15,76,113,136,252,47,31,0,0,18,55,62,91,153,53,22,0,0,24,100,73,124,199,1850,1893,223,220,1090,1386,3164,3501,6668
126021500,39,143,166,238,404,94,66,0,4,48,146,137,212,349,80,29,3,0,56,212,133,245,380,3521,3533,656,656,3480,4214,7653,8407,16059
126021501,31,110,152,230,384,97,64,0,0,42,104,141,169,311,78,25,0,0,56,166,126,197,325,2500,2524,221,215,1717,2028,4441,4770,9211
126021503,45,111,158,195,350,72,39,3,0,32,77,102,115,221,43,20,0,0,42,100,88,121,205,3850,3865,585,585,2904,3410,7339,7863,15198
126021590,14,17,46,52,99,28,13,0,0,10,31,33,46,79,20,9,0,0,19,45,38,51,87,881,893,76,78,531,659,1491,1627,3118
126021591,83,171,288,317,609,156,99,6,0,65,182,230,278,509,105,52,5,0,85,265,198,317,515,5134,5152,851,866,4020,4721,10008,10743,20751
127011504,66,164,189,268,461,62,32,11,3,50,144,121,171,297,32,11,0,0,29,86,63,99,163,2129,2138,373,378,3067,3560,5571,6070,11645
127011505,20,52,108,105,215,43,29,0,0,15,31,53,59,116,20,5,0,0,33,38,51,47,98,1604,1598,191,189,1470,1264,3261,3052,6319
127011506,22,53,146,141,287,73,23,0,0,14,49,87,78,162,32,11,0,0,16,45,49,55,109,3607,3639,577,593,1892,2014,6079,6236,12315
127011592,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,9,3,4,10,6,23,18,43
127011593,6,27,42,49,88,18,7,0,0,8,22,22,31,55,3,0,0,0,0,20,6,23,26,1384,1405,115,119,1053,1132,2561,2656,5211
127011594,14,57,85,88,171,32,16,0,0,8,40,36,57,97,26,5,0,0,12,52,35,57,92,2277,2286,247,241,1972,2323,4493,4859,9349
127011595,10,47,67,81,154,27,15,0,0,9,29,35,41,73,10,0,0,0,11,40,14,39,54,2389,2397,228,228,1825,2025,4443,4644,9092
127011596,4,29,41,44,83,24,8,0,0,8,29,32,34,67,5,4,0,0,7,24,16,25,38,2289,2295,216,226,1428,1686,3931,4211,8136
127011597,11,28,59,57,120,31,17,0,0,9,31,35,45,82,13,0,0,0,8,22,24,28,44,2949,2983,284,284,1901,2060,5135,5318,10454
127021509,27,87,133,145,275,46,28,3,0,20,66,72,89,162,33,12,3,0,24,69,61,87,145,2762,2776,269,275,2782,3240,5819,6290,12113
127021510,42,107,227,215,446,95,41,0,0,31,93,129,128,256,44,12,0,0,30,120,75,135,210,3822,3848,286,287,3061,3304,7173,7440,14611
