SA2_MAINCODE_2016,C16_Chr_Chi_nfd_0_14,C16_Chr_Chi_nfd_15_24,C16_Chr_Chi_nfd_25_34,C16_Chr_Chi_nfd_35_44,C16_Chr_Chi_nfd_45_54,C16_Chr_Chi_nfd_55_64,C16_Chr_Chi_nfd_65_74,C16_Chr_Chi_nfd_75_84,C16_Chr_Chi_nfd_85ov,C16_Chr_Chi_nfd_Tot,C16_Chr_Oth_Chi_0_14,C16_Chr_Oth_Chi_15_24,C16_Chr_Oth_Chi_25_34,C16_Chr_Oth_Chi_35_44,C16_Chr_Oth_Chi_45_54,C16_Chr_Oth_Chi_55_64,C16_Chr_Oth_Chi_65_74,C16_Chr_Oth_Chi_75_84,C16_Chr_Oth_Chi_85ov,C16_Chr_Oth_Chi_Tot,C16_Christ_Tot_0_14,C16_Christ_Tot_15_24,C16_Christ_Tot_25_34,C16_Christ_Tot_35_44,C16_Christ_Tot_45_54,C16_Christ_Tot_55_64,C16_Christ_Tot_65_74,C16_Christ_Tot_75_84,C16_Christ_Tot_85ov,C16_Christ_T_T,C16_Hinduism_0_14,C16_Hinduism_15_24,C16_Hinduism_25_34,C16_Hinduism_35_44,C16_Hinduism_45_54,C16_Hinduism_55_64,C16_Hinduism_65_74,C16_Hinduism_75_84,C16_Hinduism_85ov,C16_Hinduism_Tot,C16_Islam_0_14,C16_Islam_15_24,C16_Islam_25_34,C16_Islam_35_44,C16_Islam_45_54,C16_Islam_55_64,C16_Islam_65_74,C16_Islam_75_84,C16_Islam_85ov,C16_Islam_Tot,C16_Judaism_0_14,C16_Judaism_15_24,C16_Judaism_25_34,C16_Judaism_35_44,C16_Judaism_45_54,C16_Judaism_55_64,C16_Judaism_65_74,C16_Judaism_75_84,C16_Judaism_85ov,C16_Judaism_Tot,C16_OR_AusAborTrad_0_14,C16_OR_AusAborTrad15_24,C16_OR_AusAborTrad25_34,C16_OR_AusAborTrad35_44,C16_OR_AusAborTrad45_54,C16_OR_AusAborTrad55_64,C16_OR_AusAborTrad65_74,C16_OR_AusAborTrad75_84,C16_OR_AusAborTrad85oe,C16_OR_AusAborTrade_Tot,C16_OR_Sikhism_0_14,C16_OR_Sikhism_15_24,C16_OR_Sikhism_25_34,C16_OR_Sikhism_35_44,C16_OR_Sikhism_45_54,C16_OR_Sikhism_55_64,C16_OR_Sikhism_65_74,C16_OR_Sikhism_75_84,C16_OR_Sikhism_85oe,C16_OR_Sikhism_Tot,C16_OR_Ot_Re_Gr_0_14,C16_OR_Ot_Re_Gr_15_24,C16_OR_Ot_Re_Gr_25_34,C16_OR_Ot_Re_Gr_35_44,C16_OR_Ot_Re_Gr_45_54,C16_OR_Ot_Re_Gr_55_64,C16_OR_Ot_Re_Gr_65_74,C16_OR_Ot_Re_Gr_75_84,C16_O_R_Ot_Re_Gr_85ov,C16_OR_Ot_Re_Gr_Tot,C16_Oth_Rel_Tot_0_14,C16_Oth_Rel_Tot_15_24,C16_Oth_Rel_Tot_25_34,C16_Oth_Rel_Tot_35_44,C16_Oth_Rel_Tot_45_54,C16_Oth_Rel_Tot_55_64,C16_Oth_Rel_Tot_65_74,C16_Oth_Rel_Tot_75_84,C16_Oth_Rel_Tot_85ov,C16_Other_Rel_T_T,C16_SBOSB_No_RA_0_14,C16_SBOSB_No_RA_15_24,C16_SBOSB_No_RA_25_34,C16_SBOSB_No_RA_35_44,C16_SBOSB_No_RA_45_54,C16_SBOSB_No_RA_55_64,C16_SBOSB_No_RA_65_74,C16_SBOSB_No_RA_75_84,C16_SBOSB_No_RA_85ov,C16_SBOSB_No_RA_Tot,C16_Oth_rel_affi_0_14,C16_Rel_aff_ns_15_24,C16_Rel_aff_ns_25_34,C16_Rel_aff_ns_35_44,C16_Rel_aff_ns_45_54,C16_Rel_aff_ns_55_64,C16_Rel_aff_ns_65_74,C16_Rel_aff_ns_75_84,C16_Rel_aff_ns_85ov,C16_Rel_aff_ns_Tot,C16_Tot_0_14_yrs,C16_Tot_15_24_yrs,C16_Tot_25_34_yrs,C16_Tot_35_44_yrs,C16_Tot_45_54_yrs,C16_Tot_55_64_yrs,C16_Tot_65_74_yrs,C16_Tot_75_84_yrs,C16_Tot_85o,C16_T_T
107011547,18,10,13,15,21,14,16,3,0,111,0,0,0,0,0,0,0,0,0,3,313,220,208,261,361,437,500,378,103,2783,0,0,0,0,0,0,0,0,0,7,15,4,3,8,4,0,0,0,0,34,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,8,5,0,6,0,3,0,0,0,0,11,218,177,151,113,139,125,76,55,16,1083,30,24,42,32,47,50,51,41,16,338,590,432,418,433,565,625,638,477,133,4300
107021135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,8
107031136,114,61,58,70,51,39,22,7,3,427,0,0,0,0,0,4,0,0,0,12,1947,1303,1007,1312,1433,1162,779,427,226,9599,4,3,0,7,0,0,0,0,0,18,13,12,8,10,4,4,3,0,0,49,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,9,4,3,0,0,0,18,6,0,3,9,4,3,0,0,0,26,1007,636,591,515,406,309,142,49,30,3680,163,116,128,98,129,125,71,42,21,890,3161,2069,1753,1972,1985,1603,999,521,281,14337
107031137,29,13,20,20,12,17,15,0,0,130,7,0,0,3,0,0,0,0,0,11,695,503,512,484,613,635,518,299,160,4421,0,0,0,3,0,0,0,0,0,3,6,3,3,3,3,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,8,3,0,0,17,0,0,6,0,4,8,3,0,0,19,496,316,330,198,199,189,107,37,28,1892,80,64,80,52,56,64,57,37,32,518,1283,882,930,750,874,895,700,381,219,6918
107031138,43,14,9,30,24,17,24,11,0,169,0,0,0,0,0,0,0,0,0,6,615,432,272,440,612,742,833,510,233,4694,0,3,0,3,0,0,0,0,0,11,6,0,0,3,0,3,0,0,0,16,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,3,0,5,0,20,0,0,3,3,3,3,0,5,0,20,415,288,278,276,298,338,224,83,39,2233,83,66,58,65,76,100,110,56,37,651,1128,787,616,808,1006,1206,1178,657,315,7700
107031139,30,26,20,9,19,16,3,4,0,122,0,0,0,0,0,0,0,0,0,0,584,384,312,382,504,670,456,247,101,3639,0,3,0,3,0,3,0,0,0,10,3,0,0,4,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,3,0,0,4,434,242,238,244,211,216,131,41,10,1768,83,41,40,54,47,67,47,18,10,400,1123,672,599,689,768,964,633,299,117,5875
107031140,29,7,9,18,17,24,24,6,4,138,0,0,0,0,0,3,0,0,0,5,716,451,299,436,648,828,678,410,196,4665,6,0,3,0,3,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,13,3,0,0,0,0,3,0,0,0,14,501,301,251,309,256,310,220,66,17,2234,128,90,74,75,108,108,111,53,48,801,1358,849,630,846,1035,1277,1017,530,268,7808
107031141,137,58,90,88,57,59,35,11,3,543,0,0,0,3,0,0,0,0,0,6,2410,1368,1098,1682,1668,1376,1088,509,140,11343,18,9,16,23,9,4,9,0,0,73,49,34,20,32,34,10,8,0,0,192,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,16,3,3,9,12,0,3,0,0,45,18,3,4,13,12,0,4,0,0,52,1014,608,550,567,487,339,177,56,9,3807,280,122,149,177,164,129,129,43,21,1212,3810,2161,1851,2536,2397,1873,1417,612,170,16826
107031142,50,38,29,49,36,46,30,16,7,305,0,0,0,0,0,0,0,0,0,0,945,756,608,712,906,1064,770,482,202,6436,7,3,4,10,0,0,0,0,0,27,29,10,18,20,13,13,11,0,0,121,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,3,0,8,0,0,3,0,0,0,20,3,0,4,9,5,8,0,3,0,34,15,3,14,9,5,8,0,3,0,57,559,417,418,302,305,249,132,69,17,2483,132,83,99,73,88,104,83,41,15,715,1704,1286,1176,1140,1338,1465,1015,603,236,9957
107031143,120,88,64,71,79,71,73,27,9,611,4,0,0,0,4,3,0,4,0,15,1841,1303,1229,1289,1719,1874,1818,1165,360,12595,8,4,4,3,5,0,3,0,0,22,76,36,32,35,28,19,20,14,4,264,0,0,0,0,0,0,0,0,0,0,5,0,4,0,3,0,0,0,0,15,3,0,0,0,0,0,0,0,0,3,10,9,4,3,19,6,3,0,0,52,15,10,7,3,18,4,3,0,0,72,1398,1019,800,638,619,521,299,148,58,5506,304,205,198,216,235,240,244,138,42,1815,3651,2598,2301,2216,2646,2684,2398,1469,461,20421
107041144,70,78,46,64,78,62,58,21,5,487,5,3,0,8,0,4,3,0,0,23,1959,1481,1112,1485,1711,1626,1452,1188,562,12576,28,27,42,27,10,5,13,3,0,162,170,94,137,85,85,30,41,25,0,673,0,0,0,3,0,0,3,0,0,7,3,0,0,0,3,0,0,0,0,9,3,3,5,0,4,0,0,0,0,13,7,6,4,9,3,3,4,0,0,46,10,9,10,10,9,9,4,0,0,70,1103,1269,1014,752,668,527,319,137,62,5852,263,253,215,183,183,189,164,90,33,1576,3562,3178,2585,2595,2715,2419,2014,1462,666,21196
107041145,83,40,48,49,53,46,26,22,8,368,0,0,4,0,0,0,0,0,0,7,1450,991,889,1134,1295,1370,1037,726,385,9273,13,3,12,12,10,16,0,3,3,69,48,23,31,26,13,15,6,9,0,182,0,0,0,0,0,3,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,7,7,4,13,12,19,8,9,3,0,78,9,10,14,12,23,8,9,3,0,86,964,701,778,639,575,408,238,118,48,4479,203,157,125,111,161,133,136,59,36,1121,2702,1908,1880,1970,2110,1982,1450,935,476,15424
107041146,134,105,80,97,87,90,44,24,13,667,9,0,0,3,0,4,5,0,0,25,2316,1576,1140,1595,1654,1519,1386,985,447,12617,40,41,64,29,20,3,13,9,0,217,191,118,118,116,44,19,11,3,0,620,0,3,0,0,0,9,3,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,4,3,0,0,0,0,0,8,4,24,13,3,10,11,0,0,3,78,9,23,20,4,10,11,6,0,3,88,1143,1322,966,760,599,482,299,140,70,5785,217,238,191,197,172,142,124,92,34,1406,3957,3416,2557,2755,2533,2241,1846,1233,550,21080
107041147,28,24,24,10,22,23,20,3,0,161,0,0,0,0,0,0,0,0,0,7,1043,676,468,722,847,679,437,209,102,5177,10,3,5,12,11,3,0,3,0,47,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,3,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,5,7,4,3,0,0,18,0,0,7,3,7,4,3,0,0,28,723,402,373,483,392,283,110,27,15,2805,134,58,69,93,97,100,63,36,14,663,1913,1144,936,1334,1355,1077,618,276,127,8789
107041148,37,17,18,18,28,36,17,6,0,188,0,0,3,3,0,3,0,3,0,16,1071,581,428,687,858,896,656,330,150,5649,3,7,4,4,3,0,4,0,0,32,7,3,3,10,3,4,0,0,0,22,3,0,3,5,3,3,5,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,9,0,0,9,6,5,0,0,0,36,8,0,4,13,6,5,0,0,0,37,1012,519,509,732,687,609,313,95,35,4520,187,77,100,129,122,136,98,47,20,919,2304,1195,1058,1606,1713,1676,1078,477,203,11305
107041150,71,47,50,49,55,35,22,5,0,345,0,0,0,4,3,0,0,6,0,13,2197,1167,989,1516,1689,1578,1268,851,418,11680,7,3,6,13,10,4,0,0,0,43,32,17,8,25,8,8,4,0,0,99,6,5,0,5,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,11,3,8,7,3,0,0,0,0,41,11,3,8,13,3,0,0,0,0,46,1623,887,919,998,823,637,339,121,46,6397,235,156,162,193,173,170,144,76,46,1361,4146,2250,2112,2787,2754,2435,1780,1058,518,19838
107041548,61,46,61,39,29,45,29,12,3,314,0,3,0,0,0,0,0,0,0,4,432,806,960,582,766,990,911,612,324,6377,24,43,62,25,17,11,4,0,0,192,124,106,116,70,57,12,16,7,0,511,0,0,3,0,3,0,3,0,0,17,0,0,0,0,0,0,0,0,0,7,0,0,6,0,0,0,0,0,0,12,0,3,5,7,4,8,0,0,0,28,0,9,19,3,8,8,0,0,0,44,268,1254,1439,454,369,343,232,132,24,4526,148,367,413,183,205,219,234,167,77,2007,1020,2657,3084,1368,1454,1614,1405,927,428,13967
107041549,115,113,110,69,85,63,52,33,7,653,3,0,0,0,0,0,0,0,0,8,1360,1237,1051,1077,1105,1006,865,588,260,8548,48,79,88,48,13,9,3,3,0,294,193,142,173,105,50,17,17,0,3,706,0,0,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,5,15,4,0,0,0,0,0,28,5,13,11,15,17,8,4,0,0,65,8,12,20,19,17,8,4,0,0,94,741,1567,1222,597,492,371,186,74,31,5272,162,291,238,168,152,127,102,86,52,1378,2553,3424,2912,2079,1870,1564,1197,759,344,16702
108011151,26,13,3,15,10,14,3,3,0,88,0,0,0,0,0,0,0,0,0,0,415,268,193,292,512,547,447,277,105,3053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,3,0,0,20,4,3,0,0,7,0,3,0,0,23,273,143,126,132,182,166,117,31,8,1180,62,25,39,42,74,76,78,37,12,438,761,437,361,465,786,789,658,352,124,4723
108011152,39,16,20,12,27,37,34,21,4,202,0,0,0,0,0,3,3,0,0,7,1091,678,518,760,1050,1453,1951,1265,584,9353,8,0,3,5,3,3,0,0,0,21,0,0,3,4,4,0,3,0,0,11,0,0,0,0,0,0,3,0,0,7,3,0,3,3,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,3,0,6,3,0,3,3,0,3,0,13,5,8,7,3,3,3,0,3,0,27,747,429,407,383,407,454,375,190,78,3451,156,103,111,113,117,175,224,166,120,1289,2010,1224,1059,1282,1602,2113,2569,1627,785,14267
108011153,20,17,3,11,25,25,12,5,0,118,0,0,0,0,3,3,0,0,0,11,449,225,146,357,502,684,719,280,74,3422,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,0,3,0,0,13,0,3,0,3,4,0,3,0,0,18,479,185,173,210,232,309,255,90,10,1937,110,55,32,68,98,118,115,45,15,650,1042,477,358,641,858,1125,1090,411,94,6087
108011154,14,12,7,10,10,13,6,12,3,92,0,0,0,0,0,0,0,0,0,0,315,240,193,262,420,713,1014,769,352,4274,0,0,5,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,3,0,8,4,0,0,0,0,0,11,225,168,136,105,124,184,157,90,49,1241,61,41,46,40,48,102,123,95,49,595,615,449,393,413,605,1005,1306,954,447,6186
108021155,43,32,28,22,28,29,21,7,5,214,0,0,0,0,0,0,0,0,0,0,1503,899,741,875,1168,1375,1287,709,372,8933,3,0,7,5,3,0,3,0,0,23,9,0,7,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,5,0,12,3,0,8,0,0,0,0,0,0,6,3,3,5,6,3,6,0,0,0,29,5,3,12,7,7,11,0,5,0,50,1018,551,476,367,342,358,209,87,42,3443,331,296,396,289,257,259,202,133,66,2218,2891,1756,1640,1556,1784,2009,1713,929,480,14754
108021156,23,24,7,16,25,34,14,9,4,145,3,0,0,0,0,0,0,0,0,4,661,448,357,450,769,1073,829,374,132,5093,0,0,0,3,0,4,0,0,0,13,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,11,5,0,0,25,0,0,3,3,11,11,5,0,0,25,580,313,253,302,389,510,266,59,32,2710,150,91,83,106,165,226,175,65,16,1085,1404,857,704,877,1353,1854,1286,505,185,9025
108021157,11,10,10,10,5,16,18,3,3,86,0,0,0,0,0,0,0,0,0,0,443,250,183,282,364,482,513,293,147,2957,0,0,3,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,5,0,0,3,0,0,8,0,0,0,11,3,0,6,3,3,8,0,0,0,18,310,167,129,140,162,174,127,42,13,1268,82,43,27,49,59,75,80,48,42,506,843,465,349,478,597,747,726,379,205,4793
108021158,21,13,14,13,14,32,19,8,3,135,0,0,0,0,0,0,3,0,0,9,406,264,222,296,426,687,811,524,255,3894,0,0,0,0,0,6,0,0,0,11,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,5,6,4,0,0,0,0,0,0,0,14,0,0,3,0,0,0,0,0,0,3,10,0,5,6,6,5,3,0,3,37,12,5,9,6,7,6,3,0,3,52,387,239,188,180,190,323,259,114,44,1932,100,61,61,50,92,106,132,103,85,793,921,575,485,535,730,1146,1224,750,381,6750
108021159,45,11,13,30,38,37,16,10,0,206,0,3,0,0,0,3,3,3,0,8,663,348,263,404,606,794,710,318,78,4191,0,0,3,3,3,0,0,0,0,7,3,0,0,7,6,0,0,0,0,13,4,0,0,0,0,0,0,0,0,4,3,3,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,10,0,6,5,3,7,7,0,0,34,9,6,8,3,9,7,10,0,0,54,567,282,288,249,346,447,225,74,18,2498,147,92,44,46,134,154,115,53,18,803,1404,736,612,724,1120,1428,1069,450,113,7661
108021160,7,3,3,4,12,5,9,6,3,60,0,0,0,0,0,0,0,0,0,0,334,209,145,267,386,575,770,443,166,3299,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,0,3,0,0,4,0,7,293,129,154,157,142,215,181,56,23,1347,55,31,36,31,44,65,108,60,14,432,685,376,338,458,588,870,1060,564,207,5133
108031161,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,23,7,19,24,36,29,14,21,11,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,18,23,36,12,21,7,3,0,137,11,3,10,14,3,8,8,0,0,51,57,25,47,71,51,58,30,26,10,382
108041162,54,31,28,36,56,49,50,10,8,309,3,0,0,0,0,0,0,0,4,5,1260,719,508,875,1405,1830,2372,1386,486,10844,3,0,7,4,0,4,0,0,0,28,3,0,4,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,3,0,7,3,10,7,6,0,0,43,3,4,6,3,8,7,6,0,0,47,931,495,379,431,601,614,518,258,82,4319,177,93,82,119,188,212,308,180,59,1402,2380,1313,997,1452,2227,2700,3214,1826,633,16746
108041163,172,90,78,105,110,107,75,37,22,798,0,0,0,3,4,4,6,3,0,17,2759,1555,1158,1798,2474,2581,2692,1788,844,17640,23,7,22,24,8,3,9,0,0,89,10,0,3,7,3,0,3,0,0,32,9,0,0,4,0,4,10,0,3,33,0,0,0,4,0,3,0,0,0,14,4,0,4,3,0,0,0,0,0,15,4,13,4,6,16,16,3,6,0,66,11,14,12,9,15,15,6,6,0,93,1800,997,1160,995,906,871,657,299,104,7783,294,215,212,218,258,301,340,230,109,2174,4911,2813,2600,3097,3699,3810,3739,2329,1054,28050
108041164,107,73,76,60,68,49,62,34,5,545,4,0,3,3,0,0,8,7,0,15,1512,885,828,1036,1319,1491,1975,1412,696,11155,18,7,28,12,6,10,3,0,0,79,3,0,6,0,0,0,0,0,0,13,0,0,0,0,0,3,9,0,0,12,3,0,0,3,0,0,0,0,0,7,7,0,7,0,0,0,0,0,0,17,7,8,6,5,5,0,3,0,0,48,22,9,15,12,5,0,3,3,0,66,908,570,622,510,425,465,424,217,105,4243,189,150,163,138,182,194,301,199,106,1618,2669,1626,1670,1735,1965,2186,2719,1841,913,17329
108041165,32,19,7,14,26,19,19,7,0,151,0,0,0,0,0,0,0,0,0,3,415,307,195,302,531,631,447,163,44,3039,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,0,0,0,16,0,3,0,3,5,4,0,0,0,17,347,170,143,187,182,256,149,44,13,1472,113,74,68,76,95,131,110,48,13,714,872,556,411,578,817,1033,707,248,64,5297
108041166,52,19,12,36,27,32,31,15,4,235,0,0,0,0,0,0,0,0,0,0,1271,699,522,818,1023,1100,1072,599,254,7356,0,0,0,0,0,0,0,0,0,9,3,3,4,3,0,0,0,0,0,22,3,0,0,4,0,3,0,0,0,13,6,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,7,0,0,0,15,6,3,0,3,5,4,0,0,0,26,775,376,332,302,278,294,181,92,29,2664,205,126,79,105,128,127,129,66,37,1001,2273,1222,951,1247,1453,1544,1399,758,314,11151
108051167,11,16,5,13,17,20,19,7,4,117,0,0,0,0,3,0,3,0,0,8,419,246,176,314,457,545,649,356,149,3313,3,0,7,0,0,0,0,0,0,13,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,10,0,0,3,0,5,3,3,0,0,9,279,139,125,101,140,150,141,53,11,1142,103,42,30,45,61,79,95,45,12,513,813,437,340,471,665,787,893,456,173,5034
108051168,63,20,14,31,25,42,26,17,0,227,0,0,0,0,4,3,3,0,0,8,993,493,425,618,869,1184,1334,631,223,6766,3,0,3,3,0,0,0,0,0,19,3,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,7,0,3,3,0,3,0,0,0,12,3,3,0,6,4,9,0,0,0,22,5,3,0,6,4,7,0,0,0,36,657,320,264,324,318,451,348,125,33,2843,97,58,53,59,87,131,180,57,22,745,1767,881,763,1034,1303,1812,1869,819,285,10537
108051169,129,79,73,55,74,69,50,27,12,563,0,0,0,0,0,6,0,0,0,9,1972,1247,1047,1297,1702,2025,2067,1343,600,13301,17,3,17,18,4,0,0,3,0,59,14,3,9,12,3,6,0,3,0,48,0,0,0,0,0,0,0,4,0,7,0,4,0,0,0,0,0,0,0,11,0,0,3,0,0,0,0,0,0,3,4,12,11,7,11,7,0,0,0,53,3,11,22,6,11,6,0,0,0,62,1324,836,653,497,518,467,339,175,69,4885,313,192,159,166,229,265,251,210,179,1966,3676,2319,1924,2016,2485,2801,2670,1731,851,20482
108051170,49,29,16,29,46,70,37,13,3,304,0,0,0,0,0,3,0,0,0,7,921,599,379,637,1104,1600,1605,660,175,7674,0,0,0,0,0,5,0,0,0,10,3,0,0,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,3,10,8,6,0,0,32,3,5,0,3,8,8,4,0,0,32,683,340,287,339,470,588,423,125,33,3291,154,112,80,112,203,302,264,77,18,1338,1775,1069,761,1107,1810,2523,2308,861,222,12438
108051171,28,8,10,12,13,25,8,4,0,108,0,0,0,0,0,0,0,0,0,0,539,343,299,313,520,590,530,357,147,3645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,4,0,0,0,0,18,3,0,0,10,4,0,0,0,0,18,340,219,161,112,142,141,90,40,22,1255,56,40,37,34,65,57,59,38,41,421,946,607,500,480,730,792,689,439,201,5374
109011172,67,42,33,40,41,29,33,21,3,314,0,0,0,3,0,0,0,0,0,4,1870,1157,1043,1176,1184,1084,916,525,240,9206,34,9,44,25,13,5,0,0,0,128,12,6,6,7,3,3,0,0,0,40,0,0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,7,9,0,19,9,0,0,0,3,0,43,4,0,10,9,7,4,3,0,0,37,18,0,31,21,3,4,3,3,0,86,1077,770,804,610,419,342,179,67,21,4289,182,176,165,157,124,118,87,72,33,1113,3215,2141,2117,2033,1785,1585,1191,672,298,15048
109011173,53,25,25,32,31,32,20,16,0,233,8,4,0,0,0,0,0,0,0,10,913,654,522,653,802,792,679,466,196,5685,40,23,42,23,14,11,4,0,0,166,7,0,12,5,4,0,0,0,0,29,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,18,0,37,5,0,3,0,0,0,60,0,3,3,3,4,3,0,0,0,20,19,6,33,6,4,5,0,0,0,84,629,496,455,337,340,245,137,45,24,2708,218,141,142,137,133,125,87,63,16,1064,1841,1335,1221,1189,1312,1199,923,582,245,9844
109011174,29,39,21,21,26,25,12,16,3,182,3,0,0,0,0,0,3,0,0,9,781,561,479,531,824,950,779,495,327,5723,41,10,56,40,10,4,0,0,0,151,12,10,9,10,3,3,0,0,0,46,0,3,0,0,0,0,0,3,0,13,0,0,0,0,0,0,0,0,0,3,6,0,13,10,0,3,0,0,0,32,0,6,4,12,0,5,4,0,0,32,12,10,18,18,3,12,5,0,0,63,604,544,492,406,398,322,219,72,41,3097,153,127,140,119,125,142,117,101,78,1106,1611,1276,1205,1133,1382,1439,1131,677,447,10301
109011175,75,34,29,28,39,48,25,10,3,295,0,0,0,0,0,3,0,0,0,3,1638,816,545,828,1216,1249,1027,470,208,7995,3,0,0,3,0,4,0,0,0,5,7,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,5,3,9,0,0,0,23,3,4,0,4,3,9,0,0,0,26,722,333,316,306,333,314,156,69,23,2574,186,86,89,107,111,161,123,50,36,955,2559,1241,957,1252,1681,1740,1319,596,268,11608
