SA2_MAINCODE_2016,C16_CFNC_1F1P_1000_1499,C16_CFNC_1F1P_1500_1999,C16_CFNC_1F1P_2000_2499,C16_CFNC_1F1P_2500_2999,C16_CFNC_1F1P_3000_3999,C16_CFNC_1F1P_4000m,C16_CFNC_1F1P_Ns,C16_CFNC_1F1P_T,C16_CFNC_1E1A_N,C16_CFNC_1E1A_1_149,C16_CFNC_1E1A_150_299,C16_CFNC_1E1A_300_399,C16_CFNC_1E1A_400_499,C16_CFNC_1E1A_500_649,C16_CFNC_1E1A_650_799,C16_CFNC_1E1A_800_999,C16_CFNC_1E1A_1000_1499,C16_CFNC_1E1A_1500_1999,C16_CFNC_1E1A_2000_2499,C16_CFNC_1E1A_2500_2999,C16_CFNC_1E1A_3000_3999,C16_CFNC_1E1A_4000m,C16_CFNC_1E1A_Ns,C16_CFNC_1E1A_T,C16_CFNC_1F1NW_N,C16_CFNC_1F1NW_1_149,C16_CFNC_1F1NW_150_299,C16_CFNC_1F1NW_300_399,C16_CFNC_1F1NW_400_499,C16_CFNC_1F1NW_500_649,C16_CFNC_1F1NW_650_799,C16_CFNC_1F1NW_800_999,C16_CFNC_1F1NW_1000_1499,C16_CFNC_1F1NW_1500_1999,C16_CFNC_1F1NW_2000_2499,C16_CFNC_1F1NW_2500_2999,C16_CFNC_1F1NW_3000_3999,C16_CFNC_1F1NW_4000m,C16_CFNC_1F1NW_Ns,C16_CFNC_1F1NW_Tot,C16_CFNC_1P1NW_N,C16_CFNC_1P1NW_1_149,C16_CFNC_1P1NW_150_299,C16_CFNC_1P1NW_300_399,C16_CFNC_1P1NW_400_499,C16_CFNC_1P1NW_500_649,C16_CFNC_1P1NW_650_799,C16_CFNC_1P1NW_800_999,C16_CFNC_1P1NW_1000_1499,C16_CFNC_1P1NW_1500_1999,C16_CFNC_1P1NW_2000_2499,C16_CFNC_1P1NW_2500_2999,C16_CFNC_1P1NW_3000_3999,C16_CFNC_1P1NW_4000_mr,C16_CFNC_1P1NW_Ns,C16_CFNC_1P1NW_Tot,C16_CFNC_1A1NW_N,C16_CFNC_1A1NW_1_149,C16_CFNC_1A1NW_150_299,C16_CFNC_1A1NW_300_399,C16_CFNC_1A1NW_400_499,C16_CFNC_1A1NW_500_649,C16_CFNC_1A1NW_650_799,C16_CFNC_1A1NW_800_999,C16_CFNC_1A1NW_1000_1499,C16_CFNC_1A1NW_1500_1999,C16_CFNC_1A1NW_2000_2499,C16_CFNC_1A1NW_2500_2999,C16_CFNC_1A1NW_3000_3999,C16_CFNC_1A1NW_4000m,C16_CFNC_1A1NW_Ns,C16_CFNC_1A1NW_T,C16_CFNC_BA_N,C16_CFNC_BA_1_149,C16_CFNC_BA_150_299,C16_CFNC_BA_300_399,C16_CFNC_BA_400_499,C16_CFNC_BA_500_649,C16_CFNC_BA_650_799,C16_CFNC_BA_800_999,C16_CFNC_BA_1000_1499,C16_CFNC_BA_1500_1999,C16_CFNC_BA_2000_2499,C16_CFNC_BA_2500_2999,C16_CFNC_BA_3000_3999,C16_CFNC_BA_4000m,C16_CFNC_BA_Ns,C16_CFNC_BA_Tot,C16_CFNC_BNW_N,C16_CFNC_BNW_1_149,C16_CFNC_BNW_150_299,C16_CFNC_BNW_300_399,C16_CFNC_BNW_400_499,C16_CFNC_BNW_500_649,C16_CFNC_BNW_650_799,C16_CFNC_BNW_800_999,C16_CFNC_BNW_1000_1499,C16_CFNC_BNW_1500_1999,C16_CFNC_BNW_2000_2499,C16_CFNC_BNW_2500_2999,C16_CFNC_BNW_3000_3999,C16_CFNC_BNW_4000m,C16_CFNC_BNW_Ns,C16_CFNC_BNW_T,C16_CFNC_LFns_N,C16_CFNC_LFns_1_149,C16_CFNC_LFns_150_299,C16_CFNC_LFns_300_399,C16_CFNC_LFns_400_499,C16_CFNC_LFns_500_649,C16_CFNC_LFns_650_799,C16_CFNC_LFns_800_999,C16_CFNC_LFns_1000_1499,C16_CFNC_LFns_1500_1999,C16_CFNC_LFns_2000_2499,C16_CFNC_LFns_2500_2999,C16_CFNC_LFns_3000_3999,C16_CFNC_LFns_4000mo,C16_CFNC_LFns_Ns,C16_CFNC_LFns_T,C16_CFNC_T_N,C16_CFNC_T_1_149,C16_CFNC_T_150_299,C16_CFNC_T_300_399,C16_CFNC_T_400_499,C16_CFNC_T_500_649,C16_CFNC_T_650_799,C16_CFNC_T_800_999,C16_CFNC_T_1000_1499,C16_CFNC_T_1500_1999,C16_CFNC_T_2000_2499,C16_CFNC_T_2500_2999,C16_CFNC_T_3000_3999,C16_CFNC_T_4000m,C16_CFNC_T_Ns,C16_CFNC_T_T,C16_CF_BFT_N,C16_CF_BFT_1_149,C16_CF_BFT_150_299,C16_CF_BFT_300_399,C16_CF_BFT_400_499,C16_CF_BFT_500_649,C16_CF_BFT_650_799,C16_CF_BFT_800_999,C16_CF_BFT_1000_1499,C16_CF_BFT_1500_1999,C16_CF_BFT_2000_2499,C16_CF_BFT_2500_2999,C16_CF_BFT_3000_3999,C16_CF_BFT_4000_mr,C16_CF_BFT_Ns,C16_CF_BFT_Tot,C16_CF_BPT_N,C16_CF_BPT_1_149,C16_CF_BPT_150_299,C16_CF_BPT_300_399,C16_CF_BPT_400_499,C16_CF_BPT_500_649,C16_CF_BPT_650_799,C16_CF_BPT_800_999,C16_CF_BPT_1000_1499,C16_CF_BPT_1500_1999,C16_CF_BPT_2000_2499,C16_CF_BPT_2500_2999,C16_CF_BPT_3000_3999,C16_CF_BPT_4000_mr,C16_CF_BPT_Ns,C16_CF_BPT_Tot,C16_CF_1F1P_N,C16_CF_1F1P_1_149,C16_CF_1F1P_150_299,C16_CF_1F1P_300_399,C16_CF_1F1P_400_499,C16_CF_1F1P_500_649,C16_CF_1F1P_650_799,C16_CF_1F1P_800_999,C16_CF_1F1P_1000_1499,C16_CF_1F1P_1500_1999,C16_CF_1F1P_2000_2499,C16_CF_1F1P_2500_2999,C16_CF_1F1P_3000_3999,C16_CF_1F1P_4000mo,C16_CF_1F1P_Ns,C16_CF_1F1P_T,C16_CF_1E1A_N,C16_CF_1E1A_1_149,C16_CF_1E1A_150_299,C16_CF_1E1A_300_399,C16_CF_1E1A_400_499,C16_CF_1E1A_500_649,C16_CF_1E1A_650_799,C16_CF_1E1A_800_999,C16_CF_1E1A_1000_1499,C16_CF_1E1A_1500_1999,C16_CF_1E1A_2000_2499,C16_CF_1E1A_2500_2999,C16_CF_1E1A_3000_3999,C16_CF_1E1A_4000_mr,C16_CF_1E1A_Ns,C16_CF_1E1A_Tot
107041144,28,42,43,26,23,18,4,199,0,0,0,0,0,0,0,0,7,7,7,7,3,3,3,32,0,0,0,0,0,3,4,7,36,39,32,7,20,8,3,157,0,3,7,4,5,18,11,20,30,12,9,4,0,8,3,145,0,0,0,0,0,3,3,0,5,0,3,0,3,0,0,31,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,30,15,10,8,98,40,289,119,204,37,34,13,7,12,42,945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,131,29,20,23,11,107,67,313,158,356,194,215,142,147,94,182,2048,0,0,0,0,0,0,0,0,12,34,50,73,132,129,33,462,0,0,0,0,0,0,3,3,21,17,15,13,14,11,7,98,3,0,0,0,0,0,0,6,56,101,149,145,139,121,51,777,0,0,0,0,0,0,0,0,4,7,27,14,30,28,6,121
107041145,49,45,36,21,12,9,0,184,0,0,0,0,0,0,0,0,7,4,5,7,7,0,3,36,0,0,0,0,0,4,3,11,32,25,17,0,4,0,8,105,0,0,0,3,3,9,14,10,20,5,9,3,0,0,0,87,0,0,0,0,0,4,3,0,3,3,3,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,11,11,15,3,0,74,19,206,82,132,29,9,3,3,8,28,615,0,0,0,0,3,0,0,0,6,0,0,0,0,0,94,102,8,13,4,4,80,35,233,119,281,161,163,99,77,44,134,1469,0,0,0,0,0,0,0,0,7,28,36,58,69,60,30,291,0,0,0,0,0,0,0,0,17,13,9,10,7,4,6,69,0,0,0,0,0,0,0,4,34,89,124,115,84,61,37,558,0,0,0,0,0,0,0,0,8,12,15,13,17,12,3,78
107041146,38,34,35,28,17,22,7,187,0,0,0,0,0,0,0,3,3,6,3,4,7,3,0,32,0,0,0,0,0,6,10,8,30,23,21,21,14,18,3,161,0,0,4,4,11,11,11,23,34,20,9,4,7,3,0,147,0,0,0,0,0,0,8,0,4,0,6,0,0,0,0,29,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,39,14,10,9,74,37,229,112,207,46,46,12,7,10,41,875,0,0,0,0,0,0,3,3,3,0,0,0,0,0,89,100,42,14,17,12,83,47,270,158,344,175,186,145,154,114,149,1913,0,0,0,0,0,0,0,0,23,34,78,85,173,141,50,587,0,0,0,0,0,0,0,7,13,11,9,9,10,7,10,83,0,0,0,0,0,0,3,7,57,108,147,172,161,150,54,871,0,0,0,0,0,0,0,3,3,17,16,23,26,15,8,110
107041147,13,18,18,18,11,14,4,89,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,18,0,0,0,0,0,0,0,3,13,13,13,4,5,8,0,62,0,0,0,0,3,3,3,5,15,13,3,3,3,0,0,63,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,4,3,17,6,56,21,45,7,11,0,0,3,8,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,39,7,8,5,0,18,11,65,40,104,73,103,78,88,59,58,702,0,0,0,0,0,0,0,0,5,13,32,55,80,81,31,295,0,0,0,0,0,0,0,0,8,17,7,7,9,6,3,57,0,0,0,0,0,0,0,5,37,74,108,104,113,85,39,564,0,0,0,0,0,0,0,0,3,5,12,10,14,19,8,65
107041148,16,25,24,29,24,37,3,160,0,0,0,0,0,0,0,0,0,3,3,8,3,3,0,27,0,0,0,0,0,0,0,4,23,15,14,5,15,23,0,112,0,0,3,0,3,4,4,5,26,22,17,4,10,0,3,100,0,0,0,0,0,0,0,0,3,0,0,4,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,13,10,3,36,16,84,45,111,38,19,13,10,0,6,411,0,0,0,0,0,0,3,0,0,0,0,0,0,0,81,89,13,13,7,6,41,21,104,64,193,128,117,106,132,123,101,1171,0,0,0,0,0,0,0,0,0,11,29,41,64,154,25,322,0,0,0,0,0,0,0,0,9,9,16,10,10,10,6,71,0,0,0,0,0,0,0,3,27,61,77,99,116,151,28,567,0,0,0,0,0,0,0,0,0,9,8,11,19,25,4,70
107041150,25,48,40,44,21,15,3,204,0,0,0,0,0,0,0,0,3,9,10,11,9,7,3,38,0,0,0,0,0,0,3,5,24,28,23,12,16,7,3,128,0,0,3,0,3,12,11,16,30,16,9,4,3,0,5,107,0,0,0,0,0,0,3,4,6,0,5,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,9,21,11,10,9,58,28,249,81,182,33,17,7,8,3,39,757,0,0,0,0,0,0,0,0,3,0,0,0,0,0,97,103,19,15,8,8,63,44,280,112,301,177,182,150,177,89,160,1788,0,0,0,0,0,0,0,3,3,37,54,77,150,161,57,535,0,0,0,0,0,0,0,5,13,17,21,14,15,10,3,107,0,0,0,0,0,0,3,5,68,139,171,213,187,181,64,1026,0,0,0,0,0,0,0,0,7,10,15,16,45,26,8,138
107041548,43,37,39,35,27,27,8,224,0,0,0,0,0,0,0,0,0,10,4,4,6,4,0,30,0,0,0,0,0,3,6,19,47,23,30,6,20,14,0,177,0,0,8,0,7,6,20,15,37,8,13,0,0,6,0,123,0,0,0,3,0,0,3,3,0,0,0,0,3,4,0,17,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,8,32,12,3,0,35,18,100,64,131,48,36,14,14,24,22,550,0,0,0,0,0,0,3,0,0,0,0,0,0,0,114,120,36,16,10,3,51,28,147,115,310,173,225,157,162,137,151,1726,0,0,0,0,0,0,0,0,3,9,11,26,24,33,14,123,0,0,0,0,0,0,0,0,0,3,4,0,0,0,4,20,0,0,0,0,0,0,0,3,7,25,24,25,26,29,8,149,0,0,0,0,0,0,0,0,3,6,0,10,6,11,0,39
107041549,38,42,31,20,10,14,0,177,0,0,0,0,0,0,0,0,3,5,9,0,0,0,0,25,3,0,3,0,0,4,12,19,47,27,30,3,14,5,3,161,0,0,8,0,9,13,12,23,30,11,7,4,4,3,3,127,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,33,25,8,6,56,19,133,54,96,25,11,7,9,3,28,506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,76,40,26,15,12,72,43,180,105,265,150,159,95,106,64,118,1437,0,0,0,0,0,0,0,3,7,22,38,49,68,78,33,300,0,0,0,0,0,0,7,0,19,11,16,4,3,4,3,67,0,0,0,0,0,0,3,3,32,77,75,83,72,80,33,455,0,0,0,0,0,0,0,0,7,11,15,7,12,6,3,57
108011151,22,20,17,9,0,3,0,81,0,0,0,0,0,0,0,0,3,4,0,3,0,0,0,14,0,0,0,0,0,0,3,3,15,7,3,0,0,0,4,43,0,0,0,0,3,11,8,6,5,9,0,0,0,0,0,47,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,9,41,4,110,25,42,4,5,0,0,10,16,268,0,0,0,0,0,0,3,0,0,0,0,0,0,0,31,36,6,10,5,10,50,15,141,49,119,57,46,28,13,18,56,616,0,0,0,0,0,0,0,3,9,11,12,4,18,12,16,84,0,0,0,0,0,0,0,0,7,4,7,0,0,0,0,21,0,0,0,0,3,0,0,0,28,27,21,20,8,6,7,125,0,0,0,0,0,0,0,0,6,9,3,0,0,0,0,16
108011152,41,45,18,18,14,19,4,169,0,0,0,0,0,0,3,5,3,4,3,0,0,0,0,19,0,0,0,0,0,5,3,16,29,13,12,7,3,0,4,90,0,3,4,4,4,18,24,28,33,3,13,3,3,3,4,146,0,0,0,0,0,0,4,4,3,3,0,0,0,0,3,22,0,0,0,0,0,0,3,3,3,4,3,0,0,0,0,14,27,19,4,12,127,37,434,159,286,61,39,14,9,7,73,1296,0,0,0,0,0,0,5,5,0,0,0,0,0,0,99,108,26,27,12,9,136,63,482,228,455,182,130,74,65,51,192,2137,0,0,0,0,0,0,0,0,20,29,26,25,34,18,23,181,0,0,0,0,0,0,3,12,11,10,4,6,0,5,3,61,0,0,0,0,3,0,0,3,53,74,50,43,26,16,14,294,0,0,0,0,0,0,0,3,13,16,7,3,9,0,4,53
108011153,9,20,20,5,3,7,4,77,0,0,0,0,0,0,3,0,5,4,0,0,0,0,0,14,0,0,0,0,0,0,11,6,20,9,9,0,0,0,0,60,0,0,3,0,6,11,13,17,18,3,7,3,0,0,3,81,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,14,10,4,47,29,141,52,107,12,21,6,0,7,19,477,0,0,0,0,4,0,0,0,0,0,0,0,0,0,43,53,12,12,7,9,65,48,184,84,195,71,67,21,16,19,78,880,0,0,0,0,0,0,0,0,10,13,16,14,18,6,11,81,0,0,0,0,0,0,0,3,17,9,8,0,3,0,12,52,0,0,0,0,0,0,0,3,27,31,20,23,6,7,17,128,0,0,0,0,0,0,0,3,3,0,0,5,0,3,0,13
108011154,13,16,11,6,3,3,0,55,0,0,0,0,0,0,0,0,4,3,4,0,0,0,0,19,0,0,0,0,0,0,4,4,15,7,3,3,0,3,3,45,0,0,0,3,10,3,8,8,14,7,0,0,0,0,0,56,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,16,4,0,0,64,18,262,66,114,17,14,8,4,6,47,640,0,3,0,0,0,0,3,3,0,0,0,0,0,0,39,48,15,10,4,3,81,29,284,91,195,60,41,26,14,13,92,959,0,0,0,0,0,0,0,0,3,13,10,5,10,3,11,56,0,0,0,0,0,0,0,0,6,0,3,0,0,0,3,19,0,0,0,0,0,0,3,0,17,20,17,13,5,3,8,86,0,0,0,0,0,0,0,3,0,4,0,3,0,0,0,11
108021155,52,49,26,18,7,0,4,165,0,0,0,0,0,0,0,3,6,9,3,0,5,0,0,32,0,0,0,0,0,3,16,16,35,18,8,3,3,0,0,110,0,4,4,0,4,15,19,26,30,0,0,0,0,0,0,108,0,0,0,0,3,0,3,0,3,4,0,0,0,0,0,16,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,11,12,8,7,3,69,36,257,73,104,18,8,3,3,3,31,636,0,0,0,0,0,0,6,0,3,0,3,0,0,0,62,77,15,14,12,9,79,63,308,143,287,134,90,35,26,13,114,1335,0,0,0,0,0,0,0,0,15,34,48,34,38,13,19,220,0,0,0,0,0,0,5,0,17,15,4,3,0,0,4,52,0,0,0,0,0,0,4,9,43,98,58,38,14,3,23,290,0,0,0,0,0,0,0,4,8,11,11,5,6,0,0,45
108021156,36,36,21,8,10,6,0,129,0,0,0,0,0,0,0,3,9,10,4,0,3,0,0,33,0,0,0,0,0,3,15,11,26,19,5,0,3,3,3,91,3,0,0,0,3,14,19,29,19,8,6,0,0,0,0,103,0,0,0,0,0,0,7,6,7,3,0,0,0,0,3,28,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,18,13,10,5,4,60,30,177,56,75,20,12,0,0,0,27,489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,80,20,9,9,6,67,51,245,127,220,124,84,37,30,30,116,1181,0,0,0,0,0,0,3,0,11,25,28,14,18,6,15,128,0,0,0,0,0,3,6,6,12,8,11,0,3,0,3,49,0,0,0,0,0,0,0,9,40,54,38,29,14,5,28,210,0,0,0,0,0,0,0,0,5,12,3,0,3,4,4,33
108021157,20,14,16,3,3,3,0,67,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,7,0,0,0,0,0,0,5,7,12,7,3,8,0,0,0,47,0,0,3,0,4,3,7,4,12,5,4,0,0,0,0,45,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,8,6,3,5,22,13,108,32,78,11,3,0,0,0,12,300,0,0,0,0,0,0,3,0,0,0,0,0,0,0,32,34,8,6,6,4,30,20,126,63,145,59,45,22,10,10,43,596,0,0,0,0,0,0,0,0,11,9,23,11,16,0,7,74,0,0,0,0,0,0,0,3,3,5,0,3,0,0,0,22,0,0,0,0,0,0,0,0,19,22,19,12,8,0,8,97,0,0,0,0,0,0,0,0,5,4,5,0,0,0,0,16
108021158,27,14,10,3,0,6,0,63,0,0,0,0,0,0,0,0,5,3,0,0,0,0,3,15,0,0,0,0,0,0,3,11,9,6,5,4,4,6,0,49,0,0,0,3,3,5,9,16,10,3,4,0,0,0,3,61,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,13,6,3,4,53,24,211,68,85,10,11,9,0,0,25,531,0,0,0,0,0,0,4,0,0,0,0,0,0,0,49,48,13,12,3,6,67,29,238,97,167,72,52,25,14,16,80,883,0,0,0,0,0,0,0,0,4,6,17,5,12,5,9,64,0,0,0,0,0,0,3,3,9,8,3,0,0,0,0,29,0,0,0,0,0,0,0,0,23,20,24,9,4,0,13,89,0,0,0,0,0,0,0,0,3,6,3,0,3,0,0,18
108021159,39,22,7,13,4,4,3,107,0,0,0,0,0,0,0,0,9,0,5,3,3,3,0,22,0,0,0,0,3,3,3,4,20,16,5,3,3,0,3,73,0,0,0,0,4,11,20,22,26,10,4,0,4,0,0,111,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,6,17,11,5,3,31,22,177,50,71,19,8,3,0,3,22,448,0,0,0,0,0,0,4,0,0,0,0,0,0,0,58,67,15,15,8,6,52,42,222,97,219,84,60,34,25,24,87,1000,0,0,0,0,3,0,0,0,7,17,26,18,19,12,6,115,0,0,0,0,0,3,0,7,15,6,11,3,4,0,13,58,3,0,0,0,0,0,4,4,31,31,40,20,15,6,18,172,0,0,0,0,0,0,0,0,9,4,0,8,6,6,3,34
108021160,14,5,14,3,3,0,0,50,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,12,0,0,0,0,0,0,5,7,11,4,9,3,0,0,0,43,0,0,0,0,4,12,6,11,21,9,0,0,0,0,0,67,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,6,3,3,4,49,11,195,61,114,25,10,3,0,8,21,521,0,0,0,0,0,0,0,0,3,0,0,0,0,0,35,42,8,3,7,4,55,21,216,95,181,73,54,23,12,19,61,841,0,0,0,0,0,0,0,0,5,16,14,15,11,6,14,73,0,0,0,0,0,0,0,3,10,3,0,0,0,0,0,16,0,0,0,0,0,0,0,5,12,21,19,15,14,4,10,97,0,0,0,0,0,0,0,0,0,4,4,4,3,0,3,19
108031161,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,5,6,8,5,7,3,3,0,11,50,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108041162,64,49,28,27,10,5,13,212,0,0,0,0,0,0,0,0,10,8,4,3,5,0,0,29,0,0,0,0,0,3,6,23,39,24,16,3,3,3,5,128,0,0,6,6,6,19,39,35,45,15,9,3,4,0,5,194,0,0,0,0,0,0,3,0,4,4,3,0,0,0,0,18,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,12,23,25,21,7,144,66,563,233,347,73,49,16,5,12,78,1655,0,0,0,0,0,0,6,0,4,0,0,0,0,0,136,149,29,27,28,15,154,99,638,322,576,218,156,86,65,32,242,2676,0,0,0,0,0,0,0,0,12,31,49,54,57,33,22,267,0,0,0,0,0,0,0,4,16,18,11,3,4,0,7,70,0,0,0,0,0,0,3,12,77,84,103,57,37,18,37,424,0,0,0,0,0,0,0,0,9,16,4,3,5,3,3,48
108041163,111,94,75,58,29,33,4,434,0,0,0,0,0,0,0,4,14,7,8,13,3,3,4,61,3,0,0,0,3,5,13,25,54,35,41,13,19,9,3,234,0,0,3,3,7,16,31,45,84,28,15,6,3,4,10,252,0,0,0,0,0,3,0,3,8,3,4,0,3,0,0,29,0,0,0,0,0,0,0,0,3,4,0,0,0,4,7,15,36,8,12,12,139,66,529,232,461,111,53,17,16,18,63,1777,0,0,0,0,0,0,9,0,6,0,0,0,0,0,171,190,38,13,19,14,154,100,607,349,844,384,326,210,158,136,278,3634,0,0,0,0,0,0,0,5,34,52,122,107,160,103,59,645,3,0,0,0,0,0,3,13,36,26,21,26,6,14,12,151,0,0,0,0,0,3,6,14,136,161,200,136,110,97,55,913,0,0,0,0,0,0,0,0,10,23,14,15,13,6,6,103
108041164,65,43,33,17,17,12,3,203,0,0,0,0,0,0,0,0,6,4,9,0,3,0,0,23,0,0,0,0,4,7,4,16,30,18,17,3,6,7,0,111,0,3,0,0,10,13,31,19,28,16,5,0,4,3,0,127,0,0,0,0,0,3,3,0,6,3,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,13,10,14,6,5,92,39,432,159,280,64,37,12,5,13,65,1240,0,0,0,0,0,0,5,3,7,3,0,0,0,0,105,123,12,18,12,5,118,63,490,231,498,230,184,104,74,60,185,2277,0,0,0,0,0,0,0,3,13,52,53,66,57,29,18,291,0,0,0,0,0,0,0,4,27,11,6,3,3,4,7,65,0,0,0,0,0,0,3,6,78,87,81,67,37,26,18,408,0,0,0,0,0,0,0,0,11,10,15,9,6,3,7,53
108041165,26,29,16,8,8,4,3,108,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,14,0,0,0,0,0,3,3,6,13,8,7,3,0,0,5,53,0,4,0,0,0,5,9,9,9,11,3,0,0,0,3,58,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,4,3,0,0,19,8,70,19,39,10,5,3,4,0,15,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,49,6,7,3,4,33,24,105,58,128,92,62,36,30,19,66,664,0,0,0,0,3,3,3,0,15,25,22,15,16,8,8,125,0,0,0,0,0,0,0,6,8,12,7,0,3,0,0,30,0,0,0,0,0,0,0,6,27,24,29,19,14,3,12,137,0,0,0,0,0,0,0,0,0,11,3,3,4,0,3,24
108041166,52,27,19,12,6,6,3,135,0,0,0,0,0,0,0,6,8,9,8,3,0,0,0,30,0,0,0,0,0,3,12,15,37,22,7,3,5,6,0,114,0,0,0,0,8,11,20,25,22,8,0,0,0,0,10,103,0,0,0,0,0,0,0,5,6,3,0,0,0,0,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,16,8,3,0,61,24,218,76,95,35,19,0,3,0,32,588,0,0,0,0,3,0,3,0,0,3,0,0,0,0,66,76,13,13,3,8,73,42,254,135,278,145,106,44,47,42,119,1321,0,0,0,0,0,0,0,0,15,30,54,44,52,29,16,249,0,0,0,0,0,0,0,4,15,12,5,3,0,5,3,57,0,0,0,0,0,0,0,3,68,76,71,42,21,22,21,334,0,0,0,0,0,0,0,0,9,5,11,0,6,0,3,38
108051167,22,12,3,3,3,3,3,61,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,11,0,0,0,0,0,3,3,5,19,8,6,0,0,0,7,51,0,0,4,0,3,5,6,7,16,3,0,0,0,0,7,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,12,3,9,7,3,36,12,125,37,67,11,10,10,3,0,8,341,0,0,0,0,0,0,3,0,0,0,0,0,0,0,46,57,8,11,7,3,46,18,152,67,176,75,36,23,21,7,76,725,0,0,0,0,0,0,0,3,4,7,9,5,16,3,9,65,0,0,0,0,0,0,0,0,3,0,0,3,0,0,4,19,0,0,0,0,0,0,0,3,25,27,13,33,10,10,18,131,0,0,0,0,0,0,0,0,6,9,3,3,0,0,4,23
108051168,25,37,21,23,9,5,0,128,0,0,0,0,0,0,0,0,9,5,3,0,3,0,0,22,0,0,0,0,0,3,7,12,30,21,13,4,10,0,0,104,0,0,0,3,8,13,26,27,30,8,4,3,0,3,0,135,0,0,0,0,0,0,0,3,10,0,7,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,3,8,5,65,40,282,107,204,44,30,10,3,8,40,868,0,0,0,0,0,0,4,0,3,0,0,0,0,0,97,118,15,10,14,13,83,55,338,178,347,167,133,68,59,33,153,1655,0,0,0,0,0,0,0,0,14,22,29,32,33,14,22,168,0,0,0,0,0,0,0,3,21,14,4,6,3,0,3,63,0,0,0,0,0,3,8,3,46,66,69,42,29,16,26,304,0,0,0,0,0,0,0,0,3,9,10,8,4,4,4,49
