SA2_MAINCODE_2016,C06_N_in_CF_1C,C06_N_in_CF_2C,C06_N_in_CF_3C,C06_N_in_Cou_fa_4mor_c,C06_N_in_CF_T,C06_1_149_CF_1C,C06_1_149_CF_2C,C06_1_149_CF_3C,C06_1_149_CF_4mC,C06_1_149_CF_T,C06_150_299_CF_1C,C06_150_299_CF_2C,C06_150_299_CF_3C,C06_150_299_CF_4mC,C06_150_299_CF_T,C06_300_399_CF_1C,C06_300_399_CF_2C,C06_300_399_CF_3C,C06_300_399_CF_4mC,C06_300_399_CF_T,C06_400_499_CF_1C,C06_400_499_CF_2C,C06_400_499_CF_3C,C06_400_499_CF_4mC,C06_400_499_CF_T,C06_500_649_CF_1C,C06_500_649_CF_2C,C06_500_649_CF_3C,C06_500_649_CF_4mC,C06_500_649_CF_T,C06_650_799_CF_1C,C06_650_799_CF_2C,C06_650_799_CF_3C,C06_650_799_CF_4mC,C06_650_799_CF_T,C06_800_999_CF_1C,C06_800_999_CF_2C,C06_800_999_CF_3C,C06_800_999_CF_4mC,C06_800_999_CF_T,C06_1000_1499_CF_1C,C06_1000_1499_CF_2C,C06_1000_1499_CF_3C,C06_1000_1499_CF_4mC,C06_1000_1499_CF_T,C06_1500_1999_CF_1C,C06_1500_1999_CF_2C,C06_1500_1999_CF_3C,C06_1500_1999_CF_4mC,C06_1500_1999_CF_T,C06_2000_2499_CF_1C,C06_2000_2499_CF_2C,C06_2000_2499_CF_3C,C06_2000_2499_CF_4mC,C06_2000_2499_CF_T,C06_2500_2999_CF_1C,C06_2500_2999_CF_2C,C06_2500_2999_CF_3C,C06_2500_2999_CF_4mC,C06_2500_2999_CF_T,C06_3000_3999_CF_1C,C06_3000_3999_CF_2C,C06_3000_3999_CF_3C,C06_3000_3999_CF_4mC,C06_3000_3999_CF_T,C06_4000m_CF_1C,C06_4000m_CF_2C,C06_4000m_CF_3C,C06_4000m_Cou_fa_4mo_ch,C06_4000m_CF_T,C06_Par_inc_st_CF_1C,C06_Par_inc_st_CF_2C,C06_Par_inc_st_CF_3C,C06_Par_inc_st_CF_4mC,C06_Par_inc_st_CF_T,C06_All_inc_ns_CF_1Ch,C06_All_inc_ns_CF_2C,C06_All_inc_ns_CF_3C,C06_All_inc_ns_CF_4mC,C06_All_inc_ns_CF_T,C06_Tot_CF_1C,C06_Tot_CF_2C,C06_Tot_CF_3C,C06_Tot_CF_4mC,C06_Tot_CF_T,C11_N_in_CF_1C,C11_N_in_CF_2C,C11_N_in_CF_3C,C11_N_in_Cou_fa_4mor_c,C11_N_in_CF_T,C11_1_149_CF_1C,C11_1_149_CF_2C,C11_1_149_CF_3C,C11_1_149_CF_4mC,C11_1_149_CF_T,C11_150_299_CF_1C,C11_150_299_CF_2C,C11_150_299_CF_3C,C11_150_299_CF_4mC,C11_150_299_CF_T,C11_300_399_CF_1C,C11_300_399_CF_2C,C11_300_399_CF_3C,C11_300_399_CF_4mC,C11_300_399_CF_T,C11_400_499_CF_1C,C11_400_499_CF_2C,C11_400_499_CF_3C,C11_400_499_CF_4mC,C11_400_499_CF_T,C11_500_649_CF_1C,C11_500_649_CF_2C,C11_500_649_CF_3C,C11_500_649_CF_4mC,C11_500_649_CF_T,C11_650_799_CF_1C,C11_650_799_CF_2C,C11_650_799_CF_3C,C11_650_799_CF_4mC,C11_650_799_CF_T,C11_800_999_CF_1C,C11_800_999_CF_2C,C11_800_999_CF_3C,C11_800_999_CF_4mC,C11_800_999_CF_T,C11_1000_1499_CF_1C,C11_1000_1499_CF_2C,C11_1000_1499_CF_3C,C11_1000_1499_CF_4mC,C11_1000_1499_CF_T,C11_1500_1999_CF_1C,C11_1500_1999_CF_2C,C11_1500_1999_CF_3C,C11_1500_1999_CF_4mC,C11_1500_1999_CF_T,C11_2000_2499_CF_1C,C11_2000_2499_CF_2C,C11_2000_2499_CF_3C,C11_2000_2499_CF_4mC,C11_2000_2499_CF_T,C11_2500_2999_CF_1C,C11_2500_2999_CF_2C,C11_2500_2999_CF_3C,C11_2500_2999_CF_4mC,C11_2500_2999_CF_T,C11_3000_3999_CF_1C,C11_3000_3999_CF_2C,C11_3000_3999_CF_3C,C11_3000_3999_CF_4mC,C11_3000_3999_CF_T,C11_4000m_CF_1C,C11_4000m_CF_2C,C11_4000m_CF_3C,C11_4000m_Cou_fa_4mo_ch,C11_4000m_CF_T,C11_Par_inc_st_CF_1C,C11_Par_inc_st_CF_2C,C11_Par_inc_st_CF_3C,C11_Par_inc_st_CF_4mC,C11_Par_inc_st_CF_T,C11_All_inc_ns_CF_1Ch,C11_All_inc_ns_CF_2C,C11_All_inc_ns_CF_3C,C11_All_inc_ns_CF_4mC,C11_All_inc_ns_CF_T,C11_Tot_CF_1C,C11_Tot_CF_2C,C11_Tot_CF_3C,C11_Tot_CF_4mC,C11_Tot_CF_T,C16_N_in_CF_1C,C16_N_in_CF_2C,C16_N_in_CF_3C,C16_N_in_Cou_fa_4mor_c,C16_N_in_CF_T,C16_1_149_CF_1C,C16_1_149_CF_2C,C16_1_149_CF_3C,C16_1_149_CF_4mC,C16_1_149_CF_T,C16_150_299_CF_1C,C16_150_299_CF_2C,C16_150_299_CF_3C,C16_150_299_CF_4mC,C16_150_299_CF_T,C16_300_399_CF_1C,C16_300_399_CF_2C,C16_300_399_CF_3C,C16_300_399_CF_4mC,C16_300_399_CF_T,C16_400_499_CF_1C,C16_400_499_CF_2C,C16_400_499_CF_3C,C16_400_499_CF_4mC,C16_400_499_CF_T,C16_500_649_CF_1C,C16_500_649_CF_2C,C16_500_649_CF_3C,C16_500_649_CF_4mC,C16_500_649_CF_T
107031143,0,0,0,3,8,3,6,0,0,4,10,7,0,0,19,6,3,5,0,11,38,14,16,8,66,72,49,18,8,143,44,69,14,9,136,74,57,41,6,182,208,224,104,31,571,139,168,61,14,380,90,85,26,5,206,47,42,22,6,119,21,31,15,4,66,3,9,6,0,25,103,108,72,26,312,17,16,6,4,40,875,873,398,128,2278,6,3,0,0,9,0,3,0,0,0,4,0,3,0,13,5,4,0,0,6,9,3,0,0,12,28,13,3,4,55,47,26,10,8,95,60,65,26,19,162,177,170,73,41,459,147,139,51,19,358,110,120,30,9,270,71,65,17,6,166,54,52,22,3,135,15,19,8,0,38,105,99,48,27,277,16,10,9,3,40,843,789,308,154,2094,5,5,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,3,0,8,11,6,3,0,18,7,3,3,0,20
107041144,5,0,0,0,6,0,0,3,0,3,4,3,0,0,9,6,3,3,0,14,17,5,3,6,32,44,33,13,0,85,39,34,20,9,99,52,56,19,3,127,172,201,66,21,457,121,165,70,19,375,79,124,46,9,261,53,90,38,4,190,48,77,36,3,162,10,22,15,5,50,80,146,54,26,304,11,12,4,3,29,744,966,394,106,2210,3,7,3,0,11,0,0,0,0,0,3,3,0,0,7,0,0,0,0,6,6,9,3,0,17,20,20,9,0,45,29,18,4,0,62,40,52,11,5,109,133,115,56,10,314,116,169,55,13,360,116,150,45,19,334,84,145,69,15,310,107,149,51,9,317,49,52,30,5,139,86,131,48,12,276,7,10,3,3,25,812,1032,388,89,2325,4,0,0,3,9,3,0,0,0,6,0,0,0,0,0,4,0,0,0,4,5,7,3,0,23,18,7,3,3,27
107041145,0,3,3,0,5,0,3,3,0,5,8,0,0,0,8,6,4,0,0,8,13,7,10,3,33,37,22,6,4,70,24,21,11,3,64,44,67,11,3,128,165,152,55,26,394,93,158,56,16,318,83,60,23,7,174,46,55,39,6,141,14,38,17,0,70,3,10,4,0,16,66,94,39,17,215,4,5,3,3,21,598,703,277,94,1678,0,0,0,0,3,0,0,0,0,0,5,0,0,0,7,0,0,0,0,0,0,4,0,0,4,17,12,4,3,42,18,16,11,0,49,33,28,9,3,67,105,97,35,10,245,102,123,63,19,306,88,101,36,13,230,56,91,32,5,190,57,84,32,11,181,24,30,16,3,73,63,84,38,16,203,12,5,3,3,19,572,672,279,86,1610,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,9,5,0,0,18,8,3,5,4,26
107041146,3,0,0,0,5,7,3,0,0,12,5,0,0,3,9,8,4,0,0,14,13,7,0,0,19,35,22,22,0,84,31,22,12,8,72,66,35,12,6,125,183,198,82,28,487,131,204,84,23,442,105,162,52,12,336,96,135,55,11,297,63,109,36,9,212,13,38,11,3,70,111,129,46,31,320,7,0,3,0,14,886,1080,426,132,2515,3,3,3,0,10,0,5,0,0,5,0,3,5,0,11,4,7,3,3,16,8,9,3,0,20,17,14,8,4,45,21,17,8,3,43,44,27,16,10,94,145,100,48,10,307,105,161,51,16,338,119,193,55,20,389,92,162,70,21,347,114,212,67,12,404,41,85,40,9,173,98,116,47,24,283,6,7,9,3,18,822,1127,424,128,2504,0,6,0,0,8,0,0,0,0,3,4,3,0,0,7,0,0,0,0,3,8,7,3,3,26,9,6,4,4,24
107041147,0,3,0,0,3,3,0,0,0,3,3,0,0,0,4,0,0,0,0,3,3,0,0,0,4,12,6,3,4,25,11,11,3,3,24,16,15,12,3,48,64,139,56,11,268,79,113,43,13,255,42,70,26,13,147,36,79,32,5,163,36,41,18,11,100,14,20,4,4,36,51,78,44,22,203,9,6,5,0,16,373,583,253,89,1300,0,0,0,0,3,0,3,0,0,3,0,3,0,0,3,0,3,0,0,3,4,0,0,0,3,0,4,0,0,11,5,3,5,3,17,5,14,3,0,28,54,67,18,5,147,57,105,47,6,215,55,102,33,3,197,52,88,34,11,191,68,101,30,12,215,18,48,20,6,96,50,76,46,10,187,0,0,8,0,11,382,622,254,63,1324,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,5,0,0,0,7
107041148,3,0,0,0,3,3,0,0,0,3,3,0,0,0,3,0,3,0,0,9,5,3,0,0,4,14,5,8,0,29,17,4,0,0,27,20,20,9,0,57,74,97,42,12,228,73,102,50,11,228,67,66,23,4,164,47,86,23,5,159,54,71,24,7,155,15,22,11,4,49,58,104,43,10,210,3,6,4,7,19,453,595,242,64,1352,3,4,0,0,5,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,3,5,0,13,3,3,4,0,15,12,12,8,0,30,56,61,17,3,142,58,75,45,10,185,50,86,39,10,183,71,108,43,15,241,91,137,46,9,284,46,45,15,8,113,66,84,41,14,204,3,9,0,0,13,462,633,270,70,1439,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,11,0,0,9
107041150,0,3,0,0,4,3,3,0,0,9,8,0,4,0,11,0,4,0,0,11,11,5,0,0,15,26,20,6,0,51,31,28,12,5,75,31,51,20,7,110,151,182,68,28,426,124,191,84,26,425,100,119,49,4,275,67,132,48,11,256,47,73,41,6,175,21,21,3,0,49,85,125,69,19,301,8,11,4,3,35,718,974,413,110,2214,5,0,0,0,5,0,0,0,0,0,3,3,0,0,5,0,0,0,0,3,3,3,0,0,5,19,6,3,0,26,13,12,7,0,35,31,26,14,3,77,114,111,34,12,276,117,160,68,17,357,126,175,70,18,387,106,149,76,24,357,125,208,62,14,410,57,62,32,8,162,85,105,51,23,261,10,9,5,0,22,819,1040,422,121,2399,3,0,0,0,3,0,0,3,0,3,3,3,0,0,3,0,0,0,0,6,3,0,0,0,9,9,8,0,3,12
107041548,0,0,0,0,0,3,0,0,0,4,10,3,0,0,14,0,0,0,0,0,9,10,3,0,18,17,6,0,3,24,12,13,0,0,21,10,7,4,3,23,63,38,10,3,112,33,28,7,0,63,19,22,0,0,44,39,22,6,0,73,15,16,9,0,38,7,10,0,0,20,34,26,13,9,75,4,3,0,0,8,284,194,44,17,540,0,0,0,0,6,0,3,0,0,0,3,0,0,0,4,3,0,0,0,4,6,5,0,0,10,10,6,0,0,19,21,6,9,0,40,18,6,0,7,31,46,39,9,3,98,53,34,5,0,93,43,15,10,0,68,26,15,9,0,53,41,35,8,0,83,18,16,10,3,36,32,25,6,0,73,7,4,0,0,11,343,222,62,17,642,4,4,0,0,9,0,0,0,0,3,0,0,0,0,3,3,0,0,0,3,6,8,8,3,25,5,4,0,0,6
107041549,5,0,0,0,5,5,0,0,0,5,3,3,0,0,6,5,6,0,0,14,14,3,5,0,26,45,27,8,7,86,25,21,14,5,66,36,24,12,3,74,120,119,41,7,293,74,111,43,5,239,57,54,15,0,123,40,55,24,3,120,21,40,27,6,88,8,17,3,4,32,72,95,39,21,218,5,8,3,0,16,528,587,229,64,1411,6,4,0,0,7,0,0,0,0,4,4,4,4,0,11,5,3,0,0,8,11,6,3,0,20,20,22,8,3,48,39,17,8,4,70,36,23,10,7,83,103,69,30,7,208,85,90,35,4,215,86,88,27,11,214,62,83,21,3,165,65,111,31,8,213,19,37,22,7,76,63,75,38,12,181,11,3,0,0,10,611,627,238,82,1553,0,0,0,3,6,0,3,0,0,3,3,7,3,0,6,3,0,0,0,3,14,4,4,3,32,13,11,0,3,34
108011151,4,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,3,3,0,10,3,9,0,0,11,15,11,9,3,44,17,10,12,0,31,15,11,9,0,40,50,52,24,5,137,34,24,17,5,72,4,13,3,3,27,3,3,0,0,6,3,0,0,0,3,0,0,0,0,0,13,24,22,7,71,3,3,0,0,10,169,165,98,26,464,0,0,0,0,3,0,0,0,0,0,4,3,0,0,11,0,0,0,0,0,3,0,0,0,3,10,14,4,0,27,14,12,3,0,28,37,13,7,3,59,40,49,17,9,114,25,25,15,6,74,17,17,6,5,42,15,13,3,6,30,6,14,9,0,29,3,3,0,0,4,41,33,12,3,89,3,3,3,0,8,206,200,81,30,523,3,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,10,3,0,0,7,0,0,0,0,3
108011152,0,4,0,0,7,3,3,0,0,3,3,3,0,0,8,3,5,0,0,9,13,12,0,3,29,51,24,12,0,94,32,25,5,3,66,37,40,18,8,109,93,150,56,14,315,55,68,25,3,153,25,37,16,3,82,14,15,8,3,47,16,12,13,0,41,3,5,4,0,10,53,72,21,11,158,6,4,5,0,15,409,479,187,54,1137,0,3,0,0,5,0,0,0,0,3,0,3,0,0,6,4,0,0,0,6,5,3,0,0,17,27,12,3,0,47,18,15,7,0,45,42,36,4,6,83,93,94,39,11,237,62,62,35,9,174,41,46,27,3,111,22,27,16,0,69,20,26,16,0,57,11,10,4,0,20,46,66,29,10,151,4,10,3,0,17,398,411,180,58,1048,7,3,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,3,4,0,11,7,4,0,0,16
108011153,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,4,7,0,0,13,6,5,9,3,20,19,29,10,5,62,23,20,10,3,56,16,28,12,6,69,51,52,18,8,132,18,35,15,3,66,12,6,3,0,28,9,4,0,0,9,3,6,0,0,5,0,0,0,0,4,32,37,16,12,93,3,5,3,0,13,190,238,95,46,572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,7,0,0,8,12,12,3,0,23,11,9,6,0,28,16,26,12,6,64,48,47,24,13,135,33,41,14,3,90,11,21,6,0,36,7,9,3,3,19,6,4,0,0,9,3,0,0,0,5,25,33,18,15,88,3,3,0,0,14,183,222,81,40,525,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,3,0,0,0,3,7,0,0,0,7,0,0,0,0,9
108011154,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,3,0,5,0,11,13,12,5,0,34,10,10,3,0,23,16,16,11,3,45,40,29,21,11,105,15,23,8,0,43,6,9,0,0,15,4,3,0,0,5,6,3,0,0,10,0,0,0,0,0,27,16,8,3,51,0,3,0,0,4,148,125,63,20,356,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,5,3,0,0,7,9,3,0,0,21,7,5,9,3,26,9,12,3,0,26,43,29,17,3,90,17,15,8,3,45,11,16,3,4,38,3,3,3,0,8,6,3,0,0,12,3,0,0,0,3,22,13,3,3,40,3,3,0,0,8,140,121,56,20,332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,3,0,10,0,6,0,0,10
108021155,0,0,0,0,0,3,0,0,0,5,7,3,4,0,13,15,3,0,0,16,26,11,10,3,44,47,37,21,7,109,30,37,13,5,91,55,42,23,15,135,120,139,64,33,357,60,67,28,7,160,28,25,13,3,66,10,10,6,0,28,7,8,4,0,21,0,3,0,0,4,45,53,35,18,148,4,12,7,4,29,445,450,226,112,1229,0,0,0,0,3,3,0,0,0,6,5,3,0,0,6,3,0,3,0,5,3,8,0,0,10,18,14,4,0,37,33,24,6,7,67,44,43,22,7,114,119,92,61,40,307,67,72,34,25,204,27,49,25,9,110,23,28,12,0,56,11,15,11,3,39,3,5,3,0,18,65,59,32,25,178,9,9,4,7,21,429,419,213,126,1186,0,0,0,0,0,0,0,0,0,3,3,0,0,0,6,3,0,0,0,3,6,3,3,0,16,5,8,3,0,12
108021156,0,0,0,0,6,3,3,0,0,3,5,3,3,0,11,3,4,0,0,14,33,15,7,4,62,35,37,14,6,97,38,19,10,3,69,46,31,15,8,105,93,104,41,17,256,31,49,11,8,102,15,28,5,3,57,11,10,8,3,29,4,7,0,0,7,3,0,0,0,3,45,38,32,14,125,4,3,7,0,16,369,362,162,75,961,3,5,3,0,10,3,0,0,0,6,4,3,3,3,13,3,3,3,0,12,0,0,0,0,9,17,16,11,8,56,29,17,6,8,63,26,24,15,6,76,73,71,27,23,188,46,41,13,4,113,23,28,19,0,71,16,25,12,0,50,8,16,4,0,32,3,0,0,0,8,53,38,31,10,131,10,4,0,0,20,328,297,155,67,838,0,0,0,0,0,3,0,0,0,4,3,5,0,0,10,3,0,0,0,3,4,3,4,0,8,7,7,4,3,18
108021157,0,0,0,0,3,0,0,0,0,3,4,0,0,0,4,4,0,0,0,7,9,6,3,0,13,12,20,6,4,37,17,17,12,3,51,17,21,9,5,52,44,43,16,10,113,11,16,9,3,29,3,8,3,3,14,0,6,0,0,7,7,3,0,0,7,0,0,0,0,0,15,19,4,9,45,0,3,0,0,3,133,158,68,35,391,0,0,0,0,0,0,3,0,0,3,4,3,0,0,3,0,0,0,0,0,6,0,0,0,8,10,3,4,3,21,11,9,4,0,24,14,19,11,3,50,35,37,14,7,99,19,30,18,4,63,10,7,7,3,31,3,0,7,0,14,3,6,0,0,4,3,0,0,0,3,25,17,7,4,56,0,0,3,0,3,137,142,69,31,374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,0,0,11,3,3,0,0,7
108021158,3,0,0,0,3,3,0,0,0,7,4,3,0,0,3,4,3,0,0,8,10,9,3,0,28,25,26,6,3,69,21,8,8,0,36,19,15,11,3,46,40,52,11,7,111,23,16,6,0,47,6,15,8,0,28,5,3,0,0,8,4,4,0,0,5,0,0,0,0,3,25,24,11,7,69,7,3,0,3,7,200,179,61,25,470,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,15,8,3,3,29,12,4,3,4,23,21,14,6,6,47,48,38,24,5,118,24,23,11,5,68,19,20,3,0,47,13,9,0,0,24,9,6,7,0,18,5,0,0,0,7,24,12,9,6,47,3,5,0,0,6,186,154,72,30,439,0,0,0,0,0,3,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,0,0,0,5
108021159,0,0,0,0,4,5,0,0,0,6,10,5,5,0,12,5,3,0,0,10,18,12,0,10,38,45,23,6,3,81,17,28,14,4,58,22,30,10,5,74,63,77,40,19,201,16,23,7,6,59,12,6,6,0,20,8,8,0,3,17,7,3,0,0,8,0,0,0,0,3,29,56,21,17,114,3,3,0,0,9,249,281,117,72,719,0,3,0,0,5,0,0,0,0,0,3,3,0,0,6,8,3,0,0,7,4,3,0,0,7,15,13,3,9,39,24,22,4,3,58,24,32,4,5,65,55,73,35,15,184,33,31,23,18,97,20,21,16,8,66,9,14,4,0,26,7,12,0,0,26,6,3,3,0,13,37,30,28,9,105,3,3,0,0,6,254,270,126,69,717,4,0,0,0,8,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,8,7,0,3,16,0,7,4,0,10
108021160,3,0,0,0,3,0,0,0,0,3,3,0,0,0,5,3,3,0,0,3,4,3,4,0,11,18,17,3,0,44,16,7,5,6,30,13,13,5,0,34,35,46,15,3,97,21,13,8,0,47,11,12,7,0,29,8,0,0,0,7,3,6,0,0,4,0,3,0,0,3,15,18,12,3,49,5,3,0,0,10,149,149,61,16,372,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,12,0,4,0,19,6,11,3,7,23,16,8,6,3,37,30,36,21,4,94,18,24,9,4,54,19,23,7,3,51,10,3,4,0,22,9,8,3,0,16,3,6,0,0,7,18,16,13,8,56,0,4,3,0,8,160,133,85,27,404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,3,0,0,3
108031161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,8,4,3,0,12,0,3,0,0,5,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,9,5,0,0,13,0,0,0,0,0,19,11,3,3,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,11,9,4,0,0,8,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,7,0,0,0,0,0,19,22,3,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108041162,3,0,0,0,5,0,0,0,0,3,5,3,0,0,12,0,0,0,0,3,27,16,9,3,48,45,25,20,4,100,51,31,14,0,104,62,56,26,4,150,115,190,72,23,407,62,94,34,3,193,25,33,22,0,80,12,20,8,0,41,6,13,6,0,25,0,3,0,0,3,75,72,46,24,216,15,10,0,3,26,516,570,252,71,1406,0,5,0,0,8,0,0,0,0,0,4,0,4,0,11,6,0,3,0,13,9,7,0,0,18,24,15,8,3,43,36,30,15,0,78,55,50,29,5,137,140,116,59,26,339,81,123,43,15,252,52,65,37,6,160,24,43,11,3,82,21,44,14,9,91,5,7,4,0,13,80,71,47,7,206,10,3,3,0,16,535,574,271,73,1459,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,0,4,0,13,12,4,3,0,21
108041163,0,0,0,0,0,0,3,0,0,4,3,3,0,0,13,7,8,3,3,18,19,19,4,0,40,59,56,15,8,135,40,44,17,9,113,77,80,38,9,211,221,314,145,44,724,139,207,62,15,426,83,129,36,13,262,50,70,32,7,157,23,48,15,6,94,11,11,3,4,36,91,127,57,34,308,5,3,0,0,10,838,1124,432,152,2551,3,0,0,0,5,0,0,0,0,0,7,0,0,0,6,3,3,3,0,12,7,5,3,0,20,26,22,10,3,60,46,41,19,7,115,60,65,15,13,155,213,189,90,38,526,130,181,67,33,419,105,166,52,19,343,87,125,54,13,283,97,143,48,11,297,25,39,16,0,76,98,168,59,22,346,9,14,3,0,21,912,1163,454,161,2701,3,3,3,0,11,0,0,3,0,3,0,0,0,4,3,3,0,0,0,4,4,5,0,0,10,10,10,3,0,25
108041164,0,3,0,0,3,9,3,0,0,11,5,3,3,0,9,3,3,0,0,6,9,4,7,0,21,39,39,13,3,94,38,28,11,3,84,49,35,19,3,105,118,124,41,13,300,55,41,24,5,129,30,28,13,6,79,20,19,3,0,38,11,8,4,0,26,3,4,4,0,10,49,53,21,11,127,7,6,3,0,12,445,396,169,52,1059,0,0,0,0,0,0,0,0,0,0,3,7,0,0,9,3,0,0,0,0,10,0,3,0,8,18,7,6,5,34,31,26,10,5,69,43,34,14,3,101,116,102,41,13,275,74,93,23,7,199,45,55,15,7,131,31,31,19,3,87,22,28,10,3,69,10,14,3,0,27,50,65,24,14,155,11,9,0,0,25,475,480,167,73,1189,3,0,0,0,3,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,3,0,0,5,8,6,0,0,12
108041165,0,0,0,0,0,0,3,0,0,3,3,3,3,0,7,5,0,3,0,6,11,6,5,0,26,18,22,7,3,49,11,19,5,6,37,24,19,10,5,63,53,62,28,9,149,38,33,12,4,90,12,16,3,3,38,10,4,4,0,20,8,6,3,0,11,0,0,0,0,3,24,32,19,15,85,3,4,0,0,10,217,235,105,40,594,0,3,0,0,5,0,0,0,0,0,3,0,0,0,3,0,0,0,3,4,3,4,0,0,10,6,4,3,3,17,21,12,4,3,34,17,12,9,0,46,38,63,19,9,128,36,30,16,8,82,33,18,10,0,61,6,17,7,0,31,5,20,0,0,27,6,4,3,0,6,38,32,20,3,97,5,5,0,0,11,219,224,97,36,569,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,6,0,0,7,0,3,0,0,9
108041166,0,0,0,0,3,0,0,0,0,5,3,4,3,0,10,0,4,0,0,6,10,6,7,0,21,36,32,8,5,76,31,49,13,6,95,36,53,22,7,118,87,153,58,24,322,61,67,29,6,159,20,27,11,5,65,9,14,3,3,33,9,10,3,0,23,3,3,0,0,5,52,58,22,13,151,5,13,0,0,18,365,479,194,72,1106,0,0,0,0,3,0,0,0,0,3,3,0,0,3,7,0,3,0,0,5,7,0,0,0,11,18,11,11,0,35,34,29,9,5,73,29,33,15,10,88,88,102,37,21,251,62,60,43,20,184,40,48,21,3,121,21,28,23,3,75,18,35,12,9,72,14,10,5,0,26,38,67,25,13,137,6,6,3,0,19,380,431,206,83,1097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,6,0,3,0,3,10
108051167,0,0,0,0,5,0,0,0,0,4,3,3,0,0,6,3,5,0,0,10,8,3,0,0,15,12,11,10,0,41,16,12,3,0,31,22,30,6,5,63,37,52,25,7,121,23,33,15,3,71,13,8,3,0,24,7,14,4,0,24,3,4,0,0,12,3,0,0,0,3,20,25,24,6,71,3,0,3,3,11,173,197,96,29,496,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,4,0,0,6,0,3,0,0,8,9,8,5,0,21,9,3,0,0,17,14,14,7,0,36,36,41,15,7,92,28,26,11,4,71,17,12,4,3,42,15,19,8,4,40,10,9,3,0,23,3,5,0,0,5,23,29,15,6,73,5,7,0,0,9,171,177,71,32,456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,3,0,10
108051168,0,0,0,0,0,0,0,0,0,3,4,5,0,0,5,3,0,0,0,4,7,3,0,3,13,29,19,7,3,51,20,17,13,9,55,37,38,16,0,94,79,102,50,14,245,62,67,36,5,173,31,22,6,3,69,18,18,6,3,44,10,12,4,0,22,0,3,0,0,4,43,69,31,7,152,3,5,0,4,15,343,384,168,50,951,0,0,0,0,0,0,0,0,0,0,4,3,0,0,6,0,0,0,0,4,0,3,6,0,11,8,10,3,0,26,23,16,8,0,41,25,25,16,0,68,83,93,30,12,217,46,59,35,8,139,44,63,23,10,141,22,26,15,0,63,26,25,16,4,66,4,8,4,3,18,59,54,21,15,149,8,4,3,0,11,347,386,174,60,967,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,3,0,12,9,3,4,0,14
