SA2_MAINCODE_2016,C11_C_Lat_Da_Saint_0_14,C11_C_Lat_Da_Saint_15_24,C11_C_Lat_Da_Saint_25_34,C11_C_Lat_Da_Saint_35_44,C11_C_Lat_Da_Saint_45_54,C11_C_Lat_Da_Saint_55_64,C11_C_Lat_Da_Saint_65_74,C11_C_Lat_Da_Saint_75_84,C11_C_Lat_Da_Saint_85ov,C11_C_Lat_Da_Saint_Tot,C11_C_Luthe_0_14,C11_C_Luthe_15_24,C11_C_Luthe_25_34,C11_C_Luthe_35_44,C11_C_Luthe_45_54,C11_C_Luthe_55_64,C11_C_Luthe_65_74,C11_C_Luthe_75_84,C11_C_Luthe_85ov,C11_C_Luthe_Tot,C11_C_Ori_Orth_0_14,C11_C_Ori_Orth_15_24,C11_C_Ori_Orth_25_34,C11_C_Ori_Orth_35_44,C11_C_Ori_Orth_45_54,C11_C_Ori_Orth_55_64,C11_C_Ori_Orth_65_74,C11_C_Ori_Orth_75_84,C11_C_Ori_Orth_85ov,C11_C_Ori_Orth_To,C11_C_Oth_Prot_0_14,C11_C_Oth_Prot_15_24,C11_C_Oth_Prot_25_34,C11_C_Oth_Prot_35_44,C11_C_Oth_Prot_45_54,C11_C_Oth_Prot_55_64,C11_C_Oth_Prot_65_74,C11_C_Oth_Prot_75_84,C11_C_Oth_Prot_85ov,C11_C_Oth_Prot_Tot,C11_C_Pentec_0_14,C11_C_Pentec_15_24,C11_C_Pentec_25_34,C11_C_Pentec_35_44,C11_C_Pentec_45_54,C11_C_Pentec_55_64,C11_C_Pentec_65_74,C11_C_Pentec_75_84,C11_C_Pentec_85ov,C11_C_Pentec_Tot,C11_C_Pres_Ref_0_14,C11_C_Pres_Ref_15_24,C11_C_Pres_Ref_25_34,C11_C_Pres_Ref_35_44,C11_C_Pres_Ref_45_54,C11_C_Pres_Ref_55_64,C11_C_Pres_Ref_65_74,C11_C_Pres_Ref_75_84,C11_C_Pres_Ref_85ov,C11_C_Pres_Ref_Tot,C11_C_Sal_Army_0_14,C11_C_Sal_Army_15_24,C11_C_Sal_Army_25_34,C11_C_Sal_Army_35_44,C11_C_Sal_Army_45_54,C11_C_Sal_Army_55_64,C11_C_Sal_Army_65_74,C11_C_Sal_Army_75_84,C11_C_Sal_Army_85ov,C11_C_Sal_Army_Tot,C11_C_Sev_day_Adv_0_14,C11_C_Sev_day_Adv_15_24,C11_C_Sev_day_Adv_25_34,C11_C_Sev_day_Adv_35_44,C11_C_Sev_day_Adv_45_54,C11_C_Sev_day_Adv_55_64,C11_C_Sev_day_Adv_65_74,C11_C_Sev_day_Adv_75_84,C11_C_Sev_day_Adv_85oe,C11_C_Sev_day_Adv_Tot,C11_C_Unit_Chur_0_14,C11_C_Unit_Chur_15_24,C11_C_Unit_Chur_25_34,C11_C_Unit_Chur_35_44,C11_C_Unit_Chur_45_54,C11_C_Unit_Chur_55_64,C11_C_Unit_Chur_65_74,C11_C_Unit_Chur_75_84,C11_C_Unit_Chur_85ov,C11_C_Unit_Chur_Tot,C11_C_Christi_nfd_0_14,C11_C_Christi_nfd_15_24,C11_C_Christi_nfd_25_34,C11_C_Christi_nfd_35_44,C11_C_Christi_nfd_45_54,C11_C_Christi_nfd_55_64,C11_C_Christi_nfd_65_74,C11_C_Christi_nfd_75_84,C11_C_Christi_nfd_85ov,C11_C_Christi_nfd_Tot,C11_C_Oth_Chris_0_14,C11_C_Oth_Chris_15_24,C11_C_Oth_Chris_25_34,C11_C_Oth_Chris_35_44,C11_C_Oth_Chris_45_54,C11_C_Oth_Chris_55_64,C11_C_Oth_Chris_65_74,C11_C_Oth_Chris_75_84,C11_C_Oth_Chris_85ov,C11_C_Oth_Chris_Tot,C11_Christia_Tot_0_14,C11_Christia_Tot_15_24,C11_Christia_Tot_25_34,C11_Christia_Tot_35_44,C11_Christia_Tot_45_54,C11_Christia_Tot_55_64,C11_Christia_Tot_65_74,C11_Christia_Tot_75_84,C11_Christia_Tot_85ov,C11_Christ_T_T,C11_Hinduism_0_14,C11_Hinduism_15_24,C11_Hinduism_25_34,C11_Hinduism_35_44,C11_Hinduism_45_54,C11_Hinduism_55_64,C11_Hinduism_65_74,C11_Hinduism_75_84,C11_Hinduism_85ov,C11_Hinduism_Tot,C11_Islam_0_14,C11_Islam_15_24,C11_Islam_25_34,C11_Islam_35_44,C11_Islam_45_54,C11_Islam_55_64,C11_Islam_65_74,C11_Islam_75_84,C11_Islam_85ov,C11_Islam_Tot,C11_Judaism_0_14,C11_Judaism_15_24,C11_Judaism_25_34,C11_Judaism_35_44,C11_Judaism_45_54,C11_Judaism_55_64,C11_Judaism_65_74,C11_Judaism_75_84,C11_Judaism_85ov,C11_Judaism_Tot,C11_OR_AusAborTrad_0_14,C11_OR_AusAborTrad15_24,C11_OR_AusAborTrad25_34,C11_OR_AusAborTrad35_44,C11_OR_AusAborTrad45_54,C11_OR_AusAborTrad55_64,C11_OR_AusAborTrad65_74,C11_OR_AusAborTrad75_84,C11_OR_AusAborTrad85oe,C11_OR_AusAborTrade_Tot,C11_OR_Sikh_0_14,C11_OR_Sikh_15_24,C11_OR_Sikh_25_34,C11_OR_Sikh_35_44,C11_OR_Sikh_45_54,C11_OR_Sikh_55_64,C11_OR_Sikh_65_74,C11_OR_Sikh_75_84,C11_OR_Sikh_85oe,C11_OR_Sikh_Tot,C11_OR_Ot_Re_Gr_0_14,C11_OR_Ot_Re_Gr_15_24,C11_OR_Ot_Re_Gr_25_34,C11_OR_Ot_Re_Gr_35_44,C11_OR_Ot_Re_Gr_45_54,C11_OR_Ot_Re_Gr_55_64,C11_OR_Ot_Re_Gr_65_74,C11_OR_Ot_Re_Gr_75_84,C11_OR_Ot_Re_Gr_85ov,C11_OR_Ot_Re_Gr_Tot,C11_OthRel_T_0_14,C11_OthRel_T_15_24,C11_OthRel_T_25_34,C11_OthRel_T_35_44,C11_OthRel_T_45_54,C11_OthRel_T_55_64,C11_OthRel_T_65_74,C11_OthRel_T_75_84,C11_OthRel_T_85ov,C11_OthRel_T_T,C11_SBOSB_N_RA_0_14,C11_SBOSB_N_RA_15_24,C11_SBOSB_N_RA_25_34,C11_SBOSB_N_RA_35_44,C11_SBOSB_N_RA_45_54,C11_SBOSB_N_RA_55_64,C11_SBOSB_N_RA_65_74,C11_SBOSB_N_RA_75_84,C11_SBOSB_N_RA_85ov,C11_SBOSB_N_RA_Tot
104021088,4,0,3,0,3,0,0,0,0,10,4,4,4,6,6,11,16,6,3,59,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,8,51,22,18,24,22,23,4,3,0,167,19,16,10,40,75,68,51,17,6,302,6,6,9,0,3,7,4,0,0,36,6,5,0,4,4,4,6,3,0,29,39,22,13,26,68,64,35,19,8,293,71,36,20,32,39,39,16,3,3,246,3,3,0,0,3,0,0,0,0,9,875,484,325,656,796,835,492,212,65,4732,0,6,3,0,8,3,0,0,0,16,0,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,12,10,11,0,8,3,3,0,0,41,11,3,5,7,4,12,0,0,0,44,22,11,16,5,15,9,0,0,0,85,516,309,224,310,300,283,124,50,11,2116
104021089,0,0,0,4,4,3,3,0,3,26,18,3,0,16,13,13,16,11,6,88,0,0,0,0,0,0,0,0,0,0,4,3,3,5,11,7,7,3,3,43,75,54,28,41,77,69,20,8,8,381,69,58,44,90,144,171,132,86,43,845,11,3,3,5,17,5,12,3,0,58,7,8,5,3,12,11,7,10,0,75,120,83,52,88,144,138,110,69,32,844,117,105,44,68,75,62,40,13,10,534,3,0,4,3,4,5,6,3,0,27,2230,1464,966,1530,2067,1943,1423,924,360,12917,7,0,7,0,4,0,0,0,0,21,3,6,0,3,11,3,0,0,0,24,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,4,8,11,4,8,0,4,0,3,4,50,14,6,6,12,16,8,6,0,0,72,26,14,15,23,16,12,10,3,3,124,1138,664,524,534,533,465,237,80,27,4191
104021090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,9,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,3,3,7,0,3,0,24,26,14,6,21,39,38,40,19,11,215,0,0,0,0,0,5,0,0,0,10,0,0,0,0,0,0,3,5,0,11,41,21,15,24,42,57,48,33,14,297,26,14,10,6,18,15,11,12,0,119,0,0,0,0,0,0,0,0,0,3,422,259,147,304,481,527,481,333,91,3041,0,0,6,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0,0,0,12,8,0,4,3,0,3,0,0,0,16,246,122,97,119,162,164,80,42,11,1041
104021091,0,0,0,0,0,0,4,0,0,5,3,3,5,3,8,7,13,7,0,63,3,0,0,0,0,0,0,0,0,7,0,0,0,0,3,4,0,0,0,6,29,12,13,15,13,21,3,0,0,107,37,24,22,42,81,75,87,46,15,437,0,3,0,3,9,3,5,8,0,31,0,0,0,0,0,3,3,0,0,11,48,42,29,44,76,106,64,63,24,502,62,32,18,36,42,38,14,5,3,249,3,0,0,3,0,0,0,0,0,11,1027,567,495,712,1088,1176,869,569,197,6711,3,5,9,3,0,3,0,0,0,25,12,4,3,6,4,3,0,0,0,34,0,0,0,0,0,3,0,0,0,4,3,0,7,3,3,0,0,0,0,17,146,106,162,95,73,55,17,34,7,705,15,0,5,10,7,8,4,4,0,61,172,112,175,111,87,62,20,37,7,777,745,401,309,349,364,370,165,74,18,2793
105011092,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,0,4,0,15,5,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,18,10,3,8,13,3,4,0,0,61,19,4,13,16,19,30,29,14,0,143,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,0,0,0,9,14,8,5,13,20,15,7,0,0,76,22,16,15,14,11,5,0,3,0,79,0,0,0,0,0,0,0,0,0,0,721,398,366,428,492,353,213,146,26,3139,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,3,3,0,0,0,12,194,82,88,73,63,32,12,9,0,548
105011093,0,0,3,0,0,0,0,0,0,6,9,6,3,7,8,0,0,3,0,31,0,0,3,0,0,0,0,0,0,3,3,0,0,4,3,0,0,0,0,12,3,0,3,3,6,3,0,0,0,21,3,8,7,10,33,37,13,6,0,121,0,0,3,0,0,4,0,0,0,4,0,0,0,0,3,0,3,0,0,14,66,33,40,44,58,47,43,12,6,355,16,6,7,5,6,5,0,0,0,49,0,0,4,0,3,3,0,0,0,9,702,414,451,451,570,431,288,158,52,3510,0,0,4,0,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,9,0,0,3,0,3,3,0,0,0,9,204,117,122,86,69,36,7,3,3,652
105011094,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,17,15,24,19,60,47,30,28,14,252,0,0,0,0,0,3,0,0,0,9,0,3,0,0,4,0,0,0,0,5,22,10,23,23,19,30,13,18,3,166,3,9,4,3,0,11,3,3,0,28,0,0,0,0,0,0,0,0,0,0,712,391,354,426,522,481,353,235,67,3552,0,0,0,0,0,0,0,0,0,0,5,3,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,3,0,0,0,0,6,118,71,46,33,37,23,8,9,0,346
105011095,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,4,3,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,10,0,5,0,0,0,0,0,18,19,19,21,39,52,59,45,33,8,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,38,19,53,45,46,52,23,7,332,13,4,6,3,10,5,3,0,0,47,0,0,0,0,0,0,0,0,0,0,928,446,393,579,620,535,526,269,85,4379,0,0,0,0,0,0,0,0,0,0,8,0,0,5,0,0,4,0,0,23,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,10,0,3,0,0,0,0,0,0,10,122,59,66,57,38,36,12,0,0,387
105011096,3,3,0,0,0,0,0,0,0,11,4,3,4,7,12,18,13,3,0,60,0,0,0,0,0,0,0,0,0,0,3,5,3,3,3,0,5,0,0,24,0,0,0,0,0,0,0,0,0,5,29,15,27,37,62,66,34,16,5,291,4,0,3,9,3,6,0,0,0,23,4,0,0,3,0,3,4,3,0,23,11,8,14,17,23,28,32,8,0,136,21,0,6,9,9,15,8,0,0,78,0,0,0,0,0,0,0,0,0,3,944,462,499,606,714,762,561,237,61,4847,0,0,4,3,3,0,0,0,0,9,3,0,5,3,0,0,5,0,0,18,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,6,0,0,0,12,3,0,3,3,0,3,0,0,0,19,296,167,137,143,143,131,67,26,7,1122
105021097,12,11,14,10,5,7,3,5,0,63,45,15,20,25,23,29,28,16,3,208,0,0,0,0,0,0,0,0,0,0,5,0,5,3,6,0,7,0,0,25,20,13,7,10,15,15,5,3,0,93,13,12,9,22,28,53,41,37,8,219,21,29,7,23,62,39,23,23,7,238,0,3,3,0,3,7,10,5,3,38,207,171,110,192,370,448,386,329,114,2314,47,33,28,35,44,37,21,6,0,253,0,0,0,0,0,0,0,0,0,0,1395,1036,905,1202,1797,1857,1366,1073,354,10984,8,0,13,8,0,0,0,0,0,30,12,0,4,4,0,0,3,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,4,9,6,4,7,10,0,0,0,43,9,4,4,8,7,10,0,0,0,46,1378,820,659,623,636,474,212,122,33,4966
105021098,0,0,0,0,0,0,0,0,0,3,3,5,3,5,8,4,5,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,7,0,0,0,17,6,3,3,6,14,24,21,3,3,81,3,0,0,3,0,3,3,0,0,20,0,0,0,0,0,0,0,0,0,3,29,18,19,32,35,54,24,9,0,220,8,3,3,3,5,0,4,0,0,29,0,0,0,0,0,0,0,0,0,0,373,198,211,252,283,327,192,67,11,1914,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,12,3,3,0,6,3,0,0,0,0,12,124,64,84,71,68,55,24,11,0,505
105031099,4,0,0,3,0,0,0,0,0,8,3,0,0,4,3,6,10,4,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,13,0,3,3,10,7,3,3,0,32,44,21,43,58,62,115,82,52,31,505,0,3,0,3,4,0,0,0,0,16,7,4,0,4,4,5,3,3,3,35,47,27,21,31,56,68,41,42,19,359,43,20,13,18,22,18,19,8,3,156,0,0,0,0,0,5,6,3,0,12,1078,530,443,662,856,1014,779,513,209,6074,0,0,0,0,3,3,0,0,0,4,5,0,3,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,4,3,7,3,0,0,0,25,0,3,3,3,10,3,0,0,0,32,399,171,160,135,135,119,80,32,5,1252
105031100,12,0,0,3,0,0,0,0,0,21,16,13,8,4,9,10,3,5,3,71,0,0,3,0,0,0,0,0,0,3,6,0,4,4,0,0,0,0,0,13,41,22,27,12,21,14,5,0,0,152,77,36,52,62,82,73,50,28,17,475,17,6,3,8,7,5,3,4,0,64,11,7,7,11,7,3,4,3,0,44,100,102,85,79,116,120,46,35,24,707,52,36,24,17,43,16,11,8,6,214,0,0,0,0,0,0,0,0,0,0,1874,1264,993,1084,1328,997,578,340,163,8622,5,3,10,3,11,6,3,0,0,36,13,8,3,7,5,0,0,0,0,37,0,0,3,3,0,0,0,0,0,4,0,3,0,0,0,4,0,0,0,9,0,0,3,0,0,0,0,0,0,4,0,0,0,3,6,3,0,0,0,11,0,4,7,4,5,7,0,0,0,28,403,244,222,141,139,99,35,16,9,1296
105031101,0,0,0,0,0,0,0,0,0,3,10,10,16,6,14,6,11,4,0,84,0,0,0,0,0,0,0,0,0,0,8,0,3,7,3,3,0,0,0,27,52,23,23,23,28,15,18,9,3,183,88,78,75,89,135,115,74,72,41,768,9,9,7,9,0,3,5,0,0,49,7,4,11,3,7,5,12,6,4,52,163,96,114,119,150,141,95,113,68,1065,94,41,45,41,43,22,8,15,0,313,0,0,0,0,0,0,0,0,0,3,2556,1572,1460,1566,1641,1370,1131,867,385,12546,19,10,25,10,5,3,0,0,0,77,20,6,8,12,3,0,0,0,0,57,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,7,0,3,0,4,0,0,0,0,0,11,4,9,5,7,7,0,0,3,0,37,13,14,4,11,9,7,0,3,0,59,487,313,348,244,187,118,40,38,22,1798
105031102,0,0,0,0,0,0,0,0,0,0,3,4,3,0,5,11,3,0,0,27,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,5,13,19,9,3,12,8,5,9,0,76,38,19,22,32,46,53,43,20,3,271,4,3,4,9,3,7,3,0,0,43,4,3,6,3,3,6,0,3,0,34,94,59,60,75,68,79,51,33,10,521,45,22,21,16,21,14,4,0,0,145,0,0,0,0,0,0,0,0,0,0,1432,746,660,812,750,728,550,240,53,5961,3,0,5,4,3,0,0,0,0,20,8,4,4,6,3,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,11,0,3,3,9,3,0,0,0,0,19,287,174,145,102,78,38,25,11,0,867
105031103,0,0,0,0,3,0,0,0,0,11,8,5,4,3,6,4,3,7,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,8,3,3,14,4,0,0,0,47,15,23,22,28,66,64,33,16,7,271,6,4,0,4,7,3,6,4,0,34,0,0,0,0,3,3,3,0,0,12,50,36,16,53,59,67,42,17,0,351,34,13,8,22,17,6,10,8,0,116,0,0,0,0,0,0,0,0,0,0,799,447,310,537,692,673,410,182,35,4078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,12,3,0,0,0,5,0,0,0,0,19,190,80,71,84,78,78,34,12,0,625
105031104,0,0,0,0,0,0,0,0,0,3,9,11,4,3,15,10,11,3,0,65,0,0,0,0,0,0,0,0,0,0,11,4,6,4,0,6,5,0,0,39,24,24,8,24,20,17,11,11,0,130,75,32,36,63,94,84,73,59,13,517,0,0,0,0,0,3,3,0,0,9,0,0,0,0,7,3,3,0,0,16,18,29,21,24,46,44,30,21,8,250,10,10,5,10,15,7,9,7,0,71,7,0,0,3,0,0,0,0,0,9,643,388,304,405,564,514,450,251,94,3610,3,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,150,63,63,59,44,44,26,7,3,459
105031105,0,0,0,0,0,0,3,0,0,5,0,0,3,0,6,0,0,0,3,22,0,0,0,0,3,0,0,0,0,11,0,0,0,0,0,3,0,0,0,5,11,4,4,3,3,7,3,0,0,43,31,14,20,34,52,69,53,25,4,316,6,0,3,0,0,0,0,3,0,16,24,10,14,18,9,17,10,3,0,93,142,67,63,75,112,99,94,48,14,712,23,9,4,10,10,16,12,9,0,87,0,0,0,0,0,0,0,0,0,0,1169,548,512,654,777,773,603,322,85,5437,4,0,0,5,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,14,3,3,0,3,3,0,0,0,0,18,280,82,94,76,51,67,30,14,3,700
105031106,0,0,3,0,0,0,0,0,0,11,5,4,0,3,3,4,8,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,16,7,3,9,4,6,4,0,0,58,37,18,23,32,46,50,59,24,10,301,13,7,4,6,9,10,10,5,0,66,0,4,0,0,0,7,0,3,0,16,105,56,47,62,87,79,99,61,29,617,50,15,15,17,16,20,4,4,4,138,4,0,0,5,0,0,0,0,0,12,1292,662,518,718,918,898,804,503,157,6471,4,0,0,0,0,0,0,0,0,5,0,3,0,0,4,0,0,0,0,7,0,0,0,0,0,0,3,0,0,8,4,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,3,3,0,0,17,3,0,0,8,3,3,3,0,0,20,335,128,108,137,100,101,47,24,5,987
106011107,28,0,9,13,5,3,3,0,0,54,0,4,3,3,6,5,8,3,3,40,0,0,0,0,0,0,0,0,0,0,3,0,0,8,4,10,0,3,0,30,10,6,3,11,5,5,0,0,0,43,27,7,15,61,50,56,15,6,0,247,12,3,0,9,4,4,5,0,0,39,0,0,0,0,3,4,0,0,0,10,61,53,41,72,74,89,38,6,9,446,39,18,15,21,24,20,14,3,0,156,0,0,0,0,0,0,0,0,0,6,1452,791,870,1016,930,952,521,188,59,6786,3,0,0,0,0,0,0,0,0,6,3,7,3,0,4,3,0,0,0,17,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,3,6,3,0,0,0,20,3,5,3,3,6,3,0,0,0,20,540,237,253,226,180,184,65,19,5,1714
106011108,3,6,6,3,6,9,3,3,0,36,4,8,3,5,7,5,9,3,6,44,3,0,6,0,0,0,0,0,0,13,8,10,5,11,11,8,7,3,0,65,30,14,13,17,21,15,3,6,4,127,98,63,92,146,161,180,156,106,43,1046,18,18,17,10,13,18,17,14,4,129,13,0,9,10,3,9,8,8,3,67,216,149,135,174,234,228,178,146,69,1529,82,35,45,36,39,37,18,7,0,305,0,3,0,0,3,7,0,3,0,16,2559,1722,1619,1787,1972,1875,1344,992,426,14300,3,3,3,5,4,3,3,0,0,23,7,3,12,7,4,4,0,0,0,35,0,0,0,3,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,3,9,10,8,10,3,3,3,0,0,47,9,11,8,13,10,3,3,0,0,52,1078,638,537,392,290,246,130,58,36,3398
106011109,14,6,4,0,6,0,0,0,0,30,0,0,0,5,3,6,3,4,0,27,0,0,0,0,0,0,0,0,0,0,7,0,0,0,4,0,3,0,0,20,11,10,7,5,16,8,3,0,0,59,19,7,13,36,40,44,26,6,3,196,13,4,3,5,8,8,4,5,0,44,20,5,8,12,13,6,6,7,3,83,94,52,37,84,95,112,58,31,5,571,36,15,11,17,16,15,10,0,0,120,7,0,0,4,4,0,0,0,0,16,872,468,383,684,742,758,423,192,51,4575,0,6,3,3,3,5,0,0,0,16,3,3,0,4,0,0,0,0,0,13,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,0,0,0,0,37,0,7,7,7,7,0,0,0,0,37,478,241,175,229,249,253,111,28,4,1764
106011110,0,0,0,0,0,0,0,0,0,3,0,0,0,3,11,4,3,0,0,24,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,6,3,10,3,26,12,11,3,5,3,0,3,0,0,47,74,37,33,84,94,97,83,39,16,548,0,3,0,0,3,4,0,0,0,18,3,0,0,0,3,0,7,0,0,22,75,40,46,63,114,104,67,28,10,550,21,28,12,19,33,30,6,7,0,144,0,0,0,0,0,0,3,0,0,5,1074,662,472,796,1024,983,713,333,134,6199,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,3,3,0,0,15,0,3,3,4,3,3,3,0,0,17,348,201,151,144,203,207,101,37,11,1404
106011111,13,10,3,10,10,4,0,4,0,55,9,7,5,10,8,8,5,0,0,50,0,0,0,0,0,0,0,0,0,0,4,13,7,8,14,15,5,5,3,70,22,13,4,17,15,21,15,4,0,104,90,36,58,92,128,141,99,71,23,735,21,20,19,13,20,12,14,3,0,126,12,5,8,9,11,8,11,0,3,67,142,147,120,146,203,232,169,103,53,1313,61,44,21,39,40,31,18,8,3,264,0,0,0,0,0,0,0,0,0,0,2180,1443,1319,1590,1654,1735,1086,595,230,11830,3,0,12,0,0,0,0,0,0,13,3,3,3,3,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,6,5,6,8,12,4,3,0,0,38,6,5,9,12,12,4,3,0,0,45,1005,483,450,333,287,217,78,49,5,2919
106011112,0,3,6,0,0,0,0,0,0,13,9,8,9,12,12,9,0,4,0,71,0,0,0,0,0,0,0,0,0,0,16,5,3,5,6,0,0,0,0,46,27,22,7,17,11,6,7,0,0,98,44,31,46,51,98,70,47,28,11,427,7,4,4,0,3,4,0,0,0,19,10,0,11,10,3,5,3,0,0,38,133,137,99,138,158,139,81,62,28,969,83,40,48,46,33,26,10,3,3,292,7,3,3,10,0,9,16,8,0,57,2583,1761,1590,1838,1754,1297,734,542,212,12308,9,3,11,7,0,0,0,0,0,29,8,6,11,8,11,0,0,0,0,47,3,3,0,0,0,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,8,7,5,9,4,0,0,0,0,29,8,8,12,9,4,0,0,0,0,31,778,475,504,363,244,134,44,20,0,2562
106011113,3,0,0,0,0,0,0,0,0,12,0,0,0,0,3,0,0,3,0,11,0,0,0,0,3,0,0,0,0,7,7,4,0,0,3,3,0,0,0,11,3,3,0,4,4,0,3,0,0,18,10,4,4,29,27,36,24,9,0,150,8,0,0,0,0,3,0,0,0,16,3,0,4,3,3,0,0,0,0,15,47,43,28,50,69,50,37,19,0,345,28,13,8,10,16,11,10,3,0,88,0,0,0,0,0,0,0,0,0,0,708,435,330,539,652,520,273,123,27,3617,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,3,7,0,4,0,0,21,3,5,3,3,7,0,4,0,0,21,196,92,90,97,91,74,40,9,0,690
