SA2_MAINCODE_2016,C06_0_74_CF_NC,C06_0_74_CF_Cu15DS_,C06_0_74_CF_CU15_NDS,C06_0_74_CF_NCU15_DS,C06_0_74_CF_NDCO,C06_0_74_CF_T,C06_75_99_CF_NC,C06_75_99_CF_Cu15DS_,C06_75_99_CF_CU15_NDS,C06_75_99_CF_NCU15_DS,C06_75_99_CF_NDCO,C06_75_99_CF_T,C06_100_149_CF_NC,C06_100_149_CF_Cu15DS_,C06_100_149_CF_CU15_NDS,C06_100_149_CF_NCU15_DS,C06_100_149_CF_NDCO,C06_100_149_Co_fam_To,C06_150_199_CF_NC,C06_150_199_CF_Cu15DS_,C06_150_199_CF_CU15_NDS,C06_150_199_CF_NCU15_DS,C06_150_199_CF_NDCO,C06_150_199_CF_T,C06_200_224_CF_NC,C06_200_224_CF_Cu15DS_,C06_200_224_CF_CU15_NDS,C06_200_224_CF_NCU15_DS,C06_200_224_CF_NDCO,C06_200_224_CF_T,C06_225_274_CF_NC,C06_225_274_CF_Cu15DS_,C06_225_274_CF_CU15_NDS,C06_225_274_CF_NCU15_DS,C06_225_274_CF_NDCO,C06_225_274_CF_T,C06_275_349_CF_NC,C06_275_349_CF_Cu15DS_,C06_275_349_CF_CU15_NDS,C06_275_349_CF_NCU15_DS,C06_275_349_CF_NDCO,C06_275_349_CF_T,C06_350_449_CF_NC,C06_350_449_CF_Cu15DS_,C06_350_449_CF_CU15_NDS,C06_350_449_CF_NCU15_DS,C06_350_449_CF_NDCO,C06_350_449_CF_T,C06_450_549_CF_NC,C06_450_549_CF_Cu15DS_,C06_450_549_CF_CU15_NDS,C06_450_549_CF_NCU15_DS,C06_450_549_CF_NDCO,C06_450_549_CF_T,C06_550_649_CF_NC,C06_550_649_CF_Cu15DS_,C06_550_649_CF_CU15_NDS,C06_550_649_CF_NCU15_DS,C06_550_649_CF_NDCO,C06_550_649_CF_T,C06_650_749_CF_NC,C06_650_749_CF_Cu15DS_,C06_650_749_CF_CU15_NDS,C06_650_749_CF_NCU15_DS,C06_650_749_CF_NDCO,C06_650_749_CF_T,C06_750_849_CF_NC,C06_750_849_CF_Cu15DS_,C06_750_849_CF_CU15_NDS,C06_750_849_CF_NCU15_DS,C06_750_849_CF_NDCO,C06_750_849_CF_T,C06_850_949_CF_NC,C06_850_949_CF_Cu15DS_,C06_850_949_CF_CU15_NDS,C06_850_949_CF_NCU15_DS,C06_850_949_CF_NDCO,C06_850_949_CF_T,C06_950over_CF_NC,C06_950ov_CF_Cu15DS_,C06_950ov_CF_CU15_NDS,C06_950ov_CF_NCU15_DS,C06_950ov_CF_NDCO,C06_950ov_CF_T,C06_Rns_CF_NC,C06_Rns_CF_Cu15DS_,C06_Rns_CF_CU15_NDS,C06_Rns_CF_NCU15_DS,C06_Rns_CF_NDCO,C06_Rns_CF_T,C06_Tot_CF_NC,C06_Tot_CF_Cu15DS_,C06_Tot_CF_CU15_NDS,C06_Tot_CF_NCU15_DS,C06_Tot_CF_NDCO,C06_Tota_Coup_fam_Tota,C11_0_74_CF_NC,C11_0_74_CF_Cu15DS_,C11_0_74_CF_CU15_NDS,C11_0_74_CF_NCU15_DS,C11_0_74_CF_NDCO,C11_0_74_Coup_fam_Tot,C11_75_99_CF_NC,C11_75_99_CF_Cu15DS_,C11_75_99_CF_CU15_NDS,C11_75_99_CF_NCU15_DS,C11_75_99_CF_NDCO,C11_75_99_CF_T,C11_100_149_CF_NC,C11_100_149_CF_Cu15DS_,C11_100_149_CF_CU15_NDS,C11_100_149_CF_NCU15_DS,C11_100_149_CF_NDCO,C11_100_149_Co_fam_To,C11_150_199_CF_NC,C11_150_199_CF_Cu15DS_,C11_150_199_CF_CU15_NDS,C11_150_199_CF_NCU15_DS,C11_150_199_CF_NDCO,C11_150_199_CF_T,C11_200_224_CF_NC,C11_200_224_CF_Cu15DS_,C11_200_224_CF_CU15_NDS,C11_200_224_CF_NCU15_DS,C11_200_224_CF_NDCO,C11_200_224_CF_T,C11_225_274_CF_NC,C11_225_274_CF_Cu15DS_,C11_225_274_CF_CU15_NDS,C11_225_274_CF_NCU15_DS,C11_225_274_CF_NDCO,C11_225_274_CF_T,C11_275_349_CF_NC,C11_275_349_CF_Cu15DS_,C11_275_349_CF_CU15_NDS,C11_275_349_CF_NCU15_DS,C11_275_349_CF_NDCO,C11_275_349_CF_T,C11_350_449_CF_NC,C11_350_449_CF_Cu15DS_,C11_350_449_CF_CU15_NDS,C11_350_449_CF_NCU15_DS,C11_350_449_CF_NDCO,C11_350_449_CF_T,C11_450_549_CF_NC,C11_450_549_CF_Cu15DS_,C11_450_549_CF_CU15_NDS,C11_450_549_CF_NCU15_DS,C11_450_549_CF_NDCO,C11_450_549_CF_T,C11_550_649_CF_NC,C11_550_649_CF_Cu15DS_,C11_550_649_CF_CU15_NDS,C11_550_649_CF_NCU15_DS,C11_550_649_CF_NDCO,C11_550_649_CF_T,C11_650_749_CF_NC,C11_650_749_CF_Cu15DS_,C11_650_749_CF_CU15_NDS,C11_650_749_CF_NCU15_DS,C11_650_749_CF_NDCO,C11_650_749_CF_T,C11_750_849_CF_NC,C11_750_849_CF_Cu15DS_,C11_750_849_CF_CU15_NDS,C11_750_849_CF_NCU15_DS,C11_750_849_CF_NDCO,C11_750_849_CF_T,C11_850_949_CF_NC,C11_850_949_CF_Cu15DS_,C11_850_949_CF_CU15_NDS,C11_850_949_CF_NCU15_DS,C11_850_949_CF_NDCO,C11_850_949_CF_T,C11_950over_CF_NC,C11_950ov_CF_Cu15DS_,C11_950ov_CF_CU15_NDS,C11_950ov_CF_NCU15_DS,C11_950ov_CF_NDCO,C11_950ov_CF_T,C11_Rns_CF_NC,C11_Rns_CF_Cu15DS_,C11_Rns_CF_CU15_NDS,C11_Rns_CF_NCU15_DS,C11_Rns_CF_NDCO,C11_Rns_CF_T,C11_Tot_CF_NC,C11_Tot_CF_Cu15DS_,C11_Tot_CF_CU15_NDS,C11_Tot_CF_NCU15_DS,C11_Tot_CF_NDCO,C11_Tot_CF_T,C16_0_74_CF_NC,C16_0_74_CF_Cu15DS_,C16_0_74_CF_CU15_NDS,C16_0_74_CF_NCU15_DS,C16_0_74_CF_NDCO,C16_0_74_CF_T,C16_75_99_CF_NC,C16_75_99_CF_Cu15DS_
105031103,19,0,17,0,4,33,0,0,3,0,0,3,9,0,6,0,0,18,5,0,5,0,0,9,0,0,3,0,0,3,6,0,3,0,0,13,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,49,8,43,3,5,105,15,3,16,0,0,33,0,0,0,0,0,0,3,0,4,0,0,5,5,0,3,0,0,14,3,0,0,0,0,5,10,0,3,0,0,15,5,0,6,0,0,10,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,8,48,6,34,0,8,97,8,0,10,0,4,27,3,0
105031104,26,0,29,0,0,55,9,0,6,0,0,20,26,3,19,3,3,62,0,0,9,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0,0,7,71,4,63,11,8,154,23,0,16,0,0,38,8,0,11,0,0,17,24,0,12,0,0,43,23,3,18,0,7,51,9,0,5,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,5,0,0,9,85,7,64,0,7,173,23,4,14,0,0,43,0,0
105031105,36,4,26,5,6,77,3,0,11,3,0,14,35,4,35,0,5,78,19,3,40,3,3,66,3,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,10,107,17,119,9,13,261,25,3,21,0,0,54,3,0,0,0,0,3,35,0,16,0,3,58,21,4,31,3,3,58,6,3,22,0,4,29,11,3,3,0,0,18,4,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,6,0,4,0,0,14,106,16,110,9,6,246,27,3,20,0,3,48,3,0
105031106,54,8,39,0,4,100,10,0,8,0,0,20,40,3,61,3,10,116,13,3,27,0,0,43,4,0,3,0,0,5,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,0,0,21,134,16,150,3,17,316,30,0,29,4,4,71,5,0,3,0,0,13,35,9,31,4,4,89,37,4,31,0,4,81,10,4,22,0,0,34,4,0,12,0,0,25,0,0,7,0,0,8,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,9,0,0,18,129,27,151,16,15,333,21,6,12,0,0,37,7,0
106011107,20,0,21,0,3,41,0,0,0,0,0,0,9,0,6,0,0,17,19,0,22,0,3,43,14,4,19,0,4,42,17,3,29,3,0,50,6,0,19,0,0,26,0,0,4,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,4,0,0,10,92,12,124,10,7,243,15,3,6,3,0,29,0,0,0,0,0,3,6,0,0,0,0,6,5,0,3,0,0,10,5,0,14,0,0,18,14,3,19,0,3,37,40,4,47,0,3,97,47,3,83,0,0,137,7,0,11,3,0,17,0,0,3,0,0,3,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,10,0,0,14,142,16,198,7,11,387,5,0,10,0,0,18,3,0
106011108,6,0,11,0,0,27,11,0,5,0,0,18,45,3,36,0,14,102,105,13,140,4,16,280,32,11,66,0,3,106,19,3,24,0,3,49,10,7,17,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,11,0,5,0,9,18,240,37,304,13,41,640,10,3,7,0,0,25,3,0,0,0,0,7,29,3,14,0,3,45,45,5,45,6,10,120,42,3,31,0,5,82,84,11,91,5,12,201,77,17,89,8,19,206,28,3,45,4,3,88,3,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,0,4,0,3,18,337,47,327,31,61,797,10,3,5,0,0,23,6,0
106011109,6,3,11,0,0,25,0,0,0,0,0,0,9,3,6,0,0,22,4,3,18,0,0,31,5,0,13,0,0,16,0,3,3,0,0,8,3,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,8,37,13,56,3,8,114,12,3,11,0,0,31,0,0,0,0,0,0,3,0,3,0,0,8,3,0,3,0,0,7,10,0,8,0,0,21,6,0,8,0,0,22,3,0,20,3,4,28,3,0,7,0,0,13,3,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,12,51,10,67,5,11,145,6,0,9,0,3,18,0,0
106011110,14,4,24,0,3,46,3,3,3,0,0,4,24,3,15,0,3,48,24,3,32,0,7,67,5,3,13,0,3,25,7,0,0,0,3,9,3,0,4,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,3,0,0,10,89,19,100,3,24,230,25,0,18,0,3,52,3,0,0,0,0,8,12,0,6,0,3,28,16,3,16,0,4,43,11,0,14,0,7,35,11,0,21,0,3,36,7,5,16,4,0,23,6,0,9,0,0,14,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,6,101,12,97,13,23,242,11,0,15,0,4,27,0,0
106011111,3,0,10,0,0,21,6,0,0,0,0,13,49,5,34,0,4,86,63,4,94,10,23,190,14,0,34,4,7,56,5,3,17,0,0,26,5,0,4,0,0,10,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,12,156,18,205,14,30,426,3,3,3,0,0,15,3,0,0,0,0,3,27,0,4,0,5,36,40,5,19,7,7,75,20,3,26,0,6,52,45,7,83,3,5,143,42,9,66,0,14,126,9,0,16,0,4,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,10,199,27,232,17,37,507,10,0,4,0,3,20,3,0
106011112,19,0,10,0,3,31,6,0,0,0,0,11,47,6,44,0,0,100,56,11,69,5,15,160,31,3,33,0,6,69,59,3,58,4,3,133,34,13,78,3,5,127,3,4,33,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,7,3,9,0,6,22,270,38,342,21,31,704,8,0,15,0,3,26,3,0,3,0,0,8,18,0,8,3,0,29,26,0,14,3,0,45,22,10,33,5,0,70,47,6,42,0,3,99,72,0,71,0,9,168,78,19,136,3,13,252,15,9,23,4,0,51,4,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,3,14,3,3,26,298,52,366,23,39,777,4,0,10,0,4,17,3,0
106011113,25,3,23,0,5,57,0,0,3,0,0,7,16,3,10,0,0,30,12,3,14,0,0,30,9,0,7,3,0,19,11,0,12,0,0,21,3,3,0,0,0,7,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,7,77,8,74,7,9,171,12,5,15,3,7,37,0,0,0,0,0,3,7,0,4,3,0,11,12,0,12,0,4,23,4,0,15,0,5,26,16,0,11,0,0,34,9,0,12,3,3,30,7,0,7,0,0,19,3,0,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,75,4,90,8,22,205,13,0,12,0,0,30,3,0
106021114,3,0,0,0,0,10,0,0,0,0,0,0,13,0,8,0,6,28,16,0,18,0,0,34,8,0,8,0,0,17,12,0,11,0,0,17,4,0,4,0,0,8,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,4,52,7,46,3,7,125,3,0,0,0,0,6,0,0,0,0,0,0,3,0,3,0,0,4,10,0,6,0,3,23,8,0,4,0,5,10,18,3,8,0,0,37,14,4,12,0,3,38,13,9,12,5,5,40,3,0,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,10,74,16,62,5,21,180,3,0,0,0,0,3,0,0
106021115,12,0,9,3,3,25,21,0,3,0,0,22,94,8,49,0,4,156,96,16,96,10,27,238,43,7,77,3,9,138,77,11,121,6,12,230,28,10,79,9,0,129,0,6,5,0,0,13,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,3,4,0,3,0,3,13,383,60,439,37,54,972,11,0,3,0,0,15,4,0,3,0,0,11,49,0,15,3,0,73,51,3,43,3,5,108,40,6,45,9,11,112,78,12,70,8,3,171,143,19,161,12,26,367,58,15,145,4,14,238,7,5,21,0,4,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,8,3,5,0,3,25,448,71,530,46,67,1157,9,0,5,0,0,19,5,0
106021116,7,0,4,0,0,15,0,0,0,0,0,0,3,0,3,0,0,4,13,0,4,0,0,12,11,0,5,0,0,15,3,3,19,0,0,26,8,4,20,0,3,36,0,3,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,47,8,54,5,9,122,5,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,3,0,0,7,10,0,3,0,3,13,17,3,17,0,4,47,14,4,19,6,7,52,10,3,10,0,0,17,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,60,14,64,3,18,159,3,0,3,0,0,13,0,0
106021117,21,0,6,0,0,30,7,0,3,3,0,14,39,3,24,4,3,75,52,7,68,5,15,150,33,0,48,0,3,87,58,13,103,9,7,185,29,10,73,6,3,118,0,3,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,5,0,0,18,245,33,331,31,40,681,14,4,8,3,0,30,0,0,0,0,0,0,33,0,8,3,0,44,23,6,16,0,6,59,16,3,8,3,3,38,41,6,52,4,10,115,92,11,111,6,17,235,75,23,164,13,10,285,8,0,24,4,4,41,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,19,319,55,398,37,55,862,12,0,5,0,0,15,8,0
106021118,3,4,9,0,0,11,3,0,0,0,0,4,10,3,21,0,0,41,20,4,40,0,3,69,17,0,22,5,0,50,14,0,26,0,0,49,16,3,27,0,0,44,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,93,17,154,3,12,272,3,0,4,0,0,10,0,0,0,0,0,0,8,0,0,0,0,8,12,3,18,0,0,28,8,3,27,0,6,39,16,3,28,3,0,55,30,0,24,4,7,69,10,4,27,4,8,50,4,3,6,0,0,11,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,91,17,140,14,17,291,0,0,0,0,0,3,0,0
106031119,11,0,5,0,0,17,3,0,0,0,0,3,13,0,3,0,0,12,12,5,6,0,3,31,7,5,23,3,0,34,17,5,33,0,4,57,16,4,29,0,5,56,0,3,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,76,26,110,9,9,230,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,3,3,0,7,0,0,13,8,0,8,0,3,25,20,9,38,3,4,75,11,11,24,3,6,57,8,0,5,0,0,16,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,64,19,99,12,16,212,5,0,3,0,0,9,0,0
106031120,8,0,4,0,0,13,0,0,11,0,0,8,13,0,7,0,0,15,47,5,40,0,4,98,23,4,29,0,0,53,16,3,36,4,8,60,3,3,9,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,13,137,3,15,281,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,3,7,9,3,8,0,0,23,16,0,9,0,3,30,26,5,38,3,6,84,39,7,61,3,4,106,23,0,36,0,4,65,0,3,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,123,23,157,10,19,336,0,0,3,0,0,9,0,0
106031121,34,0,8,0,7,47,10,0,3,0,0,13,38,7,38,3,0,87,96,12,81,3,11,201,69,6,55,3,9,136,90,12,95,14,12,220,48,18,76,13,3,158,8,12,22,0,4,45,0,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,10,0,0,30,403,58,395,40,40,942,30,0,7,0,0,44,7,0,0,0,0,7,25,0,3,0,5,27,47,3,16,0,0,67,38,4,32,3,11,88,80,9,73,6,3,174,119,15,124,19,17,291,79,26,123,15,10,261,20,3,30,0,3,63,3,0,16,3,0,26,9,0,8,0,0,14,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,0,8,15,3,10,4,3,36,474,61,454,56,49,1097,15,0,13,5,0,30,4,0
106031122,17,0,0,0,0,21,10,0,10,0,0,20,83,14,104,6,13,221,76,12,94,10,23,209,27,11,45,3,0,93,37,4,38,0,8,89,11,6,9,0,3,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,7,9,3,7,0,0,21,271,48,319,18,49,706,12,0,10,0,0,22,3,0,3,0,0,3,37,3,17,4,9,70,36,9,36,3,5,94,52,4,48,3,12,112,64,17,76,7,24,188,79,20,85,6,9,191,17,12,26,0,4,60,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,8,0,0,19,314,57,320,21,62,772,9,0,4,0,0,18,0,0
106031123,7,0,7,0,0,14,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,6,3,0,3,3,0,10,3,0,3,0,0,10,3,0,3,0,0,10,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,18,4,30,8,5,62,10,0,5,0,0,14,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,3,0,0,0,0,3,7,0,6,0,3,15,0,0,4,0,3,10,3,3,3,0,0,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,6,28,10,37,3,9,77,3,0,3,0,0,13,0,0
106031124,6,0,8,0,0,18,0,0,0,0,0,0,6,0,4,0,0,10,18,0,15,0,0,38,10,0,11,0,0,26,14,0,15,3,0,35,12,3,8,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,73,6,65,7,6,154,10,0,5,5,3,21,0,0,0,0,0,0,8,0,3,0,0,8,8,0,3,0,0,17,15,0,7,0,0,21,16,0,12,0,0,34,27,3,40,3,5,75,8,0,6,8,3,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,99,11,80,11,12,210,3,0,0,0,3,12,3,0
106031125,8,0,6,0,0,23,8,0,3,0,0,10,34,12,85,4,3,135,26,3,74,0,10,114,12,4,33,0,0,47,19,5,38,7,3,74,20,3,29,0,3,55,3,0,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,0,0,13,142,28,285,12,27,491,9,0,8,0,3,20,4,0,0,0,0,4,6,0,3,0,3,12,21,4,35,3,3,75,46,3,66,0,3,122,19,6,42,0,5,76,32,5,56,0,8,103,21,7,44,4,3,79,3,0,19,0,0,26,0,0,0,0,0,5,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,5,0,11,0,0,16,178,27,293,17,27,539,0,0,3,0,0,8,0,0
106041126,14,3,12,0,0,28,8,0,7,0,0,10,41,0,32,0,7,81,61,4,82,3,11,167,19,4,28,4,3,57,17,3,48,0,7,80,13,3,26,3,0,48,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,8,0,0,10,183,26,246,7,30,494,9,0,4,0,0,14,0,0,0,0,0,0,16,0,8,0,0,24,29,0,27,3,3,59,24,10,35,3,3,80,39,3,52,0,7,106,48,4,72,3,7,136,54,15,105,7,7,191,7,0,14,3,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,6,0,9,0,0,16,241,36,326,24,29,653,4,0,6,3,0,15,0,0
106041127,35,4,30,5,4,79,0,0,0,0,0,4,23,0,19,0,9,57,15,7,20,3,3,46,10,0,9,0,0,15,3,0,8,0,0,16,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,7,0,6,0,0,18,102,13,96,9,16,235,31,5,13,0,4,53,0,0,0,0,0,0,10,0,3,0,0,17,7,3,7,3,4,22,10,0,4,0,0,15,13,0,4,0,3,17,12,5,12,0,3,34,3,0,13,0,0,16,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,12,88,16,79,4,15,203,31,3,21,0,0,52,0,0
106041128,16,0,4,0,0,21,4,0,3,0,0,6,24,0,14,0,0,42,49,0,26,0,12,85,16,0,17,0,0,43,11,0,16,5,0,26,3,0,8,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,13,123,11,92,6,14,243,13,0,8,3,0,23,0,0,0,0,0,0,3,0,0,0,0,3,24,0,14,0,0,35,20,0,18,0,3,43,14,0,35,0,6,56,29,5,26,0,5,66,5,0,25,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,7,0,3,0,0,11,125,17,132,7,8,293,3,0,5,0,0,14,0,0
