region_id,C01_SH_FH_CF_no_ch,C01_SH_FH_CF_w_ch,C01_SH_FH_One_PFam,C01_SH_FH_oth_fa,C01_SH_FH_Tot,C01_SH_LP_H,C01_SH_GH,C01_SH_OH,C01_SH_Tot,C01_SDRTHT1S_FH_CF_no_ch,C01_SDRTHT1S_FH_CF_w_ch,C01_SDRTHT1S_FH_One_PFam,C01_SDRTHT1S_FH_oth_fa,C01_SDRTHT1S_FH_Tot,C01_SDRTHT1S_LP_H,C01_SDRTHT1S_GH,C01_SDRTHT1S_OH,C01_SDRTHT1S_Tot,C01_SDRTHT2S_FH_CF_no_ch,C01_SDRTHT2S_FH_CF_w_ch,C01_SDRTHT2S_FH_One_PFam,C01_SDRTHT2S_FH_oth_fa,C01_SDRTHT2S_FH_Tot,C01_SDRTHT2S_LP_H,C01_SDRTHT2S_GH,C01_SDRTHT2S_OH,C01_SDRTHT2S_Tot,C01_SDRTHT_FH_CF_no_ch,C01_SDRTHT_FH_CF_w_ch,C01_SDRTHT_FH_One_PFam,C01_SDRTHT_FH_oth_fa,C01_SDRTHT_FH_Tot,C01_SDRTHT_LP_H,C01_SDRTHT_GH,C01_SDRTHT_OH,C01_SDRTHT_Tot,C01_F_u_a_1_2_FH_CF_no_ch,C01_F_u_a_1_2_FH_CF_w_ch,C01_F_u_a_1_2_FH_One_PFam,C01_F_u_a_1_2_FH_oth_fa,C01_F_u_a_1_2_FH_Tot,C01_F_u_a_1_2_LP_H,C01_F_u_a_1_2_GH,C01_F_u_a_1_2_OH,C01_F_u_a_1_2_Tot,C01_F_u_a_3_FH_CF_no_ch,C01_F_u_a_3_FH_CF_w_ch,C01_F_u_a_3_FH_One_PFam,C01_F_u_a_3_FH_oth_fa,C01_F_u_a_3_FH_Tot,C01_F_u_a_3_LP_H,C01_F_u_a_3_GH,C01_F_u_a_3_OH,C01_F_u_a_3_Tot,C01_F_u_a_4m_FH_CF_no_ch,C01_F_u_a_4m_FH_CF_w_ch,C01_F_u_a_4m_FH_One_PFam,C01_F_u_a_4m_FH_oth_fa,C01_F_u_a_4m_FH_Tot,C01_F_u_a_4m_LP_H,C01_F_u_a_4m_GH,C01_F_u_a_4m_OH,C01_F_u_a_4m_Tot,C01_F_u_a_a_h_FH_CF_no_ch,C01_F_u_a_a_h_FH_CF_w_ch,C01_F_u_a_a_h_FH_One_PFam,C01_F_u_a_a_h_FH_oth_fa,C01_F_u_a_a_h_FH_Tot,C01_F_u_a_a_h_LP_H,C01_F_u_a_a_h_GH,C01_F_u_a_a_h_OH,C01_F_u_a_a_h_Tot,C01_F_u_a_T_FH_CF_no_ch,C01_F_u_a_T_FH_CF_w_ch,C01_F_u_a_T_FH_One_PFam,C01_F_u_a_T_FH_oth_fa,C01_F_u_a_T_FH_Tot,C01_F_u_a_T_LP_H,C01_F_u_a_T_GH,C01_F_u_a_T_OH,C01_F_u_a_T_Tot,C01_OD_C_c_hb_FH_CF_no_ch,C01_OD_C_c_hb_FH_CF_w_ch,C01_OD_C_c_hb_FH_One_PFam,C01_OD_C_c_hb_FH_oth_fa,C01_OD_C_c_hb_FH_Tot,C01_OD_C_c_hb_LP_H,C01_OD_C_c_hb_GH,C01_OD_C_c_hb_OH,C01_OD_C_c_hb_Tot,C01_OD_Ih_t_s_FH_CF_no_ch,C01_OD_Ih_t_s_FH_CF_w_ch,C01_OD_Ih_t_s_FH_One_PFam,C01_OD_Ih_t_s_FH_oth_fa,C01_OD_Ih_t_s_FH_Tot,C01_OD_Ih_t_s_LP_H,C01_OD_Ih_t_s_GH,C01_OD_Ih_t_s_OH,C01_OD_Ih_t_s_Tot,C01_OD_H_f_so_FH_CF_no_ch,C01_OD_H_f_so_FH_CF_w_ch,C01_OD_H_f_so_FH_One_PFam,C01_OD_H_f_so_FH_oth_fa,C01_OD_H_f_so_FH_Tot,C01_OD_H_f_so_LP_H,C01_OD_H_f_so_GH,C01_OD_H_f_so_OH,C01_OD_H_f_so_Tot,C01_OD_T_FH_CF_no_ch,C01_OD_T_FH_CF_w_ch,C01_OD_T_FH_One_PFam,C01_OD_T_FH_oth_fa,C01_OD_T_FH_Tot,C01_OD_Tot_LP_H,C01_OD_Tot_GH,C01_OD_Tot_OH,C01_OD_T_T,C01_DS_ns_FH_CF_no_ch,C01_DS_ns_FH_CF_w_ch,C01_DS_ns_FH_One_PFam,C01_DS_ns_FH_oth_fa,C01_DS_ns_FH_Tot,C01_DS_ns_LP_H,C01_DS_ns_GH,C01_DS_ns_OH,C01_DS_NS_T,C01_T_FH_CF_no_ch,C01_T_FH_CF_w_ch,C01_T_FH_One_PFam,C01_T_FH_oth_fa,C01_T_FH_Tot,C01_Tot_LP_H,C01_Tot_GH,C01_Tot_OH,C01_T_T,C06_SH_FH_CF_no_ch,C06_SH_FH_CF_w_ch,C06_SH_FH_One_PFam,C06_SH_FH_oth_fa,C06_SH_FH_Tot,C06_SH_LP_H,C06_SH_GH,C06_SH_OH,C06_SH_Tot,C06_Sd_r_t_1_FH_CF_no_ch,C06_Sd_r_t_1_FH_CF_w_ch,C06_Sd_r_t_1_FH_One_PFam,C06_Sd_r_t_1_FH_oth_fa,C06_Sd_r_t_1_FH_Tot,C06_Sd_r_t_1_LP_H,C06_Sd_r_t_1_GH,C06_Sd_r_t_1_OH,C06_Sd_r_t_1_Tot,C06_Sd_r_t_2m_FH_CF_no_ch,C06_Sd_r_t_2m_FH_CF_w_ch,C06_Sd_r_t_2m_FH_One_PFam,C06_Sd_r_t_2m_FH_oth_fa,C06_Sd_r_t_2m_FH_Tot,C06_Sd_r_t_2m_LP_H,C06_Sd_r_t_2m_GH,C06_Sd_r_t_2m_OH,C06_Sd_r_t_2m_Tot,C06_Sd_r_t_T_FH_CF_no_ch,C06_Sd_r_t_T_FH_CF_w_ch,C06_Sd_r_t_T_FH_One_PFam,C06_Sd_r_t_T_FH_oth_fa,C06_Sd_r_t_T_FH_Tot,C06_Sd_r_t_T_LP_H,C06_Sd_r_t_T_GH,C06_Sd_r_t_T_OH,C06_Sd_r_t_T_Tot,C06_F_u_a_1_2_FH_CF_no_ch,C06_F_u_a_1_2_FH_CF_w_ch,C06_F_u_a_1_2_FH_One_PFam,C06_F_u_a_1_2_FH_oth_fa,C06_F_u_a_1_2_FH_Tot,C06_F_u_a_1_2_LP_H,C06_F_u_a_1_2_GH,C06_F_u_a_1_2_OH,C06_F_u_a_1_2_Tot,C06_F_u_a_3_FH_CF_no_ch,C06_F_u_a_3_FH_CF_w_ch,C06_F_u_a_3_FH_One_PFam,C06_F_u_a_3_FH_oth_fa,C06_F_u_a_3_FH_Tot,C06_F_u_a_3_LP_H,C06_F_u_a_3_GH,C06_F_u_a_3_OH,C06_F_u_a_3_Tot,C06_F_u_a_4m_FH_CF_no_ch,C06_F_u_a_4m_FH_CF_w_ch,C06_F_u_a_4m_FH_One_PFam,C06_F_u_a_4m_FH_oth_fa,C06_F_u_a_4m_FH_Tot,C06_F_u_a_4m_LP_H,C06_F_u_a_4m_GH,C06_F_u_a_4m_OH,C06_F_u_a_4m_Tot,C06_F_u_a_a_h_FH_CF_no_ch,C06_F_u_a_a_h_FH_CF_w_ch
LGA10050,3338,4826,1626,140,9930,2413,437,320,13100,199,71,110,16,396,522,78,28,1024,18,9,6,3,36,66,13,8,123,217,80,116,19,432,588,91,36,1147,320,96,224,47,687,1550,234,140,2611,7,3,3,3,16,93,5,9,123,22,4,7,0,33,51,13,19,116,9,0,3,0,12,22,0,0,34,358,103,237,50,748,1716,252,168,2884,16,3,8,0,27,58,4,43,132,0,0,0,0,0,3,0,5,8,20,15,0,0,35,15,5,6,61,36,18,8,0,62,76,9,54,201,23,17,7,0,47,27,6,16,96,3972,5044,1994,209,11219,4820,795,594,17428,3722,4765,1695,155,10337,2623,510,417,13887,232,65,123,13,433,543,73,57,1106,33,8,16,4,61,73,19,21,174,265,73,139,17,494,616,92,78,1280,399,105,220,32,756,1429,243,202,2630,12,10,17,3,42,104,15,12,173,20,5,10,7,42,123,27,22,214,3,0
LGA10110,1784,2354,869,75,5082,1352,284,162,6880,72,31,33,4,140,239,65,13,457,9,6,6,0,21,24,3,0,48,81,37,39,4,161,263,68,13,505,86,45,60,17,208,456,111,32,807,3,3,0,0,6,8,3,5,22,0,3,3,0,6,7,0,3,16,0,0,3,0,3,24,3,3,33,89,51,66,17,223,495,117,43,878,0,0,0,0,0,14,0,11,25,0,0,0,0,0,3,0,0,3,8,12,6,3,29,12,4,4,49,8,12,6,3,29,29,4,15,77,15,9,10,0,34,19,0,45,98,1977,2463,990,99,5529,2158,473,278,8438,1857,2268,853,75,5053,1541,324,261,7179,71,23,38,5,137,219,57,24,437,11,0,5,0,16,30,4,6,56,82,23,43,5,153,249,61,30,493,95,37,48,10,190,468,103,68,829,0,0,0,0,0,9,0,9,18,0,3,0,0,3,0,0,0,3,9,0
LGA10150,1288,2592,525,107,4512,842,219,221,5794,329,290,123,23,765,299,79,50,1193,143,206,73,17,439,159,51,40,689,472,496,196,40,1204,458,130,90,1882,491,389,222,47,1149,1030,213,292,2684,737,697,330,112,1876,1350,333,298,3857,138,99,45,13,295,188,62,35,580,15,11,8,0,34,40,3,7,84,1381,1196,605,172,3354,2608,611,632,7205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,43,13,3,86,36,11,29,162,27,43,13,3,86,36,11,29,162,65,37,21,6,129,217,16,51,413,3233,4364,1360,328,9285,4161,987,1023,15456,1375,2669,616,89,4749,947,243,255,6194,270,285,129,21,705,282,73,60,1120,189,241,74,18,522,334,72,38,966,459,526,203,39,1227,616,145,98,2086,597,388,236,67,1288,1180,240,339,3047,821,633,325,97,1876,1374,317,235,3802,139,114,39,17,309,163,70,66,608,5,9
LGA10200,1739,5171,1146,202,8258,1611,285,315,10469,70,178,50,10,308,127,21,32,488,217,555,186,34,992,129,65,49,1235,287,733,236,44,1300,256,86,81,1723,443,924,288,62,1717,662,218,184,2781,230,371,122,33,756,265,90,77,1188,134,190,64,29,417,136,68,72,693,6,16,8,0,30,18,0,5,53,813,1501,482,124,2920,1081,376,338,4715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,16,35,14,6,71,26,9,9,115,16,35,14,6,71,29,9,9,118,13,52,14,3,82,17,4,10,113,2868,7492,1892,379,12631,2994,760,753,17138,1834,5351,1350,203,8738,1647,286,552,11223,110,255,83,6,454,166,21,38,679,264,613,192,27,1096,175,52,73,1396,374,868,275,33,1550,341,73,111,2075,437,807,331,59,1634,617,168,341,2760,426,589,230,54,1299,372,157,238,2066,511,498,143,65,1217,450,235,444,2346,6,6
LGA10250,3284,3524,1062,65,7935,1666,242,198,10041,429,149,189,12,779,771,38,43,1631,183,110,168,11,472,256,46,29,803,612,259,357,23,1251,1027,84,72,2434,228,97,185,12,522,572,70,116,1280,25,12,9,4,50,35,14,10,109,4,5,5,3,17,24,6,9,56,21,10,9,0,40,49,4,0,93,278,124,208,19,629,680,94,135,1538,141,29,54,8,232,353,10,174,769,0,0,4,0,4,3,0,14,21,15,20,4,0,39,21,5,4,69,156,49,62,8,275,377,15,192,859,9,6,9,0,24,30,3,9,66,4339,3962,1698,115,10114,3780,438,606,14938,3490,3493,1141,89,8213,1863,341,281,10698,320,144,157,9,630,627,44,25,1326,148,92,127,5,372,234,34,27,667,468,236,284,14,1002,861,78,52,1993,366,193,264,20,843,925,125,129,2022,34,5,13,0,52,42,20,18,132,13,0,0,0,13,22,4,21,60,6,6
LGA10300,237,349,88,11,685,150,14,21,870,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,0,4,0,9,39,3,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,9,39,3,0,51,3,0,0,3,6,19,0,24,49,0,0,0,0,0,0,0,3,3,5,3,0,0,8,5,0,0,13,8,3,0,3,14,24,0,27,65,0,3,0,0,3,0,0,0,3,250,355,92,14,711,213,20,48,992,254,274,80,9,617,196,21,48,882,0,0,3,0,3,3,0,3,9,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,9,3,3,3,0,9,32,0,5,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA10350,9094,19378,5004,605,34081,6383,719,904,42087,550,676,384,30,1640,925,58,90,2713,611,1202,483,49,2345,644,99,124,3212,1161,1878,867,79,3985,1569,157,214,5925,261,249,136,19,665,1290,32,84,2071,594,905,445,67,2011,657,114,218,3000,189,322,130,16,657,331,40,77,1105,33,37,19,0,89,74,9,16,188,1077,1513,730,102,3422,2352,195,395,6364,5,3,3,0,11,40,3,10,64,0,3,0,0,3,3,0,3,9,38,68,25,4,135,49,22,20,226,43,74,28,4,149,92,25,33,299,66,87,32,6,191,68,10,66,335,11441,22930,6661,796,41828,10464,1106,1612,55010,8586,18069,5383,537,32575,6641,661,1321,41198,589,1028,465,50,2132,1162,65,159,3518,841,1819,733,65,3458,835,111,221,4625,1430,2847,1198,115,5590,1997,176,380,8143,345,454,245,8,1052,1316,49,170,2587,563,1019,532,65,2179,850,124,326,3479,259,400,198,37,894,359,68,231,1552,5,25
LGA10470,2695,3853,1152,105,7805,1783,326,245,10159,98,55,85,7,245,269,57,36,607,17,23,32,4,76,43,32,26,177,115,78,117,11,321,312,89,62,784,117,32,74,18,241,672,108,52,1073,0,3,3,3,9,25,3,3,40,0,0,0,0,0,0,0,0,0,0,4,3,0,7,25,0,5,37,117,39,80,21,257,722,111,60,1150,8,0,3,0,11,18,3,21,53,3,0,0,0,3,0,0,3,6,21,17,7,0,45,49,18,15,127,32,17,10,0,59,67,21,39,186,11,16,5,0,32,17,0,13,62,2970,4003,1364,137,8474,2901,547,419,12341,3039,3814,1212,96,8161,2117,378,338,10994,133,66,95,13,307,355,72,36,770,25,20,26,3,74,37,34,18,163,158,86,121,16,381,392,106,54,933,113,29,70,22,234,521,118,41,914,3,3,4,0,10,25,3,8,46,0,0,0,0,0,0,0,0,0,4,0
LGA10550,3042,2926,985,55,7008,1818,186,341,9353,112,17,39,0,168,180,11,19,378,122,86,33,3,244,113,20,34,411,234,103,72,3,412,293,31,53,789,193,58,63,9,323,451,51,376,1201,4,0,3,0,7,0,3,13,23,0,0,0,0,0,0,0,14,14,15,0,4,3,22,33,3,8,66,212,58,70,12,352,484,57,411,1304,82,38,10,0,130,126,4,237,497,5,8,0,0,13,7,0,10,30,30,27,19,0,76,26,8,4,114,117,73,29,0,219,159,12,251,641,14,15,4,0,33,30,0,42,105,3619,3175,1160,70,8024,2784,286,1098,12192,3551,3084,1072,65,7772,2099,217,320,10408,105,34,29,6,174,159,12,13,358,44,24,16,0,84,37,0,12,133,149,58,45,6,258,196,12,25,491,209,75,89,6,379,584,55,87,1105,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,4,3
LGA10600,1268,1251,572,22,3113,855,110,96,4174,10,3,11,3,27,61,0,3,91,7,0,11,0,18,18,0,7,43,17,3,22,3,45,79,0,10,134,23,4,15,0,42,94,5,12,153,5,0,0,0,5,5,0,0,10,0,0,0,0,0,3,0,0,3,3,0,5,0,8,12,0,3,23,31,4,20,0,55,114,5,15,189,17,5,12,0,34,68,3,79,184,0,0,0,0,0,3,0,3,6,6,16,0,0,22,11,0,4,37,23,21,12,0,56,82,3,86,227,20,15,11,3,49,48,3,10,110,1359,1294,637,28,3318,1178,121,217,4834,1393,1235,609,36,3273,984,126,145,4528,0,8,6,0,14,21,0,3,38,10,5,7,0,22,20,0,0,42,10,13,13,0,36,41,0,3,80,31,3,13,0,47,143,6,8,204,7,0,0,0,7,10,0,3,20,0,0,0,0,0,0,0,0,0,3,0
