region_id,C06_F_u_a_a_h_FH_One_PFam,C06_F_u_a_a_h_FH_oth_fa,C06_F_u_a_a_h_FH_Tot,C06_F_u_a_a_h_LP_H,C06_F_u_a_a_h_GH,C06_F_u_a_a_h_OH,C06_F_u_a_a_h_Tot,C06_F_u_a_T_FH_CF_no_ch,C06_F_u_a_T_FH_CF_w_ch,C06_F_u_a_T_FH_One_PFam,C06_F_u_a_T_FH_oth_fa,C06_F_u_a_T_FH_Tot,C06_F_u_a_T_LP_H,C06_F_u_a_T_GH,C06_F_u_a_T_OH,C06_F_u_a_T_Tot,C06_OD_C_c_hb_FH_CF_no_ch,C06_OD_C_c_hb_FH_CF_w_ch,C06_OD_C_c_hb_FH_One_PFam,C06_OD_C_c_hb_FH_oth_fa,C06_OD_C_c_hb_FH_Tot,C06_OD_C_c_hb_LP_H,C06_OD_C_c_hb_GH,C06_OD_C_c_hb_OH,C06_OD_C_c_hb_Tot,C06_OD_Ih_t_s_FH_CF_no_ch,C06_OD_Ih_t_s_FH_CF_w_ch,C06_OD_Ih_t_s_FH_One_PFam,C06_OD_Ih_t_s_FH_oth_fa,C06_OD_Ih_t_s_FH_Tot,C06_OD_Ih_t_s_LP_H,C06_OD_Ih_t_s_GH,C06_OD_Ih_t_s_OH,C06_OD_Ih_t_s_Tot,C06_OD_H_f_so_FH_CF_no_ch,C06_OD_H_f_so_FH_CF_w_ch,C06_OD_H_f_so_FH_One_PFam,C06_OD_H_f_so_FH_oth_fa,C06_OD_H_f_so_FH_Tot,C06_OD_H_f_so_LP_H,C06_OD_H_f_so_GH,C06_OD_H_f_so_OH,C06_OD_H_f_so_Tot,C06_OD_T_FH_CF_no_ch,C06_OD_T_FH_CF_w_ch,C06_OD_T_FH_One_PFam,C06_OD_T_FH_oth_fa,C06_OD_T_FH_Tot,C06_OD_Tot_LP_H,C06_OD_Tot_GH,C06_OD_Tot_OH,C06_OD_T_T,C06_DS_ns_FH_CF_no_ch,C06_DS_ns_FH_CF_w_ch,C06_DS_ns_FH_One_PFam,C06_DS_ns_FH_oth_fa,C06_DS_ns_FH_Tot,C06_DS_ns_LP_H,C06_DS_ns_GH,C06_DS_ns_OH,C06_DS_NS_T,C06_T_FH_CF_no_ch,C06_T_FH_CF_w_ch,C06_T_FH_One_PFam,C06_T_FH_oth_fa,C06_T_FH_Tot,C06_Tot_LP_H,C06_Tot_GH,C06_Tot_OH,C06_T_T,C11_S_h_FH_CF_no_ch,C11_S_h_FH_CF_w_ch,C11_S_h_FH_One_PFam,C11_S_h_FH_oth_fa,C11_S_h_FH_Tot,C11_S_h_LP_H,C11_S_h_GH,C11_S_h_OH,C11_S_h_Tot,C11_Sd_r_t_1_FH_CF_no_ch,C11_Sd_r_t_1_FH_CF_w_ch,C11_Sd_r_t_1_FH_One_PFam,C11_Sd_r_t_1_FH_oth_fa,C11_Sd_r_t_1_FH_Tot,C11_Sd_r_t_1_LP_H,C11_Sd_r_t_1_GH,C11_Sd_r_t_1_OH,C11_Sd_r_t_1_Tot,C11_Sd_r_t_2m_FH_CF_no_ch,C11_Sd_r_t_2m_FH_CF_w_ch,C11_Sd_r_t_2m_FH_One_PFam,C11_Sd_r_t_2m_FH_oth_fa,C11_Sd_r_t_2m_FH_Tot,C11_Sd_r_t_2m_LP_H,C11_Sd_r_t_2m_GH,C11_Sd_r_t_2m_OH,C11_Sd_r_t_2m_Tot,C11_Sd_r_t_T_FH_CF_no_ch,C11_Sd_r_t_T_FH_CF_w_ch,C11_Sd_r_t_T_FH_One_PFam,C11_Sd_r_t_T_FH_oth_fa,C11_Sd_r_t_T_FH_Tot,C11_Sd_r_t_T_LP_H,C11_Sd_r_t_T_GH,C11_Sd_r_t_T_OH,C11_Sd_r_t_T_Tot,C11_F_u_a_1_2_FH_CF_no_ch,C11_F_u_a_1_2_FH_CF_w_ch,C11_F_u_a_1_2_FH_One_PFam,C11_F_u_a_1_2_FH_oth_fa,C11_F_u_a_1_2_FH_Tot,C11_F_u_a_1_2_LP_H,C11_F_u_a_1_2_GH,C11_F_u_a_1_2_OH,C11_F_u_a_1_2_Tot,C11_F_u_a_3_FH_CF_no_ch,C11_F_u_a_3_FH_CF_w_ch,C11_F_u_a_3_FH_One_PFam,C11_F_u_a_3_FH_oth_fa,C11_F_u_a_3_FH_Tot,C11_F_u_a_3_LP_H,C11_F_u_a_3_GH,C11_F_u_a_3_OH,C11_F_u_a_3_Tot,C11_F_u_a_4m_FH_CF_no_ch,C11_F_u_a_4m_FH_CF_w_ch,C11_F_u_a_4m_FH_One_PFam,C11_F_u_a_4m_FH_oth_fa,C11_F_u_a_4m_FH_Tot,C11_F_u_a_4m_LP_H,C11_F_u_a_4m_GH,C11_F_u_a_4m_OH,C11_F_u_a_4m_Tot,C11_F_u_a_a_h_FH_CF_no_ch,C11_F_u_a_a_h_FH_CF_w_ch,C11_F_u_a_a_h_FH_One_PFam,C11_F_u_a_a_h_FH_oth_fa,C11_F_u_a_a_h_FH_Tot,C11_F_u_a_a_h_LP_H,C11_F_u_a_a_h_GH,C11_F_u_a_a_h_OH,C11_F_u_a_a_h_Tot,C11_F_u_a_T_FH_CF_no_ch,C11_F_u_a_T_FH_CF_w_ch,C11_F_u_a_T_FH_One_PFam,C11_F_u_a_T_FH_oth_fa,C11_F_u_a_T_FH_Tot,C11_F_u_a_T_LP_H,C11_F_u_a_T_GH,C11_F_u_a_T_OH,C11_F_u_a_T_Tot,C11_OD_C_c_hb_FH_CF_no_ch,C11_OD_C_c_hb_FH_CF_w_ch,C11_OD_C_c_hb_FH_One_PFam,C11_OD_C_c_hb_FH_oth_fa,C11_OD_C_c_hb_FH_Tot,C11_OD_C_c_hb_LP_H,C11_OD_C_c_hb_GH,C11_OD_C_c_hb_OH,C11_OD_C_c_hb_Tot,C11_OD_Ih_t_s_FH_CF_no_ch,C11_OD_Ih_t_s_FH_CF_w_ch,C11_OD_Ih_t_s_FH_One_PFam,C11_OD_Ih_t_s_FH_oth_fa,C11_OD_Ih_t_s_FH_Tot,C11_OD_Ih_t_s_LP_H,C11_OD_Ih_t_s_GH,C11_OD_Ih_t_s_OH,C11_OD_Ih_t_s_Tot,C11_OD_H_f_so_FH_CF_no_ch,C11_OD_H_f_so_FH_CF_w_ch,C11_OD_H_f_so_FH_One_PFam,C11_OD_H_f_so_FH_oth_fa,C11_OD_H_f_so_FH_Tot,C11_OD_H_f_so_LP_H,C11_OD_H_f_so_GH,C11_OD_H_f_so_OH,C11_OD_H_f_so_Tot,C11_OD_T_FH_CF_no_ch,C11_OD_T_FH_CF_w_ch,C11_OD_T_FH_One_PFam,C11_OD_T_FH_oth_fa,C11_OD_T_FH_Tot,C11_OD_Tot_LP_H,C11_OD_Tot_GH,C11_OD_Tot_OH,C11_OD_T_T,C11_DS_ns_FH_CF_no_ch,C11_DS_ns_FH_CF_w_ch,C11_DS_ns_FH_One_PFam,C11_DS_ns_FH_oth_fa,C11_DS_ns_FH_Tot,C11_DS_ns_LP_H,C11_DS_ns_GH,C11_DS_ns_OH,C11_DS_NS_T,C11_T_FH_CF_no_ch,C11_T_FH_CF_w_ch,C11_T_FH_One_PFam,C11_T_FH_oth_fa
LGA10650,0,0,3,0,0,0,3,49,7,13,0,69,120,9,5,203,20,7,0,0,27,37,0,14,78,0,0,0,0,0,3,0,0,3,3,6,3,0,12,7,0,4,23,23,13,3,0,39,47,0,18,104,3,4,0,0,7,3,0,0,10,1099,825,265,17,2206,853,77,73,3209,1042,709,245,26,2022,782,51,79,2934,31,3,0,0,34,96,0,8,138,5,7,0,0,12,0,0,0,12,36,10,0,0,46,96,0,8,150,32,9,10,0,51,106,4,13,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,9,10,0,51,106,4,13,174,14,4,4,0,22,35,0,32,89,0,0,0,0,0,4,0,0,4,8,4,6,0,18,6,0,0,24,22,8,10,0,40,45,0,32,117,3,3,0,0,6,0,0,0,6,1135,739,265,26
LGA10750,8,4,39,43,6,4,92,619,687,470,74,1850,1744,154,430,4178,110,34,55,3,202,323,15,78,618,4,4,0,0,8,9,0,0,17,15,22,10,0,47,34,6,6,93,129,60,65,3,257,366,21,84,728,6,11,3,0,20,3,0,3,26,16925,37832,13620,1111,69488,14188,1927,3426,89029,15440,36845,12079,971,65335,10751,1588,2008,79682,705,1238,676,62,2681,1105,83,135,4004,1154,2986,1314,93,5547,1126,177,248,7098,1859,4224,1990,155,8228,2231,260,383,11102,139,58,55,11,263,916,26,93,1298,304,427,203,45,979,480,87,92,1638,487,611,242,56,1396,416,102,115,2029,30,18,17,0,65,71,6,12,154,960,1114,517,112,2703,1883,221,312,5119,36,15,32,5,88,178,10,24,300,3,3,0,0,6,4,0,8,18,18,23,23,3,67,29,6,8,110,57,41,55,8,161,211,16,40,428,15,22,7,0,44,22,5,0,71,18331,42246,14648,1246
LGA10800,0,0,0,3,0,3,6,8,3,3,0,14,36,5,6,61,3,3,0,0,6,18,0,44,68,0,0,0,0,0,0,0,0,0,8,5,0,0,13,7,0,0,20,11,8,0,0,19,25,0,44,88,0,0,0,0,0,0,0,0,0,732,713,193,15,1653,618,38,104,2413,709,639,173,12,1533,552,42,55,2182,0,0,0,0,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,12,7,0,5,3,15,64,5,11,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,6,7,3,5,3,18,67,5,11,101,0,0,0,0,0,8,0,37,45,3,0,0,0,3,0,0,0,3,3,11,0,0,14,7,0,0,21,6,11,0,0,17,15,0,37,69,0,0,0,0,0,0,0,0,0,722,653,178,15
LGA10850,0,0,0,3,0,0,3,9,3,6,3,21,48,4,3,76,3,0,0,0,3,5,0,3,11,4,0,0,0,4,0,0,0,4,3,4,0,3,10,3,3,0,16,10,4,0,3,17,8,3,3,31,0,0,0,0,0,0,0,0,0,680,792,261,26,1759,598,42,46,2445,714,790,259,25,1788,589,39,97,2513,9,5,7,3,24,29,0,4,57,4,0,0,0,4,0,0,0,4,13,5,7,3,28,29,0,4,61,3,3,3,3,12,44,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,3,3,3,3,12,48,0,0,60,0,0,0,0,0,8,0,11,19,0,0,0,0,0,0,0,0,0,0,0,4,0,4,5,0,0,9,0,0,4,0,4,13,0,11,28,0,0,0,0,0,0,0,0,0,730,798,273,31
LGA10900,5,0,19,51,3,4,77,85,27,66,7,185,501,25,60,771,8,5,3,0,16,6,0,9,31,0,0,0,0,0,0,0,0,0,5,3,3,0,11,15,0,9,35,13,8,6,0,27,21,0,18,66,0,0,0,0,0,0,0,4,4,7218,9186,3026,211,19641,6842,765,1060,28308,7207,9000,2887,166,19260,5999,715,1144,27118,233,81,89,0,403,512,37,55,1007,92,47,54,7,200,253,12,32,497,325,128,143,7,603,765,49,87,1504,54,20,33,0,107,285,24,35,451,10,3,3,3,19,56,4,3,82,0,0,0,0,0,4,0,0,4,14,5,12,0,31,48,0,7,86,78,28,48,3,157,393,28,45,623,3,3,0,0,6,9,0,28,43,3,0,0,0,3,0,0,32,35,5,5,0,3,13,13,0,4,30,11,8,0,3,22,22,0,64,108,4,5,0,0,9,6,7,0,22,7625,9169,3078,179
LGA10950,0,0,0,6,0,0,6,5,3,0,0,8,38,0,6,52,3,0,0,0,3,5,0,14,22,0,0,0,0,0,0,0,0,0,3,0,3,0,6,5,0,0,11,6,0,3,0,9,10,0,14,33,0,0,0,0,0,0,0,0,0,302,332,117,11,762,288,32,35,1117,251,310,125,10,696,261,19,61,1037,3,3,0,0,6,17,0,3,26,0,0,0,0,0,0,0,0,0,3,3,0,0,6,17,0,3,26,3,0,3,0,6,23,0,3,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,6,23,0,3,32,4,0,0,0,4,9,0,37,50,0,0,0,0,0,0,0,4,4,4,0,0,0,4,4,0,0,8,8,0,0,0,8,13,0,41,62,0,0,0,0,0,3,0,7,10,265,313,128,10
LGA11000,0,0,0,0,0,0,0,0,0,0,0,0,18,3,3,24,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,4,0,3,7,0,0,0,0,0,0,0,0,0,328,260,90,6,684,290,23,45,1042,311,236,90,5,642,306,21,28,997,0,0,0,3,3,11,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,0,0,14,4,0,0,0,4,11,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,11,0,0,15,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,3,6,0,3,0,0,3,0,0,0,3,0,3,0,0,3,3,0,6,12,0,0,0,0,0,0,0,0,0,315,239,90,8
LGA11050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,9,0,0,0,0,0,0,0,0,0,4,3,0,0,7,4,0,0,11,4,3,0,0,7,8,0,5,20,0,0,0,0,0,0,0,0,0,296,247,78,7,628,279,18,24,949,283,238,86,7,614,286,15,33,948,4,0,0,0,4,25,0,0,29,0,0,3,0,3,0,0,0,3,4,0,3,0,7,25,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,0,3,3,0,3,9,0,3,0,0,3,5,0,0,8,3,3,3,0,9,8,0,3,20,0,0,0,0,0,0,0,0,0,290,241,92,7
LGA11100,0,0,12,3,0,0,15,1117,1415,655,126,3313,1872,340,438,5963,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,14,29,10,3,56,26,0,12,94,14,32,10,3,59,26,0,12,97,3,3,0,0,6,0,3,0,9,2728,4558,1686,265,9237,3351,560,697,13845,1194,2527,679,99,4499,913,164,210,5786,231,388,172,21,812,253,39,40,1144,182,419,138,12,751,179,34,46,1010,413,807,310,33,1563,432,73,86,2154,156,175,89,27,447,441,40,83,1011,647,1002,461,77,2187,931,219,206,3543,577,392,191,56,1216,714,174,173,2277,0,0,0,0,0,0,0,0,0,1380,1569,741,160,3850,2086,433,462,6831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,11,0,53,13,7,7,80,21,21,11,0,53,13,7,7,80,3,7,0,0,10,20,4,0,34,3011,4931,1741,292
LGA11150,0,0,0,0,0,0,0,6,0,0,0,6,22,0,8,36,0,0,0,4,4,19,0,71,94,0,3,0,0,3,6,0,6,15,3,3,0,0,6,8,0,0,14,3,6,0,4,13,33,0,77,123,0,0,0,0,0,0,0,3,3,234,312,134,22,702,296,26,166,1190,232,250,115,16,613,254,20,124,1011,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,3,3,0,9,13,3,15,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,9,13,3,15,40,0,0,0,0,0,13,0,103,116,0,0,0,0,0,0,0,23,23,0,5,0,0,5,0,0,3,8,0,5,0,0,5,13,0,129,147,0,0,0,0,0,0,0,6,6,235,258,118,16
LGA11200,0,0,0,0,0,0,0,9,0,0,0,9,17,0,3,29,0,0,0,0,0,6,0,4,10,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,4,0,0,0,4,6,0,4,14,0,0,0,0,0,0,0,3,3,141,165,106,12,424,141,7,48,620,108,142,93,19,362,149,19,38,568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,8,0,20,18,0,7,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,8,0,20,18,0,7,45,0,0,4,0,4,0,0,7,11,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,3,0,4,0,7,0,0,7,14,0,0,0,0,0,3,0,0,3,119,146,105,19
LGA11250,3,0,6,9,0,3,18,28,15,34,3,80,208,6,39,333,9,4,0,0,13,10,0,117,140,0,3,0,0,3,0,0,3,6,3,9,0,0,12,13,0,6,31,12,16,0,0,28,23,0,126,177,3,3,0,0,6,0,0,0,6,2103,1850,1015,64,5032,2520,142,458,8152,2003,1590,969,68,4630,2244,142,396,7412,7,4,7,0,18,56,0,37,111,0,0,0,0,0,0,0,0,0,7,4,7,0,18,56,0,37,111,26,17,23,3,69,167,7,33,276,0,0,0,0,0,0,0,0,0,18,14,10,0,42,28,0,4,74,0,3,0,0,3,0,0,0,3,44,34,33,3,114,195,7,37,353,9,0,0,0,9,9,0,140,158,0,0,0,0,0,0,0,3,3,3,0,3,0,6,3,0,0,9,12,0,3,0,15,12,0,143,170,0,4,0,0,4,0,0,5,9,2066,1632,1012,71
LGA11300,4,0,7,3,3,3,16,752,637,383,139,1911,1081,513,339,3844,3,3,0,0,6,0,0,0,6,0,0,0,0,0,3,0,0,3,7,15,4,0,26,9,3,4,42,10,18,4,0,32,12,3,4,51,0,0,0,0,0,0,0,0,0,2171,3658,1113,266,7208,2222,788,669,10887,1174,2620,634,114,4542,850,239,163,5794,165,261,80,21,527,229,37,26,819,73,155,56,3,287,98,20,16,421,238,416,136,24,814,327,57,42,1240,196,147,95,15,453,301,112,93,959,373,312,160,66,911,367,234,81,1593,358,307,160,56,881,326,210,106,1523,3,6,0,3,12,14,4,4,34,930,772,415,140,2257,1008,560,284,4109,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,17,14,3,0,34,21,6,17,78,17,14,3,0,34,21,6,21,82,0,3,3,0,6,5,0,3,14,2359,3825,1191,278
LGA11350,6,0,15,33,3,3,54,108,45,120,6,279,414,53,151,897,64,21,29,0,114,200,10,227,551,0,0,0,0,0,94,0,23,117,6,13,4,0,23,28,7,10,68,70,34,33,0,137,322,17,260,736,3,0,0,0,3,3,0,3,9,2532,2813,1668,88,7101,2852,760,1232,11945,2361,2656,1341,71,6429,2131,638,569,9767,82,58,71,3,214,205,47,40,506,124,68,96,9,297,177,85,73,632,206,126,167,12,511,382,132,113,1138,65,29,81,3,178,264,33,87,562,14,0,8,0,22,37,4,15,78,3,3,3,0,9,0,0,0,9,4,3,6,0,13,33,9,8,63,86,35,98,3,222,334,46,110,712,49,11,22,3,85,189,20,250,544,0,0,0,0,0,10,0,149,159,8,4,5,0,17,31,0,7,55,57,15,27,3,102,230,20,406,758,3,7,0,0,10,12,0,6,28,2713,2839,1633,89
LGA11400,0,0,3,0,0,0,3,7,0,0,3,10,51,0,3,64,10,4,0,0,14,31,0,13,58,0,4,0,0,4,4,0,0,8,10,6,7,0,23,12,4,5,44,20,14,7,0,41,47,4,18,110,0,0,0,0,0,0,0,0,0,1466,1549,355,40,3410,1035,70,136,4651,1516,1515,400,36,3467,973,68,100,4608,5,3,0,0,8,40,0,0,48,3,3,3,0,9,5,3,0,17,8,6,3,0,17,45,3,0,65,9,3,3,0,15,49,0,3,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,3,3,9,3,3,0,15,52,0,6,73,0,4,0,0,4,25,0,12,41,4,4,0,0,8,8,0,0,16,7,7,0,0,14,6,0,0,20,11,15,0,0,26,39,0,12,77,3,0,0,0,3,0,0,0,3,1547,1539,406,36
LGA11450,0,0,7,11,6,5,29,32,10,13,3,58,183,10,21,272,13,3,3,3,22,75,7,14,118,0,0,0,0,0,0,0,0,0,3,3,3,0,9,14,0,0,23,16,6,6,3,31,89,7,14,141,0,0,0,0,0,0,0,0,0,3674,7614,1814,122,13224,2225,278,507,16234,4021,8171,1923,136,14251,1880,268,441,16840,139,110,57,3,309,315,21,21,666,86,108,67,5,266,97,12,15,390,225,218,124,8,575,412,33,36,1056,33,6,11,3,53,162,12,32,259,12,0,0,0,12,10,0,0,22,0,0,0,0,0,0,0,0,0,4,3,4,0,11,13,0,0,24,49,9,15,3,76,185,12,32,305,23,3,6,3,35,103,6,16,160,0,0,0,0,0,0,0,4,4,4,3,0,0,7,4,0,3,14,27,6,6,3,42,107,6,23,178,10,9,0,0,19,7,3,0,29,4332,8413,2068,150
LGA11500,3,0,13,4,0,0,17,240,116,153,15,524,660,54,125,1363,0,5,4,0,9,4,0,9,22,0,0,0,0,0,3,0,0,3,7,10,3,0,20,16,0,8,44,7,15,7,0,29,23,0,17,69,0,8,7,0,15,3,0,3,21,8996,18992,8254,535,36777,8048,921,2077,47823,8173,16697,6456,477,31803,5502,746,1223,39274,725,793,671,65,2254,1332,112,159,3857,542,919,918,59,2438,1023,128,249,3838,1267,1712,1589,124,4692,2355,240,408,7695,160,101,106,13,380,601,29,90,1100,148,37,30,4,219,201,18,36,474,91,23,33,4,151,120,14,13,298,9,8,0,0,17,32,3,11,63,408,169,169,21,767,954,64,150,1935,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,7,7,29,53,20,4,106,34,0,5,145,29,53,20,4,106,38,0,12,156,3,5,5,0,13,7,0,0,20,9880,18636,8239,626
LGA11520,0,0,20,19,0,4,43,2743,1422,666,193,5024,3064,733,1017,9838,3,3,0,0,6,6,0,6,18,0,4,0,0,4,0,0,0,4,32,28,10,3,73,25,18,8,124,35,35,10,3,83,31,18,14,146,0,3,0,0,3,3,0,0,6,6658,8117,2112,412,17299,5902,1213,1733,26147,2941,6161,1208,159,10469,1990,295,372,13126,283,371,98,21,773,255,47,39,1114,631,752,241,32,1656,524,117,114,2411,914,1123,339,53,2429,779,164,153,3525,576,333,193,36,1138,920,127,128,2313,1007,609,318,63,1997,1056,289,293,3635,2168,1206,401,129,3904,1642,590,733,6869,10,8,4,0,22,11,0,3,36,3761,2156,916,228,7061,3629,1006,1157,12853,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,39,29,12,0,80,40,15,30,165,39,29,12,0,80,43,15,30,168,23,6,3,5,37,17,4,6,64,7678,9475,2478,445
LGA11550,3,0,15,15,0,3,33,2886,4053,2215,340,9494,5423,804,1491,17212,8,10,7,0,25,6,3,0,34,0,0,0,0,0,5,0,0,5,50,74,30,6,160,64,15,31,270,58,84,37,6,185,75,18,31,309,0,4,5,0,9,3,0,5,17,8983,17054,5819,747,32603,10246,1412,2773,47034,5164,11397,3061,355,19977,3665,456,800,24898,311,554,195,25,1085,464,51,87,1687,562,1273,523,55,2413,556,112,215,3296,873,1827,718,80,3498,1020,163,302,4983,2137,3139,1351,245,6872,3035,606,880,11393,925,1349,698,94,3066,1424,215,394,5099,341,397,178,32,948,483,75,100,1606,5,0,7,0,12,9,4,4,29,3408,4885,2234,371,10898,4951,900,1378,18127,0,3,3,0,6,5,0,4,15,0,0,0,0,0,0,0,0,0,41,75,33,3,152,60,26,47,285,41,78,36,3,158,65,26,51,300,31,56,13,5,105,45,0,4,154,9517,18243,6062,814
LGA11600,0,0,0,0,0,0,0,4,0,0,0,4,28,5,9,46,3,0,0,3,6,26,3,43,78,0,0,0,0,0,0,0,6,6,4,0,0,0,4,0,0,0,4,7,0,0,3,10,26,3,49,88,0,0,0,0,0,0,0,0,0,283,338,84,10,715,281,30,127,1153,279,284,84,11,658,239,21,34,952,3,0,0,0,3,3,3,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,3,0,9,4,0,0,0,4,20,3,3,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,20,3,3,30,9,3,0,0,12,16,3,28,59,0,0,0,0,0,3,0,3,6,0,0,0,0,0,0,0,0,0,9,3,0,0,12,19,3,31,65,0,0,0,0,0,0,0,0,0,295,287,84,11
LGA11700,0,0,0,0,0,0,0,0,3,0,0,3,5,3,3,14,4,0,0,0,4,26,0,30,60,0,0,3,0,3,9,0,9,21,0,0,0,0,0,3,3,0,6,4,0,3,0,7,38,3,39,87,0,0,0,0,0,0,0,0,0,163,163,75,15,416,263,22,107,808,152,140,85,12,389,203,13,75,680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,4,0,18,24,0,3,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,4,0,18,24,0,3,45,8,3,0,0,11,13,0,55,79,0,0,0,0,0,0,0,11,11,3,0,4,0,7,13,0,3,23,11,3,4,0,18,26,0,69,113,5,13,10,3,31,12,4,9,56,179,159,103,15
LGA11720,0,0,6,0,0,0,6,50,39,71,4,164,348,16,23,551,20,8,7,3,38,50,0,49,137,0,3,0,0,3,0,0,0,3,5,14,6,0,25,10,0,4,39,25,25,13,3,66,60,0,53,179,7,8,10,0,25,4,0,3,32,4414,5411,2380,182,12387,3907,366,572,17232,4570,5578,2463,158,12769,3535,407,630,17341,164,90,128,4,386,405,36,37,864,12,3,11,0,26,28,0,5,59,176,93,139,4,412,433,36,42,923,89,27,59,4,179,335,22,36,572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,5,0,14,4,0,0,18,95,30,64,4,193,339,22,36,590,11,3,4,0,18,20,3,52,93,0,3,0,0,3,0,0,0,3,6,3,5,0,14,13,0,0,27,17,9,9,0,35,33,3,52,123,6,3,0,0,9,3,0,9,21,4864,5713,2675,166
LGA11730,3,0,11,21,3,0,35,193,64,147,8,412,690,52,142,1296,129,37,22,3,191,298,10,380,879,9,3,4,0,16,22,0,20,58,23,18,4,0,45,25,3,3,76,161,58,30,3,252,345,13,403,1013,3,0,0,0,3,0,0,3,6,5940,4739,2211,137,13027,4893,464,1030,19414,5751,4469,2097,163,12480,3894,426,541,17341,115,27,58,3,203,300,14,29,546,51,31,47,4,133,130,15,16,294,166,58,105,7,336,430,29,45,840,174,45,125,10,354,599,43,115,1111,16,5,5,3,29,41,3,32,105,3,3,0,0,6,8,5,3,22,0,3,0,0,3,14,0,0,17,193,56,130,13,392,662,51,150,1255,100,20,16,0,136,261,14,477,888,3,5,4,0,12,26,0,15,53,19,13,12,0,44,32,4,8,88,122,38,32,0,192,319,18,500,1029,3,0,0,6,9,21,0,3,33,6235,4621,2364,189
LGA11750,0,0,0,0,0,0,0,16,12,9,0,37,108,5,56,206,14,3,3,0,20,13,0,60,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,14,3,3,0,20,16,0,60,96,0,0,0,0,0,0,0,0,0,447,570,166,23,1206,477,51,228,1962,438,489,161,18,1106,398,30,124,1658,4,0,3,3,10,11,0,3,24,0,0,0,0,0,0,0,0,0,4,0,3,3,10,11,0,3,24,21,4,3,3,31,85,5,21,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,4,3,3,31,85,5,21,142,8,0,0,0,8,21,3,72,104,0,0,0,0,0,0,0,6,6,0,4,0,0,4,5,0,0,9,8,4,0,0,12,26,3,78,119,0,0,0,0,0,5,0,15,20,471,497,167,24
