region_id,Pers_age_15andOver_C01_M,Pers_age_15over_C01_F,Pers_age_15over_C01_P,Pers_age_15over_C06_M,Pers_age_15over_C06_F,Pers_age_15over_C06_P,Pers_age_15over_C11_M,Pers_age_15over_C11_F,Pers_age_15over_C11_P,Lfs_Em_FT_C01_M,Lfs_Em_FT_C01_F,Lfs_Em_FT_C01_P,Lfs_Em_FT_C06_M,Lfs_Em_FT_C06_F,Lfs_Em_FT_C06_P,Lfs_Em_FT_C11_M,Lfs_Em_FT_C11_F,Lfs_Em_FT_C11_P,Lfs_Emp_wor_pt_C01_M,Lfs_Emp_wor_pt_C01_F,Lfs_Emp_wor_pt_C01_P,Lfs_Emp_wor_pt_C06_M,Lfs_Emp_wor_pt_C06_F,Lfs_Emp_wor_pt_C06_P,Lfs_Emp_wor_pt_C11_M,Lfs_Emp_wor_pt_C11_F,Lfs_Emp_wor_pt_C11_P,Lfs_Em_AFWr_C01_M,Lfs_Em_AFWr_C01_F,Lfs_Em_AFWr_C01_P,Lfs_Em_AFWr_C06_M,Lfs_Em_AFWr_C06_F,Lfs_Em_AFWr_C06_P,Lfs_Em_AFWr_C11_M,Lfs_Em_AFWr_C11_F,Lfs_Em_AFWr_C11_P,Lfs_Unem_loo_f_wor_C01_M,Lfs_Unem_loo_f_wor_C01_F,Lfs_Unem_loo_f_wor_C01_P,Lfs_Unem_loo_f_wor_C06_M,Lfs_Unem_loo_f_wor_C06_F,Lfs_Unem_loo_f_wor_C06_P,Lfs_Unem_loo_f_wor_C11_M,Lfs_Unem_loo_f_wor_C11_F,Lfs_Unem_loo_f_wor_C11_P,Lfs_Tot_lab_for_C01_M,Lfs_Tot_lab_for_C01_F,Lfs_Tot_lab_for_C01_P,Lfs_Tot_lab_for_C06_M,Lfs_Tot_lab_for_C06_F,Lfs_Tot_lab_for_C06_P,Lfs_Tot_lab_for_C11_M,Lfs_Tot_lab_for_C11_F,Lfs_Tot_lab_for_C11_P,N_the_labo_forc_C01_M,N_the_labo_forc_C01_F,N_the_labo_forc_C01_P,N_the_labo_forc_C06_M,N_the_labo_forc_C06_F,N_the_labo_forc_C06_P,N_the_labo_forc_C11_M,N_the_labo_forc_C11_F,N_the_labo_forc_C11_P,Percnt_Unemploy_C01_M,Percnt_Unemploy_C01_F,Percnt_Unemploy_C01_P,Percnt_Unemploy_C06_M,Percnt_Unemploy_C06_F,Percnt_Unemploy_C06_P,Percnt_Unemploy_C11_M,Percnt_Unemploy_C11_F,Percnt_Unemploy_C11_P,Prcnt_LForc_prt_C01_M,Prcnt_LForc_prt_C01_F,Prcnt_LForc_prt_C01_P,Prcnt_LForc_prt_C06_M,Prcnt_LForc_prt_C06_F,Prcnt_LForc_prt_C06_P,Prcnt_LForc_prt_C11_M,Prcnt_LForc_prt_C11_F,Prcnt_LForc_prt_C11_P,Pcnt_Emp_to_pop_C01_M,Pcnt_Emp_to_pop_C01_F,Pcnt_Emp_to_pop_C01_P,Pcnt_Emp_to_pop_C06_M,Pcnt_Emp_to_pop_C06_F,Pcnt_Emp_to_pop_C06_P,Pcnt_Emp_to_pop_C11_M,Pcnt_Emp_to_pop_C11_F,Pcnt_Emp_to_pop_C11_P,No_sc_qu_Po_De_C01_M,No_sc_qu_Po_De_C01_F,No_sc_qu_Po_De_C01_P,No_sc_qu_Po_De_C06_M,No_sc_qu_Po_De_C06_F,No_sc_qu_Po_De_C06_P,No_sc_qu_Po_De_C11_M,No_sc_qu_Po_De_C11_F,No_sc_qu_Po_De_C11_P,N_s_q_Gr_D_G_Ce_C01_M,N_s_q_Gr_D_G_Ce_C01_F,N_s_q_Gr_D_G_Ce_C01_P,N_s_q_Gr_D_G_Ce_C06_M,N_s_q_Gr_D_G_Ce_C06_F,N_s_q_Gr_D_G_Ce_C06_P,N_s_q_Gr_D_G_Ce_C11_M,N_s_q_Gr_D_G_Ce_C11_F,N_s_q_Gr_D_G_Ce_C11_P,N_s_q_Bach_Deg_C01_M,N_s_q_Bach_Deg_C01_F,N_s_q_Bach_Deg_C01_P,N_s_q_Bach_Deg_C06_M,N_s_q_Bach_Deg_C06_F,N_s_q_Bach_Deg_C06_P,N_s_q_Bach_Deg_C11_M,N_s_q_Bach_Deg_C11_F,N_s_q_Bach_Deg_C11_P,N_s_q_AdD_DL_2001_Cens_M,N_s_q_AdD_DL_2001_Cens_F,N_s_q_AdD_DL_2001_Cens_P,N_s_q_AdD_DL_2006_Cens_M,N_s_q_AdD_DL_2006_Cens_F,N_s_q_AdD_DL_2006_Cens_P,N_s_q_AdD_DL_2011_Cens_M,N_s_q_AdD_DL_2011_Cens_F,N_s_q_AdD_DL_2011_Cens_P,N_s_q_Cert_Leve_C01_M,N_s_q_Cert_Leve_C01_F,N_s_q_Cert_Leve_C01_P,N_s_q_Cert_Leve_C06_M,N_s_q_Cert_Leve_C06_F,N_s_q_Cert_Leve_C06_P,N_s_q_Cert_Leve_C11_M,N_s_q_Cert_Leve_C11_F,N_s_q_Cert_Leve_C11_P,Mig_Liv_SA_1yr_ag_01_Cen_M,Mig_Liv_SA_1yr_ag_01_Cen_F,Mig_Liv_SA_1yr_ag_01_Cen_P,Mig_Liv_SA_1yr_ag_06_Cen_M,Mig_Liv_SA_1yr_ag_06_Cen_F,Mig_Liv_SA_1yr_ag_06_Cen_P,Mig_Liv_SA_1yr_ag_11_Cen_M,Mig_Liv_SA_1yr_ag_11_Cen_F,Mig_Liv_SA_1yr_ag_11_Cen_P,Mig_Liv_DA_1yr_ag_01_Cen_M,Mig_Liv_DA_1yr_ag_01_Cen_F,Mig_Liv_DA_1yr_ag_01_Cen_P,Mig_Liv_DA_1yr_ag_06_Cen_M,Mig_Liv_DA_1yr_ag_06_Cen_F,Mig_Liv_DA_1yr_ag_06_Cen_P,Mig_Liv_DA_1yr_ag_11_Cen_M,Mig_Liv_DA_1yr_ag_11_Cen_F,Mig_Liv_DA_1yr_ag_11_Cen_P,Mi_Liv_SA_5yrs_ag_2001_Ce_M,Mi_Liv_SA_5yrs_ag_2001_Ce_F,Mi_Liv_SA_5yrs_ag_2001_Ce_P,Mi_Liv_SA_5yrs_ag_2006_Ce_M,Mi_Liv_SA_5yrs_ag_2006_Ce_F,Mi_Liv_SA_5yrs_ag_2006_Ce_P,Mi_Liv_SA_5yrs_ag_2011_Ce_M,Mi_Liv_SA_5yrs_ag_2011_Ce_F,Mi_Liv_SA_5yrs_ag_2011_Ce_P,Mi_Liv_DA_5yrs_ag_2001_Ce_M,Mi_Liv_DA_5yrs_ag_2001_Ce_F,Mi_Liv_DA_5yrs_ag_2001_Ce_P,Mi_Liv_DA_5yrs_ag_2006_Ce_M,Mi_Liv_DA_5yrs_ag_2006_Ce_F,Mi_Liv_DA_5yrs_ag_2006_Ce_P,Mi_Liv_DA_5yrs_ag_2011_Ce_M,Mi_Liv_DA_5yrs_ag_2011_Ce_F,Mi_Liv_DA_5yrs_ag_2011_Ce_P
LGA10650,3054,3056,6110,3115,3141,6256,3210,3223,6433,1583,668,2251,1516,708,2224,1375,637,2012,254,668,922,266,737,1003,305,752,1057,125,96,221,156,108,264,125,115,240,83,68,151,82,70,152,84,80,164,2045,1500,3545,2020,1623,3643,1889,1584,3473,906,1425,2331,986,1402,2388,1137,1438,2575,4.1,4.5,4.3,4.1,4.3,4.2,4.4,5.1,4.7,67.0,49.1,58.0,64.8,51.7,58.2,58.9,49.1,54.0,64.2,46.9,55.5,62.2,49.4,55.8,56.2,46.6,51.4,20,13,33,13,12,25,16,21,37,16,33,49,12,31,43,19,40,59,121,211,332,131,247,378,141,265,406,111,140,251,138,201,339,164,221,385,693,282,975,801,410,1211,847,484,1331,3131,3097,6228,3188,3137,6325,3200,3178,6378,585,564,1149,572,619,1191,503,544,1047,2207,2172,4379,2036,1993,4029,2287,2241,4528,1326,1293,2619,1495,1569,3064,1206,1245,2451
LGA10750,93467,97244,190711,99865,104124,203989,111783,116772,228555,48719,27156,75875,51738,30010,81748,57403,33750,91153,7871,17234,25105,8829,18831,27660,11362,22452,33814,4354,3543,7897,4473,3620,8093,4110,4057,8167,5367,3686,9053,4547,4101,8648,5225,5081,10306,66311,51619,117930,69587,56562,126149,78100,65340,143440,23187,41298,64485,24436,41717,66153,28394,46240,74634,8.1,7.1,7.7,6.5,7.3,6.9,6.7,7.8,7.2,70.9,53.1,61.8,69.7,54.3,61.8,69.9,56.0,62.8,65.2,49.3,57.1,65.1,50.4,57.6,65.2,51.6,58.3,1457,925,2382,2356,1776,4132,4301,3600,7901,483,692,1175,534,807,1341,912,1232,2144,6516,8292,14808,9253,11809,21062,12730,16411,29141,4307,5174,9481,5802,7210,13012,8009,9618,17627,21599,8898,30497,22251,11474,33725,24325,14630,38955,98726,100724,199450,107743,110499,218242,121829,125073,246902,19868,20058,39926,16567,17185,33752,17885,18294,36179,62407,63955,126362,69733,71653,141386,80942,83423,164365,46857,48236,95093,44220,46224,90444,47413,49134,96547
LGA10800,2510,2430,4940,2548,2356,4904,2343,2268,4611,1314,560,1874,1424,535,1959,1272,523,1795,207,500,707,197,551,748,195,544,739,104,107,211,121,97,218,108,87,195,89,49,138,72,50,122,42,54,96,1714,1216,2930,1814,1233,3047,1617,1208,2825,678,1111,1789,611,1022,1633,630,992,1622,5.2,4.0,4.7,4.0,4.1,4.0,2.6,4.5,3.4,68.3,50.0,59.3,71.2,52.3,62.1,69.0,53.3,61.3,64.7,48.0,56.5,68.4,50.2,59.6,67.2,50.9,59.2,12,9,21,16,7,23,17,14,31,11,17,28,6,22,28,14,19,33,82,142,224,115,185,300,110,195,305,63,125,188,66,138,204,86,146,232,511,227,738,654,301,955,625,359,984,2649,2622,5271,2583,2511,5094,2456,2467,4923,407,404,811,440,416,856,374,338,712,1969,1901,3870,1903,1787,3690,1802,1764,3566,913,926,1839,939,947,1886,822,850,1672
LGA10850,2324,2285,4609,2393,2478,4871,2673,2642,5315,1193,539,1732,1223,580,1803,1422,611,2033,172,461,633,200,571,771,213,665,878,103,78,181,98,81,179,105,94,199,131,83,214,101,97,198,83,74,157,1599,1161,2760,1622,1329,2951,1823,1444,3267,661,1047,1708,695,1083,1778,710,1099,1809,8.2,7.1,7.8,6.2,7.3,6.7,4.6,5.1,4.8,68.8,50.8,59.9,67.8,53.6,60.6,68.2,54.7,61.5,63.2,47.2,55.2,63.6,49.7,56.5,65.1,51.9,58.5,17,12,29,24,35,59,33,28,61,13,37,50,21,37,58,17,33,50,109,143,252,127,202,329,156,270,426,83,144,227,102,201,303,142,245,387,573,253,826,642,349,991,771,471,1242,2497,2419,4916,2549,2574,5123,2823,2815,5638,485,488,973,473,510,983,422,411,833,1741,1654,3395,1709,1682,3391,1993,1949,3942,1050,1049,2099,1102,1189,2291,1018,1075,2093
LGA10900,27573,29986,57559,27568,30425,57993,28489,31551,60040,13531,7440,20971,13461,7381,20842,13223,7441,20664,3491,7494,10985,3642,8105,11747,3857,8420,12277,1158,1121,2279,1059,1068,2127,905,1102,2007,1152,842,1994,975,806,1781,1021,825,1846,19332,16897,36229,19137,17360,36497,19006,17788,36794,7472,12156,19628,7255,11824,19079,8080,12280,20360,6.0,5.0,5.5,5.1,4.6,4.9,5.4,4.6,5.0,70.1,56.3,62.9,69.4,57.1,62.9,66.7,56.4,61.3,65.9,53.5,59.5,65.9,54.4,59.9,63.1,53.8,58.2,978,787,1765,1200,1114,2314,1481,1552,3033,540,967,1507,541,906,1447,632,1050,1682,3274,4125,7399,3749,4963,8712,4020,5731,9751,2068,2912,4980,2343,3513,5856,2638,3753,6391,7331,3439,10770,7352,3813,11165,7712,4408,12120,28733,30411,59144,29099,31135,60234,30004,32291,62295,5570,5904,11474,4392,4755,9147,3999,4405,8404,18885,19978,38863,19916,21183,41099,20960,22475,43435,13401,14397,27798,11486,12687,24173,10973,12194,23167
LGA10950,1210,1110,2320,1167,1063,2230,1234,1096,2330,618,286,904,625,286,911,640,291,931,105,205,310,95,217,312,91,203,294,41,30,71,47,40,87,50,40,90,94,37,131,71,34,105,45,34,79,858,558,1416,838,577,1415,826,568,1394,327,531,858,303,453,756,300,449,749,11.0,6.6,9.3,8.5,5.9,7.4,5.4,6.0,5.7,70.9,50.3,61.0,71.8,54.3,63.5,67.0,51.8,59.8,63.1,46.9,55.4,65.7,51.1,58.7,63.3,48.7,56.4,3,5,8,4,4,8,10,5,15,3,15,18,8,15,23,5,14,19,42,69,111,53,85,138,63,101,164,37,52,89,30,52,82,38,62,100,240,89,329,253,106,359,286,141,427,1288,1224,2512,1272,1120,2392,1239,1103,2342,240,198,438,208,210,418,202,201,403,957,840,1797,894,788,1682,895,775,1670,482,479,961,455,437,892,449,426,875
LGA11000,999,952,1951,989,993,1982,989,933,1922,531,192,723,503,188,691,501,198,699,73,209,282,84,237,321,89,236,325,45,30,75,40,31,71,39,27,66,35,27,62,34,24,58,27,21,48,684,458,1142,661,480,1141,656,482,1138,291,466,757,263,464,727,292,412,704,5.1,5.9,5.4,5.1,5.0,5.1,4.1,4.4,4.2,68.5,48.1,58.5,66.8,48.4,57.6,66.3,51.7,59.2,65.0,45.3,55.4,63.4,46.0,54.7,63.5,49.4,56.7,6,3,9,11,5,16,7,9,16,8,17,25,5,17,22,9,13,22,40,49,89,45,75,120,45,83,128,35,57,92,41,68,109,43,67,110,209,86,295,230,115,345,246,145,391,1079,1019,2098,1020,1015,2035,1048,1003,2051,132,151,283,137,157,294,104,126,230,815,773,1588,755,718,1473,791,738,1529,335,343,678,341,390,731,306,311,617
LGA11050,924,873,1797,887,890,1777,923,934,1857,491,192,683,439,203,642,424,176,600,76,154,230,76,171,247,107,224,331,35,27,62,32,36,68,44,41,85,25,17,42,25,24,49,16,20,36,627,390,1017,572,434,1006,591,461,1052,274,462,736,295,428,723,309,444,753,4.0,4.4,4.1,4.4,5.5,4.9,2.7,4.3,3.4,67.9,44.7,56.6,64.4,48.9,56.6,64.0,49.4,56.7,65.2,42.7,54.3,61.6,46.2,53.9,62.3,47.3,54.7,5,0,5,9,6,15,12,5,17,5,12,17,5,9,14,3,13,16,21,59,80,31,72,103,57,86,143,32,48,80,39,64,103,51,73,124,221,88,309,237,117,354,233,123,356,1000,988,1988,960,945,1905,958,959,1917,149,117,266,133,143,276,158,155,313,757,735,1492,697,687,1384,706,682,1388,328,306,634,334,366,700,343,364,707
LGA11100,14283,14772,29055,14528,15129,29657,16016,16624,32640,6764,4212,10976,6928,4350,11278,7568,4870,12438,1515,2398,3913,1620,2672,4292,1866,3229,5095,584,528,1112,577,558,1135,559,588,1147,629,392,1021,529,422,951,551,484,1035,9492,7530,17022,9654,8002,17656,10544,9171,19715,3992,6330,10322,3819,6039,9858,4342,6419,10761,6.6,5.2,6.0,5.5,5.3,5.4,5.2,5.3,5.2,66.5,51.0,58.6,66.4,52.9,59.5,65.8,55.2,60.4,62.1,48.3,55.1,62.8,50.1,56.3,62.4,52.3,57.2,401,235,636,663,440,1103,924,749,1673,73,121,194,89,126,215,144,198,342,1108,1268,2376,1495,1773,3268,2037,2539,4576,755,888,1643,920,1177,2097,1206,1560,2766,2919,1277,4196,2850,1372,4222,3131,1645,4776,13657,14153,27810,13916,14351,28267,15744,16207,31951,2607,2511,5118,2551,2541,5092,2437,2455,4892,8939,9450,18389,9270,9892,19162,10228,10751,20979,6395,6226,12621,6101,5970,12071,6789,6781,13570
LGA11150,1510,1347,2857,1300,1205,2505,1241,1246,2487,749,399,1148,592,367,959,571,343,914,151,238,389,93,211,304,79,215,294,70,69,139,65,55,120,54,45,99,73,41,114,77,41,118,45,27,72,1043,747,1790,827,674,1501,749,630,1379,373,519,892,342,433,775,308,443,751,7.0,5.5,6.4,9.3,6.1,7.9,6.0,4.3,5.2,69.1,55.5,62.7,63.6,56.0,59.9,60.4,50.6,55.4,64.2,52.4,58.7,57.7,52.6,55.2,56.7,48.4,52.6,8,10,18,7,16,23,11,18,29,10,20,30,11,16,27,6,14,20,88,114,202,81,112,193,71,153,224,67,82,149,59,70,129,62,77,139,277,107,384,239,134,373,264,150,414,1528,1349,2877,1272,1154,2426,1133,1084,2217,393,352,745,297,299,596,223,223,446,1000,866,1866,887,798,1685,801,747,1548,745,695,1440,542,539,1081,442,475,917
LGA11200,813,677,1490,765,673,1438,682,660,1342,324,196,520,250,177,427,254,182,436,87,102,189,87,103,190,63,97,160,42,30,72,26,21,47,35,25,60,72,23,95,63,34,97,53,34,87,525,351,876,426,335,761,405,338,743,259,299,558,254,276,530,231,287,518,13.7,6.6,10.8,14.8,10.1,12.7,13.1,10.1,11.7,64.6,51.8,58.8,55.7,49.8,52.9,59.5,51.1,55.4,55.7,48.4,52.4,47.5,44.7,46.2,51.7,46.0,48.9,5,4,9,4,6,10,7,5,12,0,6,6,3,11,14,3,6,9,18,57,75,20,47,67,30,67,97,11,26,37,15,33,48,21,37,58,127,49,176,107,45,152,136,80,216,797,760,1557,700,717,1417,721,720,1441,192,146,338,155,148,303,118,115,233,557,499,1056,503,522,1025,550,533,1083,348,328,676,278,269,547,208,233,441
LGA11250,7724,8399,16123,7468,8087,15555,7423,8013,15436,2634,1313,3947,2741,1418,4159,2805,1621,4426,662,1506,2168,633,1542,2175,637,1492,2129,340,274,614,314,270,584,296,309,605,655,332,987,410,282,692,369,264,633,4291,3425,7716,4098,3512,7610,4107,3686,7793,3095,4527,7622,2862,4007,6869,2783,3705,6488,15.3,9.7,12.8,10.0,8.0,9.1,9.0,7.2,8.1,55.6,40.8,47.9,54.9,43.4,48.9,55.3,46.0,50.5,47.1,36.8,41.7,49.4,39.9,44.5,50.4,42.7,46.4,46,39,85,57,47,104,75,76,151,41,75,116,43,95,138,55,101,156,257,431,688,275,473,748,302,556,858,228,282,510,257,305,562,305,379,684,1771,705,2476,1829,925,2754,1967,1073,3040,7926,8299,16225,7586,7971,15557,7348,7826,15174,1388,1552,2940,1088,1244,2332,1036,1067,2103,6038,6314,12352,5504,5732,11236,5686,5985,11671,2751,3044,5795,2604,2976,5580,2167,2296,4463
LGA11300,11831,12585,24416,12697,13468,26165,13445,14215,27660,5167,3204,8371,5283,3435,8718,5498,3731,9229,1274,2051,3325,1673,2505,4178,2111,2878,4989,510,431,941,429,396,825,428,439,867,588,375,963,498,457,955,566,539,1105,7539,6061,13600,7883,6793,14676,8603,7587,16190,3667,5830,9497,3698,5657,9355,3881,5819,9700,7.8,6.2,7.1,6.3,6.7,6.5,6.6,7.1,6.8,63.7,48.2,55.7,62.1,50.4,56.1,64.0,53.4,58.5,58.8,45.2,51.8,58.2,47.0,52.4,59.8,49.6,54.5,533,365,898,1049,744,1793,1223,1056,2279,122,214,336,113,211,324,161,248,409,1799,1791,3590,2312,2433,4745,2590,2950,5540,786,976,1762,885,1212,2097,1291,1482,2773,1815,980,2795,1648,932,2580,1678,1024,2702,10906,11599,22505,11480,12254,23734,12342,13034,25376,2462,2455,4917,2332,2371,4703,2442,2572,5014,7086,7661,14747,7528,8303,15831,7899,8622,16521,5591,5802,11393,5561,5666,11227,6020,6241,12261
LGA11350,11196,11695,22891,11635,12244,23879,11850,12711,24561,3505,1891,5396,3727,2058,5785,3686,2186,5872,1672,2761,4433,2041,3318,5359,2217,3720,5937,504,439,943,500,445,945,508,492,1000,1093,726,1819,577,569,1146,653,562,1215,6774,5817,12591,6845,6390,13235,7064,6960,14024,3789,5236,9025,3662,4876,8538,3892,5039,8931,16.1,12.5,14.4,8.4,8.9,8.7,9.2,8.1,8.7,60.5,49.7,55.0,58.8,52.2,55.4,59.6,54.8,57.1,50.7,43.5,47.1,53.9,47.5,50.6,54.1,50.3,52.1,216,161,377,305,252,557,381,423,804,128,262,390,153,273,426,195,369,564,1106,1371,2477,1331,1846,3177,1616,2324,3940,628,1073,1701,747,1341,2088,852,1602,2454,2678,1166,3844,2782,1382,4164,3014,1619,4633,10247,10358,20605,10594,10926,21520,11104,11684,22788,3196,3298,6494,2438,2715,5153,2402,2754,5156,6199,6117,12316,6749,6787,13536,7291,7441,14732,6508,6910,13418,5530,6113,11643,5394,6181,11575
LGA11400,4593,4523,9116,4730,4740,9470,4825,4908,9733,2423,1081,3504,2535,1197,3732,2524,1264,3788,411,980,1391,404,1111,1515,487,1212,1699,202,163,365,178,188,366,200,172,372,148,102,250,108,104,212,114,122,236,3184,2326,5510,3225,2600,5825,3325,2770,6095,1312,2074,3386,1308,1980,3288,1366,1996,3362,4.6,4.4,4.5,3.3,4.0,3.6,3.4,4.4,3.9,69.3,51.4,60.4,68.2,54.9,61.5,68.9,56.4,62.6,66.1,49.2,57.7,65.9,52.7,59.3,66.5,54.0,60.2,60,34,94,85,71,156,94,83,177,25,62,87,32,68,100,38,86,124,207,366,573,268,500,768,327,609,936,221,294,515,223,402,625,298,421,719,1113,476,1589,1255,638,1893,1426,827,2253,5001,4954,9955,5190,5150,10340,5299,5322,10621,762,728,1490,639,706,1345,720,714,1434,3649,3557,7206,3531,3485,7016,3855,3849,7704,1802,1806,3608,1928,2008,3936,1755,1826,3581
LGA11450,15612,16554,32166,17653,18921,36574,20528,21933,42461,9785,4973,14758,10822,5603,16425,12406,6648,19054,1381,4078,5459,1686,4975,6661,1951,5770,7721,721,668,1389,734,722,1456,746,911,1657,488,443,931,467,520,987,594,620,1214,12375,10162,22537,13709,11820,25529,15697,13949,29646,2832,5903,8735,3258,6329,9587,4057,7227,11284,3.9,4.4,4.1,3.4,4.4,3.9,3.8,4.4,4.1,79.3,61.4,70.1,77.7,62.5,69.8,76.5,63.6,69.8,76.1,58.7,67.2,75.0,59.7,67.1,73.6,60.8,67.0,221,147,368,282,259,541,417,454,871,145,224,369,128,239,367,171,334,505,951,1331,2282,1229,1850,3079,1625,2560,4185,829,1178,2007,1137,1717,2854,1535,2242,3777,4981,1861,6842,5662,2451,8113,6711,3319,10030,16650,17120,33770,19699,20466,40165,22415,23367,45782,3942,4157,8099,3131,3374,6505,3773,3997,7770,8830,9124,17954,12129,12593,24722,14600,15194,29794,10097,10567,20664,8807,9491,18298,9580,10286,19866
LGA11500,52146,55265,107411,52530,55871,108401,54866,58842,113708,27345,14623,41968,27386,15287,42673,27630,16096,43726,4583,10832,15415,4861,11138,15999,5420,11566,16986,2490,1940,4430,2265,1905,4170,2095,1973,4068,3287,2422,5709,2572,2560,5132,2694,2525,5219,37705,29817,67522,37084,30890,67974,37839,32160,69999,12223,22815,35038,12090,21412,33502,14031,23366,37397,8.7,8.1,8.5,6.9,8.3,7.5,7.1,7.9,7.5,72.3,54.0,62.9,70.6,55.3,62.7,69.0,54.7,61.6,66.0,49.6,57.5,65.7,50.7,58.0,64.1,50.4,57.0,604,400,1004,912,642,1554,1355,1185,2540,276,408,684,279,434,713,337,541,878,2705,3262,5967,3285,4343,7628,4119,5540,9659,2207,2799,5006,2749,3712,6461,3318,4621,7939,13240,5293,18533,13389,6635,20024,14163,8370,22533,56642,58473,115115,56823,59051,115874,58849,61435,120284,10805,10869,21674,8027,8429,16456,7935,8356,16291,37502,38550,76052,38962,40139,79101,41249,42806,84055,24989,25987,50976,21071,22669,43740,20653,22316,42969
LGA11520,23365,26208,49573,25909,28690,54599,30073,32702,62775,12648,8848,21496,13779,9682,23461,15548,10578,26126,2191,4828,7019,2577,5550,8127,3295,6799,10094,980,952,1932,889,996,1885,984,1137,2121,715,478,1193,629,511,1140,938,810,1748,16534,15106,31640,17874,16739,34613,20765,19324,40089,5707,9713,15420,5951,9890,15841,7223,11458,18681,4.3,3.2,3.8,3.5,3.1,3.3,4.5,4.2,4.4,70.8,57.6,63.8,69.0,58.3,63.4,69.0,59.1,63.9,67.7,55.8,61.4,66.6,56.6,61.3,65.9,56.6,61.1,1025,854,1879,1607,1408,3015,2593,2424,5017,323,566,889,388,660,1048,553,805,1358,3706,4139,7845,4832,5723,10555,6377,7478,13855,1589,2205,3794,2091,2881,4972,2582,3504,6086,4784,2520,7304,4624,2537,7161,5027,2920,7947,21731,23547,45278,23877,26206,50083,28030,30410,58440,4938,5350,10288,4661,5080,9741,5579,5910,11489,14319,15673,29992,15461,17149,32610,17518,19308,36826,10911,11891,22802,11410,12459,23869,13930,14930,28860
LGA11550,50687,52286,102973,50643,52485,103128,54237,55311,109548,21047,12428,33475,20618,12260,32878,21588,12537,34125,4971,6905,11876,5860,7877,13737,7240,9345,16585,2350,1715,4065,2120,1653,3773,2034,1724,3758,2942,1892,4834,2456,1862,4318,2684,2187,4871,31310,22940,54250,31054,23652,54706,33546,25793,59339,16073,25691,41764,15196,24522,39718,16571,25553,42124,9.4,8.2,8.9,7.9,7.9,7.9,8.0,8.5,8.2,61.8,43.9,52.7,61.3,45.1,53.0,61.8,46.6,54.2,56.0,40.3,48.0,56.5,41.5,48.9,56.9,42.7,49.7,1109,682,1791,1836,1321,3157,2737,2188,4925,275,425,700,354,449,803,447,613,1060,4514,4408,8922,5423,5753,11176,6930,7468,14398,2762,3130,5892,3054,3933,6987,4208,4821,9029,8396,4070,12466,8160,4463,12623,8499,5157,13656,50432,51344,101776,50682,52112,102794,55032,55818,110850,8953,8599,17552,7802,7685,15487,7996,7757,15753,32874,34053,66927,34091,35630,69721,36852,38111,74963,22363,22162,44525,19931,20052,39983,21459,20989,42448
LGA11600,1430,1110,2540,1304,1014,2318,1097,930,2027,925,322,1247,734,285,1019,653,279,932,104,255,359,88,226,314,76,207,283,48,53,101,67,38,105,48,44,92,36,18,54,31,15,46,39,20,59,1113,648,1761,920,564,1484,816,550,1366,260,420,680,255,381,636,232,347,579,3.2,2.8,3.1,3.4,2.7,3.1,4.8,3.6,4.3,77.8,58.4,69.3,70.5,55.7,64.0,74.3,59.1,67.4,75.3,56.8,67.2,68.1,54.2,62.0,70.8,57.0,64.4,5,4,9,6,3,9,5,5,10,6,14,20,5,12,17,5,12,17,35,69,104,44,82,126,44,86,130,60,50,110,46,62,108,42,71,113,269,101,370,246,110,356,237,150,387,1404,1189,2593,1263,1048,2311,1117,963,2080,310,224,534,201,168,369,203,183,386,1001,832,1833,880,706,1586,810,689,1499,603,476,1079,473,446,919,418,397,815
LGA11700,1312,844,2156,979,767,1746,1094,840,1934,512,218,730,370,196,566,491,241,732,121,111,232,100,104,204,79,119,198,59,45,104,55,31,86,56,26,82,96,42,138,50,39,89,54,38,92,788,416,1204,575,370,945,680,424,1104,392,344,736,334,339,673,352,363,715,12.2,10.1,11.5,8.7,10.5,9.4,7.9,9.0,8.3,60.1,49.3,55.8,58.7,48.2,54.1,62.2,50.5,57.1,52.7,44.3,49.4,53.6,43.1,49.0,57.2,46.0,52.3,7,5,12,0,6,6,14,11,25,0,10,10,0,9,9,5,12,17,27,54,81,40,72,112,51,74,125,34,40,74,34,38,72,36,39,75,195,26,221,167,57,224,192,93,285,1125,809,1934,901,733,1634,1012,839,1851,242,181,423,147,163,310,157,161,318,863,588,1451,646,520,1166,768,624,1392,437,340,777,338,323,661,344,312,656
