SA3_CODE_2016,C06_SH_FH_CF_no_ch,C06_SH_FH_CF_w_ch,C06_SH_FH_One_PFam,C06_SH_FH_oth_fa,C06_SH_FH_Tot,C06_SH_LP_H,C06_SH_GH,C06_SH_OH,C06_SH_Tot,C06_SDRTHT1S_FH_CF_no_ch,C06_SDRTHT1S_FH_CF_w_ch,C06_SDRTHT1S_FH_One_PFam,C06_SDRTHT1S_FH_oth_fa,C06_SDRTHT1S_FH_Tot,C06_SDRTHT1S_LP_H,C06_SDRTHT1S_GH,C06_SDRTHT1S_OH,C06_SDRTHT1S_Tot,C06_SDRTHT2S_FH_CF_no_ch,C06_SDRTHT2S_FH_CF_w_ch,C06_SDRTHT2S_FH_One_PFam,C06_SDRTHT2S_FH_oth_fa,C06_SDRTHT2S_FH_Tot,C06_SDRTHT2S_LP_H,C06_SDRTHT2S_GH,C06_SDRTHT2S_OH,C06_SDRTHT2S_Tot,C06_SDRTHT_FH_CF_no_ch,C06_SDRTHT_FH_CF_w_ch,C06_SDRTHT_FH_One_PFam,C06_SDRTHT_FH_oth_fa,C06_SDRTHT_FH_Tot,C06_SDRTHT_LP_H,C06_SDRTHT_GH,C06_SDRTHT_OH,C06_SDRTHT_Tot,C06_F_u_a_1_2_FH_CF_no_ch,C06_F_u_a_1_2_FH_CF_w_ch,C06_F_u_a_1_2_FH_One_PFam,C06_F_u_a_1_2_FH_oth_fa,C06_F_u_a_1_2_FH_Tot,C06_F_u_a_1_2_LP_H,C06_F_u_a_1_2_GH,C06_F_u_a_1_2_OH,C06_F_u_a_1_2_Tot,C06_F_u_a_3_FH_CF_no_ch,C06_F_u_a_3_FH_CF_w_ch,C06_F_u_a_3_FH_One_PFam,C06_F_u_a_3_FH_oth_fa,C06_F_u_a_3_FH_Tot,C06_F_u_a_3_LP_H,C06_F_u_a_3_GH,C06_F_u_a_3_OH,C06_F_u_a_3_Tot,C06_F_u_a_4m_FH_CF_no_ch,C06_F_u_a_4m_FH_CF_w_ch,C06_F_u_a_4m_FH_One_PFam,C06_F_u_a_4m_FH_oth_fa,C06_F_u_a_4m_FH_Tot,C06_F_u_a_4m_LP_H,C06_F_u_a_4m_GH,C06_F_u_a_4m_OH,C06_F_u_a_4m_Tot,C06_F_u_a_a_h_FH_CF_no_ch,C06_F_u_a_a_h_FH_CF_w_ch,C06_F_u_a_a_h_FH_One_PFam,C06_F_u_a_a_h_FH_oth_fa,C06_F_u_a_a_h_FH_Tot,C06_F_u_a_a_h_LP_H,C06_F_u_a_a_h_GH,C06_F_u_a_a_h_OH,C06_F_u_a_a_h_Tot,C06_F_u_a_T_FH_CF_no_ch,C06_F_u_a_T_FH_CF_w_ch,C06_F_u_a_T_FH_One_PFam,C06_F_u_a_T_FH_oth_fa,C06_F_u_a_T_FH_Tot,C06_F_u_a_T_LP_H,C06_F_u_a_T_GH,C06_F_u_a_T_OH,C06_F_u_a_T_Tot,C06_OD_C_c_hb_FH_CF_no_ch,C06_OD_C_c_hb_FH_CF_w_ch,C06_OD_C_c_hb_FH_One_PFam,C06_OD_C_c_hb_FH_oth_fa,C06_OD_C_c_hb_FH_Tot,C06_OD_C_c_hb_LP_H,C06_OD_C_c_hb_GH,C06_OD_C_c_hb_OH,C06_OD_C_c_hb_Tot,C06_OD_Ih_t_s_FH_CF_no_ch,C06_OD_Ih_t_s_FH_CF_w_ch,C06_OD_Ih_t_s_FH_One_PFam,C06_OD_Ih_t_s_FH_oth_fa,C06_OD_Ih_t_s_FH_Tot,C06_OD_Ih_t_s_LP_H,C06_OD_Ih_t_s_GH,C06_OD_Ih_t_s_OH,C06_OD_Ih_t_s_Tot,C06_OD_H_f_so_FH_CF_no_ch,C06_OD_H_f_so_FH_CF_w_ch,C06_OD_H_f_so_FH_One_PFam,C06_OD_H_f_so_FH_oth_fa,C06_OD_H_f_so_FH_Tot,C06_OD_H_f_so_LP_H,C06_OD_H_f_so_GH,C06_OD_H_f_so_OH,C06_OD_H_f_so_Tot,C06_OD_T_FH_CF_no_ch,C06_OD_T_FH_CF_w_ch,C06_OD_T_FH_One_PFam,C06_OD_T_FH_oth_fa,C06_OD_T_FH_Tot,C06_OD_Tot_LP_H,C06_OD_Tot_GH,C06_OD_Tot_OH,C06_OD_T_T,C06_DS_ns_FH_CF_no_ch,C06_DS_ns_FH_CF_w_ch,C06_DS_ns_FH_One_PFam,C06_DS_ns_FH_oth_fa,C06_DS_ns_FH_Tot,C06_DS_ns_LP_H,C06_DS_ns_GH,C06_DS_ns_OH,C06_DS_NS_T,C06_T_FH_CF_no_ch,C06_T_FH_CF_w_ch,C06_T_FH_One_PFam,C06_T_FH_oth_fa,C06_T_FH_Tot,C06_Tot_LP_H,C06_Tot_GH,C06_Tot_OH,C06_T_T,C11_SH_FH_CF_no_ch,C11_SH_FH_CF_w_ch,C11_SH_FH_One_PFam,C11_SH_FH_oth_fa,C11_SH_FH_Tot,C11_SH_LP_H,C11_SH_GH,C11_SH_OH,C11_SH_Tot,C11_Sd_r_t_1_FH_CF_no_ch,C11_Sd_r_t_1_FH_CF_w_ch,C11_Sd_r_t_1_FH_One_PFam,C11_Sd_r_t_1_FH_oth_fa,C11_Sd_r_t_1_FH_Tot,C11_Sd_r_t_1_LP_H,C11_Sd_r_t_1_GH,C11_Sd_r_t_1_OH,C11_Sd_r_t_1_Tot,C11_Sd_r_t_2m_FH_CF_no_ch,C11_Sd_r_t_2m_FH_CF_w_ch,C11_Sd_r_t_2m_FH_One_PFam,C11_Sd_r_t_2m_FH_oth_fa,C11_Sd_r_t_2m_FH_Tot,C11_Sd_r_t_2m_LP_H,C11_Sd_r_t_2m_GH,C11_Sd_r_t_2m_OH,C11_Sd_r_t_2m_Tot,C11_Sd_r_t_T_FH_CF_no_ch,C11_Sd_r_t_T_FH_CF_w_ch,C11_Sd_r_t_T_FH_One_PFam,C11_Sd_r_t_T_FH_oth_fa,C11_Sd_r_t_T_FH_Tot,C11_Sd_r_t_T_LP_H,C11_Sd_r_t_T_GH,C11_Sd_r_t_T_OH,C11_Sd_r_t_T_Tot,C11_F_u_a_1_2_FH_CF_no_ch,C11_F_u_a_1_2_FH_CF_w_ch,C11_F_u_a_1_2_FH_One_PFam,C11_F_u_a_1_2_FH_oth_fa,C11_F_u_a_1_2_FH_Tot,C11_F_u_a_1_2_LP_H,C11_F_u_a_1_2_GH,C11_F_u_a_1_2_OH,C11_F_u_a_1_2_Tot,C11_F_u_a_3_FH_CF_no_ch,C11_F_u_a_3_FH_CF_w_ch,C11_F_u_a_3_FH_One_PFam,C11_F_u_a_3_FH_oth_fa,C11_F_u_a_3_FH_Tot,C11_F_u_a_3_LP_H,C11_F_u_a_3_GH,C11_F_u_a_3_OH,C11_F_u_a_3_Tot,C11_F_u_a_4m_FH_CF_no_ch,C11_F_u_a_4m_FH_CF_w_ch,C11_F_u_a_4m_FH_One_PFam,C11_F_u_a_4m_FH_oth_fa,C11_F_u_a_4m_FH_Tot,C11_F_u_a_4m_LP_H,C11_F_u_a_4m_GH,C11_F_u_a_4m_OH,C11_F_u_a_4m_Tot,C11_F_u_a_a_h_FH_CF_no_ch,C11_F_u_a_a_h_FH_CF_w_ch
10304,4700,5803,1921,159,12581,3581,387,537,17085,76,31,48,8,166,229,27,32,449,8,6,12,0,24,23,8,5,68,87,40,58,8,191,257,36,34,514,128,49,90,8,281,714,65,95,1157,3,3,4,0,11,21,4,0,39,12,3,5,0,15,37,8,14,76,3,0,0,0,10,8,0,3,21,150,54,96,12,313,786,70,116,1292,13,8,14,0,27,66,0,20,119,3,3,0,0,6,4,0,0,8,14,11,13,0,44,28,4,10,75,31,23,20,4,75,94,3,33,206,0,0,0,0,4,3,0,0,9,4965,5920,2097,182,13169,4720,497,715,19102,5023,6049,2073,164,13316,3873,445,654,18280,170,80,128,14,393,565,38,93,1084,14,3,7,0,27,44,4,10,81,179,79,137,21,423,604,43,98,1170,100,28,46,6,185,607,38,110,939,3,0,3,0,3,18,0,7,32,7,0,0,0,5,16,0,6,25,5,3
10401,5326,4473,1893,110,11810,3411,369,414,16005,150,73,97,8,330,276,19,22,652,61,29,20,0,108,110,13,34,266,212,98,119,10,442,389,30,57,911,173,59,130,6,371,594,41,102,1112,7,0,7,0,18,32,3,27,80,6,0,3,0,10,47,3,6,64,6,3,3,0,8,23,0,0,32,192,63,145,9,417,686,53,144,1298,125,38,22,3,187,293,9,381,864,12,3,0,0,16,23,0,20,55,25,18,5,0,45,25,0,3,73,157,60,23,3,244,335,12,405,995,3,0,0,0,6,0,0,3,6,5898,4694,2186,135,12911,4825,461,1022,19217,5702,4426,2083,161,12371,3842,419,535,17167,114,27,57,4,202,300,11,30,548,55,32,47,6,134,131,15,21,292,166,60,106,7,336,427,29,45,839,171,44,122,9,356,599,42,115,1111,15,4,6,3,27,41,3,33,106,4,3,0,0,3,8,0,3,21,0,0
10402,7209,7517,3174,164,18064,4319,694,633,23710,375,161,253,10,798,824,72,84,1778,273,138,189,16,615,384,90,67,1157,650,298,441,28,1411,1206,164,151,2938,363,140,301,26,827,1231,129,165,2358,58,13,40,3,117,139,37,43,333,91,16,17,0,128,117,17,59,325,13,13,3,0,35,50,0,3,89,529,179,368,25,1102,1542,186,273,3101,184,39,68,8,294,474,22,594,1388,3,7,0,0,13,58,0,3,75,26,30,5,3,64,27,6,5,105,212,74,76,11,370,561,32,602,1568,0,0,0,0,3,4,0,0,11,8602,8070,4059,228,20956,7637,1070,1661,31323,7875,7639,3300,169,18987,4821,724,750,25273,396,139,236,13,781,901,73,54,1808,321,157,178,13,668,478,85,76,1300,714,294,414,20,1440,1377,163,133,3108,303,136,276,20,738,1305,128,183,2353,60,21,24,4,110,121,26,25,282,72,19,21,0,108,118,13,40,270,11,11
10501,2287,2605,1120,126,6135,2231,228,543,9139,18,19,7,0,40,58,3,3,102,0,3,0,0,6,3,0,3,13,24,22,7,0,41,61,3,11,114,62,19,31,6,110,347,12,92,560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,15,0,0,0,0,3,6,0,3,15,57,19,31,6,118,363,11,90,587,74,19,26,6,127,199,12,286,620,12,11,4,0,28,65,3,48,139,19,10,6,0,37,35,3,8,76,100,44,43,5,186,294,22,339,839,3,0,0,0,3,0,0,4,10,2470,2682,1195,140,6485,2953,265,988,10689,2244,2307,1110,128,5785,2412,220,655,9077,27,12,7,0,48,75,0,16,145,0,0,4,0,3,0,0,0,5,27,12,13,3,57,73,0,16,147,44,11,36,10,105,277,16,70,464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10502,2252,2008,1042,77,5381,2474,153,358,8378,50,52,33,3,140,93,7,9,245,4,0,0,0,4,8,3,5,20,58,52,33,3,143,96,9,17,265,27,11,30,4,75,192,3,36,312,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,13,0,3,3,0,9,8,0,4,17,27,15,34,4,81,214,7,41,349,15,9,0,0,17,43,0,158,224,0,0,0,0,3,16,0,20,41,7,13,0,0,19,15,3,7,43,19,16,3,0,39,79,3,192,310,3,3,0,0,8,0,0,0,4,2360,2103,1105,81,5649,2867,168,611,9300,2226,1816,1070,83,5186,2518,160,499,8356,6,4,6,0,19,53,0,37,107,0,0,0,0,0,0,0,0,0,6,4,6,0,19,58,0,37,115,35,19,26,5,90,184,12,36,318,0,0,0,0,0,0,0,0,0,16,14,9,0,42,25,0,3,75,0,0
10503,6180,6897,2761,251,16086,4450,499,912,21945,194,124,100,6,427,382,23,49,883,8,3,0,0,10,35,5,21,73,203,131,102,6,445,412,32,73,954,146,46,116,22,337,870,75,180,1462,4,0,0,0,3,7,0,3,9,0,0,0,0,0,3,0,0,3,17,4,6,0,25,11,0,3,36,160,55,120,22,365,889,75,187,1511,38,20,7,0,73,124,9,188,399,9,4,0,0,12,6,0,3,27,25,26,11,0,56,24,5,8,95,69,55,22,3,142,156,18,201,517,3,5,0,0,10,9,0,0,20,6612,7129,3010,288,17046,5920,620,1369,24951,6383,6785,2910,254,16328,4890,551,756,22522,138,62,138,7,351,480,42,36,907,8,8,14,0,30,18,0,5,52,149,77,149,7,383,492,40,40,958,202,72,110,22,406,1100,67,109,1681,7,0,0,0,4,8,0,6,20,8,0,3,0,10,6,0,0,19,0,0
10601,6959,9225,3193,248,19622,4897,511,862,25895,140,70,57,3,272,291,25,33,616,10,3,15,0,33,35,5,3,74,152,76,72,3,303,322,32,29,689,110,60,112,10,292,591,39,71,987,0,0,0,0,0,4,0,0,5,3,3,3,0,12,7,0,3,16,10,3,0,0,13,3,0,0,17,125,68,117,10,310,599,41,76,1031,48,21,11,0,80,119,0,92,287,9,15,0,0,24,7,0,3,31,8,14,13,0,35,22,3,7,68,62,53,21,0,139,143,3,104,388,9,10,7,0,26,10,0,3,39,7301,9436,3408,260,20402,5974,587,1076,28038,7535,9431,3474,224,20661,5401,611,1016,27684,243,154,167,11,571,551,60,81,1263,40,21,28,0,81,66,6,14,167,283,171,190,11,655,619,63,96,1427,149,52,99,7,305,567,38,74,980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
10602,5028,7354,2363,155,14900,3048,327,538,18816,195,161,108,12,466,323,25,28,851,31,15,31,0,74,65,9,12,164,225,175,130,8,543,391,34,47,1012,183,68,151,15,417,769,52,63,1298,0,4,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,7,13,0,5,21,183,72,155,15,427,783,52,65,1327,8,3,9,0,26,51,0,6,82,0,4,0,0,3,3,0,0,3,3,7,5,0,16,17,3,5,41,9,12,18,0,39,66,3,14,128,0,0,0,0,3,0,0,0,5,5448,7613,2667,181,15913,4293,414,669,21290,5641,8005,2515,177,16336,3422,417,476,20648,270,107,156,15,548,592,57,48,1242,51,31,45,3,134,129,24,19,303,326,141,198,17,678,719,74,71,1549,186,87,119,8,403,701,42,78,1219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10603,6449,6623,2266,128,15463,3625,404,658,20141,373,125,181,3,686,601,26,95,1403,262,135,137,0,539,215,38,77,875,636,266,311,5,1218,816,66,171,2279,141,48,103,9,297,404,26,57,778,37,12,8,0,53,48,13,44,159,46,8,9,0,61,29,9,48,142,8,0,3,0,13,18,0,0,30,228,71,123,9,426,495,45,155,1114,134,32,33,0,199,241,7,155,593,3,3,0,0,12,9,0,5,25,15,17,3,0,34,24,0,3,64,148,55,36,0,243,275,7,161,687,0,0,0,0,3,0,0,0,4,7461,7012,2736,137,17351,5212,525,1143,24224,6917,6635,2396,136,16084,4176,395,787,21441,397,176,212,14,796,719,61,94,1671,355,234,202,12,800,330,40,96,1267,755,411,415,20,1602,1050,103,191,2938,180,78,79,3,347,445,34,84,905,40,9,25,0,72,85,7,65,228,56,6,17,0,81,61,7,54,200,4,0
10604,2711,3233,1028,72,7046,1974,247,364,9626,55,50,21,3,128,108,13,12,267,3,0,0,0,3,0,0,0,4,62,50,21,3,126,111,13,12,271,82,40,64,6,186,387,27,74,670,3,0,3,0,3,11,0,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,5,82,42,66,6,190,392,27,71,684,22,4,6,0,29,99,0,80,213,0,0,0,0,0,0,0,7,6,5,3,3,0,16,3,0,0,18,26,13,9,0,49,102,3,83,238,8,0,0,0,5,0,0,5,16,2889,3334,1120,76,7424,2584,294,541,10842,2834,3257,1075,90,7255,2209,297,472,10225,45,35,34,3,112,158,13,26,305,10,4,0,3,19,22,5,14,57,56,35,36,4,127,179,15,42,359,72,42,33,7,153,320,28,70,566,0,0,0,0,0,0,0,0,0,3,0,0,0,3,7,0,3,12,0,0
10701,5819,8519,2876,198,17416,3689,316,703,22121,233,123,128,11,490,429,26,38,985,89,80,141,3,313,189,16,21,539,320,199,267,13,808,620,37,62,1521,169,104,176,18,469,796,23,74,1363,28,21,43,3,90,177,9,30,311,17,22,11,0,49,68,4,16,135,13,13,8,0,32,18,4,3,55,224,154,233,25,643,1061,42,124,1865,148,17,17,4,188,232,5,31,453,0,3,0,0,3,8,0,0,8,4,12,3,0,17,19,0,13,52,153,28,19,5,214,247,8,46,515,3,12,3,0,19,0,0,5,25,6529,8917,3408,239,19093,5616,400,945,26047,5927,8425,3054,239,17646,4080,404,515,22643,274,158,158,23,612,527,26,41,1204,105,130,160,9,403,244,14,28,690,377,289,319,33,1008,776,41,64,1893,166,97,179,15,455,785,45,79,1365,25,13,40,0,77,162,14,30,282,0,0,4,0,3,44,3,6,61,5,3
10702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10703,6300,9974,2854,187,19323,3328,331,694,23674,343,156,239,16,747,564,34,56,1399,331,178,198,3,711,436,39,66,1257,672,331,442,22,1460,1000,67,123,2655,285,109,194,12,604,829,50,84,1569,28,7,13,4,56,57,4,13,130,45,0,3,0,52,93,0,0,155,3,3,3,0,12,18,0,3,31,371,118,220,12,725,996,56,104,1879,87,12,14,3,116,170,8,49,339,0,0,0,0,0,0,0,3,3,7,6,14,0,28,19,3,3,52,88,19,30,3,146,187,6,59,397,10,15,0,0,18,0,0,0,19,7440,10453,3544,227,21671,5512,469,975,28626,7030,10015,3135,206,20382,3743,345,526,24993,429,194,296,9,925,800,58,41,1819,356,226,236,23,835,494,46,51,1426,779,423,529,30,1763,1293,102,90,3246,253,91,187,15,548,769,38,85,1435,71,7,22,8,107,121,10,13,257,58,0,0,0,60,108,0,5,170,9,3
10704,7501,11466,3023,261,22243,4746,793,716,28504,603,322,301,26,1253,1068,117,91,2523,693,523,553,32,1804,992,240,163,3198,1297,850,853,54,3051,2062,357,247,5722,834,375,497,68,1780,2624,406,304,5114,405,157,177,34,774,1169,312,292,2549,658,244,151,49,1104,949,294,338,2686,14,22,11,0,45,63,4,19,126,1913,798,836,152,3700,4809,1016,950,10473,72,20,17,3,110,163,14,48,331,0,0,0,0,0,15,0,0,19,23,19,21,0,67,53,9,15,146,96,43,41,4,176,231,23,66,496,3,4,0,0,11,4,0,4,18,10803,13155,4752,470,29183,11851,2189,1983,45211,7737,11829,3206,278,23055,5054,871,684,29664,616,304,386,34,1330,1207,98,94,2741,844,690,668,48,2250,1245,290,138,3924,1461,990,1047,82,3585,2453,392,239,6660,744,352,383,61,1540,2337,458,256,4588,546,220,217,49,1024,1264,351,227,2870,896,284,171,41,1382,1109,383,371,3247,24,10
10801,3372,2327,920,55,6671,1861,196,326,9058,481,106,126,10,728,564,36,30,1354,38,13,30,0,82,44,0,19,145,516,122,156,10,806,607,35,47,1499,119,25,75,3,223,401,32,108,770,65,5,24,0,97,118,14,27,250,46,8,15,7,74,118,10,101,303,0,3,3,0,5,12,0,3,17,229,40,119,13,403,646,47,242,1345,100,7,18,0,125,194,12,170,508,0,8,0,0,10,9,0,3,26,13,10,7,0,28,15,0,9,52,113,30,21,0,163,223,11,184,590,3,0,0,0,3,0,0,0,3,4243,2520,1215,75,8049,3342,290,802,12485,3427,2220,1029,70,6743,2095,200,351,9382,412,72,122,12,622,689,40,46,1394,67,42,46,3,162,142,12,16,329,480,118,167,17,780,832,53,62,1721,149,27,77,4,261,365,27,56,710,51,13,37,3,111,114,15,36,275,80,16,27,3,124,168,18,110,425,5,3
10802,4916,3998,2199,157,11268,3501,344,574,15684,104,26,51,0,177,279,15,16,486,14,11,10,0,40,31,3,3,77,119,36,64,0,220,314,16,21,565,157,38,120,11,323,597,32,143,1088,15,3,14,0,31,46,8,38,118,21,0,3,0,24,29,0,16,64,13,0,0,0,13,34,0,3,52,194,39,140,12,390,697,36,203,1331,168,19,19,3,199,321,8,347,877,15,6,11,3,35,29,3,5,74,22,19,3,0,47,20,0,9,84,200,46,33,6,282,376,16,363,1030,0,3,0,0,4,7,0,3,14,5434,4115,2432,175,12158,4892,412,1156,18622,5224,3738,2336,166,11466,4127,442,586,16622,176,111,94,5,388,353,13,59,813,28,11,14,0,61,59,3,17,134,209,123,110,7,444,410,19,74,944,115,25,104,9,257,560,39,102,966,11,3,6,0,22,43,0,22,89,19,3,6,0,26,17,3,3,48,4,0
10803,33,35,3,0,71,25,4,8,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,13,13,0,3,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,0,3,14,3,0,0,15,15,0,3,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,33,8,0,89,40,4,9,146,41,33,6,0,81,28,4,6,121,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
10804,7395,6272,2339,130,16135,3678,421,566,20799,888,161,255,18,1324,1186,89,57,2657,211,77,72,9,371,337,31,25,764,1093,239,334,28,1692,1523,113,83,3413,312,79,178,10,577,1143,66,121,1909,97,17,52,3,169,207,28,72,477,143,22,49,3,210,233,38,184,666,13,6,4,0,22,30,3,5,56,559,117,279,14,978,1616,130,379,3099,207,25,42,0,280,386,12,372,1055,0,0,0,0,0,7,0,3,12,34,19,3,0,58,30,3,10,102,237,47,52,3,340,427,15,388,1168,9,3,0,0,11,6,0,0,11,9294,6682,2997,176,19151,7245,682,1412,28499,8020,6501,2472,149,17146,4350,497,588,22577,696,173,305,17,1195,1194,69,58,2511,251,90,98,3,440,417,34,32,930,947,257,401,27,1635,1614,105,94,3444,268,79,191,16,557,972,63,134,1725,105,34,71,3,213,299,36,79,626,259,48,68,9,388,321,37,181,926,3,3
10805,5776,4945,2069,131,12925,3564,362,424,17274,215,49,71,10,341,448,29,24,840,40,16,8,0,63,14,0,14,98,252,62,81,10,405,468,29,38,936,156,47,122,3,330,743,39,51,1171,0,0,3,0,4,18,3,4,33,6,0,0,0,4,6,0,3,18,3,3,3,0,6,11,0,0,20,168,47,125,3,349,785,41,62,1239,65,28,32,0,123,156,9,85,370,11,11,0,0,20,14,0,3,39,19,19,4,0,46,24,0,6,77,95,53,37,0,189,196,11,99,490,0,0,0,0,0,0,0,0,4,6292,5111,2319,143,13869,5011,447,614,19939,6150,4580,2172,142,13037,3977,431,610,18055,262,49,109,3,417,506,24,29,974,58,22,25,3,110,37,9,20,177,320,70,134,7,525,548,35,48,1149,132,34,120,12,302,870,41,98,1305,3,0,0,0,5,20,0,3,35,0,0,0,0,0,0,0,0,0,0,3
10901,4834,5878,2022,187,12920,3367,568,503,17350,235,75,122,14,443,548,77,56,1120,32,11,14,0,62,74,20,20,178,269,81,139,19,507,625,95,79,1302,406,112,227,35,775,1492,241,202,2717,13,7,17,4,42,105,16,12,175,22,5,13,8,41,123,28,23,215,3,0,3,0,9,6,0,3,17,442,123,254,42,862,1733,289,236,3125,38,19,12,0,65,58,0,68,188,0,0,0,0,0,6,0,3,13,24,6,5,0,33,27,6,3,69,55,25,14,3,99,88,3,73,267,3,0,0,0,8,8,0,0,10,5609,6109,2431,253,14396,5811,952,892,22048,5257,5829,2116,155,13351,3883,623,588,18449,205,61,89,16,367,561,66,53,1042,22,16,14,3,54,38,16,6,109,221,75,105,15,416,596,78,57,1153,423,189,266,30,910,1834,184,223,3155,12,3,5,0,23,69,9,11,117,0,0,3,0,6,16,3,3,23,3,0
10902,1327,1461,468,44,3297,971,92,158,4519,3,5,4,0,9,35,0,5,55,0,0,0,0,0,0,0,0,0,3,5,4,0,14,35,0,5,57,41,12,30,0,85,151,13,25,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,43,13,28,0,84,150,13,25,274,24,6,7,0,40,68,0,131,240,0,0,0,0,3,8,0,8,21,12,5,0,0,14,12,0,0,24,34,17,6,0,56,87,0,136,290,0,0,0,0,0,0,0,0,0,1407,1491,509,44,3452,1253,112,326,5142,1401,1306,438,38,3177,1040,81,223,4522,5,0,0,0,12,34,0,11,54,3,3,0,0,5,3,0,0,6,7,8,0,0,16,38,0,11,58,30,9,16,3,58,119,8,27,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0
10903,4787,4286,1217,113,10408,3117,282,460,14258,106,26,18,3,160,227,10,33,425,3,3,0,0,8,4,0,8,25,108,33,21,3,170,238,9,42,453,195,38,57,10,300,698,51,86,1130,7,0,0,0,11,8,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,11,208,39,61,10,309,710,51,86,1154,91,16,5,0,120,137,16,141,411,9,4,0,0,16,21,0,0,30,18,14,9,0,42,21,5,6,65,115,42,20,0,170,178,18,146,512,3,5,0,0,5,0,0,0,10,5216,4401,1315,124,11055,4242,356,730,16387,5059,3826,1319,106,10304,3591,289,577,14760,98,17,21,7,135,308,8,24,482,8,7,0,0,19,8,4,3,34,106,26,18,7,157,322,17,26,516,212,51,42,0,306,661,27,74,1068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
11001,3156,3621,1229,118,8127,2463,409,364,11368,77,25,36,6,146,229,59,24,455,13,0,10,0,24,30,4,6,56,87,26,46,6,165,262,66,29,519,111,46,53,12,223,557,105,76,959,0,0,0,0,3,8,0,9,19,0,0,0,0,3,0,0,0,4,11,3,3,0,11,14,0,3,33,117,47,60,12,238,584,110,86,1020,14,4,14,0,32,48,3,44,126,4,0,0,0,7,3,0,4,13,11,14,0,0,24,13,4,4,46,27,21,10,0,64,56,7,54,181,0,0,0,0,0,0,0,0,3,3388,3719,1347,136,8590,3368,588,533,13085,3491,3457,1279,107,8339,2605,362,433,11735,93,37,48,0,176,265,30,35,514,12,7,3,0,19,37,3,8,74,102,41,50,0,197,306,33,42,582,136,88,80,13,321,600,104,128,1145,0,7,3,0,18,15,3,13,46,0,0,0,0,0,0,0,0,0,3,0
11002,4289,3785,1486,147,9707,3254,267,376,13611,31,15,18,0,57,103,3,6,172,10,3,3,0,12,11,0,0,26,38,20,19,0,78,115,3,6,197,61,13,44,4,121,511,20,27,684,0,0,0,0,3,4,0,0,5,0,0,0,0,0,4,0,0,6,0,4,0,0,5,0,0,0,5,62,13,42,4,126,525,22,32,706,38,18,4,0,62,84,3,112,260,21,16,6,0,41,28,0,22,94,21,12,0,0,35,28,10,4,72,78,48,17,0,136,148,10,132,431,6,7,0,0,10,7,0,0,19,4475,3869,1559,154,10058,4044,302,553,14953,4455,3585,1549,136,9723,3544,303,469,14042,32,12,14,3,60,145,9,13,223,4,0,0,0,4,21,0,0,22,33,12,14,3,62,166,7,13,250,73,33,44,3,153,468,20,27,666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
