SA3_CODE_2016,C06_C_Tot_0_14,C06_C_Tot_15_24,C06_C_Tot_25_34,C06_C_Tot_35_44,C06_C_Tot_45_54,C06_C_Tot_55_64,C06_C_Tot_65_74,C06_C_Tot_75_84,C06_C_Tot_85ov,C06_C_T_T,C06_Hinduism_0_14,C06_Hinduism_15_24,C06_Hinduism_25_34,C06_Hinduism_35_44,C06_Hinduism_45_54,C06_Hinduism_55_64,C06_Hinduism_65_74,C06_Hinduism_75_84,C06_Hinduism_85ov,C06_Hinduism_Tot,C06_Islam_0_14,C06_Islam_15_24,C06_Islam_25_34,C06_Islam_35_44,C06_Islam_45_54,C06_Islam_55_64,C06_Islam_65_74,C06_Islam_75_84,C06_Islam_85ov,C06_Islam_Tot,C06_Judaism_0_14,C06_Judaism_15_24,C06_Judaism_25_34,C06_Judaism_35_44,C06_Judaism_45_54,C06_Judaism_55_64,C06_Judaism_65_74,C06_Judaism_75_84,C06_Judaism_85ov,C06_Judaism_Tot,C06_OR_Au_Ab_Tr_R_0_14,C06_OR_Au_Ab_Tr_R_15_24,C06_OR_Au_Ab_Tr_R_25_34,C06_OR_Au_Ab_Tr_R_35_44,C06_OR_Au_Ab_Tr_R_45_54,C06_OR_Au_Ab_Tr_R_55_64,C06_OR_Au_Ab_Tr_R_65_74,C06_OR_Au_Ab_Tr_R_75_84,C06_OR_A_Ab_Tr_Re_85oe,C06_OR_Au_Ab_Tr_Re_Tot,C06_OR_Sikhism_0_14,C06_OR_Sikhism_15_24,C06_OR_Sikhism_25_34,C06_OR_Sikhism_35_44,C06_OR_Sikhism_45_54,C06_OR_Sikhism_55_64,C06_OR_Sikhism_65_74,C06_OR_Sikhism_75_84,C06_OR_Sikhism_85oe,C06_OR_Sikhism_Tot,C06_OR_OR_0_14,C06_OR_OR_15_24,C06_OR_OR_25_34,C06_OR_OR_35_44,C06_OR_OR_45_54,C06_OR_OR_55_64,C06_OR_OR_65_74,C06_OR_OR_75_84,C06_OR_OR_85oe,C06_OR_OR_Tot,C06_OR_Tot_0_14,C06_OR_Tot_15_24,C06_OR_Tot_25_34,C06_OR_Tot_35_44,C06_OR_Tot_45_54,C06_OR_Tot_55_64,C06_OR_Tot_65_74,C06_OR_Tot_75_84,C06_OR_Tot_85ov,C06_OR_T_T,C06_SBOSB_No_RA_0_14,C06_SBOSB_No_RA_15_24,C06_SBOSB_No_RA_25_34,C06_SBOSB_No_RA_35_44,C06_SBOSB_No_RA_45_54,C06_SBOSB_No_RA_55_64,C06_SBOSB_No_RA_65_74,C06_SBOSB_No_RA_75_84,C06_SBOSB_No_RA_85ov,C06_SBOSB_No_RA_Tot,C06_Rel_aff_ns_0_14,C06_Rel_aff_ns_15_24,C06_Rel_aff_ns_25_34,C06_Rel_aff_ns_35_44,C06_Rel_aff_ns_45_54,C06_Rel_aff_ns_55_64,C06_Rel_aff_ns_65_74,C06_Rel_aff_ns_75_84,C06_Rel_aff_ns_85ov,C06_Rel_aff_NS_T,C06_Tot_0_14_yrs,C06_Tot_15_24_yrs,C06_Tot_25_34_yrs,C06_Tot_35_44_yrs,C06_Tot_45_54_yrs,C06_Tot_55_64_yrs,C06_Tot_65_74_yrs,C06_Tot_75_84_yrs,C06_Tot_85o,C06_T_T,C11_Buddhism_0_14_yrs,C11_Buddhism_15_24,C11_Buddhism_25_34,C11_Buddhism_35_44,C11_Buddhism_45_54,C11_Buddhism_55_64,C11_Buddhism_65_74,C11_Buddhism_75_84,C11_Buddhism_85ov,C11_Buddhism_Tot,C11_Christ_Angl_0_14,C11_Christ_Angl_15_24,C11_Christ_Angl_25_34,C11_Christ_Angl_35_44,C11_Christ_Angl_45_54,C11_Christ_Angl_55_64,C11_Christ_Angl_65_74,C11_Christ_Angl_75_84,C11_Christ_Angl_85ov,C11_Christ_Angl_Tot,C11_C_Assyr_Apo_0_14,C11_C_Assyr_Apo_15_24,C11_C_Assyr_Apo_25_34,C11_C_Assyr_Apo_35_44,C11_C_Assyr_Apo_45_54,C11_C_Assyr_Apo_55_64,C11_C_Assyr_Apo_65_74,C11_C_Assyr_Apo_75_84,C11_C_Assyr_Apo_85ov,C11_C_Assyr_Apo_Tot,C11_C_Baptist_0_14,C11_C_Baptist_15_24,C11_C_Baptist_25_34,C11_C_Baptist_35_44,C11_C_Baptist_45_54,C11_C_Baptist_55_64,C11_C_Baptist_65_74,C11_C_Baptist_75_84,C11_C_Baptist_85ov,C11_C_Baptist_Tot,C11_Christ_Breth_0_14,C11_Christ_Breth_15_24,C11_Christ_Breth_25_34,C11_Christ_Breth_35_44,C11_Christ_Breth_45_54,C11_Christ_Breth_55_64,C11_Christ_Breth_65_74,C11_Christ_Breth_75_84,C11_Christ_Breth_85ov,C11_Christ_Breth_To,C11_Ch_Catholic_0_14,C11_Ch_Catholic_15_24,C11_Ch_Catholic_25_34,C11_Ch_Catholic_35_44,C11_Ch_Catholic_45_54,C11_Ch_Catholic_55_64,C11_Ch_Catholic_65_74,C11_Ch_Catholic_75_84,C11_Ch_Catholic_85ov,C11_C_Catholic_Tot,C11_C_Chur_Christ_0_14,C11_C_Chur_Christ_15_24,C11_C_Chur_Christ_25_34,C11_C_Chur_Christ_35_44,C11_C_Chur_Christ_45_54,C11_C_Chur_Christ_55_64,C11_C_Chur_Christ_65_74,C11_C_Chur_Christ_75_84,C11_C_Chur_Christ_85ov,C11_C_Chur_Christ_Tot,C11_C_East_Ortho_0_14,C11_C_East_Ortho_15_24,C11_C_East_Ortho_25_34,C11_C_East_Ortho_35_44,C11_C_East_Ortho_45_54,C11_C_East_Ortho_55_64,C11_C_East_Ortho_65_74,C11_C_East_Ortho_75_84,C11_C_East_Ortho_85ov,C11_C_East_Ortho_To,C11_C_Jeh_Wit_0_14,C11_C_Jeh_Wit_15_24,C11_C_Jeh_Wit_25_34,C11_C_Jeh_Wit_35_44,C11_C_Jeh_Wit_45_54,C11_C_Jeh_Wit_55_64,C11_C_Jeh_Wit_65_74,C11_C_Jeh_Wit_75_84,C11_C_Jeh_Wit_85ov,C11_C_Jeh_Wit_Tot
10304,8683,5117,4442,5627,5634,4828,3412,2259,729,40720,17,7,8,13,11,0,0,0,0,57,13,16,16,14,8,3,4,0,0,69,0,0,0,3,0,4,6,3,0,14,3,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,19,16,27,23,20,8,6,3,0,122,21,18,26,27,22,6,6,3,0,138,1545,802,820,696,655,469,179,87,22,5265,1043,583,504,556,545,444,298,201,78,4255,11369,6563,5833,6971,6908,5762,3908,2554,833,50699,43,47,48,49,49,40,15,0,0,287,2643,1475,1489,1880,1951,1893,1360,974,349,14009,0,0,0,0,0,0,0,0,0,0,125,118,88,82,123,83,79,42,13,768,100,53,56,28,40,22,7,16,9,330,4190,2364,1936,2211,2323,1861,1302,798,242,17232,10,7,9,10,16,11,10,3,0,76,29,18,21,43,31,25,28,17,9,220,19,10,11,16,17,7,12,4,3,95
10401,6081,3303,2641,4352,5322,5306,4213,2741,897,34857,4,3,0,3,6,3,0,0,0,27,7,3,0,13,5,0,0,0,0,37,4,0,3,6,3,0,0,3,0,21,3,0,4,3,0,0,0,0,0,12,4,0,0,3,3,6,0,0,0,24,17,13,22,32,28,20,3,0,3,145,27,18,26,38,33,24,3,0,3,183,2144,1003,842,875,1086,751,358,201,51,7315,1142,581,554,647,731,612,406,280,95,5040,9438,4931,4090,5971,7240,6732,4986,3229,1044,47670,35,46,36,44,94,61,21,4,0,333,2099,1369,919,1722,2226,2633,2195,1406,525,15088,0,0,0,0,0,0,0,0,0,0,147,65,66,88,100,129,82,67,15,759,0,0,0,0,0,0,0,0,0,0,1973,1227,824,1229,1675,1653,1326,807,215,10923,3,0,0,3,6,0,3,0,0,24,5,5,9,3,15,10,7,8,3,69,65,46,33,45,57,50,18,11,3,344
10402,9159,5562,4200,6933,8123,7229,5466,3790,1257,51721,16,6,13,12,7,16,6,0,0,79,56,17,21,33,17,8,3,0,0,164,14,7,3,14,9,13,4,4,5,70,13,5,0,3,9,3,0,0,0,32,157,107,84,94,111,37,29,26,3,638,44,29,48,64,80,41,14,9,0,334,210,145,131,154,196,80,41,27,5,1003,4210,2371,1762,2083,2410,1577,715,361,89,15580,2006,1134,824,1078,1292,911,609,465,212,8517,15769,9321,7020,10435,12229,9932,6857,4677,1573,77805,128,106,114,177,202,202,48,14,6,990,2752,1680,1313,2294,3157,3357,2690,1787,746,19779,0,0,0,0,0,0,0,0,0,0,287,125,101,168,159,171,103,69,37,1212,3,0,0,0,0,0,0,3,0,7,3402,2115,1531,2128,2647,2380,1691,1006,343,17239,34,13,3,12,15,13,9,3,3,105,33,34,19,23,24,31,16,12,4,195,74,50,58,63,50,72,49,25,10,445
10501,4771,2239,2420,3072,3109,2643,1822,939,248,21269,0,0,0,3,0,3,0,0,0,8,8,3,9,3,3,4,6,0,0,40,0,0,0,0,0,0,0,0,0,0,5,6,9,4,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,7,4,4,10,9,0,0,0,31,11,12,10,8,7,7,0,0,0,61,887,380,457,373,285,195,89,35,11,2717,609,341,315,334,356,261,147,106,19,2492,6289,2984,3216,3812,3781,3130,2065,1077,284,26634,7,11,16,14,17,11,5,0,0,84,1454,778,764,985,1190,1096,794,442,126,7621,0,0,0,0,0,0,0,0,0,0,59,26,35,32,36,25,12,10,0,236,14,13,3,9,9,6,0,0,0,51,2068,1055,967,1062,1150,898,717,388,110,8413,0,0,0,0,0,0,3,0,0,6,15,3,3,16,12,22,22,18,0,113,14,10,10,7,16,16,14,3,0,97
10502,2233,1326,1259,1798,2341,2085,1587,1134,298,14057,3,0,0,4,6,0,0,0,0,12,9,3,7,8,3,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,9,9,4,13,3,0,0,0,46,8,9,11,4,13,3,0,0,0,49,1419,745,667,665,575,390,182,106,22,4784,639,387,309,367,401,326,247,225,136,3042,4320,2472,2267,2861,3349,2808,2026,1467,462,22030,18,7,20,13,23,15,0,0,0,92,351,233,266,368,492,602,361,253,97,3019,0,0,0,0,0,0,0,0,0,0,20,25,18,22,44,44,41,20,17,248,0,0,0,0,0,0,0,0,0,0,932,658,588,670,893,786,551,400,106,5584,9,0,3,3,12,7,10,3,3,44,18,8,3,9,16,0,15,14,5,94,4,0,3,5,4,4,5,5,0,38
10503,11656,6253,5493,7101,7494,6359,4713,3002,932,53004,23,11,10,29,18,3,3,0,0,101,71,14,23,34,18,12,4,0,0,164,3,0,0,0,3,3,3,0,3,12,6,3,3,9,0,0,0,0,0,24,6,0,3,4,0,0,0,0,0,14,7,19,19,15,19,13,11,5,0,108,16,25,26,24,17,17,11,5,0,145,1985,893,889,759,690,433,211,132,45,6029,1540,894,722,787,803,663,433,287,93,6229,15302,8106,7187,8766,9083,7506,5382,3424,1070,65818,46,36,35,52,46,19,12,0,3,251,3713,2061,1892,2535,2917,2889,2248,1383,531,20159,0,0,0,0,0,0,0,0,0,0,180,104,117,120,151,184,123,58,22,1072,3,9,3,0,0,0,5,0,0,28,4984,2793,2087,2461,2660,2118,1623,933,288,19938,16,9,3,10,12,15,3,3,3,73,38,19,23,27,27,35,24,9,4,210,38,27,14,11,28,36,25,10,3,184
10601,11829,6999,6522,8228,8592,7173,4290,2972,969,57581,10,9,11,12,14,10,0,0,0,65,25,21,12,18,14,3,3,0,0,103,3,0,0,3,7,0,0,0,0,23,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,37,24,28,39,30,13,5,0,0,177,37,24,31,45,30,14,5,0,0,184,3338,1571,1456,1400,1270,860,330,139,46,10412,1873,1023,1044,1171,1048,798,468,316,91,7840,17149,9681,9126,10929,11025,8901,5112,3435,1111,76464,58,41,60,81,74,43,20,4,0,382,4964,3117,2951,3746,3831,3796,2289,1385,540,26619,0,0,0,0,0,0,0,0,0,0,216,124,122,156,162,163,100,51,33,1141,35,42,14,15,18,3,6,3,0,135,4277,2692,2317,2602,2601,2076,1304,692,234,18791,7,8,3,5,10,7,12,7,0,59,19,22,14,22,21,27,15,3,3,148,33,30,40,37,34,42,29,9,7,270
10602,9685,5896,5800,6635,6566,5125,3155,2267,709,45831,24,4,11,19,7,8,3,0,0,78,35,19,9,23,16,10,4,3,0,113,3,0,3,4,3,0,0,0,0,23,0,0,0,0,0,0,0,0,0,3,3,3,3,0,3,0,0,0,0,22,14,27,19,17,27,15,3,0,0,121,17,30,30,20,34,13,3,3,0,143,2242,1179,1174,929,792,413,167,81,17,6994,1237,761,630,626,691,503,271,207,75,5001,13258,7914,7676,8287,8159,6087,3608,2572,798,58361,35,42,40,55,63,34,6,3,0,283,3398,2129,2286,2705,2615,2400,1606,964,392,18493,0,0,0,0,0,0,0,0,0,0,311,176,179,200,215,146,82,35,19,1359,29,33,26,11,19,8,3,9,0,141,4514,2560,2255,2609,2542,1966,1228,773,272,18723,11,9,12,6,16,23,16,10,3,102,19,24,17,33,28,22,27,3,8,180,31,20,36,22,29,40,14,8,0,204
10603,8506,4995,4263,6245,6398,6816,5284,3168,844,46519,7,3,18,9,4,3,0,0,0,45,17,3,10,15,5,6,4,4,0,60,4,0,0,5,0,3,3,3,0,21,0,6,0,0,5,0,0,0,0,13,3,0,0,3,0,0,0,0,0,6,13,15,24,33,24,9,10,0,0,138,18,22,29,33,23,9,9,0,0,152,2840,1323,1215,1366,1072,854,451,254,53,9433,1480,798,625,808,799,719,499,345,135,6213,12918,7164,6196,8538,8376,8438,6268,3774,1043,62712,55,37,48,67,77,53,19,12,0,379,3131,1839,1544,2517,2825,3178,2919,1641,544,20134,0,0,0,0,0,0,0,0,0,0,315,175,136,212,214,214,212,92,14,1580,17,0,8,0,0,0,3,0,0,41,3154,1935,1459,1953,2195,2091,1828,905,235,15756,4,18,0,12,7,20,13,5,0,89,70,36,30,42,45,62,34,12,9,334,33,31,34,29,36,25,39,19,3,262
10604,4589,2784,2647,3160,3239,2672,1732,1100,388,22305,3,0,7,8,0,0,0,0,0,27,8,5,7,7,3,0,0,0,0,33,0,3,0,0,3,4,0,0,0,7,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,7,3,0,9,3,0,0,0,38,8,7,5,0,9,3,0,0,0,38,1016,494,431,398,306,197,62,24,9,2948,679,388,421,417,327,277,134,79,33,2750,6324,3696,3533,4022,3905,3165,1929,1204,426,28208,27,11,47,26,17,16,7,0,0,152,2169,1232,1207,1478,1594,1465,1001,648,252,11039,0,0,0,0,0,0,0,0,0,0,96,41,41,63,52,36,10,7,0,343,0,0,0,0,0,0,0,0,0,0,1747,1150,1031,1056,1146,811,544,267,75,7818,0,0,0,0,0,3,3,0,0,8,18,0,6,10,8,6,0,3,0,48,15,21,8,11,12,16,8,5,0,96
10701,9934,6570,6034,7557,7456,6517,5220,3450,885,53630,21,15,13,22,15,15,3,3,0,112,351,248,224,145,116,123,20,11,0,1233,3,0,3,0,3,3,0,0,0,15,10,3,0,6,0,3,0,0,0,16,3,0,0,3,0,0,0,0,0,11,21,27,39,36,29,15,11,3,0,174,40,34,37,44,32,15,11,3,0,203,2541,1355,1281,1231,983,595,341,179,56,8562,1537,876,739,942,843,622,484,305,105,6447,14497,9143,8419,10039,9542,7924,6102,3954,1051,70666,92,67,79,119,117,92,24,10,3,611,2739,1703,1655,2196,2445,2208,1778,1237,445,16400,0,0,0,0,0,0,0,0,0,0,82,59,57,68,73,64,63,42,5,515,21,17,11,6,12,8,3,0,3,84,3986,2815,2370,2735,3169,2511,2020,1613,475,21684,47,26,10,39,30,25,23,3,0,213,986,596,634,903,661,770,616,364,83,5608,38,20,29,31,48,48,23,26,8,274
10702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10703,11887,7509,6287,8605,8845,6982,5148,3290,921,59468,0,4,13,6,13,7,7,0,0,52,130,73,87,88,50,48,19,4,0,498,3,4,0,0,3,3,4,0,0,18,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,38,37,31,45,27,24,11,6,0,216,38,37,28,45,30,24,11,6,0,221,3585,1784,1637,1574,1415,874,398,234,59,11550,1745,1012,802,944,947,723,507,339,100,7120,17452,10464,8913,11344,11373,8712,6089,3883,1085,79323,108,73,100,122,114,80,25,9,3,636,3633,2162,1935,3090,3240,3100,2369,1475,570,21572,0,0,0,0,0,0,0,0,0,0,113,92,63,105,150,147,96,58,23,838,0,0,0,0,0,0,0,0,0,11,5170,3555,2455,3194,3704,2800,2010,1329,377,24590,9,5,5,15,12,21,13,4,0,82,646,346,456,507,402,461,256,135,36,3252,107,61,65,75,74,57,49,23,17,526
10704,13766,10040,9474,10920,10986,9072,7310,5820,1776,79161,68,81,105,68,65,42,27,3,0,455,343,325,291,275,140,114,54,21,4,1564,9,14,13,6,13,10,8,3,0,71,3,3,3,0,5,0,0,0,0,16,0,14,7,3,0,0,0,0,0,20,58,72,80,85,62,16,11,8,4,403,63,87,88,87,69,16,11,8,4,442,4298,3834,3344,2712,2389,1459,579,382,105,19104,2238,2059,1579,1500,1456,983,707,539,191,11244,20966,16722,15196,15828,15378,11815,8752,6801,2087,113546,239,379,441,339,294,226,83,35,4,2029,3582,2463,2459,3305,3367,3303,2525,1911,989,23901,0,0,3,0,0,0,0,0,0,3,220,218,199,172,199,120,106,74,36,1342,63,27,23,29,9,10,17,6,3,187,6362,4570,3772,4307,4620,3620,2633,2037,685,32600,27,14,13,17,19,30,34,23,3,188,957,588,673,845,754,704,595,403,95,5613,89,39,70,74,62,57,50,24,13,471
10801,3066,1795,1429,2417,2896,3441,3381,2439,684,21549,3,0,0,0,6,0,0,0,0,22,11,0,0,5,4,3,0,0,0,29,0,0,0,0,0,0,4,0,3,8,13,0,0,0,0,4,0,0,0,18,0,0,0,0,0,0,0,0,0,0,5,0,8,20,12,7,6,0,0,63,18,4,6,20,15,8,6,0,0,79,1047,538,380,508,579,446,317,192,53,4062,588,268,258,302,363,351,303,289,126,2854,4746,2620,2103,3285,3893,4270,4013,2926,869,28728,23,32,18,35,61,48,4,0,0,221,1271,706,537,940,1357,1686,1783,1240,498,10013,0,0,0,0,0,0,0,0,0,0,40,19,22,41,59,74,90,69,28,454,0,0,0,4,0,0,0,0,0,5,1067,615,402,729,900,987,1112,648,172,6626,13,3,6,8,4,10,12,7,4,61,18,14,4,9,22,12,18,9,0,102,48,20,27,36,31,36,17,13,3,222
10802,5754,2951,2439,3875,4909,4973,3851,2743,751,32241,3,0,4,6,10,0,0,0,0,28,24,3,8,8,12,5,0,0,0,54,7,5,0,7,4,8,0,0,0,25,5,0,0,0,0,0,0,0,0,10,8,0,0,3,0,0,0,0,0,9,9,12,15,35,34,17,5,0,0,135,22,14,13,39,37,17,5,0,0,158,2082,987,750,841,1161,777,421,204,48,7263,1132,669,547,677,774,614,405,322,101,5226,9042,4653,3801,5506,6991,6421,4692,3271,906,45280,45,31,48,52,99,101,17,4,0,398,1579,902,750,1271,1857,2267,1943,1231,506,12308,0,0,0,0,0,0,0,0,0,0,72,23,25,47,71,74,63,40,27,447,0,0,0,0,0,0,0,0,0,0,2394,1319,823,1204,1626,1596,1269,664,248,11128,4,0,0,4,0,4,0,0,0,18,14,5,11,16,14,20,12,7,0,96,83,44,52,49,63,70,46,20,16,447
10803,38,12,23,48,35,36,25,17,4,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,5,13,23,3,9,0,0,76,0,0,6,5,7,11,4,0,0,34,52,25,31,64,59,51,32,25,4,345,0,0,3,0,0,0,0,0,0,3,14,0,9,13,19,23,16,6,6,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,7,4,13,3,3,3,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10804,8277,4746,3810,6509,7125,7568,6574,4936,1672,51214,11,4,15,6,12,4,4,0,0,53,10,10,13,9,9,3,0,0,0,52,3,3,3,7,15,16,4,3,3,57,3,0,0,0,0,0,0,0,0,6,3,0,3,0,0,0,0,0,0,10,21,24,25,36,32,25,9,7,4,178,22,20,33,43,31,23,10,7,4,194,2738,1421,1169,1214,1362,1009,603,417,118,10044,1444,738,619,751,875,820,604,520,171,6534,12527,6976,5687,8596,9497,9497,7804,5882,1961,68434,75,38,69,91,99,99,21,0,0,501,2563,1505,1328,2532,3047,3434,3536,2427,980,21351,0,0,0,0,0,0,0,0,0,0,79,62,60,75,123,183,155,123,41,905,0,0,0,0,3,0,3,0,0,3,3941,2026,1361,2157,2515,2287,2011,1269,402,17973,12,3,4,9,12,20,24,12,11,109,41,17,11,37,33,24,19,16,8,198,74,26,46,46,51,49,48,19,12,367
10805,6509,3741,2840,4657,5552,5771,4490,2886,812,37253,7,3,9,4,8,0,3,0,0,36,4,6,3,6,16,5,3,0,0,45,5,3,0,4,5,8,4,0,0,27,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,18,11,18,16,21,7,0,0,0,96,19,11,21,22,20,11,0,0,0,102,2207,1059,758,893,992,761,391,218,46,7323,1163,550,427,561,680,595,425,286,212,4896,9944,5403,4091,6200,7343,7187,5319,3392,1073,49944,55,38,41,53,74,69,16,3,0,350,2589,1385,1151,1869,2340,2931,2482,1483,559,16789,0,0,0,0,0,0,0,0,0,0,233,131,87,127,159,174,136,91,31,1171,0,0,0,0,0,0,3,3,0,6,1706,1109,759,1112,1437,1482,1206,675,172,9668,23,16,8,12,22,21,25,12,8,140,3,10,0,15,18,22,16,11,3,108,73,45,28,53,60,49,33,23,3,375
10901,7863,5454,4385,5533,6127,5017,3294,2499,890,41055,13,11,21,9,6,6,0,0,0,71,31,22,25,12,12,3,0,0,0,110,0,7,3,4,7,7,0,0,0,23,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,10,15,36,27,23,22,13,5,0,0,138,16,33,32,23,24,13,4,0,0,149,2399,1656,1310,1177,1094,632,258,144,45,8704,1264,863,677,727,731,492,331,271,80,5439,11643,8106,6504,7554,8052,6195,3901,2921,1014,55897,77,58,79,91,73,56,17,8,0,456,1849,1217,1086,1551,1782,1816,1316,861,395,11885,0,0,0,0,0,0,0,0,0,0,138,79,73,87,95,73,69,34,8,668,20,30,22,5,14,8,9,9,3,110,3476,2298,1807,2007,2170,1763,1195,736,274,15729,6,3,5,6,12,6,6,12,7,72,65,30,32,58,48,45,38,41,13,373,35,13,28,19,15,28,20,12,10,170
10902,1814,939,935,1300,1498,1302,932,504,169,9395,3,0,6,5,0,0,0,0,0,17,0,0,3,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10,0,0,3,0,0,0,0,0,0,5,0,5,4,0,0,0,0,0,0,14,746,302,337,326,276,176,71,24,15,2275,308,169,162,165,191,133,109,52,17,1303,2878,1419,1462,1807,1968,1618,1116,583,196,13048,8,10,17,14,9,4,0,0,0,55,321,218,184,325,470,517,375,198,72,2678,0,0,0,0,0,0,0,0,0,0,22,3,7,14,13,15,3,3,0,82,0,0,0,0,0,0,0,0,0,0,934,458,367,488,613,438,328,200,48,3871,0,0,0,0,3,10,7,3,3,25,6,5,4,8,9,0,6,7,0,45,0,5,3,5,3,4,0,3,0,21
10903,5475,2747,2596,3825,4630,4378,3686,2536,693,30563,3,5,10,4,6,0,0,0,0,28,8,5,7,9,0,4,3,0,0,36,0,0,0,0,3,8,0,0,0,13,5,0,4,4,0,4,0,0,0,20,0,0,0,0,0,0,0,0,0,0,5,10,8,12,3,6,3,0,0,51,14,10,12,11,4,13,4,0,0,72,1772,793,837,840,719,566,317,174,38,6053,841,422,347,432,526,514,400,296,74,3840,8116,3993,3813,5136,5901,5492,4408,3010,806,40676,16,23,23,22,22,20,5,3,0,138,1187,615,557,1003,1394,1639,1509,974,298,9168,0,0,0,0,0,0,0,0,0,0,138,51,38,81,54,81,66,26,15,553,0,0,0,0,0,0,0,3,0,4,2275,1274,996,1292,1558,1563,1277,769,220,11224,9,4,0,4,9,10,12,6,8,61,11,8,8,15,15,15,12,3,0,92,26,9,7,19,14,20,11,11,8,118
11001,4989,4181,2304,3377,3569,3143,2160,1315,466,25500,8,8,26,7,9,0,0,0,0,68,30,19,25,25,12,6,0,0,0,123,3,7,3,3,7,0,0,0,0,19,3,3,0,3,0,0,0,0,0,12,0,12,0,0,0,0,0,0,0,17,16,41,22,22,29,22,0,0,0,153,17,53,19,28,31,24,0,0,0,175,1116,1224,589,607,738,498,191,138,28,5123,865,618,396,420,431,358,190,134,84,3492,7051,6170,3407,4497,4856,4058,2551,1597,579,34775,49,64,55,70,44,49,13,10,0,354,1882,1474,928,1244,1516,1533,1128,680,297,10681,0,0,0,0,0,0,0,0,0,0,44,52,27,30,57,46,38,22,7,319,79,52,6,22,20,3,5,3,3,193,1677,1480,813,928,1122,904,660,349,115,8041,3,16,0,8,11,9,0,0,0,50,6,11,3,12,9,12,7,8,0,74,39,29,28,31,33,31,22,14,0,222
11002,5705,2809,2701,3815,4094,4308,3305,2013,768,29521,3,0,3,3,0,4,0,0,0,15,3,3,3,3,6,3,0,0,0,15,0,0,0,4,0,8,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,23,14,20,16,21,14,3,0,0,107,22,18,20,23,21,14,3,0,0,113,1379,605,491,464,559,386,190,92,20,4194,795,340,402,423,474,411,283,193,79,3389,7914,3780,3628,4755,5173,5147,3787,2306,867,37364,11,13,16,21,32,29,11,4,0,139,2093,1172,1034,1499,1883,2015,1750,1035,359,12848,0,0,0,0,0,0,0,0,0,0,67,28,28,29,41,60,39,8,8,312,0,0,0,0,0,0,0,0,0,0,1871,960,755,1061,1143,1117,940,492,142,8482,0,0,3,3,5,8,5,5,3,37,7,0,4,4,6,9,4,3,0,36,21,9,15,23,24,41,29,27,10,190
