SA3_CODE_2016,C16_650_799_CF_1C,C16_650_799_CF_2C,C16_650_799_CF_3C,C16_650_799_CF_4mC,C16_650_799_CF_T,C16_800_999_CF_1C,C16_800_999_CF_2C,C16_800_999_CF_3C,C16_800_999_CF_4mC,C16_800_999_CF_T,C16_1000_1499_CF_1C,C16_1000_1499_CF_2C,C16_1000_1499_CF_3C,C16_1000_1499_CF_4mC,C16_1000_1499_CF_T,C16_1500_1999_CF_1C,C16_1500_1999_CF_2C,C16_1500_1999_CF_3C,C16_1500_1999_CF_4mC,C16_1500_1999_CF_T,C16_2000_2499_CF_1C,C16_2000_2499_CF_2C,C16_2000_2499_CF_3C,C16_2000_2499_CF_4mC,C16_2000_2499_CF_T,C16_2500_2999_CF_1C,C16_2500_2999_CF_2C,C16_2500_2999_CF_3C,C16_2500_2999_CF_4mC,C16_2500_2999_CF_T,C16_3000_3999_CF_1C,C16_3000_3999_CF_2C,C16_3000_3999_CF_3C,C16_3000_3999_CF_4mC,C16_3000_3999_CF_T,C16_4000m_CF_1C,C16_4000m_CF_2C,C16_4000m_CF_3C,C16_4000m_Cou_fa_4mo_ch,C16_4000m_CF_T,C16_Par_inc_st_CF_1C,C16_Par_inc_st_CF_2C,C16_Par_inc_st_CF_3C,C16_Par_inc_st_CF_4mC,C16_Par_inc_st_CF_T,C16_All_inc_ns_CF_1Ch,C16_All_inc_ns_CF_2C,C16_All_inc_ns_CF_3C,C16_All_inc_ns_CF_4mC,C16_All_inc_ns_CF_T,C16_Tot_CF_1C,C16_Tot_CF_2C,C16_Tot_CF_3C,C16_Tot_CF_4mC,C16_Tot_CF_T
10304,57,33,17,10,112,66,69,25,28,182,333,302,144,59,837,343,392,174,71,981,320,424,203,80,1028,251,329,152,51,779,257,371,165,51,847,180,261,156,45,639,241,285,204,64,792,21,17,8,3,50,2123,2523,1258,478,6382
10401,87,43,21,8,156,110,90,43,23,265,351,335,161,67,908,277,284,155,72,781,225,201,96,30,554,130,138,60,11,342,88,142,59,16,297,59,53,32,4,153,221,223,107,59,619,15,22,5,0,47,1657,1572,771,306,4308
10402,100,97,33,15,248,158,148,60,22,390,612,564,246,99,1523,518,586,253,79,1443,471,546,202,48,1267,288,342,146,33,811,284,348,134,38,810,158,183,68,19,431,385,437,164,92,1074,41,15,7,6,74,3120,3377,1371,488,8350
10501,28,18,14,10,69,31,29,17,12,92,89,95,60,25,275,89,105,49,29,270,87,99,49,17,260,76,78,41,9,202,64,68,31,15,184,44,41,25,8,114,110,147,69,66,394,22,10,7,6,43,681,723,375,216,1999
10502,26,14,8,3,45,38,33,9,4,83,121,85,42,14,263,102,89,34,21,250,73,87,29,8,196,60,80,20,8,165,78,73,26,12,182,54,52,18,0,126,104,102,48,22,273,16,11,4,3,35,698,641,249,106,1688
10503,70,52,34,14,173,115,87,53,30,285,426,348,191,97,1058,372,421,192,85,1070,369,345,186,63,960,264,293,144,49,748,239,300,136,42,721,131,159,89,26,410,328,382,238,124,1066,28,30,16,4,79,2436,2488,1306,547,6776
10601,111,60,25,14,214,145,109,55,25,335,587,488,229,93,1396,544,642,269,91,1545,527,670,237,96,1524,364,525,209,63,1152,379,514,203,56,1147,306,381,190,48,923,386,459,216,102,1160,40,45,16,11,111,3505,3951,1671,620,9752
10602,66,29,27,11,136,99,82,43,20,249,445,458,186,74,1161,499,598,233,97,1418,533,630,253,84,1499,420,559,183,50,1220,415,541,211,49,1211,261,446,189,53,958,350,472,210,89,1121,26,25,8,3,67,3191,3911,1563,555,9223
10603,76,53,16,4,153,125,90,42,17,279,427,391,177,79,1074,436,481,213,64,1195,384,508,189,85,1169,287,365,143,46,832,242,339,124,46,757,163,254,96,23,534,370,408,210,84,1063,26,27,8,3,54,2599,2974,1237,460,7267
10604,25,27,9,3,63,44,36,27,7,116,171,140,62,26,404,164,183,75,32,461,176,212,123,33,546,115,167,84,24,396,123,204,74,16,419,100,134,56,12,314,138,144,91,29,409,14,10,8,3,36,1108,1286,632,202,3227
10701,95,71,28,17,209,150,116,50,36,355,525,472,198,94,1288,520,636,223,102,1483,576,680,222,82,1559,364,480,191,48,1081,350,523,166,45,1079,183,349,148,40,724,314,396,170,71,952,28,30,18,10,84,3204,3851,1456,573,9085
10702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10703,89,71,16,12,190,141,91,46,16,293,592,515,212,89,1407,622,741,279,104,1756,602,792,306,98,1791,431,681,224,66,1399,497,702,241,67,1508,279,497,219,64,1057,457,566,253,86,1351,33,23,14,4,75,3835,4740,1850,612,11039
10704,116,89,19,14,239,185,127,47,19,379,662,533,171,49,1410,671,757,295,87,1813,746,961,333,72,2113,642,892,329,80,1935,703,1145,399,91,2335,576,1070,433,106,2185,562,751,316,99,1722,21,53,18,8,91,5046,6506,2417,656,14624
10801,50,30,8,4,95,51,48,23,13,144,221,196,60,31,514,138,165,53,24,374,111,119,40,11,292,67,89,32,12,198,59,62,34,3,161,35,41,17,6,94,141,136,50,30,360,14,8,9,3,27,962,916,340,144,2357
10802,68,57,16,16,158,121,63,50,20,249,329,279,137,69,809,265,267,109,60,699,211,201,100,38,551,113,113,63,13,306,78,89,46,17,229,37,54,8,4,101,190,187,91,42,515,18,19,11,8,50,1499,1386,644,296,3829
10803,0,0,0,0,3,0,0,0,0,0,3,3,0,0,5,3,0,0,0,7,3,0,0,0,6,0,0,0,0,3,0,0,0,0,4,3,3,0,0,7,3,3,0,0,9,0,0,0,0,0,12,14,3,0,35
10804,78,44,26,12,159,133,124,59,19,333,550,480,214,71,1312,427,471,206,71,1170,402,498,192,71,1156,271,342,137,34,783,226,326,145,25,720,130,227,85,21,466,292,328,180,66,857,30,29,8,6,75,2613,2912,1266,399,7190
10805,88,62,28,17,194,122,104,55,31,311,432,340,159,70,1007,319,335,150,65,870,206,236,110,41,588,146,154,75,17,390,99,110,51,12,270,46,66,29,9,146,207,251,124,53,633,24,23,9,4,62,1782,1746,820,335,4677
10901,63,47,23,12,142,113,85,39,15,255,394,369,152,65,982,375,389,187,77,1026,345,462,167,64,1035,252,298,129,37,722,214,324,141,45,722,128,172,94,19,415,252,274,154,59,740,28,26,8,3,63,2243,2528,1114,411,6292
10902,19,10,9,0,39,25,21,4,8,64,83,69,56,13,222,80,64,27,14,182,55,53,50,16,169,29,41,25,10,110,23,37,19,8,91,21,25,13,4,61,53,76,59,19,207,5,13,3,0,24,423,436,272,96,1230
10903,40,23,17,8,91,63,62,35,16,171,242,286,143,48,718,207,261,135,48,656,187,238,123,44,588,137,141,63,18,355,99,138,60,20,320,68,77,45,7,197,183,203,124,53,564,24,18,8,5,50,1299,1482,773,287,3832
11001,56,35,9,9,110,72,62,18,15,163,214,203,105,51,574,200,234,120,46,590,169,206,88,15,471,118,130,50,8,316,113,159,73,24,366,66,111,49,14,237,150,205,109,34,504,8,9,13,3,31,1215,1393,644,224,3478
11002,51,36,24,17,138,90,63,53,24,232,265,256,146,64,732,194,200,105,41,538,147,145,63,37,388,79,109,39,12,243,59,63,35,7,176,45,36,30,3,110,154,175,114,42,484,22,15,3,3,40,1207,1192,647,275,3320
11003,24,19,9,7,52,40,27,11,13,86,161,128,64,36,383,132,151,78,43,411,125,150,82,22,375,89,97,39,9,236,82,112,46,13,248,60,65,34,11,168,140,127,92,40,399,22,14,3,10,44,909,905,483,201,2499
11004,58,65,18,9,162,137,104,49,23,308,540,467,219,71,1289,469,496,241,96,1311,449,561,237,73,1314,298,379,159,37,873,269,362,168,53,855,158,220,107,41,521,386,418,221,104,1116,42,34,19,7,99,2889,3166,1464,538,8059
11101,126,85,25,9,239,171,136,39,19,377,747,570,189,79,1584,738,848,288,104,1982,821,999,370,93,2282,644,902,315,73,1941,705,1078,308,80,2171,469,807,325,94,1698,552,698,264,94,1614,41,56,16,10,116,5130,6261,2176,662,14231
11102,70,58,12,12,148,132,104,48,18,294,494,460,180,93,1231,510,616,268,76,1474,507,598,242,52,1396,356,514,164,39,1073,364,416,180,47,1009,179,288,121,37,623,369,461,151,57,1041,33,38,10,6,84,3089,3619,1410,440,8559
11103,131,92,38,11,269,237,174,68,20,497,860,708,256,89,1902,941,963,299,101,2308,963,1134,371,101,2569,779,1007,341,57,2181,866,1185,412,92,2555,636,1021,443,93,2197,720,814,289,113,1942,59,59,17,3,146,6370,7264,2593,713,16936
11201,89,82,17,3,191,138,122,45,10,316,528,515,159,49,1248,466,512,177,51,1206,410,493,167,42,1113,244,310,114,30,698,226,334,119,17,692,187,238,108,29,561,388,409,185,51,1038,31,22,16,3,70,2822,3129,1119,303,7375
11202,96,67,44,20,227,123,112,54,27,317,554,476,234,101,1365,435,494,213,72,1212,334,407,167,59,963,212,231,112,33,580,180,210,89,23,499,75,103,53,27,262,264,270,119,80,736,19,21,8,10,61,2396,2471,1132,467,6464
11203,117,65,25,14,222,172,141,52,26,387,603,595,245,75,1519,559,638,246,84,1533,468,587,198,76,1335,290,411,165,39,906,273,394,145,28,842,172,249,103,24,550,364,459,215,88,1130,34,27,13,3,84,3179,3654,1440,472,8751
11301,43,49,25,15,134,88,92,46,17,237,317,332,195,67,908,309,340,159,58,869,271,331,155,53,803,174,215,111,28,533,136,197,98,32,465,92,118,48,29,287,203,264,164,89,719,37,24,15,5,76,1742,2016,1046,409,5210
11302,18,9,10,0,36,27,16,9,9,55,90,72,33,23,219,58,107,47,17,227,70,104,46,19,242,58,65,11,14,148,43,56,19,3,128,17,22,8,3,45,63,98,47,14,222,9,7,3,0,20,474,563,241,103,1376
11303,88,53,40,10,186,129,127,58,30,341,522,458,264,121,1366,533,625,321,129,1609,525,620,297,121,1568,376,463,230,57,1122,370,437,236,69,1120,213,273,161,59,705,384,442,274,136,1235,39,41,18,9,111,3274,3616,1938,781,9600
11401,138,85,38,23,290,198,148,83,31,461,701,622,274,100,1700,576,593,261,110,1540,462,521,225,70,1267,316,379,126,40,856,276,321,127,38,769,146,200,96,28,468,430,463,217,105,1213,43,25,17,5,96,3398,3458,1507,562,8924
11402,33,26,12,4,68,67,47,18,8,137,255,231,103,33,625,272,288,149,40,744,283,344,129,40,798,174,242,93,43,549,200,252,112,40,609,157,231,136,32,551,245,294,147,61,742,26,18,6,4,58,1757,2015,913,298,4983
11501,109,100,28,3,240,156,186,39,21,404,598,655,211,63,1517,767,927,300,78,2072,1025,1413,428,93,2961,919,1230,370,93,2617,1451,2252,715,163,4584,1761,3314,1119,274,6469,834,1232,478,133,2677,48,65,22,6,144,7853,11559,3774,958,24133
11502,16,15,9,0,34,27,21,13,5,70,121,97,59,14,292,119,139,75,32,363,124,172,88,20,400,112,159,89,29,392,168,284,143,33,628,212,433,217,95,951,142,195,134,62,530,14,22,8,3,53,1094,1565,840,306,3802
11503,17,6,3,5,26,30,19,13,6,73,126,120,61,28,330,157,190,98,38,489,186,241,85,32,541,169,191,80,27,475,176,237,96,33,538,115,194,109,29,447,103,185,78,33,406,18,22,12,6,52,1114,1440,641,227,3420
11504,17,14,9,6,48,35,38,16,8,93,127,159,62,20,370,184,238,121,37,577,229,367,157,42,790,215,374,130,35,751,293,564,215,54,1128,276,591,268,73,1205,169,256,137,48,609,15,14,11,4,47,1589,2643,1142,327,5702
11601,208,133,80,38,461,324,288,97,57,769,1150,1036,384,179,2741,1223,1267,391,155,3034,1256,1431,416,158,3258,863,995,288,91,2236,823,1164,339,87,2417,412,717,271,98,1489,591,672,259,149,1664,71,67,23,27,184,7244,8003,2644,1094,18995
11602,59,80,13,11,164,117,140,61,14,333,485,574,195,71,1318,637,891,293,82,1896,883,1237,341,104,2562,717,1083,307,99,2204,1014,1544,439,114,3112,637,1235,380,109,2359,431,618,264,105,1416,35,41,19,8,102,5131,7532,2363,732,15758
11603,179,158,91,49,482,272,252,143,71,739,879,854,452,232,2419,875,956,444,234,2509,902,999,391,205,2500,548,652,286,114,1596,418,644,260,116,1437,160,304,164,89,724,407,522,287,265,1478,58,50,35,36,176,4952,5600,2710,1535,14796
11701,68,39,20,0,126,105,65,23,3,193,327,286,63,19,694,338,306,84,14,733,337,317,76,20,748,241,323,67,17,644,306,427,124,23,885,216,411,141,25,801,210,251,111,24,605,19,22,13,3,54,2249,2509,740,159,5661
11702,57,22,9,7,95,67,43,14,9,125,220,148,34,19,422,262,161,40,22,491,302,244,46,11,606,251,255,36,15,554,381,437,102,22,937,462,610,160,23,1262,188,202,75,28,490,23,9,3,0,37,2276,2182,533,152,5145
11703,117,46,8,4,176,134,82,13,4,228,467,205,48,10,732,494,272,47,7,822,623,367,41,11,1050,494,303,56,6,861,888,621,85,15,1604,1604,1115,191,20,2928,521,381,87,11,1003,37,14,9,0,64,5584,3510,600,85,9788
11801,43,19,5,0,72,75,46,17,3,140,283,182,45,7,519,316,234,63,20,632,437,376,78,13,913,393,340,104,22,864,824,884,312,55,2077,1865,2448,965,179,5458,591,734,340,85,1753,40,56,27,4,128,4942,5389,1976,408,12720
11802,71,41,12,8,136,137,91,23,5,252,466,327,99,22,913,563,464,130,35,1196,675,644,181,43,1544,608,627,147,22,1394,969,1169,333,47,2523,1330,2305,746,121,4506,579,810,286,54,1727,47,48,21,3,117,5594,6628,2001,366,14591
11901,357,283,193,139,972,395,465,278,195,1336,1263,1273,707,426,3668,1144,1238,565,303,3251,1068,1293,524,209,3091,715,884,357,144,2105,731,1181,448,182,2550,475,915,421,151,1965,715,895,492,324,2430,88,99,66,33,293,7504,9066,4346,2341,23256
11902,376,312,135,87,905,516,460,208,120,1302,1322,1150,524,265,3264,1037,905,376,186,2505,842,886,322,124,2171,505,595,212,104,1405,471,764,284,95,1611,299,659,252,99,1311,640,668,347,226,1881,63,69,41,27,198,6691,6983,2938,1484,18094
11903,223,145,46,19,439,313,240,59,27,644,965,837,225,86,2116,952,826,240,86,2099,955,917,261,92,2227,648,816,217,59,1739,761,1068,318,83,2228,716,1318,534,101,2666,644,765,286,95,1793,46,55,21,9,135,6576,7249,2304,692,16820
11904,218,148,43,29,437,351,230,81,39,701,1027,785,231,111,2154,1090,853,280,85,2308,1088,1022,293,78,2478,736,760,205,50,1747,794,991,311,78,2175,596,963,347,70,1968,718,699,305,132,1850,59,52,17,11,145,7000,6726,2197,726,16647
12001,79,37,13,5,135,113,76,11,4,210,417,291,75,20,798,392,358,95,27,874,574,509,129,23,1236,425,437,127,18,1002,771,819,211,34,1840,979,1519,460,80,3033,450,501,161,34,1149,32,34,6,3,69,4386,4653,1314,251,10596
12002,29,16,0,0,44,27,15,7,3,54,122,74,16,4,224,157,137,33,7,329,223,224,46,3,494,228,210,39,7,487,447,556,119,21,1144,1058,1474,351,37,2917,253,299,97,16,662,9,19,0,0,31,2583,3047,723,96,6451
12003,195,146,30,14,380,286,208,55,25,567,1022,701,188,47,1966,1004,737,203,57,2003,1030,891,224,53,2196,730,697,176,39,1642,982,1153,280,63,2479,1080,1849,581,144,3658,683,780,259,77,1805,41,34,23,7,109,7385,7410,2091,546,17432
12101,95,61,22,3,178,126,84,12,0,220,470,301,55,11,849,501,404,83,14,1005,707,565,122,27,1419,487,504,112,12,1117,939,1051,301,44,2332,1671,2858,1070,148,5751,650,760,302,75,1789,48,41,20,4,114,5874,6772,2116,356,15111
12102,79,43,17,5,150,120,94,24,5,246,470,367,109,32,978,515,578,139,30,1265,709,775,235,57,1775,565,693,191,33,1480,774,1040,305,65,2188,728,1316,446,84,2569,452,550,230,75,1303,28,36,12,3,77,4581,5587,1718,393,12281
12103,58,60,17,3,143,98,95,25,7,220,377,327,73,22,793,451,420,113,30,1018,549,630,179,33,1394,481,536,177,32,1222,973,1462,491,98,3028,1947,3962,1607,337,7860,728,1165,524,129,2555,54,74,19,7,159,5878,8911,3274,705,18770
12104,31,19,4,0,61,51,31,13,0,91,196,112,19,0,332,235,150,25,11,419,388,265,44,3,710,312,219,37,7,575,789,625,161,32,1610,1661,1842,560,104,4164,458,475,207,56,1194,24,25,6,0,56,4206,3827,1083,207,9323
12201,17,9,7,0,32,18,13,3,0,33,84,61,11,3,163,108,109,32,5,255,179,174,43,11,407,151,153,44,5,353,327,403,139,12,884,666,1219,429,69,2373,214,327,149,26,723,10,16,6,0,31,1795,2505,875,135,5315
12202,25,24,11,0,58,51,37,9,0,98,221,212,64,19,515,268,323,98,41,725,342,435,143,26,947,323,437,151,25,942,444,751,274,56,1525,537,1173,464,85,2258,363,541,225,56,1180,25,31,9,0,67,2637,4003,1460,318,8412
12203,72,50,17,5,148,123,138,27,8,289,608,507,145,37,1297,760,758,268,48,1833,933,1087,341,66,2421,834,1102,339,57,2331,1210,1860,633,118,3821,1428,3200,1215,235,6070,736,1095,436,123,2396,59,89,27,4,175,6890,9970,3488,720,21065
12301,40,21,22,9,95,70,52,26,18,165,299,303,125,58,788,435,541,227,78,1279,498,717,284,87,1587,422,702,234,58,1417,511,817,339,91,1760,305,624,281,86,1302,269,389,179,84,918,24,35,16,5,81,2942,4250,1742,581,9517
12302,208,203,86,51,543,341,362,150,77,925,1256,1216,485,269,3220,1213,1368,545,258,3391,1314,1341,439,200,3298,849,890,351,150,2247,839,1015,324,160,2340,446,632,277,116,1462,709,731,370,285,2093,86,81,27,22,220,7545,8120,3180,1676,20512
12303,32,17,11,8,66,45,36,22,13,113,223,193,94,49,568,268,308,157,71,812,311,410,182,67,978,224,315,152,55,738,286,377,188,38,890,178,315,163,54,711,217,260,168,71,721,24,31,15,6,71,1843,2293,1170,444,5750
12401,51,40,13,5,104,93,74,27,16,205,416,357,152,56,976,460,482,182,73,1193,516,590,248,78,1431,440,540,200,69,1245,511,634,261,62,1475,339,543,251,74,1208,371,424,210,81,1088,30,23,5,4,67,3290,3756,1572,519,9141
12402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12403,119,65,44,13,241,199,153,53,43,459,828,752,340,155,2070,963,1140,448,202,2749,1176,1348,530,186,3235,925,1088,420,147,2582,914,1301,491,141,2845,523,956,432,165,2078,573,679,304,150,1703,77,67,17,4,164,6442,7647,3115,1236,18443
12404,21,19,4,3,56,40,52,18,3,116,209,196,102,38,539,232,265,146,47,694,236,260,95,44,644,190,197,92,30,506,217,235,107,30,587,115,163,91,47,419,140,202,76,60,485,26,25,8,4,57,1477,1642,763,310,4185
12405,69,48,27,17,156,116,89,41,28,266,394,356,169,89,1013,420,476,176,84,1154,442,460,175,67,1145,305,332,124,49,808,288,378,142,49,856,113,245,94,34,487,234,271,136,75,719,36,24,18,8,79,2493,2739,1116,530,6876
12501,203,201,96,69,573,333,280,129,72,808,850,707,259,161,1981,641,488,190,104,1418,553,497,163,80,1296,344,302,116,46,801,365,412,117,39,930,246,343,117,47,758,378,432,168,131,1109,42,44,33,18,136,4374,4069,1571,902,10916
12502,107,99,45,9,265,148,171,56,15,397,491,498,144,43,1172,502,558,150,58,1268,500,635,173,51,1364,439,511,128,38,1112,523,698,208,42,1468,423,704,255,58,1438,391,446,161,44,1039,18,38,10,3,74,3715,4526,1388,373,10006
12503,301,313,199,124,939,414,427,264,191,1292,1203,1088,626,463,3382,996,898,503,292,2685,938,924,376,231,2470,617,740,267,136,1756,573,793,321,153,1844,305,583,299,147,1335,612,716,437,408,2175,82,78,64,44,260,6610,7093,3677,2483,19863
12504,249,182,52,18,494,368,259,62,22,712,1296,941,244,81,2556,1567,1226,251,98,3141,1602,1362,269,74,3306,945,926,190,39,2103,1097,1178,276,65,2619,679,987,243,65,1971,659,669,180,89,1600,58,41,13,7,118,8867,8028,1870,583,19349
12601,55,39,11,0,109,58,57,14,6,138,223,212,51,6,493,274,263,74,13,629,298,413,89,27,825,264,331,79,22,701,426,607,157,41,1237,609,1154,375,76,2215,257,388,129,26,811,19,27,5,0,49,2580,3582,1008,235,7408
12602,148,114,34,5,299,212,157,34,10,409,764,584,159,41,1551,894,707,196,49,1843,1007,925,235,35,2206,732,705,201,28,1662,1071,1314,347,60,2795,1192,2086,735,133,4147,690,790,316,74,1871,46,52,24,7,128,7009,7646,2314,456,17427
12701,160,140,90,66,456,173,243,137,93,640,668,801,430,229,2126,672,945,448,188,2260,712,986,400,176,2278,547,770,316,128,1759,542,878,351,135,1903,312,611,308,112,1348,394,584,392,223,1586,43,60,30,21,161,4417,6268,3071,1472,15226
12702,468,502,241,132,1348,545,626,337,147,1658,1590,1604,783,347,4326,1259,1386,612,282,3536,1095,1236,505,193,3039,666,886,369,154,2078,634,1002,445,153,2232,281,689,343,135,1450,778,1025,533,279,2612,109,136,84,45,377,8167,9896,4664,2117,24842
12703,220,166,91,54,535,256,314,154,89,817,875,927,437,187,2427,871,995,406,200,2481,849,1061,398,127,2435,579,813,308,97,1804,624,971,313,96,2007,398,710,271,91,1470,528,652,290,163,1641,55,65,38,15,178,5586,6941,2915,1258,16698
12801,54,45,13,3,115,106,79,41,12,240,439,355,125,32,946,556,563,186,60,1365,704,822,250,64,1836,589,774,304,54,1724,844,1190,459,94,2589,904,1698,732,156,3495,533,742,362,104,1747,44,48,25,9,128,4880,6388,2533,592,14388
12802,60,21,10,3,94,104,71,33,10,215,465,376,153,34,1026,614,665,277,62,1616,810,971,389,76,2246,743,1144,403,72,2363,987,1620,576,100,3277,879,1766,727,189,3568,572,764,340,90,1775,43,51,21,10,124,5360,7523,2944,649,16470
19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
