SA3_CODE_2016,Ot_ty_Ed_Ins_Pt_st_C06_P,Ot_ty_Ed_Ins_Pt_st_C11_M,Ot_ty_Ed_Ins_Pt_st_C11_F,Ot_ty_Ed_Ins_Pt_st_C11_P,Ot_ty_Ed_Ins_Pt_st_C16_M,Ot_ty_Ed_Ins_Pt_st_C16_F,Ot_ty_Ed_Ins_Pt_st_C16_P,O_t_E_I_F_P_s_s_ns_C06_M,O_t_E_I_F_P_s_s_ns_C06_F,O_t_E_I_F_P_s_s_ns_C06_P,O_t_E_I_F_P_s_s_ns_C11_M,O_t_E_I_F_P_s_s_ns_C11_F,O_t_E_I_F_P_s_s_ns_C11_P,O_t_E_I_F_P_s_s_ns_C16_M,O_t_E_I_F_P_s_s_ns_C16_F,O_t_E_I_F_P_s_s_ns_C16_P,Oth_ty_Edu_Ins_Tot_C06_M,Oth_ty_Edu_Ins_Tot_C06_F,Oth_ty_Edu_Ins_Tot_C06_P,Oth_ty_Edu_Ins_Tot_C11_M,Oth_ty_Edu_Ins_Tot_C11_F,Oth_ty_Edu_Ins_Tot_C11_P,Oth_ty_Edu_Ins_Tot_C16_M,Oth_ty_Edu_Ins_Tot_C16_F,Oth_ty_Edu_Ins_Tot_C16_P,Type_Educ_Insti_ns_C06_M,Type_Educ_Insti_ns_C06_F,Type_Educ_Insti_ns_C06_P,Type_Educ_Insti_ns_C11_M,Type_Educ_Insti_ns_C11_F,Type_Educ_Insti_ns_C11_P,Type_Educ_Insti_ns_C16_M,Type_Educ_Insti_ns_C16_F,Type_Educ_Insti_ns_C16_P,Tot_C06_M,Tot_C06_F,Tot_C06_P,Tot_C11_M,Tot_C11_F,Tot_C11_P,Tot_C16_M,Tot_C16_F,Tot_C16_P
12303,144,46,114,160,39,117,154,0,0,0,0,0,0,0,0,4,43,134,180,73,149,221,61,146,209,1188,1161,2349,1059,1044,2106,1267,1264,2528,5700,5583,11283,5640,5690,11328,6244,6430,12672
12401,402,139,272,411,107,244,348,3,5,7,3,3,3,0,3,6,189,356,540,197,331,523,172,338,505,2120,2263,4377,2262,2251,4509,1821,1936,3754,11386,11826,23210,11462,12019,23486,10882,11596,22483
12402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,4
12403,486,187,387,574,180,427,606,13,9,19,6,9,8,8,12,12,219,413,629,265,497,761,289,571,859,3766,4085,7850,3506,3735,7237,3855,4126,7981,18376,19030,37404,18701,19601,38301,20644,21867,42511
12404,111,40,97,141,33,109,142,0,0,0,0,4,4,0,3,3,44,98,147,62,124,186,50,143,197,1918,1511,3424,1573,1235,2811,1898,1468,3364,6020,5862,11882,5678,5659,11332,5838,5777,11611
12405,148,58,146,204,56,156,214,0,3,3,0,4,3,3,10,10,86,148,232,83,214,291,118,264,380,2073,2103,4176,1849,1773,3627,1819,1961,3771,8342,8410,16753,7909,8171,16081,7939,8423,16363
12501,406,243,341,576,391,477,865,5,7,18,19,22,42,11,10,20,351,402,752,641,656,1298,817,894,1709,5926,3874,9804,4905,3211,8118,4858,3297,8148,14387,11963,26348,14632,12480,27114,16740,14362,31096
12502,294,103,197,302,144,243,389,3,0,7,7,8,16,8,3,7,149,237,385,160,288,449,241,360,596,1923,1896,3817,1577,1630,3203,1521,1557,3078,9085,8976,18059,9500,9359,18860,10292,10396,20682
12503,497,227,392,619,281,580,858,17,11,30,14,20,37,15,16,28,319,483,809,441,674,1115,659,1066,1724,6286,5764,12046,6135,5746,11873,5742,5420,11164,20787,20124,40914,22449,22228,44678,24756,24992,49754
12504,638,376,529,902,302,573,869,3,12,16,13,11,30,10,8,17,427,552,980,695,885,1582,680,914,1591,5655,4735,10391,5115,4445,9557,4764,4721,9482,18819,17020,35845,19579,18695,38270,21450,21127,42579
12601,222,85,114,202,71,146,216,3,3,8,3,6,7,0,0,3,119,182,300,121,154,271,119,213,334,1049,989,2038,665,647,1309,752,752,1505,6990,7073,14065,6887,7098,13990,7642,7761,15400
12602,583,240,407,650,276,490,764,3,11,12,4,12,13,3,9,12,300,491,797,392,573,965,475,721,1196,4488,4468,8953,3278,3265,6541,3136,3316,6448,19186,18803,37985,19178,18983,38161,21251,21451,42699
12701,273,76,205,283,162,300,460,8,12,18,8,8,21,18,6,21,134,233,368,152,302,452,312,495,801,3599,3696,7292,3350,3332,6683,3639,3711,7349,13471,13511,26987,14095,14254,28346,17173,17809,34985
12702,813,271,564,834,403,877,1289,38,59,99,24,33,59,21,34,59,511,899,1413,624,1074,1695,969,1688,2658,7732,7394,15129,6607,6537,13143,5415,5591,11005,28034,28189,56220,28095,28716,56810,28660,29857,58515
12703,368,155,296,451,225,403,628,19,26,44,13,11,17,8,6,18,270,396,668,298,479,780,468,696,1166,4796,4659,9453,4489,4473,8965,4811,4812,9624,15957,16050,32008,17428,17847,35277,19593,20354,39944
12801,460,182,314,495,164,329,491,0,5,8,4,8,9,3,14,13,201,371,575,238,394,633,212,419,634,3953,3818,7772,2857,2844,5700,2765,2914,5680,14672,14885,29549,14251,14867,29119,15064,15500,30561
12802,494,172,322,495,151,292,443,0,6,14,0,4,8,0,3,3,208,411,622,226,384,616,226,370,603,2425,2551,4979,2198,2271,4469,1807,1920,3730,16160,16033,32196,15892,15906,31800,15499,15913,31413
19797,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,3,0,3,4,3,11,21,33,46,6,0,8,16,3,17,29,62,93
19999,65,23,33,56,37,33,65,3,0,8,5,0,4,0,0,4,68,48,117,55,69,123,60,69,129,806,497,1303,1956,862,2820,2231,1127,3360,1443,1160,2608,2739,1745,4483,2819,1779,4593
