SA3_CODE_2016,Managers_C06_M,Managers_C06_F,Managers_C06_P,Managers_C11_M,Managers_C11_F,Managers_C11_P,Managers_C16_M,Managers_C16_F,Managers_C16_P,Professionals_C06_M,Professionals_C06_F,Professionals_C06_P,Professionals_C11_M,Professionals_C11_F,Professionals_C11_P,Professionals_C16_M,Professionals_C16_F,Professionals_C16_P,Tech_trad_wkrs_C06_M,Tech_trad_wkrs_C06_F,Tech_trad_wkrs_C06_P,Tech_trad_wkrs_C11_M,Tech_trad_wkrs_C11_F,Tech_trad_wkrs_C11_P,Tech_trad_wkrs_C16_M,Tech_trad_wkrs_C16_F,Tech_trad_wkrs_C16_P,Com_pers_S_work_C06_Cens_M,Com_pers_S_work_C06_Cens_F,Com_pers_S_work_C06_Cens_P,Com_pers_S_work_C11_Cens_M,Com_pers_S_work_C11_Cens_F,Com_pers_S_work_C11_Cens_P,Com_pers_S_work_C16_Cens_M,Com_pers_S_work_C16_Cens_F,Com_pers_S_work_C16_Cens_P,Cler_admin_work_C06_M,Cler_admin_work_C06_F,Cler_admin_work_C06_P,Cler_admin_work_C11_M,Cler_admin_work_C11_F,Cler_admin_work_C11_P,Cler_admin_work_C16_M,Cler_admin_work_C16_F,Cler_admin_work_C16_P,Sales_workers_C06_M,Sales_workers_C06_F,Sales_workers_C06_P,Sales_workers_C11_M,Sales_workers_C11_F,Sales_workers_C11_P,Sales_workers_C16_M,Sales_workers_C16_F,Sales_workers_C16_P,Mach_oper_driv_C06_M,Mach_oper_driv_C06_F,Mach_oper_driv_C06_P,Mach_oper_driv_C11_M,Mach_oper_driv_C11_F,Mach_oper_driv_C11_P,Mach_oper_driv_C16_M,Mach_oper_driv_C16_F,Mach_oper_driv_C16_P,Labourers_C06_M,Labourers_C06_F,Labourers_C06_P,Labourers_C11_M,Labourers_C11_F,Labourers_C11_P,Labourers_C16_M,Labourers_C16_F,Labourers_C16_P,Inadeq_descr_Ns_C06_M,Inadeq_descr_Ns_C06_F,Inadeq_descr_Ns_C06_P,Inadeq_descr_Ns_C11_M,Inadeq_descr_Ns_C11_F,Inadeq_descr_Ns_C11_P,Inadeq_descr_Ns_C16_M,Inadeq_descr_Ns_C16_F,Inadeq_descr_Ns_C16_P,Tot_C06_M,Tot_C06_F,Tot_C06_P,Tot_C11_M,Tot_C11_F,Tot_C11_P,Tot_C16_M,Tot_C16_F,Tot_C16_P
11502,1782,803,2587,1738,808,2541,1784,810,2593,1325,1432,2754,1307,1532,2843,1236,1635,2868,1533,298,1827,1629,296,1930,1579,331,1909,231,593,824,261,639,896,309,693,997,333,1564,1896,330,1779,2105,335,1649,1990,471,645,1114,484,666,1152,501,665,1164,410,30,439,462,26,486,456,29,482,605,313,920,571,268,836,597,268,872,137,102,238,128,76,205,146,87,235,6836,5784,12619,6905,6098,13003,6948,6177,13122
11503,1220,563,1778,1220,569,1787,1167,634,1797,830,1180,2011,802,1258,2062,752,1287,2041,1878,335,2213,1997,307,2305,2109,317,2422,241,637,872,271,791,1060,310,882,1200,274,1559,1832,296,1607,1905,267,1587,1860,376,592,972,378,643,1016,366,654,1019,770,78,851,862,66,927,843,70,908,709,395,1102,764,385,1147,776,380,1152,124,71,198,111,91,205,133,94,228,6421,5409,11826,6693,5722,12412,6734,5902,12630
11504,1561,683,2251,1676,692,2374,1992,970,2953,1135,1364,2495,1205,1555,2756,1672,2059,3732,1745,310,2057,1878,312,2193,2084,327,2417,281,600,881,324,677,1003,458,961,1418,437,1891,2329,475,1984,2459,607,2338,2948,558,695,1255,549,788,1338,696,972,1666,721,52,776,772,58,833,815,74,888,626,290,915,585,278,863,736,300,1039,134,115,247,132,109,233,169,125,292,7211,5996,13205,7600,6458,14054,9229,8121,17351
11601,2928,1542,4472,3112,1680,4792,3595,2005,5597,4060,4476,8543,4847,5257,10102,5335,6177,11514,7007,1050,8055,6966,1146,8109,7036,1215,8252,1422,2828,4251,1692,3444,5133,1815,4315,6130,2728,7392,10124,2948,7768,10722,3015,7088,10100,1937,2985,4921,2059,3097,5158,2290,3207,5494,4828,674,5501,5115,688,5806,5696,784,6482,3759,2228,5983,3797,2060,5862,4354,2248,6603,759,510,1264,748,529,1274,781,538,1319,29426,23692,53118,31288,25667,56950,33913,27577,61490
11602,2535,1203,3736,3284,1644,4927,4089,2163,6256,2814,3029,5840,4276,4460,8737,5640,6092,11733,3572,519,4088,4101,692,4787,4546,844,5388,769,1423,2192,1057,1973,3035,1278,2855,4125,1474,4340,5811,1823,5185,7013,2154,5798,7949,1207,1603,2814,1505,2168,3669,1905,2563,4470,2036,274,2306,2312,265,2578,2830,330,3163,1533,956,2485,1662,988,2651,1945,1048,2992,326,249,574,402,268,667,445,338,777,16265,13589,29853,20418,17640,38060,24825,22024,46855
11603,1412,783,2191,1548,924,2476,1764,1092,2857,1650,2071,3717,2132,2637,4768,2655,3221,5873,4497,638,5131,4642,742,5386,4921,759,5679,1004,2025,3030,1265,2610,3875,1402,3454,4851,1805,4735,6546,1904,5017,6921,1939,4996,6933,1155,2218,3370,1325,2364,3688,1462,2657,4123,4858,733,5594,5387,890,6281,5933,1131,7060,3339,2272,5614,3533,2092,5623,3716,2181,5893,568,421,984,550,366,914,623,440,1066,20274,15898,36172,22286,17641,39922,24409,19924,44336
11701,913,569,1482,1226,801,2029,1775,1175,2953,1250,1356,2611,1651,1953,3601,2429,2722,5150,1903,388,2292,1990,391,2379,2316,474,2798,572,925,1495,743,1140,1879,899,1575,2475,840,2167,3010,928,2346,3277,1041,2465,3505,658,994,1651,713,1109,1821,874,1363,2234,1395,189,1581,1308,141,1443,1336,142,1481,1194,718,1905,1022,575,1594,1257,697,1957,242,177,426,235,143,373,257,163,422,8962,7480,16440,9810,8589,18401,12183,10797,22976
11702,1648,1390,3034,1890,1738,3630,2275,2083,4360,3590,3994,7588,4350,4942,9298,5036,5958,10995,2159,544,2705,2151,607,2759,2280,641,2923,808,1209,2019,914,1369,2283,1052,1663,2718,1208,2672,3880,1323,2743,4069,1302,2673,3973,856,1036,1892,895,1021,1921,940,1261,2200,951,142,1090,854,139,996,777,106,887,1233,655,1891,1167,520,1686,1186,554,1737,310,201,514,271,182,451,292,195,481,12753,11850,24610,13820,13260,27085,15141,15135,30272
11703,7729,5141,12866,9721,6726,16448,11838,8615,20453,16193,13387,29579,21411,17637,39048,24726,21225,45949,4645,1395,6043,5940,1843,7782,7403,2239,9645,3447,3893,7337,4283,4949,9235,5090,7261,12351,4196,7093,11295,4990,8180,13169,5037,8448,13482,3119,3482,6600,3547,3849,7389,4201,4952,9151,1311,183,1489,1281,176,1458,1593,234,1827,2328,1081,3412,2545,1324,3870,3955,2184,6137,884,613,1500,1117,703,1816,1285,932,2213,43857,36260,80115,54836,45378,100214,65124,56086,121209
11801,6776,4576,11352,7396,5128,12523,8200,5998,14201,11739,11153,22893,13271,12610,25887,13589,13817,27404,2740,878,3611,3154,883,4041,3124,889,4011,1665,2650,4316,1824,2907,4730,1936,3333,5270,2011,5494,7504,2188,5544,7739,2015,5340,7354,2136,2689,4822,2211,2703,4911,2449,2885,5332,687,66,750,684,56,736,715,79,794,1222,442,1664,1177,441,1620,1407,580,1989,769,532,1295,802,568,1370,733,518,1250,29740,28473,58208,32700,30854,63562,34161,33446,67604
11802,4826,3179,8011,5220,3593,8821,6084,4495,10580,8823,9715,18540,10142,11365,21506,10919,12832,23755,5053,1067,6123,4929,1094,6018,5148,1077,6229,2333,3258,5595,2413,3586,5995,2592,4071,6665,2538,6983,9517,2591,7010,9598,2561,6695,9253,2174,3017,5190,2205,2939,5147,2365,3204,5574,1775,188,1965,1743,143,1892,1742,149,1888,2180,983,3166,2049,863,2911,2235,992,3223,683,443,1131,648,479,1127,634,478,1110,30398,28833,59234,31946,31074,63017,34280,33997,68276
11901,3860,1834,5692,4232,2062,6292,4536,2382,6922,4248,4749,9002,5005,5893,10899,5824,6735,12560,8235,1128,9361,8227,1212,9439,8428,1262,9693,1578,2829,4402,1812,3499,5311,2108,4797,6900,2792,7917,10707,3041,8206,11246,3157,7824,10981,2323,3371,5695,2400,3448,5839,2736,3920,6658,4507,669,5181,4732,578,5308,4996,625,5623,3848,1974,5824,3967,1890,5854,4451,1998,6451,963,609,1568,949,586,1536,925,607,1531,32352,25084,57440,34360,27375,61735,37162,30159,67318
11902,2671,1499,4176,2923,1607,4535,3350,1972,5326,3396,3618,7014,4191,4380,8578,4697,5233,9927,5943,991,6931,6125,1046,7174,6501,1027,7522,1380,2123,3500,1769,2752,4521,2060,3853,5914,2101,4885,6988,2306,5105,7409,2434,5036,7469,1930,2552,4477,2181,2749,4926,2622,3074,5695,3783,618,4403,3992,456,4453,4382,427,4811,3685,2029,5715,3792,1960,5751,4421,2167,6585,903,526,1430,823,498,1324,918,506,1427,25799,18833,44637,28109,20562,48675,31392,23290,54677
11903,4051,1964,6012,4192,2224,6414,4594,2517,7110,5571,5835,11401,6321,6859,13181,6913,7757,14673,5556,893,6442,5563,969,6530,5846,980,6832,1498,2481,3979,1681,3030,4716,1959,3870,5832,2510,6780,9294,2740,6866,9604,2691,6471,9157,2056,2792,4843,2174,2882,5059,2473,3475,5943,2405,432,2836,2513,402,2917,2713,370,3081,2464,1421,3882,2535,1395,3927,3151,1658,4805,616,501,1117,657,466,1119,703,511,1210,26719,23096,49813,28370,25090,53464,31039,27607,58645
11904,3694,2110,5803,4063,2317,6382,4817,2915,7728,5038,5409,10452,6146,6550,12700,7410,8126,15531,5720,1023,6746,6082,1213,7295,6676,1233,7909,1681,2505,4190,2093,3151,5245,2271,4409,6678,2734,6646,9378,2906,6926,9838,2985,7026,10011,2321,3076,5391,2332,3212,5540,2775,3986,6767,3253,495,3741,3321,382,3707,3625,428,4046,3187,1945,5133,3294,1888,5185,4309,2419,6730,797,565,1360,744,525,1269,788,587,1370,28434,23770,52197,30983,26176,57161,35651,31119,66770
12001,3706,2288,5996,4279,2766,7045,4895,3213,8104,4779,5229,10006,5900,6210,12112,6837,7485,14319,2738,580,3321,2919,559,3469,3036,702,3734,846,1370,2212,1052,1613,2665,1165,2018,3182,1410,4285,5693,1629,4617,6248,1747,4690,6436,1444,1624,3073,1580,1765,3345,1816,2090,3904,820,88,907,792,65,852,916,84,1004,1026,405,1429,1073,424,1500,1258,496,1756,349,250,601,379,280,659,445,360,803,17125,16110,33237,19597,18299,37894,22113,21130,43244
12002,3142,2509,5649,3365,2906,6272,3566,3022,6588,5235,6087,11322,5706,6632,12337,5854,6718,12575,1579,478,2050,1540,449,1995,1513,443,1956,693,1069,1764,711,1260,1971,810,1282,2094,1056,2778,3834,1046,2752,3799,1054,2566,3618,884,1094,1980,887,1105,1993,935,1095,2029,457,52,512,415,30,452,393,35,432,630,241,871,557,205,766,552,223,776,233,192,429,254,169,423,283,208,491,13904,14507,28411,14493,15513,30005,14965,15600,30557
12003,4528,2803,7329,4870,3305,8176,5537,3826,9361,8584,9128,17713,10111,10799,20912,11914,12480,24397,5283,1162,6446,5867,1305,7171,6363,1403,7763,1752,2868,4614,2222,3613,5831,2551,4601,7152,3025,7063,10087,3202,7220,10421,3341,7228,10568,2650,3265,5915,2737,3201,5942,3135,3749,6887,2260,300,2561,2216,261,2472,2451,276,2730,3134,1563,4699,3308,1525,4834,3930,1955,5888,857,605,1465,835,579,1415,888,680,1576,32074,28760,60835,35360,31808,67170,40119,36198,76311
12101,5670,3422,9089,5871,3570,9441,6623,4216,10842,9944,8556,18501,10953,9857,20809,11903,11284,23193,2608,676,3291,2661,773,3431,2729,793,3527,1059,1904,2959,1233,2240,3472,1393,2714,4106,1932,5282,7222,2078,5236,7315,2043,5052,7096,1913,2057,3976,1754,1994,3745,2113,2359,4474,692,70,764,643,88,729,736,74,806,1057,571,1626,1016,516,1532,1267,602,1870,503,415,917,552,405,950,581,452,1034,25387,22960,48351,26764,24669,51433,29395,27538,56939
12102,3596,1619,5220,3613,1722,5334,3686,1946,5628,5739,5512,11252,6284,6161,12439,6798,6760,13555,3605,729,4327,3616,744,4361,3572,738,4310,973,2044,3024,1121,2286,3407,1230,2710,3937,1644,4785,6436,1686,4587,6278,1583,4290,5880,1450,1927,3381,1393,1819,3209,1395,1858,3255,987,118,1103,966,117,1082,973,125,1098,1570,838,2399,1581,688,2266,1656,762,2422,307,196,502,386,221,612,337,229,571,19881,17774,37650,20641,18343,38991,21227,19428,40659
12103,6959,2896,9857,7262,3245,10508,7635,3978,11610,9907,8211,18120,10489,9139,19632,11173,10482,21661,1975,596,2572,2005,642,2650,2182,640,2823,882,1910,2793,1145,2341,3488,1319,2656,3979,1733,5397,7130,1879,5443,7322,1958,5379,7341,1940,2190,4133,1868,2224,4094,2016,2479,4499,409,56,456,434,69,502,572,64,640,953,411,1364,944,404,1342,1074,471,1542,523,357,879,524,363,890,580,403,983,25283,22019,47301,26562,23873,50432,28525,26555,55072
12104,5838,4155,9993,5973,4454,10430,6556,5163,11720,10276,9312,19584,11135,10213,21344,11393,11185,22572,1966,566,2527,2002,646,2642,1980,658,2636,1054,1794,2852,1186,1947,3130,1249,2096,3351,1784,5069,6852,1950,5067,7019,1822,4802,6622,1640,1905,3545,1632,1777,3406,1697,1964,3661,369,38,404,369,37,410,403,47,455,667,310,979,670,266,941,732,338,1068,522,376,900,580,391,974,537,428,964,24110,23534,47640,25495,24798,50289,26359,26689,53052
12201,2378,1331,3706,2640,1594,4230,3043,1978,5019,3419,3116,6543,4053,3674,7721,4236,4032,8273,1250,307,1553,1203,297,1501,1167,329,1494,525,999,1522,541,1078,1615,641,1127,1760,626,1960,2580,707,1957,2665,649,1874,2529,761,812,1579,786,843,1625,852,927,1779,304,34,338,280,32,313,273,31,308,451,195,650,447,172,623,458,173,631,182,135,308,227,145,376,224,170,400,9891,8885,18774,10883,9781,20663,11550,10647,22199
12202,3371,1526,4902,3450,1607,5053,3711,1917,5628,3508,3540,7048,3680,3885,7563,3678,4365,8043,3167,527,3691,3202,548,3748,3255,599,3849,646,1530,2180,800,1799,2592,875,1986,2867,699,3319,4025,798,3485,4284,745,3428,4169,1151,1604,2757,1131,1600,2730,1248,1593,2841,618,85,702,687,70,759,685,99,788,1026,474,1501,1042,407,1454,1060,406,1469,277,198,478,277,221,502,306,233,542,14474,12802,27279,15059,13624,28688,15569,14626,30194
12203,7115,3672,10795,7603,4187,11792,8367,5064,13428,8536,8597,17129,9261,9656,18923,9576,11186,20763,7655,1337,8991,7867,1347,9212,7888,1477,9361,1828,3943,5768,2022,4474,6495,2385,5231,7615,2543,8993,11532,2509,8733,11242,2397,8387,10787,3148,3907,7055,3102,3896,6997,3175,4006,7177,2234,355,2589,2133,313,2444,2138,328,2463,2964,1477,4438,2811,1267,4071,3140,1383,4525,595,415,1012,633,472,1108,660,506,1169,36624,32685,69311,37933,34349,72285,39725,37570,77294
12301,1919,906,2820,2312,1142,3452,2643,1395,4038,1558,2226,3790,1951,2957,4914,2235,3622,5859,3081,416,3500,3541,463,4002,4176,629,4802,689,1304,1998,891,1744,2636,1029,2410,3444,810,3153,3960,980,3772,4748,1108,4227,5332,943,1543,2483,1046,1690,2733,1212,2066,3284,1669,169,1838,1976,198,2171,2321,219,2537,1160,566,1726,1311,602,1910,1751,732,2487,199,139,337,208,175,382,317,253,576,12036,10416,22451,14219,12736,26957,16792,15558,32352
12302,3635,1835,5468,3673,1997,5666,3624,2239,5860,3759,4634,8391,4081,5313,9393,4664,5973,10643,8822,1166,9984,8463,1260,9724,8388,1250,9642,1802,3897,5697,2094,4598,6689,2253,5559,7813,3089,8824,11917,3058,8785,11839,3012,8169,11183,2405,4147,6549,2394,3992,6382,2505,4253,6757,6233,825,7057,6491,847,7343,7231,977,8211,4526,2846,7376,4571,2606,7179,4993,2816,7811,806,549,1353,763,509,1271,837,551,1393,35067,28720,63787,35597,29899,65495,37509,31801,69308
12303,1483,719,2204,1407,670,2083,1645,860,2504,970,1492,2462,1027,1678,2702,1077,1936,3013,2621,385,3007,2811,447,3259,3248,516,3764,363,1019,1375,408,1254,1658,500,1566,2063,414,2066,2485,442,2201,2644,467,2440,2900,491,907,1391,454,1003,1456,541,1170,1708,1553,132,1681,1677,122,1803,1747,162,1907,1090,647,1740,1137,643,1779,1264,658,1918,149,96,246,194,133,327,213,148,363,9131,7458,16587,9555,8150,17703,10686,9460,20151
12401,2839,1414,4255,2772,1489,4266,2780,1678,4457,4413,5389,9803,4509,5729,10234,4284,5983,10261,3973,689,4663,3995,678,4676,3853,742,4594,1351,2430,3788,1361,2693,4062,1446,2882,4326,1297,3742,5040,1310,3778,5088,1207,3585,4793,1206,1792,2993,1066,1681,2749,1092,1603,2688,1370,116,1481,1416,125,1543,1380,120,1496,1652,933,2584,1612,806,2414,1779,907,2688,287,183,470,285,221,501,304,185,494,18386,16686,35069,18328,17205,35532,18119,17680,35800
12402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12403,4157,2145,6302,4328,2365,6692,4601,2823,7418,3588,4701,8293,3864,5506,9371,4477,6592,11073,8209,1126,9342,8168,1265,9435,8876,1335,10214,1767,3387,5153,2043,4020,6063,2240,5067,7309,2499,8875,11369,2589,9220,11808,2680,9643,12323,2317,3878,6192,2272,3921,6195,2449,4175,6630,5058,492,5545,5327,566,5891,5988,612,6600,3790,2027,5822,3721,1767,5491,4242,1997,6243,654,468,1118,672,451,1118,773,526,1297,32038,27093,59132,32982,29082,62063,36341,32770,69111
12404,1171,630,1803,1140,664,1803,1152,680,1835,901,1332,2236,905,1458,2360,845,1510,2354,2638,410,3048,2688,431,3124,2707,424,3126,548,1062,1607,588,1183,1776,530,1348,1875,471,2003,2474,500,2066,2571,460,2073,2529,506,941,1445,543,1026,1568,545,1048,1599,1428,155,1583,1507,169,1679,1567,169,1736,1106,697,1804,1065,637,1702,1173,653,1827,172,131,305,193,108,307,189,115,301,8950,7357,16311,9143,7745,16891,9159,8019,17181
12405,1292,692,1987,1302,739,2044,1245,813,2053,1038,1397,2438,1112,1644,2749,1158,1807,2965,3348,436,3781,3342,441,3778,3235,447,3678,608,1396,2003,690,1672,2366,679,1947,2629,1095,3460,4555,1131,3706,4832,1124,3350,4475,884,1567,2448,843,1545,2394,861,1562,2424,2715,350,3066,2932,364,3295,3087,503,3595,1849,1020,2876,1881,897,2779,2004,903,2905,299,252,553,310,197,505,300,223,516,13139,10561,23704,13541,11210,24748,13687,11551,25241
12501,1478,718,2193,1828,949,2778,2460,1310,3769,2228,2046,4281,3112,2937,6042,3912,3847,7760,2987,474,3468,3573,588,4164,5190,718,5901,674,1023,1700,995,1437,2430,1285,2302,3586,1135,2458,3591,1431,2740,4172,1655,2991,4647,1056,1076,2130,1219,1320,2535,1727,1764,3486,1894,323,2214,2076,294,2371,2383,318,2699,1949,1219,3172,2324,1430,3751,3222,1738,4965,498,300,799,567,348,916,771,395,1164,13906,9637,23548,17124,12033,29158,22593,15388,37982
12502,2242,1095,3337,2394,1268,3666,2612,1370,3981,3414,3268,6685,3833,3692,7528,4307,4364,8671,2754,450,3208,2802,513,3315,3000,554,3557,553,1236,1788,697,1446,2139,815,1779,2593,1088,3340,4436,1218,3500,4718,1268,3517,4789,1017,1366,2385,1052,1350,2404,1275,1462,2737,1046,149,1196,1047,143,1189,1175,151,1322,1091,628,1722,1107,644,1754,1282,703,1985,288,213,501,338,217,554,338,243,583,13500,11751,25250,14503,12766,27265,16069,14143,30209
12503,2678,1314,3998,3029,1561,4591,3453,1811,5272,3161,3600,6758,3939,4631,8569,4425,5278,9702,6858,889,7746,7178,978,8155,7873,970,8846,1139,2352,3489,1539,2937,4474,1769,4028,5798,2252,6256,8509,2604,6588,9189,2609,6269,8881,1790,2826,4614,2008,2754,4760,2364,3065,5432,4239,558,4797,4466,569,5041,4661,671,5334,3754,1942,5693,3779,1815,5593,4423,1923,6345,768,511,1282,853,509,1363,1003,611,1616,26636,20249,46890,29396,22340,51735,32590,24638,57223
12504,3572,1818,5391,4070,2039,6106,4921,2377,7300,6545,6246,12792,8672,7577,16251,11246,9317,20567,5550,933,6479,5716,1074,6791,5627,1135,6760,1532,2385,3920,1808,3003,4813,1860,3638,5499,2832,6695,9530,3322,7117,10437,3423,6742,10163,2325,2460,4777,2357,2648,5006,2465,2837,5301,2843,332,3172,3258,407,3664,3536,510,4049,2955,1495,4452,3095,1533,4631,3320,1690,5012,650,427,1080,707,477,1187,797,587,1382,28808,22784,51595,33004,25874,58883,37201,28836,66035
12601,2151,1012,3165,2173,1107,3279,2411,1203,3612,4021,3586,7612,4386,3942,8334,4740,4499,9238,1290,338,1628,1353,317,1673,1371,345,1718,445,887,1331,502,979,1480,626,1147,1776,842,2311,3159,918,2392,3313,939,2291,3234,758,965,1716,797,888,1683,807,987,1797,369,48,416,318,50,367,399,44,442,596,285,881,550,274,828,638,315,947,183,138,318,190,154,346,207,169,374,10658,9563,20217,11182,10106,21286,12142,11001,23135
12602,5136,2759,7896,5394,3045,8440,6204,3650,9856,8265,8058,16322,9550,9233,18778,11092,10987,22085,4824,1010,5831,4811,1025,5830,5061,1201,6259,1362,2471,3836,1583,2881,4468,1903,3516,5414,2415,7048,9469,2647,7081,9727,2764,7099,9867,2068,2766,4834,2214,2629,4841,2579,3138,5722,1538,188,1727,1489,180,1674,1561,184,1745,2149,1217,3366,2032,1008,3041,2194,1163,3359,570,444,1009,663,463,1123,641,524,1163,28324,25959,54283,30382,27541,57923,33995,31469,65463
12701,2172,1098,3266,2326,1210,3541,3086,1698,4785,1501,1985,3485,1809,2495,4303,2654,4095,6748,4559,581,5138,4775,642,5415,5832,832,6664,600,1475,2075,764,1834,2594,1111,2850,3961,1134,3944,5083,1283,4422,5707,1756,5311,7070,1078,1670,2747,1163,2009,3175,1657,2584,4248,3132,436,3564,3395,452,3845,4210,592,4799,2481,1489,3970,2492,1406,3896,3096,1520,4618,522,348,875,520,320,841,645,474,1117,17178,13023,30202,18526,14791,33316,24051,19961,44017
12702,3200,1668,4866,3312,1784,5094,3445,2051,5493,3412,3806,7212,3876,4585,8462,4219,5220,9444,9175,1332,10508,8937,1375,10315,8849,1318,10164,1356,2923,4284,1684,3897,5581,1847,4934,6789,2512,7207,9719,2694,7242,9934,2772,6851,9626,2345,3692,6036,2352,3808,6164,2459,4115,6571,6719,1096,7816,6910,1142,8048,6998,1179,8176,6090,3735,9821,5908,3657,9563,6249,3695,9942,1306,803,2112,1240,781,2020,1168,780,1947,36099,26258,62360,36913,28269,65185,38000,30157,68157
12703,2552,1203,3747,2729,1404,4136,3178,1629,4808,2859,3303,6164,3355,4119,7472,3895,5030,8927,5636,817,6446,5923,785,6703,5992,808,6793,1566,2084,3657,1844,2536,4385,1816,3301,5116,1783,5323,7108,2021,5687,7711,2153,5617,7766,1340,2161,3492,1434,2273,3704,1637,2601,4241,3304,467,3768,3654,483,4136,4054,605,4657,2559,1582,4136,2626,1466,4086,3089,1539,4625,552,365,917,591,393,983,650,463,1113,22141,17305,39442,24175,19141,43317,26459,21587,48046
12801,5283,2341,7618,5413,2611,8026,5746,3094,8839,5239,5953,11190,5481,6826,12307,5722,7514,13235,6199,898,7100,6371,913,7287,6405,955,7360,1717,2886,4606,1972,3481,5450,2036,3937,5968,1924,6998,8924,2058,7384,9442,2036,6904,8943,2259,3303,5560,2164,3211,5377,2180,3208,5393,1982,168,2145,1949,154,2100,1957,180,2135,2204,919,3124,2075,812,2886,2138,836,2972,485,394,886,498,350,848,557,367,923,27290,23861,51151,27972,25739,53714,28773,26993,55769
12802,5328,2287,7621,5208,2468,7677,5304,2752,8058,5618,6472,12090,5855,7133,12983,5940,7843,13776,7092,993,8088,7040,953,7988,6727,1053,7787,1653,3221,4865,1812,3524,5335,1951,3875,5829,2577,8467,11044,2554,8268,10824,2334,7491,9825,2303,3512,5817,2186,3307,5489,2107,3158,5274,2229,170,2391,2140,158,2296,2029,168,2196,2322,1005,3329,2162,864,3028,2245,839,3082,478,322,803,478,301,778,477,364,844,29596,26452,56053,29428,26979,56405,29113,27556,56671
19797,0,3,3,0,0,3,3,0,3,9,0,9,0,3,3,9,15,22,11,0,15,8,0,8,14,10,18,6,0,9,0,0,3,3,11,16,0,0,0,0,3,3,0,18,21,0,0,0,0,0,3,0,15,17,0,0,0,3,0,3,9,0,10,12,0,12,13,0,13,15,3,18,0,0,0,0,0,0,3,3,5,33,7,43,24,11,32,59,72,130
19999,217,106,322,226,115,338,167,106,274,319,349,676,376,367,741,321,329,649,415,57,478,468,71,542,397,80,480,225,216,441,200,264,464,186,247,430,112,222,333,107,287,394,88,172,261,118,149,266,87,145,238,109,111,224,322,21,343,315,33,349,314,29,339,409,115,530,369,123,490,395,183,582,67,39,106,55,39,93,63,37,103,2210,1281,3493,2208,1444,3649,2042,1291,3331
