SA3_CODE_2016,C16_75_99_CF_CU15_NDS,C16_75_99_CF_NCU15_DS,C16_75_99_CF_NDCO,C16_75_99_CF_T,C16_100_149_CF_NC,C16_100_149_CF_Cu15DS_,C16_100_149_CF_CU15_NDS,C16_100_149_CF_NCU15_DS,C16_100_149_CF_NDCO,C16_100_149_CF_T,C16_150_199_CF_NC,C16_150_199_CF_Cu15DS_,C16_150_199_CF_CU15_NDS,C16_150_199_CF_NCU15_DS,C16_150_199_CF_NDCO,C16_150_199_CF_T,C16_200_224_CF_NC,C16_200_224_CF_Cu15DS_,C16_200_224_CF_CU15_NDS,C16_200_224_CF_NCU15_DS,C16_200_224_CF_NDCO,C16_200_224_CF_T,C16_225_274_CF_NC,C16_225_274_CF_Cu15DS_,C16_225_274_CF_CU15_NDS,C16_225_274_CF_NCU15_DS,C16_225_274_CF_NDCO,C16_225_274_CF_T,C16_275_349_CF_NC,C16_275_349_CF_Cu15DS_,C16_275_349_CF_CU15_NDS,C16_275_349_CF_NCU15_DS,C16_275_349_CF_NDCO,C16_275_349_CF_T,C16_350_449_CF_NC,C16_350_449_CF_Cu15DS_,C16_350_449_CF_CU15_NDS,C16_350_449_CF_NCU15_DS,C16_350_449_CF_NDCO,C16_350_449_CF_T,C16_450_549_CF_NC,C16_450_549_CF_Cu15DS_,C16_450_549_CF_CU15_NDS,C16_450_549_CF_NCU15_DS,C16_450_549_CF_NDCO,C16_450_549_CF_T,C16_550_649_CF_NC,C16_550_649_CF_Cu15DS_,C16_550_649_CF_CU15_NDS,C16_550_649_CF_NCU15_DS,C16_550_649_CF_NDCO,C16_550_649_CF_T,C16_650_749_CF_NC,C16_650_749_CF_Cu15DS_,C16_650_749_CF_CU15_NDS,C16_650_749_CF_NCU15_DS,C16_650_749_CF_NDCO,C16_650_749_CF_T,C16_750_849_CF_NC,C16_750_849_CF_Cu15DS_,C16_750_849_CF_CU15_NDS,C16_750_849_CF_NCU15_DS,C16_750_849_CF_NDCO,C16_750_849_CF_T,C16_850_949_CF_NC,C16_850_949_CF_Cu15DS_,C16_850_949_CF_CU15_NDS,C16_850_949_CF_NCU15_DS,C16_850_949_CF_NDCO,C16_850_949_CF_T,C16_950over_CF_NC,C16_950ov_CF_Cu15DS_,C16_950ov_CF_CU15_NDS,C16_950ov_CF_NCU15_DS,C16_950ov_CF_NDCO,C16_950ov_CF_T,C16_Rns_CF_NC,C16_Rns_CF_Cu15DS_,C16_Rns_CF_CU15_NDS,C16_Rns_CF_NCU15_DS,C16_Rns_CF_NDCO,C16_Rns_CF_T,C16_Tot_CF_NC,C16_Tot_CF_Cu15DS_,C16_Tot_CF_CU15_NDS,C16_Tot_CF_NCU15_DS,C16_Tot_CF_NDCO,C16_Tot_CF_Tot
10304,3,0,0,14,29,3,16,0,3,54,91,3,36,4,12,153,84,6,66,6,14,170,175,13,156,16,25,391,241,28,333,21,31,651,213,61,319,24,31,644,22,17,46,4,3,95,3,3,12,0,0,23,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,4,0,3,0,0,5,27,6,28,6,3,68,959,136,1092,76,139,2408
10401,0,0,0,12,21,3,10,0,0,42,69,9,29,5,6,109,74,3,34,3,6,123,154,16,97,3,26,300,239,41,238,28,37,575,117,28,154,12,22,333,19,10,26,3,0,59,3,0,7,0,0,11,3,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,7,26,3,13,0,8,51,774,123,653,64,122,1738
10402,0,0,0,3,31,4,21,3,5,58,118,7,28,3,3,157,68,4,30,4,8,126,199,11,129,8,19,370,393,35,326,34,56,838,477,116,611,64,88,1359,138,47,247,23,40,491,32,4,44,7,6,96,3,0,14,3,0,16,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,0,0,8,45,5,31,3,10,94,1576,244,1544,154,239,3758
10501,28,0,9,73,61,8,52,6,5,134,109,8,125,3,7,263,46,11,59,3,11,130,52,9,44,3,7,115,37,9,36,4,4,85,8,4,9,0,3,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,33,6,32,3,10,82,560,70,539,39,64,1266
10502,22,0,3,35,28,4,30,0,8,71,42,0,38,5,9,88,29,3,39,0,4,75,57,5,39,4,3,107,33,0,38,0,3,84,15,0,24,0,0,36,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,18,0,0,27,281,30,284,13,38,645
10503,7,0,3,30,81,6,51,3,7,152,199,4,125,8,27,367,141,14,99,5,17,285,217,17,195,7,24,458,238,39,267,26,19,596,127,34,221,18,21,425,23,11,43,3,8,86,3,0,4,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,9,42,7,36,3,5,98,1237,161,1139,96,136,2775
10601,0,0,0,15,42,0,12,8,9,62,107,6,30,3,11,163,85,7,57,3,13,161,223,15,174,14,35,459,434,58,476,23,69,1062,249,83,454,48,62,901,36,13,59,9,8,126,17,7,12,3,4,35,7,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,8,53,4,19,0,9,82,1333,208,1363,118,232,3251
10602,0,0,4,14,15,0,7,0,0,25,90,0,32,5,14,136,61,8,30,4,6,112,124,18,137,8,27,314,416,27,326,24,38,838,482,122,833,73,98,1597,72,24,118,14,12,239,9,7,23,5,4,46,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,20,3,15,3,5,55,1340,216,1540,136,212,3441
10603,0,0,0,4,40,0,9,0,0,49,73,10,32,0,13,129,60,6,29,6,8,106,193,29,238,13,30,497,307,18,263,34,45,674,332,87,474,46,75,1011,98,33,145,20,22,316,24,19,35,4,7,82,5,3,8,5,4,28,0,0,3,0,0,8,3,0,0,0,0,3,3,3,0,0,0,7,36,0,18,7,0,56,1200,217,1292,142,209,3058
10604,0,0,0,3,24,0,14,0,3,39,67,0,36,6,10,111,98,5,35,3,6,150,167,20,145,8,28,359,158,28,218,12,21,441,52,16,79,5,10,165,3,3,33,0,0,39,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,5,0,4,5,30,3,26,0,3,72,701,91,664,46,87,1590
10701,0,0,0,4,36,0,20,0,3,65,174,7,45,8,6,242,76,11,42,3,9,139,98,6,52,10,23,181,208,34,173,11,60,483,286,89,463,52,78,973,82,26,152,23,27,309,23,10,55,4,9,101,7,3,13,0,0,24,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,32,8,15,4,5,67,1052,206,1065,121,233,2675
10702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10703,0,4,0,20,33,0,11,3,4,51,139,7,27,11,9,191,55,4,28,3,11,100,94,6,41,10,17,167,232,15,160,24,48,478,428,68,486,52,94,1129,200,65,368,45,59,736,66,33,144,22,28,284,11,11,39,5,4,64,0,0,4,0,4,6,0,3,0,0,0,4,0,0,3,0,4,5,29,7,24,3,4,68,1351,215,1376,179,292,3422
10704,0,0,0,11,62,0,17,3,3,85,202,3,45,5,16,272,96,0,41,4,8,144,229,17,92,9,27,367,558,26,331,21,35,972,822,60,582,63,104,1625,451,58,464,64,52,1098,185,31,205,35,20,472,52,23,87,7,8,182,25,12,31,10,0,67,12,4,19,3,4,43,6,3,9,0,0,26,49,4,32,4,13,108,2831,254,2010,232,309,5634
10801,3,0,0,7,7,0,6,0,0,20,45,4,16,0,3,71,50,0,21,0,3,74,96,0,51,5,14,158,140,14,113,15,26,297,113,28,141,18,13,315,25,16,29,8,6,83,0,3,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,0,11,0,0,32,538,70,407,55,68,1136
10802,0,0,0,0,51,3,15,0,0,70,91,11,29,3,16,149,74,6,36,0,12,133,118,13,112,13,18,278,166,26,202,16,36,442,79,21,142,11,14,262,10,3,22,5,4,36,3,0,3,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,39,0,14,0,5,53,689,94,598,51,108,1536
10803,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,3,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,0,13,0,0,21
10804,3,0,0,10,40,3,8,0,3,58,100,0,12,3,4,128,73,8,18,0,8,102,133,5,65,5,21,231,357,28,235,23,38,679,474,74,530,73,61,1215,165,59,206,30,26,488,42,16,58,10,12,132,10,3,8,0,0,23,4,0,0,0,0,4,3,0,3,0,0,3,0,0,3,0,0,4,35,7,18,3,8,71,1518,219,1204,151,184,3279
10805,0,0,3,8,40,0,16,0,4,62,109,4,43,3,13,167,94,5,46,0,13,150,179,14,112,12,25,345,227,41,290,18,57,634,106,24,175,17,24,343,12,4,18,0,3,48,0,0,4,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,27,3,21,0,7,55,853,110,760,70,161,1950
10901,3,0,0,16,44,3,37,9,0,93,176,6,132,11,10,334,151,7,85,6,9,257,235,25,199,6,20,488,288,36,269,19,26,641,116,37,188,24,16,382,22,3,32,4,3,66,0,3,5,0,0,9,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,22,3,15,5,4,41,1129,127,1022,90,94,2463
10902,5,0,0,13,31,3,17,3,6,67,59,4,27,0,6,97,26,4,24,4,3,63,16,3,29,0,3,50,11,3,13,0,0,23,3,0,9,5,3,19,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,0,11,0,3,29,248,31,188,20,24,510
10903,9,0,0,28,66,3,43,3,3,121,131,10,74,5,6,235,84,11,57,0,5,162,132,8,111,10,11,275,97,19,115,4,7,247,38,8,56,3,5,113,3,0,8,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,4,0,5,0,0,10,28,7,24,0,3,64,718,85,625,43,48,1519
11001,3,0,0,13,38,0,25,0,3,62,89,3,40,3,15,150,78,7,71,3,9,167,129,8,107,7,8,252,163,10,171,5,18,372,118,36,171,8,11,347,16,6,32,3,3,62,3,0,7,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,31,4,16,9,0,60,751,98,726,56,81,1710
11002,3,0,0,14,69,5,42,3,7,125,98,14,60,7,6,182,105,13,70,6,3,194,112,11,135,12,23,291,89,13,130,10,17,260,19,8,39,3,3,68,3,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,35,0,16,4,8,68,655,97,601,53,81,1490
11003,6,4,0,27,55,15,47,0,10,125,82,6,59,3,18,175,50,5,37,3,8,103,56,6,60,9,6,135,63,8,69,3,3,151,52,4,81,4,4,149,18,0,20,5,0,41,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,7,35,8,28,4,7,77,550,74,542,50,84,1305
11004,3,0,0,14,67,5,35,0,6,118,166,11,67,14,18,273,145,20,86,7,9,262,228,23,194,21,44,503,410,55,463,15,42,986,236,54,389,25,43,745,35,12,102,6,10,171,8,3,9,0,0,20,3,0,0,0,0,5,0,0,3,0,0,3,0,0,0,0,0,0,3,0,6,0,0,11,55,7,54,6,7,135,1533,217,1535,118,194,3599
11101,4,0,3,17,43,3,5,3,4,64,163,5,32,3,21,224,80,10,32,9,6,136,122,9,55,6,23,220,433,29,281,26,68,838,635,78,583,63,97,1453,153,63,269,39,47,566,56,26,89,28,15,215,15,9,19,4,0,52,3,8,7,3,3,19,0,0,0,0,0,6,6,0,0,0,0,6,40,5,19,3,7,81,1815,247,1433,196,305,3995
11102,3,0,0,11,50,0,6,3,4,60,105,3,18,3,8,144,57,5,34,3,9,105,76,15,56,4,19,169,221,37,220,30,43,550,298,71,423,55,59,913,137,62,237,20,38,487,21,7,26,4,9,65,6,0,4,0,0,12,0,0,0,0,0,8,0,0,0,0,0,0,3,0,3,0,0,5,20,0,17,0,7,50,1044,205,1077,127,201,2656
11103,0,0,0,19,69,0,16,0,8,91,196,5,35,9,20,262,129,3,45,4,13,194,266,9,122,6,22,432,853,48,520,36,77,1533,1512,100,991,83,124,2808,556,69,460,69,58,1217,150,24,136,17,18,351,61,15,50,6,3,132,22,6,28,3,4,66,5,5,15,0,0,25,15,3,12,4,3,35,74,12,37,3,6,125,4011,301,2509,244,358,7422
11201,0,0,0,7,45,5,9,0,0,62,71,7,12,0,6,99,63,3,21,9,4,92,108,9,57,9,11,191,246,10,159,11,23,455,415,46,465,36,44,1012,242,46,326,44,33,690,124,16,166,25,8,342,44,10,73,5,7,137,10,5,35,0,0,49,14,3,6,0,0,29,13,0,17,3,4,43,33,6,25,3,4,68,1521,179,1425,159,154,3432
11202,0,0,0,13,49,0,22,0,7,81,90,5,55,3,18,177,93,15,57,3,15,171,237,23,184,15,20,480,283,67,350,30,42,768,128,38,187,27,32,414,27,8,28,7,3,66,6,0,3,0,0,10,0,0,4,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,25,3,22,3,3,59,1031,173,967,91,142,2410
11203,0,0,0,6,27,3,4,0,3,38,96,4,17,4,6,124,58,3,30,3,5,101,104,3,46,4,9,173,369,21,225,23,41,687,530,78,576,56,83,1335,203,83,339,44,47,714,68,21,118,16,23,247,27,5,54,8,3,101,8,6,17,6,0,43,0,0,10,0,0,19,3,3,7,0,0,13,38,6,33,3,6,84,1581,248,1533,180,249,3789
11301,10,0,3,24,81,5,43,5,10,144,193,16,159,16,25,413,121,10,100,9,15,250,168,16,216,10,11,424,110,26,199,11,25,364,49,30,98,8,17,200,0,3,8,3,0,10,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,8,48,6,40,8,5,101,883,135,997,77,115,2210
11302,0,0,0,3,21,3,20,3,3,41,58,3,44,3,9,109,32,6,22,0,0,64,34,4,46,3,3,93,37,6,58,4,3,111,4,10,8,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,20,231,31,248,19,22,551
11303,6,3,3,31,83,0,35,4,3,122,209,6,157,19,26,414,147,17,116,6,12,297,348,39,350,8,24,768,492,71,479,24,40,1104,234,50,297,27,27,630,35,16,75,11,3,142,3,6,12,0,0,20,0,0,3,0,3,13,0,0,0,0,0,4,0,0,0,0,0,0,4,0,3,0,0,8,58,7,44,3,4,119,1767,226,1691,123,157,3964
11401,3,0,4,19,43,0,9,0,3,61,137,6,62,6,13,236,106,12,72,3,11,205,312,23,235,15,33,615,483,60,514,43,77,1176,359,76,495,43,63,1038,53,9,79,7,17,173,12,5,17,3,0,36,10,0,10,0,0,17,3,0,0,0,0,7,0,0,0,0,0,3,8,0,3,4,0,11,50,11,34,0,11,104,1672,213,1585,133,246,3844
11402,0,0,0,0,7,0,4,0,0,15,11,0,6,3,0,22,40,0,23,0,3,68,51,3,19,0,3,80,115,8,93,8,20,248,196,24,208,10,22,464,99,28,141,16,27,307,56,9,59,15,9,157,20,3,27,4,0,55,16,0,12,3,0,32,3,0,4,0,0,6,9,6,16,8,0,27,20,0,21,3,5,50,697,98,676,80,109,1656
11501,0,0,0,3,25,0,0,0,0,26,18,0,5,0,0,18,12,0,7,4,0,20,48,0,24,0,3,76,52,9,31,7,6,113,123,14,98,12,13,265,382,60,490,56,61,1052,346,128,770,113,104,1463,162,119,456,111,86,940,76,60,212,59,40,446,38,44,114,42,25,264,23,33,93,34,31,215,32,9,34,10,19,108,1389,482,2366,460,402,5103
11502,0,0,0,0,9,0,3,0,0,8,3,3,6,0,0,9,4,0,3,0,0,6,8,0,3,0,0,14,20,4,10,3,10,35,32,6,30,12,4,80,32,5,29,0,9,74,33,7,41,5,14,95,18,9,30,14,8,76,7,3,19,6,3,38,9,3,9,0,3,30,3,5,21,3,7,39,9,6,12,3,3,32,201,69,244,54,61,626
11503,0,0,0,4,3,0,0,0,3,6,10,0,0,0,0,8,5,0,0,0,0,5,11,0,5,0,0,16,21,0,10,0,0,39,35,10,69,9,10,132,32,7,44,4,6,100,15,6,16,0,3,41,7,3,10,0,4,28,0,3,6,0,4,10,3,0,0,0,0,0,3,0,0,0,0,8,5,0,10,0,0,18,179,43,210,14,39,487
11504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,3,0,3,13,16,0,21,0,0,41,13,4,20,3,0,47,28,0,33,3,5,70,47,9,46,7,8,122,61,35,151,31,20,299,46,45,133,26,32,283,29,9,41,11,14,106,7,8,17,4,4,36,3,5,7,4,3,20,9,4,18,0,3,33,292,121,512,102,99,1125
11601,3,0,3,16,60,3,22,0,8,92,180,5,41,10,34,267,79,5,34,4,21,139,98,11,66,7,20,207,281,43,290,44,67,715,1344,234,1878,165,251,3871,442,143,747,114,116,1560,95,48,154,26,33,356,18,8,37,4,14,79,5,4,3,0,5,15,5,0,3,0,0,8,7,0,4,0,0,18,87,16,77,15,26,221,2776,538,3417,397,607,7735
11602,0,0,0,0,9,0,9,0,0,17,17,3,6,0,3,27,14,5,17,0,6,37,34,11,38,0,3,85,55,14,54,5,7,138,207,37,320,42,46,645,329,74,581,65,77,1129,282,109,593,97,128,1201,123,75,257,51,68,577,11,22,31,7,11,79,4,0,3,5,0,9,0,4,10,0,0,11,36,7,44,12,5,102,1137,358,1982,282,356,4125
11603,4,0,3,20,42,0,22,5,5,73,227,14,69,12,26,356,64,21,45,4,21,156,102,22,90,14,57,288,409,110,641,79,177,1419,559,269,1328,167,169,2492,194,118,407,63,79,864,47,19,76,13,10,166,5,4,12,5,0,29,3,0,3,0,3,6,0,0,3,0,0,3,3,0,3,0,0,8,44,16,64,11,25,166,1740,602,2808,381,604,6135
11701,0,0,0,6,19,3,8,0,3,31,83,3,12,7,3,110,28,3,7,3,7,44,36,4,19,3,3,65,51,0,53,8,6,122,293,29,370,36,32,767,317,20,231,17,35,623,352,24,212,13,25,628,337,16,221,39,26,639,64,8,105,10,8,199,42,5,38,4,6,100,40,4,29,10,7,92,41,3,26,4,3,84,1738,133,1358,162,171,3565
11702,0,0,0,7,14,3,4,0,0,21,31,0,8,3,3,45,28,0,5,0,4,44,70,0,10,0,3,96,151,5,49,3,10,220,513,16,154,17,13,714,661,14,180,11,18,885,448,13,156,11,12,641,248,10,119,7,12,395,110,3,49,0,5,170,64,4,45,9,3,125,72,6,53,5,7,142,35,0,16,5,5,69,2480,85,886,73,104,3624
11703,3,4,0,42,109,7,17,0,14,144,321,11,36,5,18,386,86,3,26,3,13,138,187,0,35,5,16,243,435,4,52,13,12,516,1174,14,130,16,22,1358,3031,10,323,22,13,3398,3778,10,501,17,33,4350,2900,26,636,44,36,3633,1757,13,381,25,32,2206,774,4,238,21,12,1045,1280,33,397,94,67,1877,315,3,68,9,10,408,16374,147,2935,287,316,20053
11801,0,0,0,3,14,0,7,0,0,23,28,0,3,0,3,37,19,0,7,0,0,29,37,0,3,0,5,45,110,3,33,0,3,153,445,4,74,6,8,539,913,14,235,21,19,1206,1292,12,385,31,21,1744,1073,16,420,21,22,1543,659,18,305,31,21,1036,406,16,237,15,10,686,668,156,983,161,86,2049,108,9,68,14,5,205,5892,260,2842,319,213,9527
11802,6,0,0,17,39,0,10,0,3,59,142,0,26,6,12,195,52,9,18,3,4,79,78,10,37,7,12,142,138,5,66,13,5,234,532,9,165,22,19,747,1431,26,545,53,59,2111,1546,39,740,58,78,2461,846,28,560,46,39,1521,343,38,305,35,35,754,161,24,234,24,15,458,211,90,548,67,45,967,114,5,59,14,18,205,5769,292,3399,361,349,10169
11901,0,0,0,36,84,0,33,3,5,125,301,17,85,27,33,461,132,16,53,23,33,247,110,40,83,29,46,308,174,49,222,45,58,550,743,142,1356,126,149,2521,508,248,1183,126,224,2291,197,159,532,89,96,1072,108,95,251,61,39,555,21,10,57,8,11,107,13,0,16,0,10,39,9,3,15,0,3,31,80,26,105,21,40,278,2622,817,4075,569,771,8855
11902,4,0,0,14,44,3,13,4,5,61,130,5,36,14,13,200,83,7,34,5,14,150,97,9,75,16,24,222,638,74,914,51,54,1735,1368,192,2035,164,140,3903,594,154,785,108,159,1810,259,123,438,81,102,997,97,43,162,28,37,364,20,7,41,13,19,102,16,4,33,3,3,57,15,5,20,3,3,40,104,15,79,27,23,246,3574,659,4751,526,610,10123
