SUA_CODE_2021,NegNil_Inc_BE_WFT,NegNil_Inc_BE_WPT,NegNil_Inc_BE_BAW,NegNil_Inc_1EFT_OthPT,NegNil_Inc_1EFT_OthAW,NegNil_Inc_1EFT_OthNW,NegNil_Inc_1EPT_OthAW,NegNil_Inc_1EPT_OthNW,NegNil_Inc_1AW_OthNW,NegNil_Inc_BNW,NegNil_Inc_LFsta_NS,NegNil_Inc_Tot,I_1_149_BE_WFT,I_1_149_BE_WPT,I_1_149_BE_BAW,I_1_149_1EFT_OthPT,I_1_149_1EFT_OthAW,I_1_149_1EFT_OthNW,I_1_149_1EPT_OthAW,I_1_149_1EPT_OthNW,I_1_149_1AW_OthNW,I_1_149_BNW,I_1_149_LFsta_NS,I_1_149_Tot,I_150_299_BE_WFT,I_150_299_BE_WPT,I_150_299_BE_BAW,I_150_299_1EFT_OthPT,I_150_299_1EFT_OthAW,I_150_299_1EFT_OthNW,I_150_299_1EPT_OthAW,I_150_299_1EPT_OthNW,I_150_299_1AW_OthNW,I_150_299_BNW,I_150_299_LFsta_NS,I_150_299_Tot,I_300_399_BE_WFT,I_300_399_BE_WPT,I_300_399_BE_BAW,I_300_399_1EFT_OthPT,I_300_399_1EFT_OthAW,I_300_399_1EFT_OthNW,I_300_399_1EPT_OthAW,I_300_399_1EPT_OthNW,I_300_399_1AW_OthNW,I_300_399_BNW,I_300_399_LFsta_NS,I_300_399_Tot,I_400_499_BE_WFT,I_400_499_BE_WPT,I_400_499_BE_BAW,I_400_499_1EFT_OthPT,I_400_499_1EFT_OthAW,I_400_499_1EFT_OthNW,I_400_499_1EPT_OthAW,I_400_499_1EPT_OthNW,I_400_499_1AW_OthNW,I_400_499_BNW,I_400_499_LFsta_NS,I_400_499_Tot,I_500_649_BE_WFT,I_500_649_BE_WPT,I_500_649_BE_BAW,I_500_649_1EFT_OthPT,I_500_649_1EFT_OthAW,I_500_649_1EFT_OthNW,I_500_649_1EPT_OthAW,I_500_649_1EPT_OthNW,I_500_649_1AW_OthNW,I_500_649_BNW,I_500_649_LFsta_NS,I_500_649_Tot,I_650_799_BE_WFT,I_650_799_BE_WPT,I_650_799_BE_BAW,I_650_799_1EFT_OthPT,I_650_799_1EFT_OthAW,I_650_799_1EFT_OthNW,I_650_799_1EPT_OthAW,I_650_799_1EPT_OthNW,I_650_799_1AW_OthNW,I_650_799_BNW,I_650_799_LFsta_NS,I_650_799_Tot,I_800_999_BE_WFT,I_800_999_BE_WPT,I_800_999_BE_BAW,I_800_999_1EFT_OthPT,I_800_999_1EFT_OthAW,I_800_999_1EFT_OthNW,I_800_999_1EPT_OthAW,I_800_999_1EPT_OthNW,I_800_999_1AW_OthNW,I_800_999_BNW,I_800_999_LFsta_NS,I_800_999_Tot,I_1000_1249_BE_WFT,I_1000_1249_BE_WPT,I_1000_1249_BE_BAW,I_1000_1249_1EFT_OthPT,I_1000_1249_1EFT_OthAW,I_1000_1249_1EFT_OthNW,I_1000_1249_1EPT_OthAW,I_1000_1249_1EPT_OthNW,I_1000_1249_1AW_OthNW,I_1000_1249_BNW,I_1000_1249_LFsta_NS,I_1000_1249_Tot,I_1250_1499_BE_WFT,I_1250_1499_BE_WPT,I_1250_1499_BE_BAW,I_1250_1499_1EFT_OthPT,I_1250_1499_1EFT_OthAW,I_1250_1499_1EFT_OthNW,I_1250_1499_1EPT_OthAW,I_1250_1499_1EPT_OthNW,I_1250_1499_1AW_OthNW,I_1250_1499_BNW,I_1250_1499_LFsta_NS,I_1250_1499_Tot,I_1500_1749_BE_WFT,I_1500_1749_BE_WPT,I_1500_1749_BE_BAW,I_1500_1749_1EFT_OthPT,I_1500_1749_1EFT_OthAW,I_1500_1749_1EFT_OthNW,I_1500_1749_1EPT_OthAW,I_1500_1749_1EPT_OthNW,I_1500_1749_1AW_OthNW,I_1500_1749_BNW,I_1500_1749_LFsta_NS,I_1500_1749_Tot,I_1750_1999_BE_WFT,I_1750_1999_BE_WPT,I_1750_1999_BE_BAW,I_1750_1999_1EFT_OthPT,I_1750_1999_1EFT_OthAW,I_1750_1999_1EFT_OthNW,I_1750_1999_1EPT_OthAW,I_1750_1999_1EPT_OthNW,I_1750_1999_1AW_OthNW,I_1750_1999_BNW,I_1750_1999_LFsta_NS,I_1750_1999_Tot,I_2000_2499_BE_WFT,I_2000_2499_BE_WPT,I_2000_2499_BE_BAW,I_2000_2499_1EFT_OthPT,I_2000_2499_1EFT_OthAW,I_2000_2499_1EFT_OthNW,I_2000_2499_1EPT_OthAW,I_2000_2499_1EPT_OthNW,I_2000_2499_1AW_OthNW,I_2000_2499_BNW,I_2000_2499_LFsta_NS,I_2000_2499_Tot,I_2500_2999_BE_WFT,I_2500_2999_BE_WPT,I_2500_2999_BE_BAW,I_2500_2999_1EFT_OthPT,I_2500_2999_1EFT_OthAW,I_2500_2999_1EFT_OthNW,I_2500_2999_1EPT_OthAW,I_2500_2999_1EPT_OthNW,I_2500_2999_1AW_OthNW,I_2500_2999_BNW,I_2500_2999_LFsta_NS,I_2500_2999_Tot,I_3000_3499_BE_WFT,I_3000_3499_BE_WPT,I_3000_3499_BE_BAW,I_3000_3499_1EFT_OthPT,I_3000_3499_1EFT_OthAW,I_3000_3499_1EFT_OthNW,I_3000_3499_1EPT_OthAW,I_3000_3499_1EPT_OthNW,I_3000_3499_1AW_OthNW,I_3000_3499_BNW,I_3000_3499_LFsta_NS,I_3000_3499_Tot,I_3500_3999_BE_WFT,I_3500_3999_BE_WPT,I_3500_3999_BE_BAW,I_3500_3999_1EFT_OthPT,I_3500_3999_1EFT_OthAW,I_3500_3999_1EFT_OthNW,I_3500_3999_1EPT_OthAW,I_3500_3999_1EPT_OthNW,I_3500_3999_1AW_OthNW,I_3500_3999_BNW,I_3500_3999_LFsta_NS,I_3500_3999_Tot,I_4000more_BE_WFT,I_4000more_BE_WPT,I_4000more_BE_BAW,I_4000more_1EFT_OthPT,I_4000more_1EFT_OthAW,I_4000more_1EFT_OthNW,I_4000more_1EPT_OthAW,I_4000more_1EPT_OthNW
1000,224,56,31,83,13,57,7,53,34,2008,59,2623,61,42,11,26,4,42,3,97,26,976,16,1309,21,29,3,24,0,42,3,145,22,469,11,764,18,5,0,25,0,44,3,117,11,471,4,704,142,130,22,115,3,103,21,354,66,2992,70,4017,61,96,6,99,6,182,24,580,74,1600,40,2767,274,327,52,233,28,357,44,1290,166,14402,235,17415,350,534,74,349,43,756,82,1559,213,6521,95,10576,592,845,74,784,63,1361,112,1441,234,5881,76,11468,973,1169,141,1841,147,1275,189,1308,231,5468,107,12844,731,521,64,1573,106,1009,133,646,159,1537,27,6502,1668,629,83,1777,159,952,96,484,134,1635,47,7679,4316,933,176,3337,391,1605,231,774,206,1780,56,13808,3422,466,123,2368,322,604,143,354,86,838,20,8739,2554,286,96,1406,241,487,90,217,55,563,48,6032,1781,137,53,621,132,187,49,88,29,227,6,3306,3602,422,108,1580,291,879,88,355
1001,3,0,0,0,0,0,0,3,0,109,3,119,0,4,0,0,0,0,0,0,0,55,0,61,0,0,0,0,0,0,0,7,0,35,0,43,0,0,0,0,0,0,0,7,0,17,0,27,0,6,0,3,0,7,0,19,5,174,9,217,0,3,0,3,0,11,0,42,4,107,0,170,6,19,0,7,0,24,6,102,10,956,15,1141,8,18,0,14,0,56,5,104,8,579,9,803,24,58,3,44,7,120,9,108,12,480,3,859,66,100,6,161,6,127,14,106,22,458,5,1054,75,50,7,172,13,102,13,56,12,143,0,638,126,50,3,193,21,93,14,36,16,165,6,717,556,79,13,410,43,149,25,77,27,166,0,1541,448,42,13,273,35,58,12,29,4,85,3,1004,315,14,0,152,23,33,9,18,0,43,0,615,163,9,0,67,7,17,0,0,0,21,0,289,239,15,3,124,15,58,7,12
1002,0,0,0,0,0,0,0,0,0,25,0,27,0,0,0,0,0,0,0,0,0,14,0,13,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,6,0,13,0,0,0,3,0,0,0,6,0,33,0,42,0,0,0,0,0,0,0,4,4,16,0,26,0,6,0,3,0,7,0,23,0,210,4,254,0,14,0,3,0,15,0,26,5,93,6,154,6,11,0,7,5,23,0,19,0,111,0,193,22,27,0,47,0,19,6,22,0,108,0,255,18,12,0,39,5,26,4,18,0,43,0,160,39,17,0,67,0,13,0,7,3,37,0,184,117,25,0,68,6,30,3,19,3,54,0,333,85,10,0,57,5,21,0,12,6,18,0,220,65,4,0,45,7,7,5,11,0,11,0,151,49,0,3,17,3,11,0,8,0,4,0,87,102,11,0,37,6,18,5,8
1003,0,0,0,0,0,0,0,0,0,66,0,75,0,0,0,0,0,0,0,3,0,46,0,57,0,0,0,0,0,0,0,4,0,17,0,24,0,0,0,0,0,0,0,4,0,19,0,26,3,5,0,0,0,0,0,16,0,117,4,146,0,4,3,0,0,0,0,15,0,64,0,93,11,13,0,7,0,11,5,50,8,589,6,693,9,12,0,7,6,12,8,75,7,369,3,517,8,43,3,26,4,34,3,71,10,358,3,566,32,48,8,69,8,48,14,54,9,338,0,626,18,40,3,68,4,40,4,35,8,114,0,342,59,43,3,87,8,31,5,32,0,106,0,378,179,65,7,177,18,61,26,41,13,167,5,754,120,35,8,125,15,30,9,25,3,58,0,426,112,16,3,71,10,24,7,9,4,36,0,285,71,15,0,30,7,14,3,5,0,17,0,165,140,44,7,94,9,47,0,21
1004,0,0,0,0,0,0,0,0,0,45,4,43,0,0,0,0,0,0,0,3,0,24,0,25,0,0,0,0,0,0,0,3,0,9,0,14,0,0,0,0,0,0,0,3,0,7,0,8,0,0,0,0,0,0,0,7,0,76,0,87,0,0,0,0,0,0,0,16,0,46,5,63,0,0,0,0,0,0,0,46,3,359,6,419,0,8,0,8,0,14,3,33,7,185,0,256,10,17,0,7,0,22,0,25,4,195,0,276,15,17,4,33,3,25,7,33,3,189,5,327,8,12,0,35,0,20,0,14,4,62,0,158,23,7,0,28,3,17,3,16,0,51,0,151,61,19,4,56,5,27,8,19,5,68,0,271,36,11,6,35,0,11,0,12,0,31,0,146,38,6,3,17,0,6,0,8,0,22,0,105,17,0,0,4,0,0,0,0,0,8,0,34,33,8,4,19,5,7,4,11
1005,0,0,0,0,0,0,0,0,0,44,0,50,0,0,0,0,0,0,0,0,0,23,0,24,0,0,0,0,0,0,0,4,0,4,3,19,0,0,0,0,0,0,0,4,0,17,0,22,0,4,0,0,0,0,0,3,0,65,0,78,0,0,0,0,0,0,0,14,0,29,0,42,0,9,0,0,0,9,0,22,0,315,8,370,0,3,0,8,0,26,4,30,4,165,3,244,5,24,0,13,5,31,3,45,3,198,3,331,15,34,6,49,5,40,5,49,5,198,0,395,20,28,0,48,3,26,0,36,9,52,0,227,43,17,5,58,4,39,0,28,3,48,0,235,208,25,5,106,13,62,7,21,9,60,0,521,171,12,4,92,13,24,7,15,3,32,0,371,99,4,3,52,3,26,0,3,5,8,0,210,92,5,0,22,4,9,0,0,0,8,0,129,129,12,6,53,8,30,0,9
1006,0,0,0,0,0,0,0,0,0,87,3,89,0,0,0,0,0,0,0,8,0,46,0,59,0,0,0,0,0,0,0,8,0,18,0,27,0,0,0,0,0,0,0,8,0,14,0,25,0,0,0,0,0,0,0,12,0,110,0,130,0,4,0,0,0,3,0,24,0,54,0,86,4,9,0,4,0,7,0,29,4,438,8,498,3,19,0,8,0,16,0,63,5,294,0,416,3,27,5,11,0,46,0,62,6,291,6,456,12,42,4,45,6,53,9,66,19,315,0,574,24,17,3,36,4,23,0,17,11,107,0,254,52,27,4,70,4,36,7,30,0,150,5,381,161,47,4,130,15,74,10,48,9,152,4,659,128,29,0,123,12,25,0,29,0,93,3,455,119,15,0,66,17,31,0,19,0,60,0,334,59,6,0,29,4,16,3,6,0,36,0,157,183,32,9,103,11,94,8,39
1007,0,0,0,0,0,0,0,0,0,33,0,33,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,4,0,45,0,56,0,0,0,0,0,3,0,6,0,27,0,42,0,4,0,0,0,5,0,13,0,256,3,287,0,8,0,0,0,7,0,24,5,116,0,166,4,12,0,11,3,26,0,27,6,85,0,175,14,8,0,18,5,19,5,18,3,69,3,166,5,3,0,17,3,30,0,7,3,7,0,84,19,7,0,24,3,24,0,9,0,18,0,105,66,7,0,44,9,33,3,8,3,12,0,189,71,0,0,41,10,19,0,0,0,5,0,156,62,0,0,21,6,15,0,0,0,4,0,116,32,0,3,14,8,6,0,0,0,3,0,63,58,0,3,11,0,4,0,0
1008,0,0,0,0,0,0,0,0,0,19,0,19,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,3,0,5,0,4,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,3,0,21,0,24,0,0,0,0,0,0,0,3,0,13,0,14,0,0,0,0,0,4,0,10,0,56,0,70,0,3,0,4,0,0,0,11,0,26,0,45,0,14,0,5,0,3,4,11,6,25,0,67,4,28,0,11,0,7,4,26,0,43,0,124,5,11,0,12,0,7,4,10,0,16,0,58,10,14,0,14,0,7,0,7,0,16,0,71,23,27,4,35,10,10,9,15,3,24,0,159,20,3,0,23,0,10,0,11,0,15,0,83,20,13,0,18,0,4,0,0,4,4,0,69,14,3,0,12,0,3,0,0,0,4,0,39,40,25,0,35,3,18,4,14
1009,0,0,0,0,0,0,0,0,0,51,0,50,0,0,0,0,0,0,0,0,0,28,0,31,0,0,0,0,0,0,0,4,0,20,0,25,0,0,0,0,0,0,0,6,0,14,0,25,0,0,0,0,0,0,0,8,0,102,0,112,0,7,0,0,0,0,0,11,3,75,0,102,0,4,0,5,0,7,0,31,3,554,13,612,5,13,0,4,0,10,0,44,3,308,3,386,0,19,0,17,0,20,4,35,8,272,0,377,11,27,4,27,0,23,3,34,6,281,0,418,11,13,0,25,0,15,0,15,3,74,4,169,19,5,0,31,0,9,0,8,9,72,0,162,57,22,4,53,6,25,4,9,0,65,0,250,36,14,0,30,5,5,0,9,0,38,0,134,34,3,0,22,5,14,3,0,4,25,0,104,19,0,0,8,0,4,0,0,0,3,0,36,37,7,0,14,5,5,0,4
