LGA_CODE_2021,A25_34_UOLSE_T_11_15,A25_34_UOLSE_T_16,A25_34_UOLSE_T_17,A25_34_UOLSE_T_18,A25_34_UOLSE_T_19,A25_34_UOLSE_T_20,A25_34_UOLSE_T_21,A25_34_UOLSE_T_YNS,A25_34_UOLSE_T_T,A25_34_L_PinE_NS_B_05,A25_34_L_PinE_NS_05_10,A25_34_L_PinE_NS_11_15,A25_34_L_PinE_NS_16,A25_34_L_PinE_NS_17,A25_34_L_PinE_NS_18,A25_34_L_PinE_NS_19,A25_34_L_PinE_NS_20,A25_34_L_PinE_NS_21,A25_34_L_PinE_NS_YNS,A25_34_L_PinE_NS_T,A25_34_T_B_05,A25_34_T_05_10,A25_34_T_11_15,A25_34_T_16,A25_34_T_17,A25_34_T_18,A25_34_T_19,A25_34_T_20,A25_34_T_21,A25_34_T_YNS,A25_34_T_T,A35_44_SEO_B_05,A35_44_SEO_05_10,A35_44_SEO_11_15,A35_44_SEO_16,A35_44_SEO_17,A35_44_SEO_18,A35_44_SEO_19,A35_44_SEO_20,A35_44_SEO_21,A35_44_SEO_YNS,A35_44_SEO_T,A35_44_UOLSE_VWW_B_05,A35_44_UOLSE_VWW_05_10,A35_44_UOLSE_VWW_11_15,A35_44_UOLSE_VWW_16,A35_44_UOLSE_VWW_17,A35_44_UOLSE_VWW_18,A35_44_UOLSE_VWW_19,A35_44_UOLSE_VWW_20,A35_44_UOLSE_VWW_21,A35_44_UOLSE_VWW_YNS,A35_44_UOLSE_VWW_T,A35_44_UOLSE_NWNAA_B_05,A35_44_UOLSE_NWNAA_05_10,A35_44_UOLSE_NWNAA_11_15,A35_44_UOLSE_NWNAA_16,A35_44_UOLSE_NWNAA_17,A35_44_UOLSE_NWNAA_18,A35_44_UOLSE_NWNAA_19,A35_44_UOLSE_NWNAA_20,A35_44_UOLSE_NWNAA_21,A35_44_UOLSE_NWNAA_YNS,A35_44_UOLSE_NWNAA_T,A35_44_UOLSE_PinE_NS_B_05,A35_44_UOLSE_PinE_NS_05_10,A35_44_UOLSE_PinE_NS_11_15,A35_44_UOLSE_PinE_NS_16,A35_44_UOLSE_PinE_NS_17,A35_44_UOLSE_PinE_NS_18,A35_44_UOLSE_PinE_NS_19,A35_44_UOLSE_PinE_NS_20,A35_44_UOLSE_PinE_NS_21,A35_44_UOLSE_PinE_NS_YNS,A35_44_UOLSE_PinE_NS_T,A35_44_UOLSE_T_B_05,A35_44_UOLSE_T_05_10,A35_44_UOLSE_T_11_15,A35_44_UOLSE_T_16,A35_44_UOLSE_T_17,A35_44_UOLSE_T_18,A35_44_UOLSE_T_19,A35_44_UOLSE_T_20,A35_44_UOLSE_T_21,A35_44_UOLSE_T_YNS,A35_44_UOLSE_T_T,A35_44_L_PinE_NS_B_05,A35_44_L_PinE_NS_05_10,A35_44_L_PinE_NS_11_15,A35_44_L_PinE_NS_16,A35_44_L_PinE_NS_17,A35_44_L_PinE_NS_18,A35_44_L_PinE_NS_19,A35_44_L_PinE_NS_20,A35_44_L_PinE_NS_21,A35_44_L_PinE_NS_YNS,A35_44_L_PinE_NS_T,A35_44_T_B_05,A35_44_T_05_10,A35_44_T_11_15,A35_44_T_16,A35_44_T_17,A35_44_T_18,A35_44_T_19,A35_44_T_20,A35_44_T_21,A35_44_T_YNS,A35_44_T_T,A45_54_SEO_B_05,A45_54_SEO_05_10,A45_54_SEO_11_15,A45_54_SEO_16,A45_54_SEO_17,A45_54_SEO_18,A45_54_SEO_19,A45_54_SEO_20,A45_54_SEO_21,A45_54_SEO_YNS,A45_54_SEO_T,A45_54_UOLSE_VWW_B_05,A45_54_UOLSE_VWW_05_10,A45_54_UOLSE_VWW_11_15,A45_54_UOLSE_VWW_16,A45_54_UOLSE_VWW_17,A45_54_UOLSE_VWW_18,A45_54_UOLSE_VWW_19,A45_54_UOLSE_VWW_20,A45_54_UOLSE_VWW_21,A45_54_UOLSE_VWW_YNS,A45_54_UOLSE_VWW_T,A45_54_UOLSE_NWNAA_B_05,A45_54_UOLSE_NWNAA_05_10,A45_54_UOLSE_NWNAA_11_15,A45_54_UOLSE_NWNAA_16,A45_54_UOLSE_NWNAA_17,A45_54_UOLSE_NWNAA_18,A45_54_UOLSE_NWNAA_19,A45_54_UOLSE_NWNAA_20,A45_54_UOLSE_NWNAA_21,A45_54_UOLSE_NWNAA_YNS,A45_54_UOLSE_NWNAA_T,A45_54_UOLSE_PinE_NS_B_05,A45_54_UOLSE_PinE_NS_05_10,A45_54_UOLSE_PinE_NS_11_15,A45_54_UOLSE_PinE_NS_16,A45_54_UOLSE_PinE_NS_17,A45_54_UOLSE_PinE_NS_18,A45_54_UOLSE_PinE_NS_19,A45_54_UOLSE_PinE_NS_20,A45_54_UOLSE_PinE_NS_21,A45_54_UOLSE_PinE_NS_YNS,A45_54_UOLSE_PinE_NS_T,A45_54_UOLSE_T_B_05,A45_54_UOLSE_T_05_10,A45_54_UOLSE_T_11_15,A45_54_UOLSE_T_16,A45_54_UOLSE_T_17,A45_54_UOLSE_T_18,A45_54_UOLSE_T_19,A45_54_UOLSE_T_20,A45_54_UOLSE_T_21,A45_54_UOLSE_T_YNS,A45_54_UOLSE_T_T,A45_54_L_PinE_NS_B_05,A45_54_L_PinE_NS_05_10,A45_54_L_PinE_NS_11_15,A45_54_L_PinE_NS_16,A45_54_L_PinE_NS_17,A45_54_L_PinE_NS_18,A45_54_L_PinE_NS_19,A45_54_L_PinE_NS_20,A45_54_L_PinE_NS_21,A45_54_L_PinE_NS_YNS,A45_54_L_PinE_NS_T,A45_54_T_B_05,A45_54_T_05_10,A45_54_T_11_15,A45_54_T_16,A45_54_T_17,A45_54_T_18,A45_54_T_19,A45_54_T_20,A45_54_T_21,A45_54_T_YNS,A45_54_T_T,A55_64_SEO_B_05,A55_64_SEO_05_10,A55_64_SEO_11_15,A55_64_SEO_16,A55_64_SEO_17,A55_64_SEO_18,A55_64_SEO_19,A55_64_SEO_20,A55_64_SEO_21,A55_64_SEO_YNS,A55_64_SEO_T,A55_64_UOLSE_VWW_B_05,A55_64_UOLSE_VWW_05_10,A55_64_UOLSE_VWW_11_15,A55_64_UOLSE_VWW_16
LGA10800,11,6,5,3,6,3,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,10,18,7,3,4,10,3,0,0,56,12,4,4,0,0,0,0,0,0,3,23,4,5,16,0,0,0,3,5,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,16,0,0,0,3,5,0,0,35,0,0,0,0,0,0,0,0,0,0,0,11,11,18,0,0,0,3,0,0,4,55,14,5,5,0,0,3,0,0,0,0,29,3,3,4,6,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,6,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,10,12,6,6,0,3,0,0,0,0,45,35,4,0,0,0,0,0,0,0,6,47,5,0,0,0
LGA10850,4,0,0,8,5,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,7,4,4,5,0,8,6,0,0,0,34,19,4,6,0,0,0,0,0,0,3,39,4,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,29,6,7,0,0,3,0,0,0,5,52,49,3,3,0,0,0,0,0,0,0,54,4,0,9,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,4,9,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,55,6,5,0,0,0,0,0,0,0,64,87,9,6,0,0,0,0,0,0,3,97,4,0,0,0
LGA10900,114,45,41,57,40,12,0,9,414,0,0,0,0,0,0,0,0,0,0,0,258,91,202,79,59,69,47,16,8,18,843,629,188,142,20,14,4,6,3,0,24,1021,209,179,128,22,19,25,19,0,0,6,613,3,6,10,8,0,4,3,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,213,186,140,24,20,30,21,5,0,8,647,0,0,0,0,0,0,0,0,0,0,0,839,375,279,44,33,32,29,7,0,32,1678,1475,171,72,5,0,5,11,4,3,21,1765,380,92,46,6,7,6,8,0,4,8,553,9,12,12,4,0,5,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,392,98,53,13,5,10,10,0,4,10,593,0,0,0,0,0,0,0,0,0,0,3,1867,268,121,18,7,11,21,6,3,30,2356,2186,65,32,0,0,0,10,0,0,36,2332,382,31,12,0
LGA10950,4,0,0,3,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,5,3,11,0,0,3,0,4,0,4,34,9,0,3,0,0,0,0,0,0,0,8,3,5,3,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,9,8,5,4,0,0,0,0,0,0,30,8,0,0,0,0,0,0,0,0,4,8,0,7,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,7,9,0,0,0,0,0,0,0,4,20,8,0,0,0,0,0,0,0,0,0,11,4,3,0,0
LGA11150,6,4,4,3,6,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,10,8,4,4,3,4,0,0,0,37,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0,0,0,3,0,0,20,3,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,13,3,0,0,0,0,0,0,0,0,0,7,6,0,0,0
LGA11200,4,0,0,4,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0
LGA11250,14,5,10,14,13,3,3,0,72,0,0,0,0,0,0,0,0,0,0,0,20,7,22,7,11,14,16,8,3,0,111,32,13,9,8,4,5,0,0,0,0,65,12,21,32,9,7,10,11,3,0,3,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,21,32,8,7,10,14,3,0,3,113,0,0,0,0,0,0,0,0,0,3,3,46,29,42,8,7,12,14,4,5,5,174,48,15,8,0,0,0,0,0,0,0,63,12,11,15,0,3,4,0,0,3,0,57,0,0,5,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,17,11,11,0,3,4,0,0,3,0,60,0,0,0,0,0,0,0,0,0,0,0,57,25,19,0,4,4,0,0,3,0,125,77,4,3,0,0,0,0,0,0,3,93,16,0,0,0
LGA11300,1276,479,614,812,742,182,16,108,5359,0,0,0,0,0,3,6,0,0,19,27,589,756,1382,518,645,867,797,204,22,147,5928,228,70,69,12,3,14,7,5,0,7,419,785,607,380,94,110,102,98,40,8,40,2263,67,103,149,42,90,67,67,25,0,29,621,0,0,0,0,0,0,0,0,0,0,0,849,712,529,134,192,169,169,61,8,68,2885,0,0,0,0,0,0,0,0,0,7,10,1080,779,593,138,199,183,177,65,12,81,3314,358,45,25,3,0,4,0,0,0,11,453,1085,238,76,23,35,19,19,9,7,13,1509,224,120,113,33,79,73,52,18,0,32,747,0,0,0,0,0,0,0,0,0,0,0,1305,360,190,56,110,89,72,23,7,46,2257,0,0,0,0,3,0,0,0,0,0,4,1665,406,216,57,112,95,72,22,9,67,2717,412,12,4,0,0,3,3,0,0,8,452,1268,40,18,8
LGA11350,182,88,88,150,192,76,5,25,867,0,0,0,0,0,0,6,0,0,0,5,163,96,347,143,150,227,281,126,7,48,1578,345,250,172,27,18,18,15,26,0,29,891,108,159,168,29,23,32,29,14,0,15,569,0,11,6,0,0,0,4,0,0,5,26,0,0,0,0,0,0,0,0,0,0,0,110,165,176,29,24,32,27,14,0,13,592,0,0,0,0,0,0,0,0,0,0,0,451,416,346,53,43,47,47,40,0,49,1486,727,115,51,13,3,9,3,6,0,32,977,159,74,37,8,6,3,4,5,5,0,300,0,4,8,0,0,0,0,0,0,0,14,4,0,0,0,0,0,0,0,0,0,4,165,75,43,8,8,3,3,5,5,4,316,0,0,0,0,0,0,0,0,0,0,0,894,193,94,18,11,16,4,10,5,30,1290,887,47,22,0,0,5,0,7,0,21,1002,172,17,16,0
LGA11400,6,3,3,9,3,4,0,0,39,0,0,0,0,0,0,0,0,0,0,0,16,6,15,6,7,13,3,4,0,0,69,35,5,12,0,0,0,0,0,0,4,55,3,17,9,0,4,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,11,0,4,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,37,21,18,0,0,0,0,0,0,9,94,67,6,0,0,0,0,0,0,0,6,85,5,9,13,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,9,13,0,0,0,0,0,0,6,31,0,0,0,0,0,0,0,0,0,0,0,77,20,16,0,0,0,0,0,0,7,120,129,4,3,0,4,0,0,0,0,5,149,19,0,0,0
LGA11450,975,163,169,152,129,34,13,38,3310,3,0,0,0,0,0,0,0,0,13,18,1435,982,1222,203,220,184,158,55,19,75,4560,1105,268,196,24,29,24,16,12,6,36,1711,1634,1751,955,115,113,73,67,28,10,45,4792,37,78,66,6,11,9,13,0,4,7,231,4,0,0,0,0,0,0,0,0,0,7,1676,1826,1026,124,125,87,82,31,11,49,5028,0,0,5,0,0,0,0,0,0,8,20,2778,2102,1223,151,151,111,95,43,15,96,6758,1394,187,98,11,8,4,10,4,3,19,1744,1604,503,262,38,30,14,16,5,8,31,2506,136,54,29,3,8,5,7,4,0,5,250,0,0,0,0,0,0,0,0,0,3,3,1740,555,287,43,34,26,17,9,8,32,2756,0,6,0,0,0,0,0,0,0,3,16,3144,748,392,55,37,31,28,16,8,60,4517,1553,84,34,4,3,3,9,0,0,36,1725,1435,130,55,4
LGA11500,2256,512,459,476,442,125,54,112,7748,0,0,4,0,0,5,0,0,0,34,47,2397,2067,2534,569,530,552,512,142,58,205,9567,1454,405,222,44,32,25,29,9,6,39,2263,3480,4486,2229,337,254,237,198,62,31,98,11404,131,246,176,33,31,35,20,16,10,10,709,11,4,0,0,0,0,0,0,0,0,17,3620,4739,2406,372,289,270,220,80,37,108,12123,0,8,3,0,0,0,0,0,0,28,37,5084,5147,2622,413,317,290,247,87,40,175,14430,1922,193,80,20,16,11,12,4,0,49,2310,4357,1536,630,66,56,45,21,23,5,73,6800,417,195,148,22,22,28,30,11,0,24,892,5,0,0,0,0,0,0,0,0,0,6,4772,1727,771,87,79,74,52,39,8,91,7699,7,0,5,0,0,0,0,0,0,21,29,6706,1926,854,105,96,86,63,41,8,161,10037,2749,80,36,9,10,0,10,5,0,54,2955,4356,326,148,18
LGA11520,1646,490,538,538,574,171,46,84,6045,0,0,0,0,0,0,0,0,0,11,14,1238,1321,2001,595,634,636,675,197,63,128,7486,980,458,340,32,47,39,18,7,9,28,1957,1827,1202,824,217,187,196,174,56,30,50,4763,40,108,107,23,39,28,29,12,3,3,398,0,0,0,0,0,0,0,0,0,0,3,1873,1318,935,243,226,226,198,65,34,58,5174,0,0,0,0,0,0,0,0,0,0,3,2849,1775,1274,279,269,265,222,76,41,84,7133,1469,233,110,12,25,16,10,0,3,16,1901,1661,377,165,20,26,18,41,23,4,33,2368,163,101,84,10,21,22,23,14,0,4,446,0,0,0,0,0,0,0,0,0,0,5,1825,476,250,29,49,44,61,38,4,39,2826,0,0,0,0,0,0,0,0,0,0,0,3298,711,365,42,73,59,71,43,10,65,4734,1524,63,40,5,5,4,3,0,0,23,1676,1879,90,47,11
LGA11570,6631,1732,2089,2334,2050,513,151,503,23433,3,6,10,0,3,9,3,0,0,270,300,4281,4706,7303,1874,2282,2509,2207,579,162,865,26771,2102,748,509,58,60,51,52,18,13,87,3698,8272,6163,3262,590,618,509,471,128,39,235,20273,824,1180,1108,230,403,287,234,74,21,149,4509,11,11,15,0,3,4,5,0,0,6,56,9103,7350,4377,815,1025,800,709,202,60,393,24841,6,4,3,0,0,0,0,0,0,215,235,11213,8106,4897,878,1080,854,760,225,72,701,28777,2992,328,162,23,20,14,19,7,0,73,3646,12376,1989,947,150,132,95,100,44,14,278,16127,3216,1146,860,228,431,252,207,78,23,195,6638,26,4,7,0,4,0,0,0,0,9,56,15618,3136,1812,378,574,351,307,121,34,482,22819,10,0,0,0,0,0,0,0,0,136,147,18622,3469,1972,397,595,362,328,132,36,693,26616,3382,102,38,7,4,8,5,7,0,72,3626,13682,513,252,39
LGA11600,7,3,8,16,35,20,6,4,107,0,0,0,0,0,0,0,0,0,0,3,8,9,17,8,15,13,43,18,8,3,150,4,3,7,5,0,4,0,0,0,0,28,0,18,0,5,0,3,10,3,0,9,53,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,18,0,5,8,7,10,3,7,9,58,0,0,0,0,0,0,0,0,0,0,4,10,20,10,6,8,13,10,3,7,5,87,10,5,3,0,0,0,0,0,0,0,20,6,0,7,3,0,3,0,4,0,0,21,0,0,0,0,0,4,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,6,0,7,3,0,5,5,4,0,0,29,0,0,0,0,0,0,0,0,0,0,0,13,5,12,3,0,5,6,4,0,0,49,12,5,0,0,0,0,0,0,0,0,20,0,0,0,0
LGA11650,903,271,263,276,228,87,24,55,2800,0,0,0,0,0,0,0,0,0,7,12,1272,799,1378,392,383,348,311,141,45,117,5186,2161,1123,773,92,68,59,59,30,10,63,4443,806,1261,1015,169,160,111,115,49,20,39,3752,30,75,80,11,14,9,24,7,0,6,257,0,0,3,0,0,0,0,0,0,0,4,836,1334,1096,183,176,125,139,58,15,43,4017,3,5,0,0,0,0,0,0,0,10,13,3005,2460,1875,273,239,185,200,96,30,118,8472,4455,921,373,43,36,24,31,10,8,104,5998,1340,573,338,41,34,30,33,11,3,28,2435,86,68,67,22,20,7,14,0,0,12,294,0,0,5,0,0,0,0,0,0,0,9,1425,642,408,64,53,41,48,14,3,39,2734,3,0,0,0,0,0,0,0,0,5,11,5884,1569,784,107,85,62,78,27,13,144,8747,6685,353,148,15,16,18,15,10,7,135,7397,1597,159,68,13
LGA11700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,0,7,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,11,4,0,0,0,0,0,0,0,0,10,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0
LGA11720,69,23,24,38,47,11,3,3,291,0,0,0,0,0,0,0,0,0,52,53,103,80,125,30,28,46,59,20,9,61,550,158,57,42,11,3,10,5,3,0,3,294,58,84,76,10,12,8,5,4,0,4,255,4,8,11,4,4,0,5,0,0,5,37,0,0,0,0,0,0,0,0,0,0,0,59,92,80,9,15,9,9,7,0,3,291,0,0,0,0,0,0,0,0,0,63,63,212,157,121,20,13,20,18,11,0,71,648,365,55,27,6,3,5,0,0,0,10,473,69,45,27,3,0,0,0,0,0,5,152,8,8,3,3,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,80,48,29,5,0,0,0,0,0,5,173,0,0,0,0,0,0,0,0,0,58,58,444,108,64,4,4,5,3,0,0,69,705,619,33,19,3,0,0,0,4,0,14,692,91,6,9,0
LGA11730,50,15,21,23,14,8,0,0,171,0,0,0,0,0,0,0,0,0,61,63,51,46,79,25,26,36,24,10,3,68,367,132,54,44,11,4,0,6,4,0,6,265,20,85,49,16,12,6,13,6,6,4,209,0,0,3,0,3,3,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,22,85,55,16,12,5,13,6,6,4,223,0,0,0,0,0,0,0,0,0,46,46,154,147,97,24,17,11,18,13,6,51,533,307,41,34,3,3,0,0,7,6,17,407,61,34,14,8,5,3,0,6,0,8,129,5,6,3,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,60,40,22,4,4,3,0,6,0,9,154,0,0,0,0,0,0,0,0,0,35,35,369,83,48,12,8,5,4,10,6,61,594,661,30,15,3,5,0,0,0,0,36,751,95,14,9,3
LGA11750,16,6,7,6,9,3,0,0,62,0,0,0,0,0,0,0,0,0,0,0,10,22,22,8,15,5,14,3,0,0,98,8,10,5,0,0,0,0,0,0,0,22,0,3,3,3,0,4,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,4,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,11,17,12,6,0,4,0,0,0,0,42,14,4,4,0,0,0,0,0,0,5,22,0,5,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,16,8,7,0,0,0,6,0,0,5,32,26,12,0,0,0,0,0,0,0,0,34,4,4,4,0
LGA11800,269,101,128,177,284,72,48,32,1310,0,0,0,0,0,0,0,0,0,3,4,208,214,379,137,152,210,322,85,58,46,1795,282,207,121,14,16,17,6,8,0,22,695,125,316,172,54,51,51,44,19,25,14,874,18,40,65,13,33,38,54,14,0,7,291,0,0,0,0,0,0,0,0,3,0,8,146,362,245,71,84,95,105,36,24,21,1174,0,0,0,0,0,0,0,0,0,0,6,423,570,359,83,99,107,112,43,27,47,1878,705,131,65,9,13,6,9,4,0,31,969,241,118,69,16,14,16,14,8,3,7,497,24,38,48,3,22,12,25,12,0,5,181,0,0,0,0,0,0,0,0,0,0,3,261,159,111,19,36,26,37,22,3,10,685,0,0,0,0,0,0,0,0,0,0,0,970,288,177,26,48,31,47,21,3,46,1656,1176,81,23,3,0,4,0,0,0,31,1322,233,33,20,5
LGA12000,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,5,5,0,3,7,0,0,0,0,18,8,0,0,0,0,0,0,0,0,0,12,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,15,13,0,7,0,0,0,0,0,0,0,21,3,3,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,16,9,7,0,0,0,0,0,0,0,31,33,6,0,0,0,0,0,0,0,0,36,5,0,0,0
LGA12150,7,0,5,3,7,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,5,4,9,0,5,3,9,0,0,0,34,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,18,10,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,3,15,3,0,0,0,0,0,0,0,0,0,9,4,0,0,0
LGA12160,13,3,10,9,31,3,10,0,94,0,0,0,0,0,0,0,0,0,0,0,11,10,17,3,10,3,30,3,12,3,119,20,6,6,3,0,0,0,0,0,0,38,8,8,4,3,5,3,12,0,3,0,53,0,0,0,0,0,0,14,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,8,8,4,3,5,3,28,0,11,0,67,0,0,0,0,0,0,0,0,0,0,0,29,10,17,3,5,6,25,5,6,0,107,34,4,0,0,0,0,0,0,0,3,48,10,9,9,4,0,0,0,0,0,0,28,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,9,9,4,0,0,3,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,42,18,9,4,3,5,3,0,0,5,85,92,10,5,0,0,0,0,0,0,5,110,13,0,0,0
LGA12350,16,8,6,11,9,5,0,0,66,0,0,0,0,0,0,0,0,0,0,0,14,10,23,8,12,8,15,5,0,0,101,17,3,11,0,0,6,0,0,0,0,46,11,14,21,7,3,4,5,0,0,0,58,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,10,14,21,7,4,4,5,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,32,22,34,10,4,3,5,0,0,0,113,54,7,0,0,0,0,0,0,0,0,61,16,10,5,0,3,3,0,0,0,0,36,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,16,15,6,0,3,3,6,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,67,13,7,0,3,5,6,0,0,0,100,114,0,4,0,0,0,0,0,0,0,121,21,7,0,0
LGA12380,6463,2041,2684,3338,3071,727,178,519,25983,4,13,22,3,8,6,5,0,0,71,138,3506,4467,6850,2168,2820,3485,3233,772,196,669,28151,1153,357,274,71,57,67,40,19,3,54,2094,5344,5768,3831,841,798,816,647,218,96,217,18574,525,938,1125,194,375,270,263,59,21,116,3890,9,7,16,0,3,0,3,0,0,15,54,5879,6713,4973,1038,1178,1087,914,280,113,340,22516,5,9,5,0,4,6,0,0,0,26,58,7035,7076,5247,1111,1234,1163,960,296,116,423,24669,1500,174,84,13,10,12,8,3,0,51,1857,7534,1827,796,104,113,110,108,36,16,165,10810,1860,1013,767,197,371,217,187,67,21,174,4874,14,8,0,0,0,0,3,5,0,9,41,9405,2848,1568,300,484,325,294,106,40,349,15722,5,6,3,0,0,0,0,0,0,31,44,10911,3026,1652,315,490,342,302,108,38,429,17626,1741,81,19,4,0,4,4,6,0,53,1913,7989,433,182,29
