LGA_CODE_2021,MSEO_SEO,MSEO_UOLSE_VWorW,MSEO_UOLSE_NWorNAA,MSEO_UOLSE_Tot,MSEO_NS,MSEO_Tot,MOL_Afrikaans_SEO,MOL_Afrikaans_UOLSE_VWorW,MOL_Afrikaans_UOLSE_NWorNAA,MOL_Afrikaans_UOLSE_Tot,MOL_Afrikaans_NS,MOL_Afrikaans_Tot,MOL_Arabic_SEO,MOL_Arabic_UOLSE_VWorW,MOL_Arabic_UOLSE_NWorNAA,MOL_Arabic_UOLSE_Tot,MOL_Arabic_NS,MOL_Arabic_Tot,MOL_AIndLng_SEO,MOL_AIndLng_UOLSE_VWorW,MOL_AIndLng_UOLSE_NWorNAA,MOL_AIndLng_UOLSE_Tot,MOL_AIndLng_NS,MOL_AIndLng_Tot,MOL_CL_Canton_SEO,MOL_CL_Canton_UOLSE_VWorW,MOL_CL_Canton_UOLSE_NWorNAA,MOL_CL_Canton_UOLSE_Tot,MOL_CL_Canton_NS,MOL_CL_Canton_Tot,MOL_CL_Mandarin_SEO,MOL_CL_Mandarin_UOLSE_VWorW,MOL_CL_Mandarin_UOLSE_NWorNAA,MOL_CL_Mandarin_UOLSE_Tot,MOL_CL_Mandarin_NS,MOL_CL_Mandarin_Tot,MOL_CL_Oth_SEO,MOL_CL_Oth_UOLSE_VWorW,MOL_CL_Oth_UOLSE_NWorNAA,MOL_CL_Oth_UOLSE_Tot,MOL_CL_Oth_NS,MOL_CL_Oth_Tot,MOL_CL_Tot_SEO,MOL_CL_Tot_UOLSE_VWorW,MOL_CL_Tot_UOLSE_NWorNAA,MOL_CL_Tot_UOLSE_Tot,MOL_CL_Tot_NS,MOL_CL_Tot_Tot,MOL_Croatian_SEO,MOL_Croatian_UOLSE_VWorW,MOL_Croatian_UOLSE_NWorNAA,MOL_Croatian_UOLSE_Tot,MOL_Croatian_NS,MOL_Croatian_Tot,MOL_French_SEO,MOL_French_UOLSE_VWorW,MOL_French_UOLSE_NWorNAA,MOL_French_UOLSE_Tot,MOL_French_NS,MOL_French_Tot,MOL_German_SEO,MOL_German_UOLSE_VWorW,MOL_German_UOLSE_NWorNAA,MOL_German_UOLSE_Tot,MOL_German_NS,MOL_German_Tot,MOL_Greek_SEO,MOL_Greek_UOLSE_VWorW,MOL_Greek_UOLSE_NWorNAA,MOL_Greek_UOLSE_Tot,MOL_Greek_NS,MOL_Greek_Tot,MOL_IAL_Bengali_SEO,MOL_IAL_Bengali_UOLSE_VWorW,MOL_IAL_Bengali_UOLSE_NWorNAA,MOL_IAL_Bengali_UOLSE_Tot,MOL_IAL_Bengali_NS,MOL_IAL_Bengali_Tot,MOL_IAL_Guj_SEO,MOL_IAL_Guj_UOLSE_VWorW,MOL_IAL_Guj_UOLSE_NWorNAA,MOL_IAL_Guj_UOLSE_Tot,MOL_IAL_Guj_NS,MOL_IAL_Guj_Tot,MOL_IAL_Hindi_SEO,MOL_IAL_Hindi_UOLSE_VWorW,MOL_IAL_Hindi_UOLSE_NWorNAA,MOL_IAL_Hindi_UOLSE_Tot,MOL_IAL_Hindi_NS,MOL_IAL_Hindi_Tot,MOL_IAL_Nepali_SEO,MOL_IAL_Nepali_UOLSE_VWorW,MOL_IAL_Nepali_UOLSE_NWorNAA,MOL_IAL_Nepali_UOLSE_Tot,MOL_IAL_Nepali_NS,MOL_IAL_Nepali_Tot,MOL_IAL_Punjabi_SEO,MOL_IAL_Punjabi_UOLSE_VWorW,MOL_IAL_Punjabi_UOLSE_NWorNAA,MOL_IAL_Punjabi_UOLSE_Tot,MOL_IAL_Punjabi_NS,MOL_IAL_Punjabi_Tot,MOL_IAL_Sinhal_SEO,MOL_IAL_Sinhal_UOLSE_VWorW,MOL_IAL_Sinhal_UOLSE_NWorNAA,MOL_IAL_Sinhal_UOLSE_Tot,MOL_IAL_Sinhal_NS,MOL_IAL_Sinhal_Tot,MOL_IAL_Urdu_SEO,MOL_IAL_Urdu_UOLSE_VWorW,MOL_IAL_Urdu_UOLSE_NWorNAA,MOL_IAL_Urdu_UOLSE_Tot,MOL_IAL_Urdu_NS,MOL_IAL_Urdu_Tot,MOL_IAL_Oth_SEO,MOL_IAL_Oth_UOLSE_VWorW,MOL_IAL_Oth_UOLSE_NWorNAA,MOL_IAL_Oth_UOLSE_Tot,MOL_IAL_Oth_NS,MOL_IAL_Oth_Tot,MOL_IAL_Tot_SEO,MOL_IAL_Tot_UOLSE_VWorW,MOL_IAL_Tot_UOLSE_NWorNAA,MOL_IAL_Tot_UOLSE_Tot,MOL_IAL_Tot_NS,MOL_IAL_Tot_Tot,MOL_Italian_SEO,MOL_Italian_UOLSE_VWorW,MOL_Italian_UOLSE_NWorNAA,MOL_Italian_UOLSE_Tot,MOL_Italian_NS,MOL_Italian_Tot,MOL_Japan_SEO,MOL_Japan_UOLSE_VWorW,MOL_Japan_UOLSE_NWorNAA,MOL_Japan_UOLSE_Tot,MOL_Japan_NS,MOL_Japan_Tot,MOL_Khmer_SEO,MOL_Khmer_UOLSE_VWorW,MOL_Khmer_UOLSE_NWorNAA,MOL_Khmer_UOLSE_Tot,MOL_Khmer_NS,MOL_Khmer_Tot,MOL_Korean_SEO,MOL_Korean_UOLSE_VWorW,MOL_Korean_UOLSE_NWorNAA,MOL_Korean_UOLSE_Tot,MOL_Korean_NS,MOL_Korean_Tot,MOL_Macedon_SEO,MOL_Macedon_UOLSE_VWorW,MOL_Macedon_UOLSE_NWorNAA,MOL_Macedon_UOLSE_Tot,MOL_Macedon_NS,MOL_Macedon_Tot,MOL_Malayalam_SEO,MOL_Malayalam_UOLSE_VWorW,MOL_Malayalam_UOLSE_NWorNAA,MOL_Malayalam_UOLSE_Tot,MOL_Malayalam_NS,MOL_Malayalam_Tot,MOL_Persian_ED_SEO,MOL_Persian_ED_UOLSE_VWorW,MOL_Persian_ED_UOLSE_NWorNAA,MOL_Persian_ED_UOLSE_Tot,MOL_Persian_ED_NS,MOL_Persian_ED_Tot,MOL_Polish_SEO,MOL_Polish_UOLSE_VWorW,MOL_Polish_UOLSE_NWorNAA,MOL_Polish_UOLSE_Tot,MOL_Polish_NS,MOL_Polish_Tot,MOL_Portuguese_SEO,MOL_Portuguese_UOLSE_VWorW,MOL_Portuguese_UOLSE_NWorNAA,MOL_Portuguese_UOLSE_Tot,MOL_Portuguese_NS,MOL_Portuguese_Tot,MOL_Russian_SEO,MOL_Russian_UOLSE_VWorW,MOL_Russian_UOLSE_NWorNAA,MOL_Russian_UOLSE_Tot,MOL_Russian_NS,MOL_Russian_Tot,MOL_Samoan_SEO,MOL_Samoan_UOLSE_VWorW,MOL_Samoan_UOLSE_NWorNAA,MOL_Samoan_UOLSE_Tot,MOL_Samoan_NS,MOL_Samoan_Tot,MOL_Serbian_SEO,MOL_Serbian_UOLSE_VWorW,MOL_Serbian_UOLSE_NWorNAA,MOL_Serbian_UOLSE_Tot,MOL_Serbian_NS,MOL_Serbian_Tot,MOL_SAL_Filipin_SEO,MOL_SAL_Filipin_UOLSE_VWorW
LGA12380,32384,..,..,..,..,32384,..,15,0,15,0,15,..,13876,2649,16522,107,16634,..,13,5,16,0,16,..,2743,1637,4374,21,4393,..,3440,4961,8400,78,8481,..,276,183,461,0,466,..,6456,6781,13243,100,13342,..,581,106,682,3,688,..,105,8,115,0,118,..,64,9,71,0,70,..,631,114,747,9,750,..,775,43,817,11,828,..,1897,96,1994,19,2009,..,2751,96,2852,10,2862,..,5441,222,5668,42,5703,..,1487,127,1611,18,1628,..,211,3,215,0,215,..,3348,203,3553,47,3591,..,557,20,575,8,585,..,16466,809,17281,151,17429,..,552,97,649,0,653,..,53,17,70,0,70,..,55,5,59,0,59,..,1537,1091,2632,11,2641,..,48,13,58,0,58,..,641,70,713,10,720,..,875,327,1196,9,1207,..,111,8,120,0,122,..,95,11,104,6,110,..,164,26,189,0,189,..,226,22,245,4,252,..,152,42,193,0,196,..,491
LGA12390,21893,..,..,..,..,21893,..,19,0,20,0,20,..,55,3,55,0,55,..,75,0,83,0,83,..,41,12,53,0,53,..,44,29,78,0,78,..,4,7,7,0,7,..,92,47,143,0,143,..,0,0,0,0,0,..,17,0,17,0,17,..,20,0,20,0,20,..,14,3,13,0,13,..,76,0,78,0,78,..,32,3,37,0,37,..,76,3,83,0,83,..,371,10,385,3,388,..,183,10,193,6,194,..,58,0,59,0,60,..,90,4,99,0,96,..,13,0,12,0,12,..,897,43,941,15,952,..,16,3,18,0,21,..,11,0,11,0,11,..,7,3,8,0,8,..,17,7,23,0,23,..,3,0,3,0,3,..,91,12,104,0,106,..,13,0,13,0,13,..,11,0,10,0,10,..,7,0,7,0,7,..,8,0,9,0,9,..,3,0,3,0,6,..,0,0,0,0,0,..,59
LGA12700,4517,..,..,..,..,4517,..,9,0,5,0,5,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,7,0,7,..,0,0,0,0,0,..,0
LGA12730,3660,..,..,..,..,3660,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,4,3,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,5,3,8,0,8,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,6,0,0,..,3,0,3,0,3,..,5,0,9,0,9,..,8,0,8,0,8,..,4,0,4,0,4,..,0,0,0,0,0,..,21,3,22,0,23,..,5,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
LGA12750,17630,..,..,..,..,17630,..,14,0,14,0,14,..,7,0,10,0,8,..,34,0,38,4,44,..,7,8,13,0,13,..,22,6,26,0,26,..,0,0,0,0,0,..,29,11,46,0,46,..,39,9,45,0,45,..,22,0,25,5,24,..,42,8,47,4,48,..,43,3,50,0,53,..,0,0,0,0,0,..,4,0,4,0,4,..,11,0,11,0,11,..,29,0,31,0,34,..,15,3,16,0,16,..,7,0,7,0,7,..,3,0,3,0,3,..,0,0,5,0,5,..,71,6,78,0,82,..,67,7,68,0,70,..,3,0,4,0,4,..,0,0,0,0,0,..,0,0,3,0,3,..,5,0,5,0,8,..,29,0,36,0,32,..,0,0,0,0,0,..,9,4,10,0,12,..,6,0,7,0,7,..,13,0,13,0,13,..,3,0,3,0,3,..,9,3,10,0,10,..,8
LGA12850,25690,..,..,..,..,25690,..,0,0,0,0,0,..,7163,2615,9785,75,9860,..,6,0,6,0,6,..,2292,1345,3638,23,3662,..,1279,1076,2354,19,2373,..,1029,412,1437,4,1445,..,4599,2828,7429,44,7472,..,912,199,1108,7,1109,..,106,7,110,0,110,..,62,4,65,3,64,..,368,65,438,3,443,..,52,4,55,0,55,..,15,3,22,0,19,..,527,14,537,0,536,..,59,0,59,0,59,..,77,8,90,0,91,..,22,0,26,0,26,..,195,11,201,3,204,..,71,0,70,0,70,..,1017,40,1056,7,1066,..,1479,286,1771,11,1783,..,12,0,15,0,15,..,2163,1001,3169,25,3191,..,39,21,60,0,54,..,491,93,583,0,582,..,30,4,31,0,31,..,182,75,253,0,252,..,179,25,206,0,203,..,91,17,103,0,107,..,87,18,102,0,104,..,623,98,723,9,730,..,1274,358,1637,14,1651,..,242
LGA12870,5805,..,..,..,..,5805,..,4,0,4,0,4,..,3,0,3,0,6,..,0,0,0,0,0,..,0,3,3,0,3,..,14,0,14,0,14,..,0,0,0,0,0,..,14,5,19,0,19,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,3,0,3,4,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,7,0,7,0,7,..,12,3,16,0,16,..,0,0,5,0,5,..,0,0,0,0,0,..,10,0,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3
LGA12900,4132,..,..,..,..,4132,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,3,..,4,3,5,0,5,..,6,0,9,0,9,..,0,0,0,0,0,..,6,5,13,0,13,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,5,0,5,0,5,..,5,0,5,0,5,..,4,0,4,0,4,..,4,0,4,0,4,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,21,0,21,0,21,..,6,0,12,0,12,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
LGA12930,32531,..,..,..,..,32531,..,24,0,20,0,20,..,2551,234,2785,13,2801,..,8,0,9,0,9,..,4755,1939,6697,46,6743,..,6178,2922,9094,55,9149,..,255,99,356,4,355,..,11190,4955,16146,103,16250,..,521,68,591,0,588,..,103,5,109,0,109,..,87,0,87,0,89,..,3316,370,3694,29,3719,..,521,20,544,0,547,..,118,3,124,0,122,..,439,16,451,4,462,..,4778,149,4933,40,4969,..,118,0,122,0,122,..,63,0,63,3,64,..,220,4,230,0,230,..,98,3,105,0,101,..,6359,203,6561,51,6614,..,694,58,758,9,764,..,143,28,167,4,166,..,16,3,24,0,24,..,170,49,223,0,224,..,1403,182,1591,10,1602,..,102,4,109,0,109,..,80,3,81,0,81,..,88,8,96,0,102,..,369,56,425,3,428,..,175,23,200,0,200,..,57,5,63,0,62,..,220,35,250,0,252,..,366
LGA12950,1838,..,..,..,..,1838,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
LGA13010,3772,..,..,..,..,3772,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,4,8,0,8,..,0,0,0,0,0,..,10,4,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,13,0,13,0,13,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,19,0,19,0,19,..,3,0,3,0,3,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,12,0,12,0,12,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
LGA13310,13630,..,..,..,..,13630,..,10,0,12,0,12,..,59,3,61,0,64,..,6,0,5,0,5,..,15,7,21,0,28,..,51,25,71,6,74,..,0,0,0,0,0,..,68,29,95,5,98,..,3,0,6,0,6,..,16,0,16,0,16,..,17,5,19,0,19,..,51,7,57,0,58,..,19,4,18,0,23,..,9,0,9,0,9,..,35,0,36,0,36,..,83,7,89,0,89,..,38,4,38,0,38,..,4,0,4,0,4,..,17,0,17,0,17,..,0,0,0,0,0,..,194,15,209,0,215,..,26,3,28,0,28,..,6,0,6,0,6,..,6,3,14,0,14,..,15,13,27,0,27,..,5,0,5,0,5,..,39,3,39,0,39,..,12,5,10,0,12,..,8,3,9,0,9,..,19,0,22,0,22,..,6,0,6,0,6,..,0,0,0,0,0,..,4,4,8,0,14,..,12
LGA13340,5078,..,..,..,..,5078,..,0,0,0,0,0,..,5,0,5,0,5,..,4,0,4,0,4,..,0,0,0,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,9,..,0,0,0,0,0,..,3,0,3,0,3,..,10,0,10,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,13,0,13,0,13,..,6,0,6,0,6,..,6,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5
LGA13450,9290,..,..,..,..,9290,..,41,0,41,3,43,..,24,0,24,0,24,..,21,0,21,0,21,..,7,7,14,0,14,..,46,61,107,3,112,..,3,0,3,0,3,..,59,72,127,3,129,..,0,0,0,0,0,..,9,0,7,0,7,..,10,0,10,0,10,..,0,0,0,0,0,..,15,0,15,0,15,..,352,150,504,0,507,..,52,6,65,0,65,..,14,0,14,0,14,..,431,103,541,8,543,..,13,0,13,0,13,..,50,5,51,0,52,..,4,0,4,0,4,..,930,276,1204,10,1218,..,552,72,625,6,630,..,0,0,0,0,0,..,0,0,0,0,0,..,4,3,7,0,11,..,5,0,5,0,5,..,39,0,43,0,43,..,7,0,7,0,7,..,0,0,0,0,0,..,9,0,11,0,11,..,0,0,0,0,0,..,111,17,137,5,136,..,0,0,0,0,0,..,59
LGA13550,5662,..,..,..,..,5662,..,17,0,16,0,16,..,0,0,0,0,0,..,10,5,14,0,14,..,4,3,7,0,7,..,12,6,19,0,19,..,0,0,0,0,0,..,14,14,24,0,24,..,3,0,3,0,3,..,4,0,4,0,4,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,3,0,3,0,3,..,13,0,13,0,13,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,21,0,21,0,21,..,3,0,3,0,3,..,5,0,4,0,4,..,0,0,0,0,0,..,5,0,3,0,3,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,0,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,11
LGA13660,2201,..,..,..,..,2201,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
LGA13800,29601,..,..,..,..,29601,..,38,0,38,0,38,..,130,11,142,0,141,..,18,0,18,0,18,..,70,43,112,0,116,..,65,26,86,0,92,..,4,5,8,0,8,..,137,68,210,5,210,..,44,8,55,0,54,..,32,0,32,0,32,..,61,0,67,3,66,..,50,10,55,0,56,..,7,0,7,0,7,..,31,0,29,0,29,..,71,0,78,0,78,..,47,0,47,0,47,..,161,16,176,0,179,..,23,0,23,0,23,..,29,0,33,0,33,..,9,0,13,0,13,..,383,19,407,0,408,..,135,10,142,0,142,..,13,0,9,0,9,..,9,3,5,0,5,..,15,10,27,0,27,..,78,7,85,0,85,..,9,0,9,0,9,..,30,0,30,0,34,..,23,4,29,0,29,..,15,0,13,0,13,..,23,0,22,0,22,..,10,0,15,0,15,..,27,0,28,0,28,..,34
LGA13850,1215,..,..,..,..,1215,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,3,0,5,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,13,0,16,0,15,..,8,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
LGA13910,8232,..,..,..,..,8232,..,5,0,5,0,8,..,151,19,170,3,171,..,9,0,8,0,8,..,9,4,15,0,15,..,20,21,40,0,40,..,4,3,7,0,7,..,34,27,58,0,58,..,0,0,0,0,0,..,4,0,4,0,4,..,3,0,3,0,3,..,3,0,7,0,7,..,5,0,5,0,5,..,0,0,0,0,0,..,8,0,8,0,8,..,4,0,4,0,4,..,18,6,21,0,21,..,5,0,5,0,5,..,6,3,7,0,7,..,0,0,0,0,0,..,48,8,53,0,53,..,12,3,14,0,19,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,4,0,4,..,0,0,0,0,0,..,0,6,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,7,0,7,..,13,0,16,0,16,..,25
LGA14000,46541,..,..,..,..,46541,..,239,6,241,0,243,..,672,76,747,0,749,..,7,0,7,0,7,..,2430,456,2882,17,2901,..,5101,1311,6411,77,6487,..,202,43,244,0,244,..,7731,1811,9540,88,9628,..,73,0,74,0,74,..,181,10,192,7,197,..,243,7,247,5,253,..,169,8,176,0,175,..,221,4,227,4,230,..,202,3,209,0,211,..,1644,34,1683,11,1699,..,873,39,912,5,916,..,405,15,429,4,433,..,551,8,561,3,566,..,396,16,411,0,415,..,369,6,377,5,380,..,4668,134,4801,40,4841,..,398,43,441,0,437,..,304,17,325,3,329,..,14,0,12,0,12,..,1292,356,1645,10,1658,..,15,0,15,0,15,..,335,9,345,5,350,..,986,96,1080,10,1087,..,192,18,204,0,204,..,113,0,113,0,111,..,358,36,399,0,403,..,16,0,15,0,15,..,55,3,53,0,53,..,313
LGA14100,5004,..,..,..,..,5004,..,8,0,8,0,8,..,70,7,72,0,72,..,0,0,0,0,0,..,114,27,142,0,142,..,155,50,208,3,215,..,3,3,10,0,10,..,278,83,359,3,368,..,14,0,14,0,14,..,23,0,26,0,26,..,19,0,19,0,16,..,138,9,141,6,148,..,0,0,0,0,0,..,8,0,8,0,8,..,35,0,35,0,36,..,14,0,14,0,14,..,12,0,12,0,12,..,6,0,6,0,6,..,9,0,9,0,9,..,0,0,0,0,0,..,85,0,85,0,85,..,106,9,114,0,114,..,4,0,3,0,3,..,0,0,0,0,0,..,20,8,26,0,26,..,10,3,12,0,12,..,0,0,0,0,0,..,24,4,32,0,35,..,21,0,22,0,22,..,13,0,14,0,14,..,5,0,4,0,4,..,0,0,0,0,0,..,26,0,27,0,27,..,0
LGA14170,62960,..,..,..,..,62960,..,38,0,39,0,41,..,991,133,1122,8,1130,..,46,0,49,0,50,..,1143,375,1518,11,1525,..,1962,693,2657,25,2685,..,127,51,179,0,178,..,3231,1117,4348,41,4387,..,200,22,223,0,220,..,494,8,501,10,512,..,344,13,356,9,358,..,1776,487,2266,8,2275,..,172,3,179,0,180,..,53,0,53,0,53,..,412,11,423,0,422,..,1130,31,1162,4,1171,..,54,4,60,0,60,..,57,0,57,0,57,..,103,0,106,0,106,..,93,0,93,0,93,..,2080,50,2132,8,2141,..,1632,266,1908,12,1917,..,259,39,298,5,305,..,18,6,23,0,23,..,218,77,296,3,300,..,180,34,218,0,216,..,68,0,68,3,72,..,138,8,149,0,149,..,165,13,171,0,171,..,683,238,924,4,930,..,171,9,183,3,185,..,26,3,27,0,30,..,161,15,182,0,183,..,231
LGA14220,7589,..,..,..,..,7589,..,3,0,3,0,3,..,3,0,3,0,3,..,4,0,4,0,4,..,0,3,9,0,9,..,9,11,20,0,24,..,0,0,0,0,0,..,14,12,26,0,29,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,11,4,10,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,10,0,10,..,5,0,5,0,5,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,20,0,20,0,20,..,18,0,18,0,18,..,0,0,0,0,0,..,0,0,0,0,0,..,0,3,9,0,9,..,0,0,0,0,0,..,11,0,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,12,10,30,0,31,..,3,0,3,0,3,..,8,4,8,0,8,..,0,0,0,0,0,..,22
LGA14300,2474,..,..,..,..,2474,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,0,0,6,0,6,..,21,47,66,0,66,..,6,3,9,0,9,..,26,52,76,0,76,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,6,0,6,0,6,..,0,0,0,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,4
LGA14350,13141,..,..,..,..,13141,..,0,0,0,0,0,..,11,0,11,0,11,..,57,0,63,5,61,..,12,0,11,0,11,..,12,27,37,0,33,..,0,0,3,0,3,..,25,31,49,0,55,..,3,0,3,0,3,..,7,0,11,0,8,..,27,0,27,0,27,..,4,0,4,0,4,..,4,0,4,0,4,..,0,0,0,0,0,..,7,0,9,0,9,..,6,0,7,0,7,..,10,0,9,0,12,..,6,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,38,0,41,0,43,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,0,0,0,..,0,0,0,0,0,..,17,5,16,0,16,..,0,0,3,0,3,..,5,0,5,0,5,..,10,0,11,0,11,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8
