LGA_CODE_2021,Preschool_M,Preschool_F,Preschool_P,Primary_Government_M,Primary_Government_F,Primary_Government_P,Primary_Catholic_M,Primary_Catholic_F,Primary_Catholic_P,Primry_Othr_non_Govt_M,Primry_Othr_non_Govt_F,Primry_Othr_non_Govt_P,Primary_Tot_Primary_M,Primary_Tot_Primary_F,Primary_Tot_Primary_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_non_Govt_M,Secondary_Other_non_Govt_F,Secondary_Other_non_Govt_P,Secondary_Tot_Secondary_M,Secondary_Tot_Secondary_F,Secondary_Tot_Secondary_P,Tert_Voc_edu_Ft_15_24_M,Tert_Voc_edu_Ft_15_24_F,Tert_Voc_edu_Ft_15_24_P,Tert_Voc_edu_Ft_25_ov_M,Tert_Voc_edu_Ft_25_ov_F,Tert_Voc_edu_Ft_25_ov_P,Tert_Voc_edu_Pt_15_24_M,Tert_Voc_edu_Pt_15_24_F,Tert_Voc_edu_Pt_15_24_P,Tert_Voc_edu_Pt_25_ov_M,Tert_Voc_edu_Pt_25_ov_F,Tert_Voc_edu_Pt_25_ov_P,Tert_Voc_edu_F_Pt_ns_M,Tert_Voc_edu_F_Pt_ns_F,Tert_Voc_edu_F_Pt_ns_P,Tert_Voc_edu_Tot_M,Tert_Voc_edu_Tot_F,Tert_Voc_edu_Tot_P,Tert_Uni_oth_h_edu_Ft_15_24_M,Tert_Uni_oth_h_edu_Ft_15_24_F,Tert_Uni_oth_h_edu_Ft_15_24_P,Tert_Uni_oth_h_edu_Ft_25_ov_M,Tert_Uni_oth_h_edu_Ft_25_ov_F,Tert_Uni_oth_h_edu_Ft_25_ov_P,Tert_Uni_oth_h_edu_Pt_15_24_M,Tert_Uni_oth_h_edu_Pt_15_24_F,Tert_Uni_oth_h_edu_Pt_15_24_P,Tert_Uni_oth_h_edu_Pt_25_ov_M,Tert_Uni_oth_h_edu_Pt_25_ov_F,Tert_Uni_oth_h_edu_Pt_25_ov_P,Tert_Uni_oth_h_edu_F_Pt_ns_M,Tert_Uni_oth_h_edu_F_Pt_ns_F,Tert_Uni_oth_h_edu_F_Pt_ns_P,Tert_Uni_other_high_edu_Tot_M,Tert_Uni_other_high_edu_Tot_F,Tert_Uni_other_high_edu_Tot_P,Tert_Tot_Tert_M,Tert_Tot_Tert_F,Tert_Tot_Tert_P,Othr_typ_educ_inst_Ft_stud_M,Othr_typ_educ_inst_Ft_stud_F,Othr_typ_educ_inst_Ft_stud_P,Othr_typ_educ_inst_Pt_stud_M,Othr_typ_educ_inst_Pt_stud_F,Othr_typ_educ_inst_Pt_stud_P,Oth_typ_ed_instit_F_Pt_ns_M,Oth_typ_ed_instit_F_Pt_ns_F,Oth_typ_ed_instit_F_Pt_ns_P,Other_type_educ_instit_Tot_M,Other_type_educ_instit_Tot_F,Other_type_educ_instit_Tot_P,Type_educanl_institution_ns_M,Type_educanl_institution_ns_F,Type_educanl_institution_ns_P,Tot_M,Tot_F,Tot_P
LGA18100,30,33,60,97,107,201,15,19,33,0,0,0,113,124,238,102,72,169,20,30,51,8,0,10,127,98,233,0,5,5,4,5,7,8,4,12,9,27,36,0,0,0,20,42,63,3,19,20,9,3,8,3,8,13,0,18,20,0,0,0,18,42,59,40,89,121,0,0,0,0,9,9,0,0,0,0,8,8,135,135,264,438,495,930
LGA18200,91,70,164,263,200,463,35,42,81,21,25,45,324,263,584,122,143,265,73,48,125,17,26,40,211,211,428,8,17,25,4,9,13,25,10,33,28,38,70,0,0,0,64,80,143,7,20,28,0,4,12,5,6,12,13,28,45,0,0,0,25,64,91,94,144,237,0,3,5,11,20,36,0,0,0,16,27,39,493,409,904,1221,1129,2350
LGA18250,914,825,1734,2534,2416,4951,520,502,1026,512,505,1014,3579,3430,7005,1065,1308,2374,685,506,1191,1005,934,1940,2761,2746,5507,82,84,166,145,226,369,112,54,173,286,600,886,5,0,5,625,968,1597,1355,1331,2684,363,447,815,140,161,305,399,551,949,8,11,11,2263,2506,4764,2889,3477,6367,116,162,276,234,335,570,3,7,8,356,505,862,1160,1330,2492,11660,12309,23963
LGA18350,506,511,1021,1305,1118,2429,340,318,654,447,469,918,2092,1911,3999,728,639,1364,418,456,874,472,690,1157,1611,1787,3402,42,81,127,45,73,121,281,145,425,197,395,591,4,5,8,570,701,1270,210,330,537,75,146,219,50,74,120,150,311,462,0,3,7,485,856,1345,1058,1559,2619,44,52,104,55,131,187,4,6,7,106,194,296,1325,1444,2768,6698,7411,14108
LGA18400,795,698,1497,1935,1658,3589,428,438,870,367,398,765,2732,2492,5223,1015,948,1961,525,559,1085,425,479,905,1964,1982,3951,59,73,140,32,63,97,465,194,656,170,298,465,0,0,7,734,626,1362,256,512,765,61,134,193,39,98,135,129,256,383,0,0,0,486,998,1480,1221,1628,2851,38,38,78,63,106,169,0,0,0,107,135,246,1258,1278,2533,8075,8216,16303
LGA18450,2548,2388,4937,6360,5852,12217,1602,1621,3223,622,660,1286,8594,8152,16749,4284,4244,8530,1823,1772,3593,697,673,1370,6813,6692,13509,321,395,716,320,508,824,1153,683,1837,947,1513,2463,13,17,29,2764,3111,5872,2936,3786,6722,1166,1219,2387,452,542,1001,885,1632,2513,10,14,19,5448,7195,12646,8218,10316,18533,219,219,444,307,496,801,11,8,12,539,717,1255,4740,4968,9702,31457,33231,64692
LGA18500,507,470,973,792,791,1583,142,208,348,862,770,1632,1793,1778,3569,191,202,396,153,333,480,1298,1135,2429,1645,1674,3317,41,29,65,48,111,159,56,47,100,165,298,461,0,3,3,305,484,793,756,895,1644,205,289,494,104,107,213,298,454,757,5,3,12,1370,1753,3121,1678,2239,3925,34,49,80,118,194,313,3,0,4,154,242,400,1274,1478,2749,7051,7880,14933
LGA18710,174,178,357,543,494,1043,249,235,476,61,70,128,850,797,1650,391,373,762,164,196,362,101,114,212,655,680,1334,15,24,38,13,16,30,95,54,155,84,134,221,0,0,0,214,226,444,72,137,212,14,49,59,27,28,55,79,164,239,0,0,0,190,379,569,406,608,1011,17,16,32,27,56,85,0,0,0,46,73,119,442,380,822,2576,2716,5283
LGA19399,16,4,18,38,46,83,0,0,0,0,0,0,46,46,81,14,7,21,3,7,11,6,3,8,20,16,35,0,0,0,0,0,0,0,0,5,3,7,12,0,0,0,3,11,15,0,0,0,0,3,0,0,0,0,0,4,6,0,0,0,4,7,6,6,17,30,5,0,5,0,0,0,0,0,0,3,0,3,44,41,85,127,125,249
LGA19499,37,31,72,109,126,237,14,12,30,20,17,36,146,161,310,73,93,167,15,15,34,19,8,29,107,124,229,13,16,31,11,34,46,16,20,31,38,54,96,0,0,0,84,123,205,37,60,96,25,50,74,10,7,17,23,44,67,0,0,3,97,158,254,176,286,459,14,19,31,14,24,37,0,0,0,28,43,68,2245,1516,3758,2746,2157,4898
LGA19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
