LGA_CODE_2021,M_0_149_CFNC,M_0_149_CF_C_und15,M_0_149_CFNC_und15,M_0_149_1PF_C_und15,M_0_149_1PFNC_und15,M_0_149_OthF,M_0_149_Tot,M_150_299_CFNC,M_150_299_CF_C_und15,M_150_299_CFNC_und15,M_150_299_1PF_C_und15,M_150_299_1PFNC_und15,M_150_299_OthF,M_150_299_Tot,M_300_449_CFNC,M_300_449_CF_C_und15,M_300_449_CFNC_und15,M_300_449_1PF_C_und15,M_300_449_1PFNC_und15,M_300_449_OthF,M_300_449_Tot,M_450_599_CFNC,M_450_599_CF_C_und15,M_450_599_CFNC_und15,M_450_599_1PF_C_und15,M_450_599_1PFNC_und15,M_450_599_OthF,M_450_599_Tot,M_600_799_CFNC,M_600_799_CF_C_und15,M_600_799_CFNC_und15,M_600_799_1PF_C_und15,M_600_799_1PFNC_und15,M_600_799_OthF,M_600_799_Tot,M_800_999_CFNC,M_800_999_CF_C_und15,M_800_999_CFNC_und15,M_800_999_1PF_C_und15,M_800_999_1PFNC_und15,M_800_999_OthF,M_800_999_Tot,M_1000_1199_CFNC,M_1000_1199_CF_C_und15,M_1000_1199_CFNC_und15,M_1000_1199_1PF_C_und15,M_1000_1199_1PFNC_und15,M_1000_1199_OthF,M_1000_1199_Tot,M_1200_1399_CFNC,M_1200_1399_CF_C_und15,M_1200_1399_CFNC_und15,M_1200_1399_1PF_C_und15,M_1200_1399_1PFNC_und15,M_1200_1399_OthF,M_1200_1399_Tot,M_1400_1599_CFNC,M_1400_1599_CF_C_und15,M_1400_1599_CFNC_und15,M_1400_1599_1PF_C_und15,M_1400_1599_1PFNC_und15,M_1400_1599_OthF,M_1400_1599_Tot,M_1600_1799_CFNC,M_1600_1799_CF_C_und15,M_1600_1799_CFNC_und15,M_1600_1799_1PF_C_und15,M_1600_1799_1PFNC_und15,M_1600_1799_OthF,M_1600_1799_Tot,M_1800_1999_CFNC,M_1800_1999_CF_C_und15,M_1800_1999_CFNC_und15,M_1800_1999_1PF_C_und15,M_1800_1999_1PFNC_und15,M_1800_1999_OthF,M_1800_1999_Tot,M_2000_2199_CFNC,M_2000_2199_CF_C_und15,M_2000_2199_CFNC_und15,M_2000_2199_1PF_C_und15,M_2000_2199_1PFNC_und15,M_2000_2199_OthF,M_2000_2199_Tot,M_2200_2399_CFNC,M_2200_2399_CF_C_und15,M_2200_2399_CFNC_und15,M_2200_2399_1PF_C_und15,M_2200_2399_1PFNC_und15,M_2200_2399_OthF,M_2200_2399_Tot,M_2400_2599_CFNC,M_2400_2599_CF_C_und15,M_2400_2599_CFNC_und15,M_2400_2599_1PF_C_und15,M_2400_2599_1PFNC_und15,M_2400_2599_OthF,M_2400_2599_Tot,M_2600_2999_CFNC,M_2600_2999_CF_C_und15,M_2600_2999_CFNC_und15,M_2600_2999_1PF_C_und15,M_2600_2999_1PFNC_und15,M_2600_2999_OthF,M_2600_2999_Tot,M_3000_3999_CFNC,M_3000_3999_CF_C_und15,M_3000_3999_CFNC_und15,M_3000_3999_1PF_C_und15,M_3000_3999_1PFNC_und15,M_3000_3999_OthF,M_3000_3999_Tot,M_4000_4999_CFNC,M_4000_4999_CF_C_und15,M_4000_4999_CFNC_und15,M_4000_4999_1PF_C_und15,M_4000_4999_1PFNC_und15,M_4000_4999_OthF,M_4000_4999_Tot,M_5000over_CFNC,M_5000over_CF_C_und15,M_5000over_CFNC_und15,M_5000over_1PF_C_und15,M_5000over_1PFNC_und15,M_5000over_OthF,M_5000over_Tot,M_NS_CFNC,M_NS_CF_C_und15,M_NS_CFNC_und15,M_NS_1PF_C_und15,M_NS_1PFNC_und15,M_NS_OthF,M_NS_Tot,Tot_CFNC,Tot_CF_C_und15,Tot_CFNC_und15,Tot_1PF_C_und15,Tot_1PFNC_und15,Tot_OthF,Tot_Tot
LGA12350,20,9,7,6,3,4,41,7,0,3,0,0,0,16,23,4,10,0,8,0,44,17,5,9,0,5,0,34,26,18,10,7,7,0,70,53,53,7,12,10,0,134,44,56,19,10,8,6,137,33,60,19,12,8,0,127,31,63,14,7,6,0,121,24,35,17,4,10,0,89,11,18,9,0,0,0,44,18,29,10,9,0,0,70,3,15,4,0,0,0,18,10,5,4,0,0,0,18,9,18,6,0,0,0,27,6,15,12,0,0,0,27,4,10,5,0,0,0,21,3,12,0,0,0,0,18,21,18,10,6,5,0,63,359,436,168,79,63,20,1124
LGA12380,207,262,219,36,105,12,842,42,28,37,8,8,0,124,38,47,59,11,31,4,197,49,44,62,10,27,0,185,86,74,99,13,30,9,313,111,143,129,18,60,6,465,132,216,171,37,81,11,652,190,289,198,34,78,7,800,204,362,219,49,93,20,950,282,478,210,74,91,18,1150,230,488,145,44,77,5,992,484,1160,437,99,147,31,2353,213,604,145,33,60,18,1075,233,647,155,52,40,8,1138,326,1058,334,70,117,14,1923,563,1679,545,120,150,13,3078,160,598,229,34,44,8,1077,142,451,190,31,27,4,842,334,778,369,63,134,19,1702,4029,9413,3953,847,1412,209,19861
LGA12390,58,44,25,11,6,0,144,15,7,5,4,0,0,28,38,13,12,3,14,3,79,35,22,18,10,11,3,92,63,64,24,20,19,0,199,119,112,57,44,29,5,365,119,172,64,58,29,6,452,172,258,76,63,36,6,618,178,264,70,48,13,7,584,148,342,77,39,20,4,635,89,214,43,30,13,0,388,145,286,82,24,16,3,559,41,120,28,10,0,0,203,31,60,21,6,5,0,112,80,186,23,14,5,0,319,85,129,36,11,6,0,262,27,50,22,4,0,0,103,19,35,13,5,0,0,77,107,113,46,33,22,3,331,1567,2490,746,444,259,49,5546
LGA12700,14,8,8,0,0,0,33,8,0,0,0,0,0,8,5,5,3,3,3,0,21,4,3,3,0,0,0,15,12,3,3,0,4,0,32,16,16,10,10,4,0,52,20,21,10,11,0,0,70,31,38,21,12,4,0,108,23,29,16,4,5,0,80,25,62,12,8,7,0,115,21,30,13,3,3,0,70,36,51,22,3,4,0,121,10,29,7,0,3,0,51,17,32,9,0,0,0,52,37,66,14,4,0,0,122,45,78,23,9,3,0,152,8,24,0,0,0,0,37,8,11,5,3,0,0,27,21,25,16,0,0,0,71,371,548,205,67,49,6,1241
LGA12730,20,12,8,0,5,0,41,0,0,0,0,0,0,4,8,5,4,4,0,0,18,10,6,3,6,10,0,38,33,23,7,8,4,0,69,39,31,11,7,8,0,100,51,51,11,10,6,5,123,16,33,11,3,6,3,74,25,39,10,5,5,0,73,16,37,9,3,3,0,68,9,12,6,0,3,0,32,15,25,8,4,0,0,45,0,4,0,0,0,0,10,0,6,0,0,0,0,3,3,5,5,0,0,0,13,5,16,0,0,0,0,20,3,3,3,0,0,0,4,0,6,3,0,0,0,11,14,18,4,0,0,0,40,275,323,99,52,48,11,802
LGA12750,91,15,21,6,8,0,137,31,3,8,0,3,0,46,56,19,17,4,5,0,104,54,10,14,6,10,0,95,68,23,22,22,7,5,140,84,22,28,16,26,5,182,100,52,29,14,27,0,214,102,110,37,25,27,5,308,111,102,32,24,18,3,290,113,115,54,42,22,0,345,78,86,22,14,4,0,210,111,143,47,16,15,0,333,45,53,14,3,10,0,124,18,33,11,0,0,0,66,73,95,27,11,0,0,211,55,83,25,7,8,0,176,26,26,9,5,0,0,62,22,12,9,0,0,0,50,63,50,31,12,11,0,163,1293,1054,459,233,205,22,3258
LGA12850,205,228,259,67,111,23,893,28,34,58,14,30,0,165,73,66,81,13,48,9,288,46,51,77,16,50,3,247,77,86,151,33,67,10,420,117,146,180,40,82,5,569,172,262,236,62,142,17,895,169,270,273,79,144,13,949,161,317,237,89,122,10,932,190,389,288,88,127,20,1100,106,281,172,63,94,9,724,304,764,440,129,226,20,1889,106,316,140,59,66,11,703,119,296,157,45,63,7,685,249,649,293,111,119,19,1450,344,978,467,133,204,23,2155,115,316,164,43,42,9,693,87,194,106,36,37,3,462,238,461,343,121,181,22,1371,2916,6101,4123,1255,1947,253,16593
LGA12870,19,19,5,0,4,0,47,10,0,0,0,0,0,12,22,6,0,0,6,5,38,11,0,0,3,0,0,23,24,15,10,6,9,0,63,54,46,14,10,8,0,132,47,54,19,16,11,0,145,47,69,27,7,16,0,166,44,49,21,10,8,0,122,25,62,19,8,0,0,112,16,35,10,4,3,0,62,31,38,13,0,3,0,80,5,13,4,0,0,0,28,5,9,0,0,0,0,13,16,22,7,0,0,0,42,15,14,5,0,0,0,37,0,9,4,0,0,0,13,7,0,4,0,0,0,12,32,29,12,3,5,0,91,426,496,173,74,63,7,1244
LGA12900,19,22,3,0,4,0,49,7,0,0,0,3,0,10,5,6,0,0,9,0,22,12,3,0,6,4,0,28,20,20,6,7,10,0,60,35,35,8,13,5,0,97,32,33,12,14,0,0,86,34,36,12,12,7,0,105,27,42,12,3,3,0,87,16,38,9,0,9,0,70,7,22,9,0,0,0,43,14,33,13,3,4,0,63,6,13,0,0,0,0,23,0,10,4,0,0,0,16,6,22,5,4,0,0,34,3,12,3,0,0,0,22,4,10,0,0,0,0,15,0,6,4,0,0,0,10,21,16,7,0,4,0,46,264,382,108,68,56,0,872
LGA12930,172,186,225,20,65,13,680,24,24,34,4,11,4,98,56,37,60,9,25,3,184,40,35,43,4,24,0,152,65,56,70,11,36,0,236,64,97,92,17,40,5,320,95,132,131,26,42,8,434,123,153,123,28,80,9,521,133,160,134,23,65,8,523,135,193,126,40,66,6,572,113,205,97,13,34,6,468,350,554,306,47,105,14,1374,167,273,118,36,26,3,613,176,324,87,29,29,6,643,264,549,244,47,65,4,1166,538,1347,547,86,111,13,2648,296,847,288,46,64,5,1544,323,904,327,60,62,14,1692,221,458,318,42,74,7,1116,3361,6518,3374,587,1022,128,14990
LGA12950,18,11,5,0,0,0,41,9,0,0,3,4,0,16,8,4,0,0,0,0,14,5,7,0,0,6,0,19,10,9,7,5,7,0,27,12,10,0,0,3,0,27,11,15,9,7,0,0,39,13,9,3,0,0,0,27,6,6,4,3,0,0,22,5,7,0,3,0,3,19,0,8,0,0,0,0,13,3,3,0,0,4,0,12,0,3,0,0,0,0,3,0,0,0,0,0,0,6,5,0,0,0,0,0,10,5,5,5,0,0,0,12,0,6,0,0,0,0,9,4,3,0,0,0,0,8,11,7,0,0,3,0,25,121,128,44,22,26,3,340
LGA13010,21,13,3,0,0,0,40,9,0,0,3,0,0,13,16,5,5,0,4,0,30,9,3,6,0,0,0,24,25,22,8,14,10,0,80,31,27,10,11,12,0,85,28,32,4,14,3,0,80,26,20,5,4,0,0,58,14,20,4,3,0,0,31,11,19,0,0,0,0,31,9,11,6,0,0,0,23,9,15,8,0,4,0,42,14,7,0,0,0,0,20,0,9,0,0,0,0,8,5,7,0,0,0,0,13,8,13,3,5,0,0,25,7,3,3,0,0,0,16,4,5,3,0,0,0,17,20,15,6,3,4,0,45,264,248,86,58,41,4,694
LGA13310,45,23,10,0,10,0,84,18,5,3,0,3,0,28,17,3,18,3,5,0,42,23,12,6,0,8,0,47,33,17,16,0,6,0,82,55,47,30,17,16,0,159,81,82,27,21,17,0,227,87,112,34,23,22,4,284,103,136,42,23,18,6,318,114,137,55,25,26,0,356,65,141,35,14,6,0,266,104,190,54,18,13,0,374,50,71,18,13,5,0,161,38,55,9,0,6,0,104,81,111,42,10,9,0,255,65,121,33,14,8,0,243,26,39,8,0,0,0,78,24,15,11,3,5,0,50,52,66,27,14,9,0,160,1082,1374,478,195,185,13,3335
LGA13340,23,9,16,0,3,0,56,6,4,4,0,0,0,13,19,4,6,0,4,0,33,13,14,7,6,0,0,33,30,21,11,3,6,0,78,36,45,10,8,7,0,104,33,46,19,11,15,0,123,40,62,21,9,3,0,137,19,58,19,13,0,0,111,29,45,10,5,4,0,101,16,32,10,3,3,0,63,20,43,20,0,0,0,81,9,10,0,0,0,0,19,7,16,0,0,0,0,23,8,29,5,0,0,0,49,21,23,11,0,0,0,49,8,10,6,0,0,0,25,3,14,4,0,0,0,23,31,26,12,4,3,0,73,367,511,186,71,57,3,1201
LGA13450,23,30,24,3,7,0,90,6,9,5,4,7,0,23,20,14,11,0,4,0,46,13,9,8,0,8,0,38,22,29,22,5,12,0,83,48,61,21,14,14,0,161,47,90,39,11,13,0,206,73,142,58,25,16,0,320,54,131,46,15,5,4,266,58,125,36,13,20,3,245,41,78,22,12,8,6,155,58,104,44,7,11,0,227,19,44,9,4,0,0,76,9,16,7,0,0,0,36,23,57,11,3,4,0,98,27,47,28,3,4,0,110,14,19,9,0,0,0,36,9,15,7,0,0,0,31,37,62,40,9,16,0,156,600,1087,451,123,133,16,2407
LGA13550,24,17,11,4,0,0,66,0,0,0,0,0,0,13,13,0,0,3,0,0,21,13,4,4,3,0,0,25,20,13,9,4,9,0,55,21,45,14,7,4,0,85,33,46,13,10,9,0,108,44,60,18,8,6,0,139,30,64,13,9,4,0,130,34,64,11,12,0,0,115,22,41,4,0,6,0,72,21,72,12,3,6,0,120,8,25,3,5,0,0,40,11,14,0,5,0,0,25,27,36,12,3,0,0,73,26,46,12,0,7,0,81,6,9,3,0,0,0,20,3,14,0,0,0,0,23,25,32,6,11,3,0,78,364,616,152,98,55,5,1292
LGA13660,25,18,5,0,0,0,49,0,6,0,0,0,0,6,6,5,0,0,3,0,12,7,9,4,3,5,0,24,13,9,0,4,0,0,25,8,12,3,3,0,0,30,14,13,5,5,0,0,38,6,14,3,0,0,0,32,13,11,0,0,0,0,26,4,5,7,0,0,0,13,5,0,0,0,0,0,9,3,3,0,0,0,0,11,0,0,0,0,0,0,0,3,0,0,0,0,0,5,3,4,4,0,0,0,8,3,8,0,0,0,0,20,0,3,0,0,0,0,9,0,5,0,0,0,0,8,7,7,3,0,0,0,21,132,128,41,27,13,0,341
LGA13800,104,69,49,9,22,0,252,26,6,11,6,0,0,52,33,15,31,10,12,0,99,31,14,26,6,5,0,84,54,31,40,7,26,0,164,79,39,51,14,22,0,195,96,68,77,22,37,5,303,109,129,84,15,37,0,379,94,138,89,26,38,0,387,130,206,105,35,48,3,525,118,217,70,20,25,3,452,205,385,190,44,62,3,888,121,228,64,11,25,0,455,115,204,49,14,17,4,403,287,529,148,43,35,0,1042,361,747,242,48,43,6,1450,136,286,112,16,16,0,568,105,239,99,11,11,0,465,164,214,118,36,37,0,565,2374,3763,1653,395,517,38,8740
LGA13850,0,4,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,6,5,0,0,0,3,0,11,12,12,8,3,4,0,36,12,8,8,3,0,0,31,5,9,0,0,0,0,23,5,8,0,0,0,0,21,8,3,4,0,0,0,19,4,3,5,0,0,0,8,0,0,0,0,0,0,0,4,6,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,0,0,13,74,63,26,13,10,4,196
LGA13910,41,18,8,3,4,0,79,4,0,3,0,0,0,8,17,7,0,0,7,0,31,19,15,3,5,9,0,50,47,42,21,10,10,0,135,59,68,26,13,12,0,179,60,72,23,16,15,0,186,60,101,32,15,9,0,212,49,73,23,18,13,0,170,42,52,25,5,10,0,124,17,48,15,6,4,0,86,25,59,19,0,0,0,104,9,20,7,0,0,0,35,10,14,5,0,0,0,29,12,26,9,0,0,0,53,21,27,11,0,0,0,61,0,9,0,0,0,0,13,13,13,4,0,0,0,27,37,34,17,4,6,0,95,533,693,236,112,99,13,1681
LGA14000,273,244,243,30,62,3,854,46,27,51,10,14,0,135,74,41,80,9,15,3,214,50,36,62,6,19,3,177,75,68,74,14,25,0,254,101,94,104,15,28,0,349,132,150,174,21,46,8,543,143,180,152,25,50,3,557,134,214,163,29,48,5,594,156,245,161,30,57,0,664,139,235,138,33,44,0,594,325,669,349,59,89,13,1507,164,409,153,43,60,3,830,185,474,161,39,23,6,882,280,868,273,53,60,3,1537,635,2194,659,120,117,13,3750,434,1581,437,72,52,5,2567,368,1441,385,58,49,6,2308,245,486,284,42,66,10,1135,3949,9671,4110,702,934,92,19442
LGA14100,21,20,13,3,8,0,69,3,4,6,0,0,0,5,0,0,0,0,0,0,0,3,3,4,0,0,0,12,4,8,0,0,0,0,14,4,3,8,0,0,0,13,6,3,9,0,0,0,25,5,11,0,4,0,0,21,9,12,6,0,4,0,26,8,5,3,3,6,0,19,0,3,3,0,0,0,14,22,21,19,3,6,0,66,7,10,3,0,0,0,23,7,10,9,0,0,0,33,18,23,9,0,4,0,52,41,77,31,6,12,0,167,31,90,28,15,7,0,162,81,313,112,19,13,0,542,22,38,31,0,8,0,92,290,657,305,55,69,6,1376
LGA14170,218,183,127,27,47,9,616,26,18,29,5,4,0,87,51,38,35,8,24,0,151,45,27,33,8,10,0,122,65,51,44,8,20,8,193,83,84,64,23,42,0,294,119,107,83,34,37,3,392,143,119,87,27,48,5,433,134,155,61,32,38,6,431,155,166,70,49,39,7,485,160,165,64,29,34,0,457,358,366,151,70,90,8,1051,208,177,67,33,29,0,514,216,287,74,32,31,4,642,465,543,129,69,57,8,1275,1015,1643,318,166,98,31,3259,767,1346,236,109,59,10,2527,961,2136,341,106,54,14,3614,234,310,139,54,74,18,823,5427,7928,2134,883,849,141,17361
LGA14220,34,20,12,0,6,0,69,7,3,4,0,0,0,16,19,7,3,0,6,0,44,19,12,6,9,3,0,55,37,44,24,9,11,0,123,51,68,14,21,6,3,158,62,90,25,23,15,0,224,82,70,31,18,9,4,215,32,60,14,12,3,4,132,40,42,17,4,0,0,106,22,40,6,3,0,0,79,39,48,19,3,6,0,117,11,17,5,0,0,0,32,9,15,4,0,0,0,24,14,16,10,0,0,0,47,20,18,3,0,0,0,40,6,8,0,0,0,0,18,7,7,6,0,0,0,23,34,18,14,12,9,0,77,551,613,222,123,75,17,1600
LGA14300,20,8,3,0,0,0,33,3,0,0,0,4,0,4,11,0,3,0,0,0,17,9,3,0,0,0,0,15,17,11,11,0,4,0,47,17,22,0,5,5,0,48,24,30,8,8,3,0,78,27,19,3,8,0,0,68,16,16,6,0,0,0,49,15,27,6,0,6,0,47,4,18,10,0,0,0,29,10,27,11,6,0,0,48,4,4,0,0,0,0,10,0,3,0,0,0,0,5,0,5,0,0,0,0,7,5,16,5,0,0,0,28,3,3,4,0,0,0,6,4,4,3,0,0,0,9,5,6,0,0,7,0,22,181,222,77,39,27,0,549
LGA14350,36,20,7,3,7,0,73,18,5,6,3,5,0,34,38,17,5,5,9,0,71,40,11,4,0,6,0,67,52,31,21,15,20,0,142,57,42,26,16,25,8,180,83,78,41,35,34,3,268,101,123,46,42,23,0,341,69,105,32,24,11,0,236,79,116,26,25,17,0,264,46,81,15,15,7,0,156,71,75,27,10,7,0,194,30,49,10,3,3,0,92,8,16,9,0,0,0,32,31,50,12,5,0,0,100,24,56,27,7,3,0,105,10,10,0,0,0,0,21,3,6,7,0,0,0,19,53,48,24,16,22,3,161,844,924,357,225,202,19,2570
LGA14400,45,19,17,0,4,0,90,10,5,3,0,0,0,18,15,4,5,5,3,0,35,14,8,9,0,0,0,28,21,12,12,0,3,0,44,25,10,15,4,6,0,61,21,33,13,0,3,0,80,33,39,35,3,12,0,121,36,45,20,3,7,0,110,38,50,17,13,9,0,130,27,46,13,12,3,0,109,53,123,39,19,10,0,235,30,60,16,4,9,0,122,28,50,13,4,5,0,103,56,169,39,7,6,3,283,67,266,62,14,5,0,406,48,73,36,3,6,0,163,33,44,21,0,0,0,106,40,49,22,3,9,0,122,637,1101,422,107,96,8,2369
LGA14500,233,252,216,29,54,11,800,18,15,22,0,7,0,66,49,36,32,8,9,0,135,29,26,32,5,13,0,109,41,48,40,4,20,0,158,52,55,39,11,13,0,171,86,116,105,19,26,5,355,70,91,88,6,13,0,270,71,84,77,9,31,0,272,65,98,84,12,25,0,282,68,88,44,14,13,0,230,185,313,216,39,52,7,808,77,140,64,14,19,0,319,107,215,107,22,19,3,475,177,332,148,29,43,3,731,416,1162,458,90,74,16,2215,275,1221,399,73,34,6,2019,633,2952,824,173,109,7,4693,203,479,225,34,56,8,995,2861,7737,3220,585,631,73,15104
LGA14550,10,7,9,5,0,0,20,0,4,0,0,0,0,8,10,4,0,5,3,0,33,24,6,3,0,4,0,35,22,17,12,3,0,0,63,26,23,4,8,12,0,71,30,30,10,8,11,0,86,41,26,6,9,9,0,91,16,29,6,6,4,0,62,23,29,3,3,0,0,68,10,20,6,0,0,0,27,15,23,9,0,6,0,48,9,9,4,4,0,0,18,8,0,0,0,0,0,6,17,8,5,0,0,0,24,10,10,3,0,0,0,24,4,3,4,0,0,0,10,5,0,0,0,0,0,12,22,10,4,0,0,0,46,294,252,87,53,55,7,753
LGA14600,23,14,5,0,0,0,47,3,0,3,0,0,3,9,10,6,3,0,0,3,23,3,9,3,0,0,0,24,8,26,6,7,3,0,46,20,26,3,3,5,0,54,8,22,3,3,5,0,43,11,20,10,4,5,0,39,5,10,0,0,0,0,15,4,14,3,0,0,0,26,5,12,0,0,0,0,11,5,10,0,0,0,0,15,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,4,0,0,0,0,12,0,6,4,0,0,0,12,0,5,0,0,0,0,7,4,4,0,0,0,0,10,16,14,3,4,5,0,39,125,204,45,29,22,11,433
LGA14650,354,174,180,34,71,9,823,94,44,49,10,12,4,220,184,73,94,28,56,0,442,145,73,74,22,45,4,368,215,146,142,34,66,8,611,249,222,217,67,106,5,862,344,361,256,92,124,6,1188,474,552,317,137,178,8,1666,473,668,303,152,124,11,1734,578,1016,386,202,165,17,2361,509,960,261,133,81,5,1941,868,1639,517,195,127,16,3360,411,929,183,70,46,7,1640,275,625,114,51,20,4,1099,665,1474,324,102,72,10,2650,542,1356,404,98,75,5,2479,206,420,164,26,20,3,846,145,294,98,12,12,0,562,396,525,228,94,125,12,1372,7127,11555,4318,1577,1518,134,26228
LGA14700,61,67,29,0,12,4,176,7,4,6,0,0,0,24,13,3,5,4,4,0,32,6,3,10,6,0,0,22,12,6,12,0,0,0,34,9,16,9,0,8,0,39,20,22,19,8,12,0,77,22,26,13,3,5,0,72,33,23,19,0,11,0,87,30,28,11,4,6,0,78,31,29,7,8,10,4,87,83,106,38,22,20,3,266,80,43,14,8,6,0,151,69,76,21,8,13,4,191,112,118,31,11,14,6,295,214,355,80,33,24,4,705,89,257,86,12,11,0,455,157,686,134,25,35,0,1046,64,107,51,15,11,3,247,1117,1989,598,168,195,32,4101
LGA14750,21,11,8,3,3,0,48,5,0,6,0,0,0,18,3,7,4,0,4,0,28,12,10,7,4,0,0,32,19,26,8,5,7,0,69,29,36,9,11,12,0,107,41,56,20,16,3,0,135,37,60,9,15,7,0,132,37,38,10,6,7,0,96,29,39,13,3,4,0,86,12,22,7,0,0,0,49,23,30,18,3,3,0,86,14,15,5,0,0,0,40,3,7,0,0,0,0,9,14,19,8,0,0,0,52,6,21,8,0,0,0,46,0,6,0,0,0,0,12,3,5,0,0,0,0,14,29,26,3,6,3,0,70,343,462,161,79,57,9,1114
LGA14850,66,30,31,6,17,4,153,21,12,3,0,10,0,54,22,14,15,13,9,0,74,52,18,21,11,16,0,108,55,34,29,25,35,6,179,92,64,43,27,41,3,261,99,101,45,38,34,4,326,130,190,48,59,52,3,491,110,174,55,57,32,4,432,140,219,71,27,44,6,503,87,160,46,18,21,0,337,133,204,72,35,16,3,472,55,90,18,5,9,0,179,32,50,15,4,7,0,104,70,110,32,7,12,0,233,81,130,33,13,14,0,258,32,41,11,0,5,0,86,16,21,12,3,0,0,55,73,65,38,21,20,4,225,1357,1718,645,371,392,37,4520
LGA14870,16,13,8,8,4,3,49,8,0,0,0,0,0,16,25,16,9,0,4,0,53,18,3,5,4,6,0,37,28,20,10,8,7,0,72,51,40,12,18,13,3,137,53,66,36,9,14,6,181,69,83,27,14,19,3,215,57,78,25,18,7,0,192,55,78,39,8,12,0,194,24,48,10,9,3,0,100,41,92,37,6,8,0,199,18,32,3,4,4,0,56,11,19,4,0,4,0,38,27,78,19,3,11,0,141,43,59,25,5,4,0,136,17,15,13,0,0,0,45,7,11,7,0,3,0,27,26,34,24,9,8,0,98,605,787,315,125,145,15,1985
LGA14900,220,277,266,55,82,11,911,37,36,54,9,13,0,148,69,85,93,6,39,5,293,56,80,82,18,41,0,274,99,134,119,24,52,3,435,131,190,175,38,91,0,626,165,288,240,59,99,7,862,223,420,323,78,124,9,1178,195,515,248,93,132,6,1186,263,691,363,99,129,14,1567,217,595,245,96,99,15,1264,510,1376,654,177,184,31,2925,308,828,262,90,91,7,1584,255,849,223,76,65,14,1473,570,1649,541,133,140,13,3049,796,2365,809,198,175,27,4370,221,761,313,52,56,9,1409,167,444,176,36,33,3,857,343,746,464,120,144,15,1831,4847,12311,5652,1450,1788,191,26241
LGA14920,7,6,7,0,0,0,20,3,0,0,0,0,0,6,0,7,3,0,0,0,12,11,7,5,8,5,0,26,17,11,9,5,9,0,48,23,28,4,9,8,0,72,18,19,9,3,3,0,63,25,23,3,3,4,0,61,19,10,13,5,0,0,47,14,23,11,0,0,0,45,5,14,0,0,0,0,22,13,11,5,0,0,0,32,3,4,0,0,0,0,7,0,0,6,0,0,0,3,9,10,3,5,0,0,23,4,9,5,0,0,0,21,4,5,0,0,0,0,7,0,3,0,0,0,0,6,20,16,4,0,5,0,48,190,221,85,40,33,9,581
LGA14950,10,11,4,0,0,0,28,0,0,0,0,0,0,0,6,0,0,0,0,0,7,7,7,0,5,0,0,15,11,9,3,6,4,0,29,14,13,4,0,0,0,32,8,13,3,0,0,0,22,9,14,0,6,3,0,29,0,10,3,3,0,0,19,6,9,0,3,0,0,22,0,9,5,0,0,0,17,3,13,8,0,0,0,18,0,0,0,0,0,0,8,4,0,0,0,0,0,5,0,10,0,0,0,0,10,0,6,0,0,0,0,5,0,0,0,0,0,0,8,5,3,0,0,0,0,9,4,6,0,0,0,0,21,94,132,31,24,13,3,293
LGA15050,100,73,52,12,18,5,266,30,17,23,4,6,0,81,52,28,39,4,29,0,147,49,27,32,9,15,3,139,80,47,49,26,26,3,236,114,102,77,29,40,10,364,154,192,121,46,46,7,566,225,365,139,78,56,8,871,266,406,146,83,58,10,972,366,575,140,90,66,3,1247,279,528,117,68,42,3,1041,406,749,218,72,48,10,1493,179,405,71,27,21,0,704,110,266,43,15,10,3,446,223,504,141,33,22,8,932,199,476,149,30,22,3,884,69,121,45,7,7,0,254,36,80,49,3,6,0,178,145,212,97,38,40,13,549,3084,5177,1747,686,576,85,11359
LGA15240,174,40,28,13,32,3,292,49,11,15,3,16,0,90,111,28,23,13,16,3,195,106,22,30,13,19,0,191,174,70,48,34,34,5,370,230,118,87,48,48,0,541,255,200,96,43,50,4,657,297,285,121,86,66,8,862,239,278,106,63,54,6,748,239,349,104,56,37,7,779,132,252,75,36,25,4,516,231,328,107,44,34,4,749,95,134,52,23,3,0,303,69,79,25,14,7,0,194,146,185,71,21,13,4,439,132,167,61,12,9,0,380,48,60,19,7,11,0,144,37,35,19,0,6,0,94,215,115,48,32,47,0,451,2971,2743,1133,572,530,55,8009
LGA15270,33,17,6,0,0,3,64,16,4,5,0,0,0,22,37,11,11,5,7,0,70,23,10,6,0,5,0,58,33,21,18,4,4,0,83,50,41,17,14,9,3,136,49,64,19,17,14,0,162,93,89,25,19,9,4,239,71,86,25,14,8,0,209,86,139,36,24,14,0,304,73,94,22,5,3,0,200,86,148,44,14,7,0,307,22,77,12,9,0,0,119,18,39,7,6,0,0,68,35,109,35,6,5,0,188,55,110,26,7,4,0,196,20,44,12,4,0,0,76,16,22,8,4,6,0,53,42,65,22,5,4,0,141,871,1196,350,147,107,16,2688
