LGA_CODE_2021,M_Current_ADF_Regular_15_24,M_Current_ADF_Regular_25_34,M_Current_ADF_Regular_35_44,M_Current_ADF_Regular_45_54,M_Current_ADF_Regular_55_64,M_Current_ADF_Regular_65_74,M_Current_ADF_Regular_75_84,M_Current_ADF_Regular_85_ov,M_Current_ADF_Regular_Tot,M_Current_ADF_Reserves_15_24,M_Current_ADF_Reserves_25_34,M_Current_ADF_Reserves_35_44,M_Current_ADF_Reserves_45_54,M_Current_ADF_Reserves_55_64,M_Current_ADF_Reserves_65_74,M_Current_ADF_Reserves_75_84,M_Current_ADF_Reserves_85_ov,M_Current_ADF_Reserves_Tot,M_Prev_ADF_Ncs_15_24,M_Prev_ADF_Ncs_25_34,M_Prev_ADF_Ncs_35_44,M_Prev_ADF_Ncs_45_54,M_Prev_ADF_Ncs_55_64,M_Prev_ADF_Ncs_65_74,M_Prev_ADF_Ncs_75_84,M_Prev_ADF_Ncs_85_ov,M_Prev_ADF_Ncs_Tot,M_Tot_ADF_ev_ser_15_24,M_Tot_ADF_ev_ser_25_34,M_Tot_ADF_ev_ser_35_44,M_Tot_ADF_ev_ser_45_54,M_Tot_ADF_ev_ser_55_64,M_Tot_ADF_ev_ser_65_74,M_Tot_ADF_ev_ser_75_84,M_Tot_ADF_ev_ser_85_ov,M_Tot_ADF_ev_ser_Tot,M_never_served_15_24,M_never_served_25_34,M_never_served_35_44,M_never_served_45_54,M_never_served_55_64,M_never_served_65_74,M_never_served_75_84,M_never_served_85_ov,M_never_served_Tot,M_NS_15_24,M_NS_25_34,M_NS_35_44,M_NS_45_54,M_NS_55_64,M_NS_65_74,M_NS_75_84,M_NS_85_ov,M_NS_Tot,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_ov,M_Tot_Tot,F_Current_ADF_Regular_15_24,F_Current_ADF_Regular_25_34,F_Current_ADF_Regular_35_44,F_Current_ADF_Regular_45_54,F_Current_ADF_Regular_55_64,F_Current_ADF_Regular_65_74,F_Current_ADF_Regular_75_84,F_Current_ADF_Regular_85_ov,F_Current_ADF_Regular_Tot,F_Current_ADF_Reserves_15_24,F_Current_ADF_Reserves_25_34,F_Current_ADF_Reserves_35_44,F_Current_ADF_Reserves_45_54,F_Current_ADF_Reserves_55_64,F_Current_ADF_Reserves_65_74,F_Current_ADF_Reserves_75_84,F_Current_ADF_Reserves_85_ov,F_Current_ADF_Reserves_Tot,F_Prev_ADF_Ncs_15_24,F_Prev_ADF_Ncs_25_34,F_Prev_ADF_Ncs_35_44,F_Prev_ADF_Ncs_45_54,F_Prev_ADF_Ncs_55_64,F_Prev_ADF_Ncs_65_74,F_Prev_ADF_Ncs_75_84,F_Prev_ADF_Ncs_85_ov,F_Prev_ADF_Ncs_Tot,F_Tot_ADF_ev_ser_15_24,F_Tot_ADF_ev_ser_25_34,F_Tot_ADF_ev_ser_35_44,F_Tot_ADF_ev_ser_45_54,F_Tot_ADF_ev_ser_55_64,F_Tot_ADF_ev_ser_65_74,F_Tot_ADF_ev_ser_75_84,F_Tot_ADF_ev_ser_85_ov,F_Tot_ADF_ev_ser_Tot,F_never_served_15_24,F_never_served_25_34,F_never_served_35_44,F_never_served_45_54,F_never_served_55_64,F_never_served_65_74,F_never_served_75_84,F_never_served_85_ov,F_never_served_Tot,F_NS_15_24,F_NS_25_34,F_NS_35_44,F_NS_45_54,F_NS_55_64,F_NS_65_74,F_NS_75_84,F_NS_85_ov,F_NS_Tot,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_ov,F_Tot_Tot,P_Current_ADF_Regular_15_24,P_Current_ADF_Regular_25_34,P_Current_ADF_Regular_35_44,P_Current_ADF_Regular_45_54,P_Current_ADF_Regular_55_64,P_Current_ADF_Regular_65_74,P_Current_ADF_Regular_75_84,P_Current_ADF_Regular_85_ov,P_Current_ADF_Regular_Tot,P_Current_ADF_Reserves_15_24,P_Current_ADF_Reserves_25_34,P_Current_ADF_Reserves_35_44,P_Current_ADF_Reserves_45_54,P_Current_ADF_Reserves_55_64,P_Current_ADF_Reserves_65_74,P_Current_ADF_Reserves_75_84,P_Current_ADF_Reserves_85_ov,P_Current_ADF_Reserves_Tot,P_Prev_ADF_Ncs_15_24,P_Prev_ADF_Ncs_25_34,P_Prev_ADF_Ncs_35_44,P_Prev_ADF_Ncs_45_54,P_Prev_ADF_Ncs_55_64,P_Prev_ADF_Ncs_65_74,P_Prev_ADF_Ncs_75_84,P_Prev_ADF_Ncs_85_ov,P_Prev_ADF_Ncs_Tot,P_Tot_ADF_ev_ser_15_24,P_Tot_ADF_ev_ser_25_34,P_Tot_ADF_ev_ser_35_44,P_Tot_ADF_ev_ser_45_54,P_Tot_ADF_ev_ser_55_64,P_Tot_ADF_ev_ser_65_74,P_Tot_ADF_ev_ser_75_84,P_Tot_ADF_ev_ser_85_ov,P_Tot_ADF_ev_ser_Tot,P_never_served_15_24,P_never_served_25_34,P_never_served_35_44,P_never_served_45_54,P_never_served_55_64,P_never_served_65_74,P_never_served_75_84,P_never_served_85_ov,P_never_served_Tot,P_NS_15_24,P_NS_25_34,P_NS_35_44,P_NS_45_54,P_NS_55_64,P_NS_65_74,P_NS_75_84,P_NS_85_ov,P_NS_Tot,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_ov,P_Tot_Tot
LGA11450,19,89,36,31,9,0,0,0,177,3,25,23,9,7,0,0,0,67,18,138,155,194,211,243,133,85,1178,40,248,211,234,223,243,133,85,1421,6983,8551,8751,6690,4520,3029,1361,286,40173,228,354,330,203,151,139,99,54,1554,7253,9159,9298,7123,4889,3412,1596,428,43153,4,19,5,0,3,0,0,0,33,0,4,3,0,0,0,0,0,13,5,22,21,47,37,17,3,7,155,5,47,30,49,37,17,3,7,199,6948,9898,9186,6922,5235,3620,1691,623,44116,282,354,319,188,162,149,137,162,1757,7236,10296,9542,7153,5433,3786,1833,793,46073,24,100,42,32,8,0,0,0,208,3,30,31,7,7,0,0,0,81,21,156,179,242,244,259,143,86,1331,48,291,249,286,261,259,143,86,1623,13930,18450,17933,13611,9759,6652,3056,907,84296,508,712,654,388,310,286,234,219,3312,14488,19454,18834,14279,10328,7203,3432,1220,89228
LGA11500,22,51,32,16,6,0,0,0,130,6,16,22,10,20,0,0,0,84,20,107,136,222,402,585,371,107,1953,50,173,189,251,428,585,371,107,2158,10628,11098,12171,9185,8478,6137,2475,456,60628,736,742,799,596,442,318,294,112,4040,11409,12016,13154,10029,9347,7037,3143,679,66824,11,8,10,6,0,0,0,0,32,3,5,6,0,0,0,0,0,17,8,18,21,39,53,53,26,13,228,13,34,29,48,53,53,26,13,276,10128,12709,12636,9683,9656,7317,3114,952,66197,657,850,772,529,439,402,402,312,4361,10801,13589,13440,10257,10151,7775,3545,1271,70834,29,61,35,26,9,0,0,0,161,8,24,26,20,20,0,0,0,95,26,127,153,260,455,640,402,116,2178,70,214,215,296,483,640,402,116,2431,20749,23806,24806,18864,18143,13456,5588,1409,126822,1389,1588,1571,1121,881,722,702,425,8402,22208,25608,26597,20283,19501,14817,6689,1953,137653
LGA11520,76,78,49,25,13,0,0,0,246,4,13,7,13,10,0,0,0,52,0,29,65,92,96,180,160,93,723,85,125,124,133,113,180,160,93,1020,4509,6682,6323,5162,4483,3384,1883,655,33078,271,409,278,176,151,155,104,90,1635,4862,7218,6727,5473,4746,3718,2149,836,35730,17,22,10,9,4,0,0,0,48,0,0,5,4,4,0,0,0,10,0,8,11,14,15,15,5,10,77,19,29,21,19,22,15,5,10,135,4436,7242,6663,6053,5320,4191,2422,1100,37428,176,396,262,184,163,154,170,272,1780,4632,7668,6944,6261,5512,4353,2594,1380,39347,98,98,56,33,14,0,0,0,296,3,14,11,18,15,0,0,0,60,3,39,79,112,108,188,163,104,802,109,157,148,159,135,188,163,104,1158,8941,13929,12987,11220,9802,7571,4303,1753,70509,448,806,543,363,313,311,274,363,3415,9496,14886,13677,11738,10252,8074,4743,2219,75074
LGA11570,27,64,37,21,10,0,0,0,158,24,31,22,7,11,0,0,0,97,15,95,137,196,285,422,372,340,1853,70,188,196,222,301,422,372,340,2113,23047,25546,23303,20608,19217,13130,7178,2612,134647,1847,2537,2134,1476,1223,868,708,489,11283,24956,28274,25639,22304,20744,14420,8259,3441,148038,3,24,9,9,0,0,0,0,46,0,5,3,4,0,0,0,0,17,6,15,22,27,42,32,23,25,188,10,42,33,41,48,32,23,25,250,21293,25016,23590,21966,20005,14435,8430,3925,138661,1521,2107,1811,1363,1130,870,797,990,10580,22826,27169,25432,23366,21181,15337,9249,4933,149488,26,85,46,27,15,0,0,0,202,27,39,31,14,11,0,0,0,115,17,108,157,222,328,453,396,361,2037,80,230,231,264,352,453,396,361,2361,44343,50567,46892,42568,39224,27572,15608,6531,273307,3365,4648,3949,2835,2350,1733,1506,1484,21864,47782,55449,51070,45671,41923,29760,17504,8374,297532
LGA11600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,11,4,0,32,0,0,3,0,7,11,4,0,32,137,223,146,175,182,116,57,12,1055,26,41,19,34,21,22,8,0,164,160,271,170,207,211,151,63,22,1245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,127,183,152,144,151,91,50,34,922,13,15,18,21,25,17,14,0,122,138,200,170,164,178,100,58,37,1052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,11,4,5,34,0,0,3,0,8,11,4,5,34,265,409,297,313,336,206,107,47,1977,40,55,39,55,46,32,22,4,288,298,472,337,371,390,251,126,56,2304
LGA11650,34,34,40,25,14,0,0,0,149,21,55,45,30,24,0,0,0,183,64,339,393,727,972,1743,1583,968,6790,117,431,482,788,1007,1743,1583,968,7119,18796,17112,18404,19532,19332,16219,9394,2303,121090,994,1073,1031,1076,952,932,872,660,7580,19909,18615,19909,21395,21289,18898,11851,3929,135785,5,7,6,5,0,0,0,0,25,5,7,4,8,7,0,0,0,31,21,40,67,159,182,176,98,82,824,30,55,74,174,191,176,98,82,879,17920,18430,20338,21692,22502,20514,12435,5092,138922,909,1016,1028,929,902,1105,1329,1444,8653,18857,19505,21445,22793,23597,21797,13850,6619,148463,34,43,47,32,17,0,0,0,172,32,68,51,40,25,0,0,0,207,85,386,459,888,1156,1919,1676,1045,7615,153,486,555,961,1200,1919,1676,1045,7999,36717,35543,38742,41222,41828,36737,21825,7397,260016,1896,2091,2057,2000,1855,2028,2200,2107,16235,38764,38119,41358,44183,44882,40693,25702,10545,284248
LGA11700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,13,5,3,22,0,0,3,0,8,13,5,3,24,73,67,63,89,92,100,46,8,538,30,21,18,20,30,24,8,0,154,106,95,82,108,126,135,56,10,720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,68,99,74,94,90,69,41,11,548,29,27,25,21,20,18,12,3,156,102,127,104,116,117,87,45,13,707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,4,13,5,3,27,0,0,5,0,4,13,5,3,29,147,168,139,179,175,165,90,16,1086,60,52,38,40,59,43,17,3,311,208,217,182,225,240,222,105,22,1420
LGA11720,5,14,10,0,0,0,0,0,31,4,16,11,12,6,0,0,0,51,8,101,131,166,218,347,189,107,1265,18,129,150,176,230,347,189,107,1348,3534,3787,3309,3319,3237,2696,1161,266,21314,336,681,580,432,311,255,146,48,2788,3885,4595,4033,3932,3782,3301,1494,416,25444,3,0,0,0,0,0,0,0,3,0,4,0,4,0,0,0,0,8,5,12,26,41,30,35,7,12,169,7,15,24,39,36,35,7,12,178,3481,4285,3661,3617,3688,3102,1459,635,23920,210,209,172,157,135,145,126,102,1254,3695,4508,3858,3817,3858,3279,1593,749,25356,5,16,10,0,0,0,0,0,36,7,21,11,11,8,0,0,0,55,15,113,153,200,254,384,195,113,1436,27,152,176,221,261,384,195,113,1530,7007,8069,6970,6943,6929,5801,2617,902,45234,546,886,748,592,448,398,271,147,4038,7585,9106,7898,7749,7635,6577,3083,1167,50801
LGA11730,3,0,0,4,0,0,0,0,18,0,10,12,7,0,0,0,0,29,8,48,88,145,233,481,364,208,1568,18,55,99,154,230,481,364,208,1608,2355,2021,2146,2628,3578,3509,1795,418,18447,339,559,464,371,342,245,156,60,2534,2713,2638,2707,3154,4146,4231,2314,687,22587,0,5,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,4,5,7,12,27,55,54,19,15,206,5,11,14,32,57,54,19,15,214,2166,2302,2426,3106,3964,3848,2197,937,20945,212,248,253,232,238,219,182,121,1714,2384,2571,2693,3368,4252,4123,2406,1070,22870,6,4,0,3,3,0,0,0,24,5,10,14,7,0,0,0,0,34,11,54,100,175,280,538,384,221,1769,25,68,110,185,293,538,384,221,1826,4517,4329,4573,5725,7537,7360,3992,1355,39391,556,812,716,604,577,461,336,184,4247,5098,5203,5404,6516,8407,8356,4719,1757,45462
LGA11750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,10,11,10,4,0,41,0,0,3,10,13,10,4,0,48,197,247,192,191,243,175,80,20,1342,37,47,43,39,40,34,15,4,254,238,293,241,238,298,216,94,26,1648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,9,0,0,5,0,3,0,0,0,9,168,251,221,176,224,150,91,45,1323,50,46,46,31,30,19,16,5,244,218,292,271,208,253,176,113,45,1578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,10,8,13,9,4,0,59,0,3,10,8,16,9,4,0,58,367,500,411,362,469,329,166,66,2667,87,90,91,69,70,54,33,12,501,458,592,508,444,552,390,211,75,3227
LGA11800,0,6,6,0,5,0,0,0,21,3,5,10,8,5,0,0,0,32,19,89,121,223,256,499,391,229,1833,21,97,135,237,267,499,391,229,1880,3817,3838,3966,4156,4456,4201,2038,541,27021,265,332,300,292,271,226,207,142,2041,4111,4267,4404,4687,4999,4923,2640,919,30944,0,0,0,0,0,0,0,0,9,0,0,4,0,0,0,0,0,14,7,11,22,46,41,52,27,18,229,7,18,26,53,44,52,27,18,246,3742,4181,4565,4828,5298,4941,2759,1100,31410,251,321,272,256,244,263,299,283,2200,3996,4520,4865,5136,5581,5252,3089,1402,33851,0,9,7,8,3,0,0,0,27,3,10,19,12,5,0,0,0,45,25,97,140,273,301,555,418,247,2061,31,112,162,292,313,555,418,247,2133,7563,8019,8526,8986,9750,9141,4798,1644,58427,517,652,580,549,521,485,509,431,4242,8105,8788,9273,9821,10579,10183,5726,2320,64798
LGA12000,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,8,0,0,9,11,23,36,22,19,122,0,3,13,16,23,36,22,19,134,224,185,199,219,248,240,128,28,1475,14,13,16,12,16,28,9,7,117,238,205,223,251,289,304,164,59,1730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,15,0,0,0,4,7,0,0,0,19,213,225,209,260,284,245,158,67,1659,18,15,4,17,21,14,19,9,115,231,238,222,279,315,261,171,75,1793,0,3,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,6,0,0,8,21,28,42,21,19,137,0,6,9,19,28,42,21,19,151,441,404,403,482,538,487,282,94,3133,34,27,22,30,38,41,29,16,241,475,439,438,533,599,565,335,135,3522
LGA12150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,16,14,5,4,47,0,0,4,7,15,14,5,4,50,153,167,164,191,206,179,96,22,1177,39,33,36,25,29,20,15,0,193,194,199,202,210,252,213,121,29,1413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,5,0,0,0,4,0,0,0,3,5,167,230,160,199,226,153,97,48,1289,30,38,35,25,27,30,18,7,214,199,267,198,222,258,189,117,55,1502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,19,14,5,5,55,0,0,4,3,17,14,5,5,51,321,394,325,382,435,339,197,70,2460,67,68,68,40,61,53,37,11,405,390,460,395,435,511,404,240,85,2916
LGA12160,0,0,0,0,0,0,0,0,7,0,0,0,0,4,0,0,0,4,7,10,7,13,47,106,51,36,277,4,10,10,13,49,106,51,36,283,528,438,472,561,724,724,434,95,3973,62,42,47,54,58,55,31,16,373,598,497,525,628,837,881,519,151,4632,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,7,13,10,0,0,41,0,0,6,7,11,10,0,0,38,485,461,520,627,785,792,515,206,4384,45,40,43,45,48,75,50,26,368,534,499,568,678,840,878,565,230,4799,0,0,0,0,3,0,0,0,8,0,0,0,0,4,0,0,0,4,3,10,14,19,55,120,50,40,319,5,10,13,19,69,120,50,40,325,1010,901,989,1184,1509,1517,945,304,8356,113,89,90,97,103,124,85,40,746,1128,999,1096,1303,1674,1763,1086,382,9429
LGA12350,3,0,0,0,0,0,0,0,5,0,7,0,0,5,0,0,0,4,3,8,21,27,52,87,68,46,316,3,10,20,28,54,87,68,46,327,628,549,515,669,781,774,421,110,4444,91,52,48,76,63,55,42,10,452,723,615,592,769,895,922,538,164,5219,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,9,12,8,4,4,38,0,0,0,13,12,8,4,4,42,583,604,562,730,803,887,520,226,4911,66,65,46,53,52,59,49,21,397,650,673,613,791,863,951,563,247,5344,3,0,0,0,0,0,0,0,5,0,7,0,4,5,0,0,0,9,3,11,25,38,60,96,73,52,356,7,16,27,40,60,96,73,52,368,1206,1159,1081,1394,1582,1659,941,333,9348,155,115,95,125,115,114,88,31,848,1372,1285,1203,1560,1763,1869,1105,411,10563
LGA12380,12,31,23,15,3,0,0,0,82,7,23,9,4,6,0,0,0,55,12,64,81,83,131,240,169,133,913,36,119,113,97,144,240,169,133,1057,15213,20912,17403,12086,10591,7090,3732,1057,88083,1434,2280,1684,1087,756,507,340,209,8302,16689,23316,19202,13267,11486,7838,4246,1394,97436,5,9,9,0,4,0,0,0,19,4,0,3,0,0,0,0,0,9,4,8,13,13,24,20,10,14,100,13,14,28,15,25,20,10,14,131,13497,18626,15552,11885,10903,7782,4204,1741,84191,1105,1672,1303,836,750,490,342,291,6797,14615,20317,16884,12731,11675,8293,4556,2047,91112,19,37,31,12,8,0,0,0,107,10,23,12,7,4,0,0,0,63,13,68,95,94,155,261,181,147,1017,47,135,137,111,164,261,181,147,1184,28714,39543,32958,23963,21488,14871,7940,2798,172273,2549,3955,2985,1921,1506,994,684,498,15094,31305,43631,36083,25996,23165,16129,8806,3442,188553
LGA12390,3,0,0,0,0,0,0,0,10,0,9,7,4,0,0,0,0,18,6,47,73,114,156,232,154,96,876,6,54,81,123,156,232,154,96,899,2742,3455,2727,2570,2683,2067,1149,297,17689,432,667,510,370,293,210,131,66,2673,3183,4177,3313,3056,3131,2520,1426,459,21267,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,3,14,28,17,17,6,9,107,3,7,17,34,21,17,6,9,112,2768,3740,3008,2911,3055,2437,1530,592,20040,283,394,325,278,219,196,166,124,1993,3055,4146,3351,3217,3297,2652,1701,722,22146,3,0,0,0,0,0,0,0,9,0,13,4,4,3,0,0,0,27,6,54,91,146,171,247,161,102,980,9,59,96,153,177,247,161,102,1013,5507,7197,5736,5475,5739,4512,2679,890,37731,723,1065,833,644,514,407,297,189,4669,6236,8321,6671,6273,6424,5169,3131,1186,43414
LGA12700,0,3,5,0,0,0,0,0,11,0,4,3,3,3,0,0,0,13,3,20,13,33,63,63,47,26,266,3,27,20,37,67,63,47,26,286,433,374,500,539,668,557,276,41,3392,34,18,28,18,24,27,28,6,188,469,421,552,599,761,643,345,68,3862,0,3,3,0,0,0,0,0,6,0,0,0,4,0,0,0,0,7,0,5,7,11,16,7,0,0,43,5,5,12,15,16,7,0,0,53,415,422,530,603,731,574,290,100,3659,30,19,33,24,25,25,25,18,195,444,442,572,648,767,610,315,112,3911,0,5,4,4,0,0,0,0,14,0,4,0,3,3,0,0,0,16,3,16,19,41,77,72,47,24,309,3,28,30,48,79,72,47,24,340,844,794,1028,1142,1400,1127,567,140,7046,70,40,61,45,53,50,46,19,384,915,864,1120,1242,1529,1254,658,184,7769
LGA12730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,17,20,55,40,33,172,0,4,10,20,20,55,40,33,177,380,367,347,426,539,495,240,68,2863,51,50,46,52,54,55,25,15,341,430,418,402,493,603,605,306,115,3377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9,0,3,0,23,0,0,5,4,7,0,3,0,20,407,388,389,492,598,499,312,149,3233,46,55,46,37,53,33,51,26,341,448,450,440,532,653,533,365,175,3596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,20,21,57,43,33,191,0,4,16,20,23,57,43,33,198,786,759,736,911,1132,1003,551,221,6095,95,103,87,86,108,81,78,44,681,876,868,846,1022,1262,1136,676,286,6972
LGA12750,0,0,0,5,5,0,0,0,10,0,4,0,0,14,0,0,0,14,4,43,47,97,192,473,304,168,1325,4,42,46,109,208,473,304,168,1346,1539,1380,1528,1985,2832,3195,1504,356,14311,180,120,135,191,240,264,152,57,1344,1731,1539,1708,2279,3279,3925,1956,580,17004,0,0,0,6,4,0,0,0,4,0,3,0,0,9,0,0,0,12,0,6,15,29,43,55,20,23,180,3,7,20,28,51,55,20,23,200,1358,1485,1659,2279,3396,3600,1847,763,16382,151,135,166,175,207,242,172,135,1381,1507,1629,1837,2479,3652,3899,2043,915,17964,0,0,0,7,9,0,0,0,17,0,4,0,0,16,0,0,0,26,10,50,60,128,232,524,321,188,1509,3,54,60,138,255,524,321,188,1549,2895,2867,3186,4257,6225,6794,3348,1116,30695,330,256,301,364,449,502,327,189,2725,3238,3172,3547,4767,6929,7823,4000,1498,34972
LGA12850,9,4,7,10,0,0,0,0,38,8,17,10,4,5,0,0,0,37,5,44,44,67,132,216,115,79,700,22,68,59,86,138,216,115,79,778,14056,12747,10913,12132,12861,8983,4270,1338,77306,910,898,826,813,805,585,425,340,5600,14988,13712,11803,13029,13804,9783,4810,1756,83678,4,4,6,4,0,0,0,0,16,4,0,0,0,0,0,0,0,4,0,9,7,5,17,16,6,8,75,7,12,9,15,16,16,6,8,101,13310,12437,12331,13400,13406,9990,4813,2087,81777,812,886,821,742,712,584,528,591,5674,14131,13336,13160,14164,14137,10596,5346,2690,87551,14,12,9,17,8,0,0,0,53,7,17,7,4,6,0,0,0,44,10,51,49,79,144,234,123,89,776,33,70,69,96,159,234,123,89,873,27366,25185,23242,25536,26265,18973,9087,3420,159076,1720,1779,1647,1559,1521,1171,947,930,11276,29122,27047,24959,27188,27942,20373,10159,4440,171228
LGA12870,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,8,0,11,18,26,61,143,89,57,409,4,16,18,29,61,143,89,57,425,565,496,492,664,839,873,474,128,4534,51,52,38,59,65,77,49,19,415,614,561,550,757,966,1100,614,208,5374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,13,18,4,3,54,0,4,5,7,13,18,4,3,55,532,522,561,724,913,987,604,224,5058,45,46,35,39,60,62,60,35,394,576,574,604,771,985,1068,670,264,5505,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,8,0,19,25,36,75,161,93,53,464,4,22,21,43,77,161,93,53,478,1096,1018,1056,1387,1746,1862,1076,357,9596,98,97,73,98,130,146,109,57,802,1189,1135,1153,1525,1956,2169,1284,468,10875
LGA12900,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,3,10,20,28,46,18,19,150,0,3,10,20,28,46,18,19,152,486,436,427,449,532,489,309,69,3207,52,39,50,48,52,50,45,25,348,542,472,490,516,611,586,371,112,3702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,4,0,18,0,0,4,8,0,0,4,0,21,428,474,466,510,556,508,328,139,3401,55,50,43,38,51,37,45,31,349,478,523,514,556,604,541,377,174,3767,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,3,16,25,29,46,21,22,163,4,3,16,25,28,46,21,22,173,908,911,893,968,1082,998,637,211,6601,114,90,88,84,99,84,89,50,699,1023,1003,1003,1074,1217,1126,748,284,7469
LGA12930,11,54,38,24,11,0,0,0,142,12,21,9,5,6,0,0,0,56,13,57,72,131,167,230,239,216,1126,35,139,120,168,185,230,239,216,1327,9754,11302,9503,8520,8488,6081,3280,1191,58124,479,696,453,332,328,261,239,212,2999,10269,12136,10081,9026,8992,6578,3762,1616,62451,10,5,3,6,0,0,0,0,25,0,6,5,0,3,0,0,0,14,4,8,5,13,31,16,4,14,102,10,18,16,24,32,16,4,14,140,8916,10943,10125,9663,9331,7009,4100,2037,62126,404,569,460,355,295,298,362,567,3294,9330,11531,10599,10033,9656,7319,4469,2610,65558,16,64,42,33,11,0,0,0,166,11,24,15,11,13,0,0,0,67,19,70,80,150,196,249,246,229,1229,48,155,134,194,212,249,246,229,1465,18671,22247,19630,18179,17819,13086,7383,3226,120248,881,1262,918,683,620,560,604,774,6297,19595,23667,20681,19057,18651,13895,8224,4229,128007
LGA12950,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,4,0,11,19,14,5,3,60,3,4,0,11,19,14,5,3,63,153,184,170,228,271,248,144,39,1425,22,37,22,32,34,30,22,12,205,182,220,191,265,320,297,171,55,1697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,0,8,0,0,0,8,172,192,215,235,295,233,158,62,1570,26,21,30,32,28,20,26,11,197,201,226,244,267,330,261,179,72,1778,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,3,0,11,25,17,5,3,70,3,3,0,11,25,17,5,3,74,323,382,380,467,564,487,295,100,2995,50,61,56,58,60,47,45,23,404,379,444,435,531,650,555,353,129,3472
LGA13010,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,7,13,25,50,85,54,35,266,6,9,13,25,54,85,54,35,278,352,336,330,416,582,539,334,61,2953,70,90,66,72,72,67,38,21,499,426,434,410,516,710,684,425,109,3721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,10,10,6,0,32,0,0,3,3,10,10,6,0,35,376,369,380,506,637,613,371,149,3399,49,47,48,43,55,62,59,39,410,426,414,430,559,699,691,433,188,3839,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,20,32,61,91,52,35,306,6,13,20,32,68,91,52,35,313,728,702,712,926,1218,1149,709,207,6347,116,140,112,118,132,133,95,59,909,854,849,840,1074,1416,1375,855,303,7563
