SED_CODE_2016,Tot_P_M,Tot_P_F,Tot_P_P,Age_0_4_yr_M,Age_0_4_yr_F,Age_0_4_yr_P,Age_5_14_yr_M,Age_5_14_yr_F,Age_5_14_yr_P,Age_15_19_yr_M,Age_15_19_yr_F,Age_15_19_yr_P,Age_20_24_yr_M,Age_20_24_yr_F,Age_20_24_yr_P,Age_25_34_yr_M,Age_25_34_yr_F,Age_25_34_yr_P,Age_35_44_yr_M,Age_35_44_yr_F,Age_35_44_yr_P,Age_45_54_yr_M,Age_45_54_yr_F,Age_45_54_yr_P,Age_55_64_yr_M,Age_55_64_yr_F,Age_55_64_yr_P,Age_65_74_yr_M,Age_65_74_yr_F,Age_65_74_yr_P,Age_75_84_yr_M,Age_75_84_yr_F,Age_75_84_yr_P,Age_85ov_M,Age_85ov_F,Age_85ov_P,Counted_Census_Night_home_M,Counted_Census_Night_home_F,Counted_Census_Night_home_P,Count_Census_Nt_Ewhere_Aust_M,Count_Census_Nt_Ewhere_Aust_F,Count_Census_Nt_Ewhere_Aust_P,Indigenous_psns_Aboriginal_M,Indigenous_psns_Aboriginal_F,Indigenous_psns_Aboriginal_P,Indig_psns_Torres_Strait_Is_M,Indig_psns_Torres_Strait_Is_F,Indig_psns_Torres_Strait_Is_P,Indig_Bth_Abor_Torres_St_Is_M,Indig_Bth_Abor_Torres_St_Is_F,Indig_Bth_Abor_Torres_St_Is_P,Indigenous_P_Tot_M,Indigenous_P_Tot_F,Indigenous_P_Tot_P,Birthplace_Australia_M,Birthplace_Australia_F,Birthplace_Australia_P,Birthplace_Elsewhere_M,Birthplace_Elsewhere_F,Birthplace_Elsewhere_P,Lang_spoken_home_Eng_only_M,Lang_spoken_home_Eng_only_F,Lang_spoken_home_Eng_only_P,Lang_spoken_home_Oth_Lang_M,Lang_spoken_home_Oth_Lang_F,Lang_spoken_home_Oth_Lang_P,Australian_citizen_M,Australian_citizen_F,Australian_citizen_P,Age_psns_att_educ_inst_0_4_M,Age_psns_att_educ_inst_0_4_F,Age_psns_att_educ_inst_0_4_P,Age_psns_att_educ_inst_5_14_M,Age_psns_att_educ_inst_5_14_F,Age_psns_att_educ_inst_5_14_P,Age_psns_att_edu_inst_15_19_M,Age_psns_att_edu_inst_15_19_F,Age_psns_att_edu_inst_15_19_P,Age_psns_att_edu_inst_20_24_M,Age_psns_att_edu_inst_20_24_F,Age_psns_att_edu_inst_20_24_P,Age_psns_att_edu_inst_25_ov_M,Age_psns_att_edu_inst_25_ov_F,Age_psns_att_edu_inst_25_ov_P,High_yr_schl_comp_Yr_12_eq_M,High_yr_schl_comp_Yr_12_eq_F,High_yr_schl_comp_Yr_12_eq_P,High_yr_schl_comp_Yr_11_eq_M,High_yr_schl_comp_Yr_11_eq_F,High_yr_schl_comp_Yr_11_eq_P,High_yr_schl_comp_Yr_10_eq_M,High_yr_schl_comp_Yr_10_eq_F,High_yr_schl_comp_Yr_10_eq_P,High_yr_schl_comp_Yr_9_eq_M,High_yr_schl_comp_Yr_9_eq_F,High_yr_schl_comp_Yr_9_eq_P,High_yr_schl_comp_Yr_8_belw_M,High_yr_schl_comp_Yr_8_belw_F,High_yr_schl_comp_Yr_8_belw_P,High_yr_schl_comp_D_n_g_sch_M,High_yr_schl_comp_D_n_g_sch_F,High_yr_schl_comp_D_n_g_sch_P,Count_psns_occ_priv_dwgs_M,Count_psns_occ_priv_dwgs_F,Count_psns_occ_priv_dwgs_P,Count_Persons_other_dwgs_M,Count_Persons_other_dwgs_F,Count_Persons_other_dwgs_P
SED10034,37364,38782,76148,2570,2510,5077,5274,5026,10305,2509,2296,4807,2346,2093,4435,4359,4676,9035,5245,5670,10919,5215,5533,10747,4525,4732,9256,3298,3495,6791,1480,1694,3173,548,1061,1606,35908,37519,73429,1452,1262,2714,549,519,1065,20,16,30,18,5,20,582,538,1117,30287,30987,61274,5760,6389,12148,32837,33655,66492,3286,3904,7187,34179,35366,69545,768,717,1484,5025,4802,9825,2030,1926,3949,856,875,1724,851,1412,2259,15540,17240,32777,1978,1608,3593,8151,8029,16179,1635,1892,3527,699,780,1482,55,91,143,35474,36784,72260,1227,1497,2728
SED10035,52770,51453,104221,2507,2580,5084,3367,3169,6541,3247,3275,6528,7541,7666,15210,14561,13731,28292,8234,7429,15667,5458,4981,10437,3696,3765,7460,2360,2598,4958,1370,1620,2989,428,630,1064,50865,49708,100570,1908,1747,3648,606,635,1241,16,15,34,22,25,48,644,672,1319,22657,21308,43961,25891,26104,51993,26143,23566,49706,22649,24086,46734,32809,31747,64559,482,485,970,3040,2902,5943,2770,2830,5597,5206,5267,10474,4022,4181,8202,34465,33771,68234,1910,1496,3403,3929,3461,7390,977,1008,1981,1200,1491,2693,383,551,936,46803,46073,92871,6530,5693,12222
SED10036,41720,42689,84408,3304,3176,6473,6483,6293,12777,3214,2945,6157,3023,2805,5830,5583,5953,11541,5900,6461,12362,5730,5652,11384,4187,4277,8462,2673,2826,5506,1219,1497,2716,407,797,1211,40439,41618,82058,1284,1064,2347,563,592,1156,23,14,32,4,3,12,591,608,1194,24585,24479,49066,14736,15790,30523,21475,21140,42617,18110,19449,37556,35879,36486,72367,725,673,1406,5972,5803,11776,2502,2425,4928,1066,1179,2244,990,1666,2657,17050,18490,35547,2152,1826,3979,6907,6399,13310,1679,1785,3462,1522,1862,3387,442,665,1108,39096,40349,79442,2636,2238,4879
SED10037,38967,40058,79025,2639,2298,4936,5540,5356,10901,2648,2451,5095,2397,2122,4517,4206,4330,8536,5732,6171,11902,5640,6140,11784,4638,4917,9551,3308,3569,6874,1676,1848,3525,544,857,1397,37484,38772,76260,1479,1286,2763,219,243,466,10,6,15,3,4,7,223,257,482,25078,25007,50084,12505,13640,26143,27960,27794,55754,9727,10958,20680,33159,33671,66831,697,647,1343,5292,5144,10431,2235,2155,4387,1180,1114,2289,1172,1806,2982,20539,21626,42167,1663,1576,3240,5146,5393,10544,1257,1330,2584,644,738,1380,186,218,399,37005,38195,75201,1353,1566,2915
SED10038,38329,40053,78381,2480,2278,4759,5252,5052,10305,2581,2462,5046,2717,2402,5119,4300,4455,8752,5079,5381,10464,5156,5344,10502,4526,4982,9510,3399,3802,7205,2042,2526,4562,794,1363,2162,36416,38385,74797,1910,1674,3584,787,844,1629,21,13,40,19,14,31,823,877,1699,29302,30379,59681,7203,7755,14955,31814,33044,64864,4964,5386,10349,33949,35694,69641,707,660,1363,4989,4777,9768,2064,2052,4120,1362,1234,2595,1322,1754,3075,15326,16593,31918,2025,1754,3781,7917,8062,15979,2135,2474,4610,1318,1713,3029,137,205,345,35785,37465,73247,1747,2015,3759
SED10039,35300,35986,71284,2057,1978,4031,4483,4255,8734,2288,2143,4431,2172,1778,3951,3788,3630,7420,4001,4108,8101,4477,4792,9270,5018,5340,10360,4159,4270,8426,2100,2410,4502,763,1282,2044,33026,34129,67155,2274,1857,4128,1304,1329,2634,38,38,73,25,27,53,1370,1392,2763,28247,28648,56898,4639,4891,9532,31145,32237,63378,1427,1663,3093,31166,32361,63530,621,587,1205,4137,3962,8102,1626,1602,3227,544,563,1108,645,1252,1901,10978,12336,23317,2137,1962,4101,8839,9046,17887,2437,2528,4965,1276,1186,2457,84,75,157,31384,32858,64248,3148,2464,5613
SED10040,45381,46569,91951,2930,2640,5571,4792,4384,9181,2692,2541,5240,4017,3689,7704,9241,9171,18413,5983,6162,12151,5314,5793,11104,4557,5139,9695,3104,3416,6521,1924,2278,4201,818,1358,2176,44186,45475,89660,1195,1097,2290,173,190,362,14,20,31,3,4,8,191,213,404,18462,17892,36355,24454,26191,50650,13660,13128,26782,29549,31286,60836,31438,32092,63531,576,536,1113,4390,4083,8471,2253,2196,4451,2395,2150,4548,2501,2961,5465,25574,26016,51592,1636,1465,3104,4411,4655,9066,1219,1538,2756,1696,2264,3965,594,941,1539,42799,43856,86654,2602,2894,5500
SED10041,38367,41853,80223,2314,2162,4480,5936,5624,11564,2983,3024,6010,2135,2207,4343,3681,4169,7844,5237,5902,11145,5631,6279,11910,4178,4549,8723,3178,3592,6767,2038,2520,4561,1059,1824,2887,36972,40490,77467,1398,1365,2761,93,111,200,9,11,21,0,3,4,104,118,219,21819,23219,45041,14991,16862,31848,25726,27076,52806,11170,13107,24275,31419,33828,65243,692,641,1331,5657,5405,11057,2636,2728,5365,1248,1349,2600,1157,1831,2983,23264,25065,48327,1291,1559,2858,2521,3645,6170,953,1117,2070,415,539,957,98,149,253,35982,38789,74775,2090,2970,5067
SED10042,34768,36301,71072,2049,1892,3946,4211,3998,8210,2264,2093,4359,2071,1899,3969,3685,3756,7448,3772,4104,7879,4556,4758,9312,4800,5160,9961,4271,4577,8843,2243,2620,4865,838,1437,2273,32648,34409,67054,2117,1896,4017,1526,1490,3022,47,39,84,48,34,80,1618,1562,3182,29422,30415,59837,3640,4018,7659,31885,33050,64937,1323,1537,2858,31925,33270,65193,499,511,1012,3959,3779,7737,1618,1562,3173,570,593,1160,690,1351,2036,10109,11480,21585,2226,2029,4256,9653,9862,19517,2911,3201,6112,1508,1440,2949,93,88,179,32213,33620,65834,1717,1957,3673
SED10043,46598,45029,91623,3925,3601,7525,6751,6410,13162,3071,2879,5952,3643,3272,6913,7879,7351,15225,6273,5889,12157,5237,5337,10574,4496,4497,8984,2964,2821,5779,1725,1964,3683,650,1017,1668,45400,43964,89365,1193,1063,2254,179,226,399,4,6,14,5,3,7,188,233,423,19988,19584,39571,23413,22285,45695,10637,10055,20692,33026,32155,65180,34966,34733,69703,746,638,1386,5971,5722,11695,2348,2367,4715,1732,1364,3097,2117,2272,4390,20470,19363,39837,1713,1693,3407,5404,5133,10529,1640,1630,3267,2620,2839,5458,1165,1478,2646,43893,42309,86204,2557,2527,5084
SED10044,40077,41826,81907,2620,2452,5068,5156,4831,9981,2833,1905,4731,2246,2204,4451,5913,6345,12254,6123,6544,12670,5399,5800,11200,4132,4584,8717,3140,3413,6553,1679,2195,3871,845,1562,2405,38564,40446,79009,1515,1384,2899,170,117,293,6,5,14,7,3,15,189,128,319,24523,24832,49355,13431,14874,28306,27458,27397,54855,10589,12451,23038,33002,34137,67134,698,650,1352,4870,4573,9444,2555,1697,4247,1241,1179,2414,1396,2147,3544,23384,24786,48170,1541,1266,2809,3366,4037,7407,1085,1116,2202,700,863,1565,157,215,370,36425,38790,75217,3832,3489,7323
SED10045,36195,37749,73944,1873,1846,3718,4741,4517,9260,2285,2235,4519,1829,1752,3579,3225,3506,6730,3883,4433,8316,5067,5432,10497,6165,6158,12320,4371,4213,8584,2031,2322,4352,731,1334,2065,34196,35847,70038,2005,1903,3906,1594,1606,3196,44,55,94,53,48,101,1685,1705,3394,29235,30465,59693,3473,3717,7198,31722,32992,64720,1351,1600,2955,31978,33405,65385,458,470,924,4232,4081,8313,1535,1613,3153,442,579,1014,874,1693,2569,10546,12212,22756,2150,2319,4466,8969,9280,18249,2622,2367,4983,1875,1634,3512,96,91,188,32493,33962,66456,3840,3921,7755
SED10046,45124,46011,91136,3588,3293,6881,6970,6617,13583,3459,3248,6705,3333,3458,6790,6613,7070,13677,6457,6580,13041,5991,6136,12119,4665,4828,9495,2499,2689,5192,1249,1595,2841,305,500,801,43951,44918,88867,1172,1095,2271,739,764,1506,12,12,25,9,9,14,765,790,1550,20825,20409,41232,20244,21424,41666,15510,14949,30459,25953,27355,53304,35477,36226,71708,620,561,1187,6111,5749,11852,2541,2526,5069,1143,1367,2508,1250,2036,3284,17229,18345,35578,2193,1940,4140,6441,5936,12377,1992,2089,4082,2184,2753,4940,995,1427,2421,41688,42533,84223,3656,3655,7306
SED10047,45686,46133,91815,3922,3706,7632,6694,6306,12997,3141,2873,6016,3447,3482,6932,7186,7652,14838,6314,6178,12500,5412,5377,10787,4570,4800,9368,3306,3557,6865,1402,1667,3067,293,526,820,44008,44663,88670,1677,1475,3145,2556,2569,5120,51,59,110,32,24,59,2639,2659,5294,30712,30859,61574,11326,11701,23020,31910,32256,64162,9783,10468,20244,37113,37916,75035,762,734,1498,5944,5685,11636,1945,1934,3879,697,865,1557,889,1682,2573,13015,14694,27711,2509,2435,4944,10168,9883,20052,2977,2967,5945,2111,2086,4201,264,369,627,41830,42844,84677,3565,2928,6495
SED10048,42693,43675,86360,3358,3230,6592,6206,5873,12081,3024,2752,5776,3111,2948,6065,6228,6851,13077,6041,6054,12091,5406,5772,11174,5026,5261,10283,2929,3006,5938,1041,1300,2337,317,625,941,41457,42555,84012,1234,1116,2352,1042,1194,2238,24,30,48,18,21,34,1085,1241,2324,24438,24440,48882,15619,16426,32038,23978,23926,47900,16347,17261,33614,35361,35717,71076,641,657,1295,5691,5316,11005,2210,2133,4346,1038,1074,2110,1157,1814,2974,17015,18110,35125,2140,1992,4131,7818,7724,15550,2113,2197,4310,1366,1575,2943,259,405,668,40407,41282,81689,2041,2132,4171
SED10049,37664,39503,77172,2977,2796,5772,5732,5380,11115,2554,2381,4939,2317,2487,4800,5072,5496,10564,5021,5150,10165,4723,5227,9952,4303,4531,8835,3111,3415,6526,1428,1805,3233,434,843,1271,35718,37857,73573,1943,1653,3596,1883,1979,3870,54,51,109,63,49,114,2001,2086,4090,32670,34200,66864,2950,3182,6130,34322,35937,70262,1409,1645,3054,34489,36181,70676,699,638,1340,5299,4998,10296,1802,1739,3539,558,747,1303,841,1557,2399,10192,12271,22462,2423,2286,4710,10080,10095,20175,2796,3092,5895,1347,1398,2747,83,67,153,35224,37073,72295,1890,1964,3856
SED10050,39339,40987,80327,2698,2642,5343,5363,5212,10580,2018,1921,3944,1926,1947,3875,5927,6647,12569,6848,6977,13828,5784,5951,11738,4029,4147,8175,2844,2934,5778,1312,1596,2909,580,1002,1583,37541,39310,76859,1796,1675,3469,172,160,332,7,13,24,0,5,8,185,176,358,24360,24961,49329,12538,13511,26049,31473,32060,63530,5442,6434,11874,31088,32378,63470,702,695,1394,5041,4874,9920,1695,1622,3318,872,918,1786,1233,1962,3192,22504,23460,45960,1496,1508,3012,3518,4171,7686,906,997,1899,458,505,961,66,78,143,36101,37772,73873,2576,2745,5320
SED10051,40791,40923,81713,2471,2246,4717,4789,4481,9270,2385,2212,4599,3222,2839,6057,6163,5756,11915,6122,6065,12190,5487,5617,11098,4278,4498,8777,3238,3621,6860,1926,2283,4207,716,1310,2026,39336,39666,79001,1453,1261,2712,1080,941,2024,23,23,44,23,20,42,1131,979,2111,22993,22214,45204,14891,15768,30655,23763,23802,47565,12841,14462,27299,30512,32237,62750,594,580,1172,4420,4119,8540,1959,1869,3826,1617,1508,3122,1514,1957,3474,19839,21004,40847,1560,1501,3063,4911,5172,10086,1375,1506,2879,1182,1537,2721,245,370,612,36108,37914,74019,4160,2714,6875
SED10052,36020,38144,74163,2475,2256,4729,4733,4527,9262,2179,2035,4215,2062,2105,4168,4144,4362,8510,5038,5238,10275,4896,5229,10128,4412,4737,9151,3322,3664,6987,1871,2346,4218,888,1635,2520,34647,36904,71551,1375,1243,2612,364,375,739,8,10,24,3,9,10,373,398,770,26546,27840,54385,7916,8712,16630,27762,29092,56857,6851,7596,14450,32212,34035,66247,676,606,1285,4468,4298,8768,1785,1737,3521,815,921,1734,816,1242,2063,16270,17568,33838,1752,1500,3254,6651,7221,13878,1519,1833,3346,837,1158,1996,142,156,301,33974,35804,69776,1662,2132,3795
SED10053,38479,37535,76014,2458,2128,4582,5038,4754,9793,2451,2236,4690,2178,2131,4301,4942,4938,9884,5146,5157,10307,5987,5986,11971,5044,4785,9829,3347,3163,6509,1473,1530,2999,421,721,1139,36171,35582,71752,2305,1955,4262,1052,1025,2074,39,17,51,19,14,37,1107,1063,2169,29125,28341,57467,6120,6138,12260,31559,30780,62337,3836,4021,7854,33349,32695,66041,533,420,952,4577,4316,8896,1752,1625,3375,570,670,1241,1077,1744,2817,15359,16507,31862,2087,1877,3962,7082,6464,13553,1890,1683,3570,1311,1176,2484,121,117,241,34424,34177,68606,11187,8747,19939
SED10054,43614,45100,88713,3614,3428,7037,7187,6731,13919,3515,3425,6947,3333,3315,6640,6218,6881,13099,5971,6237,12208,5570,5869,11435,4360,4634,8996,2627,2732,5364,939,1196,2134,272,657,933,42411,44026,86442,1198,1072,2274,1525,1633,3157,32,38,71,32,33,62,1592,1701,3290,22941,23053,45993,18022,19243,37265,22204,22181,44388,19019,20440,39459,35367,36216,71583,660,610,1271,6463,6062,12531,2569,2596,5159,1087,1207,2290,1190,1958,3148,16970,18248,35219,2226,2195,4428,7166,7068,14234,2104,2281,4386,1689,2067,3754,372,613,986,41357,42498,83851,2289,2546,4836
SED10055,40350,41059,81415,2947,2838,5778,6110,6002,12113,3188,2970,6156,2971,2899,5872,5731,6031,11758,5549,5931,11483,5485,5882,11372,4774,4833,9610,2547,2373,4916,850,996,1854,196,302,506,39182,40020,79205,1172,1036,2210,794,747,1543,14,17,32,7,7,15,815,774,1588,27668,27904,55576,10596,10972,21566,27246,27406,54648,11245,11733,22978,35774,36325,72096,700,696,1403,5685,5571,11255,2424,2363,4787,991,1033,2024,744,1364,2106,14735,16626,31364,2232,1959,4189,8883,8086,16970,1978,1850,3830,1329,1391,2718,297,441,735,38507,39219,77724,1573,1698,3269
SED10056,41536,41368,82908,2645,2487,5136,5501,5369,10867,2654,2469,5119,2211,2017,4233,4568,4679,9248,4553,4638,9196,5380,5407,10789,5880,5572,11450,4624,4506,9133,2685,2864,5550,835,1348,2187,38723,38850,77570,2813,2521,5333,2040,2121,4153,41,41,81,29,33,57,2111,2186,4298,32605,32524,65132,4430,4406,8836,33726,33722,67446,3902,3809,7705,35447,35493,70946,587,561,1148,4834,4699,9537,1651,1722,3368,256,385,641,549,1100,1653,9283,11699,20978,3480,3495,6975,9829,8565,18392,3375,2929,6307,2943,2324,5269,267,217,485,36183,36118,72302,5806,5032,10840
SED10057,34493,36568,71063,1764,1609,3379,4044,3870,7914,2001,1880,3885,1385,1436,2818,2627,2916,5545,3098,3472,6573,4266,4628,8890,5362,5870,11230,5726,5784,11517,3100,3395,6496,1113,1701,2812,32199,34518,66717,2300,2047,4345,2145,2200,4342,54,38,89,49,37,87,2243,2278,4524,28374,30117,58493,3196,3378,6573,31134,32962,64095,902,1047,1947,31141,32994,64137,487,457,940,3646,3486,7132,1321,1302,2625,214,306,521,457,1146,1604,8167,9411,17583,2023,2022,4050,9834,10712,20541,3353,3591,6945,2174,1914,4086,87,79,161,31284,33249,64531,3129,3291,6422
SED10058,35625,36043,71665,1983,1763,3745,3551,3345,6894,1710,1630,3339,2820,2989,5810,6258,5936,12188,4605,4630,9238,4814,4671,9483,4589,4648,9240,3120,3296,6419,1581,1929,3508,591,1203,1790,33180,34125,67304,2444,1916,4363,1051,1085,2142,25,30,50,24,21,50,1105,1137,2237,28996,29379,58373,4410,4679,9085,30572,30863,61439,2629,2899,5526,31642,32198,63837,505,445,947,3319,3137,6450,1258,1249,2506,1178,1437,2615,1689,2175,3864,15712,16657,32370,1818,1615,3433,6883,6703,13588,1861,2028,3893,1066,1187,2247,118,147,263,31983,32925,64909,3088,2681,5761
SED10059,42544,41486,84026,1643,1574,3216,2179,2094,4268,1596,2040,3637,4710,6173,10878,12341,12353,24691,7309,6307,13614,5478,4215,9689,3661,3041,6699,2223,1977,4192,1078,1278,2356,336,448,784,40705,39601,80309,1841,1884,3721,508,516,1029,17,16,30,25,20,45,548,552,1096,22143,20968,43111,15633,16189,31829,27490,25200,52692,10479,12160,22636,29277,27754,57029,307,287,593,1978,1891,3872,1292,1739,3030,2792,3911,6709,3404,4033,7438,27890,28357,56248,1366,1033,2396,2919,2240,5160,773,622,1391,823,942,1763,265,376,644,35562,34859,70423,7338,6850,14187
SED10060,36341,40932,77272,2032,1978,4017,3321,3165,6486,1423,1450,2869,1843,2036,3885,7451,8516,15965,6194,6701,12895,4619,5386,10009,3951,4581,8530,3297,4024,7322,1589,1972,3562,616,1121,1732,34458,39051,73505,1887,1878,3765,82,92,179,7,9,19,3,0,5,96,109,205,20072,22404,42476,13328,15364,28694,26434,29102,55532,7004,8773,15772,27291,30774,58065,476,493,967,3044,2922,5965,1199,1265,2464,851,993,1845,1430,2365,3795,24579,27467,52048,1038,1359,2394,1726,2839,4568,506,643,1147,261,296,561,56,71,136,32334,36751,69084,3756,3899,7654
SED10061,38897,40338,79240,2436,2445,4881,5214,5101,10316,2794,2656,5449,2630,2692,5319,4176,4354,8531,4144,4491,8634,5008,5246,10252,5217,5238,10454,4391,4352,8740,2284,2593,4875,607,1175,1786,36098,37601,73703,2801,2734,5541,3618,3827,7443,49,48,98,73,75,144,3733,3949,7683,31862,32887,64749,3155,3400,6555,33552,35005,68561,1782,1883,3661,33785,35230,69009,620,574,1192,4607,4533,9143,1821,1911,3725,860,1088,1944,935,1651,2580,11275,13854,25127,1943,2137,4075,8760,8513,17277,2906,2600,5506,2365,1799,4165,133,100,231,33521,34917,68439,5601,5428,11029
SED10062,37000,39316,76318,2269,2155,4421,4646,4473,9123,2445,2389,4832,2680,2318,4991,4863,5081,9941,4796,5391,10189,5096,5454,10550,4396,4839,9232,3223,3434,6651,1844,2268,4117,749,1520,2269,35878,38206,74081,1121,1114,2236,196,274,470,9,9,17,3,3,3,215,282,492,22515,23279,45789,12843,14279,27125,20614,21077,41693,14949,16679,31626,30854,32635,63491,571,538,1105,4355,4218,8574,2105,2098,4202,1301,1138,2443,1154,1608,2757,19084,19935,39017,1599,1458,3056,4895,5782,10672,1458,1732,3192,1131,1501,2637,271,393,659,35250,37138,72388,1403,1784,3189
SED10063,38287,39611,77898,2764,2618,5382,5682,5271,10955,2616,2551,5168,2075,2054,4126,4342,4742,9084,4509,4697,9208,4891,5115,10007,4769,4808,9578,3836,3984,7814,2122,2531,4653,675,1241,1919,35857,37466,73323,2432,2145,4580,2682,2727,5405,40,43,81,53,44,94,2775,2811,5580,32374,33323,65698,2719,3019,5738,33902,35146,69044,1575,1719,3293,34289,35559,69841,599,628,1222,5123,4768,9892,1692,1796,3491,414,568,977,799,1564,2370,10325,12767,23092,2024,2246,4264,9453,9073,18529,2754,2661,5418,2062,1694,3752,127,105,236,34200,35583,69785,4081,3817,7896
SED10064,35862,36986,72842,1883,1873,3759,4514,4416,8926,2123,2005,4130,1588,1463,3053,3001,3126,6125,3515,3750,7264,4596,4993,9592,5936,6167,12095,5217,5099,10311,2606,2699,5302,882,1405,2285,33734,35033,68770,2122,1949,4076,2850,2957,5808,39,33,68,64,70,135,2949,3060,6012,29613,30314,59932,2928,3238,6163,31833,33121,64952,746,972,1719,31692,33101,64791,524,487,1014,4009,3894,7905,1393,1387,2779,208,317,529,465,1261,1728,8303,10095,18391,2119,2091,4206,9550,9774,19321,3338,3226,6562,2183,1908,4086,99,75,175,31990,33441,65428,3993,3685,7681
SED10065,51599,50867,102466,3994,3890,7883,5625,5150,10772,2686,2360,5046,3632,3219,6849,11469,11505,22971,8597,7686,16285,5676,6120,11798,4771,5019,9788,2936,3091,6025,1612,1817,3429,607,1010,1620,50058,49509,99564,1547,1363,2903,292,339,630,10,11,19,5,12,21,312,360,674,21384,20555,41946,26783,27047,53824,19833,18768,38606,28409,28917,57329,34580,34050,68625,720,737,1459,5120,4707,9829,2203,1982,4188,1893,1577,3474,2423,3259,5681,28687,28392,57083,1724,1548,3277,4919,4998,9919,1447,1496,2937,1177,1384,2560,637,720,1350,47104,46715,93819,5270,4270,9538
SED10066,38415,40371,78786,2913,2700,5609,5288,5048,10334,2537,2423,4962,2637,2613,5246,5700,6016,11721,5364,5593,10956,4658,5044,9702,4251,4729,8984,3237,3495,6729,1366,1790,3153,465,924,1389,36892,39054,75945,1521,1318,2838,1501,1580,3088,28,25,60,12,16,31,1546,1626,3172,28939,30265,59202,7193,7757,14955,31974,33153,65132,4323,4975,9297,33523,35151,68677,758,659,1417,4919,4709,9629,1804,1758,3567,706,805,1512,987,1693,2681,13160,14794,27951,2206,2045,4257,8918,9085,17998,2346,2492,4846,1245,1469,2715,124,134,258,35794,37502,73295,2577,2882,5466
SED10067,35062,37026,72088,2154,1938,4096,4820,4574,9396,2100,1985,4083,1884,1618,3507,3114,3266,6382,4462,4880,9348,5089,5538,10631,4635,5013,9649,3843,4127,7973,2061,2364,4425,889,1711,2602,33137,35284,68415,1923,1741,3667,235,214,444,8,7,11,7,3,12,246,223,469,25246,26394,51639,7996,8703,16704,30420,31649,62071,2855,3488,6342,30695,32274,62966,620,584,1201,4535,4300,8834,1711,1690,3404,809,731,1543,741,1227,1961,17523,18538,36058,1706,1766,3468,5268,5956,11228,1173,1317,2485,544,594,1130,48,51,106,32158,33826,65977,1960,2465,4419
SED10068,35181,37941,73131,1705,1645,3351,4236,4018,8256,2053,1960,4019,1388,1340,2726,2869,3127,5996,3542,3881,7422,4431,5000,9429,5102,5704,10804,5636,5957,11591,3151,3595,6741,1079,1703,2785,32935,35750,68688,2251,2194,4444,1290,1341,2630,14,19,34,18,16,32,1319,1378,2700,28492,30683,59173,4133,4568,8707,31932,34433,66370,1063,1242,2302,31627,34148,65774,474,487,963,3931,3747,7670,1484,1460,2948,287,433,726,651,1380,2028,10433,11872,22300,2277,2314,4593,9113,10290,19406,2985,3031,6016,1588,1551,3140,74,66,138,32079,34619,66696,3320,3490,6814
SED10069,35289,36092,71381,1919,1884,3806,4556,4196,8755,2134,2064,4200,1831,1734,3561,3270,3334,6604,3838,4049,7884,4633,4827,9459,4862,5215,10079,5005,5061,10062,2515,2612,5134,728,1115,1840,32874,34053,66933,2411,2039,4451,1640,1653,3294,45,49,95,31,38,64,1718,1735,3448,28529,29077,57604,3902,4136,8036,31560,32283,63841,1171,1288,2462,31579,32232,63819,489,504,1001,4175,3849,8028,1426,1408,2836,378,487,860,514,1172,1692,9500,10545,20041,2308,2134,4438,9788,9889,19677,2871,3111,5986,1384,1272,2655,110,79,186,31659,32784,64440,3252,3132,6383
SED10070,40604,41119,81717,2845,2742,5587,5534,5380,10912,2534,2375,4914,2739,2488,5224,5714,5837,11549,6143,5946,12087,5032,5025,10062,4437,4916,9351,3468,3617,7088,1666,1850,3515,493,942,1437,39437,40072,79510,1167,1043,2208,324,384,709,25,22,47,9,5,8,357,409,766,20036,19808,39849,18431,19097,37537,17099,16784,33884,21692,22486,44174,33260,33733,66992,607,575,1181,5107,4914,10019,2015,1980,3995,1111,1053,2158,1075,1637,2718,17145,17501,34650,1802,1479,3280,6458,6280,12736,1889,1799,3684,2196,2693,4891,638,1050,1693,38511,38824,77338,1945,2159,4107
SED10071,45041,44820,89863,3859,3782,7636,7516,7006,14523,3164,2925,6091,2842,2565,5407,6462,7072,13531,8397,8255,16657,5792,5829,11621,3874,3950,7821,2199,2281,4479,756,858,1617,181,297,475,43984,43923,87908,1054,897,1952,729,529,1259,11,6,22,17,15,38,758,555,1316,25856,25195,51055,17434,17862,35296,25478,25534,51015,16951,17713,34667,37280,37457,74737,916,896,1809,7071,6578,13644,2604,2461,5067,1242,1152,2391,1203,1841,3047,20786,22201,42994,1847,1687,3529,5938,5849,11783,1462,1391,2856,913,1071,1982,178,303,482,42309,43191,85504,2372,1394,3762
SED10072,42621,43578,86195,2583,2498,5080,4280,4097,8379,2151,2036,4189,3192,3246,6438,8902,8727,17625,6264,6149,12405,5148,5311,10464,4079,4401,8480,3240,3432,6679,1932,2415,4346,846,1261,2111,41295,42263,83562,1328,1313,2639,300,301,595,17,14,30,11,8,16,323,319,645,20355,20548,40901,19284,20047,39330,17268,17122,34388,22666,23819,46483,31174,32309,63485,549,536,1090,3920,3739,7664,1721,1712,3434,1645,1655,3297,2325,2683,5013,22429,22810,45242,1746,1510,3257,5166,5301,10463,1288,1403,2698,1674,2178,3850,426,652,1070,39736,40560,80293,2838,3005,5845
