SED_CODE_2016,C15_17F_EO_M_O_E_T,C15_17F_EO_M_LPENS,C15_17F_EO_M_T,C15_17F_O_EVWW_M_EO,C15_17F_O_EVWW_M_O_EVWW,C15_17F_O_EVWW_M_O_ENWNA,C15_17F_O_EVWW_M_O_PENS,C15_17F_O_EVWW_M_O_E_T,C15_17F_O_EVWW_M_LPENS,C15_17F_O_EVWW_M_T,C15_17F_O_ENWNA_M_EO,C15_17F_O_ENWNA_M_O_EVWW,C15_17F_O_ENWNA_M_O_ENWNA,C15_17F_O_ENWNA_M_O_PENS,C15_17F_O_ENWNA_M_O_E_T,C15_17F_O_ENWNA_M_LPENS,C15_17F_O_ENWNA_M_T,C15_17F_O_PENS_M_EO,C15_17F_O_PENS_M_O_EVWW,C15_17F_O_PENS_M_O_ENWNA,C15_17F_O_PENS_M_O_PENS,C15_17F_O_PENS_M_O_E_T,C15_17F_O_PENS_M_LPENS,C15_17F_O_PENS_M_T,C15_17F_O_E_T_M_EO,C15_17F_O_E_T_M_O_EVWW,C15_17F_O_E_T_M_O_ENWNA,C15_17F_O_E_T_M_O_PENS,C15_17F_O_E_T_M_O_E_T,C15_17F_O_E_T_M_LPENS,C15_17F_O_E_T_M_T,C15_17F_LPENS_M_EO,C15_17F_LPENS_M_O_EVWW,C15_17F_LPENS_M_O_ENWNA,C15_17F_LPENS_M_O_PENS,C15_17F_LPENS_M_O_E_T,C15_17F_LPENS_M_LPENS,C15_17F_LPENS_M_T,C15_17F_T_M_EO,C15_17F_T_M_O_EVWW,C15_17F_T_M_O_ENWNA,C15_17F_T_M_O_PENS,C15_17F_T_M_O_E_T,C15_17F_T_M_LPENS,C15_17F_T_M_T,C18_20F_EO_M_EO,C18_20F_EO_M_O_EVWW,C18_20F_EO_M_O_ENWNA,C18_20F_EO_M_O_PENS,C18_20F_EO_M_O_E_T,C18_20F_EO_M_LPENS,C18_20F_EO_M_T,C18_20F_O_EVWW_M_EO,C18_20F_O_EVWW_M_O_EVWW,C18_20F_O_EVWW_M_O_ENWNA,C18_20F_O_EVWW_M_O_PENS,C18_20F_O_EVWW_M_O_E_T,C18_20F_O_EVWW_M_LPENS,C18_20F_O_EVWW_M_T,C18_20F_O_ENWNA_M_EO,C18_20F_O_ENWNA_M_O_EVWW,C18_20F_O_ENWNA_M_O_ENWNA,C18_20F_O_ENWNA_M_O_PENS,C18_20F_O_ENWNA_M_O_E_T,C18_20F_O_ENWNA_M_LPENS,C18_20F_O_ENWNA_M_T,C18_20F_O_PENS_M_EO,C18_20F_O_PENS_M_O_EVWW,C18_20F_O_PENS_M_O_ENWNA,C18_20F_O_PENS_M_O_PENS,C18_20F_O_PENS_M_O_E_T,C18_20F_O_PENS_M_LPENS,C18_20F_O_PENS_M_T,C18_20F_O_E_T_M_EO,C18_20F_O_E_T_M_O_EVWW,C18_20F_O_E_T_M_O_ENWNA,C18_20F_O_E_T_M_O_PENS,C18_20F_O_E_T_M_O_E_T,C18_20F_O_E_T_M_LPENS,C18_20F_O_E_T_M_T,C18_20F_LPENS_M_EO,C18_20F_LPENS_M_O_EVWW,C18_20F_LPENS_M_O_ENWNA,C18_20F_LPENS_M_O_PENS,C18_20F_LPENS_M_O_E_T,C18_20F_LPENS_M_LPENS,C18_20F_LPENS_M_T,C18_20F_T_M_EO,C18_20F_T_M_O_EVWW,C18_20F_T_M_O_ENWNA,C18_20F_T_M_O_PENS,C18_20F_T_M_O_E_T,C18_20F_T_M_LPENS,C18_20F_T_M_T,C21_24F_EO_M_EO,C21_24F_EO_M_O_EVWW,C21_24F_EO_M_O_ENWNA,C21_24F_EO_M_O_PENS,C21_24F_EO_M_O_E_T,C21_24F_EO_M_LPENS,C21_24F_EO_M_T,C21_24F_O_EVWW_M_EO,C21_24F_O_EVWW_M_O_EVWW,C21_24F_O_EVWW_M_O_ENWNA,C21_24F_O_EVWW_M_O_PENS,C21_24F_O_EVWW_M_O_E_T,C21_24F_O_EVWW_M_LPENS,C21_24F_O_EVWW_M_T,C21_24F_O_ENWNA_M_EO,C21_24F_O_ENWNA_M_O_EVWW,C21_24F_O_ENWNA_M_O_ENWNA,C21_24F_O_ENWNA_M_O_PENS,C21_24F_O_ENWNA_M_O_E_T,C21_24F_O_ENWNA_M_LPENS,C21_24F_O_ENWNA_M_T,C21_24F_O_PENS_M_EO,C21_24F_O_PENS_M_O_EVWW,C21_24F_O_PENS_M_O_ENWNA,C21_24F_O_PENS_M_O_PENS,C21_24F_O_PENS_M_O_E_T,C21_24F_O_PENS_M_LPENS,C21_24F_O_PENS_M_T,C21_24F_O_E_T_M_EO,C21_24F_O_E_T_M_O_EVWW,C21_24F_O_E_T_M_O_ENWNA,C21_24F_O_E_T_M_O_PENS,C21_24F_O_E_T_M_O_E_T,C21_24F_O_E_T_M_LPENS,C21_24F_O_E_T_M_T,C21_24F_LPENS_M_EO,C21_24F_LPENS_M_O_EVWW,C21_24F_LPENS_M_O_ENWNA,C21_24F_LPENS_M_O_PENS,C21_24F_LPENS_M_O_E_T,C21_24F_LPENS_M_LPENS,C21_24F_LPENS_M_T,C21_24F_T_M_EO,C21_24F_T_M_O_EVWW,C21_24F_T_M_O_ENWNA,C21_24F_T_M_O_PENS,C21_24F_T_M_O_E_T,C21_24F_T_M_LPENS,C21_24F_T_M_T,TCF_EO_M_EO,TCF_EO_M_O_EVWW,TCF_EO_M_O_ENWNA,TCF_EO_M_O_PENS,TCF_EO_M_O_E_T,TCF_EO_M_LPENS,TCF_EO_M_T,TCF_O_EVWW_M_EO,TCF_O_EVWW_M_O_EVWW,TCF_O_EVWW_M_O_ENWNA,TCF_O_EVWW_M_O_PENS,TCF_O_EVWW_M_O_E_T,TCF_O_EVWW_M_LPENS,TCF_O_EVWW_M_T,TCF_O_ENWNA_M_EO,TCF_O_ENWNA_M_O_EVWW,TCF_O_ENWNA_M_O_ENWNA,TCF_O_ENWNA_M_O_PENS,TCF_O_ENWNA_M_O_E_T,TCF_O_ENWNA_M_LPENS,TCF_O_ENWNA_M_T,TCF_O_PENS_M_EO,TCF_O_PENS_M_O_EVWW,TCF_O_PENS_M_O_ENWNA,TCF_O_PENS_M_O_PENS,TCF_O_PENS_M_O_E_T,TCF_O_PENS_M_LPENS,TCF_O_PENS_M_T,TCF_O_E_T_M_EO,TCF_O_E_T_M_O_EVWW,TCF_O_E_T_M_O_ENWNA,TCF_O_E_T_M_O_PENS,TCF_O_E_T_M_O_E_T,TCF_O_E_T_M_LPENS,TCF_O_E_T_M_T,TCF_LPENS_M_EO,TCF_LPENS_M_O_EVWW,TCF_LPENS_M_O_ENWNA,TCF_LPENS_M_O_PENS,TCF_LPENS_M_O_E_T,TCF_LPENS_M_LPENS,TCF_LPENS_M_T,TCF_T_M_EO,TCF_T_M_O_EVWW,TCF_T_M_O_ENWNA,TCF_T_M_O_PENS,TCF_T_M_O_E_T,TCF_T_M_LPENS,TCF_T_M_T
SED10036,67,0,1002,71,1113,64,8,1186,0,1260,0,103,91,0,199,0,201,0,8,0,3,13,0,13,75,1226,162,15,1394,3,1470,0,3,0,0,3,0,3,1011,1290,162,15,1466,7,2480,380,26,0,4,33,0,411,39,763,40,3,807,0,843,0,74,71,0,143,0,143,0,7,0,3,10,0,10,39,842,114,10,960,0,1001,0,0,0,0,0,0,0,420,874,114,10,996,0,1414,197,7,0,0,7,0,202,16,395,15,4,422,0,432,0,27,58,0,80,0,85,0,3,0,0,3,0,3,17,424,71,4,506,0,519,0,0,0,0,0,0,3,212,430,75,4,508,0,727,7288,681,3,12,695,10,7989,800,8860,521,55,9436,9,10240,17,766,650,11,1426,4,1444,0,47,3,38,90,0,93,816,9677,1176,99,10953,15,11781,20,10,0,4,14,18,52,8131,10368,1179,116,11659,36,19819
SED10037,44,3,1645,93,425,29,0,454,0,545,3,27,20,0,52,0,49,0,3,0,0,0,0,0,96,453,51,3,506,0,601,0,0,0,0,0,0,0,1695,496,47,0,550,3,2246,828,17,0,0,19,0,851,51,297,19,0,315,0,364,3,19,28,0,47,0,44,0,0,3,0,3,0,3,53,320,50,0,368,0,416,0,0,0,0,0,0,0,882,332,48,0,382,0,1262,378,3,0,0,3,0,385,28,154,8,0,163,0,193,0,20,20,0,40,0,41,0,0,3,0,3,0,3,30,173,31,0,206,0,235,0,0,0,0,0,0,0,408,179,31,0,213,0,616,11485,368,9,4,379,22,11885,884,4072,202,10,4290,3,5178,20,299,171,7,482,0,497,0,19,7,3,34,0,34,903,4393,378,28,4802,3,5711,16,8,0,0,8,8,28,12406,4771,389,26,5191,32,17627
SED10038,51,3,1553,87,172,12,0,181,0,268,0,8,16,0,26,0,30,0,0,0,0,0,0,3,94,180,21,0,207,0,298,0,0,0,0,0,0,0,1587,233,21,3,257,4,1851,692,14,0,3,19,0,704,35,119,3,0,125,0,160,0,11,4,0,15,0,15,3,0,0,0,0,0,3,38,128,9,0,137,0,178,6,0,0,0,0,0,6,728,140,9,3,154,0,885,344,8,0,0,8,0,353,15,58,0,0,60,0,72,0,0,11,0,11,0,11,0,0,0,0,0,0,0,15,58,8,0,65,0,83,0,0,0,0,0,0,3,355,68,8,0,78,0,435,11926,380,3,12,394,14,12337,597,1459,73,3,1532,0,2135,8,124,83,0,206,0,211,9,0,0,5,5,0,12,615,1577,152,5,1740,0,2351,13,8,0,0,8,12,36,12555,1966,157,21,2144,29,14724
SED10039,20,0,1479,47,43,0,0,46,0,89,0,3,8,0,10,0,10,4,0,0,0,0,0,3,47,46,8,3,51,0,101,5,0,0,0,0,0,7,1510,71,8,3,76,0,1587,503,10,0,0,10,3,511,16,32,0,0,34,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,31,0,0,36,0,46,0,0,0,0,0,0,3,517,44,0,0,43,3,560,206,3,0,0,3,3,215,6,11,0,0,11,0,17,0,3,0,0,3,0,3,0,0,0,0,0,0,0,6,8,0,0,8,0,15,0,0,0,0,0,0,0,213,12,0,0,12,3,230,10684,178,3,0,185,10,10884,292,368,4,6,376,0,674,3,23,17,0,42,0,47,9,4,0,0,5,0,19,306,393,27,11,427,0,740,26,3,0,0,3,4,32,11013,579,34,13,616,16,11655
SED10040,54,0,416,69,880,91,4,975,0,1044,0,124,162,0,294,0,294,3,3,0,0,9,0,9,66,1013,262,4,1278,0,1349,0,0,0,0,0,0,0,434,1062,261,8,1331,0,1761,212,24,0,0,24,0,240,42,598,73,5,673,0,717,0,114,175,0,288,0,285,0,0,0,0,0,0,0,44,711,245,8,965,0,1008,0,0,0,0,0,0,0,256,736,245,8,993,0,1251,92,3,0,0,3,0,99,16,302,44,0,344,0,359,3,44,75,0,125,0,124,0,3,0,0,3,0,5,14,346,120,0,470,0,491,0,0,0,0,0,0,0,113,357,120,0,480,0,590,3022,500,3,6,505,4,3532,722,8372,603,43,9012,0,9733,26,906,1021,3,1927,0,1958,4,47,8,10,65,0,67,752,9322,1629,55,11002,0,11756,5,6,0,0,6,8,19,3779,9825,1629,65,11518,13,15308
SED10041,47,3,1840,94,489,21,0,509,0,606,0,64,43,0,100,0,102,0,0,0,0,0,0,0,99,547,59,0,608,0,708,0,0,0,0,0,0,0,1882,593,59,0,658,3,2543,1022,27,0,0,27,5,1051,61,347,13,4,366,0,426,0,33,29,0,63,0,68,0,0,0,0,3,0,3,65,375,48,3,434,0,494,0,0,0,0,0,0,0,1088,402,48,3,453,5,1547,541,11,0,0,11,0,553,40,204,6,0,212,0,252,3,14,20,0,31,0,31,0,0,0,0,3,0,3,41,215,26,4,247,0,284,0,0,0,0,0,0,0,581,230,26,4,258,0,833,11201,363,0,0,370,13,11585,977,4840,169,25,5031,3,6012,12,374,269,0,642,0,655,0,15,0,4,16,0,16,992,5225,437,29,5690,3,6684,4,0,0,0,0,3,8,12198,5593,438,28,6062,18,18278
SED10042,7,0,1348,43,39,3,0,42,0,89,0,3,0,0,7,0,7,0,0,0,0,0,0,0,46,43,3,0,53,0,98,0,0,0,0,0,5,8,1387,51,3,0,56,5,1449,525,3,0,0,3,0,530,13,17,0,0,19,0,29,0,0,0,0,3,0,3,0,0,0,0,0,0,3,14,19,3,0,22,0,33,0,0,0,0,0,0,3,539,21,3,0,24,0,568,191,0,0,0,0,0,198,4,12,0,0,12,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,0,0,12,0,23,0,0,0,0,0,0,0,202,11,0,0,18,0,216,9742,130,0,0,126,10,9874,276,328,15,0,346,0,626,13,26,18,0,40,0,56,8,5,0,0,5,0,16,295,355,35,0,396,0,692,17,0,0,0,0,21,36,10051,484,38,0,519,30,10603
SED10043,56,0,273,54,1297,147,12,1457,0,1510,0,263,221,4,485,0,485,3,10,0,0,10,0,14,59,1569,371,16,1955,0,2016,0,0,0,0,0,0,3,282,1620,372,16,2012,0,2288,107,24,0,0,20,0,129,14,804,89,5,898,0,911,5,198,154,0,352,0,359,0,3,0,0,4,0,4,22,1002,250,4,1260,0,1277,0,0,0,0,0,3,3,127,1024,250,4,1277,3,1411,52,18,0,0,18,0,76,11,440,40,0,482,0,492,0,109,106,0,215,0,217,0,3,0,0,3,0,3,9,549,147,0,699,0,708,0,0,0,0,0,0,0,64,575,147,0,722,0,786,1810,546,27,9,579,0,2386,506,12557,1018,87,13659,19,14184,46,2348,1406,12,3766,3,3817,8,79,3,28,104,3,113,557,14983,2423,122,17530,20,18110,11,26,9,3,31,42,90,2380,15559,2464,128,18145,59,20592
SED10044,49,0,1323,85,332,18,0,353,0,441,3,22,28,0,50,0,48,0,0,0,0,0,0,0,92,356,49,4,407,0,498,0,0,0,0,0,0,0,1362,403,49,3,456,0,1815,759,21,0,0,21,0,785,61,226,12,0,243,0,308,3,22,15,0,36,0,38,0,0,0,0,0,0,0,65,248,29,0,277,0,342,0,0,0,0,0,0,0,824,271,29,0,305,0,1127,390,28,0,0,28,0,421,32,139,4,0,142,0,171,0,10,17,0,25,0,25,0,0,0,0,0,0,0,32,150,20,0,169,0,198,0,0,0,0,0,0,0,417,178,20,0,195,0,614,10177,548,6,10,556,3,10742,1131,3483,112,12,3608,0,4743,21,206,129,0,337,0,357,7,9,0,5,19,0,22,1163,3696,250,17,3967,0,5126,8,0,0,0,0,8,17,11347,4251,252,23,4523,9,15879
SED10045,22,8,1347,44,37,3,0,37,0,84,0,0,3,0,5,0,5,0,0,0,0,0,0,0,44,33,8,0,41,0,87,5,0,0,0,0,0,4,1371,59,8,4,70,7,1446,283,7,0,0,7,3,286,10,9,0,0,12,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,0,0,12,0,24,0,0,0,0,0,0,0,293,11,0,0,15,3,313,65,0,0,0,0,0,67,0,3,0,0,8,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,11,0,0,0,0,0,0,0,71,6,0,0,8,0,76,9116,154,4,4,160,26,9304,290,336,13,5,359,0,647,6,13,17,0,30,0,36,8,3,0,0,3,0,6,305,356,32,5,391,0,691,29,0,0,0,0,17,50,9448,509,39,11,553,46,10046
SED10046,73,0,626,49,1154,123,3,1281,0,1329,3,175,246,0,424,0,430,0,6,3,0,10,0,10,58,1333,379,7,1715,0,1768,0,0,0,0,0,3,3,611,1402,380,7,1788,3,2405,201,28,3,0,32,0,232,46,738,80,0,820,0,869,0,129,198,0,326,0,326,0,9,0,4,5,0,5,46,875,276,4,1159,0,1196,0,0,0,0,0,0,0,244,898,286,4,1188,3,1431,90,13,0,0,12,0,101,10,331,36,0,365,0,379,0,71,111,0,183,0,183,0,3,0,3,6,0,6,10,406,149,3,557,0,573,0,0,0,0,0,0,0,97,411,157,3,571,0,673,3768,610,20,4,632,3,4404,618,9797,893,45,10739,0,11362,21,1467,1562,3,3031,0,3055,6,68,24,33,126,0,134,644,11336,2482,85,13904,0,14549,5,5,0,4,8,36,55,4422,11948,2503,89,14541,46,19009
SED10047,39,0,1122,65,490,24,3,519,0,588,0,43,28,0,74,0,74,0,5,3,0,8,0,10,69,542,56,6,597,0,667,6,0,0,0,0,5,6,1153,579,57,6,642,4,1795,300,10,0,0,12,0,314,28,242,4,0,246,0,276,0,19,28,0,52,0,50,0,0,0,0,0,0,3,28,257,32,0,293,0,324,0,0,0,0,0,0,0,332,274,37,0,312,0,639,117,10,0,0,10,0,129,8,119,8,0,131,0,137,0,15,18,0,31,0,31,0,0,0,0,0,0,0,8,141,20,3,160,0,172,0,0,0,0,0,0,0,132,149,20,3,174,0,301,9289,510,12,5,523,3,9815,626,4622,189,32,4834,0,5468,9,341,190,0,532,0,546,11,24,12,25,60,3,72,647,4986,392,53,5431,7,6086,23,8,5,0,13,36,73,9958,5501,402,57,5966,48,15972
SED10048,62,4,835,72,936,51,10,995,0,1065,0,91,44,0,133,3,137,4,6,0,8,16,0,16,79,1039,95,13,1147,3,1222,3,0,0,0,0,4,5,849,1096,95,13,1207,6,2058,352,20,0,0,20,0,371,36,629,28,0,660,0,702,0,70,39,0,104,0,107,0,5,0,8,10,0,10,37,703,63,4,775,0,814,0,4,0,0,4,0,4,394,728,63,4,799,0,1190,200,7,0,0,7,0,208,18,357,18,0,374,0,391,0,42,23,0,63,0,63,0,0,0,0,0,0,0,18,397,40,0,434,0,452,0,0,0,0,0,0,0,217,405,40,0,442,0,664,6235,516,10,4,527,16,6767,707,8686,347,41,9069,3,9776,22,705,292,3,998,3,1019,9,75,5,32,110,0,119,733,9464,636,74,10178,6,10924,5,11,3,0,17,23,42,6974,9989,647,77,10715,45,17734
SED10049,16,0,1643,17,62,3,0,67,0,86,0,3,0,0,0,0,7,0,0,0,0,0,0,0,24,67,3,0,68,0,90,3,0,0,0,0,0,3,1647,82,3,0,88,4,1737,511,3,0,0,3,0,518,6,23,3,0,30,0,35,0,0,0,0,3,0,3,0,0,0,0,0,0,0,6,30,3,0,32,0,36,0,0,0,0,0,0,0,518,34,3,0,32,0,555,203,0,0,0,0,0,206,3,6,0,0,12,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,12,0,15,0,0,0,0,0,0,0,208,6,0,0,12,0,216,12979,206,0,0,209,20,13209,234,578,29,0,606,0,845,5,32,11,3,48,0,55,5,0,0,0,0,0,8,247,611,46,3,658,0,901,20,0,0,3,4,6,29,13237,814,43,5,865,30,14138
SED10050,45,4,1438,80,145,15,0,158,0,244,0,10,9,0,21,0,18,0,3,0,0,3,0,3,82,158,20,0,180,0,267,0,0,0,0,0,0,0,1473,210,20,0,227,4,1706,670,18,0,0,18,0,686,47,65,3,0,69,0,116,0,3,6,0,11,0,11,0,0,0,0,0,0,0,47,68,9,0,80,0,125,0,0,0,0,0,0,0,715,85,9,0,94,0,809,335,5,0,0,5,0,343,12,43,5,0,46,0,58,0,6,3,0,6,0,6,0,0,0,0,0,0,0,12,46,3,0,55,0,65,0,0,0,0,0,0,0,344,54,3,0,60,0,407,12577,444,3,5,449,10,13034,945,1617,59,0,1677,3,2627,9,72,40,3,113,0,122,4,3,0,4,7,0,11,957,1693,105,5,1799,3,2761,9,5,0,0,5,9,24,13541,2144,105,12,2259,17,15816
SED10051,51,0,947,102,455,23,0,480,0,579,3,36,35,0,72,0,73,0,0,3,3,7,0,7,106,498,55,4,554,0,662,3,0,0,0,0,0,3,1001,544,59,4,608,0,1611,430,16,0,0,17,0,441,40,304,20,0,322,0,362,0,24,31,0,55,0,50,0,0,0,0,0,0,0,36,320,51,0,376,0,412,0,0,0,0,0,0,0,467,340,54,0,388,0,855,229,16,0,0,16,0,247,22,180,16,0,197,0,215,0,20,18,0,36,0,36,0,0,0,0,0,0,0,22,197,34,0,233,0,249,0,0,0,0,0,0,0,246,215,34,0,248,0,496,7844,516,7,0,523,9,8369,961,3671,151,16,3837,0,4792,20,254,172,4,428,0,445,8,14,7,9,26,0,33,985,3939,323,28,4287,0,5274,8,3,0,3,5,12,26,8837,4454,329,30,4815,14,13671
SED10052,54,0,1283,68,333,10,0,343,0,409,0,23,15,0,36,0,36,0,0,0,0,0,0,0,68,356,19,0,376,0,448,0,0,0,0,0,0,0,1293,411,19,0,431,0,1728,656,27,0,0,27,0,686,34,236,19,0,251,0,292,0,15,16,0,31,0,31,0,0,0,0,0,0,0,34,248,35,0,282,0,323,0,0,0,0,0,0,0,696,276,35,0,312,0,1002,335,12,0,0,12,0,344,32,115,3,0,125,0,151,0,6,6,0,15,0,15,0,0,0,0,3,0,0,33,127,11,0,138,0,169,0,0,0,0,0,0,0,360,141,11,0,152,0,516,10342,490,3,4,495,4,10839,767,2700,80,8,2786,3,3564,3,145,74,3,224,0,234,3,8,0,9,15,0,18,779,2858,156,11,3034,3,3810,20,0,0,4,4,9,32,11136,3349,160,18,3530,21,14683
SED10053,39,10,1658,40,135,4,0,132,0,170,3,4,3,0,10,0,9,0,0,0,0,0,0,0,39,133,9,0,140,0,183,7,0,0,0,0,0,6,1662,170,9,0,178,6,1845,432,10,0,0,10,0,444,8,62,3,3,65,0,73,3,3,4,0,3,0,3,0,0,0,0,0,0,0,12,65,3,0,74,0,81,0,0,0,0,0,0,0,446,71,3,0,79,0,529,164,5,0,0,5,0,169,4,35,0,0,31,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,30,0,0,36,0,39,0,0,0,0,0,0,0,172,35,0,0,39,0,206,11095,308,0,3,307,23,11426,390,1200,36,4,1243,0,1630,14,59,25,0,81,0,96,8,7,0,3,11,0,14,408,1266,60,9,1334,0,1743,26,0,0,0,0,33,55,11524,1567,60,17,1640,51,13217
SED10054,63,0,879,81,1296,69,14,1382,0,1457,0,118,95,0,212,0,218,0,9,3,5,17,0,19,76,1428,163,14,1607,0,1686,0,0,0,0,0,0,7,900,1489,165,14,1674,4,2574,252,18,0,0,18,0,268,28,823,26,3,857,0,887,0,98,68,0,170,0,170,0,0,0,3,3,0,3,28,924,99,6,1027,0,1059,0,0,0,0,0,0,0,280,941,99,6,1044,0,1330,120,7,0,0,7,0,129,12,398,19,0,419,0,430,0,37,47,0,82,0,87,0,0,0,0,0,0,0,19,434,68,0,498,0,520,0,0,0,0,0,0,0,139,440,68,3,511,0,645,5732,571,15,12,604,7,6340,671,10111,446,78,10635,6,11317,13,921,533,8,1471,0,1481,8,57,6,31,93,0,111,697,11095,995,116,12201,10,12909,13,14,0,0,14,42,64,6437,11676,1006,126,12816,62,19309
SED10055,84,0,1515,98,722,30,6,760,0,855,0,51,30,0,87,0,89,0,3,0,0,3,0,4,102,776,68,6,846,0,952,3,0,0,0,0,0,3,1527,859,70,6,936,4,2464,618,35,0,0,40,3,656,39,487,30,0,516,0,555,0,39,24,0,66,0,69,0,3,0,0,5,0,5,41,525,60,3,591,0,632,0,0,0,0,0,0,0,660,563,62,3,626,0,1284,253,21,0,0,21,0,274,23,247,7,0,257,0,278,0,22,14,0,41,0,41,0,3,0,0,3,0,3,23,276,23,0,302,0,321,0,0,0,0,0,0,0,274,294,23,0,324,0,598,10730,689,9,6,712,16,11451,742,5288,228,25,5538,0,6278,16,372,223,3,595,3,613,7,39,3,12,52,0,56,755,5699,447,37,6182,3,6946,25,3,0,0,3,4,35,11514,6394,459,41,6901,25,18434
SED10056,28,3,1464,25,145,11,0,156,0,181,0,14,13,5,26,0,26,0,0,0,0,0,0,3,28,155,21,4,185,0,213,0,0,0,0,0,0,3,1461,185,21,8,212,5,1676,204,6,0,0,6,0,211,5,27,0,0,27,0,34,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,30,3,0,29,0,37,0,0,0,0,0,0,0,211,38,3,0,36,0,246,34,0,0,0,0,0,35,5,3,0,0,3,0,12,0,0,0,0,3,0,3,0,0,0,0,0,0,0,5,3,0,0,5,0,11,0,0,0,0,0,0,0,39,3,0,0,11,0,46,11037,262,4,8,273,34,11344,271,1077,77,0,1153,0,1422,4,107,80,8,192,0,197,0,12,0,13,33,0,35,280,1195,157,22,1373,0,1651,32,3,0,0,3,28,65,11348,1455,162,31,1649,65,13060
SED10057,10,3,1240,18,27,3,0,26,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,27,3,0,26,0,47,8,0,0,0,0,5,13,1248,36,3,0,40,9,1299,200,3,0,0,3,0,205,3,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,7,0,12,0,0,0,0,0,0,0,210,7,0,0,8,0,217,42,0,0,0,0,0,42,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,46,0,0,0,0,0,45,7867,94,0,0,94,44,8001,144,219,5,0,225,3,375,4,12,14,0,25,0,26,0,0,0,3,3,0,7,148,230,17,3,249,3,407,26,0,0,0,0,33,55,8037,324,17,3,349,80,8462
SED10058,26,0,953,28,56,3,0,58,0,81,0,3,3,0,9,0,9,0,0,0,0,0,0,0,28,53,11,0,65,0,88,3,0,0,0,0,0,3,948,85,11,0,95,0,1043,363,8,0,0,8,0,376,10,24,0,0,24,0,32,0,0,3,0,3,0,3,0,0,0,0,0,0,0,10,24,4,0,32,0,41,0,0,0,0,0,0,0,376,34,4,0,38,0,412,195,7,0,0,7,0,201,3,11,0,0,11,0,16,0,0,3,0,3,0,3,0,0,0,0,0,0,0,3,11,3,0,19,0,19,0,0,0,0,0,0,0,204,21,3,0,23,0,221,7965,214,3,0,226,17,8204,308,533,18,0,551,0,863,3,33,36,0,65,0,70,0,6,0,0,6,0,12,316,579,45,0,625,0,939,14,0,0,0,0,7,22,8293,795,49,3,852,28,9167
SED10059,14,0,413,32,65,3,0,70,0,104,0,8,14,0,13,0,19,0,0,0,0,0,0,3,36,66,13,0,82,0,120,0,0,0,0,0,0,0,426,84,13,0,102,0,530,174,0,0,0,0,0,177,9,46,0,0,46,0,52,0,6,13,0,16,0,16,0,0,0,0,0,0,0,9,55,13,0,65,0,71,0,0,0,0,0,0,0,177,56,13,0,72,0,246,73,3,0,0,3,0,73,8,20,0,0,20,0,27,0,7,7,0,6,0,6,0,0,0,0,0,0,0,8,23,6,0,29,0,36,0,0,0,0,0,0,0,82,23,6,0,28,0,110,4638,246,3,0,256,7,4898,464,868,30,3,903,4,1372,8,62,74,3,134,0,139,0,7,0,3,14,0,14,473,937,104,10,1049,4,1529,3,0,0,0,0,3,3,5116,1183,108,15,1305,9,6430
SED10060,29,0,827,47,152,4,0,152,0,204,0,6,11,0,12,0,16,0,0,0,4,4,0,3,52,150,16,3,170,0,220,0,0,0,0,0,0,0,851,181,16,3,197,0,1046,479,8,0,0,8,0,482,30,81,10,0,92,0,117,0,3,10,0,15,0,15,0,0,0,0,0,0,0,30,90,17,0,105,0,135,0,0,0,0,0,0,0,504,92,17,0,114,0,616,283,10,0,0,10,0,289,16,43,5,0,44,0,57,0,0,12,0,7,0,10,0,0,0,0,0,0,0,20,39,13,0,53,0,70,0,0,0,0,0,0,0,302,49,13,0,59,0,364,7004,291,0,0,294,8,7304,679,1823,55,3,1876,7,2562,3,107,63,0,168,0,175,9,3,0,4,9,0,17,692,1931,114,6,2056,7,2752,3,7,0,0,7,4,12,7699,2225,119,7,2354,14,10062
