SED_CODE_2016,A55_64_SOLSE_VWW_12,A55_64_SOLSE_VWW_13,A55_64_SOLSE_VWW_14,A55_64_SOLSE_VWW_15,A55_64_SOLSE_VWW_16,A55_64_SOLSE_VWW_YNS,A55_64_SOLSE_VWW_T,A55_64_SOLSE_NWNAA_B00,A55_64_SOLSE_NWNAA_00_05,A55_64_SOLSE_NWNAA_06_10,A55_64_SOLSE_NWNAA_11,A55_64_SOLSE_NWNAA_12,A55_64_SOLSE_NWNAA_13,A55_64_SOLSE_NWNAA_14,A55_64_SOLSE_NWNAA_15,A55_64_SOLSE_NWNAA_16,A55_64_SOLSE_NWNAA_YNS,A55_64_SOLSE_NWNAA_T,A55_64_SOLSE_PinE_NS_B00,A55_64_SOLSE_PinE_NS_00_05,A55_64_SOLSE_PinE_NS_06_10,A55_64_SOLSE_PinE_NS_11,A55_64_SOLSE_PinE_NS_12,A55_64_SOLSE_PinE_NS_13,A55_64_SOLSE_PinE_NS_14,A55_64_SOLSE_PinE_NS_15,A55_64_SOLSE_PinE_NS_16,A55_64_SOLSE_PinE_NS_YNS,A55_64_SOLSE_PinE_NS_T,A55_64_SOLSE_T_B00,A55_64_SOLSE_T_00_05,A55_64_SOLSE_T_06_10,A55_64_SOLSE_T_11,A55_64_SOLSE_T_12,A55_64_SOLSE_T_13,A55_64_SOLSE_T_14,A55_64_SOLSE_T_15,A55_64_SOLSE_T_16,A55_64_SOLSE_T_YNS,A55_64_SOLSE_T_T,A55_64_L_PinE_NS_B00,A55_64_L_PinE_NS_00_05,A55_64_L_PinE_NS_06_10,A55_64_L_PinE_NS_11,A55_64_L_PinE_NS_12,A55_64_L_PinE_NS_13,A55_64_L_PinE_NS_14,A55_64_L_PinE_NS_15,A55_64_L_PinE_NS_16,A55_64_L_PinE_NS_YNS,A55_64_L_PinE_NS_T,A55_64_T_B00,A55_64_T_00_05,A55_64_T_06_10,A55_64_T_11,A55_64_T_12,A55_64_T_13,A55_64_T_14,A55_64_T_15,A55_64_T_16,A55_64_T_YNS,A55_64_T_T,A65_74_SEO_B00,A65_74_SEO_00_05,A65_74_SEO_06_10,A65_74_SEO_11,A65_74_SEO_12,A65_74_SEO_13,A65_74_SEO_14,A65_74_SEO_15,A65_74_SEO_16,A65_74_SEO_YNS,A65_74_SEO_T,A65_74_SOLSE_VWW_B00,A65_74_SOLSE_VWW_00_05,A65_74_SOLSE_VWW_06_10,A65_74_SOLSE_VWW_11,A65_74_SOLSE_VWW_12,A65_74_SOLSE_VWW_13,A65_74_SOLSE_VWW_14,A65_74_SOLSE_VWW_15,A65_74_SOLSE_VWW_16,A65_74_SOLSE_VWW_YNS,A65_74_SOLSE_VWW_T,A65_74_SOLSE_NWNAA_B00,A65_74_SOLSE_NWNAA_00_05,A65_74_SOLSE_NWNAA_06_10,A65_74_SOLSE_NWNAA_11,A65_74_SOLSE_NWNAA_12,A65_74_SOLSE_NWNAA_13,A65_74_SOLSE_NWNAA_14,A65_74_SOLSE_NWNAA_15,A65_74_SOLSE_NWNAA_16,A65_74_SOLSE_NWNAA_YNS,A65_74_SOLSE_NWNAA_T,A65_74_SOLSE_PinE_NS_B00,A65_74_SOLSE_PinE_NS_00_05,A65_74_SOLSE_PinE_NS_06_10,A65_74_SOLSE_PinE_NS_11,A65_74_SOLSE_PinE_NS_12,A65_74_SOLSE_PinE_NS_13,A65_74_SOLSE_PinE_NS_14,A65_74_SOLSE_PinE_NS_15,A65_74_SOLSE_PinE_NS_16,A65_74_SOLSE_PinE_NS_YNS,A65_74_SOLSE_PinE_NS_T,A65_74_SOLSE_T_B00,A65_74_SOLSE_T_00_05,A65_74_SOLSE_T_06_10,A65_74_SOLSE_T_06,A65_74_SOLSE_T_12,A65_74_SOLSE_T_13,A65_74_SOLSE_T_14,A65_74_SOLSE_T_15,A65_74_SOLSE_T_16,A65_74_SOLSE_T_YNS,A65_74_SOLSE_T_T,A65_74_L_PinE_NS_B00,A65_74_L_PinE_NS_00_05,A65_74_L_PinE_NS_06_10,A65_74_L_PinE_NS_11,A65_74_L_PinE_NS_12,A65_74_L_PinE_NS_13,A65_74_L_PinE_NS_14,A65_74_L_PinE_NS_15,A65_74_L_PinE_NS_16,A65_74_L_PinE_NS_YNS,A65_74_L_PinE_NS_T,A65_74_T_B00,A65_74_T_00_05,A65_74_T_06_10,A65_74_T_11,A65_74_T_12,A65_74_T_13,A65_74_T_14,A65_74_T_15,A65_74_T_16,A65_74_T_YNS,A65_74_T_T,A75_84_SEO_B00,A75_84_SEO_00_05,A75_84_SEO_06_10,A75_84_SEO_11,A75_84_SEO_12,A75_84_SEO_13,A75_84_SEO_14,A75_84_SEO_15,A75_84_SEO_16,A75_84_SEO_YNS,A75_84_SEO_T,A75_84_SOLSE_VWW_B00,A75_84_SOLSE_VWW_00_05,A75_84_SOLSE_VWW_06_10,A75_84_SOLSE_VWW_11,A75_84_SOLSE_VWW_12,A75_84_SOLSE_VWW_13,A75_84_SOLSE_VWW_14,A75_84_SOLSE_VWW_15,A75_84_SOLSE_VWW_16,A75_84_SOLSE_VWW_YNS,A75_84_SOLSE_VWW_T,A75_84_SOLSE_NWNAA_B00,A75_84_SOLSE_NWNAA_00_05,A75_84_SOLSE_NWNAA_06_10,A75_84_SOLSE_NWNAA_11,A75_84_SOLSE_NWNAA_12,A75_84_SOLSE_NWNAA_13,A75_84_SOLSE_NWNAA_14,A75_84_SOLSE_NWNAA_15,A75_84_SOLSE_NWNAA_16,A75_84_SOLSE_NWNAA_YNS,A75_84_SOLSE_NWNAA_T,A75_84_SOLSE_PinE_NS_B00,A75_84_SOLSE_PinE_NS_00_05,A75_84_SOLSE_PinE_NS_06_10,A75_84_SOLSE_PinE_NS_11,A75_84_SOLSE_PinE_NS_12,A75_84_SOLSE_PinE_NS_13,A75_84_SOLSE_PinE_NS_14,A75_84_SOLSE_PinE_NS_15,A75_84_SOLSE_PinE_NS_16,A75_84_SOLSE_PinE_NS_YNS,A75_84_SOLSE_PinE_NS_T,A75_84_SOLSE_T_B00,A75_84_SOLSE_T_00_05,A75_84_SOLSE_T_06_10,A75_84_SOLSE_T_11,A75_84_SOLSE_T_12,A75_84_SOLSE_T_13,A75_84_SOLSE_T_14,A75_84_SOLSE_T_15,A75_84_SOLSE_T_16,A75_84_SOLSE_T_YNS,A75_84_SOLSE_T_T,A75_84_L_PinE_NS_B00,A75_84_L_PinE_NS_00_05,A75_84_L_PinE_NS_06_10,A75_84_L_PinE_NS_11,A75_84_L_PinE_NS_12,A75_84_L_PinE_NS_13
SED10011,0,0,0,0,0,8,385,14,3,6,0,0,0,0,0,0,0,25,3,0,0,0,0,0,0,0,0,0,3,367,18,9,3,0,0,0,0,0,12,417,0,0,0,0,0,0,0,0,0,0,3,2370,54,31,13,3,6,3,3,0,54,2546,2079,19,7,0,0,0,0,0,0,55,2161,407,7,4,0,0,0,0,0,0,7,432,27,3,3,0,0,0,0,0,0,10,43,0,0,0,0,0,0,0,0,0,0,0,436,6,12,0,0,0,0,3,0,13,474,0,0,0,0,0,0,0,0,0,3,6,2516,25,18,3,3,3,3,4,0,68,2640,882,10,10,3,0,0,0,0,3,41,944,211,3,0,0,3,0,0,0,0,8,224,28,0,3,0,0,0,0,0,0,4,30,3,0,0,0,0,0,0,0,0,0,0,243,3,3,0,3,0,0,0,0,6,257,3,0,0,0,0,0
SED10012,8,13,10,6,0,93,3706,3288,238,231,53,48,59,50,37,39,155,4197,45,3,3,0,0,0,0,0,0,9,63,6724,364,290,59,59,67,59,41,39,258,7962,11,0,0,0,0,0,0,0,0,6,15,7167,373,305,60,55,67,64,45,39,281,8452,423,0,0,0,0,0,0,0,0,10,437,1889,25,16,3,0,4,3,3,0,42,1991,2040,112,88,19,27,24,23,18,11,74,2432,46,0,0,0,0,3,0,0,0,3,54,3979,137,108,16,27,26,23,23,11,123,4473,0,0,0,0,0,0,0,0,0,0,0,4406,140,107,16,29,26,23,23,11,132,4908,191,3,0,0,0,0,0,0,0,0,194,671,11,5,0,3,0,0,0,0,16,705,1431,58,41,4,8,11,6,8,3,110,1671,24,0,0,0,0,0,0,0,0,4,34,2128,65,44,9,8,12,6,8,3,130,2409,3,0,0,0,0,0
SED10013,3,4,3,0,0,32,1030,158,18,19,5,9,6,3,0,7,16,248,11,0,0,0,0,0,0,0,0,0,11,1085,66,42,16,12,13,7,3,7,51,1295,3,0,0,0,0,0,0,0,0,0,4,2370,109,65,17,10,14,16,9,7,94,2717,1157,6,15,0,0,3,0,0,0,39,1220,738,8,0,0,3,3,0,3,0,25,785,160,6,13,3,3,6,0,4,0,18,214,7,0,0,0,0,0,0,0,0,0,10,913,17,16,3,5,8,4,3,0,38,1012,7,0,0,0,0,0,0,0,0,5,7,2069,26,29,0,5,9,8,3,3,81,2240,442,5,7,0,0,0,0,0,0,27,490,328,7,0,0,0,0,0,0,0,17,345,167,3,4,0,0,0,0,0,0,8,190,4,0,0,0,0,0,0,0,0,0,7,501,5,4,0,0,0,0,0,0,28,546,3,0,0,0,0,0
SED10014,9,3,4,3,5,31,1525,319,24,39,7,13,4,10,0,8,17,445,11,0,0,0,0,0,0,0,0,0,18,1681,104,78,12,21,12,11,6,12,45,1981,3,0,0,0,0,0,0,0,0,0,7,3001,151,89,18,20,13,14,6,17,96,3427,1311,10,10,6,0,0,0,0,0,33,1363,933,14,14,4,0,0,8,0,3,15,991,278,15,17,3,3,4,4,6,3,10,346,14,0,0,0,0,0,0,0,0,0,11,1224,30,29,8,3,6,11,6,9,28,1348,10,0,0,0,0,0,0,0,0,0,13,2541,35,39,8,3,6,12,6,9,60,2723,583,7,4,0,0,0,0,0,0,14,611,320,4,3,0,0,0,0,0,0,11,344,182,16,19,5,3,3,0,0,0,9,236,4,0,0,0,0,0,0,0,0,0,5,509,26,21,3,3,4,0,0,0,18,585,3,0,0,0,0,0
SED10015,15,7,9,6,3,105,3317,1526,175,179,47,44,44,38,41,34,110,2238,35,0,0,0,0,0,0,0,0,0,39,4592,278,210,54,58,49,45,43,41,213,5593,8,0,0,0,0,0,0,0,0,4,10,5346,300,231,53,67,52,45,43,41,231,6417,555,9,4,0,0,0,0,0,0,17,586,2344,21,10,3,0,4,0,0,3,63,2445,1514,75,104,25,24,14,10,21,10,77,1880,42,0,0,0,0,0,0,0,0,0,40,3897,97,115,28,24,15,13,24,15,139,4365,4,0,0,0,0,0,0,0,0,0,4,4449,107,120,31,24,15,13,24,15,157,4952,230,3,0,0,0,0,0,0,0,14,249,1379,11,10,0,0,3,3,0,0,46,1450,1581,73,63,4,3,6,8,8,3,99,1847,20,3,0,0,0,0,0,0,0,3,24,2982,86,71,4,3,10,9,6,3,152,3329,3,0,0,0,0,0
SED10016,4,7,5,4,3,30,2223,234,53,100,23,28,25,28,31,13,58,593,12,4,0,0,0,0,0,0,0,0,12,2192,198,167,30,41,30,33,32,18,83,2826,3,0,0,0,0,0,0,0,0,0,5,3592,304,208,42,47,41,43,36,18,109,4426,1209,16,16,3,3,3,0,8,0,22,1281,1154,45,27,7,0,11,8,7,5,26,1287,183,35,67,15,14,18,16,13,11,25,393,0,0,0,0,0,0,0,0,0,0,6,1333,79,99,22,16,30,21,16,17,48,1681,0,0,0,0,0,0,0,0,0,0,0,2540,98,117,25,25,32,21,27,17,70,2960,462,18,4,0,0,3,0,0,0,16,505,402,13,8,4,0,3,0,0,0,11,446,165,32,27,13,5,9,0,3,0,11,260,7,0,0,0,0,0,0,0,0,3,7,574,43,41,12,5,6,3,3,0,25,713,0,0,0,0,0,0
SED10017,0,0,0,0,0,12,149,10,0,3,0,0,0,0,0,3,7,22,0,0,0,0,0,0,0,0,0,0,3,130,11,6,0,0,0,0,3,3,17,173,0,0,0,0,0,0,0,0,0,15,15,806,41,21,0,3,0,3,7,3,56,937,810,20,17,0,0,0,0,0,0,34,879,115,0,7,0,0,0,0,0,0,9,127,6,0,0,0,0,0,0,0,0,0,9,5,0,0,0,0,0,0,0,0,0,5,126,0,9,0,3,0,0,0,0,9,143,3,0,0,0,0,0,0,0,0,14,11,941,20,25,0,3,0,0,0,0,50,1042,302,3,3,0,0,0,0,0,0,25,341,52,0,0,0,0,0,3,0,0,0,54,13,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,3,0,0,3,65,0,0,0,0,0,0
SED10018,3,0,0,0,0,6,340,39,3,9,0,4,0,3,0,0,0,54,0,0,0,0,0,0,0,0,0,0,3,343,15,13,3,10,0,3,0,0,4,401,0,0,0,0,0,0,0,0,0,0,0,1029,46,26,11,19,0,7,0,0,32,1169,814,10,4,3,0,0,0,0,0,19,855,295,3,5,0,0,0,0,0,0,12,310,43,3,5,0,0,0,0,4,0,0,51,3,0,0,0,0,0,0,0,0,0,3,338,3,14,0,0,0,0,4,0,12,370,0,0,0,0,0,0,0,0,0,4,3,1152,12,16,3,4,0,0,4,0,37,1226,442,0,0,0,0,0,0,3,0,14,460,195,0,0,0,0,0,0,0,0,5,202,62,3,0,0,0,0,0,0,0,3,70,4,0,0,0,0,0,0,0,0,0,5,265,3,0,0,0,0,0,0,0,6,282,3,0,0,0,0,0
SED10019,3,0,3,0,0,0,125,10,3,0,0,0,0,0,0,0,0,18,5,0,0,0,0,0,0,0,0,0,5,116,13,4,0,3,0,3,5,0,3,149,3,0,0,0,0,0,0,0,0,0,5,986,29,34,3,10,0,6,5,4,41,1116,1024,13,12,3,0,0,3,3,0,39,1101,94,3,0,0,0,0,0,0,0,3,107,11,0,0,0,0,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,3,108,3,0,0,0,0,0,0,3,4,121,7,0,0,0,0,0,0,0,0,0,13,1138,22,14,3,0,3,3,3,3,48,1234,471,9,11,3,0,0,0,0,0,17,507,52,0,0,0,0,0,0,0,0,3,60,4,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,4,64,0,3,0,0,0,0,0,0,3,68,7,0,0,0,0,0
SED10020,3,0,4,0,0,7,290,28,7,16,0,3,8,3,8,8,6,92,3,0,0,0,0,0,0,0,0,0,3,270,23,36,3,8,4,6,10,8,14,384,0,0,0,0,0,0,0,0,0,3,3,1339,83,77,5,15,8,8,13,8,48,1599,1291,32,23,3,3,3,3,0,0,35,1389,216,8,3,0,0,3,0,0,0,5,242,20,4,3,3,3,5,3,5,0,3,50,0,0,0,0,0,0,0,0,0,0,5,244,12,5,3,3,5,3,5,0,12,297,7,0,0,0,0,0,0,0,0,3,6,1536,43,28,9,7,10,4,5,3,44,1692,676,11,4,0,0,0,0,0,0,23,727,143,3,0,0,0,0,0,3,0,3,157,22,3,0,0,0,0,0,0,0,7,31,3,0,0,0,0,0,0,0,0,0,3,167,12,0,0,0,0,0,3,0,9,188,0,0,0,0,0,0
SED10021,3,0,3,6,3,21,1024,115,9,17,0,8,11,8,3,4,10,183,7,0,0,0,0,0,0,0,0,0,9,1041,52,41,7,10,13,9,12,13,23,1218,7,0,0,0,0,0,0,0,0,0,9,2495,124,86,15,16,17,20,22,12,63,2864,1183,22,21,5,0,3,4,0,0,20,1257,804,15,9,0,0,3,0,0,0,19,851,161,3,10,5,0,4,4,0,3,3,200,17,0,0,0,0,0,0,0,0,0,17,978,17,19,5,3,6,5,0,4,27,1070,3,0,0,0,0,0,0,0,0,0,3,2163,42,41,10,3,9,9,3,4,47,2334,552,20,11,3,4,3,3,0,0,21,623,552,3,0,0,0,3,0,0,0,20,579,234,7,9,3,3,0,0,0,0,4,266,13,0,0,0,0,0,0,0,0,0,13,801,9,9,3,3,0,0,0,0,22,852,0,0,0,0,0,0
SED10022,0,0,0,0,3,5,112,22,0,0,0,0,0,3,0,3,0,33,0,0,0,0,0,0,0,0,0,0,4,109,13,10,0,3,0,5,4,3,10,154,3,0,0,0,0,0,0,0,0,20,19,593,36,16,10,6,0,8,4,3,55,735,655,8,3,3,0,4,0,0,0,30,702,92,3,0,0,0,0,3,0,0,7,101,21,3,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,115,8,3,0,0,0,3,0,0,5,131,0,0,0,0,0,0,0,0,0,5,9,767,11,3,3,0,4,4,3,0,46,842,321,3,0,0,0,0,0,0,3,9,338,52,0,0,0,0,0,0,0,0,5,59,9,0,0,0,0,0,0,0,0,4,15,0,0,0,0,0,0,0,0,0,0,0,60,0,6,0,0,0,0,0,0,9,75,0,0,0,0,0,0
SED10023,0,0,3,3,0,11,556,53,12,13,5,8,3,0,5,0,3,93,3,0,0,0,0,0,0,0,0,0,3,559,37,23,7,8,7,3,5,3,11,657,0,0,0,0,0,0,0,0,0,0,3,1614,81,39,14,8,10,5,8,5,38,1825,1034,12,13,5,4,0,0,4,3,29,1103,427,3,3,0,0,0,0,0,0,4,442,69,5,6,0,4,0,0,0,0,3,85,6,0,0,0,0,0,0,0,0,0,6,500,5,11,0,4,0,3,0,0,10,534,3,0,0,0,0,0,0,0,0,0,3,1542,17,26,4,6,0,3,5,3,37,1643,533,3,3,0,0,0,0,0,0,23,558,277,3,0,0,0,0,0,0,0,9,293,73,9,9,0,0,0,3,0,0,0,93,5,0,0,0,0,0,0,0,0,0,3,349,13,7,0,0,0,3,0,0,14,391,3,0,0,0,0,0
SED10024,5,8,6,4,3,18,1639,223,59,60,15,25,27,37,32,16,59,551,10,0,0,0,0,0,0,0,0,0,11,1713,141,87,22,32,30,45,31,19,83,2197,3,0,0,0,0,0,0,0,0,0,7,3538,306,150,29,41,39,50,34,23,115,4318,1575,31,35,4,4,3,3,4,0,29,1688,1089,26,23,0,9,5,0,3,3,12,1168,215,36,61,7,14,7,15,19,11,34,437,5,0,0,0,0,0,0,0,0,0,10,1308,63,85,11,21,17,15,23,18,53,1609,0,0,0,0,0,0,0,0,0,5,5,2883,96,118,13,30,19,20,25,14,87,3302,887,23,20,0,8,5,4,0,0,31,987,560,8,3,0,3,0,0,3,0,22,602,174,33,27,3,0,0,3,0,0,10,249,9,0,0,0,0,0,0,0,0,0,13,745,36,31,3,6,3,5,3,0,37,862,3,0,0,0,0,0
SED10025,7,3,9,6,12,33,1857,341,56,67,30,31,28,30,26,25,80,705,13,0,0,0,0,0,0,3,0,3,24,2049,117,94,40,41,27,37,35,35,116,2584,3,0,0,0,0,0,0,0,0,0,3,3189,156,130,44,48,32,40,41,35,135,3860,1000,15,6,3,0,3,0,0,4,21,1055,1501,24,4,0,0,4,3,4,0,32,1575,451,15,38,12,13,12,4,12,13,34,602,11,0,0,0,0,0,0,0,0,5,13,1956,39,48,12,10,13,9,19,12,73,2189,3,0,0,0,0,0,0,0,0,0,6,2959,54,58,18,14,13,9,19,16,98,3253,382,3,3,0,3,0,0,0,0,9,405,1027,5,8,0,3,0,0,4,0,32,1077,675,33,13,3,4,0,3,3,6,15,760,16,0,0,0,0,0,0,0,0,0,16,1722,38,23,3,7,0,3,7,3,49,1857,0,0,0,0,0,0
SED10026,0,0,0,0,0,9,146,10,3,0,0,0,0,0,4,0,0,25,0,0,0,0,0,0,0,0,0,0,0,113,20,13,0,0,0,4,7,0,11,168,0,0,0,0,0,0,0,0,0,15,13,609,34,31,3,3,4,4,7,0,42,734,618,8,8,0,0,0,0,0,0,26,663,95,0,4,0,0,0,0,0,0,4,104,8,0,0,0,0,0,0,0,3,4,23,0,0,0,0,0,0,0,0,0,0,0,100,4,4,0,0,0,0,0,3,8,130,3,0,0,0,0,0,0,0,0,3,3,720,12,12,0,0,0,0,3,3,35,792,293,4,4,0,0,0,0,3,0,15,316,59,0,0,0,0,0,0,0,0,4,64,11,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,9,81,3,0,0,0,0,0
SED10027,4,10,8,11,0,50,2352,799,82,96,28,22,31,31,24,17,51,1177,10,0,0,0,0,0,0,0,0,0,16,2942,172,140,37,22,35,42,28,17,98,3545,7,0,0,0,0,0,0,0,0,3,8,3706,197,156,41,24,40,42,35,17,121,4382,687,9,7,3,0,0,0,0,0,12,713,1278,15,21,4,0,0,0,3,8,23,1355,604,40,50,7,9,11,12,10,11,22,782,6,0,0,0,0,0,0,0,0,0,6,1892,61,66,7,9,10,17,10,12,52,2141,0,0,0,0,0,0,0,0,0,5,10,2576,67,75,11,9,10,17,10,12,69,2863,310,4,0,0,0,0,0,0,0,12,327,610,10,3,0,0,0,0,0,0,30,657,499,34,22,3,8,0,3,0,3,33,612,7,3,0,0,0,0,0,0,0,0,6,1113,42,29,3,7,0,3,3,3,69,1274,0,0,0,0,0,0
SED10028,17,8,5,7,4,41,3288,553,94,140,45,46,40,47,51,39,86,1137,13,0,0,0,0,0,0,0,0,3,18,3475,299,219,53,60,53,52,57,42,132,4444,6,0,0,0,0,0,0,0,0,3,6,4672,380,251,59,64,59,56,59,39,163,5802,1025,14,14,3,3,0,0,0,0,11,1082,1350,30,28,4,9,5,10,4,3,27,1468,291,55,113,38,43,30,34,38,13,54,708,10,0,0,0,0,0,0,0,0,0,14,1653,85,147,41,49,35,42,37,13,82,2191,3,0,0,0,0,0,0,0,0,9,12,2684,99,160,46,56,35,44,39,20,103,3282,529,10,14,3,3,0,0,0,0,27,594,422,21,21,4,0,3,0,3,0,18,493,276,49,72,17,11,7,4,5,5,24,478,5,0,0,0,0,0,0,0,0,0,6,699,78,92,21,11,8,6,11,9,51,978,5,0,0,0,0,0
SED10029,10,28,22,13,6,81,3450,2451,309,320,64,62,104,119,99,87,106,3723,46,3,4,0,0,0,0,0,0,4,58,5455,510,436,82,73,132,145,115,93,190,7225,5,0,0,0,0,0,0,0,0,6,16,5950,537,449,81,75,132,140,115,92,226,7798,512,9,4,0,0,0,0,0,0,15,536,1757,57,35,12,8,10,8,0,0,40,1928,1596,169,185,36,26,83,60,45,36,59,2300,33,0,0,0,0,0,0,0,0,3,47,3394,224,221,46,30,93,68,46,34,108,4274,3,0,0,0,0,0,0,0,0,0,4,3907,232,228,46,30,93,68,46,34,120,4814,264,0,0,0,0,0,0,0,0,21,284,883,18,15,0,3,0,0,0,0,33,964,1177,83,78,15,23,19,30,17,12,70,1512,18,0,0,0,0,0,0,0,0,7,31,2080,109,96,10,26,19,30,17,12,116,2508,0,0,0,0,0,0
SED10030,0,3,3,0,0,11,501,45,14,19,7,7,7,6,3,6,11,126,3,0,0,0,0,0,0,0,0,0,3,485,41,37,10,8,9,7,3,12,17,624,3,0,0,0,0,0,0,0,0,9,10,1947,108,76,7,20,15,12,4,12,73,2273,1474,45,37,3,6,0,0,3,0,55,1615,400,6,17,0,0,0,0,0,0,10,435,57,10,18,4,0,0,3,5,3,10,108,4,0,0,0,0,0,0,0,0,0,4,457,16,27,4,3,3,3,5,7,18,554,3,0,0,0,0,0,0,0,0,3,7,1931,61,67,8,9,4,9,11,3,76,2173,806,26,13,0,3,0,0,6,0,42,899,209,3,4,0,0,0,0,0,0,4,227,52,3,0,0,0,0,0,3,0,3,65,0,0,0,0,0,0,0,0,0,0,4,262,11,9,0,3,0,0,3,0,7,295,0,0,0,0,0,0
SED10031,3,0,3,0,0,10,250,11,7,3,0,0,0,0,0,0,8,34,4,0,0,0,0,0,0,0,0,0,4,216,19,10,8,3,0,7,0,3,13,282,3,0,0,0,0,0,0,0,0,6,7,1386,61,24,10,10,3,7,3,3,67,1580,1415,16,17,5,3,0,3,3,0,54,1512,233,4,4,3,0,0,0,0,0,0,250,24,0,0,0,3,0,0,0,0,0,25,3,0,0,0,0,0,0,0,0,3,3,259,4,5,3,5,0,0,0,0,3,277,10,0,0,0,0,0,0,0,0,4,15,1683,19,19,9,6,0,6,3,0,65,1809,570,3,3,3,0,0,0,0,0,30,613,123,0,0,0,0,0,0,0,0,8,130,20,0,4,0,0,0,0,0,0,7,25,0,0,0,0,0,0,0,0,0,0,0,141,0,4,0,0,0,0,0,0,13,160,9,0,0,0,0,0
SED10032,12,13,15,4,11,88,3078,959,170,150,36,36,50,50,39,36,96,1628,33,3,0,0,0,0,0,0,0,0,36,3636,348,243,48,47,64,63,46,49,184,4735,3,0,0,0,0,0,0,0,0,8,9,4286,372,261,55,50,61,64,46,48,211,5464,548,18,11,3,0,3,0,0,0,21,602,1624,46,24,4,0,5,8,0,0,57,1773,843,81,95,25,17,26,22,18,14,53,1181,24,0,3,0,0,0,0,0,0,9,33,2485,127,126,30,21,29,29,14,11,114,2991,3,0,0,0,0,0,0,0,0,3,8,3039,139,136,33,19,31,29,14,12,142,3600,307,3,0,0,0,0,0,0,0,17,334,723,18,11,4,0,0,0,3,0,22,786,695,48,35,9,10,17,3,4,7,33,848,17,3,0,0,0,0,0,0,0,3,21,1432,69,42,11,9,17,3,6,5,59,1658,3,0,0,0,0,0
SED10033,0,4,0,0,0,12,494,45,8,7,0,0,0,3,3,0,11,69,3,0,0,0,0,0,0,0,0,0,3,488,25,17,0,4,4,5,3,0,18,567,0,0,0,0,0,0,0,0,0,0,4,1790,69,39,0,8,3,5,0,0,52,1966,1205,13,10,3,0,0,0,5,0,38,1274,458,0,3,0,0,0,0,0,0,12,473,76,0,6,0,0,0,0,0,0,0,86,4,0,0,0,0,0,0,0,0,0,6,534,3,10,0,0,0,0,0,0,14,563,0,0,0,0,0,0,0,0,0,4,3,1746,14,15,3,0,0,0,3,0,51,1849,570,13,7,3,0,0,0,0,0,15,601,229,3,0,0,0,0,0,0,0,11,246,56,0,0,0,0,0,0,0,0,3,62,0,0,0,0,0,0,0,0,0,0,0,287,3,0,0,0,0,0,0,0,13,306,3,0,0,0,0,0
SED10034,0,0,0,3,0,8,617,70,13,12,8,4,3,5,6,3,6,138,7,0,0,0,0,0,0,0,0,0,5,643,38,32,8,8,7,7,6,3,12,761,0,0,0,0,0,0,0,0,0,0,3,1803,90,54,7,13,8,6,6,3,45,2036,1136,23,15,0,3,0,11,0,3,38,1228,407,8,3,0,0,0,0,0,0,14,428,56,3,12,7,0,4,0,4,0,8,101,4,0,0,0,0,0,0,0,0,0,4,474,11,16,7,0,7,0,4,0,21,534,0,0,0,0,0,0,0,0,0,0,3,1609,34,30,9,4,7,9,6,3,60,1769,489,8,5,3,0,0,4,0,0,21,539,193,7,3,0,0,0,0,0,0,15,218,52,3,8,0,0,0,0,0,0,15,74,5,0,0,0,0,0,0,0,0,0,7,251,4,7,0,3,0,0,0,0,30,300,0,0,0,0,0,0
SED10035,10,7,3,5,6,39,2023,473,49,65,15,22,18,35,24,21,48,762,18,0,0,0,0,0,0,0,0,0,19,2264,152,118,28,32,25,34,30,32,83,2803,0,0,0,0,0,0,0,0,0,0,5,3248,205,151,31,41,32,42,35,31,107,3920,780,14,15,3,6,0,4,3,0,19,843,1271,28,20,0,4,3,0,8,3,29,1368,588,33,33,5,12,19,9,7,8,36,757,12,0,0,0,0,0,0,0,0,3,17,1876,67,51,9,18,21,11,20,14,61,2142,3,0,0,0,0,0,0,0,0,0,7,2659,81,66,15,26,21,12,19,13,80,2994,285,6,7,3,0,0,0,0,0,0,302,767,9,3,0,0,0,0,0,0,16,798,700,37,20,3,9,0,0,0,3,23,795,11,0,0,0,0,0,0,0,0,0,12,1477,43,23,0,6,3,0,0,3,42,1607,3,0,0,0,0,0
