SED_CODE_2016,Num_Psns_UR_1_FamHhold,Num_Psns_UR_1_NonFamHhold,Num_Psns_UR_1_Total,Num_Psns_UR_2_FamHhold,Num_Psns_UR_2_NonFamHhold,Num_Psns_UR_2_Total,Num_Psns_UR_3_FamHhold,Num_Psns_UR_3_NonFamHhold,Num_Psns_UR_3_Total,Num_Psns_UR_4_FamHhold,Num_Psns_UR_4_NonFamHhold,Num_Psns_UR_4_Total,Num_Psns_UR_5_FamHhold,Num_Psns_UR_5_NonFamHhold,Num_Psns_UR_5_Total,Num_Psns_UR_6mo_FamHhold,Num_Psns_UR_6mo_NonFamHhold,Num_Psns_UR_6mo_Total,Total_FamHhold,Total_NonFamHhold,Total_Total
SED10030,..,8979,8979,9010,902,9917,4047,119,4168,3766,27,3786,1423,12,1437,727,9,732,18971,10050,29021
SED10031,..,7459,7459,9747,535,10278,3711,60,3775,3645,18,3663,1782,9,1785,822,4,831,19707,8080,27789
SED10032,..,5670,5670,6239,671,6916,5150,242,5392,4891,169,5060,2735,97,2827,2291,97,2381,21310,6946,28254
SED10033,..,4719,4719,6854,457,7315,4012,70,4086,4311,24,4335,2243,5,2251,1299,3,1303,18720,5285,24002
SED10034,..,4673,4673,7622,413,8040,4614,51,4665,5428,16,5438,2310,6,2319,784,0,784,20760,5152,25916
SED10035,..,10366,10366,11512,3375,14886,5346,1614,6962,4092,734,4831,1360,295,1654,654,140,797,22962,16524,39483
SED10036,..,3501,3501,5482,267,5751,4576,51,4625,5797,17,5820,3018,4,3024,1893,3,1898,20767,3853,24620
SED10037,..,4502,4502,7219,462,7678,4844,101,4938,5682,35,5718,2369,11,2380,1071,3,1070,21184,5111,26292
SED10038,..,6774,6774,8448,594,9042,4199,185,4381,4912,102,5018,2076,40,2118,775,26,802,20404,7729,28130
SED10039,..,5674,5674,8866,450,9318,3659,62,3719,3843,12,3852,1759,5,1764,778,0,779,18895,6204,25098
SED10040,..,5564,5564,7310,948,8260,5819,476,6288,5431,242,5676,2422,94,2509,1645,53,1692,22619,7369,29993
SED10041,..,4835,4835,7584,356,7943,4772,71,4839,5887,30,5921,2337,13,2345,838,4,845,21413,5318,26732
SED10042,..,6438,6438,9074,570,9643,3969,71,4043,3778,12,3790,1614,3,1611,758,4,757,19186,7098,26282
SED10043,..,5381,5381,5648,567,6218,4650,182,4824,4572,144,4722,3048,80,3128,2855,78,2926,20772,6435,27208
SED10044,..,7461,7461,8601,878,9483,4715,179,4891,5088,64,5156,2042,20,2060,665,0,668,21107,8610,29721
SED10045,..,8410,8410,9245,985,10227,3689,134,3819,3127,39,3160,1593,16,1601,762,3,764,18412,9582,27995
SED10046,..,4810,4810,5349,463,5815,4782,75,4859,5415,22,5439,3043,13,3049,2428,3,2438,21023,5387,26405
SED10047,..,5906,5906,7550,718,8262,5140,102,5245,4801,28,4824,2621,7,2623,2062,8,2068,22170,6765,28936
SED10048,..,4423,4423,6674,441,7121,5183,69,5254,5637,19,5659,2541,10,2553,1822,5,1831,21865,4971,26838
SED10049,..,5944,5944,8660,558,9220,4513,83,4595,4616,13,4629,2011,4,2021,916,0,919,20717,6604,27320
SED10050,..,6741,6741,8645,1147,9789,4460,356,4813,5199,81,5278,1990,37,2026,553,12,564,20842,8368,29213
SED10051,..,7005,7005,7435,936,8372,4524,384,4906,5056,156,5207,1922,60,1981,839,47,885,19774,8586,28358
SED10052,..,5523,5523,7463,480,7936,4361,73,4433,5053,26,5076,2123,4,2128,762,3,759,19760,6107,25860
SED10053,..,7453,7453,8532,589,9117,4085,97,4182,4175,25,4199,1803,6,1814,702,11,706,19289,8178,27475
SED10054,..,3473,3473,5332,407,5740,4872,59,4933,5344,22,5364,3136,7,3145,2505,3,2509,21183,3972,25159
SED10055,..,2512,2512,5759,240,6005,4628,38,4666,5796,14,5808,2922,3,2919,1765,0,1766,20869,2809,23674
SED10056,..,8309,8309,10180,624,10812,3710,84,3797,3708,31,3736,2025,9,2033,897,18,917,20527,9079,29600
SED10057,..,8617,8617,10816,740,11548,3403,70,3472,2815,11,2833,1287,3,1292,658,0,661,18978,9450,28429
SED10058,..,9682,9682,8904,1539,10440,3734,577,4311,3229,151,3381,1169,28,1203,376,13,388,17411,11998,29406
SED10059,..,12390,12390,9446,2893,12343,3367,1504,4869,2457,728,3188,656,245,902,251,146,399,16170,17920,34093
SED10060,..,11205,11205,11213,1401,12617,4214,398,4610,3235,61,3295,1044,17,1062,266,3,273,19974,13089,33061
SED10061,..,8395,8395,9701,758,10461,3705,127,3834,3312,55,3367,1721,24,1742,826,4,826,19270,9360,28630
SED10062,..,5143,5143,6774,465,7243,4497,106,4608,5179,47,5222,2178,22,2202,1159,13,1176,19795,5803,25599
SED10063,..,7970,7970,9124,589,9712,3796,81,3872,3708,37,3748,1959,17,1976,918,3,918,19504,8693,28197
SED10064,..,8092,8092,9874,754,10629,3571,62,3639,2939,17,2959,1479,9,1481,846,3,847,18711,8939,27646
SED10065,..,7524,7524,8699,1172,9868,6928,408,7338,5968,185,6152,2359,65,2427,1274,44,1313,25232,9395,34622
SED10066,..,6511,6511,8052,662,8714,4532,110,4641,4596,29,4630,1983,12,1996,1073,0,1071,20239,7327,27568
SED10067,..,5574,5574,7645,420,8065,3709,86,3792,4779,20,4806,1985,8,1993,793,3,793,18909,6114,25021
SED10068,..,8474,8474,11226,776,12000,3514,106,3622,3084,32,3112,1395,7,1406,590,0,589,19809,9392,29200
SED10069,..,6637,6637,9706,567,10269,3541,64,3607,3431,12,3445,1550,5,1549,773,0,773,19001,7285,26292
SED10070,..,3978,3978,5978,353,6327,4855,62,4921,5278,33,5316,2659,14,2671,1718,32,1757,20492,4478,24970
SED10071,..,2624,2624,5334,300,5632,5371,79,5448,7409,34,7441,2978,21,2996,1720,25,1746,22806,3078,25887
SED10072,..,7215,7215,8390,1230,9614,5036,400,5431,4732,184,4912,1992,83,2071,1180,58,1241,21333,9156,30485
SED10073,..,7581,7581,9080,1228,10307,5815,468,6282,5342,199,5538,1971,116,2088,1104,93,1198,23311,9693,33004
SED10074,..,5453,5453,7416,541,7953,5340,130,5469,5709,71,5778,2229,29,2263,1192,29,1226,21881,6252,28138
SED10075,..,6207,6207,9079,473,9553,4781,45,4829,4899,20,4915,2085,7,2091,1037,0,1044,21888,6742,28632
SED10076,..,7922,7922,10332,672,11004,3361,52,3409,2856,18,2870,1288,3,1294,682,3,686,18511,8667,27179
SED10077,..,5884,5884,7256,1366,8619,5512,732,6245,5421,425,5844,2296,194,2489,1357,162,1512,21834,8763,30600
SED10078,..,8028,8028,8266,1717,9982,4814,574,5393,4128,224,4349,1428,84,1507,699,48,745,19337,10671,30008
SED10079,..,7083,7083,9482,605,10087,3910,58,3967,3902,18,3918,1625,3,1630,691,3,692,19604,7771,27374
SED10080,..,15632,15632,12107,2776,14883,3354,1130,4483,2234,816,3051,635,274,916,384,256,643,18718,20894,39612
SED10081,..,7876,7876,9341,683,10022,3996,99,4095,3640,29,3666,1755,11,1763,817,20,834,19554,8715,28267
SED10082,..,6204,6204,8491,483,8968,3964,112,4075,4461,30,4490,1965,7,1980,758,4,761,19639,6843,26482
SED10083,..,7076,7076,8239,650,8884,3978,89,4069,4070,29,4099,1812,9,1814,839,4,845,18938,7850,26785
SED10084,..,8517,8517,10194,954,11148,3783,117,3903,3654,26,3681,1525,7,1527,724,4,734,19883,9632,29512
SED10085,..,6971,6971,9049,607,9651,3914,66,3978,3889,19,3907,1810,3,1813,779,0,779,19439,7666,27104
SED10086,..,8417,8417,9125,1991,11121,4096,625,4716,3785,209,3989,1567,36,1608,491,28,525,19068,11308,30375
SED10087,..,7408,7408,9045,738,9780,3777,196,3977,3725,77,3801,1848,20,1867,824,10,832,19230,8445,27671
SED10088,..,5762,5762,7131,586,7718,4375,139,4508,5630,47,5682,2285,9,2292,985,5,988,20402,6553,26951
SED10089,..,7654,7654,8794,937,9727,4560,378,4938,4427,187,4616,1750,87,1834,762,78,840,20290,9316,29613
SED10090,..,7306,7306,8735,1045,9782,5292,353,5647,5473,112,5581,1927,52,1978,615,29,644,22035,8897,30938
SED10091,..,4943,4943,8079,373,8453,3761,46,3806,4221,9,4231,2229,9,2233,1224,3,1225,19510,5379,24890
SED10092,..,9320,9320,9202,1337,10542,4285,479,4764,3917,193,4109,1604,54,1659,908,36,942,19913,11424,31340
SED10093,..,6570,6570,8066,732,8801,4149,78,4221,4172,24,4198,2044,11,2059,1109,3,1112,19553,7425,26971
SED19494,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED19797,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
