SED_CODE_2016,P_Greece_0_4,P_Greece_5_14,P_Greece_15_24,P_Greece_25_44,P_Greece_45_54,P_Greece_55_64,P_Greece_65_74,P_Greece_75_84,P_Greece_85ov,P_Greece_Tot,P_Hong_Kong_0_4,P_Hong_Kong_5_14,P_Hong_Kong_15_24,P_Hong_Kong_25_44,P_Hong_Kong_45_54,P_Hong_Kong_55_64,P_Hong_Kong_65_74,P_Hong_Kong_75_84,P_Hong_Kong_85ov,P_Hong_Kong_Tot,P_India_0_4,P_India_5_14,P_India_15_24,P_India_25_44,P_India_45_54,P_India_55_64,P_India_65_74,P_India_75_84,P_India_85ov,P_India_Tot,P_Indonesia_0_4,P_Indonesia_5_14,P_Indonesia_15_24,P_Indonesia_25_44,P_Indonesia_45_54,P_Indonesia_55_64,P_Indonesia_65_74,P_Indonesia_75_84,P_Indonesia_85ov,P_Indonesia_Tot,P_Iran_0_4,P_Iran_5_14,P_Iran_15_24,P_Iran_25_44,P_Iran_45_54,P_Iran_55_64,P_Iran_65_74,P_Iran_75_84,P_Iran_85ov,P_Iran_Tot,P_Iraq_0_4,P_Iraq_5_14,P_Iraq_15_24,P_Iraq_25_44,P_Iraq_45_54,P_Iraq_55_64,P_Iraq_65_74,P_Iraq_75_84,P_Iraq_85ov,P_Iraq_Tot,P_Ireland_0_4,P_Ireland_5_14,P_Ireland_15_24,P_Ireland_25_44,P_Ireland_45_54,P_Ireland_55_64,P_Ireland_65_74,P_Ireland_75_84,P_Ireland_85ov,P_Ireland_Tot,P_Italy_0_4,P_Italy_5_14,P_Italy_15_24,P_Italy_25_44,P_Italy_45_54,P_Italy_55_64,P_Italy_65_74,P_Italy_75_84,P_Italy_85ov,P_Italy_Tot,P_Japan_0_4,P_Japan_5_14,P_Japan_15_24,P_Japan_25_44,P_Japan_45_54,P_Japan_55_64,P_Japan_65_74,P_Japan_75_84,P_Japan_85ov,P_Japan_Tot,P_Korea_South_0_4,P_Korea_South_5_14,P_Korea_South_15_24,P_Korea_South_25_44,P_Korea_South_45_54,P_Korea_South_55_64,P_Korea_South_65_74,P_Korea_South_75_84,P_Korea_South_85ov,P_Korea_South_Tot,P_Lebanon_0_4,P_Lebanon_5_14,P_Lebanon_15_24,P_Lebanon_25_44,P_Lebanon_45_54,P_Lebanon_55_64,P_Lebanon_65_74,P_Lebanon_75_84,P_Lebanon_85ov,P_Lebanon_Tot,P_Malaysia_0_4,P_Malaysia_5_14,P_Malaysia_15_24,P_Malaysia_25_44,P_Malaysia_45_54,P_Malaysia_55_64,P_Malaysia_65_74,P_Malaysia_75_84,P_Malaysia_85ov,P_Malaysia_Tot,P_Malta_0_4,P_Malta_5_14,P_Malta_15_24,P_Malta_25_44,P_Malta_45_54,P_Malta_55_64,P_Malta_65_74,P_Malta_75_84,P_Malta_85ov,P_Malta_Tot,P_Mauritius_0_4,P_Mauritius_5_14,P_Mauritius_15_24,P_Mauritius_25_44,P_Mauritius_45_54,P_Mauritius_55_64,P_Mauritius_65_74,P_Mauritius_75_84,P_Mauritius_85ov,P_Mauritius_Tot,P_Myanmar_0_4,P_Myanmar_5_14,P_Myanmar_15_24,P_Myanmar_25_44,P_Myanmar_45_54,P_Myanmar_55_64,P_Myanmar_65_74,P_Myanmar_75_84,P_Myanmar_85ov,P_Myanmar_Tot,P_Nepal_0_4,P_Nepal_5_14,P_Nepal_15_24,P_Nepal_25_44,P_Nepal_45_54,P_Nepal_55_64,P_Nepal_65_74,P_Nepal_75_84,P_Nepal_85ov,P_Nepal_Tot,P_Netherlands_0_4,P_Netherlands_5_14,P_Netherlands_15_24,P_Netherlands_25_44,P_Netherlands_45_54,P_Netherlands_55_64,P_Netherlands_65_74,P_Netherlands_75_84,P_Netherlands_85ov,P_Netherlands_Tot,P_New_Zealand_0_4,P_New_Zealand_5_14,P_New_Zealand_15_24,P_New_Zealand_25_44,P_New_Zealand_45_54,P_New_Zealand_55_64,P_New_Zealand_65_74,P_New_Zealand_75_84,P_New_Zealand_85ov,P_New_Zealand_Tot,P_Nthern_Ireland_0_4,P_Nthern_Ireland_5_14,P_Nthern_Ireland_15_24,P_Nthern_Ireland_25_44,P_Nthern_Ireland_45_54,P_Nthern_Ireland_55_64,P_Nthern_Ireland_65_74,P_Nthern_Ireland_75_84,P_Nthern_Ireland_85ov,P_Nthern_Ireland_Tot,P_Pakistan_0_4,P_Pakistan_5_14,P_Pakistan_15_24,P_Pakistan_25_44,P_Pakistan_45_54,P_Pakistan_55_64,P_Pakistan_65_74,P_Pakistan_75_84,P_Pakistan_85ov,P_Pakistan_Tot
SED10052,0,11,6,32,67,149,181,137,39,629,0,5,22,109,64,122,55,17,3,396,9,28,35,225,101,60,45,20,11,525,0,9,5,95,34,29,30,21,6,225,4,5,0,36,11,8,5,0,0,65,0,0,0,9,11,10,0,0,0,23,3,24,12,114,66,28,32,24,10,315,0,3,8,37,57,86,150,120,47,511,0,9,7,48,36,15,5,0,0,117,0,3,12,44,13,9,8,6,0,102,0,0,7,63,116,111,70,18,7,400,0,0,13,61,47,75,54,18,6,272,0,0,0,7,7,21,60,36,13,137,0,0,0,9,17,16,10,6,4,65,0,0,0,9,3,11,5,3,0,31,0,10,12,49,3,3,0,0,0,75,0,4,5,16,15,19,35,39,32,158,4,60,106,429,254,195,90,41,19,1211,0,0,0,13,12,10,22,8,3,69,0,10,6,19,13,5,3,0,0,54
SED10053,0,0,0,6,9,28,49,38,15,148,0,0,4,28,8,21,5,0,0,73,25,64,66,600,53,33,19,14,5,879,7,12,10,42,18,12,3,8,0,107,0,0,0,22,6,3,3,0,0,40,0,3,0,12,0,3,0,0,0,20,3,12,4,47,17,20,32,15,4,137,0,0,0,26,35,86,137,132,56,478,0,4,3,14,14,7,0,0,0,46,0,3,11,39,22,6,0,0,0,71,0,0,4,13,6,7,14,4,0,49,0,3,12,44,39,30,10,0,0,135,0,0,0,0,3,16,44,14,3,87,0,3,0,9,0,5,0,0,0,14,0,0,0,11,4,6,0,0,0,24,0,5,16,104,6,0,0,0,0,134,0,10,7,17,25,38,71,25,9,197,5,45,88,334,233,206,105,24,6,1051,0,0,4,9,9,11,16,0,0,51,3,4,9,72,5,9,0,0,0,108
SED10054,0,3,10,3,23,30,44,31,12,154,0,0,17,29,19,33,7,4,0,105,28,211,267,1903,359,203,131,61,16,3182,0,3,23,106,60,65,34,4,6,299,0,15,24,96,18,26,21,3,0,216,3,76,205,505,234,137,62,11,3,1245,0,5,0,11,13,17,27,15,3,99,0,0,5,14,36,47,60,40,15,221,4,3,5,10,3,0,3,0,0,24,0,4,24,44,37,26,15,4,0,153,0,4,21,153,102,111,70,18,12,489,3,17,8,56,34,39,28,11,0,196,0,0,3,23,39,137,200,88,34,532,0,0,6,46,36,58,44,16,10,210,0,0,5,53,36,12,13,3,0,132,0,9,18,147,8,7,4,0,0,194,0,3,0,11,6,22,31,9,10,86,68,357,568,965,279,160,62,22,3,2487,0,0,0,10,3,8,9,9,3,44,71,253,282,1120,316,137,47,16,3,2243
SED10055,0,3,13,9,16,34,38,32,5,146,0,0,0,40,13,18,8,0,0,84,4,58,94,565,213,164,109,55,9,1276,0,3,11,41,21,20,11,3,0,116,0,4,15,118,89,93,40,11,3,380,3,55,202,896,394,310,142,57,14,2070,0,4,0,48,34,35,31,14,5,185,0,7,4,39,108,245,316,241,60,1023,4,0,0,7,0,4,0,0,0,13,0,3,13,35,29,7,11,3,0,108,0,4,11,151,135,98,37,13,0,451,3,10,8,44,24,41,30,7,3,169,0,3,6,39,69,229,257,110,19,725,0,0,0,20,26,35,23,8,3,112,0,6,0,4,6,8,4,3,0,23,0,3,6,34,17,20,0,0,0,84,0,0,5,15,19,41,40,20,8,137,12,131,217,466,189,159,41,9,3,1235,0,6,0,12,19,37,19,8,0,111,5,23,26,107,64,31,10,5,0,268
SED10056,0,0,0,4,3,4,8,8,0,26,0,0,9,21,7,3,0,0,0,47,17,68,75,715,160,124,32,16,3,1222,0,0,0,10,5,3,0,0,0,19,0,4,3,14,0,0,0,0,0,17,0,0,0,4,3,0,0,0,0,12,0,3,10,30,10,8,10,3,3,76,0,3,11,33,50,163,431,446,267,1407,0,0,3,15,0,0,0,0,0,19,0,0,15,48,3,0,3,0,0,66,0,0,0,0,5,3,10,3,0,22,6,10,28,89,14,9,0,0,0,162,0,0,0,5,0,7,8,6,0,31,0,0,0,4,4,0,0,0,0,11,0,0,0,12,0,0,0,0,0,12,0,3,0,30,6,0,0,0,0,36,0,0,0,13,13,34,64,22,16,157,19,110,155,291,154,116,82,28,8,957,0,3,0,7,6,0,10,3,0,27,0,24,9,78,19,0,0,0,0,140
SED10057,0,0,0,0,0,0,13,10,0,27,0,0,0,3,10,7,3,0,0,22,3,18,11,102,7,5,6,11,10,168,0,6,0,12,11,6,7,8,0,49,0,0,0,4,4,3,4,0,0,17,0,0,0,4,4,6,0,0,0,12,0,3,3,8,11,10,34,26,6,106,0,0,0,8,8,20,33,31,11,114,0,0,0,7,10,0,0,0,0,19,0,0,3,20,3,9,3,0,0,39,0,0,0,3,4,3,5,0,0,20,0,0,3,13,8,13,12,5,0,45,0,0,0,0,10,17,43,9,3,79,0,0,0,4,0,4,4,0,0,21,0,0,5,3,3,0,0,0,0,11,0,0,0,8,0,0,0,0,0,9,0,0,0,9,21,46,125,58,27,284,4,17,17,119,112,198,155,66,22,713,0,0,0,3,9,8,22,12,7,53,0,0,0,10,0,0,0,0,0,10
SED10058,0,0,3,5,8,24,56,99,38,240,4,5,3,28,6,19,0,4,0,71,11,24,30,175,24,18,17,9,0,307,0,7,3,21,11,6,3,0,0,50,0,9,3,54,4,0,0,0,0,71,0,0,0,4,0,0,0,0,0,9,3,9,3,68,38,26,9,4,3,168,0,0,3,17,23,54,60,130,62,354,0,6,12,19,4,3,5,0,0,54,3,3,12,61,16,0,0,0,0,93,0,3,3,5,0,0,3,0,0,20,0,6,9,56,20,15,16,7,0,120,0,0,0,3,3,7,12,3,0,25,0,0,0,4,3,0,5,0,0,11,0,0,0,3,0,0,0,0,0,4,0,0,7,29,3,0,0,0,0,42,0,8,3,21,12,8,46,9,16,122,9,26,93,318,181,160,71,41,11,901,0,0,0,20,9,10,9,8,0,53,0,7,6,56,5,0,4,0,0,76
SED10059,0,3,11,34,32,62,156,276,77,647,0,4,268,254,60,58,31,21,3,685,0,8,164,427,39,29,16,10,0,699,3,3,395,388,40,28,20,12,3,891,0,5,20,155,19,11,5,0,0,216,0,5,0,15,9,4,5,0,0,38,0,3,18,497,75,35,26,15,7,678,0,3,48,329,53,30,71,95,32,664,3,6,67,272,64,22,7,0,3,454,3,9,124,325,33,22,18,14,6,550,0,0,4,46,23,52,60,29,7,232,0,6,225,343,79,63,36,10,0,768,0,0,0,3,3,14,31,16,7,68,0,0,4,27,15,8,5,0,0,55,0,0,28,38,11,10,3,3,0,92,0,3,49,127,6,6,4,0,0,195,0,7,20,95,17,15,21,10,9,191,3,24,228,1030,425,339,116,30,12,2195,0,0,7,56,25,8,13,3,0,117,0,0,27,50,0,0,0,0,0,75
SED10060,0,0,0,17,8,15,26,30,3,100,17,59,99,401,123,152,104,24,3,979,32,42,37,891,87,76,60,32,19,1277,5,7,23,121,18,27,22,6,7,233,0,3,8,242,41,28,29,3,0,360,0,0,0,9,5,6,0,4,3,30,3,24,8,297,87,57,35,17,6,536,3,7,19,179,58,42,62,45,20,426,24,85,50,448,195,80,56,11,3,945,4,9,34,276,60,32,20,3,4,444,0,0,4,10,20,18,11,0,3,63,3,3,32,290,87,81,69,26,7,606,0,0,0,4,3,13,12,3,0,32,0,0,0,39,5,7,3,3,0,55,0,0,0,8,7,8,0,3,0,18,0,9,58,223,0,5,0,0,0,294,7,15,7,86,50,23,44,25,5,263,14,76,139,855,447,386,228,92,27,2259,0,0,0,61,15,15,21,4,0,126,3,6,6,58,3,5,0,0,0,85
SED10061,0,3,0,0,8,0,3,0,0,20,0,0,3,18,6,6,5,0,0,43,11,20,22,179,18,14,10,3,0,281,0,3,3,16,12,3,4,0,4,43,0,3,5,32,8,0,3,0,0,47,12,22,5,46,6,0,0,0,0,89,0,8,0,16,9,9,16,5,3,73,3,0,3,5,4,8,18,17,6,59,3,4,3,22,10,6,0,0,0,45,0,0,6,37,0,0,0,0,0,43,0,0,0,4,0,0,4,3,3,17,0,6,4,16,9,15,4,3,0,61,0,0,0,0,0,3,4,0,0,9,0,0,0,4,0,0,0,0,0,7,0,3,0,9,4,0,0,0,0,12,0,0,29,124,6,0,0,0,0,164,3,0,0,14,14,29,54,14,16,140,3,44,70,143,127,133,95,30,12,656,0,0,0,13,6,0,9,5,0,34,0,0,6,26,3,0,0,0,0,40
SED10062,3,14,33,55,107,213,284,219,49,988,7,26,105,490,295,418,141,38,11,1536,11,34,63,428,114,71,70,36,7,833,7,19,46,299,104,76,41,21,3,609,0,0,5,26,19,22,7,4,0,79,0,0,4,20,8,10,3,7,0,48,0,3,4,59,29,21,31,18,8,164,0,9,8,37,42,96,160,151,54,547,3,11,5,74,39,17,4,0,0,147,0,16,23,94,58,26,20,10,3,249,0,4,16,203,208,156,111,51,17,767,3,23,32,214,95,146,79,43,9,644,0,0,0,4,6,32,44,15,9,102,0,0,3,24,16,16,12,4,0,74,0,3,5,20,9,6,9,5,4,64,16,47,302,932,23,27,13,3,0,1356,0,0,5,12,9,12,19,20,9,74,5,83,194,385,225,178,87,34,11,1196,0,0,0,3,4,6,16,10,0,45,3,6,14,63,5,18,0,0,0,116
SED10063,0,0,0,5,3,4,16,13,0,43,0,0,3,10,10,20,4,0,0,43,9,34,23,301,32,21,20,3,0,446,4,3,0,23,7,0,4,0,0,49,0,0,5,26,4,3,0,0,0,34,0,6,3,12,3,0,0,8,0,31,0,10,0,25,13,3,25,6,0,84,0,0,4,7,16,28,27,37,11,145,0,0,0,10,9,3,0,0,0,26,0,6,9,57,5,3,0,0,0,75,0,0,3,4,3,3,0,3,0,14,0,0,4,15,18,13,3,0,0,49,0,0,0,0,3,8,7,0,0,17,0,0,0,0,0,0,0,0,0,4,0,0,3,8,0,3,0,3,0,18,0,6,12,95,11,0,0,0,0,119,0,0,3,9,7,26,65,27,16,142,10,31,51,177,135,115,72,29,3,621,0,4,0,3,4,0,13,4,3,31,0,9,3,33,3,4,0,0,0,46
SED10064,0,0,0,0,0,4,3,0,3,19,0,0,0,0,6,13,0,3,0,30,11,3,5,51,6,13,17,3,5,111,0,0,0,13,4,3,3,0,0,26,0,0,0,0,3,0,0,0,0,4,0,0,0,4,4,0,0,0,0,4,3,5,3,29,16,9,21,12,0,92,0,0,0,10,12,4,23,13,0,63,0,3,0,9,5,7,0,0,0,25,0,0,0,6,3,4,0,0,0,14,0,0,0,3,3,3,4,0,0,18,0,3,0,12,14,13,5,0,0,49,0,0,0,0,0,9,14,9,0,36,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,7,0,0,0,8,3,0,0,0,0,13,0,0,3,8,11,42,93,48,10,216,0,10,27,172,165,233,128,49,15,794,0,0,0,3,7,5,14,5,0,43,0,3,0,4,3,0,0,0,0,13
SED10065,0,3,3,16,18,39,82,99,33,294,14,48,168,689,283,448,153,38,8,1849,724,1003,1242,9724,559,376,190,56,23,13900,3,19,46,326,93,73,43,20,3,620,8,98,143,919,272,182,107,43,12,1785,9,14,24,135,95,38,4,7,3,327,0,8,3,91,31,16,23,17,9,184,0,3,12,72,44,77,69,84,30,385,0,17,40,98,51,13,6,6,0,229,28,196,386,1504,679,437,192,105,21,3545,3,10,48,344,399,368,321,150,53,1703,10,49,95,392,138,144,94,36,8,961,0,0,0,0,8,25,31,18,11,87,0,3,5,36,18,23,9,9,6,104,0,0,10,65,28,23,16,3,3,149,0,16,89,433,29,9,4,0,0,582,0,7,3,21,10,12,27,24,14,111,19,124,221,511,225,181,90,32,8,1407,0,3,0,16,6,4,8,8,0,46,33,76,90,445,61,30,8,4,0,743
SED10066,0,0,3,10,14,18,39,38,10,137,0,0,10,21,19,16,4,4,0,70,27,80,110,690,143,97,75,44,16,1281,5,0,5,48,16,14,14,6,0,107,0,10,8,84,20,15,13,9,0,155,0,0,13,37,20,4,13,3,0,93,5,26,3,67,33,54,79,37,6,311,0,5,3,20,26,48,53,55,24,246,0,4,0,19,9,3,6,0,0,38,0,6,14,42,19,12,6,0,0,93,0,7,3,56,25,24,16,7,0,138,3,8,6,50,35,38,22,3,0,161,0,0,5,14,24,63,98,51,3,259,0,0,3,11,14,15,18,4,3,68,0,0,0,10,0,4,0,0,0,17,5,10,22,83,11,5,0,3,0,140,0,0,0,12,17,68,94,54,25,277,13,68,161,461,231,195,100,17,9,1249,0,0,0,19,32,33,34,13,4,151,4,17,25,97,25,10,3,0,0,187
SED10067,0,0,3,4,3,5,18,9,5,44,5,14,9,19,16,21,3,13,4,104,4,10,25,115,29,29,21,18,11,262,0,0,10,34,11,16,14,4,5,99,0,4,3,41,16,15,12,7,0,95,0,0,0,3,5,7,3,3,0,13,0,11,8,89,47,42,23,28,15,260,0,4,7,45,44,64,94,80,26,355,0,0,8,45,33,18,14,3,0,127,3,7,8,38,14,13,11,3,0,94,0,0,0,12,14,12,9,3,0,45,3,7,9,17,27,25,18,5,0,107,0,0,0,0,4,11,10,7,3,32,0,0,0,0,9,12,0,0,0,22,0,0,0,0,4,8,0,0,0,17,0,0,13,32,0,0,0,0,0,51,0,12,21,43,56,52,98,79,53,417,3,47,77,429,310,338,186,64,42,1490,0,0,3,14,29,7,14,17,3,87,0,0,0,6,3,0,0,0,0,16
SED10068,0,3,0,0,4,0,15,6,0,31,0,0,0,15,7,8,3,0,0,40,7,18,3,124,13,9,23,18,3,226,0,3,0,6,3,3,7,7,0,34,0,0,0,10,0,5,3,3,0,15,0,0,0,3,0,0,0,0,0,3,4,8,4,55,18,24,43,12,10,180,0,0,3,6,9,20,40,20,12,108,0,9,3,13,11,5,3,0,4,43,0,3,4,30,3,0,0,0,0,44,0,0,0,3,3,3,3,3,0,14,0,0,3,18,17,16,4,0,0,60,0,0,0,0,6,16,36,14,9,82,0,0,0,3,3,0,0,3,0,12,0,0,0,3,0,0,0,0,0,4,0,3,0,15,0,3,0,0,0,23,0,0,0,15,19,38,120,74,33,291,4,28,31,207,200,197,209,109,30,1020,0,3,0,16,11,6,18,22,4,76,0,0,0,5,0,0,0,0,0,11
SED10069,0,0,0,0,8,15,20,15,3,55,0,6,0,17,6,8,0,3,0,47,0,4,7,56,7,9,6,14,0,113,0,0,0,11,3,3,5,3,0,30,0,0,0,0,0,3,0,0,0,4,0,0,0,0,3,4,0,3,0,10,0,11,3,28,27,13,25,16,8,121,0,0,3,5,11,16,52,31,9,123,0,4,0,15,3,4,3,3,0,30,3,7,10,19,11,0,0,0,0,46,0,0,0,3,3,3,0,3,0,16,0,4,0,55,29,30,16,3,0,138,0,0,0,3,7,22,46,13,0,89,0,0,0,11,8,15,12,5,3,54,0,0,0,0,0,0,0,0,0,3,0,8,3,13,0,0,0,0,0,25,0,3,0,11,18,29,109,63,21,245,3,36,35,213,176,201,179,58,13,920,0,0,0,4,5,12,23,6,7,58,0,0,0,12,0,0,3,0,0,16
SED10070,0,15,24,24,23,45,100,82,11,329,0,0,11,76,37,76,18,4,0,232,110,506,501,3857,619,330,142,61,22,6155,0,12,17,99,42,37,28,3,4,246,0,20,62,171,114,88,58,48,25,579,25,272,612,1610,830,612,317,159,49,4486,0,14,6,31,27,20,45,13,3,159,0,6,10,37,116,247,481,431,172,1510,0,0,4,5,3,6,0,0,0,26,0,3,13,106,36,49,25,12,4,244,10,30,50,327,334,275,139,49,27,1244,3,5,8,87,47,55,45,10,4,257,0,0,12,9,42,236,539,327,122,1294,0,0,12,32,28,58,39,11,4,185,0,0,11,29,34,29,9,7,0,125,0,11,25,186,19,4,3,0,0,247,0,0,3,0,4,16,27,11,16,76,18,178,244,386,159,117,37,13,4,1158,0,6,3,3,7,14,10,10,0,55,6,12,49,120,27,45,10,4,0,266
SED10071,0,0,0,8,9,23,18,24,0,86,3,16,50,112,72,101,19,3,0,374,71,501,844,5351,1335,711,334,147,33,9331,0,26,43,271,84,61,33,21,3,532,3,20,60,351,124,99,31,14,0,705,0,3,11,46,19,16,10,3,0,115,0,26,12,88,38,24,28,11,3,228,0,0,9,33,44,70,94,58,14,324,0,5,8,24,14,0,3,0,0,57,8,34,44,205,93,51,40,18,0,479,0,0,3,76,69,51,36,11,0,253,5,29,47,201,108,109,66,11,3,574,0,0,0,30,43,145,170,85,28,503,0,4,0,34,31,34,35,14,5,167,0,7,9,33,26,25,10,10,0,125,0,18,28,247,36,18,7,3,0,354,0,3,6,23,10,19,42,14,3,119,11,174,268,560,274,174,74,17,3,1553,0,3,9,11,16,8,11,5,0,64,10,81,86,365,111,53,34,11,3,758
SED10072,9,62,45,167,186,375,726,750,183,2513,0,9,50,307,74,134,65,21,3,658,56,55,80,1007,103,71,52,26,10,1460,3,14,116,455,86,76,41,12,0,806,0,10,13,108,20,16,7,5,0,192,0,3,3,49,25,14,6,5,0,103,0,13,13,140,48,16,19,16,3,276,0,0,28,101,58,99,182,299,130,905,4,3,23,161,62,20,9,9,3,292,0,3,34,157,41,26,4,4,3,275,4,30,64,547,523,350,211,75,24,1826,0,5,27,218,67,59,53,22,0,446,0,0,0,9,16,54,87,62,43,265,0,0,0,28,9,9,15,10,4,77,0,0,7,20,9,3,3,3,0,55,8,56,670,1945,54,17,5,0,0,2756,0,3,4,22,9,3,19,8,3,74,14,60,135,491,251,194,88,21,11,1265,0,4,3,21,8,3,9,4,0,52,0,11,27,111,25,23,3,0,0,191
SED10073,0,3,9,12,14,26,52,55,9,186,23,43,229,994,366,628,247,70,22,2610,126,178,328,2553,285,224,108,65,22,3889,3,33,191,552,144,105,60,35,11,1137,7,27,55,657,163,176,134,58,31,1308,8,18,10,54,35,12,18,15,0,172,7,13,6,96,47,27,21,22,9,235,8,15,16,85,77,143,307,321,161,1130,5,40,64,210,99,45,23,7,3,499,45,185,610,2143,664,459,234,78,19,4432,0,11,5,108,118,145,144,94,23,648,15,32,141,539,172,182,163,62,12,1323,0,0,0,3,8,9,35,25,10,89,0,0,22,25,17,12,7,7,4,91,0,0,28,54,24,24,29,5,7,169,6,6,66,318,9,0,0,0,0,410,0,3,3,23,17,14,23,22,11,112,13,63,129,354,200,176,95,28,11,1067,0,0,0,3,8,4,4,5,3,30,13,23,50,237,23,18,3,3,0,379
SED10074,0,0,0,11,19,34,62,72,20,227,4,4,39,168,94,141,38,14,0,505,283,653,706,5807,678,439,184,79,21,8851,4,14,32,161,71,52,33,15,4,381,3,33,51,360,96,55,32,17,5,656,0,0,6,57,29,22,6,4,3,133,0,20,5,65,34,20,32,27,7,222,3,10,8,18,41,78,135,112,51,451,0,13,4,29,15,9,8,0,0,81,0,63,73,331,200,131,77,35,7,916,7,13,28,208,209,188,116,49,9,833,3,20,31,165,87,112,85,32,8,543,3,0,3,9,22,66,195,82,31,410,0,5,5,30,24,25,28,19,6,155,0,0,16,104,61,46,37,10,3,280,0,27,62,426,32,19,9,0,0,570,0,0,4,5,8,23,52,43,11,147,19,147,217,555,242,208,105,25,12,1533,0,0,0,15,10,11,29,10,10,81,17,43,63,268,25,36,18,4,3,473
SED10075,0,0,0,6,17,31,36,45,7,144,0,0,3,8,6,14,4,3,0,32,3,17,16,144,17,20,17,12,0,247,0,7,6,22,5,6,5,0,0,50,0,0,0,16,3,3,3,0,0,27,0,6,3,10,8,0,4,3,0,36,0,8,7,30,26,23,29,42,3,175,0,0,0,9,58,144,151,122,53,544,0,8,5,5,9,0,0,0,0,21,0,5,14,35,7,0,4,3,0,71,0,0,0,17,21,26,13,0,0,72,0,0,12,32,9,14,3,3,0,72,0,0,0,9,14,89,124,47,15,300,0,0,0,3,3,8,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,4,0,0,3,6,11,44,137,63,31,300,0,34,57,236,170,138,78,24,8,731,0,0,0,7,8,14,20,18,3,81,0,3,5,20,6,0,4,0,0,38
SED10076,0,0,0,4,3,19,48,47,4,132,0,0,3,10,4,4,7,3,0,26,4,13,9,112,6,9,23,11,10,186,0,0,5,24,6,8,4,7,0,55,0,0,0,0,4,0,0,0,0,3,0,0,0,7,3,3,4,0,0,15,0,0,0,14,18,23,32,22,7,121,0,0,0,8,20,37,91,76,16,251,0,7,0,5,3,4,3,0,0,31,0,0,3,18,0,0,0,0,0,27,0,3,0,0,5,3,8,0,3,26,0,0,3,16,6,9,3,0,0,40,0,0,0,0,5,37,77,40,10,176,0,0,0,0,4,5,18,4,0,38,0,0,0,3,0,0,0,0,0,11,0,0,0,22,0,0,0,0,0,19,0,4,3,6,11,49,120,67,24,278,4,32,26,162,147,163,176,66,17,789,0,0,0,3,8,11,37,6,0,69,0,0,0,3,0,3,0,0,0,7
SED10077,0,7,10,15,49,86,229,263,81,735,14,33,235,614,263,345,159,53,12,1724,246,413,659,4485,445,287,167,79,39,6816,0,11,86,341,58,44,42,24,3,607,0,3,11,111,13,8,12,0,0,161,0,0,3,30,16,5,3,0,0,58,0,11,28,249,65,33,46,15,9,455,0,18,23,157,165,289,464,556,297,1978,0,15,38,140,35,17,4,4,0,265,31,159,885,2454,777,524,232,129,39,5234,3,10,23,250,298,291,239,134,47,1299,0,10,110,358,120,106,81,50,12,858,0,0,0,0,7,15,30,19,10,83,0,0,3,33,12,25,9,9,4,90,0,4,27,82,66,33,18,18,9,262,10,51,854,1848,49,26,7,3,0,2844,0,4,0,10,8,10,8,5,3,53,6,54,164,331,146,147,79,17,3,945,0,0,3,18,12,7,8,0,0,51,11,33,69,162,54,22,15,0,0,358
SED10078,3,12,18,67,99,191,505,748,226,1864,3,13,48,217,62,98,50,16,13,520,65,94,119,1087,130,65,46,20,13,1642,0,17,60,295,59,65,37,14,4,541,0,3,4,94,13,6,5,7,0,125,0,0,7,15,9,7,0,0,0,38,0,4,3,232,76,29,34,11,10,411,8,9,26,172,112,254,410,594,294,1880,3,10,24,147,57,19,8,3,0,272,5,17,35,204,70,43,22,42,32,466,3,5,12,92,131,200,224,137,70,875,0,5,33,252,51,79,64,13,9,511,0,0,0,12,6,15,38,23,5,101,0,3,5,28,21,12,13,9,4,98,0,0,4,40,18,18,4,9,3,94,11,47,544,1441,35,12,12,0,0,2100,3,10,8,28,10,9,24,12,0,107,8,30,92,620,331,245,93,24,6,1448,0,0,3,34,14,4,11,0,0,69,0,0,9,57,16,7,3,0,0,94
SED10079,0,0,0,4,0,11,16,17,3,44,0,0,0,5,9,11,5,0,3,35,0,5,3,42,12,12,12,11,0,101,0,0,15,13,6,4,4,0,0,47,0,0,0,4,5,3,0,0,0,12,0,0,0,0,0,3,0,0,0,6,0,8,0,30,18,22,34,18,4,138,0,0,0,5,7,25,43,41,17,136,0,4,0,3,5,0,0,0,0,20,0,3,3,14,5,0,0,0,0,33,0,0,0,6,3,8,4,0,0,23,0,5,7,18,20,19,13,3,0,86,0,0,0,3,8,25,60,27,8,130,0,0,0,0,3,5,3,0,0,14,0,0,0,0,0,0,0,3,0,4,0,0,0,6,0,0,0,0,0,6,0,0,0,5,10,34,94,44,15,201,7,24,35,210,166,179,128,63,15,832,0,0,0,3,7,6,21,7,4,53,0,0,0,3,0,0,0,0,0,8
