region_id,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
CED101,8723,4943,3392,1530,69169
CED102,7616,4256,2850,1294,66383
CED103,10563,5624,3762,1743,79987
CED104,12695,6651,2882,1197,68621
CED105,6622,3616,2458,1037,56594
CED106,12699,7973,5038,2519,79630
CED107,9880,5794,3199,1055,60507
CED108,9630,5924,3408,1379,56677
CED109,7835,3577,1740,602,60355
CED110,10315,6119,4229,1685,70359
CED111,11447,6929,3914,1667,57789
CED112,10520,5767,3660,1535,70758
CED113,9046,5775,3894,1764,58418
CED114,11863,7175,3613,1365,62189
CED115,9024,5584,3490,1460,54367
CED116,5663,2872,1564,551,46940
CED117,11148,7902,4633,1561,60893
CED118,8742,3666,2185,1123,82127
CED119,8045,3611,1805,579,69343
CED120,9808,4602,2241,758,64893
CED121,10670,6389,3129,1060,58622
CED122,8297,4318,2366,790,54930
CED123,9263,5300,3170,1308,83959
CED124,8340,3992,1861,718,58995
CED125,10580,7675,4804,1859,55528
CED126,8262,3747,1625,508,55761
CED127,11443,7493,4066,2292,72743
CED128,12246,6469,2982,1174,66881
CED129,7188,3461,1630,447,51956
CED130,10577,5542,2320,1153,68375
CED131,10311,6325,3354,1264,58702
CED132,8745,4981,3299,1505,63489
CED133,12083,6765,3637,1837,90584
CED134,10689,6162,3860,1487,54815
CED135,8940,5523,2981,980,57280
CED136,8020,4413,2694,1171,82090
CED137,10053,7598,4130,1500,55800
CED138,9067,4459,2564,1126,85550
CED139,11670,6479,4094,1628,61170
CED140,8457,4687,2752,1049,56421
CED141,10356,6997,4721,2236,63256
CED142,9174,6442,4129,1341,55433
CED143,10370,4986,2106,619,113622
CED144,8941,6054,3718,1126,54991
CED145,11207,6985,3760,1835,86032
CED146,6936,3871,2643,1268,66852
CED147,12009,7029,3815,2094,102114
CED148,7489,3094,1450,604,57585
CED194,1020,562,136,71,7324
CED197,8,15,13,3,63
