region_id,Separate_house_NofB_0_i_b,Separate_house_NofB_1,Separate_house_NofB_2,Separate_house_NofB_3,Separate_house_NofB_4,Separate_house_NofB_5,Separate_house_NofB_6_or_m,Separate_house_NofB_NS,Separate_house_Total,Sede_r_or_t_h_t_1_s_NofB_0_ib,Se_d_r_or_t_h_t_1_st_NofB_1,Se_d_r_or_t_h_t_1_st_NofB_2,Se_d_r_or_t_h_t_1_st_NofB_3,Se_d_r_or_t_h_t_1_st_NofB_4,Se_d_r_or_t_h_t_1_st_NofB_5,Se_d_r_or_t_h_t_1_st_NofB_6_m,Se_d_r_or_t_h_t_1_st_NofB_NS,Se_d_r_or_t_h_t_1_st_Total,Se_d_r_or_t_h_t_2_s_NofB_0_ib,Se_d_r_or_t_h_t_2_sts_NofB_1,Se_d_r_or_t_h_t_2_sts_NofB_2,Se_d_r_or_t_h_t_2_sts_NofB_3,Se_d_r_or_t_h_t_2_sts_NofB_4,Se_d_r_or_t_h_t_2_sts_NofB_5,Se_d_r_or_t_h_t_2_st_NofB_6_m,Se_d_r_or_t_h_t_2_sts_NofB_NS,Se_d_r_or_t_h_t_2_sts_Total,Se_d_r_or_t_h_t_Tot_NofB_0_ib,Se_d_r_or_t_h_t_Tot_NofB_1,Se_d_r_or_t_h_t_Tot_NofB_2,Se_d_r_or_t_h_t_Tot_NofB_3,Se_d_r_or_t_h_t_Tot_NofB_4,Se_d_r_or_t_h_t_Tot_NofB_5,Se_d_r_or_t_h_t_Tot_NofB_6_m,Se_d_r_or_t_h_t_Tot_NofB_NS,Se_d_r_or_t_h_t_Tot_Total,Fl_u_a_1_or2_st_bl_NofB_0_ib,Flt_un_at_In_1_or2_s_b_NofB_1,Flt_un_at_In_1_or2_s_b_NofB_2,Flt_un_at_In_1_or2_s_b_NofB_3,Flt_un_at_In_1_or2_s_b_NofB_4,Flt_un_at_In_1_or2_s_b_NofB_5,Fl_un_at_In_1_or2_s_b_NoB_6_m,Flt_u_at_In_1_or2_s_b_NoB_NS,Flt_un_at_In_1_or2_s_b_Total,Flt_un_apt_3_st_bl_NoB_0_ib,Flt_un_apt_In_3_st_bl_NofB_1,Flt_un_apt_In_3_st_bl_NofB_2,Flt_un_apt_In_3_st_bl_NofB_3,Flt_un_apt_In_3_st_bl_NofB_4,Flt_un_apt_In_3_st_bl_NofB_5,Flt_un_apt_In_3_s_bl_NofB_6_m,Flt_un_apt_In_3_st_bl_NofB_NS,Flt_un_apt_In_3_st_bl_Total,Ft_un_ap_4_or_m_s_b_NofB_0_ib,Ft_un_apt_4_or_m_s_b_NofB_1,Ft_un_apt_4_or_m_s_b_NofB_2,Ft_un_apt_4_or_m_s_b_NofB_3,Ft_un_apt_4_or_m_s_b_NofB_4,Ft_un_apt_4_or_m_s_b_NofB_5,Ft_un_apt_4_or_m_s_b_NofB_6_m,Ft_un_apt_4_or_m_s_b_NofB_NS,Ft_un_apt_4_or_m_s_b_Total,Fl_un_at_At_to_a_h_NofB_0_ib,Flt_un_apt_At_to_a_hse_NofB_1,Flt_un_apt_At_to_a_hse_NofB_2,Flt_un_apt_At_to_a_hse_NofB_3,Flt_un_apt_At_to_a_hse_NofB_4,Flt_un_apt_At_to_a_hse_NofB_5,Fl_un_apt_At_to_a_hs_NofB_6_m,Flt_un_apt_At_to_a_hs_NofB_NS,Flt_un_apt_At_to_a_hse_Total,Flt_un_apart_Tot_NofB_0_i_b,Flt_un_apart_Tot_NofB_1,Flt_un_apart_Tot_NofB_2,Flt_un_apart_Tot_NofB_3,Flt_un_apart_Tot_NofB_4,Flt_un_apart_Tot_NofB_5,Flt_un_apart_Tot_NofB_6_or_m,Flt_un_apart_Tot_NofB_NS,Flt_un_apart_Tot_Total,Other_dwelling_NofB_0_i_b,Other_dwelling_NofB_1,Other_dwelling_NofB_2,Other_dwelling_NofB_3,Other_dwelling_NofB_4,Other_dwelling_NofB_5,Other_dwelling_NofB_6_or_m,Other_dwelling_NofB_NS,Other_dwelling_Total,Dweling_structu_NS_NofB_0_i_b,Dweling_structur_NS_NofB_1,Dweling_structur_NS_NofB_2,Dweling_structur_NS_NofB_3,Dweling_structur_NS_NofB_4,Dweling_structur_NS_NofB_5,Dwelig_struct_NS_NofB_6_or_m,Dweling_structur_NS_NofB_NS,Dweling_structur_NS_Total,Total_NofB_0_i_b,Total_NofB_1,Total_NofB_2,Total_NofB_3,Total_NofB_4,Total_NofB_5,Total_NofB_6_or_m,Total_NofB_NS,Total_Total
CED101,47,272,3794,13815,8423,2564,554,488,29957,94,319,783,1431,147,14,0,97,2885,19,124,526,1720,932,108,15,63,3507,113,443,1309,3151,1079,122,15,160,6392,92,677,2142,646,82,4,4,126,3773,21,339,4545,1283,56,6,4,134,6388,39,462,2878,1060,39,4,4,89,4575,3,13,21,15,3,0,0,0,55,155,1491,9586,3004,180,14,12,349,14791,0,35,117,60,9,4,0,3,228,3,6,7,4,4,0,0,0,24,318,2247,14813,20034,9695,2704,581,1000,51392
CED102,52,265,4656,14186,6478,1829,421,531,28418,12,183,1487,1494,122,18,5,63,3384,3,92,397,1091,418,61,13,32,2107,15,275,1884,2585,540,79,18,95,5491,35,409,1747,390,25,3,3,76,2688,47,504,5532,758,23,3,4,183,7054,43,526,4118,788,31,4,5,101,5616,9,27,35,7,10,0,0,3,91,134,1466,11432,1943,89,10,12,363,15449,8,103,176,77,13,3,0,26,406,0,18,42,34,10,3,0,0,107,209,2127,18190,18825,7130,1924,451,1015,49871
CED103,50,176,2983,13685,10155,2790,639,388,30866,47,217,866,1951,224,29,7,57,3398,10,166,1435,1807,526,40,11,47,4042,57,383,2301,3758,750,69,18,104,7440,54,835,1456,403,38,8,12,104,2910,95,1239,5022,626,20,0,6,117,7125,32,823,3242,592,24,3,4,72,4792,4,16,14,7,6,0,0,0,47,185,2913,9734,1628,88,11,22,293,14874,7,23,26,25,3,3,0,3,90,0,4,7,10,3,3,0,3,30,299,3499,15051,19106,10999,2876,679,791,53300
CED104,35,340,1777,11813,17519,4989,1098,281,37852,8,151,413,423,72,12,10,29,1118,0,28,156,1272,231,22,0,21,1730,8,179,569,1695,303,34,10,50,2848,9,156,321,99,26,0,0,18,629,6,27,95,9,3,0,0,6,146,23,87,357,44,0,0,0,8,519,7,54,38,28,15,8,3,4,157,45,324,811,180,44,8,3,36,1451,10,60,63,42,11,3,0,5,194,0,9,16,15,0,3,3,0,46,98,912,3236,13745,17877,5037,1114,372,42391
CED105,88,325,4780,15817,7254,1756,457,797,31274,63,241,696,1275,326,43,16,111,2771,37,259,685,1883,912,101,27,98,4002,100,500,1381,3158,1238,144,43,209,6773,176,902,2113,456,30,6,5,184,3872,21,256,3395,583,15,3,3,165,4441,11,97,1312,317,15,0,0,52,1804,4,38,60,59,26,3,0,10,200,212,1293,6880,1415,86,12,8,411,10317,6,41,56,40,10,9,0,9,171,3,7,42,9,3,0,3,3,70,409,2166,13139,20439,8591,1921,511,1429,48605
CED106,37,203,1552,10493,14431,5601,1148,285,33750,0,88,266,345,51,3,3,51,807,9,65,354,1181,192,17,5,28,1851,9,153,620,1526,243,20,8,79,2658,16,375,1114,661,21,4,3,39,2233,53,396,2650,705,20,0,3,67,3894,117,757,3381,1239,14,4,3,73,5588,0,25,8,9,6,4,0,5,57,186,1553,7153,2614,61,12,9,184,11772,0,8,15,7,6,0,0,0,36,8,14,21,9,6,3,0,5,66,240,1931,9361,14649,14747,5636,1165,553,48282
CED107,85,666,5689,22615,14453,2630,568,879,47585,17,261,1409,674,60,8,7,117,2553,8,46,93,108,38,10,3,9,315,25,307,1502,782,98,18,10,126,2868,59,591,1205,227,20,8,15,109,2234,0,15,78,15,0,0,0,9,117,0,13,15,0,0,0,0,0,28,4,23,23,19,0,3,3,0,75,63,642,1321,261,20,11,18,118,2454,38,134,87,52,24,0,6,81,422,0,9,15,8,5,6,13,6,62,211,1758,8614,23718,14600,2665,615,1210,53391
CED108,56,550,5230,21166,12578,2063,371,565,42579,3,307,1411,706,67,12,7,79,2592,3,49,169,273,38,9,0,7,548,6,356,1580,979,105,21,7,86,3140,13,369,899,308,15,0,3,75,1682,0,12,25,37,0,0,0,3,77,0,0,12,16,0,0,0,0,28,3,23,19,4,4,3,0,4,60,16,404,955,365,19,3,3,82,1847,25,129,164,25,8,3,0,32,386,0,7,6,13,4,0,0,0,30,103,1446,7935,22548,12714,2090,381,765,47982
CED109,74,306,1718,24889,11778,1958,399,860,41982,11,184,495,1546,195,34,13,74,2552,10,116,409,2405,495,31,13,73,3552,21,300,904,3951,690,65,26,147,6104,48,398,145,38,13,0,3,69,714,3,45,693,40,3,0,0,42,826,3,13,603,72,0,0,0,23,714,5,29,17,4,3,0,0,3,61,59,485,1458,154,19,0,3,137,2315,4,71,107,32,10,0,0,18,242,0,3,3,0,3,3,0,0,12,158,1165,4190,29026,12500,2026,428,1162,50655
CED110,30,243,2446,13187,10788,2839,488,331,30352,37,247,755,1196,74,11,3,53,2376,0,118,906,2811,263,19,5,65,4187,37,365,1661,4007,337,30,8,118,6563,29,1224,1731,242,18,3,3,112,3362,11,597,5023,723,17,0,4,118,6493,46,438,3166,786,17,0,0,122,4575,0,23,12,22,4,5,4,0,70,86,2282,9932,1773,56,8,11,352,14500,14,70,65,27,5,0,0,5,186,0,3,6,5,0,0,0,0,14,167,2963,14110,18999,11186,2877,507,806,51615
CED111,135,916,6056,21310,11256,2056,420,709,42858,25,242,1292,728,135,17,5,80,2524,4,89,494,669,69,10,3,34,1372,29,331,1786,1397,204,27,8,114,3896,60,588,1799,407,28,9,15,141,3047,3,9,228,59,0,0,3,11,313,0,32,151,87,6,0,0,7,283,7,40,40,10,3,3,3,4,110,70,669,2218,563,37,12,21,163,3753,133,493,546,132,39,5,5,74,1427,4,4,5,3,4,3,0,0,23,371,2413,10611,23405,11540,2103,454,1060,51957
CED112,48,372,4118,17531,10560,2376,453,461,35919,25,222,1506,1336,112,11,4,110,3326,10,236,1547,2111,169,20,3,90,4186,35,458,3053,3447,281,31,7,200,7512,53,1080,2617,487,54,46,3,131,4471,25,349,1883,317,11,3,0,84,2672,25,239,1634,879,28,4,3,65,2877,6,56,36,22,4,4,3,4,135,109,1724,6170,1705,97,57,9,284,10155,20,132,216,64,15,3,3,38,491,4,6,16,13,0,0,3,0,42,216,2692,13573,22760,10953,2467,475,983,54119
CED113,49,526,4105,17583,14368,2655,601,575,40462,7,238,1368,1425,188,13,4,113,3356,4,86,765,1142,165,23,8,56,2249,11,324,2133,2567,353,36,12,169,5605,17,503,1107,351,26,0,3,108,2115,3,52,313,73,5,0,0,14,460,0,54,409,86,4,0,3,17,573,0,37,28,19,9,3,0,4,100,20,646,1857,529,44,3,6,143,3248,55,237,212,49,10,0,3,51,617,0,5,3,14,8,0,0,0,30,135,1738,8310,20742,14783,2694,622,938,49962
CED114,138,817,5107,19398,12549,2381,614,638,41642,17,307,1378,1039,120,16,3,93,2973,8,101,654,674,90,16,3,30,1576,25,408,2032,1713,210,32,6,123,4549,43,689,1805,540,82,11,17,128,3315,8,218,600,26,6,0,5,25,888,5,79,250,38,0,0,3,7,382,0,42,42,18,6,0,0,0,108,56,1028,2697,622,94,11,25,160,4693,48,231,247,115,29,11,6,71,758,0,15,26,23,5,0,7,37,113,267,2499,10109,21871,12887,2435,658,1029,51755
CED115,64,573,6113,23772,11774,1813,417,960,45486,8,149,1015,308,15,0,3,73,1571,0,7,52,71,6,3,0,4,143,8,156,1067,379,21,3,3,77,1714,57,632,2851,570,52,11,7,228,4408,5,14,76,0,0,0,0,5,100,0,3,42,34,9,0,3,4,95,0,9,7,6,3,0,0,0,25,62,658,2976,610,64,11,10,237,4628,56,189,168,121,23,10,15,54,636,0,11,28,46,16,5,7,4,117,190,1587,10352,24928,11898,1842,452,1332,52581
CED116,91,225,1623,15610,11613,2175,484,754,32575,27,212,354,1317,273,51,16,80,2330,20,142,782,1881,440,58,19,85,3427,47,354,1136,3198,713,109,35,165,5757,172,307,940,293,19,3,7,109,1850,15,241,1994,174,3,3,3,112,2545,4,76,527,51,0,0,0,25,683,0,17,21,7,3,3,0,4,55,191,641,3482,525,25,9,10,250,5133,0,0,21,15,7,0,0,4,47,0,8,20,11,9,0,0,0,48,329,1228,6282,19359,12367,2293,529,1173,43560
CED117,73,613,4674,20264,14405,2570,480,663,43742,5,156,1032,790,100,10,3,69,2165,4,25,299,573,76,8,4,16,1005,9,181,1331,1363,176,18,7,85,3170,19,387,1173,354,32,3,3,80,2051,0,19,166,38,6,0,0,9,238,0,59,76,27,0,0,0,9,171,4,36,18,13,6,3,0,3,83,23,501,1433,432,44,6,3,101,2543,56,229,332,82,18,4,8,60,789,0,5,21,25,11,0,0,4,66,161,1529,7791,22166,14654,2598,498,913,50310
