region_id,P15_19_Managers,P15_19_Professionals,P15_19_TechnicTrades_Wrs,P15_19_CommunPersnlSvc_W,P15_19_ClericalAdminis_W,P15_19_Sales_W,P15_19_Mach_oper_drivers,P15_19_Labourers,P15_19_Occu_ID_NS,P15_19_Tot,P20_24_Managers,P20_24_Professionals,P20_24_TechnicTrades_W,P20_24_CommunPersnlSvc_W,P20_24_ClericalAdminis_W,P20_24_Sales_W,P20_24_Mach_oper_drivers,P20_24_Labourers,P20_24_Occu_ID_NS,P20_24_Tot,P25_34_Managers,P25_34_Professionals,P25_34_TechnicTrades_W,P25_34_CommunPersnlSvc_W,P25_34_ClericalAdminis_W,P25_34_Sales_W,P25_34_Mach_oper_drivers,P25_34_Labourers,P25_34_Occu_ID_NS,P25_34_Tot,P35_44_Managers,P35_44_Professionals,P35_44_TechnicTrades_W,P35_44_CommunPersnlSvc_W,P35_44_ClericalAdminis_W,P35_44_Sales_W,P35_44_Mach_oper_drivers,P35_44_Labourers,P35_44_Occu_ID_NS,P35_44_Tot,P45_54_Managers,P45_54_Professionals,P45_54_TechnicTrades_W,P45_54_CommunPersnlSvc_W,P45_54_ClericalAdminis_W,P45_54_Sales_W,P45_54_Mach_oper_drivers,P45_54_Labourers,P45_54_Occu_ID_NS,P45_54_Tot,P55_64_Managers,P55_64_Professionals,P55_64_TechnicTrades_W,P55_64_CommunPersnlSvc_W,P55_64_ClericalAdminis_W,P55_64_Sales_W,P55_64_Mach_oper_drivers,P55_64_Labourers,P55_64_Occu_ID_NS,P55_64_Tot,P65_74_Managers,P65_74_Professionals,P65_74_TechnicTrades_W,P65_74_CommunPersnlSvc_W,P65_74_ClericalAdminis_W,P65_74_Sales_W,P65_74_Mach_oper_drivers,P65_74_Labourers,P65_74_Occu_ID_NS,P65_74_Tot,P75_84_Managers,P75_84_Professionals,P75_84_TechnicTrades_W,P75_84_CommunPersnlSvc_W,P75_84_ClericalAdminis_W,P75_84_Sales_W,P75_84_Mach_oper_drivers,P75_84_Labourers,P75_84_Occu_ID_NS,P75_84_Tot,P85_ov_Managers,P85_ov_Professionals,P85_ov_TechnicTrades_W,P85_ov_CommunPersnlSvc_W,P85_ov_ClericalAdminis_W,P85_ov_Sales_W,P85_ov_Mach_oper_drivers,P85_ov_Labourers,P85_ov_Occu_ID_NS,P85_ov_Tot,P_Tot_Managers,P_Tot_Professionals,P_Tot_TechnicTrades_W,P_Tot_CommunPersnlSvc_W,P_Tot_ClericalAdminis_W,P_Tot_Sales_W,P_Tot_Mach_oper_drivers,P_Tot_Labourers,P_Tot_Occu_ID_NS,P_Tot_Tot
CED101,36,111,373,439,255,919,65,383,45,2626,262,1226,944,1021,1117,1113,207,483,165,6538,1629,4948,1968,1284,2872,1414,670,930,358,16073,2217,3875,1981,1107,2884,1108,905,903,291,15271,2255,3307,2087,1226,2905,1061,1281,1358,301,15781,1126,1902,1126,650,1772,581,749,929,171,9006,196,372,197,117,348,133,139,169,55,1726,26,44,12,12,32,8,8,11,26,179,10,3,3,0,3,3,0,3,8,33,7757,15788,8691,5856,12188,6340,4024,5169,1420,67233
CED102,35,86,269,341,232,782,55,303,53,2156,294,934,869,896,895,1054,210,578,165,5895,1851,4982,2059,1537,2807,1553,688,1186,407,17070,2405,4125,2033,1225,2979,1202,1012,1000,302,16283,1866,2776,1793,1128,2604,1017,1169,1244,258,13855,942,1506,1121,604,1454,611,886,1122,207,8453,191,289,225,103,307,135,186,259,52,1747,22,37,23,7,26,18,7,14,16,170,3,9,0,0,3,3,0,3,3,24,7609,14744,8392,5841,11307,6375,4213,5709,1463,65653
CED103,45,176,263,573,286,931,27,324,47,2672,331,1452,730,1071,1119,1315,127,370,166,6681,1998,7019,1749,1110,2725,1169,336,575,307,16988,3044,6111,1649,949,2635,890,407,632,309,16626,2762,5086,1795,1062,2916,950,654,975,306,16506,1433,2993,986,585,2006,655,482,776,173,10089,250,625,218,145,418,132,115,177,49,2129,32,70,21,7,44,19,16,26,12,247,0,14,5,0,4,0,0,4,3,30,9895,23546,7416,5502,12153,6061,2164,3859,1372,71968
CED104,58,219,439,731,334,1305,90,649,60,3885,333,1276,1016,1084,1008,1083,148,367,105,6420,1225,3426,1217,683,1280,695,228,351,174,9279,3101,5149,1541,911,2354,836,306,502,228,14928,3792,5794,1860,1054,3199,1019,459,753,235,18165,2338,3826,1079,608,2257,734,373,593,179,11987,531,794,306,132,535,192,119,192,71,2872,71,101,20,7,48,19,8,19,20,313,10,4,3,0,10,0,0,0,3,30,11459,20589,7481,5210,11025,5883,1731,3426,1075,67879
CED105,48,78,446,314,254,823,78,312,85,2438,315,979,943,780,1161,1047,319,542,236,6322,1259,3168,2114,1095,2434,1049,1099,1185,445,13848,1228,2016,2074,1048,2005,841,1424,1432,341,12409,1088,1417,1872,961,1907,819,1755,1885,321,12025,572,892,1067,481,1251,428,1029,1086,170,6976,96,147,173,75,188,61,162,157,36,1095,15,25,12,0,19,5,4,11,16,107,0,3,3,0,7,0,0,0,5,18,4621,8725,8704,4754,9226,5073,5870,6610,1655,55238
CED106,46,194,190,794,282,992,56,410,53,3017,304,1394,505,1145,878,1150,97,279,93,5845,1412,4724,882,769,1512,731,141,309,165,10645,3609,6499,932,729,2020,763,171,339,237,15299,4241,6865,1016,782,2565,898,252,466,283,17368,2286,4261,519,471,1850,639,163,345,203,10737,575,1248,149,150,645,244,58,136,76,3281,99,210,21,9,104,32,5,16,43,539,16,23,0,0,11,3,0,0,14,67,12588,25418,4214,4849,9867,5452,943,2300,1167,66798
CED107,83,81,804,578,217,1406,129,870,67,4235,284,591,1484,906,622,839,484,732,74,6016,1094,2141,2153,1129,1408,895,1147,1142,155,11264,1863,2630,2012,1442,1976,904,1449,1414,217,13907,2400,2681,1940,1413,2262,913,1499,1775,222,15105,1991,2003,1172,891,1465,595,1031,1182,178,10508,953,394,195,149,274,124,230,249,71,2639,287,34,15,8,26,17,17,32,29,465,35,6,0,0,0,0,3,0,8,52,8990,10561,9775,6516,8250,5693,5989,7396,1021,64191
CED108,60,81,764,523,224,1499,103,876,84,4214,232,586,1373,767,678,964,322,703,75,5700,873,2403,2139,1123,1609,912,853,1026,162,11100,1498,2626,2127,1232,2184,1029,1161,1270,220,13347,1527,2644,2012,1372,2383,951,1349,1374,218,13830,956,1930,1317,715,1508,603,910,852,102,8893,171,313,161,97,213,113,145,134,36,1383,17,42,8,3,22,5,4,13,15,129,6,0,0,0,3,3,0,0,3,15,5340,10625,9901,5832,8824,6079,4847,6248,915,58611
CED109,61,76,590,382,345,1325,182,734,129,3824,333,815,1107,869,1306,1148,684,862,201,7325,1163,2919,2218,1383,3019,1207,2056,1568,366,15899,1273,2383,2147,1473,2907,998,2458,1829,336,15804,1127,1845,2025,1376,2770,886,2504,2244,315,15092,554,961,1142,808,1616,474,1394,1307,201,8457,64,135,141,104,179,76,194,191,38,1122,0,9,5,7,7,4,0,17,16,65,0,0,0,3,0,0,0,0,4,7,4575,9143,9375,6405,12149,6118,9472,8752,1606,67595
CED110,52,134,508,715,289,1236,74,559,57,3624,380,1139,1221,1159,1059,1074,207,393,88,6720,2137,4271,2392,1642,2471,1154,470,576,216,15329,3029,4333,2180,1448,2809,1201,631,695,256,16582,2752,3684,1808,1227,3134,1174,712,774,202,15467,1694,2531,1135,634,2245,830,554,587,152,10362,340,567,244,140,566,211,138,184,63,2453,41,58,26,13,66,26,12,36,32,310,7,5,4,3,9,3,0,0,10,41,10432,16722,9518,6981,12648,6909,2798,3804,1076,70888
