region_id,C06_F_65_69_Tot_LF,C06_F_65_69_Notin_LF,C06_F_65_69_LF_NS,C06_F_65_69_Tot,C06_F_70_74_Em_FT,C06_F_70_74_Em_PT,C06_F_70_74_Em_AFW,C06_F_70_74_Em_Hrs_NS,C06_F_70_74_Em_Tot,C06_F_70_74_Unem_Look_FT,C06_F_70_74_Unem_Look_PT,C06_F_70_74_Unem_Tot,C06_F_70_74_Tot_LF,C06_F_70_74_Notin_LF,C06_F_70_74_LF_NS,C06_F_70_74_Tot,C06_F_75ov_Em_FT,C06_F_75ov_Em_PT,C06_F_75ov_Emp_A_fr_wo,C06_F_75ov_Em_Hou_wor_ns,C06_F_75over_Em_Tot,C06_F_75ov_Unem_Lo_ft_wor,C06_F_75ov_Unem_Lo_pt_wor,C06_F_75over_Unem_Tot,C06_F_75ov_Tot_LF,C06_F_75over_N_lab_forc,C06_F_75ov_LF_NS,C06_F_75andOver_Tot,C06_F_Tot_Em_FT,C06_F_Tot_Em_PT,C06_F_Tot_Em_AFW,C06_F_Tot_Em_Hrs_NS,C06_F_Tot_Em_Tot,C06_F_Tot_Unem_Look_FT,C06_F_Tot_Unem_Look_PT,C06_F_Tot_Unem_Tot,C06_F_T_T_labo_for,C06_F_Tot_Notin_LF,C06_F_Tot_LF_NS,C06_F_T_T,C11_F_15_19_Em_FT,C11_F_15_19_Em_PT,C11_F_15_19_Em_AFW,C11_F_15_19_Em_Hrs_NS,C11_F_15_19_Em_Tot,C11_F_15_19_Unem_Look_FT,C11_F_15_19_Unem_Look_PT,C11_F_15_19_Unem_Tot,C11_F_15_19_Tot_LF,C11_F_15_19_Notin_LF,C11_F_15_19_LF_NS,C11_F_15_19_Tot,C11_F_20_24_Em_FT,C11_F_20_24_Em_PT,C11_F_20_24_Em_AFW,C11_F_20_24_Em_Hrs_NS,C11_F_20_24_Em_Tot,C11_F_20_24_Unem_Look_FT,C11_F_20_24_Unem_Look_PT,C11_F_20_24_Unem_Tot,C11_F_20_24_Tot_LF,C11_F_20_24_Notin_LF,C11_F_20_24_LF_NS,C11_F_20_24_Tot,C11_F_25_29_Em_FT,C11_F_25_29_Em_PT,C11_F_25_29_Em_AFW,C11_F_25_29_Em_Hrs_NS,C11_F_25_29_Em_Tot,C11_F_25_29_Unem_Look_FT,C11_F_25_29_Unem_Look_PT,C11_F_25_29_Unem_Tot,C11_F_25_29_Tot_LF,C11_F_25_29_Notin_LF,C11_F_25_29_LF_NS,C11_F_25_29_Tot,C11_F_30_34_Em_FT,C11_F_30_34_Em_PT,C11_F_30_34_Em_AFW,C11_F_30_34_Em_Hrs_NS,C11_F_30_34_Em_Tot,C11_F_30_34_Unem_Look_FT,C11_F_30_34_Unem_Look_PT,C11_F_30_34_Unem_Tot,C11_F_30_34_Tot_LF,C11_F_30_34_Notin_LF,C11_F_30_34_LF_NS,C11_F_30_34_Tot,C11_F_35_39_Em_FT,C11_F_35_39_Em_PT,C11_F_35_39_Em_AFW,C11_F_35_39_Em_Hrs_NS,C11_F_35_39_Em_Tot,C11_F_35_39_Unem_Look_FT,C11_F_35_39_Unem_Look_PT,C11_F_35_39_Unem_Tot,C11_F_35_39_Tot_LF,C11_F_35_39_Notin_LF,C11_F_35_39_LF_NS,C11_F_35_39_Tot,C11_F_40_44_Em_FT,C11_F_40_44_Em_PT,C11_F_40_44_Em_AFW,C11_F_40_44_Em_Hrs_NS,C11_F_40_44_Em_Tot,C11_F_40_44_Unem_Look_FT,C11_F_40_44_Unem_Look_PT,C11_F_40_44_Unem_Tot,C11_F_40_44_Tot_LF,C11_F_40_44_Notin_LF,C11_F_40_44_LF_NS,C11_F_40_44_Tot,C11_F_45_49_Em_FT,C11_F_45_49_Em_PT,C11_F_45_49_Em_AFW,C11_F_45_49_Em_Hrs_NS,C11_F_45_49_Em_Tot,C11_F_45_49_Unem_Look_FT,C11_F_45_49_Unem_Look_PT,C11_F_45_49_Unem_Tot,C11_F_45_49_Tot_LF,C11_F_45_49_Notin_LF,C11_F_45_49_LF_NS,C11_F_45_49_Tot,C11_F_50_54_Em_FT,C11_F_50_54_Em_PT,C11_F_50_54_Em_AFW,C11_F_50_54_Em_Hrs_NS,C11_F_50_54_Em_Tot,C11_F_50_54_Unem_Look_FT,C11_F_50_54_Unem_Look_PT,C11_F_50_54_Unem_Tot,C11_F_50_54_Tot_LF,C11_F_50_54_Notin_LF,C11_F_50_54_LF_NS,C11_F_50_54_Tot,C11_F_55_59_Em_FT,C11_F_55_59_Em_PT,C11_F_55_59_Em_AFW,C11_F_55_59_Em_Hrs_NS,C11_F_55_59_Em_Tot,C11_F_55_59_Unem_Look_FT,C11_F_55_59_Unem_Look_PT,C11_F_55_59_Unem_Tot,C11_F_55_59_Tot_LF,C11_F_55_59_Notin_LF,C11_F_55_59_LF_NS,C11_F_55_59_Tot,C11_F_60_64_Em_FT,C11_F_60_64_Em_PT,C11_F_60_64_Em_AFW,C11_F_60_64_Em_Hrs_NS,C11_F_60_64_Em_Tot,C11_F_60_64_Unem_Look_FT,C11_F_60_64_Unem_Look_PT,C11_F_60_64_Unem_Tot,C11_F_60_64_Tot_LF,C11_F_60_64_Notin_LF,C11_F_60_64_LF_NS,C11_F_60_64_Tot,C11_F_65_69_Em_FT,C11_F_65_69_Em_PT,C11_F_65_69_Em_AFW,C11_F_65_69_Em_Hrs_NS,C11_F_65_69_Em_Tot,C11_F_65_69_Unem_Look_FT,C11_F_65_69_Unem_Look_PT,C11_F_65_69_Unem_Tot,C11_F_65_69_Tot_LF,C11_F_65_69_Notin_LF,C11_F_65_69_LF_NS,C11_F_65_69_Tot,C11_F_70_74_Em_FT,C11_F_70_74_Em_PT,C11_F_70_74_Em_AFW,C11_F_70_74_Em_Hrs_NS,C11_F_70_74_Em_Tot,C11_F_70_74_Unem_Look_FT,C11_F_70_74_Unem_Look_PT,C11_F_70_74_Unem_Tot,C11_F_70_74_Tot_LF,C11_F_70_74_Notin_LF,C11_F_70_74_LF_NS,C11_F_70_74_Tot,C11_F_75ov_Em_FT,C11_F_75ov_Em_PT,C11_F_75ov_Emp_Aw_fr_w,C11_F_75ov_Emp_Hou_w_ns,C11_F_75over_Em_Tot,C11_F_75ov_Unem_Lo_ft_wor,C11_F_75ov_Unem_Lo_pt_wor,C11_F_75ov_Unemp_Tot,C11_F_75ov_Tot_lab_for,C11_F_75ov_N_lab_forc,C11_F_75ov_LF_NS,C11_F_75ov_yr_Tot,C11_F_Tot_Em_FT,C11_F_Tot_Em_PT,C11_F_Tot_Em_AFW,C11_F_Tot_Em_Hrs_NS
10101,260,1144,64,1468,49,50,10,9,118,0,0,0,118,1019,86,1223,28,37,5,11,81,0,0,0,81,2297,238,2616,6051,5940,572,306,12869,372,326,698,13567,10717,1122,25406,221,657,37,35,950,56,79,135,1085,871,71,2027,572,387,47,29,1035,56,32,88,1123,360,68,1551,614,336,66,17,1033,30,20,50,1083,437,62,1582,496,593,93,13,1195,27,32,59,1254,443,83,1780,704,723,83,34,1544,32,42,74,1618,492,84,2194,903,807,65,23,1798,41,42,83,1881,424,85,2390,941,772,61,26,1800,26,21,47,1847,417,66,2330,931,697,57,38,1723,34,21,55,1778,478,73,2329,754,593,79,18,1444,20,19,39,1483,731,80,2294,378,478,43,13,912,11,25,36,948,1179,62,2189,131,194,15,13,353,0,5,5,358,1348,100,1806,40,71,14,3,128,0,4,4,132,1142,87,1361,35,51,13,14,113,0,3,3,116,2495,359,2970,6720,6359,673,276
10102,122,581,60,763,11,12,3,3,29,0,0,0,29,436,46,511,9,16,0,0,25,0,0,0,25,939,177,1141,6715,4476,554,229,11974,180,169,349,12323,5704,1097,19124,226,644,47,24,941,28,45,73,1014,634,77,1725,806,357,56,21,1240,31,15,46,1286,239,62,1587,886,319,106,19,1330,27,25,52,1382,248,80,1710,786,439,139,16,1380,11,24,35,1415,277,71,1763,859,583,115,32,1589,14,22,36,1625,306,83,2014,1132,701,71,31,1935,15,17,32,1967,276,92,2335,1157,552,64,20,1793,18,9,27,1820,222,88,2130,1009,450,63,18,1540,22,10,32,1572,278,77,1927,684,373,58,16,1131,17,7,24,1155,427,83,1665,322,280,34,14,650,8,3,11,661,625,60,1346,64,106,8,8,186,0,4,4,190,682,49,921,18,43,3,0,64,0,0,0,64,574,45,683,11,15,0,0,26,0,3,3,29,1051,150,1230,7960,4862,764,219
10103,118,316,36,470,14,22,3,0,39,0,0,0,39,240,39,318,7,15,0,7,29,0,0,0,29,570,118,717,3318,2875,331,122,6646,81,143,224,6870,3177,1195,11242,121,428,29,13,591,7,59,66,657,424,142,1223,402,229,22,13,666,18,10,28,694,90,100,884,369,174,21,10,574,9,3,12,586,113,67,766,285,182,41,5,513,6,9,15,528,143,87,758,268,314,40,9,631,7,12,19,650,162,97,909,370,364,32,12,778,10,10,20,798,143,111,1052,449,319,37,7,812,11,6,17,829,126,81,1036,437,279,44,3,763,13,6,19,782,158,83,1023,272,235,41,5,553,4,5,9,562,240,61,863,155,228,15,18,416,0,9,9,425,368,58,851,66,89,14,6,175,3,0,3,178,438,51,667,12,34,11,3,60,0,0,0,60,326,33,419,12,17,4,0,33,0,0,0,33,679,72,784,3218,2892,351,104
10104,165,1793,88,2046,25,44,6,5,80,0,0,0,80,1548,117,1745,8,14,5,6,33,0,3,3,36,3183,353,3572,4501,6345,564,290,11700,434,421,855,12555,13901,1250,27706,129,634,57,39,859,40,69,109,968,883,85,1936,294,324,32,17,667,44,21,65,732,290,58,1080,298,328,57,9,692,18,20,38,730,368,68,1166,269,451,70,23,813,21,31,52,865,431,75,1371,418,624,57,18,1117,34,41,75,1192,451,83,1726,582,798,63,33,1476,34,48,82,1558,421,83,2062,787,862,77,20,1746,43,47,90,1836,429,96,2361,837,1035,99,26,1997,49,39,88,2085,655,103,2843,657,831,100,19,1607,28,53,81,1688,1078,113,2879,289,571,75,18,953,26,24,50,1003,1867,130,3000,75,186,17,5,283,3,5,8,291,2073,97,2461,22,51,3,0,76,0,4,4,80,1730,129,1939,11,28,6,5,50,0,3,3,53,3490,426,3969,4668,6723,713,232
10201,353,2933,265,3551,21,71,10,3,105,0,3,3,108,2892,326,3326,19,39,8,11,77,0,0,0,77,7625,1441,9143,13810,15309,1390,741,31250,966,1063,2029,33279,27686,4770,65735,419,1724,101,77,2321,141,296,437,2758,2091,187,5036,1483,1351,122,96,3052,185,113,298,3350,768,162,4280,1641,902,197,35,2775,111,74,185,2960,887,191,4038,1244,1322,268,45,2879,70,78,148,3027,1163,163,4353,1344,1914,196,40,3494,75,139,214,3708,1303,198,5209,1742,2138,156,68,4104,101,118,219,4323,1198,237,5758,2075,2157,155,78,4465,110,102,212,4677,1069,218,5964,2181,1956,167,60,4364,91,87,178,4542,1273,252,6067,1564,1626,161,51,3402,55,59,114,3516,1663,209,5388,727,1084,118,26,1955,29,60,89,2044,2858,229,5131,179,424,28,14,645,3,11,14,659,3352,217,4228,28,116,14,9,167,0,7,7,174,3103,234,3511,3,50,10,11,74,3,6,9,83,8169,1202,9454,14630,16764,1693,610
10202,208,3015,218,3441,10,45,6,9,70,0,0,0,70,2812,261,3143,12,27,9,14,62,3,0,3,65,6252,991,7308,10426,12431,1052,654,24563,1115,1087,2202,26765,26515,3176,56456,421,1644,128,88,2281,233,276,509,2790,2004,205,4999,1279,1143,117,81,2620,223,128,351,2971,914,172,4057,1316,950,194,56,2516,119,111,230,2746,1187,128,4061,1049,1267,209,42,2567,103,114,217,2784,1196,167,4147,1266,1598,166,47,3077,112,131,243,3320,1368,193,4881,1549,1799,111,59,3518,117,125,242,3760,1168,204,5132,1677,1624,130,89,3520,111,98,209,3729,1050,171,4950,1689,1529,149,56,3423,99,86,185,3608,1248,186,5042,1142,1151,117,34,2444,59,50,109,2553,1783,138,4474,495,764,76,27,1362,30,44,74,1436,2882,177,4495,110,274,25,12,421,3,4,7,428,3434,199,4061,15,60,5,5,85,3,0,3,88,3100,229,3417,14,21,6,10,51,0,3,3,54,6705,941,7700,12022,13824,1433,606
10301,108,531,40,679,11,23,3,5,42,0,0,0,42,553,53,648,11,19,8,6,44,0,0,0,44,1228,141,1413,3894,4151,446,194,8685,245,354,599,9284,6366,669,16319,121,579,46,16,762,34,102,136,898,781,69,1748,439,573,61,14,1087,55,64,119,1206,493,79,1778,428,284,40,11,763,22,25,47,810,306,50,1166,323,341,75,12,751,33,25,58,809,320,50,1179,430,450,52,11,943,27,23,50,993,290,65,1348,518,529,26,20,1093,20,30,50,1143,251,41,1435,602,435,32,9,1078,10,28,38,1116,246,45,1407,613,435,35,13,1096,10,12,22,1118,260,49,1427,452,384,31,6,873,9,13,22,895,349,52,1296,227,287,26,19,559,5,8,13,572,572,60,1204,69,122,10,4,205,0,4,4,209,731,52,992,11,46,6,5,68,0,0,0,68,554,53,675,9,22,9,6,46,0,0,0,46,1438,151,1635,4242,4487,449,146
10302,277,1075,74,1426,50,63,5,10,128,0,0,0,128,983,68,1179,43,34,15,12,104,0,5,5,109,2376,266,2751,4568,4724,412,325,10029,354,320,674,10703,10090,930,21723,125,485,32,18,660,32,56,88,748,826,72,1646,376,254,36,23,689,53,25,78,767,362,57,1186,455,328,55,18,856,32,26,58,914,372,49,1335,318,430,57,16,821,36,33,69,890,404,62,1356,414,534,47,32,1027,30,34,64,1091,389,68,1548,592,590,28,24,1234,23,25,48,1282,383,55,1720,656,564,43,27,1290,35,25,60,1350,382,64,1796,666,534,55,21,1276,27,20,47,1323,434,74,1831,532,466,59,21,1078,14,18,32,1110,624,71,1805,287,365,32,22,706,4,11,15,721,954,92,1767,128,152,20,10,310,0,6,6,316,1040,90,1446,55,87,12,12,166,0,0,0,166,1121,109,1396,38,61,10,9,118,0,0,0,118,2490,274,2882,4642,4850,486,253
10303,127,810,63,1000,25,27,5,4,61,0,0,0,61,697,62,820,26,21,4,9,60,0,0,0,60,1526,168,1754,3207,3818,290,192,7507,335,268,603,8110,7714,857,16681,128,377,23,22,550,43,45,88,638,615,56,1309,338,249,33,15,635,41,26,67,702,280,47,1029,290,243,38,13,584,27,35,62,646,329,45,1020,238,337,48,15,638,26,19,45,683,351,49,1083,348,471,43,11,873,30,26,56,929,364,74,1367,402,546,29,13,990,30,26,56,1046,331,70,1447,505,515,33,14,1067,33,27,60,1127,360,61,1548,510,474,37,17,1038,27,10,37,1075,354,58,1487,347,378,37,16,778,15,13,28,806,542,67,1415,166,285,21,11,483,9,13,22,505,865,73,1443,72,130,13,6,221,3,3,6,227,967,53,1247,30,53,0,0,83,0,5,5,88,771,65,924,18,27,3,7,55,0,0,0,55,1637,211,1903,3392,4085,358,160
10304,170,784,60,1014,28,32,4,7,71,0,0,0,71,770,64,905,15,23,0,9,47,0,0,0,47,1751,213,2011,4936,4719,462,239,10356,307,290,597,10953,8086,890,19929,165,560,38,36,799,49,64,113,912,933,79,1924,605,348,37,27,1017,47,41,88,1105,426,73,1604,631,348,90,17,1086,38,24,62,1148,439,85,1672,466,479,92,19,1056,26,19,45,1101,446,56,1603,574,609,55,9,1247,32,28,60,1307,377,97,1781,689,657,41,18,1405,22,34,56,1461,325,83,1869,770,608,47,22,1447,24,20,44,1491,298,68,1857,798,514,55,28,1395,14,12,26,1421,345,50,1816,569,451,38,10,1068,11,10,21,1089,455,58,1602,310,328,40,7,685,8,4,12,697,819,60,1576,88,142,16,11,257,0,0,0,257,855,53,1165,24,55,6,0,85,0,0,0,85,802,69,956,20,17,4,12,53,0,0,0,53,1932,174,2159,5709,5116,559,216
