SA4_CODE_2016,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_apart,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_P_not_in_s_hh_DS_Flat_apart,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Hs_cop_cty_ch_gp_DS_Sp_ho,R_Hs_c_ct_ch_g_DS_SD_ro_t_h_t,R_Hse_cp_cty_ch_g_DS_Flt_apt,R_Hs_cop_cty_ch_gp_DS_Ot_dwel,R_Hse_coop_cty_ch_gp_DS_NS,R_Hse_coop_cty_ch_gp_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flat_apart,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flat_apart,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flat_apart,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flat_apart,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total
111,40244,4499,1422,366,65,46592,42088,2382,1078,54,55,45666,13021,4605,4027,152,120,21933,2648,2169,2001,13,19,6856,5390,1142,931,58,54,7578,245,363,228,5,10,848,501,158,97,132,21,910,358,82,63,3,4,514,22173,8525,7349,358,233,38636,563,485,182,7,11,1249,2286,532,410,55,71,3361,107357,16426,10437,841,438,135506
112,28130,3966,1691,1676,223,35689,22728,2155,731,181,121,25915,6783,3401,2740,74,69,13065,954,917,497,0,4,2366,5269,1201,799,201,96,7573,253,280,117,3,3,652,472,111,72,398,31,1092,468,97,60,28,10,662,14197,6005,4285,717,215,25414,537,294,105,28,54,1017,1771,533,357,163,88,2914,67356,12960,7162,2765,701,90951
113,18594,421,395,161,98,19661,16446,149,210,73,70,16949,5493,782,2092,79,39,8495,1585,78,298,4,3,1972,3417,155,304,50,34,3954,113,75,126,0,7,315,1017,46,106,75,26,1268,436,19,44,7,5,515,12068,1157,2966,215,116,16512,353,110,52,11,4,531,1473,104,212,50,23,1856,48927,1938,3826,509,310,55512
114,22205,1077,225,779,158,24436,15569,289,97,49,69,16074,5372,1149,501,26,32,7081,1054,418,153,0,5,1636,2441,227,128,39,31,2867,216,139,43,0,8,412,524,15,7,135,37,727,279,22,8,12,6,336,9899,1977,843,213,125,13047,435,154,36,10,21,654,1325,145,83,81,43,1678,49428,3638,1282,1138,404,55891
115,21973,1755,766,107,61,24660,28188,2635,626,35,62,31555,5096,1668,1166,20,34,7987,46,79,13,0,3,147,1576,263,175,10,31,2048,47,120,141,0,7,321,222,74,14,82,17,411,192,23,12,3,10,237,7182,2231,1518,114,101,11147,341,424,419,0,5,1200,932,140,120,23,49,1261,58616,7182,3450,287,279,69816
116,20368,2082,257,136,26,22869,34669,6986,953,64,83,42747,12718,3901,2595,88,105,19401,4709,2003,964,4,7,7687,3256,680,263,41,48,4288,213,179,72,0,4,469,418,109,36,53,12,623,283,59,40,3,3,387,21587,6932,3965,197,172,32849,397,126,42,5,3,573,2148,388,217,58,69,2882,79177,16506,5431,457,348,101918
117,5606,5847,9300,96,62,20914,4438,8149,15434,90,86,28199,1674,6945,39179,535,257,48591,247,2147,6155,0,22,8574,643,2130,7291,190,109,10361,76,192,1173,13,19,1471,50,134,932,27,34,1176,58,121,437,7,3,616,2748,11666,55165,769,437,70781,74,172,516,6,3,772,424,787,2494,74,228,4012,13285,26617,82907,1042,824,124676
118,11218,6251,9685,153,90,27392,7306,6443,9245,124,89,23207,1783,3446,25861,453,95,31642,117,550,2871,0,9,3540,807,1071,5518,161,54,7604,42,60,387,7,0,497,93,139,416,17,5,668,92,83,353,7,4,536,2931,5345,35407,643,166,44495,126,117,459,4,22,724,510,461,1912,34,82,3004,22089,18613,56707,960,447,98825
119,43132,6908,7372,164,72,57649,32840,9391,12345,130,121,54821,10205,5133,26355,502,207,42402,2745,2512,4419,3,15,9699,4162,1302,3769,159,101,9494,277,382,538,0,11,1206,676,235,477,53,22,1463,475,137,274,13,9,919,18535,9705,35837,742,358,65174,523,202,443,11,5,1192,2783,776,1817,51,125,5564,97827,26983,57813,1095,688,184401
120,16828,6104,6558,117,75,29685,11866,7497,10071,200,91,29724,3752,4348,22472,532,197,31301,234,736,1770,0,15,2755,1296,1049,3599,171,87,6210,114,89,426,3,19,650,114,145,437,24,30,749,130,89,254,13,8,504,5636,6460,28961,748,359,42160,168,102,288,4,8,576,795,412,1331,53,230,2817,35295,20570,47212,1116,766,104952
121,31960,4421,12293,29,75,48787,29668,3643,13230,19,47,46608,5818,2375,27715,132,107,36142,119,283,1190,0,3,1597,2175,705,4711,57,50,7694,92,61,512,4,9,675,188,59,347,18,37,645,223,51,296,3,8,587,8603,3542,34766,214,214,47346,306,80,791,3,12,1189,1138,273,1296,15,66,2783,71675,11959,62380,281,419,146713
122,21296,2826,6002,137,62,30314,22171,2047,6896,55,55,31222,3780,1117,10743,106,102,15844,189,381,496,0,0,1068,1748,457,2336,77,76,4691,52,154,268,0,0,477,109,97,117,30,10,365,144,51,138,6,9,338,6015,2253,14094,214,206,22785,239,486,664,9,8,1399,994,282,841,44,60,2214,50714,7895,28497,455,385,87940
123,18962,1644,360,82,39,21089,33441,2460,366,40,40,36351,9122,2619,1153,44,54,12989,3017,2145,214,0,6,5375,2380,427,101,25,19,2950,155,154,35,0,16,367,285,45,21,55,7,415,240,43,10,10,11,312,15193,5428,1534,130,108,22398,335,340,151,3,63,897,1499,367,90,9,23,1998,69437,10246,2493,264,279,82721
124,28392,1929,399,129,61,30913,38600,2327,568,34,82,41604,12105,3830,2488,74,131,18624,1774,1288,626,3,3,3692,3609,563,261,15,56,4499,211,245,173,3,10,643,420,86,29,16,21,575,294,43,32,0,6,379,18409,6059,3606,117,223,28412,408,212,50,0,3,674,1868,424,193,24,54,2565,87678,10943,4817,306,422,104168
125,27627,3478,3775,82,56,35020,25564,7589,9044,133,105,42436,9523,5307,22380,281,202,37692,2601,2604,3587,16,9,8816,3776,1148,2744,89,75,7835,194,459,626,3,10,1294,751,415,304,14,24,1514,330,108,187,5,7,639,17167,10045,29832,404,324,57781,398,187,659,0,10,1249,2030,651,1516,32,147,4375,72792,21950,44827,650,644,140867
126,15374,2426,2400,15,40,20252,12800,2611,3859,15,44,19331,3154,2275,9494,75,62,15062,250,648,882,0,0,1782,1360,489,1426,18,24,3319,51,160,205,0,14,431,133,135,104,7,11,386,123,46,66,3,0,244,5084,3745,12184,100,113,21221,181,157,247,4,19,608,657,217,436,5,54,1359,34097,9149,19125,142,269,62777
127,29210,1730,1519,126,49,32637,35372,3748,2190,110,95,41514,11602,3366,6861,143,140,22114,3196,2634,1982,13,31,7853,3714,627,749,41,51,5178,233,251,275,7,4,766,1229,189,204,62,28,1702,372,59,115,6,11,562,20337,7121,10180,271,261,38172,533,151,101,8,0,794,2495,493,609,42,131,3773,87958,13234,14606,555,541,116885
128,21166,3736,3401,91,33,28425,22026,3309,4042,28,48,29446,2795,1639,6489,104,42,11075,270,653,760,0,3,1691,989,389,961,26,24,2387,67,104,180,0,3,353,84,155,37,86,3,369,126,25,66,9,0,223,4331,2973,8493,227,76,16096,162,88,335,0,3,584,828,269,449,22,36,1604,48519,10368,16714,367,199,76169
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
