SA4_CODE_2016,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christianity_Asyrin_Apstlic_M,Christianity_Asyrin_Apstlic_F,Christianity_Asyrin_Apstlic_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christianity_Church_Christ_M,Christianity_Church_Christ_F,Christianity_Church_Christ_P,Christianity_Eastrn_Orthdox_M,Christianity_Eastrn_Orthdox_F,Christianity_Eastrn_Orthdox_P,Christinty_Jehvahs_Witnses_M,Christinty_Jehvahs_Witnses_F,Christinty_Jehvahs_Witnses_P,Christianity_Lattr_day_Snts_M,Christianity_Lattr_day_Snts_F,Christianity_Lattr_day_Snts_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christianity_Orintal_Orthdx_M,Christianity_Orintal_Orthdx_F,Christianity_Orintal_Orthdx_P,Christianity_Othr_Protestnt_M,Christianity_Othr_Protestnt_F,Christianity_Othr_Protestnt_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christinty_Prsbytrin_Refrmd_M,Christinty_Prsbytrin_Refrmd_F,Christinty_Prsbytrin_Refrmd_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christnty_Sevnth_dy_Advntst_M,Christnty_Sevnth_dy_Advntst_F,Christnty_Sevnth_dy_Advntst_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Othr_Rel_Aust_Abor_Trad_Rel_M,Othr_Rel_Aust_Abor_Trad_Rel_F,Othr_Rel_Aust_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Othr_Reln_Other_reln_groups_M,Othr_Reln_Other_reln_groups_F,Othr_Reln_Other_reln_groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_NR_M,SB_OSB_NRA_NR_F,SB_OSB_NRA_NR_P,SB_OSB_NRA_SB_M,SB_OSB_NRA_SB_F,SB_OSB_NRA_SB_P,SB_OSB_NRA_OSB_M,SB_OSB_NRA_OSB_F,SB_OSB_NRA_OSB_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,Tot_M,Tot_F,Tot_P
112,1253,1875,3132,19306,22597,41903,0,0,0,1017,1192,2208,11,17,27,23615,26380,49996,103,130,230,315,302,621,646,835,1477,107,150,262,286,340,619,17,22,37,291,321,608,1176,1479,2654,4688,5165,9859,229,318,545,625,760,1386,4297,5430,9724,2417,2832,5254,244,263,503,59382,68531,127917,490,457,948,184,150,331,242,223,473,46,64,112,203,171,371,462,808,1270,711,1043,1754,39570,36675,76248,421,345,765,351,635,985,40339,37660,78001,13649,13400,27053,116256,123343,239604
113,340,377,713,15453,16992,32440,0,0,0,796,878,1674,198,215,415,23824,25461,49289,58,45,102,149,147,298,204,249,457,95,124,213,675,845,1516,98,96,196,280,253,526,610,763,1375,3272,3484,6753,162,202,360,274,276,547,3688,4260,7944,1203,1325,2522,30,30,57,51061,55628,106687,582,486,1068,710,476,1191,10,26,39,16,22,37,525,451,978,110,143,254,659,617,1271,15597,13285,28880,154,117,270,67,82,144,15809,13488,29298,8558,7108,15668,77726,78206,155934
114,551,805,1359,16765,19467,36230,0,0,0,955,1109,2065,90,83,172,14567,16272,30835,79,106,189,489,480,967,373,432,800,83,117,203,215,230,444,13,20,35,174,213,389,543,660,1202,2286,2621,4906,168,179,346,91,100,190,2401,3060,5464,1572,1785,3356,72,91,171,40937,47027,87961,279,251,529,142,118,263,86,120,204,28,16,39,46,42,88,158,295,455,234,348,580,21869,19496,41368,226,189,409,154,172,326,22252,19859,42110,7606,6749,14353,72084,75273,147363
115,2672,3418,6093,18135,20091,38227,16,22,40,2018,2311,4331,244,264,503,30969,32397,63364,108,130,239,1795,1824,3615,248,293,534,318,331,644,277,332,609,549,566,1120,602,642,1246,2397,2738,5135,2923,3116,6034,117,144,264,476,606,1081,3260,3984,7244,2387,2618,5005,111,121,238,66958,72530,139483,4442,4415,8857,2365,2307,4676,143,138,280,9,6,13,845,826,1665,555,631,1186,1408,1456,2861,26523,23221,49744,290,236,522,103,146,244,26914,23597,50511,7496,7487,14981,112397,115348,227739
116,2679,3158,5834,16919,19106,36026,90,88,174,2213,2333,4545,44,62,106,47417,51358,98775,458,493,948,2965,3083,6053,540,655,1197,1128,1220,2350,215,246,458,1832,1831,3666,1568,1576,3147,3555,4048,7610,2786,3227,6015,222,281,507,854,985,1838,2993,3309,6300,5156,5609,10762,186,197,380,91151,99702,190853,15158,14409,29560,11583,11178,22758,79,71,151,11,16,25,6192,5266,11453,641,744,1390,6842,6027,12871,27453,23505,50960,293,212,508,113,142,254,27864,23861,51726,13588,12300,25888,168934,170700,339637
117,8289,10898,19188,9218,9605,18824,134,114,245,855,934,1787,6,0,4,27806,29239,57041,32,41,71,5341,5781,11125,126,195,320,158,169,327,266,285,546,262,255,518,460,532,988,1012,1295,2315,1711,1818,3527,61,76,133,116,140,254,1512,1635,3154,2324,2824,5150,95,73,173,51484,55018,106503,2609,2001,4612,4024,3090,7110,1459,1420,2877,38,48,84,135,146,281,570,503,1070,741,698,1439,67381,60126,127509,936,714,1650,327,369,696,68646,61207,129854,23815,20154,43965,161061,154483,315551
118,2279,3168,5451,11568,14222,25787,50,61,113,443,567,1014,4,3,8,28834,33202,62037,20,28,52,5073,5936,11012,121,174,295,65,77,140,283,322,607,190,209,394,328,386,716,572,780,1354,1829,2034,3863,20,42,65,63,66,129,1078,1354,2432,1354,1791,3149,59,56,115,51946,61314,113263,1027,911,1937,1526,1272,2798,10645,11679,22325,28,18,45,105,103,211,287,343,633,420,464,887,43530,41511,85040,536,430,965,195,311,504,44261,42256,86512,17408,16462,33866,129505,137524,267037
119,12989,16966,29955,16996,19827,36824,80,78,161,3105,3698,6803,29,19,47,61063,66668,127735,193,236,435,29590,30443,60038,564,770,1329,495,490,984,304,357,662,2828,2838,5667,1132,1366,2502,1938,2396,4335,3755,4308,8062,340,491,830,343,410,752,3341,4197,7532,6513,7112,13621,275,305,585,132879,146016,278895,9971,8449,18427,43837,39755,83591,270,263,533,19,22,48,759,674,1433,799,858,1665,1582,1555,3139,56397,51074,107477,467,383,845,266,310,572,57132,51765,108894,24095,23895,47984,282753,288670,571416
120,4725,7021,11749,9194,11108,20307,33,42,75,1020,1219,2243,23,19,40,37855,42568,80424,47,66,115,5425,6082,11507,255,348,602,99,110,205,213,276,488,543,569,1119,391,467,859,724,982,1708,3010,3697,6714,94,117,214,137,180,310,2033,2553,4591,2082,2519,4597,99,93,194,63284,73028,136314,8842,6997,15837,2709,2256,4968,353,388,740,7,10,18,333,264,595,488,516,1003,827,790,1616,47149,45916,93065,548,469,1019,184,269,453,47883,46657,94538,13807,13724,27539,142436,150867,293301
121,4677,7063,11740,28334,33632,61971,12,7,19,1909,2349,4255,26,19,41,39919,46464,86380,178,191,368,2365,2689,5055,194,256,456,142,162,299,543,685,1228,752,791,1542,725,883,1602,1384,1715,3094,4560,5338,9898,108,109,216,488,638,1127,5478,7334,12816,3395,4162,7557,159,197,352,90673,107617,198285,5514,5277,10794,2020,1972,3990,2668,2759,5427,3,10,16,545,516,1064,752,929,1680,1301,1458,2755,69418,65283,134702,754,689,1440,275,397,667,70447,66367,136809,17491,18055,35549,194785,210572,405356
122,1488,2216,3701,20721,24379,45097,4,4,12,985,1099,2086,3,3,5,28987,32317,61300,34,50,90,1748,1887,3636,279,355,636,142,161,301,368,515,881,533,562,1093,444,526,971,1249,1464,2715,2562,2975,5543,77,142,224,88,110,193,3010,3855,6858,2159,2614,4772,61,90,148,63464,73106,136566,900,754,1651,580,516,1095,401,419,820,5,6,11,303,224,526,328,445,774,636,672,1316,44902,40381,85280,442,334,771,168,323,490,45511,41038,86548,10526,10653,21179,123507,129370,252878
123,2141,2742,4887,23385,26787,50177,59,45,106,1766,1940,3704,261,253,514,35905,38887,74793,96,111,212,2146,2111,4261,619,773,1392,919,935,1860,320,382,707,552,538,1094,661,733,1390,1703,1980,3683,2387,2657,5047,209,268,477,471,549,1020,2646,3165,5811,3238,3515,6750,177,209,385,77522,85847,163370,3768,3770,7543,6941,6693,13638,72,61,131,27,24,53,643,537,1176,416,524,937,1079,1084,2163,26831,22885,49719,276,209,481,134,158,286,27239,23253,50488,9962,9890,19849,128725,133338,262064
124,1383,1951,3332,26608,30780,57390,58,51,117,2181,2489,4669,388,387,775,41823,45640,87471,185,198,379,2111,2121,4233,420,539,962,544,594,1140,373,462,834,512,498,1007,637,712,1351,2021,2217,4239,3363,3863,7226,280,397,675,320,392,709,3234,3991,7220,3573,3992,7566,137,198,335,88773,99530,188301,1906,1850,3756,2365,2135,4497,125,146,269,23,38,63,812,751,1564,452,625,1083,1295,1412,2705,40942,36231,77177,559,446,1006,207,343,549,41704,37017,78729,12925,12420,25350,150470,156457,306933
125,9285,11593,20872,13192,15032,28226,165,151,316,3034,3361,6397,204,226,430,48796,52921,101719,174,239,413,4876,4961,9837,378,512,886,529,554,1090,204,269,473,1016,1058,2076,1022,1057,2076,2135,2423,4555,4587,5024,9611,205,278,483,413,487,898,3696,4435,8129,4652,5162,9814,219,232,455,89492,98386,187876,24431,21263,45693,35235,29521,64751,106,111,223,4,5,14,2750,2035,4788,1323,1393,2708,4078,3429,7510,42811,36882,79694,407,281,690,189,228,417,43411,37396,80808,21539,19125,40662,227574,220818,448391
126,3124,4186,7308,8457,9799,18257,7,12,22,1708,2029,3740,134,165,294,20685,22829,43510,87,101,185,1907,1949,3854,93,158,251,103,83,186,201,236,441,928,967,1898,464,571,1043,911,1060,1973,3167,3639,6807,60,78,146,154,192,347,1980,2481,4460,1922,2244,4165,50,72,123,43028,48661,91685,3760,3453,7210,1832,1643,3469,329,405,739,3,0,3,359,335,698,335,329,663,698,668,1368,28766,27016,55779,276,206,478,98,144,250,29140,27366,56503,6924,6907,13840,88832,93286,182119
127,23278,27119,50402,11498,12880,24370,4588,4907,9487,2305,2438,4750,17,10,23,60268,63584,123860,100,107,209,9904,10122,20027,557,740,1297,888,974,1862,237,237,475,1707,1728,3433,784,914,1697,2207,2525,4732,1563,1710,3270,155,178,335,535,614,1148,1511,1640,3153,6792,7200,13995,227,230,448,105836,112735,218574,5875,6045,11917,17253,16278,33529,35,27,60,7,5,15,606,506,1110,3472,3644,7113,4084,4153,8238,27007,22101,49107,219,142,359,111,125,244,27340,22365,49702,16922,16622,33540,200618,205344,405962
128,920,1432,2355,20818,24225,45043,4,4,6,1856,2055,3915,85,82,166,30172,33537,63710,182,179,356,4556,4653,9209,123,185,317,128,146,275,252,308,561,427,426,852,400,453,855,894,1016,1912,2332,2686,5019,234,312,548,61,79,140,3010,3926,6936,2003,2261,4258,91,108,196,67624,76647,144270,607,606,1214,757,774,1524,128,151,279,11,7,15,108,90,203,162,190,354,280,284,572,28432,24044,52470,304,244,545,86,165,252,28814,24446,53266,7275,7122,14400,106413,111465,217880
197,3,10,17,32,37,69,0,0,0,7,0,5,0,0,0,47,71,120,0,0,0,4,6,13,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,3,3,3,5,15,0,0,0,0,0,3,7,7,18,3,3,5,0,0,0,104,143,249,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,40,48,85,0,0,0,0,0,0,40,49,88,20,36,60,171,239,412
199,100,107,211,785,549,1339,4,0,8,44,37,79,0,0,0,912,731,1643,0,3,3,43,38,83,21,11,31,58,24,81,11,13,32,15,7,17,26,25,48,34,43,75,134,104,238,9,13,26,21,19,46,143,146,292,147,138,281,8,5,9,2419,1912,4328,73,48,122,150,70,222,17,10,24,11,7,17,13,3,14,31,26,60,54,39,91,2021,1415,3434,33,27,57,21,26,52,2073,1463,3537,2461,1286,3744,7351,4939,12288
