SA4_CODE_2016,M_0_299_DS_DS_Sept_house,M_0_299_DS_DS_sd_row_tce_hs_t,M_0_299_DS_DS_Flat_apart,M_0_299_DS_DS_Other_dwg,M_0_299_DS_ns,M_0_299_Tot,M_300_449_DS_Separate_hse,M_300_449_DS_sd_row_tc_hse_th,M_300_449_DS_Flat_apart,M_300_449_DS_Other_dwg,M_300_449_DS_ns,M_300_449_Tot,M_450_599_DS_Separate_hse,M_450_599_DS_sd_row_tce_hs_th,M_450_599_DS_Flat_apart,M_450_599_DS_Other_dwg,M_450_599_DS_ns,M_450_599_Tot,M_600_799_DS_Separate_hse,M_600_799_DS_sd_row_tc_hs_th,M_600_799_DS_Flat_apart,M_600_799_DS_Other_dwg,M_600_799_DS_ns,M_600_799_Tot,M_800_999_DS_Separate_hse,M_800_999_DS_sd_row_tc_hs_th,M_800_999_DS_Flat_apart,M_800_999_DS_Other_dwg,M_800_999_DS_ns,M_800_999_Tot,M_1000_1399_DS_Separate_hse,M_1000_1399_DS_sd_rw_tc_h_th,M_1000_1399_DS_Flat_apart,M_1000_1399_DS_Other_dwg,M_1000_1399_DS_ns,M_1000_1399_Tot,M_1400_1799_DS_Separate_hse,M_1400_1799_DS_sd_rw_tc_h_th,M_1400_1799_DS_Flat_apart,M_1400_1799_DS_Other_dwg,M_1400_1799_DS_ns,M_1400_1799_Tot,M_1800_2399_DS_Separate_hse,M_1800_2399_DS_sd_rw_tc_h_th,M_1800_2399_DS_Flat_apart,M_1800_2399_DS_Other_dwg,M_1800_2399_DS_ns,M_1800_2399_Tot,M_2400_2999_DS_Separate_hse,M_2400_2999_DS_sd_rw_tc_h_th,M_2400_2999_DS_Flat_apart,M_2400_2999_DS_Other_dwg,M_2400_2999_DS_ns,M_2400_2999_Tot,M_3000_3999_DS_Separate_hse,M_3000_3999_DS_sd_rw_tc_h_th,M_3000_3999_DS_Flt_apart,M_3000_3999_DS_Other_dwg,M_3000_3999_DS_ns,M_3000_3999_Tot,M_4000_over_DS_Separate_hse,M_4000_ov_DS_sd_rw_tce_hs_th,M_4000_over_DS_Flat_apart,M_4000_over_DS_Other_dwg,M_4000_DS_over_ns,M_4000_over_Tot,Mort_Rpmnt_ns_DS_Separat_hs,Mrt_Rpmt_ns_DS_sd_rw_tc_hs_th,Mrt_Rpmt_ns_DS_Flat_apart,Mort_Rpmnt_ns_DS_Other_dwg,Mort_Rpmnt_ns_DS_ns,Mort_Rpmnt_ns_Total,Tot_DS_Separate_hse,Tot_DS_sd_row_tce_hse_thse,Tot_DS_Flat_apartment,Tot_DS_Other_dwg,Tot_DS_ns,Tot_Tot
111,1873,152,64,0,5,2093,898,69,19,4,0,992,793,58,20,0,0,872,1390,86,44,3,0,1524,1992,123,48,3,0,2167,5807,439,179,13,7,6443,7702,488,233,8,14,8450,10561,499,217,9,16,11306,4663,181,87,3,3,4938,3168,128,60,6,4,3365,1652,89,55,0,6,1810,1583,74,43,0,3,1702,42088,2382,1078,54,55,45666
112,1285,135,59,15,9,1495,691,85,44,6,7,830,540,56,29,5,3,639,1065,123,48,22,5,1265,1385,156,52,11,8,1614,3744,425,178,26,12,4394,3852,483,126,25,21,4511,4647,352,90,25,24,5136,2115,135,35,17,17,2318,1489,81,20,7,7,1602,815,33,9,11,8,873,1105,91,35,8,11,1240,22728,2155,731,181,121,25915
113,890,12,8,5,3,923,454,3,10,7,4,468,457,0,11,0,0,472,974,7,23,4,4,1013,1455,13,25,5,6,1506,3711,47,68,10,10,3846,3275,31,35,9,11,3365,2604,9,11,12,8,2645,860,4,3,4,3,873,605,3,4,3,3,611,371,0,3,3,10,388,804,9,8,3,8,837,16446,149,210,73,70,16949
114,928,22,4,7,4,964,403,11,0,0,3,419,353,8,0,11,4,384,641,23,7,4,3,670,896,20,11,3,4,937,2518,60,28,8,9,2626,2891,52,17,5,6,2981,3236,32,9,4,8,3292,1328,17,4,0,4,1357,980,7,0,4,3,996,656,4,0,3,9,674,744,17,7,3,3,773,15569,289,97,49,69,16074
115,1429,130,24,3,3,1586,399,25,5,3,0,438,344,19,8,0,0,368,528,45,11,3,0,587,728,71,11,3,0,811,2149,197,49,0,6,2404,2320,255,90,4,5,2670,4783,562,166,9,17,5540,3663,463,113,8,6,4255,5610,518,73,4,8,6220,4874,242,37,10,10,5175,1367,93,28,0,8,1494,28188,2635,626,35,62,31555
116,1327,250,39,0,5,1619,481,83,13,0,0,585,405,68,11,0,0,489,725,126,25,0,0,878,1040,187,34,3,5,1263,3383,636,170,4,10,4193,4631,1047,254,15,8,5954,8565,1898,243,17,19,10741,5610,1176,79,4,23,6891,5093,894,30,9,10,6041,1998,365,26,3,3,2396,1411,253,32,3,3,1699,34669,6986,953,64,83,42747
117,237,406,788,13,0,1444,68,90,167,0,0,332,52,68,153,0,0,274,87,134,251,0,0,476,119,184,402,5,8,711,325,488,1326,3,8,2157,327,548,1775,7,10,2663,640,1047,3347,13,20,5067,515,926,2337,9,5,3792,878,1858,2594,21,16,5358,977,2084,1857,17,21,4955,215,313,432,11,4,973,4438,8149,15434,90,86,28199
118,588,365,568,14,10,1541,79,73,111,4,0,273,77,58,98,3,0,235,87,82,164,0,0,330,131,129,227,9,0,493,400,346,702,11,3,1459,312,299,843,10,3,1474,661,663,1657,20,14,3010,471,511,1267,12,3,2265,922,1073,1777,15,14,3805,3045,2535,1436,26,33,7076,531,305,396,9,9,1238,7306,6443,9245,124,89,23207
119,1996,498,667,6,13,3181,540,136,208,0,0,891,476,112,149,3,0,741,728,194,343,8,5,1277,992,278,525,6,0,1810,2877,921,1752,15,7,5569,3092,1121,2323,22,17,6578,6039,2033,3216,32,24,11342,4262,1432,1423,18,19,7150,5647,1495,901,14,19,8080,4329,742,420,4,16,5503,1857,421,412,4,8,2707,32840,9391,12345,130,121,54821
120,821,379,527,17,5,1757,178,105,110,0,0,395,153,85,130,4,0,375,200,128,200,3,3,530,327,183,301,3,0,818,862,488,956,25,3,2331,767,520,1216,18,9,2522,1451,934,2457,30,18,4896,1068,808,1551,27,14,3479,1967,1490,1487,31,18,4989,3431,2101,821,30,26,6400,644,280,304,8,0,1239,11866,7497,10071,200,91,29724
121,2148,218,712,0,3,3085,384,53,162,0,3,604,343,49,134,0,0,529,420,57,231,0,0,714,557,82,370,0,0,1013,1713,236,1124,4,4,3082,1716,229,1406,0,4,3363,3569,491,2779,5,4,6849,2744,382,2018,3,3,5150,5008,658,2317,6,3,7984,9639,1023,1558,3,24,12245,1416,155,418,0,0,1990,29668,3643,13230,19,47,46608
122,1105,116,281,3,3,1514,279,21,82,0,0,379,253,30,92,0,0,375,325,33,132,0,0,495,419,36,175,0,0,635,1324,144,595,0,3,2071,1339,155,781,12,5,2290,2559,246,1561,11,9,4389,2221,249,1124,4,3,3609,4380,432,1200,9,5,6020,6834,488,642,7,15,7983,1131,83,235,3,4,1460,22171,2047,6896,55,55,31222
123,1164,70,16,0,3,1253,488,45,3,0,0,539,417,41,11,0,0,472,716,86,9,3,0,816,1173,115,12,0,0,1301,3504,452,65,3,3,4023,5132,602,89,4,3,5827,9009,630,100,12,6,9758,5016,204,31,3,3,5258,3756,83,18,7,10,3872,1692,43,8,3,3,1755,1379,87,8,4,4,1483,33441,2460,366,40,40,36351
124,1466,71,22,0,9,1564,687,38,9,0,0,738,598,27,10,0,0,637,996,78,30,0,3,1112,1397,105,62,3,3,1566,4274,363,156,4,10,4809,6046,588,132,8,7,6788,10221,650,88,5,14,10984,5648,179,24,3,11,5874,3941,98,15,6,9,4062,1716,44,4,0,11,1771,1598,82,16,3,0,1702,38600,2327,568,34,82,41604
125,1495,360,416,8,8,2282,433,105,116,4,0,669,394,85,119,3,0,606,608,145,243,3,0,997,795,201,338,7,0,1343,2446,694,1230,20,8,4404,2759,988,1764,12,10,5529,5201,1979,2496,31,22,9730,3583,1214,1069,17,17,5911,4109,1045,645,17,21,5838,2442,503,323,6,11,3284,1295,264,275,4,3,1844,25564,7589,9044,133,105,42436
126,965,161,224,0,4,1353,210,43,54,0,0,309,194,49,50,0,0,289,222,61,71,3,0,360,355,91,127,0,3,580,946,205,416,0,0,1562,778,216,581,3,4,1580,1700,497,1002,3,7,3210,1220,396,588,3,5,2208,2278,445,465,0,5,3198,3275,337,183,3,11,3804,647,107,109,0,6,869,12800,2611,3859,15,44,19331
127,1663,156,125,10,6,1956,586,72,53,0,0,714,475,60,47,4,0,588,781,83,96,4,3,968,1148,148,168,3,0,1469,3615,472,521,10,16,4627,4393,741,562,15,12,5717,8222,1065,366,40,18,9700,5442,438,83,7,12,5985,5032,250,50,9,18,5357,2243,92,36,7,5,2386,1782,170,74,9,7,2036,35372,3748,2190,110,95,41514
128,1009,125,156,0,0,1284,327,38,57,0,0,427,257,35,56,0,3,350,377,65,103,0,0,546,550,110,142,3,0,802,1665,252,466,5,0,2394,1711,342,674,0,7,2732,3500,687,1091,3,3,5285,3005,580,599,7,6,4194,4779,651,396,3,16,5837,3822,307,180,9,6,4319,1026,122,123,0,3,1273,22026,3309,4042,28,48,29446
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
