SA4_CODE_2016,Age_yr_55_P,Age_yr_56_M,Age_yr_56_F,Age_yr_56_P,Age_yr_57_M,Age_yr_57_F,Age_yr_57_P,Age_yr_58_M,Age_yr_58_F,Age_yr_58_P,Age_yr_59_M,Age_yr_59_F,Age_yr_59_P,Age_yr_55_59_M,Age_yr_55_59_F,Age_yr_55_59_P,Age_yr_60_M,Age_yr_60_F,Age_yr_60_P,Age_yr_61_M,Age_yr_61_F,Age_yr_61_P,Age_yr_62_M,Age_yr_62_F,Age_yr_62_P,Age_yr_63_M,Age_yr_63_F,Age_yr_63_P,Age_yr_64_M,Age_yr_64_F,Age_yr_64_P,Age_yr_60_64_M,Age_yr_60_64_F,Age_yr_60_64_P,Age_yr_65_M,Age_yr_65_F,Age_yr_65_P,Age_yr_66_M,Age_yr_66_F,Age_yr_66_P,Age_yr_67_M,Age_yr_67_F,Age_yr_67_P,Age_yr_68_M,Age_yr_68_F,Age_yr_68_P,Age_yr_69_M,Age_yr_69_F,Age_yr_69_P,Age_yr_65_69_M,Age_yr_65_69_F,Age_yr_65_69_P,Age_yr_70_M,Age_yr_70_F,Age_yr_70_P,Age_yr_71_M,Age_yr_71_F,Age_yr_71_P,Age_yr_72_M,Age_yr_72_F,Age_yr_72_P,Age_yr_73_M,Age_yr_73_F,Age_yr_73_P,Age_yr_74_M,Age_yr_74_F,Age_yr_74_P,Age_yr_70_74_M,Age_yr_70_74_F,Age_yr_70_74_P,Age_yr_75_M,Age_yr_75_F,Age_yr_75_P,Age_yr_76_M,Age_yr_76_F,Age_yr_76_P,Age_yr_77_M,Age_yr_77_F,Age_yr_77_P,Age_yr_78_M,Age_yr_78_F,Age_yr_78_P,Age_yr_79_M,Age_yr_79_F,Age_yr_79_P,Age_yr_75_79_M,Age_yr_75_79_F,Age_yr_75_79_P,Age_yr_80_84_M,Age_yr_80_84_F,Age_yr_80_84_P,Age_yr_85_89_M,Age_yr_85_89_F,Age_yr_85_89_P,Age_yr_90_94_M,Age_yr_90_94_F,Age_yr_90_94_P,Age_yr_95_99_M,Age_yr_95_99_F,Age_yr_95_99_P,Age_yr_100_yr_over_M,Age_yr_100_yr_over_F,Age_yr_100_yr_over_P,Tot_M,Tot_F,Tot_P
111,4764,2329,2479,4816,2220,2452,4672,2367,2431,4798,2200,2320,4528,11473,12098,23571,2121,2230,4357,2122,2220,4340,2105,2216,4321,2147,2315,4460,1956,2142,4096,10449,11127,21580,1972,2125,4098,1887,2147,4032,1903,2002,3906,1926,2041,3968,1992,2149,4143,9676,10472,20144,1793,1847,3640,1628,1804,3435,1596,1758,3350,1325,1562,2892,1348,1461,2810,7692,8437,16123,1250,1316,2560,1116,1323,2430,1059,1315,2374,1022,1251,2279,1000,1204,2203,5443,6407,11850,3808,5116,8920,2402,3896,6296,955,1990,2947,162,485,640,3,37,43,176033,183073,359106
112,3835,1774,1900,3678,1846,2011,3860,1744,1959,3704,1805,1944,3756,9005,9828,18828,1863,1865,3723,1798,1902,3697,1740,1943,3679,1826,1882,3707,1796,1810,3610,9012,9402,18418,1765,1717,3483,1808,1666,3475,1605,1603,3207,1700,1594,3295,1648,1714,3362,8526,8293,16816,1349,1341,2694,1367,1393,2759,1211,1320,2533,1109,1213,2321,1086,1138,2228,6127,6412,12542,976,1071,2047,958,1072,2030,864,1024,1885,869,920,1789,817,949,1768,4480,5035,9517,3106,3929,7040,2083,3033,5112,834,1471,2311,141,428,567,11,45,54,116256,123343,239604
113,2164,1080,1073,2155,1067,1108,2171,1001,1025,2028,1028,909,1935,5202,5249,10451,982,956,1931,922,1010,1933,944,922,1867,956,894,1850,951,841,1794,4748,4620,9369,897,874,1770,864,891,1752,764,817,1578,846,821,1664,897,825,1715,4256,4223,8482,727,672,1397,674,748,1420,654,697,1348,571,615,1184,570,649,1217,3191,3378,6562,567,613,1180,542,584,1126,485,572,1058,468,541,1012,451,492,938,2517,2801,5318,1663,2084,3742,969,1550,2521,377,761,1141,71,194,271,3,25,23,77726,78206,155934
114,2159,1077,1123,2201,1014,1142,2157,994,1141,2136,1032,1166,2199,5205,5653,10859,1057,1160,2221,1017,1134,2151,1056,1158,2216,1080,1177,2256,1049,1221,2272,5256,5850,11111,1143,1237,2382,1113,1182,2301,1155,1228,2380,1191,1238,2433,1307,1372,2677,5914,6251,12166,1013,1084,2095,1048,1079,2124,1041,1076,2115,924,959,1887,792,877,1671,4825,5069,9890,818,818,1640,788,778,1565,682,740,1421,669,692,1361,608,640,1254,3562,3683,7244,2234,2594,4829,1308,1765,3069,443,773,1221,85,188,273,3,11,22,72084,75273,147363
115,3152,1505,1562,3063,1463,1475,2935,1417,1561,2976,1394,1421,2814,7323,7621,14947,1384,1383,2769,1269,1380,2651,1228,1306,2537,1289,1354,2644,1179,1213,2383,6355,6641,12991,1203,1274,2471,1160,1217,2374,1081,1123,2211,1099,1175,2266,1125,1175,2298,5658,5958,11616,966,982,1946,863,959,1825,913,866,1784,761,761,1517,699,718,1412,4199,4288,8487,597,657,1257,589,591,1176,476,538,1011,518,547,1061,451,486,942,2628,2822,5451,1625,1895,3515,978,1463,2442,399,808,1214,76,254,327,3,20,18,112397,115348,227739
116,3898,1828,1939,3767,1772,1804,3582,1765,1926,3689,1577,1801,3375,8936,9383,18315,1647,1791,3436,1630,1618,3241,1463,1591,3050,1438,1531,2971,1417,1503,2923,7590,8027,15617,1342,1493,2839,1321,1379,2705,1209,1305,2516,1232,1249,2482,1183,1351,2538,6293,6788,13077,1074,1086,2158,871,943,1819,865,912,1774,731,796,1521,639,728,1365,4176,4466,8636,678,734,1413,533,627,1152,571,619,1192,479,601,1078,469,544,1013,2723,3127,5854,1631,2255,3883,883,1417,2304,324,729,1051,42,163,208,4,9,15,168934,170700,339637
117,3179,1584,1367,2945,1469,1266,2730,1386,1293,2678,1474,1289,2766,7601,6692,14293,1263,1259,2522,1223,1216,2442,1241,1230,2472,1142,1167,2311,1068,1055,2121,5940,5927,11866,1127,1038,2172,1058,978,2035,977,965,1937,987,1027,2017,998,927,1925,5152,4936,10088,835,860,1694,757,789,1543,681,742,1421,613,605,1222,603,601,1205,3490,3588,7079,589,618,1205,522,547,1065,506,580,1085,465,503,966,424,525,951,2504,2771,5274,1759,2015,3777,961,1313,2283,293,614,901,55,173,228,9,9,15,161061,154483,315551
118,2944,1334,1426,2761,1313,1333,2647,1226,1344,2571,1210,1317,2533,6505,6948,13455,1229,1316,2550,1102,1208,2312,1141,1217,2363,1069,1218,2291,1000,1119,2121,5541,6086,11630,1050,1189,2240,1044,1174,2218,1040,1157,2189,1094,1208,2302,1094,1227,2324,5332,5952,11280,985,1056,2040,865,1018,1883,859,971,1823,702,835,1532,699,807,1506,4114,4680,8795,661,801,1456,660,770,1425,612,719,1333,576,747,1324,521,656,1177,3029,3697,6721,2160,2839,4998,1492,2302,3797,653,1317,1974,147,371,523,8,45,51,129505,137524,267037
119,7042,3281,3469,6748,3126,3259,6380,3087,3308,6400,3060,3307,6371,15999,16942,32939,2939,3077,6023,2850,3051,5900,2765,3051,5809,2611,2740,5351,2400,2655,5048,13562,14566,28129,2518,2560,5075,2413,2506,4923,2251,2378,4635,2335,2427,4753,2280,2387,4671,11799,12254,24053,2064,2151,4222,1909,1992,3899,1890,1917,3807,1662,1740,3397,1544,1715,3256,9062,9514,18581,1507,1687,3186,1507,1712,3227,1405,1709,3115,1270,1580,2856,1309,1537,2848,7002,8229,15230,5357,6648,12011,3458,4933,8391,1360,2662,4021,276,669,940,20,42,65,282753,288670,571416
120,3589,1580,1719,3307,1545,1669,3210,1526,1645,3172,1463,1685,3150,7797,8626,16427,1425,1595,3025,1378,1571,2944,1303,1479,2780,1242,1405,2650,1226,1423,2655,6581,7470,14048,1192,1415,2609,1156,1327,2486,1133,1189,2324,1094,1244,2335,1097,1244,2345,5678,6420,12099,970,1071,2040,909,1047,1954,877,924,1798,711,843,1554,708,856,1564,4173,4745,8916,692,759,1452,690,826,1513,609,735,1345,600,720,1326,547,748,1290,3143,3789,6927,2408,3103,5519,1542,2257,3801,585,1244,1831,128,354,483,3,37,41,142436,150867,293301
121,5317,2358,2583,4942,2207,2474,4684,2132,2408,4535,2194,2304,4495,11447,12535,23982,2042,2296,4342,2055,2236,4284,1870,2088,3958,1874,2153,4024,1786,2083,3865,9620,10857,20476,1732,2054,3793,1807,2110,3924,1730,1952,3682,1765,1944,3712,1846,2189,4043,8889,10254,19143,1526,1847,3375,1527,1715,3242,1477,1527,3003,1203,1434,2634,1234,1412,2648,6968,7939,14903,1122,1354,2477,1131,1241,2370,970,1220,2194,946,1089,2030,906,1016,1922,5073,5921,10997,3517,4577,8093,2422,3612,6027,1035,2187,3223,234,587,822,10,49,63,194785,210572,405356
122,3458,1483,1530,3014,1449,1544,2995,1514,1578,3089,1364,1435,2797,7528,7818,15348,1279,1446,2729,1319,1355,2675,1286,1339,2621,1292,1355,2646,1130,1271,2397,6314,6760,13072,1166,1282,2450,1144,1227,2374,1127,1276,2400,1140,1264,2406,1240,1316,2560,5819,6366,12184,1076,1157,2238,1016,1149,2163,1025,1135,2164,833,992,1825,903,966,1868,4856,5405,10256,797,893,1686,798,793,1594,712,797,1508,664,788,1453,648,721,1371,3619,3995,7614,2339,3124,5466,1535,2610,4141,769,1396,2165,152,451,597,4,35,40,123507,129370,252878
123,3399,1642,1635,3283,1488,1669,3161,1496,1629,3122,1419,1531,2948,7675,8228,15908,1408,1533,2944,1407,1479,2885,1311,1444,2755,1337,1399,2742,1282,1367,2645,6736,7225,13958,1233,1328,2563,1206,1261,2460,1124,1163,2291,1121,1179,2300,1174,1141,2313,5856,6067,11926,960,966,1925,811,857,1668,752,835,1590,655,661,1313,640,664,1303,3820,3987,7801,569,585,1152,500,573,1079,470,494,959,421,531,959,410,475,893,2378,2664,5038,1404,1844,3244,732,1267,2002,287,646,933,59,162,224,7,14,17,128725,133338,262064
124,4225,1901,2195,4097,1857,2056,3912,1847,2104,3956,1835,2039,3869,9478,10580,20061,1795,1840,3629,1672,1878,3547,1655,1854,3512,1717,1790,3506,1803,1749,3544,8641,9102,17743,1626,1704,3334,1580,1633,3216,1485,1583,3070,1495,1539,3034,1474,1635,3109,7667,8095,15767,1220,1263,2486,1132,1179,2310,1070,1111,2181,883,996,1880,801,935,1735,5102,5483,10588,729,876,1608,735,806,1542,653,780,1437,554,677,1233,531,676,1210,3208,3818,7021,2006,2718,4717,1059,1792,2854,423,935,1360,70,263,330,0,25,26,150470,156457,306933
125,4822,2390,2487,4875,2249,2325,4572,2343,2369,4714,2243,2251,4489,11610,11872,23482,2151,2200,4351,2025,2059,4085,1953,2154,4105,1846,1920,3765,1715,1843,3554,9689,10175,19864,1636,1788,3427,1661,1701,3363,1546,1629,3170,1662,1693,3362,1623,1618,3235,8125,8430,16552,1366,1409,2777,1280,1312,2593,1225,1237,2465,1117,1173,2290,985,1149,2133,5981,6284,12262,1003,1130,2129,980,1088,2066,909,958,1870,764,962,1724,779,923,1702,4431,5068,9500,3101,3841,6936,1870,2897,4767,754,1512,2259,132,387,520,11,29,41,227574,220818,448391
126,2258,1061,1108,2164,980,1086,2069,993,1174,2172,998,1110,2104,5137,5629,10765,1002,1076,2083,931,998,1929,867,971,1839,865,1020,1891,822,958,1782,4495,5024,9516,841,862,1702,857,817,1674,746,823,1574,730,784,1512,779,854,1630,3951,4132,8086,642,710,1348,562,604,1169,572,661,1226,488,568,1051,510,558,1071,2766,3098,5860,473,552,1018,482,535,1011,400,543,946,407,513,924,369,563,935,2130,2706,4837,1659,2143,3805,1181,1838,3018,483,1040,1526,115,242,351,5,23,33,88832,93286,182119
127,5330,2545,2654,5201,2485,2415,4901,2409,2482,4890,2274,2504,4773,12331,12765,25095,2135,2312,4456,2058,2267,4328,1992,2117,4116,1981,2016,3992,1713,1903,3622,9889,10625,20506,1738,1763,3506,1674,1852,3524,1636,1682,3320,1521,1609,3130,1481,1498,2982,8049,8406,16456,1290,1311,2598,1179,1111,2291,1126,1218,2343,1032,1167,2197,1008,1022,2028,5631,5829,11461,933,1081,2008,898,1021,1920,844,924,1768,765,846,1609,682,823,1500,4124,4683,8808,2692,3406,6092,1517,2243,3760,502,933,1435,91,239,325,0,21,24,200618,205344,405962
128,3076,1392,1442,2836,1441,1483,2919,1413,1534,2948,1334,1395,2726,7060,7446,14503,1378,1444,2824,1259,1325,2581,1217,1263,2480,1206,1295,2501,1113,1199,2316,6182,6522,12704,1096,1173,2264,1114,1185,2296,1049,1112,2159,1068,1068,2135,1099,1208,2305,5428,5740,11159,876,1059,1942,873,987,1862,912,988,1900,749,818,1568,729,774,1503,4134,4639,8774,662,699,1362,585,704,1291,568,661,1234,561,639,1206,497,637,1141,2880,3349,6229,2081,2735,4815,1449,2350,3802,562,1140,1701,104,317,419,9,19,30,106413,111465,217880
197,13,5,3,8,0,6,6,0,4,4,0,3,3,12,23,35,5,6,13,0,3,3,0,3,3,4,8,10,4,6,16,16,26,42,3,7,7,4,10,7,6,10,13,8,12,21,5,10,12,26,36,63,4,3,10,0,9,9,3,4,6,4,5,12,3,9,12,21,28,46,0,10,8,0,0,0,0,4,3,0,3,4,0,3,3,5,14,22,10,10,19,3,7,7,3,0,3,0,0,0,0,0,0,171,239,412
199,190,100,60,154,103,61,165,110,80,185,94,70,159,514,341,850,119,100,225,77,74,157,94,75,173,88,79,160,90,67,153,477,391,866,114,80,191,88,69,157,74,61,138,90,56,147,94,55,145,458,326,779,81,41,124,69,30,95,39,33,73,37,27,57,40,15,62,266,154,413,37,24,61,26,17,46,28,11,38,22,16,32,11,11,24,121,78,199,43,38,83,25,27,47,4,19,26,3,3,4,0,0,0,7351,4939,12288
