SA4_CODE_2016,A0_14_SEO_B00,A0_14_SEO_00_05,A0_14_SEO_06_10,A0_14_SEO_11,A0_14_SEO_12,A0_14_SEO_13,A0_14_SEO_14,A0_14_SEO_15,A0_14_SEO_16,A0_14_SEO_YNS,A0_14_SEO_T,A0_14_SOLSE_VWW_B00,A0_14_SOLSE_VWW_00_05,A0_14_SOLSE_VWW_06_10,A0_14_SOLSE_VWW_11,A0_14_SOLSE_VWW_12,A0_14_SOLSE_VWW_13,A0_14_SOLSE_VWW_14,A0_14_SOLSE_VWW_15,A0_14_SOLSE_VWW_16,A0_14_SOLSE_VWW_YNS,A0_14_SOLSE_VWW_T,A0_14_SOLSE_NWNAA_B00,A0_14_SOLSE_NWNAA_00_05,A0_14_SOLSE_NWNAA_06_10,A0_14_SOLSE_NWNAA_11,A0_14_SOLSE_NWNAA_12,A0_14_SOLSE_NWNAA_13,A0_14_SOLSE_NWNAA_14,A0_14_SOLSE_NWNAA_15,A0_14_SOLSE_NWNAA_16,A0_14_SOLSE_NWNAA_YNS,A0_14_SOLSE_NWNAA_T,A0_14_SOLSE_PinE_NS_B00,A0_14_SOLSE_PinE_NS_00_05,A0_14_SOLSE_PinE_NS_06_10,A0_14_SOLSE_PinE_NS_11,A0_14_SOLSE_PinE_NS_12,A0_14_SOLSE_PinE_NS_13,A0_14_SOLSE_PinE_NS_14,A0_14_SOLSE_PinE_NS_15,A0_14_SOLSE_PinE_NS_16,A0_14_SOLSE_PinE_NS_YNS,A0_14_SOLSE_PinE_NS_T,A0_14_SOLSE_T_B00,A0_14_SOLSE_T_00_05,A0_14_SOLSE_T_06_10,A0_14_SOLSE_T_11,A0_14_SOLSE_T_12,A0_14_SOLSE_T_13,A0_14_SOLSE_T_14,A0_14_SOLSE_T_15,A0_14_SOLSE_T_16,A0_14_SOLSE_T_YNS,A0_14_SOLSE_T_T,A0_14_L_PinE_NS_B00,A0_14_L_PinE_NS_00_05,A0_14_L_PinE_NS_06_10,A0_14_L_PinE_NS_11,A0_14_L_PinE_NS_12,A0_14_L_PinE_NS_13,A0_14_L_PinE_NS_14,A0_14_L_PinE_NS_15,A0_14_L_PinE_NS_16,A0_14_L_PinE_NS_YNS,A0_14_L_PinE_NS_T,A0_14_T_B00,A0_14_T_00_05,A0_14_T_06_10,A0_14_T_11,A0_14_T_12,A0_14_T_13,A0_14_T_14,A0_14_T_15,A0_14_T_16,A0_14_T_YNS,A0_14_T_T,A15_24_SEO_B00,A15_24_SEO_00_05,A15_24_SEO_06_10,A15_24_SEO_11,A15_24_SEO_12,A15_24_SEO_13,A15_24_SEO_14,A15_24_SEO_15,A15_24_SEO_16,A15_24_SEO_YNS,A15_24_SEO_T,A15_24_SOLSE_VWW_B00,A15_24_SOLSE_VWW_00_05,A15_24_SOLSE_VWW_06_10,A15_24_SOLSE_VWW_11,A15_24_SOLSE_VWW_12,A15_24_SOLSE_VWW_13,A15_24_SOLSE_VWW_14,A15_24_SOLSE_VWW_15,A15_24_SOLSE_VWW_16,A15_24_SOLSE_VWW_YNS,A15_24_SOLSE_VWW_T,A15_24_SOLSE_NWNAA_B00,A15_24_SOLSE_NWNAA_00_05,A15_24_SOLSE_NWNAA_06_10,A15_24_SOLSE_NWNAA_11,A15_24_SOLSE_NWNAA_12,A15_24_SOLSE_NWNAA_13,A15_24_SOLSE_NWNAA_14,A15_24_SOLSE_NWNAA_15,A15_24_SOLSE_NWNAA_16,A15_24_SOLSE_NWNAA_YNS,A15_24_SOLSE_NWNAA_T,A15_24_SOLSE_PinE_NS_B00,A15_24_SOLSE_PinE_NS_00_05,A15_24_SOLSE_PinE_NS_06_10,A15_24_SOLSE_PinE_NS_11,A15_24_SOLSE_PinE_NS_12,A15_24_SOLSE_PinE_NS_13,A15_24_SOLSE_PinE_NS_14,A15_24_SOLSE_PinE_NS_15,A15_24_SOLSE_PinE_NS_16,A15_24_SOLSE_PinE_NS_YNS,A15_24_SOLSE_PinE_NS_T,A15_24_SOLSE_T_B00,A15_24_SOLSE_T_00_05,A15_24_SOLSE_T_06_10,A15_24_SOLSE_T_11,A15_24_SOLSE_T_12,A15_24_SOLSE_T_13,A15_24_SOLSE_T_14,A15_24_SOLSE_T_15,A15_24_SOLSE_T_16,A15_24_SOLSE_T_YNS,A15_24_SOLSE_T_T,A15_24_L_PinE_NS_B00,A15_24_L_PinE_NS_00_05,A15_24_L_PinE_NS_06_10,A15_24_L_PinE_NS_11,A15_24_L_PinE_NS_12,A15_24_L_PinE_NS_13,A15_24_L_PinE_NS_14,A15_24_L_PinE_NS_15,A15_24_L_PinE_NS_16,A15_24_L_PinE_NS_YNS,A15_24_L_PinE_NS_T,A15_24_T_B00,A15_24_T_00_05,A15_24_T_06_10,A15_24_T_11,A15_24_T_12,A15_24_T_13,A15_24_T_14,A15_24_T_15,A15_24_T_16,A15_24_T_YNS,A15_24_T_T,A25_34_SEO_B00,A25_34_SEO_00_05,A25_34_SEO_06_10,A25_34_SEO_11,A25_34_SEO_12,A25_34_SEO_13,A25_34_SEO_14,A25_34_SEO_15,A25_34_SEO_16,A25_34_SEO_YNS,A25_34_SEO_T,A25_34_SOLSE_VWW_B00,A25_34_SOLSE_VWW_00_05,A25_34_SOLSE_VWW_06_10,A25_34_SOLSE_VWW_11,A25_34_SOLSE_VWW_12,A25_34_SOLSE_VWW_13,A25_34_SOLSE_VWW_14,A25_34_SOLSE_VWW_15,A25_34_SOLSE_VWW_16,A25_34_SOLSE_VWW_YNS,A25_34_SOLSE_VWW_T,A25_34_SOLSE_NWNAA_B00,A25_34_SOLSE_NWNAA_00_05,A25_34_SOLSE_NWNAA_06_10,A25_34_SOLSE_NWNAA_11,A25_34_SOLSE_NWNAA_12,A25_34_SOLSE_NWNAA_13,A25_34_SOLSE_NWNAA_14,A25_34_SOLSE_NWNAA_15,A25_34_SOLSE_NWNAA_16,A25_34_SOLSE_NWNAA_YNS,A25_34_SOLSE_NWNAA_T,A25_34_SOLSE_PinE_NS_B00,A25_34_SOLSE_PinE_NS_00_05,A25_34_SOLSE_PinE_NS_06_10,A25_34_SOLSE_PinE_NS_11,A25_34_SOLSE_PinE_NS_12,A25_34_SOLSE_PinE_NS_13,A25_34_SOLSE_PinE_NS_14,A25_34_SOLSE_PinE_NS_15,A25_34_SOLSE_PinE_NS_16,A25_34_SOLSE_PinE_NS_YNS,A25_34_SOLSE_PinE_NS_T,A25_34_SOLSE_T_B00,A25_34_SOLSE_T_00_05
111,..,143,451,137,155,98,89,112,56,56,1297,..,46,254,93,131,136,96,81,36,44,919,..,0,3,0,9,19,65,56,104,39,290,..,0,0,0,0,0,0,0,3,3,9,..,47,260,94,139,152,159,136,147,85,1217,..,0,0,0,0,0,0,0,0,0,0,..,191,710,226,299,250,248,253,200,137,2517,322,433,255,47,65,52,69,86,75,85,1484,73,218,298,97,138,135,273,366,257,102,1959,6,8,12,3,15,30,55,81,66,44,322,3,4,4,0,0,0,3,0,0,0,17,78,233,315,100,148,159,331,451,329,141,2290,0,0,0,0,0,0,0,0,0,5,5,398,668,567,151,217,214,400,538,402,231,3783,819,252,488,137,145,108,117,117,57,70,2303,326,282,919,200,274,320,363,338,187,82,3298,5,19,44,10,23,43,68,76,46,40,381,0,6,3,0,0,0,0,3,0,3,23,331,302
112,..,92,355,91,87,72,65,72,38,52,930,..,14,103,37,54,42,32,21,12,19,352,..,0,0,0,4,5,6,11,22,3,49,..,0,0,0,0,0,0,0,0,0,3,..,14,106,39,60,47,40,36,34,30,407,..,0,0,0,0,0,0,0,0,6,6,..,107,464,126,145,125,105,110,75,85,1347,158,316,171,17,31,26,28,31,38,44,873,29,73,77,15,14,29,54,56,31,24,404,0,0,0,0,0,0,3,5,7,11,28,0,0,0,0,0,0,0,5,0,0,5,26,72,80,15,14,30,58,63,38,35,440,0,0,3,0,0,0,0,0,0,9,11,182,384,257,33,47,56,88,96,76,89,1316,427,198,323,94,85,78,67,60,30,58,1416,64,86,369,93,96,120,115,101,46,37,1128,0,3,19,3,6,9,14,17,16,10,103,0,0,3,0,0,0,0,0,0,0,8,70,92
113,..,33,124,42,33,32,27,40,14,30,375,..,28,165,51,108,117,101,70,21,21,677,..,0,0,4,8,15,16,28,25,16,117,..,0,0,0,0,0,0,0,0,0,3,..,27,164,56,111,131,116,97,48,46,797,..,0,0,0,0,0,0,0,0,0,0,..,60,289,103,146,164,141,134,63,72,1173,96,142,86,15,16,31,21,30,8,30,483,33,118,171,29,61,56,77,77,41,37,693,0,0,3,3,9,13,9,30,32,45,142,0,0,0,0,0,0,0,0,0,0,3,33,119,174,31,66,68,86,113,70,81,837,0,0,0,0,0,0,0,0,0,4,4,131,259,265,49,77,102,107,146,78,121,1328,190,89,143,44,48,15,36,29,22,28,648,93,133,523,103,177,152,156,199,92,57,1677,0,25,53,15,42,51,75,88,58,70,476,3,3,7,0,0,0,0,0,0,0,11,95,158
114,..,69,170,42,32,27,38,23,15,21,440,..,11,44,9,16,27,27,23,9,13,178,..,0,0,0,3,0,0,16,17,0,36,..,0,0,0,0,0,0,0,0,0,3,..,11,44,9,20,27,28,38,26,17,213,..,0,0,0,0,0,0,0,0,0,0,..,84,212,50,50,48,65,62,43,40,659,100,129,78,21,4,22,15,17,7,22,410,9,29,27,8,12,18,45,45,35,14,235,0,0,3,0,0,3,13,21,33,19,87,0,0,0,0,0,0,0,0,0,0,3,9,29,34,10,12,17,58,71,64,34,333,0,0,0,0,0,0,0,0,0,23,23,106,155,113,31,19,39,65,94,70,70,765,182,62,114,25,19,14,22,27,13,28,503,65,56,286,39,57,41,51,46,26,21,683,0,0,9,3,4,4,4,9,4,0,46,0,0,0,0,0,0,0,0,0,0,3,65,54
115,..,213,710,148,176,181,164,162,80,83,1924,..,213,732,220,217,204,227,170,103,72,2153,..,3,14,10,20,15,39,81,75,25,280,..,3,0,0,0,0,4,3,0,3,13,..,218,747,227,237,220,272,259,181,100,2445,..,0,0,0,0,0,0,0,0,0,3,..,431,1456,377,415,406,432,416,263,182,4381,515,871,519,72,88,82,90,112,92,55,2500,517,885,733,104,112,142,170,147,126,65,3009,3,8,4,3,3,8,11,34,17,21,119,3,3,0,0,0,0,0,0,0,0,7,527,895,740,108,117,148,184,181,149,93,3135,0,0,0,0,0,0,0,0,0,4,5,1042,1768,1263,182,200,230,272,299,238,153,5645,1075,275,272,64,80,60,75,80,52,54,2089,1591,1271,1537,191,208,194,211,230,127,85,5643,4,35,105,24,27,31,23,31,30,22,333,3,4,4,0,0,0,0,0,0,0,20,1600,1313
116,..,302,948,179,256,271,199,193,69,140,2556,..,506,1970,449,511,527,470,374,202,156,5164,..,8,15,18,22,60,121,170,196,69,678,..,7,13,5,3,3,3,7,3,3,52,..,522,1993,473,534,589,597,553,401,228,5890,..,0,3,0,0,3,3,7,6,9,37,..,822,2947,646,792,859,800,744,478,384,8476,797,1212,655,81,97,90,117,114,121,135,3423,1242,2418,2272,355,437,498,684,740,472,235,9346,7,22,27,16,36,36,39,68,80,33,346,3,20,21,3,3,4,9,3,6,7,79,1253,2458,2315,369,473,534,731,803,553,273,9771,4,3,3,0,0,0,0,3,0,37,52,2050,3671,2984,455,568,635,849,923,674,447,13247,2387,611,638,123,137,141,114,131,85,145,4513,3822,3236,7177,937,1128,1165,1209,1055,585,361,20688,27,84,297,90,142,151,115,122,74,46,1148,30,32,48,6,9,11,10,14,3,6,160,3880,3355
117,..,82,261,46,70,75,78,97,50,61,825,..,77,290,95,104,147,189,171,74,61,1201,..,0,11,6,9,38,69,165,150,92,525,..,0,0,0,0,3,5,4,7,6,22,..,75,299,98,112,181,254,344,224,157,1754,..,0,3,0,0,0,0,0,4,5,9,..,160,569,144,182,254,339,440,280,217,2589,620,517,311,111,194,231,465,745,732,270,4191,390,767,1452,836,1224,1795,2957,4392,3262,1134,18205,4,70,73,43,102,240,467,811,714,475,2991,3,3,3,4,8,3,15,23,21,12,93,397,840,1522,886,1342,2037,3431,5226,3994,1619,21291,0,0,0,0,0,0,0,3,5,22,39,1014,1357,1838,990,1532,2266,3902,5972,4730,1917,25524,3015,1047,2786,1108,1256,1373,1541,1606,872,468,15081,2612,2662,6564,1508,2031,2451,2920,3526,1974,973,27219,26,133,402,138,278,400,572,719,498,454,3622,15,15,33,3,12,7,16,13,16,13,136,2644,2815
118,..,237,753,186,206,201,206,247,121,141,2293,..,85,321,113,171,178,227,218,109,60,1492,..,0,7,5,13,15,45,118,110,51,354,..,0,0,0,0,3,4,6,3,0,21,..,82,324,119,186,197,272,344,225,119,1868,..,0,0,0,0,0,0,0,0,4,6,..,322,1081,307,392,399,473,587,345,257,4161,618,755,405,88,127,174,279,421,355,160,3386,268,504,642,337,540,847,1307,2186,1863,564,9070,0,22,4,8,40,70,141,296,332,181,1105,0,0,0,0,0,3,3,7,7,3,32,269,526,653,348,585,923,1457,2497,2200,748,10208,0,0,0,0,0,0,0,0,3,46,55,892,1283,1061,439,708,1101,1734,2918,2559,955,13644,1862,688,2553,1151,1248,1372,1235,1159,605,289,12173,1130,922,2503,651,906,1182,1484,1707,996,379,11860,9,21,73,19,33,62,91,146,125,74,642,5,3,9,0,3,4,7,3,3,8,43,1141,947
119,..,234,625,144,132,208,175,166,99,154,1934,..,536,1782,486,680,767,774,607,276,310,6212,..,6,34,24,81,160,238,473,444,202,1657,..,3,7,3,3,12,9,13,15,14,81,..,544,1825,517,762,934,1024,1094,739,520,7947,..,0,6,0,0,0,5,8,11,18,50,..,777,2446,666,898,1146,1202,1266,847,691,9936,543,718,386,80,96,113,160,198,138,138,2569,1510,2589,2843,825,1160,1656,2328,2635,1896,690,18138,6,59,146,75,179,326,369,517,383,201,2260,3,15,22,15,11,16,12,15,16,8,128,1518,2661,3005,914,1348,1998,2709,3165,2296,909,20530,3,3,4,0,0,0,0,4,4,21,44,2067,3380,3401,995,1446,2115,2869,3370,2442,1057,23140,1936,629,1096,291,266,304,264,252,164,189,5392,6077,5705,14011,2107,2378,3140,3454,3254,1685,927,42732,91,460,1408,307,489,747,637,677,400,261,5472,35,37,74,13,7,20,14,18,8,19,252,6204,6201
120,..,157,466,137,143,158,167,170,104,113,1619,..,146,607,175,274,294,329,308,143,123,2397,..,0,17,8,21,58,111,215,201,79,703,..,0,5,0,0,3,3,12,6,0,29,..,146,629,186,296,355,442,535,348,202,3140,..,0,0,0,0,4,3,0,0,3,13,..,297,1098,329,438,519,613,706,453,315,4764,371,404,206,68,66,79,131,138,111,105,1679,423,946,1389,512,767,1111,1529,1789,1122,411,9987,0,48,56,52,94,167,261,373,260,212,1522,0,6,8,4,8,9,15,10,6,3,62,426,1000,1455,567,866,1278,1806,2170,1387,619,11577,0,0,0,0,0,0,0,0,3,6,14,793,1405,1657,632,931,1364,1935,2303,1507,732,13270,1615,476,1223,366,387,383,362,366,181,157,5515,2447,2576,7196,1217,1565,1981,2045,2044,1148,508,22727,39,183,472,143,198,313,381,387,211,212,2544,10,12,41,3,9,6,9,8,5,4,115,2496,2771
121,..,578,1915,531,483,508,525,602,290,269,5710,..,242,1233,451,549,603,624,664,308,173,4850,..,3,5,18,24,98,164,372,326,162,1171,..,0,5,5,7,3,3,14,8,0,45,..,249,1245,473,584,699,792,1054,641,336,6070,..,0,3,0,0,0,0,0,6,0,16,..,827,3161,1005,1064,1206,1317,1658,942,608,11795,1132,1723,929,117,129,140,150,165,126,141,4758,576,1189,1521,336,449,509,701,737,512,235,6773,5,14,34,14,32,43,100,167,120,107,641,3,4,7,0,3,0,5,4,0,0,34,581,1208,1557,352,487,555,806,906,641,349,7451,0,0,0,0,0,0,0,0,0,3,3,1715,2933,2490,475,620,698,961,1075,759,489,12222,2445,793,1413,476,509,544,515,505,341,224,7762,2935,2868,5213,983,1179,1314,1354,1568,895,355,18669,20,74,217,56,123,142,163,210,124,122,1254,9,13,34,4,0,0,6,3,0,8,76,2962,2954
122,..,318,1132,311,321,334,309,242,120,148,3238,..,88,373,103,131,139,178,173,59,40,1289,..,0,4,0,5,13,33,40,56,18,173,..,0,0,0,0,0,0,0,0,0,10,..,88,380,105,132,152,213,211,121,64,1469,..,0,0,0,0,0,0,0,0,3,9,..,409,1509,420,453,490,519,456,236,214,4709,527,936,533,79,83,91,110,123,97,101,2683,160,339,330,69,93,172,244,265,193,83,1951,0,0,5,0,0,9,24,31,59,33,153,0,0,0,0,0,0,3,0,0,3,11,160,339,338,67,91,174,269,299,250,120,2111,0,3,0,0,0,0,0,0,0,4,9,688,1279,871,145,176,265,383,420,345,224,4807,1144,464,1161,415,437,451,424,366,199,144,5211,529,528,1570,319,396,484,551,525,276,116,5305,4,18,39,13,19,30,48,68,42,13,296,3,8,10,0,0,0,0,0,3,3,24,534,549
123,..,143,362,93,118,124,80,100,43,94,1153,..,141,715,197,180,209,176,167,86,78,1948,..,0,3,4,3,18,28,54,41,29,189,..,0,6,3,3,0,3,3,3,0,25,..,144,728,203,188,230,208,224,127,104,2156,..,0,3,0,3,0,0,0,0,4,13,..,284,1089,297,306,351,290,326,178,203,3324,431,510,272,63,36,54,44,56,32,57,1550,506,794,731,143,143,174,169,201,165,87,3107,9,0,10,6,6,22,17,16,18,16,129,3,4,7,0,0,3,0,0,0,5,23,513,802,744,153,149,199,183,218,185,105,3257,0,4,4,0,0,3,0,0,0,7,11,942,1308,1022,214,190,263,234,276,217,166,4829,1280,312,302,80,90,90,74,49,34,99,2400,1707,1047,2177,333,365,312,330,313,173,136,6886,11,37,134,38,41,51,43,44,31,24,452,24,9,13,3,7,0,0,0,0,3,58,1742,1091
124,..,137,386,90,138,107,88,83,41,66,1133,..,88,380,108,138,150,108,77,32,60,1147,..,0,3,0,6,4,24,28,39,13,125,..,0,0,0,0,0,0,4,3,0,9,..,90,384,110,144,159,135,113,70,79,1284,..,0,3,0,0,0,0,0,0,4,10,..,226,768,200,285,271,225,194,110,147,2422,362,524,251,50,47,31,44,38,31,62,1442,240,482,494,80,80,109,156,179,168,79,2072,0,6,3,0,3,11,9,18,18,19,88,3,0,7,0,0,4,0,3,0,0,17,245,488,510,86,85,120,168,200,189,94,2177,0,3,3,0,0,0,0,0,0,38,45,602,1010,762,133,129,157,209,235,217,196,3664,1227,337,386,95,111,65,67,81,42,94,2503,880,689,1438,261,244,296,267,233,136,94,4536,10,24,53,14,18,31,38,22,22,15,241,5,6,16,0,3,3,0,3,0,0,42,897,712
125,..,223,688,170,225,232,285,236,138,149,2345,..,548,2401,734,844,1127,1059,933,468,337,8452,..,4,40,34,84,219,319,609,619,250,2175,..,3,10,3,4,12,15,21,21,13,110,..,553,2458,773,926,1355,1396,1565,1110,602,10735,..,0,0,0,0,0,3,8,15,29,52,..,776,3150,944,1153,1589,1678,1805,1266,775,13134,493,771,431,67,99,92,140,167,139,111,2528,1527,3117,3132,762,995,1412,1808,1885,1333,510,16488,7,64,143,93,192,324,278,378,321,192,1995,7,24,13,6,5,6,17,6,15,6,106,1540,3202,3293,863,1194,1735,2106,2273,1666,711,18585,0,3,3,0,3,0,3,3,0,134,151,2037,3980,3728,932,1297,1834,2253,2448,1805,956,21265,1841,583,968,208,261,296,262,262,198,165,5044,5350,5808,13988,2124,2923,3642,3756,3653,2161,872,44280,95,517,1720,436,776,1131,647,644,341,333,6628,26,47,92,23,37,22,28,30,4,16,336,5473,6374
126,..,142,373,122,104,107,100,135,76,70,1227,..,129,645,226,257,247,291,338,126,88,2342,..,0,6,8,23,44,89,226,211,65,683,..,0,0,0,0,3,3,9,10,4,26,..,130,653,232,282,293,384,570,347,159,3052,..,0,0,0,0,0,0,0,3,3,6,..,271,1029,356,392,403,477,706,431,230,4289,295,412,182,23,43,46,63,94,91,71,1321,465,823,980,336,545,613,921,912,661,261,6507,7,36,39,27,64,86,174,206,174,114,929,0,3,7,0,0,3,7,3,0,5,36,468,861,1030,365,605,696,1096,1123,840,387,7460,0,3,0,0,0,0,0,0,0,3,14,765,1279,1210,383,649,744,1162,1213,930,460,8792,822,264,435,102,132,106,118,117,84,67,2246,1973,2143,4278,739,904,1053,1139,1219,624,303,14369,25,54,255,58,108,137,184,174,105,78,1185,10,11,14,0,6,4,10,4,3,4,61,2003,2207
127,..,136,451,113,150,112,134,140,45,95,1365,..,487,1791,492,551,870,637,511,159,254,5761,..,9,22,15,58,148,219,315,510,187,1489,..,7,19,3,3,3,0,11,7,8,64,..,505,1829,517,608,1028,863,838,686,447,7311,..,3,3,0,0,0,0,3,7,14,31,..,643,2279,627,759,1138,992,987,741,549,8713,476,568,326,69,85,58,54,59,45,54,1799,1869,2773,2702,550,629,898,719,642,310,310,11414,17,24,112,65,137,294,262,289,309,132,1641,10,14,19,0,4,13,4,7,4,9,86,1898,2808,2833,622,770,1204,991,937,626,450,13138,4,0,3,3,0,3,3,0,0,13,27,2374,3382,3162,691,855,1268,1044,997,671,517,14964,1735,415,392,95,86,111,67,81,32,107,3119,7132,3554,4796,776,796,960,722,669,313,415,20136,132,407,1317,340,407,643,454,421,317,158,4594,41,32,31,3,7,4,7,4,9,14,146,7306,3992
128,..,124,359,93,99,104,94,89,23,51,1042,..,53,175,48,73,62,63,62,16,19,577,..,0,3,3,0,4,7,32,22,9,91,..,0,0,0,0,0,0,0,0,0,3,..,53,176,50,75,76,77,97,42,29,666,..,0,0,0,0,0,0,0,0,0,3,..,181,536,142,176,176,170,186,65,87,1710,217,378,225,31,36,42,36,40,24,39,1071,113,225,187,42,47,53,65,55,45,29,855,0,4,0,0,5,4,8,11,10,16,60,0,0,0,0,0,0,0,0,0,0,4,111,232,186,42,53,52,71,72,53,42,916,0,0,0,0,0,0,0,0,0,0,0,332,606,409,73,85,99,111,110,78,78,1993,703,240,417,108,100,115,89,67,36,71,1940,466,404,719,126,160,185,168,129,76,40,2480,3,7,38,12,19,13,16,21,11,4,132,4,0,3,0,0,0,0,0,0,0,10,477,412
197,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
199,..,0,0,0,0,0,8,3,25,9,40,..,0,4,0,3,4,0,10,17,9,41,..,0,0,0,0,0,0,0,18,3,25,..,0,0,0,0,0,0,0,0,0,0,..,0,4,0,3,3,0,10,37,10,70,..,0,0,0,0,0,0,0,0,0,0,..,3,7,0,3,3,3,16,56,23,112,18,10,11,3,3,7,11,88,61,9,218,5,12,24,7,11,15,26,86,83,27,295,0,0,3,3,0,9,15,12,16,11,65,0,0,0,0,0,0,0,0,0,0,0,5,12,20,9,11,21,49,96,99,34,359,0,0,0,0,0,0,0,0,0,16,17,22,23,29,11,17,24,58,184,165,60,594,37,8,13,3,9,7,22,48,55,18,220,45,14,64,22,23,17,55,91,124,37,489,3,0,8,0,0,6,15,21,11,17,86,0,0,0,0,0,0,0,0,0,0,0,45,14
