SA4_CODE_2016,M_Hbn_in_RM_0_14,M_Hbn_in_RM_15_24,M_Hbn_in_RM_25_34,M_Hbn_in_RM_35_44,M_Hbn_in_RM_45_54,M_Hbn_in_RM_55_64,M_Hbn_in_RM_65_74,M_Hbn_in_RM_75_84,M_Hbn_in_RM_85ov,M_Hbn_in_RM_Tot,M_Ptn_in_DFM_0_14,M_Ptn_in_DFM_15_24,M_Ptn_in_DFM_25_34,M_Ptn_in_DFM_35_44,M_Ptn_in_DFM_45_54,M_Ptn_in_DFM_55_64,M_Ptn_in_DFM_65_74,M_Ptn_in_DFM_75_84,M_Ptn_in_DFM_85ov,M_Ptn_in_DFM_Tot,M_LonePnt_0_14,M_LonePnt_15_24,M_LonePnt_25_34,M_LonePnt_35_44,M_LonePnt_45_54,M_LonePnt_55_64,M_LonePnt_65_74,M_LonePnt_75_84,M_LonePnt_85ov,M_LonePnt_Tot,M_CU15_0_14,M_CU15_15_24,M_CU15_25_34,M_CU15_35_44,M_CU15_45_54,M_CU15_55_64,M_CU15_65_74,M_CU15_75_84,M_CU15_85ov,M_CU15_Tot,M_DpStu_0_14,M_DpStu_15_24,M_DpStu_25_34,M_DpStu_35_44,M_DpStu_45_54,M_DpStu_55_64,M_DpStu_65_74,M_DpStu_75_84,M_DpStu_85ov,M_DpStu_Tot,M_NDpChl_0_14,M_NDpChl_15_24,M_NDpChl_25_34,M_NDpChl_35_44,M_NDpChl_45_54,M_NDpChl_55_64,M_NDpChl_65_74,M_NDpChl_75_84,M_NDpChl_85ov,M_NDpChl_Tot,M_OthRI_0_14,M_OthRI_15_24,M_OthRI_25_34,M_OthRI_35_44,M_OthRI_45_54,M_OthRI_55_64,M_OthRI_65_74,M_OthRI_75_84,M_OthRI_85ov,M_OthRI_Tot,M_URI_in_FH_0_14,M_URI_in_FH_15_24,M_URI_in_FH_25_34,M_URI_in_FH_35_44,M_URI_in_FH_45_54,M_URI_in_FH_55_64,M_URI_in_FH_65_74,M_URI_in_FH_75_84,M_URI_in_FH_85ov,M_URI_in_FH_Tot,M_GrpH_Mem_0_14,M_GrpH_Mem_15_24,M_GrpH_Mem_25_34,M_GrpH_Mem_35_44,M_GrpH_Mem_45_54,M_GrpH_Mem_55_64,M_GrpH_Mem_65_74,M_GrpH_Mem_75_84,M_GrpH_Mem_85ov,M_GrpH_Mem_Tot,M_LonePsn_0_14,M_LonePsn_15_24,M_LonePsn_25_34,M_LonePsn_35_44,M_LonePsn_45_54,M_LonePsn_55_64,M_LonePsn_65_74,M_LonePsn_75_84,M_LonePsn_85ov,M_LonePsn_Tot,M_Vis_within_Aus_0_14,M_Vis_within_Aus_15_24,M_Vis_within_Aus_25_34,M_Vis_within_Aus_35_44,M_Vis_within_Aus_45_54,M_Vis_within_Aus_55_64,M_Vis_within_Aus_65_74,M_Vis_within_Aus_75_84,M_Vis_within_Aus_85ov,M_Vis_within_Aus_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Wife_in_RM_0_14,F_Wife_in_RM_15_24,F_Wife_in_RM_25_34,F_Wife_in_RM_35_44,F_Wife_in_RM_45_54,F_Wife_in_RM_55_64,F_Wife_in_RM_65_74,F_Wife_in_RM_75_84,F_Wife_in_RM_85ov,F_Wife_in_RM_Tot,F_Ptn_in_DFM_0_14,F_Ptn_in_DFM_15_24,F_Ptn_in_DFM_25_34,F_Ptn_in_DFM_35_44,F_Ptn_in_DFM_45_54,F_Ptn_in_DFM_55_64,F_Ptn_in_DFM_65_74,F_Ptn_in_DFM_75_84,F_Ptn_in_DFM_85ov,F_Ptn_in_DFM_Tot,F_LonePnt_0_14,F_LonePnt_15_24,F_LonePnt_25_34,F_LonePnt_35_44,F_LonePnt_45_54,F_LonePnt_55_64,F_LonePnt_65_74,F_LonePnt_75_84,F_LonePnt_85ov,F_LonePnt_Tot,F_CU15_0_14,F_CU15_15_24,F_CU15_25_34,F_CU15_35_44,F_CU15_45_54,F_CU15_55_64,F_CU15_65_74,F_CU15_75_84,F_CU15_85ov,F_CU15_Tot,F_DpStu_0_14,F_DpStu_15_24,F_DpStu_25_34,F_DpStu_35_44,F_DpStu_45_54,F_DpStu_55_64,F_DpStu_65_74,F_DpStu_75_84,F_DpStu_85ov,F_DpStu_Tot,F_NDpChl_0_14,F_NDpChl_15_24,F_NDpChl_25_34,F_NDpChl_35_44,F_NDpChl_45_54,F_NDpChl_55_64,F_NDpChl_65_74,F_NDpChl_75_84,F_NDpChl_85ov,F_NDpChl_Tot,F_OthRI_0_14,F_OthRI_15_24,F_OthRI_25_34,F_OthRI_35_44,F_OthRI_45_54,F_OthRI_55_64,F_OthRI_65_74,F_OthRI_75_84,F_OthRI_85ov,F_OthRI_Tot,F_URI_in_FH_0_14,F_URI_in_FH_15_24,F_URI_in_FH_25_34,F_URI_in_FH_35_44,F_URI_in_FH_45_54,F_URI_in_FH_55_64,F_URI_in_FH_65_74,F_URI_in_FH_75_84,F_URI_in_FH_85ov,F_URI_in_FH_Tot
111,..,239,6733,11479,12025,12595,10992,5755,1488,61306,..,1297,4659,2672,2248,1467,654,213,25,13232,..,42,205,640,999,689,263,219,147,3207,31097,..,..,..,..,..,..,..,..,31097,..,7928,..,..,..,..,..,..,..,7928,..,6805,3341,1433,1229,560,75,0,0,13437,..,1011,599,244,297,348,313,182,109,3105,..,658,635,258,249,147,81,13,4,2056,..,2520,2473,655,682,703,384,157,36,7608,..,549,1897,2127,2855,3254,2660,1606,897,15846,599,907,935,593,465,371,267,143,60,4354,31699,21959,21476,20105,21060,20137,15680,8294,2772,163185,..,521,8771,12591,12884,12658,9968,4316,765,62469,..,2011,4760,2806,2194,1309,556,121,15,13770,..,537,1967,3568,3697,1818,900,839,569,13892,29150,..,..,..,..,..,..,..,..,29150,..,7722,..,..,..,..,..,..,..,7722,..,4709,1937,596,488,358,87,4,0,8185,..,849,392,126,284,546,633,495,292,3619,..,652,393,122,118,82,37,22,6,1430
112,..,125,2740,5915,7158,8691,8210,4424,1256,38517,..,644,2031,2079,1931,1659,833,200,35,9412,..,25,135,460,690,551,247,108,110,2326,19370,..,..,..,..,..,..,..,..,19370,..,4474,..,..,..,..,..,..,..,4474,..,3837,1901,891,744,375,58,3,0,7805,..,511,264,142,209,317,246,142,81,1913,..,395,384,270,250,209,94,33,8,1639,..,592,947,570,702,831,514,168,58,4384,..,237,643,1048,1965,2922,2443,1421,711,11392,379,474,497,346,392,415,287,114,35,2947,19746,11323,9531,11725,14035,15975,12936,6607,2287,104174,..,257,3849,6810,7893,9062,7212,3367,574,39032,..,938,2314,2151,1994,1475,624,140,14,9653,..,328,1313,2546,2678,1234,554,525,390,9562,18296,..,..,..,..,..,..,..,..,18296,..,4659,..,..,..,..,..,..,..,4659,..,2490,898,383,317,244,66,0,0,4404,..,395,170,82,213,490,414,369,280,2414,..,436,312,116,155,121,56,6,7,1204
113,..,125,2923,4665,5359,5653,4378,2412,584,26105,..,769,1690,945,808,581,235,66,6,5104,..,27,86,244,379,224,103,72,51,1180,14560,..,..,..,..,..,..,..,..,14560,..,2706,..,..,..,..,..,..,..,2706,..,2914,1156,523,361,168,30,0,0,5153,..,425,216,78,141,150,108,81,26,1229,..,250,178,95,60,42,14,10,0,653,..,631,701,246,215,230,139,39,3,2209,..,352,831,916,1217,1525,1201,756,320,7113,264,396,343,218,192,196,172,99,27,1907,14818,8603,8131,7926,8723,8757,6387,3543,1028,67924,..,283,3770,5130,5709,5568,3993,1802,252,26509,..,1157,1725,936,832,493,167,34,8,5349,..,379,1002,1319,1179,561,294,261,175,5173,13892,..,..,..,..,..,..,..,..,13892,..,2770,..,..,..,..,..,..,..,2770,..,1754,601,185,167,109,18,0,0,2840,..,317,115,39,114,205,215,155,103,1271,..,197,110,29,31,21,15,11,3,429
114,..,119,1969,3603,4580,5730,6574,3557,776,26906,..,454,1221,950,981,796,492,143,30,5059,..,23,68,217,369,236,147,82,59,1196,11659,..,..,..,..,..,..,..,..,11659,..,2438,..,..,..,..,..,..,..,2438,..,2575,1162,550,376,204,32,0,0,4898,..,269,123,71,113,160,131,97,52,1030,..,199,197,94,88,89,42,15,4,719,..,172,277,138,218,293,228,97,23,1446,..,155,462,607,1057,1614,1579,1002,397,6872,256,327,293,243,229,298,270,100,29,2051,11920,6721,5773,6478,8019,9416,9489,5091,1381,64281,..,213,2585,4142,5072,6224,6103,2580,363,27289,..,723,1307,966,993,742,394,92,19,5236,..,218,776,1279,1401,618,317,297,212,5130,11080,..,..,..,..,..,..,..,..,11080,..,2598,..,..,..,..,..,..,..,2598,..,1672,588,207,198,158,35,0,0,2849,..,180,71,54,112,238,277,222,174,1320,..,218,112,37,44,42,24,7,3,487
115,..,124,4096,11475,12614,10662,7637,3040,717,50375,..,243,999,859,893,568,263,58,10,3890,..,19,34,178,437,310,152,80,33,1242,23418,..,..,..,..,..,..,..,..,23418,..,8449,..,..,..,..,..,..,..,8449,..,5179,3870,914,433,137,17,0,0,10553,..,506,357,149,139,173,187,146,91,1754,..,273,324,142,137,92,55,10,4,1037,..,294,399,147,172,143,138,39,10,1342,..,137,359,460,641,678,649,423,242,3578,143,244,270,183,143,119,114,52,10,1278,23564,15466,10717,14505,15611,12889,9209,3848,1111,106922,..,220,5835,13097,12902,10153,6454,2076,324,51065,..,362,1033,929,890,516,177,32,4,3949,..,98,365,1151,1700,996,435,263,180,5200,21965,..,..,..,..,..,..,..,..,21965,..,8333,..,..,..,..,..,..,..,8333,..,3822,2686,515,262,137,32,0,0,7451,..,416,260,98,152,527,608,562,353,2969,..,313,271,70,73,62,38,6,4,847
116,..,343,10291,17449,13584,11064,7197,2741,521,63194,..,668,2336,1699,1330,686,248,50,8,7023,..,52,218,504,772,566,332,170,81,2691,37784,..,..,..,..,..,..,..,..,37784,..,10246,..,..,..,..,..,..,..,10246,..,7812,5992,1870,938,325,44,3,0,16983,..,1549,1411,461,482,518,387,230,82,5126,..,672,922,442,325,187,89,32,9,2669,..,724,1074,492,527,437,256,58,17,3583,..,243,984,1169,1459,1563,1098,612,227,7358,426,515,635,433,302,205,149,71,26,2771,38209,22824,23869,24531,19717,15559,9791,3963,967,159427,..,914,14413,17343,13191,10169,5681,1636,236,63586,..,956,2499,1668,1255,601,157,29,5,7169,..,695,2206,3232,3348,1953,1028,618,293,13374,35609,..,..,..,..,..,..,..,..,35609,..,10360,..,..,..,..,..,..,..,10360,..,5803,3929,868,462,216,54,3,0,11330,..,1160,813,274,512,1138,1125,789,352,6157,..,506,504,189,151,118,41,20,10,1541
117,..,252,7618,9217,5948,4732,3591,1971,500,33832,..,1553,10132,5544,3417,1625,582,111,14,22971,..,23,63,212,401,338,155,111,64,1360,13991,..,..,..,..,..,..,..,..,13991,..,3170,..,..,..,..,..,..,..,3170,..,1824,1925,794,574,212,18,0,0,5348,..,1309,1256,313,253,217,172,90,47,3661,..,1384,2220,479,200,120,43,14,10,4466,..,7087,10886,2622,1287,776,453,111,24,23240,..,1680,4680,4356,3940,3180,2117,1016,312,21278,190,585,1067,532,364,218,141,78,25,3193,14189,18872,39845,24065,16386,11407,7261,3499,987,136510,..,611,9411,9094,5874,4533,3083,1316,183,34103,..,2178,9581,3671,1978,931,288,45,5,18684,..,84,529,1445,1977,1335,616,477,221,6695,13419,..,..,..,..,..,..,..,..,13419,..,3297,..,..,..,..,..,..,..,3297,..,1383,1374,498,322,166,37,0,0,3788,..,1330,1265,359,255,444,432,297,193,4566,..,1548,2118,424,92,64,26,14,5,4288
118,..,62,4430,9800,8501,6383,5289,2942,973,38384,..,593,5561,3275,1833,994,514,137,39,12936,..,11,37,184,438,381,186,88,72,1395,18964,..,..,..,..,..,..,..,..,18964,..,5205,..,..,..,..,..,..,..,5205,..,2183,2094,682,496,237,31,0,0,5728,..,755,679,181,121,177,159,93,82,2248,..,693,1023,201,111,69,42,6,6,2150,..,3868,5613,1234,572,400,309,127,41,12153,..,627,1915,2062,1894,1808,1522,900,500,11225,271,376,616,329,206,130,111,60,26,2106,19239,14372,21962,17948,14172,10568,8163,4355,1726,112496,..,164,6147,10521,8522,6295,4762,2065,407,38883,..,971,6059,2782,1474,747,323,76,12,12446,..,66,366,1370,2167,1292,544,457,349,6620,18278,..,..,..,..,..,..,..,..,18278,..,5262,..,..,..,..,..,..,..,5262,..,1633,1598,430,326,230,38,3,0,4267,..,762,735,189,186,313,400,362,271,3225,..,848,848,136,77,58,22,22,5,2012
119,..,787,17047,23748,22051,18790,13714,8049,2267,106448,..,698,3750,2419,1819,1251,499,131,18,10584,..,44,180,547,1119,1032,547,349,252,4081,52177,..,..,..,..,..,..,..,..,52177,..,16242,..,..,..,..,..,..,..,16242,..,10553,9834,3420,2070,865,129,4,0,26883,..,2668,2530,813,783,861,687,420,262,9026,..,1907,2910,872,630,476,188,43,6,7037,..,2928,5142,1436,1059,944,507,172,56,12242,..,606,2165,2254,2845,3054,2735,1679,988,16325,655,658,1027,703,597,450,312,200,91,4689,52831,37095,44578,36209,32983,27725,19326,11042,3940,265722,..,2660,22724,24418,21764,17583,11402,5572,937,107057,..,1097,3913,2355,1694,972,303,66,8,10410,..,359,2288,4566,5665,3591,1674,1414,977,20542,49023,..,..,..,..,..,..,..,..,49023,..,16783,..,..,..,..,..,..,..,16783,..,7428,6838,1939,1184,618,131,3,0,18139,..,2069,1646,534,899,1900,1615,1454,830,10946,..,1802,2106,494,385,267,89,52,17,5219
120,..,252,8352,12457,10596,8355,5949,3367,991,50318,..,709,3985,2481,1756,1090,467,113,15,10618,..,18,53,232,511,395,211,127,96,1635,22068,..,..,..,..,..,..,..,..,22068,..,6624,..,..,..,..,..,..,..,6624,..,3098,3298,1089,821,322,47,0,0,8668,..,1110,1045,289,208,264,218,177,106,3416,..,1199,1846,323,223,143,47,17,6,3813,..,3162,4872,1084,597,548,303,111,23,10707,..,492,1757,1745,1792,1675,1360,806,401,10037,212,322,588,342,276,193,146,107,43,2220,22275,16987,25813,20054,16778,12971,8745,4826,1676,130121,..,616,10669,12889,10698,7941,5258,2336,345,50759,..,1016,4272,2338,1777,1011,355,53,11,10833,..,88,527,1702,2699,1578,709,647,425,8372,21237,..,..,..,..,..,..,..,..,21237,..,6710,..,..,..,..,..,..,..,6710,..,2384,2454,705,552,263,60,0,0,6419,..,944,908,308,346,693,593,586,391,4768,..,1264,1398,255,110,88,39,15,3,3176
121,..,159,8939,19706,18741,14276,11018,5811,1727,80375,..,591,4668,2774,1937,1253,644,187,41,12103,..,20,55,279,689,540,214,126,123,2043,36589,..,..,..,..,..,..,..,..,36589,..,12426,..,..,..,..,..,..,..,12426,..,4377,3847,1066,693,336,34,0,0,10353,..,998,868,264,168,260,189,153,107,3005,..,593,894,268,175,124,62,20,9,2152,..,1101,2739,863,498,417,312,132,49,6105,..,551,2169,2375,2130,2001,1817,1150,759,12953,277,362,556,308,258,216,145,69,36,2242,36868,21175,24745,27898,25290,19420,14436,7648,2850,180331,..,386,11998,21469,19358,13698,9864,4144,815,81735,..,938,4956,2577,1797,997,418,81,13,11781,..,54,434,2054,3562,2068,774,587,478,10010,34588,..,..,..,..,..,..,..,..,34588,..,12308,..,..,..,..,..,..,..,12308,..,3456,2999,716,488,274,71,0,0,7991,..,1029,810,289,259,735,739,597,397,4855,..,674,810,263,158,118,38,28,14,2097
122,..,97,3960,11493,11771,8797,7000,3898,1099,48121,..,353,2924,2386,1697,1010,486,111,12,8981,..,13,39,205,504,397,172,101,100,1521,24371,..,..,..,..,..,..,..,..,24371,..,6880,..,..,..,..,..,..,..,6880,..,3913,2521,801,581,253,51,3,0,8111,..,492,429,149,140,159,154,100,88,1717,..,439,594,235,197,140,60,23,7,1692,..,471,1455,547,383,363,238,87,25,3564,..,249,835,1181,1438,1380,1281,817,543,7720,227,257,375,228,240,171,150,70,24,1743,24593,13164,13121,17227,16949,12659,9592,5206,1902,114420,..,203,5725,12680,12027,8476,6349,2751,552,48763,..,661,3325,2251,1672,842,322,61,10,9142,..,48,325,1315,2186,1234,532,408,318,6367,22929,..,..,..,..,..,..,..,..,22929,..,6723,..,..,..,..,..,..,..,6723,..,2792,1750,455,323,180,50,6,0,5548,..,395,338,107,154,320,470,379,304,2465,..,424,525,183,140,117,42,14,12,1458
123,..,257,6678,10927,10386,9738,6608,2420,437,47451,..,787,2454,1770,1363,849,293,69,12,7601,..,35,156,447,685,555,238,93,40,2247,28111,..,..,..,..,..,..,..,..,28111,..,6857,..,..,..,..,..,..,..,6857,..,7001,4278,1299,565,186,23,0,0,13359,..,797,669,354,271,350,279,155,85,2958,..,409,485,266,213,112,68,20,0,1575,..,290,531,312,327,322,204,61,15,2065,..,206,852,1027,1268,1242,1070,534,203,6403,411,532,508,384,265,180,134,45,19,2473,28523,17174,16613,16785,15355,13527,8921,3408,802,121100,..,625,9151,11353,10439,9197,5347,1568,212,47902,..,1192,2577,1731,1384,696,222,46,5,7859,..,497,1971,2912,2715,1497,663,378,217,10836,26574,..,..,..,..,..,..,..,..,26574,..,7334,..,..,..,..,..,..,..,7334,..,5017,2631,584,287,165,39,3,0,8727,..,725,379,182,386,711,692,507,261,3843,..,450,280,101,98,91,42,8,9,1081
124,..,318,7062,11321,11190,11207,8203,3195,590,53084,..,1059,3518,2434,1949,1135,482,123,10,10721,..,40,181,452,852,606,274,104,72,2576,30015,..,..,..,..,..,..,..,..,30015,..,7378,..,..,..,..,..,..,..,7378,..,7614,4273,1485,733,288,51,3,0,14440,..,877,630,313,311,415,315,181,104,3135,..,530,560,297,244,172,86,19,10,1914,..,548,812,470,540,548,333,117,20,3378,..,325,1233,1577,1959,2153,1745,823,330,10145,512,595,606,399,336,296,191,90,27,3043,30521,19273,18884,18743,18113,16816,11668,4645,1169,139833,..,646,9039,12016,11646,11087,6787,2132,275,53627,..,1599,3684,2412,1913,1051,382,49,3,11092,..,581,2135,3173,3198,1791,828,528,316,12551,28600,..,..,..,..,..,..,..,..,28600,..,7654,..,..,..,..,..,..,..,7654,..,5384,2654,600,365,228,63,3,0,9281,..,729,370,166,331,699,741,516,296,3845,..,535,318,119,106,87,36,13,6,1224
125,..,632,17353,21561,16029,13404,9292,4725,1134,84131,..,562,2602,1618,1148,788,317,89,11,7146,..,48,177,454,756,692,322,268,135,2843,42773,..,..,..,..,..,..,..,..,42773,..,11835,..,..,..,..,..,..,..,11835,..,7569,7229,2173,1257,438,78,0,0,18747,..,2137,2310,790,568,659,448,240,136,7286,..,1483,2787,821,507,299,107,34,11,6051,..,2949,6052,2062,1147,698,352,117,26,13414,..,428,2149,2167,2332,2473,1793,1078,579,12998,451,510,923,608,442,311,185,115,43,3591,43221,28147,41586,32261,24188,19774,12907,6661,2075,210820,..,2037,23273,20349,15610,12107,7602,3119,481,84579,..,829,2762,1477,1101,634,207,43,5,7070,..,295,1812,3275,3872,2458,1114,900,552,14283,40755,..,..,..,..,..,..,..,..,40755,..,12111,..,..,..,..,..,..,..,12111,..,5386,4985,1275,698,367,86,8,0,12798,..,1524,1338,468,722,1559,1188,920,534,8234,..,1100,1524,327,279,189,68,32,4,3523
126,..,106,5082,8536,7817,6643,4759,2503,794,36238,..,366,1536,818,605,377,216,43,5,3974,..,6,34,146,267,288,104,89,60,1005,15190,..,..,..,..,..,..,..,..,15190,..,5516,..,..,..,..,..,..,..,5516,..,2306,2366,653,431,201,34,0,0,5987,..,662,504,142,142,165,121,105,62,1907,..,685,826,173,115,90,41,15,4,1948,..,1416,1751,454,257,255,145,48,21,4346,..,281,903,855,891,944,752,517,351,5498,127,217,294,140,137,90,76,45,23,1154,15318,11562,13299,11932,10668,9055,6242,3365,1322,82760,..,266,6488,8935,8133,6528,4007,1871,347,36585,..,527,1550,811,579,353,119,16,3,3968,..,30,293,987,1464,970,364,343,273,4730,14379,..,..,..,..,..,..,..,..,14379,..,5311,..,..,..,..,..,..,..,5311,..,1859,1854,426,272,152,32,3,0,4604,..,569,502,144,192,528,432,386,247,3013,..,732,740,160,66,55,16,9,4,1781
127,..,545,9624,15883,17364,14938,9678,4456,984,73477,..,489,1910,1523,1329,763,259,61,8,6337,..,62,188,497,915,713,376,252,131,3132,41242,..,..,..,..,..,..,..,..,41242,..,13739,..,..,..,..,..,..,..,13739,..,10339,9601,3131,1506,552,50,3,0,25183,..,1642,1377,899,863,842,465,308,183,6577,..,548,792,622,619,454,154,35,9,3232,..,401,811,527,559,492,253,87,24,3149,..,277,1142,1361,1712,1813,1343,806,317,8764,584,547,830,607,467,368,209,132,40,3788,41827,28591,26278,25034,25326,20943,12792,6150,1693,188634,..,1611,13913,17638,16491,13751,7477,2732,339,73949,..,703,2139,1567,1211,605,171,35,8,6439,..,453,2536,4348,4620,3034,1385,999,508,17881,39100,..,..,..,..,..,..,..,..,39100,..,14346,..,..,..,..,..,..,..,14346,..,7124,6223,1544,935,433,86,3,0,16349,..,1396,1056,517,826,1556,1513,1252,729,8841,..,596,634,301,269,189,73,39,11,2115
128,..,102,4203,9448,9611,9119,6887,3358,980,43707,..,331,2204,1414,1160,729,286,83,19,6228,..,15,50,250,526,400,146,96,79,1560,20465,..,..,..,..,..,..,..,..,20465,..,6022,..,..,..,..,..,..,..,6022,..,4885,3051,896,595,254,24,0,0,9709,..,432,334,113,143,155,143,102,52,1479,..,198,284,113,116,68,32,12,7,825,..,260,689,309,266,259,151,69,28,2026,..,184,753,1008,1228,1286,1047,668,444,6625,245,252,362,230,183,133,121,58,26,1609,20710,12679,11917,13783,13825,12408,8841,4458,1621,100248,..,197,5714,10348,10084,8892,6004,2513,477,44233,..,594,2347,1394,1096,642,220,35,8,6338,..,85,536,1429,2029,1146,511,364,302,6403,19254,..,..,..,..,..,..,..,..,19254,..,6435,..,..,..,..,..,..,..,6435,..,3518,2193,427,282,183,40,3,0,6639,..,395,257,79,147,351,405,344,255,2234,..,198,210,76,63,49,32,6,7,636
197,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
199,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,247,489,778,539,444,365,229,51,7,3146,247,489,778,539,444,365,229,51,7,3146,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
