SA4_CODE_2016,M_15_19_Prvided_unpaid_assist,M_15_19_No_unpad_asst_prvided,M_15_19_Unpaid_assist_ns,M_15_19_Tot,M_20_24_Prvided_unpaid_assist,M_20_24_No_unpad_asst_prvided,M_20_24_Unpaid_assist_ns,M_20_24_Tot,M_25_34_Prvided_unpaid_assist,M_25_34_No_unpad_asst_prvided,M_25_34_Unpaid_assist_ns,M_25_34_Tot,M_35_44_Prvided_unpaid_assist,M_35_44_No_unpad_asst_prvided,M_35_44_Unpaid_assist_ns,M_35_44_Tot,M_45_54_Prvided_unpaid_assist,M_45_54_No_unpad_asst_prvided,M_45_54_Unpaid_assist_ns,M_45_54_Tot,M_55_64_Prvided_unpaid_assist,M_55_64_No_unpad_asst_prvided,M_55_64_Unpaid_assist_ns,M_55_64_Tot,M_65_74_Prvided_unpaid_assist,M_65_74_No_unpad_asst_prvided,M_65_74_Unpaid_assist_ns,M_65_74_Tot,M_75_84_Prvided_unpaid_assist,M_75_84_No_unpad_asst_prvided,M_75_84_Unpaid_assist_ns,M_75_84_Tot,M_85_ov_Prvided_unpaid_assist,M_85_ov_No_unpad_asst_prvided,M_85_ov_Unpaid_assist_ns,M_85_ov_Tot,M_Tot_prvided_unpaid_assist,M_Tot_No_unpaid_asst_prvided,M_Tot_Unpaid_assist_ns,M_Tot_Tot,F_15_19_Prvided_unpaid_assist,F_15_19_No_unpad_asst_prvided,F_15_19_Unpaid_assist_ns,F_15_19_Tot,F_20_24_Prvided_unpaid_assist,F_20_24_No_unpad_asst_prvided,F_20_24_Unpaid_assist_ns,F_20_24_Tot,F_25_34_Prvided_unpaid_assist,F_25_34_No_unpad_asst_prvided,F_25_34_Unpaid_assist_ns,F_25_34_Tot,F_35_44_Prvided_unpaid_assist,F_35_44_No_unpad_asst_prvided,F_35_44_Unpaid_assist_ns,F_35_44_Tot,F_45_54_Prvided_unpaid_assist,F_45_54_No_unpad_asst_prvided,F_45_54_Unpaid_assist_ns,F_45_54_Tot,F_55_64_Prvided_unpaid_assist,F_55_64_No_unpad_asst_prvided,F_55_64_Unpaid_assist_ns,F_55_64_Tot,F_65_74_Prvided_unpaid_assist,F_65_74_No_unpad_asst_prvided,F_65_74_Unpaid_assist_ns,F_65_74_Tot,F_75_84_Prvided_unpaid_assist,F_75_84_No_unpad_asst_prvided,F_75_84_Unpaid_assist_ns,F_75_84_Tot,F_85_ov_Prvided_unpaid_assist,F_85_ov_No_unpad_asst_prvided,F_85_ov_Unpaid_assist_ns,F_85_ov_Tot,F_Tot_prvided_unpaid_assist,F_Tot_No_unpaid_asst_prvided,F_Tot_Unpaid_assist_ns,F_Tot_Tot,P_15_19_Prvided_unpaid_assist,P_15_19_No_unpad_asst_prvided,P_15_19_Unpaid_assist_ns,P_15_19_Tot,P_20_24_Prvided_unpaid_assist,P_20_24_No_unpad_asst_prvided,P_20_24_Unpaid_assist_ns,P_20_24_Tot,P_25_34_Prvided_unpaid_assist,P_25_34_No_unpad_asst_prvided,P_25_34_Unpaid_assist_ns,P_25_34_Tot,P_35_44_Prvided_unpaid_assist,P_35_44_No_unpad_asst_prvided,P_35_44_Unpaid_assist_ns,P_35_44_Tot,P_45_54_Prvided_unpaid_assist,P_45_54_No_unpad_asst_prvided,P_45_54_Unpaid_assist_ns,P_45_54_Tot,P_55_64_Prvided_unpaid_assist,P_55_64_No_unpad_asst_prvided,P_55_64_Unpaid_assist_ns,P_55_64_Tot,P_65_74_Prvided_unpaid_assist,P_65_74_No_unpad_asst_prvided,P_65_74_Unpaid_assist_ns,P_65_74_Tot,P_75_84_Prvided_unpaid_assist,P_75_84_No_unpad_asst_prvided,P_75_84_Unpaid_assist_ns,P_75_84_Tot,P_85_ov_Prvided_unpaid_assist,P_85_ov_No_unpad_asst_prvided,P_85_ov_Unpaid_assist_ns,P_85_ov_Tot,P_Tot_prvided_unpaid_assist,P_Tot_No_unpaid_asst_prvided,P_Tot_Unpaid_assist_ns,P_Tot_Tot
101,282,5328,878,6492,278,4473,588,5345,773,9011,1250,11043,1239,9954,1312,12503,1923,12041,1527,15491,2259,12513,1478,16249,1463,10463,1575,13507,630,4721,1074,6426,163,1354,447,1966,9020,69861,10140,89016,303,5086,776,6167,358,4215,453,5022,1268,9063,963,11293,1921,10032,968,12921,2981,11767,1269,16013,3457,11679,1344,16485,1947,9584,1520,13050,708,4805,1309,6822,131,2309,853,3295,13067,68544,9452,91060,590,10417,1654,12659,631,8690,1042,10364,2046,18082,2211,22338,3155,19984,2280,25417,4901,23809,2800,31504,5721,24194,2819,32731,3409,20050,3093,26553,1333,9526,2386,13249,297,3664,1300,5265,22081,138407,19587,180076
102,459,8749,905,10117,485,8112,666,9267,1239,14803,1197,17244,1874,15904,1256,19032,2662,16969,1419,21054,2961,15614,1480,20057,2032,13581,1636,17251,996,7299,1422,9718,357,2671,839,3866,13069,103712,10815,127602,456,8529,819,9808,600,7689,626,8908,2107,14884,1041,18037,3352,15794,1199,20343,4525,16661,1394,22575,5059,15776,1474,22308,3013,14429,1903,19339,1167,8744,2075,11976,268,4509,1633,6407,20537,107016,12153,139707,923,17285,1723,19930,1079,15805,1291,18174,3343,29691,2245,35278,5227,31699,2449,39376,7187,33630,2810,43630,8016,31390,2958,42364,5044,28007,3534,36591,2163,16040,3495,21691,621,7179,2471,10278,33602,210729,22976,267307
103,304,5423,966,6692,288,4795,895,5972,798,9203,1575,11580,1096,9111,1406,11614,1674,10134,1548,13358,1812,10140,1483,13438,1129,8672,1510,11313,542,4206,1064,5812,139,1275,412,1824,7793,62956,10853,81605,351,5127,922,6398,424,4606,562,5590,1326,9237,953,11515,1836,9167,1041,12040,2678,9723,1255,13652,2856,9187,1292,13329,1651,8067,1451,11170,625,4769,1307,6696,115,2448,685,3247,11855,62323,9469,83644,661,10541,1886,13093,710,9393,1457,11564,2126,18447,2531,23097,2932,18277,2445,23652,4354,19853,2801,27016,4667,19324,2778,26773,2783,16737,2965,22483,1161,8969,2374,12507,253,3717,1097,5075,19650,125270,20322,165251
104,228,3398,529,4155,200,2629,348,3173,491,5057,668,6218,707,5639,652,6994,1113,6612,804,8529,1476,7929,1002,10403,980,6895,927,8799,472,3303,782,4559,145,1028,360,1528,5799,42490,6065,54349,240,3147,482,3863,238,2479,242,2963,805,5211,520,6535,1252,5874,569,7695,1914,6975,751,9637,2495,7519,869,10882,1385,6494,953,8834,550,3600,987,5139,100,1805,624,2526,8983,43106,5985,58077,465,6543,1013,8016,435,5109,593,6135,1294,10270,1183,12753,1957,11513,1215,14690,3028,13587,1550,18165,3968,15449,1864,21286,2369,13388,1877,17629,1028,6899,1772,9702,240,2835,981,4052,14780,85591,12055,112427
105,173,2619,543,3333,188,2577,509,3277,461,5305,1064,6823,642,4730,841,6213,917,5508,941,7369,985,5785,946,7720,598,4564,901,6055,272,2258,565,3100,90,713,230,1033,4327,34063,6533,44921,177,2540,452,3171,216,2613,357,3184,805,5597,777,7181,1017,4755,671,6444,1456,5270,808,7539,1586,5134,867,7581,822,4120,822,5769,344,2595,710,3652,62,1312,334,1708,6485,33943,5804,46226,346,5160,992,6502,403,5194,861,6453,1264,10897,1842,14006,1658,9486,1516,12659,2375,10783,1753,14907,2574,10921,1808,15305,1415,8687,1725,11821,615,4855,1279,6744,153,2022,563,2741,10813,67999,12335,91150
106,352,7193,873,8419,409,6471,770,7650,1039,12854,1632,15527,1646,12923,1568,16132,2073,13483,1520,17085,2301,12805,1447,16557,1565,10560,1493,13615,627,4728,1057,6416,155,1333,386,1877,10168,82356,10750,103276,406,6780,810,7993,584,6317,541,7437,1962,12925,1193,16078,2674,12562,1106,16340,3495,12952,1251,17691,3889,11783,1342,17015,2058,10073,1576,13703,692,5297,1270,7261,124,2550,674,3341,15879,81238,9755,106875,758,13975,1676,16410,995,12788,1307,15088,3000,25779,2821,31603,4316,25479,2679,32481,5568,26434,2769,34777,6189,24588,2792,33575,3618,20634,3068,27320,1323,10025,2327,13680,281,3887,1057,5219,26048,163596,20504,210150
107,469,8508,740,9720,559,9615,687,10863,1194,15452,1218,17870,1879,15024,1112,18022,2828,14852,1224,18897,2967,13368,1179,17511,1903,10444,1237,13576,858,5773,1081,7707,249,1983,488,2721,12906,95021,8962,116898,485,8064,708,9264,720,8662,610,9989,1988,14996,1044,18027,3108,14721,945,18770,4436,14100,1093,19629,4789,12745,1189,18721,2478,10582,1409,14464,977,7007,1374,9355,196,3551,862,4612,19170,94423,9235,122829,952,16574,1453,18979,1278,18278,1296,20855,3185,30455,2259,35895,4992,29747,2055,36792,7265,28948,2318,38525,7756,26117,2369,36239,4378,21018,2644,28043,1835,12779,2453,17066,448,5535,1346,7332,32082,189444,18199,239730
108,293,4875,827,5993,254,3582,488,4327,710,6640,938,8293,1092,7911,887,9892,1761,10006,1273,13038,2341,12144,1465,15954,1896,12626,1796,16324,870,6426,1415,8711,234,2091,710,3030,9463,66302,9793,85557,328,4652,723,5706,357,3464,373,4197,1273,6980,721,8973,1954,8050,818,10824,2920,10151,1117,14187,3995,11838,1331,17167,2534,12233,1851,16619,975,6803,1777,9547,183,3399,1134,4718,14521,67567,9842,91932,625,9522,1550,11701,612,7051,862,8522,1990,13620,1656,17264,3044,15969,1699,20710,4683,20151,2391,27232,6337,23985,2796,33119,4427,24863,3649,32942,1845,13226,3189,18262,421,5490,1837,7749,23989,133872,19629,177488
109,161,2884,461,3514,162,2680,344,3184,450,5004,602,6053,614,4997,589,6199,953,5640,674,7264,1009,6267,806,8087,681,5349,876,6909,349,2620,679,3652,90,852,326,1264,4465,36307,5360,46131,201,2804,388,3393,257,2567,306,3128,723,5061,572,6358,1011,5086,539,6635,1542,5431,608,7578,1749,5706,785,8236,970,4959,885,6811,417,2846,874,4140,79,1439,426,1939,6942,35901,5372,48220,363,5691,847,6902,422,5243,647,6312,1172,10069,1173,12415,1623,10083,1135,12838,2494,11067,1282,14843,2756,11972,1590,16327,1652,10309,1761,13722,765,5475,1551,7784,166,2294,749,3208,11412,72210,10736,94353
110,268,4783,932,5990,274,4401,568,5234,671,8067,1109,9850,980,7721,1111,9806,1392,8842,1213,11444,1647,9134,1374,12152,993,7598,1388,9980,495,3784,949,5229,109,1040,323,1470,6825,55374,8954,71154,301,4518,779,5599,404,4304,565,5270,1151,8255,957,10370,1703,7789,966,10454,2255,8553,1152,11957,2548,8475,1259,12279,1453,7202,1342,9993,620,4245,1194,6054,107,2007,660,2780,10534,55355,8876,74766,569,9305,1715,11589,674,8703,1127,10511,1825,16325,2065,20212,2683,15508,2070,20263,3642,17391,2365,23405,4193,17616,2626,24436,2445,14799,2733,19976,1111,8031,2140,11283,223,3051,980,4248,17361,110733,17834,145922
