region_id,One_method_Train_M,One_method_Train_F,One_method_Train_P,One_method_Bus_M,One_method_Bus_F,One_method_Bus_P,One_method_Ferry_M,One_method_Ferry_F,One_method_Ferry_P,One_met_Tram_incl_lt_rail_M,One_met_Tram_incl_lt_rail_F,One_met_Tram_incl_lt_rail_P,One_method_Taxi_M,One_method_Taxi_F,One_method_Taxi_P,One_method_Car_as_driver_M,One_method_Car_as_driver_F,One_method_Car_as_driver_P,One_method_Car_as_passenger_M,One_method_Car_as_passenger_F,One_method_Car_as_passenger_P,One_method_Truck_M,One_method_Truck_F,One_method_Truck_P,One_method_Motorbike_scootr_M,One_method_Motorbike_scootr_F,One_method_Motorbike_scootr_P,One_method_Bicycle_M,One_method_Bicycle_F,One_method_Bicycle_P,One_method_Other_M,One_method_Other_F,One_method_Other_P,One_method_Walked_only_M,One_method_Walked_only_F,One_method_Walked_only_P,One_method_Tot_one_method_M,One_method_Tot_one_method_F,One_method_Tot_one_method_P,Two_methods_Train_Bus_M,Two_methods_Train_Bus_F,Two_methods_Train_Bus_P,Two_methods_Train_Ferry_M,Two_methods_Train_Ferry_F,Two_methods_Train_Ferry_P,Two_mt_trn_Trm_incl_lt_rl_M,Two_mt_trn_Trm_incl_lt_rl_F,Two_mt_trn_Trm_incl_lt_rl_P,Two_methods_Trn_Car_as_drvr_M,Two_methods_Trn_Car_as_drvr_F,Two_methods_Trn_Car_as_drvr_P,Two_methods_Trn_Car_as_pass_M,Two_methods_Trn_Car_as_pass_F,Two_methods_Trn_Car_as_pass_P,Two_methods_Train_Other_M,Two_methods_Train_Other_F,Two_methods_Train_Other_P,Two_methods_Train_Tot_M,Two_methods_Train_Tot_F,Two_methods_Train_Tot_P,Two_methods_Bus_Ferry_M,Two_methods_Bus_Ferry_F,Two_methods_Bus_Ferry_P,Two_mth_Bu_Trm_inc_lt_rl_M,Two_mth_Bu_Trm_inc_lt_rl_F,Two_mth_Bu_Trm_inc_lt_rl_P,Two_methods_Bus_Car_as_drvr_M,Two_methods_Bus_Car_as_drvr_F,Two_methods_Bus_Car_as_drvr_P,Two_methods_Bus_Car_as_pass_M,Two_methods_Bus_Car_as_pass_F,Two_methods_Bus_Car_as_pass_P,Two_methods_Bus_Other_M,Two_methods_Bus_Other_F,Two_methods_Bus_Other_P,Two_methods_Bus_Tot_M,Two_methods_Bus_Tot_F,Two_methods_Bus_Tot_P,Two_methds_Othr_two_methds_M,Two_methds_Othr_two_methds_F,Two_methds_Othr_two_methds_P,Two_methods_Tot_two_methods_M,Two_methods_Tot_two_methods_F,Two_methods_Tot_two_methods_P,Three_meth_Trn_two_othr_met_M,Three_meth_Trn_two_othr_met_F,Three_meth_Trn_two_othr_met_P,Three_met_Bs_2_ot_met_ex_tr_M,Three_met_Bs_2_ot_met_ex_tr_F,Three_met_Bs_2_ot_met_ex_tr_P,Three_meth_Othr_three_meth_M,Three_meth_Othr_three_meth_F,Three_meth_Othr_three_meth_P,Three_meth_Tot_three_meth_M,Three_meth_Tot_three_meth_F,Three_meth_Tot_three_meth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Method_travel_to_work_ns_M,Method_travel_to_work_ns_F,Method_travel_to_work_ns_P,Tot_M,Tot_F,Tot_P
SSC10001,22,33,55,17,13,30,0,0,0,0,0,0,0,3,3,910,709,1619,53,89,142,53,3,56,3,0,3,4,0,4,4,3,7,0,5,5,1066,858,1924,7,11,18,0,0,0,0,0,0,40,21,61,5,7,12,0,0,0,52,39,91,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,5,0,5,0,4,4,57,43,100,5,6,11,0,3,3,0,0,0,5,9,14,18,38,56,58,116,174,26,21,47,1230,1085,2315
SSC10002,5,5,10,101,179,280,60,57,117,0,3,3,5,4,9,799,683,1482,38,70,108,18,3,21,18,3,21,21,5,26,3,3,6,23,11,34,1091,1026,2117,14,18,32,3,4,7,0,0,0,7,0,7,0,0,0,0,0,0,24,22,46,13,18,31,0,0,0,8,11,19,3,3,6,0,0,0,24,32,56,12,3,15,60,57,117,3,8,11,6,3,9,0,0,0,9,11,20,54,71,125,66,141,207,18,22,40,1298,1328,2626
SSC10003,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,188,165,353,26,12,38,6,0,6,4,0,4,6,0,6,0,0,0,0,4,4,234,181,415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,3,15,18,29,36,65,3,0,3,269,236,505
SSC10004,0,0,0,3,3,6,0,0,0,0,0,0,3,0,3,372,300,672,43,38,81,14,0,14,5,0,5,11,0,11,0,0,0,10,6,16,461,347,808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,15,19,59,68,127,10,3,13,539,433,972
SSC10005,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,397,278,675,47,26,73,9,0,9,4,0,4,0,0,0,4,0,4,17,15,32,481,322,803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8,5,3,8,0,0,0,0,0,0,0,0,0,0,0,0,17,19,36,66,51,117,12,5,17,581,400,981
SSC10006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,16,36,0,0,0,4,0,4,5,0,5,0,0,0,4,3,7,9,5,14,42,24,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,34,62,0,6,6,3,0,3,73,64,137
SSC10007,3,4,7,4,7,11,0,0,0,0,0,0,0,0,0,574,475,1049,59,42,101,9,0,9,3,0,3,0,0,0,3,4,7,3,3,6,658,535,1193,3,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,12,12,6,18,0,0,0,0,0,0,0,0,0,0,0,0,11,30,41,81,99,180,9,9,18,771,679,1450
SSC10008,0,0,0,0,3,3,0,0,0,3,0,3,3,0,3,384,305,689,31,24,55,21,0,21,12,3,15,0,0,0,0,3,3,3,5,8,457,343,800,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,3,0,3,6,6,12,0,0,0,0,0,0,0,3,3,0,3,3,3,11,14,53,56,109,10,7,17,529,426,955
SSC10009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,24,57,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,38,29,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,12,0,0,0,41,38,79
SSC10010,68,61,129,37,32,69,0,0,0,0,0,0,0,0,0,716,574,1290,31,60,91,16,0,16,12,0,12,3,0,3,3,3,6,8,6,14,894,736,1630,25,24,49,0,0,0,0,0,0,24,28,52,9,6,15,0,0,0,58,58,116,0,0,0,0,0,0,3,4,7,0,0,0,0,0,0,3,4,7,5,10,15,66,72,138,6,4,10,0,0,0,0,0,0,6,4,10,16,30,46,59,118,177,13,15,28,1054,975,2029
