SA2_MAINCODE_2016,F_Vietnam_0_4,F_Vietnam_5_14,F_Vietnam_15_24,F_Vietnam_25_44,F_Vietnam_45_54,F_Vietnam_55_64,F_Vietnam_65_74,F_Vietnam_75_84,F_Vietnam_85ov,F_Vietnam_Tot,F_Wales_0_4,F_Wales_5_14,F_Wales_15_24,F_Wales_25_44,F_Wales_45_54,F_Wales_55_64,F_Wales_65_74,F_Wales_75_84,F_Wales_85ov,F_Wales_Tot,F_Zimbabwe_0_4,F_Zimbabwe_5_14,F_Zimbabwe_15_24,F_Zimbabwe_25_44,F_Zimbabwe_45_54,F_Zimbabwe_55_64,F_Zimbabwe_65_74,F_Zimbabwe_75_84,F_Zimbabwe_85ov,F_Zimbabwe_Tot,F_Elsewhere_0_4,F_Elsewhere_5_14,F_Elsewhere_15_24,F_Elsewhere_25_44,F_Elsewhere_45_54,F_Elsewhere_55_64,F_Elsewhere_65_74,F_Elsewhere_75_84,F_Elsewhere_85ov,F_Elsewhere_Tot,F_COB_NS_0_4,F_COB_NS_5_14,F_COB_NS_15_24,F_COB_NS_25_44,F_COB_NS_45_54,F_COB_NS_55_64,F_COB_NS_65_74,F_COB_NS_75_84,F_COB_NS_85ov,F_COB_NS_Tot,F_Tot_0_4,F_Tot_5_14,F_Tot_15_24,F_Tot_25_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Afghanistan_0_4,P_Afghanistan_5_14,P_Afghanistan_15_24,P_Afghanistan_25_44,P_Afghanistan_45_54,P_Afghanistan_55_64,P_Afghanistan_65_74,P_Afghanistan_75_84,P_Afghanistan_85ov,P_Afghanistan_Tot,P_Australia_0_4,P_Australia_5_14,P_Australia_15_24,P_Australia_25_44,P_Australia_45_54,P_Australia_55_64,P_Australia_65_74,P_Australia_75_84,P_Australia_85ov,P_Australia_Tot,P_Bangladesh_0_4,P_Bangladesh_5_14,P_Bangladesh_15_24,P_Bangladesh_25_44,P_Bangladesh_45_54,P_Bangladesh_55_64,P_Bangladesh_65_74,P_Bangladesh_75_84,P_Bangladesh_85ov,P_Bangladesh_Tot,P_Bosnia_Herzegov_0_4,P_Bosnia_Herzegov_5_14,P_Bosnia_Herzegov_15_24,P_Bosnia_Herzegov_25_44,P_Bosnia_Herzegov_45_54,P_Bosnia_Herzegov_55_64,P_Bosnia_Herzegov_65_74,P_Bosnia_Herzegov_75_84,P_Bosnia_Herzegov_85ov,P_Bosnia_Herzegov_Tot,P_Cambodia_0_4,P_Cambodia_5_14,P_Cambodia_15_24,P_Cambodia_25_44,P_Cambodia_45_54,P_Cambodia_55_64,P_Cambodia_65_74,P_Cambodia_75_84,P_Cambodia_85ov,P_Cambodia_Tot,P_Canada_0_4,P_Canada_5_14,P_Canada_15_24,P_Canada_25_44,P_Canada_45_54,P_Canada_55_64,P_Canada_65_74,P_Canada_75_84,P_Canada_85ov,P_Canada_Tot,P_Chile_0_4,P_Chile_5_14,P_Chile_15_24,P_Chile_25_44,P_Chile_45_54,P_Chile_55_64,P_Chile_65_74,P_Chile_75_84,P_Chile_85ov,P_Chile_Tot,P_China_0_4,P_China_5_14,P_China_15_24,P_China_25_44,P_China_45_54,P_China_55_64,P_China_65_74,P_China_75_84,P_China_85ov,P_China_Tot,P_Croatia_0_4,P_Croatia_5_14,P_Croatia_15_24,P_Croatia_25_44,P_Croatia_45_54,P_Croatia_55_64,P_Croatia_65_74,P_Croatia_75_84,P_Croatia_85ov,P_Croatia_Tot,P_Egypt_0_4,P_Egypt_5_14,P_Egypt_15_24,P_Egypt_25_44,P_Egypt_45_54,P_Egypt_55_64,P_Egypt_65_74,P_Egypt_75_84,P_Egypt_85ov,P_Egypt_Tot,P_England_0_4,P_England_5_14,P_England_15_24,P_England_25_44,P_England_45_54,P_England_55_64,P_England_65_74,P_England_75_84,P_England_85ov,P_England_Tot,P_Fiji_0_4,P_Fiji_5_14,P_Fiji_15_24,P_Fiji_25_44,P_Fiji_45_54,P_Fiji_55_64,P_Fiji_65_74,P_Fiji_75_84,P_Fiji_85ov,P_Fiji_Tot,P_France_0_4,P_France_5_14,P_France_15_24,P_France_25_44,P_France_45_54,P_France_55_64,P_France_65_74,P_France_75_84,P_France_85ov,P_France_Tot,P_Germany_0_4,P_Germany_5_14,P_Germany_15_24,P_Germany_25_44,P_Germany_45_54,P_Germany_55_64,P_Germany_65_74,P_Germany_75_84,P_Germany_85ov,P_Germany_Tot
101041017,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,6,11,6,22,14,0,59,16,18,23,57,29,51,68,46,15,325,194,429,301,700,426,642,666,356,189,3915,0,0,0,0,0,0,0,0,0,0,326,822,574,1162,678,917,855,423,208,5956,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,13,0,0,0,0,3,3,6,8,0,25,0,0,0,0,0,0,0,0,0,0,3,0,0,13,42,88,116,82,33,379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,15,0,0,0,0,0,15,26,11,4,61
101041018,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,5,15,7,10,13,10,3,70,11,30,20,59,35,61,81,43,25,371,175,418,353,719,517,752,806,424,201,4368,0,0,0,0,0,0,0,0,0,0,316,759,638,1099,791,1027,1037,495,200,6358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,4,0,0,11,0,0,0,0,0,0,3,0,0,4,0,0,0,5,0,0,0,0,0,12,0,0,0,0,0,3,15,27,3,52,0,0,0,0,0,0,0,0,0,4,0,10,3,18,49,91,145,82,43,448,0,0,0,3,0,0,0,0,0,6,0,0,0,0,3,4,0,3,0,5,0,0,0,0,0,8,31,11,3,60
101041019,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,14,5,4,0,3,0,34,15,40,34,77,76,65,46,35,16,389,220,542,424,848,614,706,502,309,162,4321,0,0,0,0,0,0,0,0,0,0,423,979,767,1347,908,1084,766,437,188,6906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,4,0,0,3,0,19,0,0,0,0,0,0,0,0,0,7,0,0,0,4,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,26,35,55,65,32,19,248,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,3,12,8,6,7,0,41
101041020,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,18,13,3,0,48,10,31,24,65,76,95,51,11,8,367,190,544,380,744,768,964,545,178,55,4360,0,0,0,0,0,0,0,0,0,0,358,1004,738,1170,1135,1434,805,275,76,7005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,4,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,8,14,74,136,127,30,4,394,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,3,12,15,28,11,3,73
101041021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,6,0,17,0,12,14,18,15,23,26,20,10,141,57,181,141,265,226,274,252,180,98,1682,0,0,0,0,0,0,0,0,0,0,111,347,251,472,326,439,329,221,113,2604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,3,8,30,24,41,36,16,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,7,17,13,6,39
101041022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,8,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101041023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,12,10,15,8,33,18,29,30,18,18,186,71,164,145,307,200,275,256,130,84,1640,0,0,0,0,0,0,0,0,0,0,152,314,262,481,319,415,329,174,82,2527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,3,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,19,34,19,5,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,11,4,3,28
101041024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,16,3,11,11,21,35,27,29,5,0,147,65,174,167,260,294,330,240,75,23,1625,0,0,0,0,0,0,0,0,0,0,119,330,298,459,429,508,371,96,29,2639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,15,29,35,19,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,19,5,0,41
101041025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,21,9,14,25,8,3,78,6,32,36,67,62,66,82,75,50,476,185,510,441,890,726,953,970,586,277,5541,0,0,0,0,0,0,0,0,0,0,367,988,792,1389,1069,1391,1332,699,273,8308,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,3,3,3,3,0,0,15,0,0,0,0,0,0,3,0,0,3,0,4,0,3,3,0,0,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,7,3,9,3,28,59,129,178,111,46,566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,17,0,0,0,3,3,13,27,9,3,64
101041026,0,0,0,4,3,0,3,0,0,9,0,0,0,0,0,0,4,3,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,9,10,11,3,41,5,22,26,50,44,74,59,50,10,352,130,375,325,674,546,811,668,354,118,4007,0,0,0,0,0,0,0,0,0,0,264,722,615,1057,851,1203,921,466,152,6253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,16,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,13,5,3,20,0,0,0,0,0,0,0,0,0,4,0,0,0,23,39,86,136,66,13,372,0,0,0,3,0,3,0,0,0,6,0,0,0,0,3,7,0,0,0,9,0,0,0,4,0,11,25,12,6,63
101041027,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,11,11,10,13,3,56,11,26,31,61,58,110,85,59,40,473,169,359,290,647,546,1018,863,420,253,4561,0,0,0,0,0,0,0,0,0,0,310,738,506,1033,763,1435,1259,544,279,6872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,5,0,0,22,0,0,0,0,3,0,0,0,0,11,0,0,0,3,0,0,0,0,0,5,0,0,0,0,3,0,3,0,0,6,0,0,0,0,0,0,0,0,3,3,0,0,3,25,50,111,192,89,30,497,0,0,0,0,0,0,7,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,12,26,26,8,91
101051539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,3,0,4,0,0,0,12,0,10,15,38,10,11,9,8,5,104,39,66,87,201,96,107,102,101,55,850,707,1291,1259,2772,1475,1485,1206,803,445,11441,0,0,3,0,3,0,0,0,0,6,1328,2495,2434,4662,2453,2358,1838,1060,514,19141,0,0,0,15,0,0,0,0,0,14,0,0,0,4,0,0,0,0,0,4,0,0,0,6,5,0,3,0,0,13,0,0,0,5,3,3,5,0,0,20,0,0,0,4,3,0,4,3,0,12,0,0,3,30,13,9,0,3,0,62,0,0,0,4,0,3,3,0,0,12,0,0,0,3,0,0,3,3,0,12,3,7,8,50,74,94,115,59,29,439,0,0,3,12,7,7,0,0,0,30,0,3,3,3,3,0,3,0,0,15,0,0,0,5,9,4,19,8,11,59
101051540,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,8,12,6,15,3,0,51,18,48,53,104,115,101,92,56,8,585,282,764,573,1225,977,990,811,377,126,6127,0,0,0,0,0,0,0,0,0,0,595,1458,1089,2008,1567,1574,1237,591,191,10309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,3,0,0,9,0,0,0,0,0,5,0,0,0,9,0,0,0,8,4,0,0,0,0,19,0,0,0,0,3,4,0,3,0,12,0,0,0,0,0,0,0,3,0,9,0,4,3,36,66,87,132,47,4,377,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,6,0,0,10,0,0,0,7,9,10,20,13,3,53
