SA2_MAINCODE_2016,C0_4F_EO_M_EO,C0_4F_EO_M_O_EVWW,C0_4F_EO_M_O_ENWNA,C0_4F_EO_M_O_PENS,C0_4F_EO_M_O_E_T,C0_4F_EO_M_LPENS,C0_4F_EO_M_T,C0_4F_O_EVWW_M_EO,C0_4F_O_EVWW_M_O_EVWW,C0_4F_O_EVWW_M_O_ENWNA,C0_4F_O_EVWW_M_O_PENS,C0_4F_O_EVWW_M_O_E_T,C0_4F_O_EVWW_M_LPENS,C0_4F_O_EVWW_M_T,C0_4F_O_ENWNA_M_EO,C0_4F_O_ENWNA_M_O_EVWW,C0_4F_O_ENWNA_M_O_ENWNA,C0_4F_O_ENWNA_M_O_PENS,C0_4F_O_ENWNA_M_O_E_T,C0_4F_O_ENWNA_M_LPENS,C0_4F_O_ENWNA_M_T,C0_4F_O_PENS_M_EO,C0_4F_O_PENS_M_O_EVWW,C0_4F_O_PENS_M_O_ENWNA,C0_4F_O_PENS_M_O_PENS,C0_4F_O_PENS_M_O_E_T,C0_4F_O_PENS_M_LPENS,C0_4F_O_PENS_M_T,C0_4F_O_E_T_M_EO,C0_4F_O_E_T_M_O_EVWW,C0_4F_O_E_T_M_O_ENWNA,C0_4F_O_E_T_M_O_PENS,C0_4F_O_E_T_M_O_E_T,C0_4F_O_E_T_M_LPENS,C0_4F_O_E_T_M_T,C0_4F_LPENS_M_EO,C0_4F_LPENS_M_O_EVWW,C0_4F_LPENS_M_O_ENWNA,C0_4F_LPENS_M_O_PENS,C0_4F_LPENS_M_O_E_T,C0_4F_LPENS_M_LPENS,C0_4F_LPENS_M_T,C0_4F_T_M_EO,C0_4F_T_M_O_EVWW,C0_4F_T_M_O_ENWNA,C0_4F_T_M_O_PENS,C0_4F_T_M_O_E_T,C0_4F_T_M_LPENS,C0_4F_T_M_T,C5_9F_EO_M_EO,C5_9F_EO_M_O_EVWW,C5_9F_EO_M_O_ENWNA,C5_9F_EO_M_O_PENS,C5_9F_EO_M_O_E_T,C5_9F_EO_M_LPENS,C5_9F_EO_M_T,C5_9F_O_EVWW_M_EO,C5_9F_O_EVWW_M_O_EVWW,C5_9F_O_EVWW_M_O_ENWNA,C5_9F_O_EVWW_M_O_PENS,C5_9F_O_EVWW_M_O_E_T,C5_9F_O_EVWW_M_LPENS,C5_9F_O_EVWW_M_T,C5_9F_O_ENWNA_M_EO,C5_9F_O_ENWNA_M_O_EVWW,C5_9F_O_ENWNA_M_O_ENWNA,C5_9F_O_ENWNA_M_O_PENS,C5_9F_O_ENWNA_M_O_E_T,C5_9F_O_ENWNA_M_LPENS,C5_9F_O_ENWNA_M_T,C5_9F_O_PENS_M_EO,C5_9F_O_PENS_M_O_EVWW,C5_9F_O_PENS_M_O_ENWNA,C5_9F_O_PENS_M_O_PENS,C5_9F_O_PENS_M_O_E_T,C5_9F_O_PENS_M_LPENS,C5_9F_O_PENS_M_T,C5_9F_O_E_T_M_EO,C5_9F_O_E_T_M_O_EVWW,C5_9F_O_E_T_M_O_ENWNA,C5_9F_O_E_T_M_O_PENS,C5_9F_O_E_T_M_O_E_T,C5_9F_O_E_T_M_LPENS,C5_9F_O_E_T_M_T,C5_9F_LPENS_M_EO,C5_9F_LPENS_M_O_EVWW,C5_9F_LPENS_M_O_ENWNA,C5_9F_LPENS_M_O_PENS,C5_9F_LPENS_M_O_E_T,C5_9F_LPENS_M_LPENS,C5_9F_LPENS_M_T,C5_9F_T_M_EO,C5_9F_T_M_O_EVWW,C5_9F_T_M_O_ENWNA,C5_9F_T_M_O_PENS,C5_9F_T_M_O_E_T,C5_9F_T_M_LPENS,C5_9F_T_M_T,C10_12F_EO_M_EO,C10_12F_EO_M_O_EVWW,C10_12F_EO_M_O_ENWNA,C10_12F_EO_M_O_PENS,C10_12F_EO_M_O_E_T,C10_12F_EO_M_LPENS,C10_12F_EO_M_T,C10_12F_O_EVWW_M_EO,C10_12F_O_EVWW_M_O_EVWW,C10_12F_O_EVWW_M_O_ENWNA,C10_12F_O_EVWW_M_O_PENS,C10_12F_O_EVWW_M_O_E_T,C10_12F_O_EVWW_M_LPENS,C10_12F_O_EVWW_M_T,C10_12F_O_ENWNA_M_EO,C10_12F_O_ENWNA_M_O_EVWW,C10_12F_O_ENWNA_M_O_ENWNA,C10_12F_O_ENWNA_M_O_PENS,C10_12F_O_ENWNA_M_O_E_T,C10_12F_O_ENWNA_M_LPENS,C10_12F_O_ENWNA_M_T,C10_12F_O_PENS_M_EO,C10_12F_O_PENS_M_O_EVWW,C10_12F_O_PENS_M_O_ENWNA,C10_12F_O_PENS_M_O_PENS,C10_12F_O_PENS_M_O_E_T,C10_12F_O_PENS_M_LPENS,C10_12F_O_PENS_M_T,C10_12F_O_E_T_M_EO,C10_12F_O_E_T_M_O_EVWW,C10_12F_O_E_T_M_O_ENWNA,C10_12F_O_E_T_M_O_PENS,C10_12F_O_E_T_M_O_E_T,C10_12F_O_E_T_M_LPENS,C10_12F_O_E_T_M_T,C10_12F_LPENS_M_EO,C10_12F_LPENS_M_O_EVWW,C10_12F_LPENS_M_O_ENWNA,C10_12F_LPENS_M_O_PENS,C10_12F_LPENS_M_O_E_T,C10_12F_LPENS_M_LPENS,C10_12F_LPENS_M_T,C10_12F_T_M_EO,C10_12F_T_M_O_EVWW,C10_12F_T_M_O_ENWNA,C10_12F_T_M_O_PENS,C10_12F_T_M_O_E_T,C10_12F_T_M_LPENS,C10_12F_T_M_T,C13_14F_EO_M_EO,C13_14F_EO_M_O_EVWW,C13_14F_EO_M_O_ENWNA,C13_14F_EO_M_O_PENS,C13_14F_EO_M_O_E_T,C13_14F_EO_M_LPENS,C13_14F_EO_M_T,C13_14F_O_EVWW_M_EO,C13_14F_O_EVWW_M_O_EVWW,C13_14F_O_EVWW_M_O_ENWNA,C13_14F_O_EVWW_M_O_PENS,C13_14F_O_EVWW_M_O_E_T,C13_14F_O_EVWW_M_LPENS,C13_14F_O_EVWW_M_T,C13_14F_O_ENWNA_M_EO,C13_14F_O_ENWNA_M_O_EVWW,C13_14F_O_ENWNA_M_O_ENWNA,C13_14F_O_ENWNA_M_O_PENS,C13_14F_O_ENWNA_M_O_E_T,C13_14F_O_ENWNA_M_LPENS,C13_14F_O_ENWNA_M_T,C13_14F_O_PENS_M_EO,C13_14F_O_PENS_M_O_EVWW,C13_14F_O_PENS_M_O_ENWNA,C13_14F_O_PENS_M_O_PENS,C13_14F_O_PENS_M_O_E_T,C13_14F_O_PENS_M_LPENS,C13_14F_O_PENS_M_T,C13_14F_O_E_T_M_EO,C13_14F_O_E_T_M_O_EVWW,C13_14F_O_E_T_M_O_ENWNA,C13_14F_O_E_T_M_O_PENS,C13_14F_O_E_T_M_O_E_T,C13_14F_O_E_T_M_LPENS,C13_14F_O_E_T_M_T,C13_14F_LPENS_M_EO,C13_14F_LPENS_M_O_EVWW,C13_14F_LPENS_M_O_ENWNA,C13_14F_LPENS_M_O_PENS,C13_14F_LPENS_M_O_E_T,C13_14F_LPENS_M_LPENS,C13_14F_LPENS_M_T,C13_14F_TM_EO,C13_14F_TM_O_EVWW,C13_14F_TM_O_ENWNA,C13_14F_TM_O_PENS,C13_14F_TM_O_E_T,C13_14F_TM_LPENS,C13_14F_TM_T,C15_17F_EO_M_EO,C15_17F_EO_M_O_EVWW,C15_17F_EO_M_O_ENWNA,C15_17F_EO_M_O_PENS
108011152,344,0,0,0,0,3,347,9,14,0,0,14,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14,0,0,18,0,21,0,0,0,0,0,0,0,351,13,0,0,19,3,371,347,3,0,0,3,7,356,6,13,0,0,13,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,0,0,13,0,16,0,0,0,0,0,0,3,359,15,0,0,15,9,376,229,0,0,0,0,0,226,3,8,0,0,8,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,8,0,5,0,0,0,0,0,0,0,229,9,0,0,9,0,236,154,0,0,0,0,0,153,0,3,0,0,3,0,4,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,3,0,5,0,0,0,0,0,0,0,160,3,0,0,3,0,163,217,4,0,0
108011153,170,0,0,0,0,0,171,6,4,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,4,0,4,0,0,0,0,0,0,0,177,6,0,0,6,0,179,242,0,0,0,0,0,241,3,6,0,0,6,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,6,0,12,0,0,0,0,0,0,3,242,6,0,0,6,0,254,140,0,0,0,0,0,146,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,146,0,0,0,0,3,147,87,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,88,0,0,0,0,3,92,117,0,0,0
108011154,113,3,0,0,3,0,116,3,6,0,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,8,0,12,0,0,0,0,0,0,0,114,6,0,0,9,0,127,85,0,0,0,0,0,89,0,3,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,10,0,0,0,0,0,0,0,91,3,0,0,6,0,96,70,0,0,0,0,0,70,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,69,0,0,0,0,0,74,47,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,47,69,0,0,0
108021155,392,6,0,0,6,0,405,8,16,0,0,16,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,20,0,0,20,0,34,3,0,0,0,0,0,3,405,28,0,0,28,0,437,491,12,0,0,12,0,502,6,4,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,5,0,13,0,0,0,0,0,0,3,499,12,0,0,16,0,513,275,3,0,0,3,0,276,3,3,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,7,0,0,0,0,0,3,3,274,8,0,0,8,3,286,190,0,0,0,0,0,189,3,5,0,0,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,5,0,11,0,0,0,0,0,0,0,192,5,0,0,5,0,199,258,0,0,0
108021156,243,0,0,0,0,0,245,3,3,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,9,0,0,0,0,0,0,3,252,5,0,0,5,0,253,266,0,0,0,0,0,268,8,3,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,3,0,9,7,0,0,0,0,0,7,281,3,0,0,3,0,280,185,0,0,0,0,0,186,12,4,0,0,4,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,0,0,4,0,17,3,0,0,0,0,0,3,194,5,0,0,5,0,204,110,0,0,0,0,0,115,3,3,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,5,0,0,0,0,0,0,0,110,4,0,0,4,0,117,137,0,0,0
108021157,154,0,0,0,0,0,154,10,4,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,0,4,0,9,0,0,0,0,0,0,0,158,4,0,0,4,0,164,190,0,0,0,0,0,193,6,8,0,0,8,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,8,0,12,0,0,0,0,0,0,0,195,8,0,0,8,0,203,92,0,0,0,0,0,96,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,95,0,0,0,0,0,96,63,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,60,73,3,0,0
108021158,127,0,0,0,0,0,127,8,9,0,0,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,0,0,4,0,15,0,0,0,0,0,0,0,131,9,0,0,4,0,143,154,0,0,0,0,0,149,4,3,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,8,0,0,0,0,0,0,0,158,3,0,0,3,0,157,103,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,105,40,0,0,0,0,0,40,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,41,81,0,0,0
108021159,236,3,0,0,3,0,245,8,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,12,0,0,0,0,0,0,0,249,9,0,0,9,3,260,298,5,0,0,5,0,303,13,4,0,0,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,0,0,4,0,13,0,0,0,0,0,3,3,303,7,0,0,7,3,318,186,5,0,0,5,0,191,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,193,5,0,0,5,0,200,138,0,0,0,0,0,140,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,138,0,0,0,0,0,141,147,4,0,0
108021160,124,4,0,0,3,0,131,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,131,3,0,0,8,0,135,141,5,3,0,5,0,149,5,8,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,8,0,8,0,0,0,0,0,0,0,142,12,3,0,12,0,156,82,0,0,0,0,0,82,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,86,0,0,0,0,0,84,52,0,0,0,0,0,52,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,53,0,0,0,0,0,60,70,0,0,0
108031161,8,4,0,0,4,0,12,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,14,4,0,0,4,0,16,10,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,0,0,4,0,15,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0
108041162,431,0,0,0,0,0,435,14,5,0,0,7,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,0,0,12,0,25,0,0,0,0,0,0,0,450,9,0,0,16,0,465,536,3,0,0,3,0,536,11,10,0,0,10,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,0,0,7,0,22,3,0,0,0,0,0,3,549,9,0,0,14,0,559,294,0,0,0,0,0,295,9,3,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,3,0,11,0,0,0,0,0,0,0,307,3,0,0,3,3,312,259,0,0,0,0,0,258,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,3,0,0,0,0,0,3,265,0,0,0,0,0,270,294,0,0,0
108041163,971,25,0,0,25,3,995,36,46,3,0,43,0,87,0,0,0,0,3,0,3,0,0,0,0,0,0,0,36,43,5,0,47,0,89,5,0,0,0,0,0,5,1013,70,5,0,71,3,1088,1122,29,0,0,29,0,1155,27,47,0,0,51,0,78,0,5,0,0,9,0,9,0,0,0,0,0,0,0,27,53,3,0,55,0,82,0,0,0,0,0,0,0,1148,83,3,0,89,0,1236,687,15,0,0,15,3,707,19,21,0,0,19,0,37,0,0,0,0,4,0,4,0,0,0,0,0,0,0,19,19,3,0,25,0,42,0,0,0,0,0,0,0,708,37,3,0,41,3,747,409,3,0,3,4,0,414,10,16,0,0,18,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,16,0,0,18,0,25,0,0,0,0,0,0,0,421,13,0,3,17,0,439,594,6,0,0
108041164,513,3,0,0,3,0,522,10,36,0,0,36,0,49,0,0,6,0,12,0,10,0,0,0,0,0,0,0,10,42,6,0,49,0,53,0,0,0,0,0,0,0,528,49,5,0,50,0,576,536,5,0,0,5,0,547,11,19,0,0,23,0,36,0,0,3,0,3,0,3,0,0,0,0,0,0,0,14,23,4,0,27,0,43,3,0,0,0,0,0,3,556,30,4,0,31,0,592,288,0,0,0,0,0,294,5,25,0,0,25,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,25,0,0,25,0,36,0,0,0,0,0,3,4,299,28,0,0,30,3,328,173,0,0,0,0,0,173,5,18,0,0,18,0,21,0,3,0,0,4,0,4,0,0,0,0,0,0,0,5,16,0,0,19,0,21,0,0,0,0,0,0,0,174,22,0,0,22,0,192,256,3,0,0
108041165,154,0,0,0,4,0,160,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,4,4,158,0,0,0,4,4,162,213,0,0,3,6,0,217,0,4,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,6,0,0,0,0,0,4,4,214,7,0,3,9,4,224,118,3,0,0,3,0,120,3,5,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,5,0,6,0,0,0,0,0,0,0,119,6,0,0,6,0,122,80,3,0,0,3,0,80,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,80,7,0,0,7,0,85,117,0,0,0
108041166,400,4,0,0,4,0,406,8,7,0,0,7,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,0,7,0,13,0,0,0,0,0,0,0,407,17,0,0,12,0,423,500,15,0,0,15,6,519,8,3,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,3,0,9,0,0,0,0,0,0,0,505,18,0,0,18,6,532,302,9,0,0,9,0,314,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,0,0,0,0,0,0,3,311,8,0,0,8,3,320,203,0,0,0,0,0,208,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,3,207,0,0,0,0,3,212,237,3,0,0
108051167,159,0,0,0,0,0,159,8,6,0,0,6,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,6,0,13,0,0,0,0,0,0,0,168,6,0,0,6,0,172,179,0,0,0,0,0,179,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,182,0,0,0,0,0,185,103,0,0,0,0,0,103,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,105,0,0,0,0,0,103,71,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,71,0,0,0,3,0,78,82,0,0,0
108051168,326,4,0,0,4,4,337,6,13,0,0,13,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,0,0,14,0,26,0,0,0,0,0,0,3,338,23,0,0,19,6,367,441,4,0,0,4,8,454,9,12,0,0,12,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,12,0,0,11,0,24,0,0,0,0,0,3,0,457,18,0,0,19,4,484,214,3,0,0,3,3,218,4,6,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,6,0,10,0,0,0,0,0,0,0,219,10,0,0,10,3,224,142,0,0,0,0,0,141,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,3,142,3,0,0,4,3,149,206,0,0,0
108051169,634,12,0,0,14,0,645,8,33,0,0,33,0,43,0,4,3,0,3,0,5,0,0,0,0,0,0,0,8,40,3,0,40,0,48,0,0,0,0,0,5,5,636,45,3,0,49,11,695,615,4,0,0,4,0,628,14,35,0,0,36,0,53,0,0,0,0,0,0,0,0,0,0,3,3,0,3,21,35,0,3,44,0,58,0,0,0,0,0,0,0,638,39,0,3,49,5,688,415,3,0,0,3,3,418,10,20,0,0,20,0,29,0,0,0,0,3,0,3,0,0,0,0,0,0,0,10,22,0,0,23,0,31,0,0,0,0,0,0,3,426,24,0,0,23,4,450,260,4,0,0,4,0,262,4,4,0,0,4,0,12,0,0,0,0,4,0,4,0,0,0,0,0,0,0,4,8,0,0,10,0,13,3,0,0,0,0,0,3,269,10,0,0,12,0,281,352,0,0,0
108051170,272,0,0,0,0,0,278,4,3,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,6,0,0,0,0,0,0,0,282,3,0,0,3,0,286,436,6,0,0,6,0,444,7,3,0,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,3,0,11,0,0,0,0,0,0,0,439,9,0,0,9,3,453,252,3,0,0,3,0,255,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,255,4,0,0,4,0,263,175,0,0,0,0,0,181,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,181,0,0,0,0,0,184,212,3,0,0
108051171,172,5,0,0,5,4,181,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,179,5,0,0,5,4,189,193,0,0,0,0,4,200,3,3,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,5,0,9,0,0,0,0,0,0,0,197,3,0,0,3,3,213,110,4,0,0,4,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,4,0,0,4,0,112,65,6,0,0,6,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,6,0,0,6,0,69,103,5,0,0
109011172,835,12,0,0,12,0,845,11,55,0,0,55,0,68,0,5,0,0,5,0,5,0,0,0,0,0,0,0,11,57,0,0,57,0,74,0,0,0,0,0,0,0,849,72,0,0,72,0,924,726,6,0,0,6,0,738,15,50,0,0,50,0,66,0,3,0,0,3,0,3,0,0,0,0,0,0,0,15,49,0,0,49,0,65,0,0,0,0,0,0,0,741,60,0,0,60,0,803,395,5,0,0,5,0,397,11,23,0,0,23,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,23,0,0,23,0,32,0,0,0,0,0,0,0,403,30,0,0,30,0,433,261,5,0,0,5,0,267,5,9,0,0,9,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,9,0,17,0,0,0,0,0,0,0,265,14,0,0,14,0,286,299,3,0,0
109011173,346,0,0,0,0,0,349,12,30,0,0,28,0,41,0,5,7,0,12,0,12,0,0,0,0,0,0,0,12,36,7,0,46,0,51,0,0,0,0,0,0,0,352,37,7,0,44,0,400,284,3,0,0,3,0,288,16,20,3,0,26,0,41,0,8,8,0,15,0,15,0,0,0,0,0,0,0,16,32,5,0,40,0,54,0,0,0,0,0,0,0,297,31,5,0,39,0,337,202,4,0,0,4,0,206,7,12,0,0,12,0,19,0,0,3,0,3,0,3,0,0,0,0,0,0,0,7,12,3,0,20,0,22,0,0,0,0,0,0,0,205,16,3,0,22,0,231,110,0,0,0,0,0,111,0,6,0,0,6,0,6,0,0,10,0,8,0,8,0,0,0,0,0,0,0,0,9,10,0,16,0,17,0,0,0,0,0,0,0,112,9,10,0,13,0,126,171,3,0,0
109011174,334,4,0,0,4,3,342,11,34,0,0,33,0,43,0,3,0,0,3,0,3,0,0,0,0,0,0,0,11,37,0,0,38,0,50,0,0,0,0,0,0,0,342,42,0,0,43,3,390,286,3,0,0,3,0,290,12,28,3,0,31,0,44,0,4,0,0,4,0,10,0,0,0,0,0,0,0,14,35,0,0,39,0,54,0,0,0,0,0,0,0,302,37,0,0,45,0,340,156,0,0,0,0,0,156,5,13,0,0,15,0,18,0,3,0,0,3,0,3,0,0,0,0,0,0,0,5,18,0,0,20,0,24,0,0,0,0,0,0,0,160,18,0,0,20,0,176,132,0,0,0,0,0,132,3,10,0,0,10,0,14,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,11,0,0,8,0,14,0,0,0,0,0,0,0,132,11,0,0,8,0,141,180,0,0,0
109011175,516,0,0,0,0,0,518,6,10,0,0,10,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,0,0,14,0,16,0,0,0,0,0,0,0,527,16,0,0,16,0,538,668,0,0,0,0,0,668,4,8,0,0,9,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,9,0,14,0,0,0,0,0,0,0,669,8,0,0,9,0,684,419,0,0,0,0,0,419,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,4,0,0,0,0,0,4,425,0,0,0,0,0,427,267,0,0,0,0,0,265,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,0,7,271,3,0,0,3,0,278,303,3,0,0
109011176,429,9,0,0,9,3,445,14,81,5,0,87,0,95,0,25,14,0,36,0,36,0,0,0,0,3,0,3,14,102,20,0,122,0,134,0,0,0,0,0,3,3,442,109,20,0,134,10,586,425,3,0,0,5,0,431,13,54,3,0,57,0,68,0,13,15,0,30,0,30,0,0,0,0,0,0,0,13,68,19,0,91,0,99,0,0,0,0,0,0,0,437,72,16,0,96,0,532,236,3,3,0,4,0,243,10,13,3,0,17,0,28,0,0,15,0,12,0,12,0,0,0,0,0,0,0,10,16,14,0,32,0,41,0,0,0,0,0,0,0,251,21,14,0,34,0,289,163,0,0,0,0,0,158,9,9,0,0,11,0,21,0,0,9,0,7,0,7,0,0,0,0,0,0,0,9,8,11,0,15,0,29,0,0,0,0,0,0,0,167,12,11,0,18,0,189,215,3,0,0
