SA2_MAINCODE_2016,P_PNG_0_4,P_PNG_5_14,P_PNG_15_24,P_PNG_25_44,P_PNG_45_54,P_PNG_55_64,P_PNG_65_74,P_PNG_75_84,P_PNG_85ov,P_PNG_Tot,P_Philippines_0_4,P_Philippines_5_14,P_Philippines_15_24,P_Philippines_25_44,P_Philippines_45_54,P_Philippines_55_64,P_Philippines_65_74,P_Philippines_75_84,P_Philippines_85ov,P_Philippines_Tot,P_Poland_0_4,P_Poland_5_14,P_Poland_15_24,P_Poland_25_44,P_Poland_45_54,P_Poland_55_64,P_Poland_65_74,P_Poland_75_84,P_Poland_85ov,P_Poland_Tot,P_Scotland_0_4,P_Scotland_5_14,P_Scotland_15_24,P_Scotland_25_44,P_Scotland_45_54,P_Scotland_55_64,P_Scotland_65_74,P_Scotland_75_84,P_Scotland_85ov,P_Scotland_Tot,P_Singapore_0_4,P_Singapore_5_14,P_Singapore_15_24,P_Singapore_25_44,P_Singapore_45_54,P_Singapore_55_64,P_Singapore_65_74,P_Singapore_75_84,P_Singapore_85ov,P_Singapore_Tot,P_South_Africa_0_4,P_South_Africa_5_14,P_South_Africa_15_24,P_South_Africa_25_44,P_South_Africa_45_54,P_South_Africa_55_64,P_South_Africa_65_74,P_South_Africa_75_84,P_South_Africa_85ov,P_South_Africa_Tot,P_SE_Europe_nfd_0_4,P_SE_Europe_nfd_5_14,P_SE_Europe_nfd_15_24,P_SE_Europe_nfd_25_44,P_SE_Europe_nfd_45_54,P_SE_Europe_nfd_55_64,P_SE_Europe_nfd_65_74,P_SE_Europe_nfd_75_84,P_SE_Europe_nfd_85ov,P_SE_Europe_nfd_Tot,P_Sri_Lanka_0_4,P_Sri_Lanka_5_14,P_Sri_Lanka_15_24,P_Sri_Lanka_25_44,P_Sri_Lanka_45_54,P_Sri_Lanka_55_64,P_Sri_Lanka_65_74,P_Sri_Lanka_75_84,P_Sri_Lanka_85ov,P_Sri_Lanka_Tot,P_Taiwan_0_4,P_Taiwan_5_14,P_Taiwan_15_24,P_Taiwan_25_44,P_Taiwan_45_54,P_Taiwan_55_64,P_Taiwan_65_74,P_Taiwan_75_84,P_Taiwan_85ov,P_Taiwan_Tot,P_Thailand_0_4,P_Thailand_5_14,P_Thailand_15_24,P_Thailand_25_44,P_Thailand_45_54,P_Thailand_55_64,P_Thailand_65_74,P_Thailand_75_84,P_Thailand_85ov,P_Thailand_Tot,P_FYROM_0_4,P_FYROM_5_14,P_FYROM_15_24,P_FYROM_25_44,P_FYROM_45_54,P_FYROM_55_64,P_FYROM_65_74,P_FYROM_75_84,P_FYROM_85ov,P_FYROM_Tot,P_Turkey_0_4,P_Turkey_5_14,P_Turkey_15_24,P_Turkey_25_44,P_Turkey_45_54,P_Turkey_55_64,P_Turkey_65_74,P_Turkey_75_84,P_Turkey_85ov,P_Turkey_Tot,P_USA_0_4,P_USA_5_14,P_USA_15_24,P_USA_25_44,P_USA_45_54,P_USA_55_64,P_USA_65_74,P_USA_75_84,P_USA_85ov,P_USA_Tot,P_Vietnam_0_4,P_Vietnam_5_14,P_Vietnam_15_24,P_Vietnam_25_44,P_Vietnam_45_54,P_Vietnam_55_64,P_Vietnam_65_74,P_Vietnam_75_84,P_Vietnam_85ov,P_Vietnam_Tot,P_Wales_0_4,P_Wales_5_14,P_Wales_15_24,P_Wales_25_44,P_Wales_45_54,P_Wales_55_64,P_Wales_65_74,P_Wales_75_84,P_Wales_85ov,P_Wales_Tot,P_Zimbabwe_0_4,P_Zimbabwe_5_14,P_Zimbabwe_15_24,P_Zimbabwe_25_44,P_Zimbabwe_45_54,P_Zimbabwe_55_64,P_Zimbabwe_65_74,P_Zimbabwe_75_84,P_Zimbabwe_85ov,P_Zimbabwe_Tot,P_Elsewhere_0_4,P_Elsewhere_5_14,P_Elsewhere_15_24,P_Elsewhere_25_44,P_Elsewhere_45_54,P_Elsewhere_55_64,P_Elsewhere_65_74,P_Elsewhere_75_84,P_Elsewhere_85ov,P_Elsewhere_Tot,P_COB_NS_0_4,P_COB_NS_5_14,P_COB_NS_15_24,P_COB_NS_25_44,P_COB_NS_45_54,P_COB_NS_55_64,P_COB_NS_65_74,P_COB_NS_75_84,P_COB_NS_85ov,P_COB_NS_Tot,P_Tot_0_4,P_Tot_5_14,P_Tot_15_24,P_Tot_25_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
101041017,0,0,0,0,0,0,0,0,0,3,0,0,0,7,6,6,3,0,0,24,0,0,0,0,3,3,3,0,0,8,0,0,0,3,3,8,19,13,6,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,6,0,18,0,0,0,0,0,0,3,3,0,7,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,7,3,0,0,15,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,5,7,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,14,17,12,34,17,4,104,22,43,43,117,68,112,134,81,19,643,357,884,637,1385,868,1251,1315,701,291,7692
101041018,0,0,0,0,0,0,0,0,0,4,0,0,3,16,4,4,0,0,0,36,0,0,0,0,0,3,5,3,3,13,0,0,0,3,3,10,14,7,8,47,0,3,0,0,0,0,0,0,0,3,0,6,0,7,10,8,17,0,0,39,0,0,0,0,3,0,0,4,0,12,0,0,0,3,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,9,0,3,20,0,0,0,3,3,0,0,0,0,11,0,0,0,0,3,3,3,3,3,16,0,0,0,0,0,3,0,0,0,3,0,0,4,22,16,25,25,27,7,131,19,65,51,118,89,113,150,94,42,740,343,851,711,1364,1007,1370,1560,817,338,8358
101041019,0,0,0,0,3,0,0,0,0,3,4,7,6,11,10,4,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,8,7,0,26,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,3,7,3,0,0,28,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,3,3,0,18,10,10,15,10,0,69,30,79,73,151,131,130,82,62,24,761,465,1093,865,1641,1165,1361,986,593,246,8405
101041020,0,0,0,3,4,0,4,0,0,11,0,0,0,3,3,7,0,0,0,15,0,0,0,0,0,3,0,0,0,9,0,0,0,0,9,18,20,5,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,5,0,3,26,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,12,9,5,0,35,0,0,0,5,0,0,0,0,0,5,0,0,0,0,5,0,6,0,0,15,0,0,0,0,0,0,3,0,0,5,0,0,0,7,19,26,21,9,0,85,15,70,55,130,158,192,114,42,7,778,371,1090,800,1386,1477,1940,1214,407,100,8793
101041021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,12,8,4,31,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,3,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,7,8,5,4,31,3,21,20,44,30,49,54,42,17,285,120,377,291,546,410,552,497,342,158,3285
101041022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,7,0,0,0,3,5,3,13,0,3,25
101041023,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,5,5,0,11,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,3,7,12,3,38,13,18,27,57,35,63,56,36,29,340,163,336,294,588,392,538,501,267,133,3216
101041024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,3,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,3,4,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,11,11,7,0,32,9,19,34,50,62,55,60,21,9,309,120,356,338,523,558,652,544,163,47,3301
101041025,0,0,0,4,4,0,0,0,0,5,0,0,0,13,10,12,7,3,0,42,0,0,0,3,0,0,0,3,5,11,0,0,0,7,3,11,26,10,4,57,3,0,0,3,3,0,0,0,0,8,0,0,0,7,3,8,8,8,0,36,0,0,0,0,0,4,0,4,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,4,0,12,7,4,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,4,10,15,3,0,44,0,0,0,4,0,0,0,0,0,4,0,0,0,0,3,0,4,3,0,10,0,0,0,0,0,0,0,0,0,3,0,0,3,30,15,17,44,17,9,141,17,52,64,142,118,145,153,126,64,881,392,1076,887,1708,1360,1821,1874,1070,438,10618
101041026,0,0,0,0,0,5,0,0,0,5,3,7,0,10,0,3,0,0,0,24,0,0,0,3,0,0,0,0,0,8,0,0,3,0,4,16,17,8,4,53,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,0,0,17,0,0,0,0,3,0,8,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,6,7,0,0,25,0,0,0,12,6,0,3,0,0,16,0,0,0,0,3,3,5,3,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,12,32,21,8,89,16,48,47,118,95,149,113,84,26,690,285,791,679,1278,1066,1585,1370,706,215,7968
101041027,0,0,0,0,0,4,0,0,0,9,0,0,0,4,3,9,4,0,0,20,0,0,0,0,0,3,3,0,0,13,0,0,0,0,7,10,13,15,0,54,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,16,3,0,0,26,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,17,9,5,0,39,0,0,0,5,3,0,0,0,0,5,0,0,0,3,0,4,0,0,0,15,0,0,0,0,0,0,3,0,0,6,0,4,5,6,20,12,32,22,9,109,17,54,58,103,120,200,179,116,65,909,340,808,580,1226,1026,1903,1832,859,410,8978
101051539,0,0,0,3,4,0,0,0,0,10,3,15,13,53,16,17,8,3,0,129,0,0,0,5,0,3,0,3,0,16,0,0,3,9,11,15,17,17,3,76,0,0,0,0,0,0,3,0,0,9,3,0,3,7,4,3,5,3,0,27,0,0,0,0,0,0,0,3,0,3,0,0,0,6,3,0,0,0,0,12,0,0,0,10,0,3,0,0,0,16,0,3,3,18,10,3,0,0,0,36,0,0,0,3,4,0,0,0,0,9,0,0,0,3,3,0,0,0,0,5,0,12,0,14,10,3,0,3,0,48,0,0,0,13,3,0,0,0,0,23,0,0,0,0,3,4,4,0,0,12,0,0,3,7,3,4,0,0,0,23,3,21,23,82,29,27,26,18,11,230,70,125,186,383,210,192,205,165,75,1604,1429,2720,2764,5751,2959,2855,2346,1395,667,22890
101051540,0,0,0,0,0,3,0,0,0,5,0,3,0,13,3,3,0,0,0,29,0,0,0,3,0,3,3,0,0,6,0,0,0,0,13,9,16,12,0,50,0,0,0,0,3,0,0,0,0,3,0,0,3,11,3,6,3,0,0,26,0,0,0,0,0,3,0,0,0,3,0,0,0,4,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,5,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,3,0,3,0,4,0,8,3,10,5,0,0,35,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,0,3,7,0,14,0,0,0,0,0,0,0,0,0,3,0,5,3,24,20,18,27,13,5,107,44,110,109,200,222,224,196,115,13,1223,640,1603,1228,2379,1964,2055,1743,833,224,12670
101061541,0,0,0,4,3,0,0,0,0,9,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,4,0,0,18,0,0,0,0,0,0,0,0,0,4,0,3,0,7,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,5,0,0,0,21,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,3,3,15,9,10,7,4,3,51,21,37,54,92,69,70,60,45,23,463,437,878,722,1494,868,800,661,413,227,6506
