SA2_MAINCODE_2016,POL_Greek_SEO,POL_Greek_SOLSE_VWorW,POL_Greek_SOLSE_NWorNAA,POL_Greek_SOLSE_Tot,POL_Greek_NS,POL_Greek_Tot,POL_IAL_Bengali_SEO,POL_IAL_Bengali_SOLSE_VWorW,POL_IAL_Bengali_SOLSE_NWorNAA,POL_IAL_Bengali_SOLSE_Tot,POL_IAL_Bengali_NS,POL_IAL_Bengali_Tot,POL_IAL_Hindi_SEO,POL_IAL_Hindi_SOLSE_VWorW,POL_IAL_Hindi_SOLSE_NWorNAA,POL_IAL_Hindi_SOLSE_Tot,POL_IAL_Hindi_NS,POL_IAL_Hindi_Tot,POL_IAL_Punjabi_SEO,POL_IAL_Punjabi_SOLSE_VWorW,POL_IAL_Punjabi_SOLSE_NWorNAA,POL_IAL_Punjabi_SOLSE_Tot,POL_IAL_Punjabi_NS,POL_IAL_Punjabi_Tot,POL_IAL_Sinhalese_SEO,POL_IAL_Sinhalese_SOLSE_VWorW,POL_IAL_Sinhale_SOLSE_NWorNAA,POL_IAL_Sinhalese_SOLSE_Tot,POL_IAL_Sinhalese_NS,POL_IAL_Sinhalese_Tot,POL_IAL_Urdu_SEO,POL_IAL_Urdu_SOLSE_VWorW,POL_IAL_Urdu_SOLSE_NWorNAA,POL_IAL_Urdu_SOLSE_Tot,POL_IAL_Urdu_NS,POL_IAL_Urdu_Tot,POL_IAL_Oth_SEO,POL_IAL_Oth_SOLSE_VWorW,POL_IAL_Oth_SOLSE_NWorNAA,POL_IAL_Oth_SOLSE_Tot,POL_IAL_Oth_NS,POL_IAL_Oth_Tot,POL_IAL_Tot_SEO,POL_IAL_Tot_SOLSE_VWorW,POL_IAL_Tot_SOLSE_NWorNAA,POL_IAL_Tot_SOLSE_Tot,POL_IAL_Tot_NS,POL_IAL_Tot_Tot,POL_Italian_SEO,POL_Italian_SOLSE_VWorW,POL_Italian_SOLSE_NWorNAA,POL_Italian_SOLSE_Tot,POL_Italian_NS,POL_Italian_Tot,POL_Japanese_SEO,POL_Japanese_SOLSE_VWorW,POL_Japanese_SOLSE_NWorNAA,POL_Japanese_SOLSE_Tot,POL_Japanese_NS,POL_Japanese_Tot,POL_Korean_SEO,POL_Korean_SOLSE_VWorW,POL_Korean_SOLSE_NWorNAA,POL_Korean_SOLSE_Tot,POL_Korean_NS,POL_Korean_Tot,POL_Macedonian_SEO,POL_Macedonian_SOLSE_VWorW,POL_Macedonian_SOLSE_NWorNAA,POL_Macedonian_SOLSE_Tot,POL_Macedonian_NS,POL_Macedonian_Tot,POL_Maltese_SEO,POL_Maltese_SOLSE_VWorW,POL_Maltese_SOLSE_NWorNAA,POL_Maltese_SOLSE_Tot,POL_Maltese_NS,POL_Maltese_Tot,POL_Persian_ED_SEO,POL_Persian_ED_SOLSE_VWorW,POL_Persian_ED_SOLSE_NWorNAA,POL_Persian_ED_SOLSE_Tot,POL_Persian_ED_NS,POL_Persian_ED_Tot,POL_Polish_SEO,POL_Polish_SOLSE_VWorW,POL_Polish_SOLSE_NWorNAA,POL_Polish_SOLSE_Tot,POL_Polish_NS,POL_Polish_Tot,POL_Russian_SEO,POL_Russian_SOLSE_VWorW,POL_Russian_SOLSE_NWorNAA,POL_Russian_SOLSE_Tot,POL_Russian_NS,POL_Russian_Tot,POL_Samoan_SEO,POL_Samoan_SOLSE_VWorW,POL_Samoan_SOLSE_NWorNAA,POL_Samoan_SOLSE_Tot,POL_Samoan_NS,POL_Samoan_Tot,POL_Serbian_SEO,POL_Serbian_SOLSE_VWorW,POL_Serbian_SOLSE_NWorNAA,POL_Serbian_SOLSE_Tot,POL_Serbian_NS,POL_Serbian_Tot,POL_SAL_Filipino_SEO,POL_SAL_Filipino_SOLSE_VWorW,POL_SAL_Filipin_SOLSE_NWorNAA,POL_SAL_Filipino_SOLSE_Tot,POL_SAL_Filipino_NS,POL_SAL_Filipino_Tot,POL_SAL_Indonesian_SEO,POL_SAL_Indonesia_SOLSE_VWorW,POL_SAL_Indones_SOLSE_NWorNAA,POL_SAL_Indonesian_SOLSE_Tot,POL_SAL_Indonesian_NS,POL_SAL_Indonesian_Tot,POL_SAL_Tagalog_SEO,POL_SAL_Tagalog_SOLSE_VWorW,POL_SAL_Tagalog_SOLSE_NWorNAA,POL_SAL_Tagalog_SOLSE_Tot,POL_SAL_Tagalog_NS,POL_SAL_Tagalog_Tot,POL_SAL_Oth_SEO,POL_SAL_Oth_SOLSE_VWorW,POL_SAL_Oth_SOLSE_NWorNAA,POL_SAL_Oth_SOLSE_Tot,POL_SAL_Oth_NS,POL_SAL_Oth_Tot,POL_SAL_Tot_SEO,POL_SAL_Tot_SOLSE_VWorW,POL_SAL_Tot_SOLSE_NWorNAA,POL_SAL_Tot_SOLSE_Tot,POL_SAL_Tot_NS,POL_SAL_Tot_Tot,POL_Spanish_SEO,POL_Spanish_SOLSE_VWorW,POL_Spanish_SOLSE_NWorNAA,POL_Spanish_SOLSE_Tot,POL_Spanish_NS,POL_Spanish_Tot,POL_Tamil_SEO,POL_Tamil_SOLSE_VWorW,POL_Tamil_SOLSE_NWorNAA,POL_Tamil_SOLSE_Tot,POL_Tamil_NS,POL_Tamil_Tot,POL_Thai_SEO,POL_Thai_SOLSE_VWorW,POL_Thai_SOLSE_NWorNAA,POL_Thai_SOLSE_Tot,POL_Thai_NS,POL_Thai_Tot,POL_Turkish_SEO,POL_Turkish_SOLSE_VWorW,POL_Turkish_SOLSE_NWorNAA,POL_Turkish_SOLSE_Tot,POL_Turkish_NS,POL_Turkish_Tot,POL_Vietnamese_SEO,POL_Vietnamese_SOLSE_VWorW,POL_Vietnamese_SOLSE_NWorNAA,POL_Vietnamese_SOLSE_Tot,POL_Vietnamese_NS,POL_Vietnamese_Tot,POL_Oth_SEO,POL_Oth_SOLSE_VWorW,POL_Oth_SOLSE_NWorNAA,POL_Oth_SOLSE_Tot,POL_Oth_NS,POL_Oth_Tot,POL_Tot_SEO,POL_Tot_SOLSE_VWorW,POL_Tot_SOLSE_NWorNAA,POL_Tot_SOLSE_Tot,POL_Tot_NS,POL_Tot_Tot,P_LSatH_NS_SEO,P_LSatH_NS_SOLSE_VWorW,P_LSatH_NS_SOLSE_NWorNAA,P_LSatH_NS_SOLSE_Tot,P_LSatH_NS_NS,P_LSatH_NS_Tot,P_Tot_SEO,P_Tot_SOLSE_VWorW,P_Tot_SOLSE_NWorNAA,P_Tot_SOLSE_Tot,P_Tot_NS,P_Tot_Tot
107041150,..,50,3,60,0,60,..,4,0,4,0,4,..,4,0,4,0,4,..,3,0,3,0,3,..,0,0,0,0,0,..,12,0,11,0,11,..,14,0,14,0,14,..,39,0,40,0,40,..,112,10,119,0,122,..,17,3,17,0,20,..,4,0,11,0,11,..,35,6,45,0,45,..,3,0,3,0,3,..,9,0,4,0,4,..,32,0,32,0,32,..,18,4,21,0,21,..,3,0,3,0,3,..,10,3,16,0,16,..,18,0,20,0,18,..,13,3,11,0,11,..,20,0,24,0,24,..,5,0,4,0,6,..,55,4,66,3,65,..,68,9,76,0,76,..,6,0,6,0,6,..,23,6,28,0,28,..,0,3,5,0,5,..,44,17,64,0,64,..,185,32,213,0,217,..,1071,150,1220,11,1227,..,40,3,38,786,825,17788,1106,148,1255,796,19838
107041548,..,120,20,141,3,140,..,19,0,19,0,19,..,65,0,64,0,64,..,17,0,17,0,17,..,8,0,10,0,10,..,34,0,34,0,34,..,60,3,63,0,63,..,201,4,206,0,206,..,200,24,227,4,228,..,28,10,38,0,38,..,33,19,49,0,49,..,148,40,192,0,192,..,6,0,6,0,6,..,83,15,94,3,97,..,36,11,49,0,49,..,26,5,26,0,26,..,3,0,3,0,3,..,79,13,88,0,88,..,23,0,23,0,26,..,16,3,16,0,16,..,37,0,37,0,37,..,9,0,11,0,11,..,82,3,88,0,87,..,111,11,128,0,128,..,29,0,29,0,29,..,46,16,61,0,61,..,55,16,75,0,74,..,92,29,130,0,130,..,296,61,359,4,369,..,2631,630,3261,23,3289,..,33,6,41,1586,1620,9052,2662,640,3300,1610,13967
107041549,..,250,56,304,0,309,..,37,4,42,0,42,..,84,8,91,0,91,..,25,0,25,0,25,..,60,3,63,0,63,..,60,4,65,0,65,..,61,0,60,0,60,..,327,18,341,0,341,..,187,23,210,5,214,..,19,3,24,0,24,..,48,25,76,0,75,..,482,171,655,4,656,..,5,0,6,0,6,..,83,9,94,0,94,..,16,0,15,0,15,..,16,0,17,0,17,..,9,0,9,0,9,..,256,108,364,0,365,..,23,0,28,0,28,..,58,10,64,0,64,..,49,0,49,0,53,..,35,9,48,0,48,..,163,16,186,0,187,..,110,9,125,0,125,..,56,0,56,0,56,..,67,25,93,0,93,..,77,18,98,0,98,..,130,35,163,0,163,..,598,198,792,10,804,..,4238,1105,5342,37,5380,..,41,15,53,774,823,10499,4279,1121,5397,810,16702
108011151,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,12,0,12,0,12,..,0,0,0,0,0,..,3,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,12,3,16,0,16,..,75,4,84,0,84,..,12,0,12,296,307,4337,88,4,98,296,4723
108011152,..,11,0,8,0,8,..,6,0,6,0,6,..,3,0,3,0,3,..,10,0,10,0,10,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,19,0,19,0,19,..,40,0,41,0,40,..,0,0,0,0,0,..,3,5,8,0,8,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,10,0,10,0,10,..,6,0,6,0,6,..,0,0,0,0,0,..,3,3,3,0,3,..,13,0,13,0,13,..,6,0,9,0,9,..,21,0,21,0,21,..,3,0,3,0,3,..,45,0,43,0,43,..,24,3,28,0,28,..,0,0,0,0,0,..,9,3,10,0,10,..,5,0,5,0,5,..,7,0,8,0,11,..,42,5,53,4,54,..,359,36,398,6,408,..,37,0,37,1002,1037,12823,397,36,435,1012,14267
108011153,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,3,3,0,3,..,6,0,5,0,5,..,4,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,7,0,7,..,3,0,3,0,3,..,0,0,0,0,0,..,7,0,12,0,12,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,15,0,15,5,16,..,126,10,131,7,140,..,17,0,16,421,440,5508,138,8,149,429,6087
108011154,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,10,0,9,..,0,0,0,0,0,..,3,0,3,0,3,..,4,0,4,0,4,..,16,0,16,0,21,..,10,0,16,0,16,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,12,0,12,0,12,..,0,0,0,0,0,..,13,0,13,0,13,..,7,0,12,0,12,..,0,0,0,0,0,..,4,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,23,6,27,0,31,..,164,20,182,4,186,..,16,0,16,471,490,5510,174,22,200,476,6186
108021155,..,3,5,9,0,9,..,0,0,0,0,0,..,3,0,6,0,6,..,8,0,13,0,13,..,5,0,11,0,11,..,3,0,3,0,3,..,6,0,7,0,7,..,29,4,36,0,36,..,8,0,8,0,8,..,0,0,0,0,0,..,0,0,4,0,4,..,3,0,3,0,3,..,6,3,10,0,10,..,0,0,0,0,0,..,0,4,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,10,0,10,..,8,0,8,0,8,..,31,0,31,0,33,..,3,0,3,0,3,..,45,0,45,0,46,..,7,3,9,0,9,..,0,0,0,0,0,..,5,0,11,0,12,..,0,0,0,0,0,..,0,0,0,0,0,..,66,7,77,0,79,..,299,61,359,7,365,..,50,3,55,1827,1879,12507,352,64,415,1834,14754
108021156,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,9,0,9,0,9,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,7,0,7,0,7,..,8,0,8,0,8,..,19,0,19,0,19,..,13,0,18,0,18,..,0,0,0,0,0,..,8,0,10,0,10,..,0,0,0,0,0,..,3,0,7,0,7,..,24,3,27,0,29,..,156,21,173,0,175,..,28,3,32,746,780,8069,184,26,207,744,9025
108021157,..,4,0,4,0,4,..,0,0,0,0,0,..,6,0,6,0,6,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,11,0,10,0,10,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,5,0,5,0,5,..,3,0,3,0,3,..,0,0,0,0,0,..,9,0,9,0,9,..,10,0,10,0,10,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,15,0,15,0,13,..,89,8,95,0,101,..,20,0,20,366,382,4316,107,8,118,368,4793
108021158,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,4,0,4,0,4,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,16,0,16,0,16,..,11,4,13,0,10,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,5,0,5,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,4,0,4,0,4,..,0,0,0,0,0,..,5,0,3,0,3,..,4,0,4,0,4,..,14,0,10,0,10,..,9,0,6,0,6,..,0,0,0,0,0,..,8,0,8,0,7,..,0,0,0,0,0,..,8,0,7,0,7,..,43,10,54,0,51,..,179,16,197,4,202,..,18,0,21,537,554,5991,197,17,216,537,6750
108021159,..,7,0,7,0,7,..,0,0,0,0,0,..,4,0,4,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,10,..,7,0,7,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,6,0,6,0,6,..,8,0,8,0,8,..,8,0,8,0,8,..,0,0,0,0,0,..,19,0,19,0,19,..,10,0,10,0,10,..,0,0,0,0,0,..,4,0,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,25,9,29,0,29,..,143,14,153,0,153,..,14,0,17,525,537,6972,156,11,163,528,7661
108021160,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,4,0,4,0,4,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,7,0,7,0,7,..,5,0,3,0,5,..,0,0,0,0,0,..,3,5,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,22,0,21,3,27,..,88,12,105,3,107,..,18,0,21,306,322,4703,106,15,122,314,5133
108031161,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,3,11,0,11,..,17,3,22,0,22,..,0,0,0,39,39,321,17,3,22,39,382
108041162,..,13,0,13,0,19,..,0,0,0,0,0,..,6,0,5,0,5,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,17,0,19,0,19,..,17,0,17,0,17,..,10,0,10,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,5,0,5,..,11,0,11,0,11,..,11,0,11,0,6,..,0,0,0,0,0,..,23,0,22,0,19,..,14,0,15,0,15,..,3,0,3,0,3,..,7,0,7,0,7,..,3,0,3,0,3,..,3,0,3,0,3,..,45,3,50,5,56,..,259,31,286,9,301,..,40,0,39,944,983,15462,301,26,327,954,16746
108041163,..,20,3,22,0,22,..,3,0,3,0,3,..,26,0,27,0,27,..,8,0,8,0,8,..,0,0,0,0,0,..,3,0,3,0,3,..,31,0,37,0,34,..,80,0,84,0,85,..,51,3,57,0,56,..,32,3,29,0,29,..,8,0,8,0,8,..,7,0,7,0,7,..,6,0,6,0,6,..,3,0,3,0,3,..,14,0,14,0,14,..,11,3,17,0,17,..,0,0,0,0,0,..,11,0,9,0,9,..,19,0,19,0,19,..,12,0,12,0,12,..,13,0,17,0,17,..,0,0,0,0,0,..,45,0,44,0,44,..,71,0,69,0,69,..,3,0,3,0,3,..,24,4,25,0,25,..,9,0,9,0,9,..,10,3,15,0,15,..,157,24,178,3,184,..,919,79,998,24,1013,..,73,0,76,1404,1476,25560,986,80,1070,1421,28050
108041164,..,13,0,13,0,13,..,5,0,5,0,5,..,9,0,9,0,9,..,9,4,11,0,11,..,9,0,9,0,9,..,0,0,0,0,0,..,33,0,35,0,35,..,58,7,69,0,69,..,30,10,36,0,38,..,13,0,13,0,13,..,9,12,22,0,22,..,3,0,3,0,3,..,9,0,9,0,9,..,9,0,5,0,5,..,6,0,6,0,8,..,6,0,6,0,6,..,3,0,3,0,3,..,7,0,7,0,7,..,36,3,33,0,34,..,0,0,0,0,0,..,33,0,33,0,33,..,7,0,7,0,7,..,73,3,76,0,73,..,31,0,34,0,34,..,4,0,4,0,4,..,18,0,19,0,19,..,9,0,9,0,9,..,36,15,48,0,48,..,137,21,157,8,163,..,657,106,758,16,782,..,52,0,58,1140,1197,15351,707,108,815,1161,17329
108041165,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,10,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,9,0,9,..,13,0,12,0,12,..,0,0,0,0,0,..,8,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,12,0,16,0,17,..,104,3,111,0,107,..,14,0,14,514,528,4656,116,3,123,518,5297
108041166,..,4,0,4,0,4,..,3,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,8,0,10,0,10,..,8,0,10,0,10,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,12,0,12,0,12,..,0,0,0,0,0,..,20,0,20,0,20,..,12,0,14,0,14,..,0,0,0,0,0,..,15,0,14,0,14,..,0,0,0,0,0,..,3,0,3,0,3,..,31,4,34,7,38,..,174,11,194,6,196,..,39,0,40,664,703,10251,215,15,232,667,11151
108051167,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,4,0,4,..,3,0,3,0,3,..,4,0,4,0,3,..,9,0,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,5,0,5,0,5,..,9,0,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,18,4,17,0,19,..,76,11,87,3,88,..,14,0,14,334,348,4595,90,11,104,331,5034
108051168,..,8,0,8,0,11,..,0,0,0,0,0,..,3,0,3,0,3,..,14,0,12,0,12,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,23,0,24,0,24,..,16,3,21,0,21,..,11,0,11,0,11,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,6,0,6,0,6,..,0,0,0,0,0,..,8,0,8,0,8,..,8,0,8,0,8,..,7,0,7,0,7,..,5,0,5,0,5,..,0,0,0,0,0,..,22,0,22,0,22,..,10,0,12,0,12,..,0,0,0,0,0,..,11,3,12,0,12,..,0,0,0,0,0,..,5,0,4,0,4,..,42,3,46,0,45,..,263,18,282,5,290,..,28,0,32,537,564,9682,293,24,314,541,10537
108051169,..,13,0,15,0,15,..,9,0,9,0,9,..,16,0,16,0,16,..,11,0,10,0,10,..,11,0,6,0,6,..,12,0,12,0,12,..,20,3,23,0,23,..,70,9,72,0,72,..,15,0,19,0,20,..,7,0,7,0,7,..,13,10,24,0,24,..,0,0,0,0,0,..,8,0,8,0,8,..,10,0,10,0,10,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,21,0,21,0,21,..,9,0,9,0,9,..,23,0,23,0,23,..,5,0,7,0,7,..,59,0,58,0,58,..,23,0,24,0,24,..,6,0,6,0,6,..,12,3,18,3,24,..,0,0,0,0,0,..,9,3,9,0,10,..,146,26,173,5,180,..,567,70,637,22,663,..,44,3,51,1422,1472,18349,612,75,686,1443,20482
108051170,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,13,0,13,0,13,..,0,0,0,0,0,..,0,3,3,0,3,..,0,0,0,0,0,..,9,0,9,0,9,..,0,0,0,0,0,..,8,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,6,0,6,0,6,..,12,0,12,0,12,..,0,0,0,0,0,..,21,0,23,0,23,..,8,3,9,0,9,..,0,0,0,0,0,..,8,0,12,0,10,..,0,0,0,0,0,..,8,0,8,0,8,..,27,3,32,0,29,..,169,12,182,6,188,..,33,0,32,962,994,11256,201,13,210,973,12438
108051171,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,13,0,13,0,13,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,9,0,9,0,9,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,18,4,27,3,24,..,108,9,116,5,118,..,19,0,19,318,333,4922,122,9,130,326,5374
109011172,..,13,3,15,0,19,..,3,0,3,0,3,..,45,0,46,0,46,..,47,3,44,0,44,..,27,3,25,0,25,..,10,0,6,0,6,..,40,8,46,0,46,..,160,11,176,0,176,..,21,0,22,0,22,..,13,0,13,0,13,..,10,5,10,0,10,..,3,0,3,0,3,..,3,0,3,0,3,..,9,0,9,0,9,..,11,0,11,0,11,..,17,0,16,0,16,..,0,0,0,0,0,..,18,0,20,0,20,..,15,0,15,0,15,..,3,0,3,0,3,..,17,0,17,0,17,..,3,0,3,0,3,..,39,0,39,0,39,..,27,0,23,0,23,..,9,0,9,0,9,..,14,3,18,0,18,..,0,0,0,0,0,..,6,0,6,0,6,..,167,34,203,4,210,..,704,81,785,11,797,..,24,6,29,678,708,13547,731,81,810,685,15048
109011173,..,24,0,31,0,26,..,12,0,13,0,13,..,13,0,17,0,17,..,56,11,66,0,66,..,3,0,5,0,5,..,3,0,3,0,3,..,55,73,127,0,127,..,146,82,227,0,227,..,9,3,16,0,16,..,4,0,4,0,4,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,8,0,8,0,8,..,0,0,0,0,0,..,3,0,8,0,8,..,16,0,12,0,12,..,0,0,0,0,0,..,25,0,25,0,25,..,0,0,0,0,0,..,37,0,36,0,36,..,15,3,23,0,23,..,11,0,11,0,11,..,22,3,20,0,20,..,0,0,0,0,0,..,6,3,16,0,17,..,79,17,98,0,105,..,482,139,624,13,632,..,16,0,16,783,805,8403,499,145,639,793,9844
109011174,..,58,6,69,0,69,..,10,0,11,0,11,..,37,3,36,0,37,..,31,13,40,3,43,..,17,0,14,0,14,..,7,0,7,0,7,..,59,11,70,0,70,..,152,23,182,5,180,..,27,0,32,0,32,..,0,0,0,0,0,..,8,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,6,6,9,0,9,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,12,0,9,0,9,..,13,0,13,0,13,..,5,0,5,0,5,..,14,0,19,0,19,..,8,0,8,0,8,..,38,0,43,0,43,..,11,0,11,0,11,..,16,0,16,0,11,..,5,3,9,0,8,..,0,0,0,0,0,..,4,4,5,0,5,..,105,24,123,0,129,..,606,95,698,10,705,..,20,3,26,836,865,8730,627,95,727,848,10301
