SA2_MAINCODE_2016,C15_17F_EO_M_O_E_T,C15_17F_EO_M_LPENS,C15_17F_EO_M_T,C15_17F_O_EVWW_M_EO,C15_17F_O_EVWW_M_O_EVWW,C15_17F_O_EVWW_M_O_ENWNA,C15_17F_O_EVWW_M_O_PENS,C15_17F_O_EVWW_M_O_E_T,C15_17F_O_EVWW_M_LPENS,C15_17F_O_EVWW_M_T,C15_17F_O_ENWNA_M_EO,C15_17F_O_ENWNA_M_O_EVWW,C15_17F_O_ENWNA_M_O_ENWNA,C15_17F_O_ENWNA_M_O_PENS,C15_17F_O_ENWNA_M_O_E_T,C15_17F_O_ENWNA_M_LPENS,C15_17F_O_ENWNA_M_T,C15_17F_O_PENS_M_EO,C15_17F_O_PENS_M_O_EVWW,C15_17F_O_PENS_M_O_ENWNA,C15_17F_O_PENS_M_O_PENS,C15_17F_O_PENS_M_O_E_T,C15_17F_O_PENS_M_LPENS,C15_17F_O_PENS_M_T,C15_17F_O_E_T_M_EO,C15_17F_O_E_T_M_O_EVWW,C15_17F_O_E_T_M_O_ENWNA,C15_17F_O_E_T_M_O_PENS,C15_17F_O_E_T_M_O_E_T,C15_17F_O_E_T_M_LPENS,C15_17F_O_E_T_M_T,C15_17F_LPENS_M_EO,C15_17F_LPENS_M_O_EVWW,C15_17F_LPENS_M_O_ENWNA,C15_17F_LPENS_M_O_PENS,C15_17F_LPENS_M_O_E_T,C15_17F_LPENS_M_LPENS,C15_17F_LPENS_M_T,C15_17F_T_M_EO,C15_17F_T_M_O_EVWW,C15_17F_T_M_O_ENWNA,C15_17F_T_M_O_PENS,C15_17F_T_M_O_E_T,C15_17F_T_M_LPENS,C15_17F_T_M_T,C18_20F_EO_M_EO,C18_20F_EO_M_O_EVWW,C18_20F_EO_M_O_ENWNA,C18_20F_EO_M_O_PENS,C18_20F_EO_M_O_E_T,C18_20F_EO_M_LPENS,C18_20F_EO_M_T,C18_20F_O_EVWW_M_EO,C18_20F_O_EVWW_M_O_EVWW,C18_20F_O_EVWW_M_O_ENWNA,C18_20F_O_EVWW_M_O_PENS,C18_20F_O_EVWW_M_O_E_T,C18_20F_O_EVWW_M_LPENS,C18_20F_O_EVWW_M_T,C18_20F_O_ENWNA_M_EO,C18_20F_O_ENWNA_M_O_EVWW,C18_20F_O_ENWNA_M_O_ENWNA,C18_20F_O_ENWNA_M_O_PENS,C18_20F_O_ENWNA_M_O_E_T,C18_20F_O_ENWNA_M_LPENS,C18_20F_O_ENWNA_M_T,C18_20F_O_PENS_M_EO,C18_20F_O_PENS_M_O_EVWW,C18_20F_O_PENS_M_O_ENWNA,C18_20F_O_PENS_M_O_PENS,C18_20F_O_PENS_M_O_E_T,C18_20F_O_PENS_M_LPENS,C18_20F_O_PENS_M_T,C18_20F_O_E_T_M_EO,C18_20F_O_E_T_M_O_EVWW,C18_20F_O_E_T_M_O_ENWNA,C18_20F_O_E_T_M_O_PENS,C18_20F_O_E_T_M_O_E_T,C18_20F_O_E_T_M_LPENS,C18_20F_O_E_T_M_T,C18_20F_LPENS_M_EO,C18_20F_LPENS_M_O_EVWW,C18_20F_LPENS_M_O_ENWNA,C18_20F_LPENS_M_O_PENS,C18_20F_LPENS_M_O_E_T,C18_20F_LPENS_M_LPENS,C18_20F_LPENS_M_T,C18_20F_T_M_EO,C18_20F_T_M_O_EVWW,C18_20F_T_M_O_ENWNA,C18_20F_T_M_O_PENS,C18_20F_T_M_O_E_T,C18_20F_T_M_LPENS,C18_20F_T_M_T,C21_24F_EO_M_EO,C21_24F_EO_M_O_EVWW,C21_24F_EO_M_O_ENWNA,C21_24F_EO_M_O_PENS,C21_24F_EO_M_O_E_T,C21_24F_EO_M_LPENS,C21_24F_EO_M_T,C21_24F_O_EVWW_M_EO,C21_24F_O_EVWW_M_O_EVWW,C21_24F_O_EVWW_M_O_ENWNA,C21_24F_O_EVWW_M_O_PENS,C21_24F_O_EVWW_M_O_E_T,C21_24F_O_EVWW_M_LPENS,C21_24F_O_EVWW_M_T,C21_24F_O_ENWNA_M_EO,C21_24F_O_ENWNA_M_O_EVWW,C21_24F_O_ENWNA_M_O_ENWNA,C21_24F_O_ENWNA_M_O_PENS,C21_24F_O_ENWNA_M_O_E_T,C21_24F_O_ENWNA_M_LPENS,C21_24F_O_ENWNA_M_T,C21_24F_O_PENS_M_EO,C21_24F_O_PENS_M_O_EVWW,C21_24F_O_PENS_M_O_ENWNA,C21_24F_O_PENS_M_O_PENS,C21_24F_O_PENS_M_O_E_T,C21_24F_O_PENS_M_LPENS,C21_24F_O_PENS_M_T,C21_24F_O_E_T_M_EO,C21_24F_O_E_T_M_O_EVWW,C21_24F_O_E_T_M_O_ENWNA,C21_24F_O_E_T_M_O_PENS,C21_24F_O_E_T_M_O_E_T,C21_24F_O_E_T_M_LPENS,C21_24F_O_E_T_M_T,C21_24F_LPENS_M_EO,C21_24F_LPENS_M_O_EVWW,C21_24F_LPENS_M_O_ENWNA,C21_24F_LPENS_M_O_PENS,C21_24F_LPENS_M_O_E_T,C21_24F_LPENS_M_LPENS,C21_24F_LPENS_M_T,C21_24F_T_M_EO,C21_24F_T_M_O_EVWW,C21_24F_T_M_O_ENWNA,C21_24F_T_M_O_PENS,C21_24F_T_M_O_E_T,C21_24F_T_M_LPENS,C21_24F_T_M_T,TCF_EO_M_EO,TCF_EO_M_O_EVWW,TCF_EO_M_O_ENWNA,TCF_EO_M_O_PENS,TCF_EO_M_O_E_T,TCF_EO_M_LPENS,TCF_EO_M_T,TCF_O_EVWW_M_EO,TCF_O_EVWW_M_O_EVWW,TCF_O_EVWW_M_O_ENWNA,TCF_O_EVWW_M_O_PENS,TCF_O_EVWW_M_O_E_T,TCF_O_EVWW_M_LPENS,TCF_O_EVWW_M_T,TCF_O_ENWNA_M_EO,TCF_O_ENWNA_M_O_EVWW,TCF_O_ENWNA_M_O_ENWNA,TCF_O_ENWNA_M_O_PENS,TCF_O_ENWNA_M_O_E_T,TCF_O_ENWNA_M_LPENS,TCF_O_ENWNA_M_T,TCF_O_PENS_M_EO,TCF_O_PENS_M_O_EVWW,TCF_O_PENS_M_O_ENWNA,TCF_O_PENS_M_O_PENS,TCF_O_PENS_M_O_E_T,TCF_O_PENS_M_LPENS,TCF_O_PENS_M_T,TCF_O_E_T_M_EO,TCF_O_E_T_M_O_EVWW,TCF_O_E_T_M_O_ENWNA,TCF_O_E_T_M_O_PENS,TCF_O_E_T_M_O_E_T,TCF_O_E_T_M_LPENS,TCF_O_E_T_M_T,TCF_LPENS_M_EO,TCF_LPENS_M_O_EVWW,TCF_LPENS_M_O_ENWNA,TCF_LPENS_M_O_PENS,TCF_LPENS_M_O_E_T,TCF_LPENS_M_LPENS,TCF_LPENS_M_T,TCF_T_M_EO,TCF_T_M_O_EVWW,TCF_T_M_O_ENWNA,TCF_T_M_O_PENS,TCF_T_M_O_E_T,TCF_T_M_LPENS,TCF_T_M_T
106031124,0,0,53,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,58,4,0,0,4,0,60,11,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,8,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,355,3,0,0,3,0,368,16,16,0,0,17,0,36,0,3,0,0,3,0,3,0,0,0,0,0,0,0,16,14,0,0,19,0,38,5,0,0,0,0,0,5,381,18,0,0,25,3,406
106031125,0,3,330,6,7,0,0,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,5,0,10,0,0,0,0,0,0,0,335,10,0,0,10,3,344,81,0,0,0,0,0,85,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,87,3,0,0,3,0,86,27,0,0,0,0,0,26,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,31,3,0,0,3,0,35,2325,19,0,0,19,15,2355,38,53,0,0,53,0,89,0,3,0,0,7,0,7,0,0,0,0,0,0,0,38,56,0,0,62,0,96,6,0,0,0,0,0,8,2366,78,0,0,80,16,2459
106041126,0,0,192,3,10,0,0,10,0,16,0,3,0,0,3,0,3,0,0,0,0,0,0,0,3,18,0,0,18,0,16,0,0,0,0,0,0,0,193,18,0,0,18,0,211,43,0,0,0,0,0,43,0,3,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,6,0,0,0,0,0,0,0,41,3,0,0,3,0,45,5,0,0,0,0,0,5,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,5,3,0,0,3,0,6,1843,15,0,0,15,0,1854,43,113,0,0,113,0,159,0,14,0,0,14,0,15,0,0,0,0,0,0,0,42,131,0,0,131,0,175,0,0,0,0,0,6,6,1888,145,0,0,145,6,2041
106041127,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,3,108,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,697,7,0,0,7,3,706,5,3,4,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,4,0,10,0,12,0,0,0,0,0,3,3,699,9,4,0,11,5,720
106041128,0,0,133,3,8,0,0,8,0,9,0,0,3,0,3,0,3,0,0,0,0,0,0,0,3,5,3,0,9,0,12,0,0,0,0,0,0,0,128,9,3,0,11,0,144,17,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,975,13,0,0,13,3,986,11,40,0,0,41,0,53,0,3,16,0,18,0,18,0,0,0,0,0,0,0,16,41,12,0,57,0,69,0,0,0,0,0,0,0,991,50,12,0,69,3,1058
106041129,0,0,155,3,3,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,4,0,0,0,0,0,0,3,157,3,0,0,3,4,166,17,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,19,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,1293,4,0,0,4,7,1299,27,23,0,0,23,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,23,0,0,23,0,47,3,0,0,0,0,3,12,1317,25,0,0,25,11,1357
107011131,9,0,423,19,26,0,0,31,0,46,0,0,3,0,3,0,3,0,0,0,0,0,0,0,19,28,3,0,31,0,45,0,0,0,0,0,0,0,429,34,3,0,41,0,471,167,4,0,0,4,0,173,3,14,4,0,16,0,22,0,0,0,0,4,0,4,0,0,0,0,0,0,0,3,13,0,0,20,0,23,0,0,0,0,0,0,0,171,20,0,0,23,0,191,49,0,0,0,0,0,47,4,9,0,0,9,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,0,10,0,10,0,0,0,0,0,0,0,53,11,0,0,11,0,60,3315,97,0,0,97,0,3412,98,240,9,0,243,0,341,4,12,3,0,13,0,19,0,0,0,0,0,0,0,101,249,10,0,260,0,359,4,5,0,0,5,5,10,3422,350,10,0,355,3,3785
107011132,4,0,255,3,26,0,0,25,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,28,0,0,24,0,34,0,0,0,0,0,0,0,256,30,0,0,29,0,285,78,0,0,0,0,0,78,3,10,0,0,10,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,15,0,21,0,0,0,0,0,0,0,83,10,0,0,15,0,98,31,0,0,0,0,0,35,0,4,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,3,0,0,0,0,0,0,0,31,6,0,0,4,0,35,1717,56,0,0,56,0,1769,49,194,5,3,200,0,255,0,15,3,0,16,0,16,0,3,0,0,3,0,3,49,211,11,3,225,0,277,6,0,0,0,0,0,6,1770,261,11,3,277,0,2052
107011133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107011134,17,0,334,22,50,0,0,50,0,74,0,0,3,0,3,0,3,0,0,0,0,0,0,0,22,51,3,0,55,0,81,0,0,0,0,0,0,0,337,71,3,0,76,0,410,160,3,0,0,3,0,171,4,37,0,0,38,0,41,0,0,3,0,3,0,3,0,0,0,0,0,0,0,4,37,8,0,46,0,50,0,0,0,0,0,0,0,167,42,8,0,51,0,218,75,3,0,0,3,0,84,3,22,0,0,24,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,22,3,0,26,0,27,0,0,0,0,0,0,0,80,28,3,0,30,0,112,2222,103,0,0,104,3,2329,122,439,0,0,447,0,569,0,14,17,0,35,0,35,0,0,0,0,0,0,0,122,457,23,0,479,0,605,3,0,3,0,3,12,14,2349,559,28,3,584,17,2946
107011545,7,0,147,6,79,3,0,84,0,90,0,9,19,0,27,0,27,0,0,0,0,0,0,0,6,81,27,4,107,0,116,0,0,0,0,0,0,0,143,92,27,4,116,0,264,49,0,0,0,0,0,51,3,47,3,0,51,0,55,0,3,10,0,11,0,11,0,0,0,0,0,0,0,3,55,13,0,69,0,67,0,0,0,0,0,0,0,55,53,13,0,67,0,124,14,0,0,0,0,0,19,0,24,0,0,27,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,4,0,30,0,27,0,0,0,0,0,0,0,19,27,4,0,30,0,45,1192,113,4,0,118,0,1307,88,589,44,4,643,0,728,0,61,113,0,167,0,171,0,7,0,3,11,0,11,91,657,152,7,821,0,911,3,0,0,0,0,10,7,1288,764,155,13,938,9,2228
107011546,4,0,76,5,38,0,0,41,0,50,0,3,4,0,9,0,9,0,0,0,0,0,0,0,5,45,4,0,52,0,59,0,0,0,0,0,0,0,77,45,4,0,50,0,130,20,0,0,0,0,0,23,0,17,0,0,18,0,18,0,4,0,0,4,0,10,0,0,0,0,0,0,0,0,19,3,0,22,0,24,0,0,0,0,0,0,0,21,23,3,0,21,0,47,15,0,0,0,0,0,20,0,6,0,0,10,0,10,0,4,3,0,4,0,4,0,0,0,0,0,0,0,0,10,3,0,16,0,16,0,0,0,0,0,0,0,15,11,3,0,16,0,36,721,62,12,0,73,0,791,45,298,15,0,307,0,351,0,41,54,0,96,0,93,0,0,0,4,4,0,4,45,336,68,4,410,0,453,0,0,0,0,0,0,0,769,394,79,4,478,0,1252
107011547,0,0,65,8,8,0,0,8,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,8,0,12,0,0,0,0,0,0,0,66,10,0,0,10,0,72,16,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,15,12,3,0,0,3,0,15,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,12,3,0,0,3,0,18,426,11,5,0,17,0,442,29,34,4,0,39,0,66,0,3,8,0,9,0,9,0,0,0,0,0,0,0,29,42,13,0,47,0,73,0,0,0,0,0,0,0,450,53,15,0,63,0,519
107021135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107031136,7,0,387,18,28,0,0,28,0,43,0,3,0,0,4,0,4,0,0,0,0,0,0,0,18,30,0,0,30,0,53,0,0,0,0,0,0,0,399,37,0,0,41,0,440,124,7,0,0,7,0,123,3,12,0,0,12,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,0,0,13,0,15,0,0,0,0,0,0,0,120,19,0,0,19,0,142,44,0,0,0,0,0,48,4,7,0,0,7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,7,0,8,0,0,0,0,0,0,0,49,4,0,0,4,0,53,2742,70,0,0,70,0,2817,78,123,0,0,123,0,197,0,7,6,0,12,0,12,0,5,0,0,3,0,4,80,133,6,0,137,0,222,0,0,0,0,0,0,0,2824,201,6,0,206,3,3035
107031137,3,0,109,4,6,0,0,6,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,6,0,8,0,0,0,0,0,0,0,111,8,0,0,8,0,124,25,0,0,0,0,0,25,5,3,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,3,0,4,0,0,0,0,0,0,0,29,3,0,0,3,0,36,12,0,0,0,0,0,12,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,16,0,0,0,0,0,15,822,17,0,0,17,3,846,37,46,3,3,49,0,85,0,0,0,0,0,0,0,4,0,0,0,0,0,4,44,46,3,3,49,0,93,3,0,0,0,0,0,3,867,67,3,3,67,3,940
107031138,0,0,151,3,0,0,0,0,0,8,0,0,4,0,4,0,4,0,0,0,0,0,0,0,3,0,4,0,3,0,7,3,0,0,0,0,0,0,153,5,4,0,8,0,165,54,0,0,0,0,0,58,0,3,0,0,4,0,4,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,0,0,4,0,3,0,0,0,0,0,0,0,54,6,0,0,5,0,60,37,0,0,0,0,0,32,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,3,0,0,0,0,0,0,0,35,3,0,0,3,0,39,1004,23,0,0,23,0,1025,31,46,3,0,48,0,76,0,0,10,0,12,0,12,0,0,0,0,0,0,0,31,50,7,0,63,0,91,4,3,0,0,3,0,8,1038,76,7,0,85,0,1127
107031139,0,0,131,3,3,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,5,0,0,0,0,0,0,0,133,10,0,0,10,0,140,59,0,0,0,0,0,59,4,3,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,6,0,0,0,0,0,0,0,58,3,0,0,3,0,60,29,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,30,1037,18,4,0,20,0,1059,35,24,0,0,24,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,24,0,0,24,0,60,0,0,0,0,0,0,0,1070,47,4,0,46,0,1119
107031140,0,0,183,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,184,0,0,0,0,0,183,86,0,0,0,0,0,86,0,3,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,0,0,0,0,0,0,0,88,3,0,0,3,0,91,37,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,37,1292,16,3,0,16,0,1311,22,27,0,0,27,0,49,0,3,0,0,3,0,4,3,0,0,3,3,0,4,28,29,0,3,34,0,54,11,0,0,0,0,0,11,1334,43,3,3,50,0,1382
107031141,15,3,420,15,51,0,0,52,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,51,0,0,54,0,65,0,0,0,0,0,0,0,414,60,0,0,69,3,486,157,8,0,0,8,0,165,5,30,0,0,34,0,39,0,0,3,0,3,0,3,0,0,0,0,0,0,0,5,30,5,0,37,0,42,0,0,0,0,0,0,0,163,35,5,0,43,0,202,56,0,0,0,0,0,56,4,18,0,0,21,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,24,0,0,21,0,27,0,0,0,0,0,0,0,59,24,0,0,21,0,79,3078,153,0,0,153,5,3233,114,426,8,0,431,0,547,0,8,3,0,13,0,13,0,0,0,0,3,0,3,118,431,10,3,448,0,562,3,5,0,0,5,0,6,3195,584,10,3,600,10,3803
107031142,11,0,193,6,31,0,0,31,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,32,0,0,33,0,40,0,0,0,0,0,0,0,187,38,0,0,42,0,231,71,0,0,0,0,0,71,4,14,0,0,18,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,0,0,21,0,23,0,0,0,0,0,0,0,74,20,0,0,21,0,93,30,0,0,0,0,0,34,0,3,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,5,0,10,0,0,0,0,0,0,0,32,9,0,0,10,0,44,1204,49,0,0,49,3,1253,35,177,8,0,186,0,224,0,7,7,0,11,0,11,0,3,0,0,3,0,3,35,191,14,0,202,0,238,3,0,0,0,0,0,3,1241,240,14,0,249,3,1495
107031143,13,0,307,12,21,0,0,23,0,36,0,0,0,0,3,0,3,0,0,0,0,3,0,3,12,19,3,0,26,0,42,0,0,0,0,0,0,3,313,33,3,0,36,0,352,89,0,0,0,0,0,86,4,13,0,0,13,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,0,0,13,0,16,0,0,0,0,0,0,0,92,11,0,0,11,0,104,28,0,0,0,0,0,31,4,5,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,11,0,13,0,0,0,0,0,0,0,30,8,0,0,10,0,44,2213,80,0,0,83,8,2301,89,187,8,3,197,4,290,0,6,11,0,21,0,21,3,3,0,0,3,0,6,91,196,26,4,221,4,318,3,0,0,0,0,3,6,2303,279,26,4,306,16,2625
107041144,18,0,343,20,57,7,0,61,0,79,0,5,7,0,15,0,15,3,0,0,0,0,0,3,20,63,12,0,76,0,96,0,0,0,0,0,0,0,350,77,12,0,96,0,440,164,5,0,0,7,0,169,9,35,3,0,35,0,44,0,3,3,0,6,0,6,3,0,0,0,0,0,3,11,37,3,0,38,0,52,0,0,0,0,0,0,0,172,44,3,0,51,0,219,82,0,0,0,0,0,85,8,19,0,0,19,0,21,0,0,0,0,5,0,10,0,0,0,0,0,0,0,9,20,0,0,27,0,30,0,0,0,0,0,0,0,92,24,0,0,23,0,119,2615,108,3,3,120,4,2734,141,475,31,0,502,0,643,0,78,28,0,107,0,103,5,0,0,3,3,0,5,144,556,56,3,613,0,759,0,0,0,0,0,13,13,2759,668,58,8,725,15,3503
107041145,6,0,241,12,24,3,0,26,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,24,3,0,27,0,40,0,0,0,0,0,0,0,240,35,3,0,39,0,282,92,0,0,0,0,0,92,9,15,0,0,20,0,25,0,4,0,0,4,0,4,0,0,0,0,0,0,0,9,20,0,0,18,0,28,0,0,0,0,0,0,0,97,20,0,0,18,0,121,51,0,0,0,0,0,49,0,13,0,0,13,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,13,0,12,0,0,0,0,0,0,0,52,14,0,0,14,0,60,1879,57,0,0,57,3,1939,80,236,19,0,249,0,334,0,17,12,0,33,0,33,0,0,0,0,0,0,0,80,253,26,4,284,0,363,3,0,0,0,0,0,3,1962,310,26,4,340,3,2311
107041146,6,0,378,30,80,9,0,88,0,111,0,5,10,0,19,0,17,0,0,0,0,0,0,0,31,91,15,0,104,0,132,0,0,0,0,0,0,0,400,94,15,0,114,0,512,153,4,0,0,4,0,161,11,59,0,0,58,0,73,0,8,0,0,8,0,8,0,0,0,0,0,0,0,11,62,4,0,69,0,78,3,0,0,0,0,0,3,170,67,4,0,70,0,246,91,0,0,0,0,0,88,7,30,0,0,30,0,41,0,0,4,0,4,0,4,0,0,0,0,0,0,0,7,30,8,0,37,0,47,0,0,0,0,0,0,0,97,36,8,0,43,0,134,2837,111,3,3,119,0,2953,179,726,35,0,758,0,943,0,64,46,0,106,0,110,3,0,0,3,3,0,9,186,785,84,3,873,0,1061,3,4,0,0,4,0,9,3024,898,86,6,993,0,4016
107041147,4,0,247,10,3,0,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,3,0,14,0,0,0,0,0,0,0,247,7,0,0,7,0,259,94,3,0,0,3,0,95,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,93,8,0,0,8,0,96,43,3,0,0,3,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,3,0,0,3,0,47,1799,27,0,0,27,0,1831,72,53,0,0,58,0,130,0,5,0,0,5,0,5,0,0,0,0,0,0,0,72,59,0,0,63,0,132,0,0,0,0,0,0,3,1869,92,0,0,95,4,1966
