SA2_MAINCODE_2016,MOL_SAL_Oth_SOLSE_NWorNAA,MOL_SAL_Oth_SOLSE_Tot,MOL_SAL_Oth_NS,MOL_SAL_Oth_Tot,MOL_SAL_Tot_SEO,MOL_SAL_Tot_SOLSE_VWorW,MOL_SAL_Tot_SOLSE_NWorNAA,MOL_SAL_Tot_SOLSE_Tot,MOL_SAL_Tot_NS,MOL_SAL_Tot_Tot,MOL_Spanish_SEO,MOL_Spanish_SOLSE_VWorW,MOL_Spanish_SOLSE_NWorNAA,MOL_Spanish_SOLSE_Tot,MOL_Spanish_NS,MOL_Spanish_Tot,MOL_Tamil_SEO,MOL_Tamil_SOLSE_VWorW,MOL_Tamil_SOLSE_NWorNAA,MOL_Tamil_SOLSE_Tot,MOL_Tamil_NS,MOL_Tamil_Tot,MOL_Thai_SEO,MOL_Thai_SOLSE_VWorW,MOL_Thai_SOLSE_NWorNAA,MOL_Thai_SOLSE_Tot,MOL_Thai_NS,MOL_Thai_Tot,MOL_Turkish_SEO,MOL_Turkish_SOLSE_VWorW,MOL_Turkish_SOLSE_NWorNAA,MOL_Turkish_SOLSE_Tot,MOL_Turkish_NS,MOL_Turkish_Tot,MOL_Vietnamese_SEO,MOL_Vietnamese_SOLSE_VWorW,MOL_Vietnamese_SOLSE_NWorNAA,MOL_Vietnamese_SOLSE_Tot,MOL_Vietnamese_NS,MOL_Vietnamese_Tot,MOL_Oth_SEO,MOL_Oth_SOLSE_VWorW,MOL_Oth_SOLSE_NWorNAA,MOL_Oth_SOLSE_Tot,MOL_Oth_NS,MOL_Oth_Tot,MOL_Tot_SEO,MOL_Tot_SOLSE_VWorW,MOL_Tot_SOLSE_NWorNAA,MOL_Tot_SOLSE_Tot,MOL_Tot_NS,MOL_Tot_Tot,M_LSatH_NS_SEO,M_LSatH_NS_SOLSE_VWorW,M_LSatH_NS_SOLSE_NWorNAA,M_LSatH_NS_SOLSE_Tot,M_LSatH_NS_NS,M_LSatH_NS_Tot,M_Tot_SEO,M_Tot_SOLSE_VWorW,M_Tot_SOLSE_NWorNAA,M_Tot_SOLSE_Tot,M_Tot_NS,M_Tot_Tot,FSEO_SEO,FSEO_SOLSE_VWorW,FSEO_SOLSE_NWorNAA,FSEO_SOLSE_Tot,FSEO_NS,FSEO_Tot,FOL_Afrikaans_SEO,FOL_Afrikaans_SOLSE_VWorW,FOL_Afrikaans_SOLSE_NWorNAA,FOL_Afrikaans_SOLSE_Tot,FOL_Afrikaans_NS,FOL_Afrikaans_Tot,FOL_Arabic_SEO,FOL_Arabic_SOLSE_VWorW,FOL_Arabic_SOLSE_NWorNAA,FOL_Arabic_SOLSE_Tot,FOL_Arabic_NS,FOL_Arabic_Tot,FOL_AIndLng_SEO,FOL_AIndLng_SOLSE_VWorW,FOL_AIndLng_SOLSE_NWorNAA,FOL_AIndLng_SOLSE_Tot,FOL_AIndLng_NS,FOL_AIndLng_Tot,FOL_CL_Cantones_SEO,FOL_CL_Cantones_SOLSE_VWorW,FOL_CL_Cantones_SOLSE_NWorNAA,FOL_CL_Cantones_SOLSE_Tot,FOL_CL_Cantones_NS,FOL_CL_Cantones_Tot,FOL_CL_Mandarin_SEO,FOL_CL_Mandarin_SOLSE_VWorW,FOL_CL_Mandarin_SOLSE_NWorNAA,FOL_CL_Mandarin_SOLSE_Tot,FOL_CL_Mandarin_NS,FOL_CL_Mandarin_Tot,FOL_CL_Oth_SEO,FOL_CL_Oth_SOLSE_VWorW,FOL_CL_Oth_SOLSE_NWorNAA,FOL_CL_Oth_SOLSE_Tot,FOL_CL_Oth_NS,FOL_CL_Oth_Tot,FOL_CL_Tot_SEO,FOL_CL_Tot_SOLSE_VWorW,FOL_CL_Tot_SOLSE_NWorNAA,FOL_CL_Tot_SOLSE_Tot,FOL_CL_Tot_NS,FOL_CL_Tot_Tot,FOL_Croatian_SEO,FOL_Croatian_SOLSE_VWorW,FOL_Croatian_SOLSE_NWorNAA,FOL_Croatian_SOLSE_Tot,FOL_Croatian_NS,FOL_Croatian_Tot,FOL_Dutch_SEO,FOL_Dutch_SOLSE_VWorW,FOL_Dutch_SOLSE_NWorNAA,FOL_Dutch_SOLSE_Tot,FOL_Dutch_NS,FOL_Dutch_Tot,FOL_French_SEO,FOL_French_SOLSE_VWorW,FOL_French_SOLSE_NWorNAA,FOL_French_SOLSE_Tot,FOL_French_NS,FOL_French_Tot,FOL_German_SEO,FOL_German_SOLSE_VWorW,FOL_German_SOLSE_NWorNAA,FOL_German_SOLSE_Tot,FOL_German_NS,FOL_German_Tot,FOL_Greek_SEO,FOL_Greek_SOLSE_VWorW,FOL_Greek_SOLSE_NWorNAA,FOL_Greek_SOLSE_Tot,FOL_Greek_NS,FOL_Greek_Tot,FOL_IAL_Bengali_SEO,FOL_IAL_Bengali_SOLSE_VWorW,FOL_IAL_Bengali_SOLSE_NWorNAA,FOL_IAL_Bengali_SOLSE_Tot,FOL_IAL_Bengali_NS,FOL_IAL_Bengali_Tot,FOL_IAL_Hindi_SEO,FOL_IAL_Hindi_SOLSE_VWorW,FOL_IAL_Hindi_SOLSE_NWorNAA,FOL_IAL_Hindi_SOLSE_Tot,FOL_IAL_Hindi_NS,FOL_IAL_Hindi_Tot,FOL_IAL_Punjabi_SEO,FOL_IAL_Punjabi_SOLSE_VWorW,FOL_IAL_Punjabi_SOLSE_NWorNAA,FOL_IAL_Punjabi_SOLSE_Tot,FOL_IAL_Punjabi_NS,FOL_IAL_Punjabi_Tot,FOL_IAL_Sinhalese_SEO,FOL_IAL_Sinhalese_SOLSE_VWorW,FOL_IAL_Sinhale_SOLSE_NWorNAA,FOL_IAL_Sinhalese_SOLSE_Tot,FOL_IAL_Sinhalese_NS,FOL_IAL_Sinhalese_Tot,FOL_IAL_Urdu_SEO,FOL_IAL_Urdu_SOLSE_VWorW,FOL_IAL_Urdu_SOLSE_NWorNAA,FOL_IAL_Urdu_SOLSE_Tot,FOL_IAL_Urdu_NS,FOL_IAL_Urdu_Tot,FOL_IAL_Oth_SEO,FOL_IAL_Oth_SOLSE_VWorW,FOL_IAL_Oth_SOLSE_NWorNAA,FOL_IAL_Oth_SOLSE_Tot,FOL_IAL_Oth_NS,FOL_IAL_Oth_Tot,FOL_IAL_Tot_SEO,FOL_IAL_Tot_SOLSE_VWorW,FOL_IAL_Tot_SOLSE_NWorNAA,FOL_IAL_Tot_SOLSE_Tot,FOL_IAL_Tot_NS,FOL_IAL_Tot_Tot,FOL_Italian_SEO,FOL_Italian_SOLSE_VWorW,FOL_Italian_SOLSE_NWorNAA,FOL_Italian_SOLSE_Tot,FOL_Italian_NS,FOL_Italian_Tot,FOL_Japanese_SEO,FOL_Japanese_SOLSE_VWorW,FOL_Japanese_SOLSE_NWorNAA,FOL_Japanese_SOLSE_Tot,FOL_Japanese_NS,FOL_Japanese_Tot,FOL_Korean_SEO,FOL_Korean_SOLSE_VWorW,FOL_Korean_SOLSE_NWorNAA,FOL_Korean_SOLSE_Tot
106031125,0,0,0,0,..,12,0,12,0,12,..,7,4,12,0,12,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,3,0,3,0,3,..,26,7,33,0,32,..,152,21,176,0,176,..,18,0,21,556,578,6199,175,19,198,558,6945,6076,..,..,..,..,6076,..,13,0,13,0,13,..,3,0,3,0,3,..,3,0,3,0,3,..,3,0,4,0,4,..,13,0,13,0,13,..,0,0,0,0,0,..,12,0,13,0,13,..,3,0,3,0,3,..,6,0,6,0,6,..,9,3,9,0,9,..,3,0,8,0,8,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,5,0,5,0,5,..,3,0,4
106041126,0,0,0,0,..,38,0,38,0,38,..,7,0,7,0,7,..,3,0,3,0,3,..,0,3,4,0,4,..,3,0,3,0,3,..,5,0,5,0,5,..,58,8,71,4,73,..,219,22,234,4,240,..,14,0,18,623,639,5300,237,20,252,627,6183,5270,..,..,..,..,5270,..,4,0,4,0,4,..,4,0,4,0,4,..,3,0,3,0,3,..,4,6,12,0,12,..,13,4,13,0,13,..,0,0,0,0,0,..,17,12,26,0,26,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,5,0,5,0,5,..,7,0,7,0,7,..,3,0,4,0,5,..,8,3,6,0,6,..,8,0,8,0,8,..,3,0,3,0,3,..,3,0,3,0,3,..,4,0,4,0,4,..,33,4,35,0,35,..,3,0,3,0,3,..,9,0,7,0,7,..,0,0,0
106041127,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,15,0,15,0,15,..,34,0,40,0,40,..,8,0,8,178,183,1839,41,0,47,178,2061,1776,..,..,..,..,1776,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,6,0,6,0,6,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
106041128,0,3,0,3,..,29,0,29,0,29,..,0,0,0,0,0,..,4,4,10,0,10,..,0,0,0,0,0,..,3,0,3,0,3,..,11,9,16,0,16,..,26,10,37,0,36,..,111,41,153,0,155,..,4,0,4,201,202,2497,112,40,161,203,2854,2651,..,..,..,..,2651,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,5,0,5,..,9,11,22,0,22,..,0,0,0,0,0,..,19,10,29,0,29,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,10,0,10,0,10,..,3,0,3,0,3,..,0,0,0,0,0,..,4,0,4
106041129,0,3,0,3,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,13,0,13,0,14,..,55,3,58,0,57,..,11,3,14,397,410,3652,66,3,70,396,4119,3647,..,..,..,..,3647,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,5,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,3,3,10,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,5,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,8,0,12,0,12,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0
107011131,0,5,0,5,..,30,3,32,0,32,..,72,6,77,0,77,..,3,0,3,0,3,..,0,0,3,0,3,..,19,4,16,0,16,..,24,10,28,0,28,..,105,22,124,6,131,..,687,91,775,10,782,..,29,0,33,416,448,10172,715,91,803,427,11402,10698,..,..,..,..,10698,..,5,0,5,0,5,..,17,3,21,0,21,..,3,0,3,0,3,..,10,3,13,0,13,..,28,12,38,0,45,..,0,0,0,0,0,..,43,18,55,0,56,..,16,0,20,0,20,..,20,0,24,0,24,..,10,0,10,0,10,..,48,4,54,7,57,..,58,4,58,0,57,..,0,0,3,0,3,..,14,0,14,0,17,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,4,0,4,..,0,0,0,0,0,..,29,3,33,0,32,..,63,9,71,0,73,..,3,0,3,0,3,..,3,0,5
107011132,0,4,0,4,..,13,0,13,0,13,..,30,0,33,0,33,..,6,0,6,0,6,..,0,0,0,0,0,..,14,0,14,0,14,..,3,0,6,0,6,..,52,11,57,0,57,..,404,52,455,8,466,..,8,0,11,96,109,3658,413,52,465,106,4230,3817,..,..,..,..,3817,..,0,0,0,0,0,..,14,8,15,0,15,..,0,0,0,0,0,..,16,5,22,0,22,..,23,14,36,0,36,..,0,0,0,0,0,..,40,17,57,0,57,..,11,0,8,0,8,..,5,0,5,3,3,..,3,0,3,0,3,..,8,0,8,0,9,..,15,0,11,0,11,..,6,0,6,0,6,..,4,0,4,0,4,..,4,0,4,0,4,..,7,0,7,0,7,..,0,0,0,0,0,..,3,0,3,0,3,..,24,0,24,0,24,..,41,3,46,0,46,..,3,0,6,0,6,..,3,4,8
107011133,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,6,0,0,0,0,7,0,..,..,..,..,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
107011134,0,3,0,3,..,24,0,24,0,24,..,66,5,71,3,74,..,4,0,4,0,4,..,10,0,12,0,12,..,14,3,18,0,18,..,12,3,10,0,10,..,125,18,149,3,150,..,993,111,1108,44,1146,..,17,0,21,325,346,5978,1014,116,1128,364,7475,6185,..,..,..,..,6185,..,3,0,3,0,3,..,67,11,77,0,72,..,0,0,0,0,0,..,13,8,18,0,18,..,31,4,35,0,35,..,0,0,0,0,0,..,44,11,56,0,54,..,70,17,90,10,97,..,14,0,14,6,22,..,4,0,7,0,7,..,25,3,26,3,30,..,67,10,83,3,87,..,3,0,3,0,3,..,20,0,20,0,20,..,3,0,3,0,3,..,10,0,10,0,10,..,0,0,0,0,0,..,8,0,8,0,8,..,39,3,41,0,41,..,123,22,148,20,170,..,4,0,4,0,4,..,13,3,15
107011545,0,3,0,3,..,21,0,26,0,26,..,55,15,66,0,66,..,0,0,0,0,0,..,3,4,11,0,11,..,69,13,82,0,81,..,55,18,75,0,75,..,275,74,349,3,355,..,1551,350,1905,28,1929,..,22,0,21,369,387,4520,1575,350,1924,393,6841,4516,..,..,..,..,4516,..,5,0,5,0,5,..,280,85,365,4,368,..,0,0,0,0,0,..,9,0,7,0,7,..,37,9,42,0,42,..,0,0,0,0,0,..,45,5,51,0,55,..,44,10,50,0,53,..,9,0,9,0,9,..,4,0,4,0,10,..,40,0,37,0,36,..,30,13,43,4,49,..,0,0,0,0,0,..,0,0,0,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,9,0,11,0,14,..,137,37,177,3,180,..,0,0,0,0,0,..,3,3,6
107011546,0,0,0,0,..,11,4,17,0,17,..,40,17,52,3,54,..,0,0,0,0,0,..,12,0,12,0,12,..,32,5,37,0,37,..,26,15,42,0,41,..,168,59,226,12,236,..,1140,333,1466,29,1493,..,12,3,15,329,346,3021,1151,337,1484,357,4859,2958,..,..,..,..,2958,..,0,0,0,0,0,..,40,16,60,0,60,..,0,0,0,0,0,..,5,0,5,0,5,..,12,8,13,0,13,..,0,0,0,0,0,..,16,8,16,0,16,..,17,8,21,0,21,..,3,0,3,0,3,..,0,0,4,0,4,..,14,0,14,0,14,..,51,15,66,3,65,..,0,0,0,0,0,..,4,3,6,0,6,..,0,0,0,0,0,..,0,3,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,10,7,10,0,10,..,174,107,279,3,287,..,6,0,6,0,6,..,3,6,8
107011547,0,0,0,0,..,8,0,8,0,8,..,16,0,18,0,20,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,4,4,8,0,8,..,24,6,30,0,33,..,185,44,228,5,236,..,6,0,6,123,123,1829,192,44,237,126,2190,1741,..,..,..,..,1741,..,0,0,0,0,0,..,9,18,26,0,26,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,4,0,4,..,3,0,8,0,8,..,8,0,8,0,8,..,0,0,0,0,0,..,5,0,5,0,5,..,26,19,44,0,44,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,37,5,38,0,38,..,0,0,0,0,0,..,0,0,0
107021135,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,4,0,0,0,0,4,0,..,..,..,..,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
107031136,0,4,0,4,..,15,0,15,0,11,..,44,4,48,0,48,..,0,0,0,0,0,..,4,0,4,0,4,..,3,0,3,0,3,..,6,3,7,0,7,..,46,18,63,0,66,..,344,40,382,3,388,..,17,3,22,235,254,6299,357,46,404,238,6943,6689,..,..,..,..,6689,..,4,0,3,0,3,..,4,0,3,0,7,..,0,0,0,0,0,..,5,4,9,0,9,..,12,3,21,0,21,..,3,0,3,0,3,..,18,8,27,0,27,..,7,0,7,0,10,..,10,0,12,0,12,..,7,0,7,0,7,..,39,3,41,0,41,..,15,3,15,0,15,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,3,3,5,0,5,..,0,0,0,0,0,..,11,3,12,0,12,..,40,0,40,0,42,..,0,0,3,0,3,..,0,0,0
107031137,0,0,0,0,..,12,0,12,0,12,..,26,3,32,0,32,..,0,0,0,0,0,..,3,0,3,0,3,..,4,0,4,0,4,..,4,4,10,0,10,..,28,4,32,0,32,..,157,27,187,0,184,..,5,4,10,183,188,2999,160,32,194,181,3372,3142,..,..,..,..,3142,..,0,0,0,0,0,..,8,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,8,0,8,..,0,0,0,0,0,..,3,0,8,0,8,..,3,0,3,0,3,..,8,0,8,0,8,..,3,0,3,0,3,..,10,0,10,0,10,..,13,0,13,0,11,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,4,..,0,0,0,0,0,..,9,0,9,0,11,..,13,0,10,0,10,..,3,0,3,0,3,..,0,0,0
107031138,0,4,0,4,..,3,0,3,0,3,..,8,0,8,0,10,..,0,0,0,0,0,..,6,3,8,0,8,..,3,0,4,0,4,..,0,0,0,0,0,..,21,5,24,5,31,..,165,25,184,3,188,..,3,0,3,213,216,3366,166,25,187,214,3769,3463,..,..,..,..,3463,..,5,0,5,0,5,..,3,0,7,0,7,..,0,0,0,0,0,..,7,6,13,0,13,..,11,3,16,0,16,..,0,0,3,0,3,..,20,8,29,0,29,..,7,0,7,0,7,..,12,0,12,0,12,..,7,0,7,0,7,..,19,0,27,0,27,..,18,0,19,0,19,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,20,3,24,0,21,..,4,0,4,0,4,..,3,0,3
107031139,0,0,0,0,..,3,0,3,0,3,..,10,0,10,0,10,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,19,5,25,0,25,..,103,9,119,0,119,..,6,0,6,115,121,2687,116,9,121,115,2918,2736,..,..,..,..,2736,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,6,0,9,0,9,..,3,0,3,0,3,..,7,0,10,0,10,..,8,0,8,0,8,..,15,0,15,0,15,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0
107031140,0,3,0,3,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,12,4,16,0,16,..,108,12,123,5,126,..,4,0,5,292,301,3373,112,12,125,299,3797,3523,..,..,..,..,3523,..,7,0,7,0,7,..,0,0,3,0,3,..,0,0,0,3,3,..,4,3,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,8,3,7,0,7,..,3,0,3,0,3,..,10,0,10,0,10,..,17,0,17,0,17,..,9,0,9,0,9,..,6,0,6,0,6,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,5,0,6,0,6,..,23,0,23,0,23,..,0,0,0,0,3,..,0,0,0
107031141,0,3,0,3,..,21,0,21,0,21,..,65,9,76,0,76,..,0,0,0,0,0,..,7,6,12,0,12,..,39,6,40,0,40,..,12,0,13,0,13,..,89,10,101,3,103,..,878,118,994,13,1004,..,18,0,18,363,385,6949,899,118,1019,371,8340,7001,..,..,..,..,7001,..,14,0,14,0,14,..,27,3,27,0,27,..,0,0,0,0,0,..,25,4,32,0,32,..,21,0,23,0,23,..,0,3,3,0,3,..,47,6,56,0,56,..,26,0,27,0,24,..,11,0,11,0,11,..,13,0,13,0,13,..,14,0,14,0,14,..,36,8,42,0,42,..,10,0,10,0,10,..,17,0,14,0,14,..,0,0,3,0,3,..,11,0,11,0,11,..,8,0,8,0,8,..,3,0,3,0,3,..,49,3,46,0,46,..,65,7,75,3,80,..,7,0,7,0,7,..,9,3,13
107031142,0,4,0,4,..,10,0,11,0,11,..,46,11,61,0,61,..,0,0,0,0,0,..,3,0,3,0,3,..,24,4,29,0,29,..,17,3,24,0,24,..,69,19,89,4,91,..,590,72,667,9,678,..,13,0,12,191,204,3928,604,79,680,194,4804,4166,..,..,..,..,4166,..,4,0,4,0,4,..,25,4,24,0,24,..,0,0,0,0,0,..,7,0,10,0,13,..,12,3,16,0,16,..,0,0,0,0,0,..,27,5,32,0,32,..,30,7,29,0,29,..,7,0,7,0,7,..,3,0,3,0,3,..,50,3,50,0,50,..,15,3,20,0,20,..,0,0,0,0,0,..,3,3,9,0,9,..,8,3,14,0,14,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,22,6,25,0,25,..,34,7,33,0,38,..,3,0,3,0,3,..,5,6,6
107031143,0,5,0,5,..,18,0,18,0,20,..,113,25,135,0,135,..,0,0,0,0,0,..,10,0,17,0,17,..,63,14,82,0,80,..,15,5,19,0,19,..,98,37,140,3,141,..,908,181,1088,17,1102,..,37,4,42,619,660,8217,943,189,1129,634,9984,8557,..,..,..,..,8557,..,4,0,4,0,4,..,28,5,33,0,34,..,0,0,0,0,0,..,3,3,11,0,11,..,20,15,37,0,35,..,0,0,0,0,0,..,30,14,46,0,42,..,33,6,45,0,45,..,14,0,14,0,14,..,9,0,9,0,9,..,55,3,55,0,54,..,54,9,68,0,67,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,11,0,9,0,9,..,0,0,0,0,0,..,13,0,17,0,17,..,85,24,113,0,116,..,6,0,6,0,6,..,0,0,3
107041144,0,8,0,8,..,40,3,43,0,43,..,66,4,71,0,71,..,8,0,9,0,10,..,15,3,23,0,23,..,108,28,135,0,132,..,99,22,114,0,114,..,162,31,199,4,203,..,1704,290,1992,16,2009,..,19,3,26,430,453,7928,1727,294,2015,450,10391,8161,..,..,..,..,8161,..,5,0,5,0,5,..,104,42,149,0,151,..,3,0,3,0,3,..,46,15,60,0,60,..,183,51,232,0,232,..,14,3,21,0,21,..,244,72,313,0,313,..,40,4,48,0,48,..,15,0,15,0,15,..,22,4,25,0,25,..,34,0,34,0,34,..,67,14,83,4,84,..,7,0,7,0,7,..,25,0,25,4,28,..,3,3,8,0,8,..,10,0,10,0,10,..,9,0,9,0,9,..,29,0,26,0,26,..,85,5,88,4,91,..,356,83,436,3,442,..,12,0,12,0,12,..,8,6,12
107041145,0,0,0,0,..,34,0,40,0,40,..,54,9,56,0,56,..,4,0,4,0,4,..,14,3,15,0,15,..,32,7,39,0,37,..,24,4,33,0,33,..,91,15,102,0,109,..,755,95,845,12,853,..,27,0,31,308,339,6285,778,96,872,315,7476,6554,..,..,..,..,6554,..,0,0,0,0,0,..,62,7,70,0,70,..,3,0,3,0,3,..,8,8,18,0,16,..,27,12,37,0,37,..,4,0,4,0,4,..,35,16,53,0,57,..,19,3,29,0,29,..,24,0,23,0,23,..,9,0,9,0,9,..,28,0,28,0,28,..,44,11,55,0,55,..,0,0,0,0,0,..,8,3,14,0,14,..,7,0,7,0,7,..,5,0,5,0,5,..,5,0,7,0,7,..,7,0,7,0,7,..,40,3,41,0,41,..,161,39,196,3,200,..,9,3,11,0,11,..,9,0,8
107041146,3,27,0,27,..,73,7,78,0,78,..,54,13,67,0,67,..,17,0,17,0,17,..,18,7,28,0,32,..,42,3,45,0,45,..,40,7,48,0,48,..,216,28,238,3,244,..,1946,290,2237,16,2256,..,17,3,18,356,369,7851,1961,292,2255,367,10473,8026,..,..,..,..,8026,..,8,0,8,0,8,..,159,33,194,0,196,..,0,0,0,0,0,..,43,10,46,0,46,..,210,60,272,0,273,..,23,3,25,0,25,..,274,67,337,0,341,..,39,4,43,0,43,..,22,0,20,0,20,..,19,0,19,0,19,..,34,3,37,5,38,..,122,19,146,3,144,..,8,0,10,0,10,..,35,0,35,0,35,..,3,0,8,0,8,..,22,4,25,0,25,..,22,0,26,0,26,..,16,0,16,0,16,..,104,5,110,0,110,..,173,28,204,0,205,..,25,3,30,0,30,..,29,4,36
107041147,0,0,0,0,..,3,0,3,0,3,..,20,4,21,0,21,..,0,4,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,29,7,35,0,35,..,170,35,210,3,212,..,36,3,42,183,224,4008,215,40,254,185,4450,3925,..,..,..,..,3925,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,4,0,4,0,4,..,17,3,18,0,18,..,0,0,0,0,0,..,20,8,27,0,27,..,0,0,0,0,0,..,9,0,9,0,9,..,15,0,15,0,15,..,19,3,25,0,25,..,15,0,19,0,19,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,3,0,3,0,3,..,11,0,10,0,16,..,14,0,14,0,14,..,0,0,0
