SA2_MAINCODE_2016,South_Africa_Before_1946,South_Africa_1946_1955,South_Africa_1956_1965,South_Africa_1966_1975,South_Africa_1976_1985,South_Africa_1986_1995,South_Africa_1996_2005,South_Africa_2006_2010,South_Africa_2011,South_Africa_2012,South_Africa_2013,South_Africa_2014,South_Africa_2015,South_Africa_2016,South_Africa_Yr_arrival_ns,South_Africa_Tot,Sri_Lanka_Before_1946,Sri_Lanka_1946_1955,Sri_Lanka_1956_1965,Sri_Lanka_1966_1975,Sri_Lanka_1976_1985,Sri_Lanka_1986_1995,Sri_Lanka_1996_2005,Sri_Lanka_2006_2010,Sri_Lanka_2011,Sri_Lanka_2012,Sri_Lanka_2013,Sri_Lanka_2014,Sri_Lanka_2015,Sri_Lanka_2016,Sri_Lanka_Yr_arrival_ns,Sri_Lanka_Tot,Thailand_Before_1946,Thailand_1946_1955,Thailand_1956_1965,Thailand_1966_1975,Thailand_1976_1985,Thailand_1986_1995,Thailand_1996_2005,Thailand_2006_2010,Thailand_2011,Thailand_2012,Thailand_2013,Thailand_2014,Thailand_2015,Thailand_2016,Thailand_Yr_arrival_ns,Thailand_Tot,FYROM_Before_1946,FYROM_1946_1955,FYROM_1956_1965,FYROM_1966_1975,FYROM_1976_1985,FYROM_1986_1995,FYROM_1996_2005,FYROM_2006_2010,FYROM_2011,FYROM_2012,FYROM_2013,FYROM_2014,FYROM_2015,FYROM_2016,FYROM_arrival_ns,FYROM_Tot,Turkey_Before_1946,Turkey_1946_1955,Turkey_1956_1965,Turkey_1966_1975,Turkey_1976_1985,Turkey_1986_1995,Turkey_1996_2005,Turkey_2006_2010,Turkey_2011,Turkey_2012,Turkey_2013,Turkey_2014,Turkey_2015,Turkey_2016,Turkey_Yr_arrival_ns,Turkey_Tot,United_Kingdom_Before_1946,United_Kingdom_1946_1955,United_Kingdom_1956_1965,United_Kingdom_1966_1975,United_Kingdom_1976_1985,United_Kingdom_1986_1995,United_Kingdom_1996_2005,United_Kingdom_2006_2010,United_Kingdom_2011,United_Kingdom_2012,United_Kingdom_2013,United_Kingdom_2014,United_Kingdom_2015,United_Kingdom_2016,United_Kingdom_Yr_arrival_ns,United_Kingdom_Tot,USA_Before_1946,USA_1946_1955,USA_1956_1965,USA_1966_1975,USA_1976_1985,USA_1986_1995,USA_1996_2005,USA_2006_2010,United_States_America_2011,United_States_America_2012,United_States_America_2013,United_States_America_2014,United_States_America_2015,United_States_America_2016,USA_year_of_arrival_ns,USA_Total,Vietnam_Before_1946,Vietnam_1946_1955,Vietnam_1956_1965,Vietnam_1966_1975,Vietnam_1976_1985,Vietnam_1986_1995,Vietnam_1996_2005,Vietnam_2006_2010,Vietnam_2011,Vietnam_2012,Vietnam_2013,Vietnam_2014,Vietnam_2015,Vietnam_2016,Vietnam_Yr_arrival_NS,Vietnam_Tot,Zimbabwe_Before_1946,Zimbabwe_1946_1955,Zimbabwe_1956_1965,Zimbabwe_1966_1975,Zimbabwe_1976_1985,Zimbabwe_1986_1995,Zimbabwe_1996_2005,Zimbabwe_2006_2010,Zimbabwe_2011,Zimbabwe_2012,Zimbabwe_2013,Zimbabwe_2014,Zimbabwe_2015,Zimbabwe_2016,Zimbabwe_Yr_arrival_NS,Zimbabwe_Tot,Born_elsewhere_Before_1946,Born_elsewhere_1946_1955,Born_elsewhere_1956_1965,Born_elsewhere_1966_1975,Born_elsewhere_1976_1985,Born_elsewhere_1986_1995,Born_elsewhere_1996_2005,Born_elsewhere_2006_2010,Born_elsewhere_2011,Born_elsewhere_2012,Born_elsewhere_2013,Born_elsewhere_2014,Born_elsewhere_2015,Born_elsewhere_2016,Born_elsewhere_Yr_arrival_ns,Born_elsewhere_Tot,Tot_Before_1946,Tot_1946_1955,Tot_1956_1965,Tot_1966_1975,Tot_1976_1985,Tot_1986_1995,Tot_1996_2005,Tot_2006_2010,Tot_2011,Tot_2012,Tot_2013,Tot_2014,Tot_2015,Tot_2016,Tot_Yr_arrival_NS,Tot_Tot
107011132,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,12,0,0,0,0,0,3,7,3,0,0,0,0,0,0,0,15,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,12,0,0,6,38,11,16,4,7,0,0,0,0,3,0,3,81,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,38,73,204,61,30,32,16,3,5,12,0,0,0,30,490,0,0,0,0,0,3,4,7,0,0,3,0,0,0,0,23,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,6,0,3,17,66,14,35,24,19,3,0,5,5,3,0,9,204,0,90,165,365,146,165,160,137,24,23,39,19,11,3,73,1417
107011133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
107011134,0,0,0,3,3,0,14,3,0,0,0,0,0,0,0,36,0,0,0,4,3,8,3,9,0,0,0,0,0,0,0,16,0,0,0,0,0,3,6,4,0,0,0,0,0,0,3,25,0,0,22,166,39,28,7,6,0,0,0,0,0,0,11,290,0,0,0,5,9,4,6,0,0,0,3,0,0,0,5,25,8,94,117,256,64,48,28,28,9,4,5,3,4,0,32,702,0,0,0,5,3,5,5,7,6,0,4,0,4,0,0,43,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,0,21,84,122,90,67,68,38,4,4,8,23,14,9,49,600,6,227,441,721,354,276,288,195,37,34,57,36,31,18,202,2913
107011545,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,14,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,6,13,0,0,0,0,3,0,0,30,0,0,22,346,104,64,42,28,0,3,0,3,0,0,25,641,0,0,0,28,7,14,9,3,0,0,4,0,0,0,3,71,0,53,141,194,45,13,8,12,0,3,0,0,0,3,15,498,0,0,0,3,3,3,4,3,0,0,0,0,0,0,0,20,0,0,0,0,52,12,8,3,4,5,0,0,0,0,0,91,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,19,98,346,109,114,87,83,7,16,34,71,19,39,42,1082,0,195,561,1112,438,393,320,219,27,40,60,91,37,51,140,3706
107011546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,7,0,3,4,0,0,0,0,23,0,4,93,438,68,40,19,11,0,3,3,4,0,0,24,708,0,0,0,9,9,8,5,0,0,0,0,0,0,0,0,33,0,21,58,89,18,16,9,6,3,0,0,0,0,0,13,236,0,0,0,0,5,0,3,12,3,0,0,0,3,5,0,25,0,0,0,0,16,11,6,14,0,3,0,0,0,0,3,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,80,262,78,55,25,23,6,18,21,56,25,3,22,690,6,138,570,992,275,214,166,129,24,43,60,79,44,15,117,2869
107011547,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,7,13,0,0,0,0,0,0,0,0,0,0,3,24,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,36,75,83,18,7,4,3,0,0,0,4,0,0,12,248,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,4,4,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,44,50,6,6,10,0,0,0,0,0,0,11,5,148,0,85,225,193,54,42,45,26,4,7,9,9,5,32,31,773
107021135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107031136,0,0,0,0,3,0,11,3,4,0,3,0,0,0,4,35,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,10,0,0,3,20,0,9,3,0,0,0,0,0,0,0,8,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,48,147,363,93,59,55,28,3,6,9,0,7,0,42,844,0,0,0,4,4,3,3,0,0,0,0,0,0,0,0,19,0,0,0,0,0,3,5,0,0,0,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,63,76,34,33,23,3,0,0,0,6,4,0,17,275,0,125,326,536,205,189,172,92,14,24,16,15,14,3,106,1851
107031137,0,0,0,3,0,0,4,4,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,8,0,0,0,15,0,0,0,6,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,39,98,207,39,21,18,17,3,0,0,0,0,0,29,470,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,10,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,7,37,44,17,14,5,6,0,0,0,0,0,0,18,147,3,87,202,301,95,69,65,59,9,6,5,0,4,5,79,997
107031138,0,0,7,3,6,0,14,20,0,0,0,0,3,0,0,48,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,7,5,0,0,0,0,4,0,0,21,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,48,118,184,50,42,53,50,10,5,17,8,10,0,16,616,0,0,0,7,0,9,6,7,0,0,0,6,7,3,3,43,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,11,0,12,12,36,9,8,10,9,0,0,3,4,4,0,6,119,6,120,210,280,131,104,156,137,22,25,30,23,29,5,51,1318
107031139,0,0,0,0,0,0,16,4,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,70,90,28,26,32,32,4,4,0,0,0,0,8,315,0,0,0,7,0,0,4,3,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,9,27,14,12,13,3,0,0,0,0,0,0,6,94,0,59,118,167,67,59,110,60,9,13,12,7,0,3,26,721
107031140,0,0,0,0,10,3,8,5,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,0,0,0,3,4,0,0,16,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,91,108,49,17,36,18,4,3,5,3,0,0,16,398,0,3,0,4,9,3,0,6,0,0,0,3,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,16,14,15,10,8,5,4,0,3,0,0,0,0,6,80,0,96,169,186,118,65,89,80,12,15,10,11,6,9,41,900
107031141,0,0,0,8,8,3,18,41,9,12,8,0,13,0,0,112,0,0,0,0,0,3,8,4,0,0,0,0,0,0,0,15,0,0,0,0,0,0,11,4,0,3,0,3,4,0,3,38,0,0,8,157,47,25,12,3,0,0,0,0,0,0,8,262,0,0,0,19,10,10,9,0,0,0,0,0,0,0,0,42,0,54,154,277,77,47,41,66,18,6,4,20,0,0,24,799,0,0,0,6,5,4,10,3,0,0,8,3,0,0,0,37,0,0,0,0,8,6,0,0,0,3,0,0,0,0,0,20,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,12,91,149,80,48,26,35,4,3,9,13,3,3,7,486,3,127,412,780,328,255,270,263,61,52,52,50,35,18,69,2769
107031142,0,0,0,6,4,4,5,4,0,3,0,0,0,0,0,27,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,6,10,0,0,0,0,0,0,0,15,0,0,13,130,15,16,4,0,0,0,0,0,4,0,13,199,0,0,0,10,5,4,0,3,0,0,0,0,0,0,3,25,0,52,136,257,62,24,22,9,3,3,7,3,0,0,12,589,0,0,0,3,3,4,0,0,0,0,0,0,8,0,3,15,0,0,0,0,24,4,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,110,132,41,40,22,7,3,0,0,4,7,3,21,404,3,146,423,619,216,157,124,79,13,15,12,22,23,17,79,1946
107031143,0,0,0,7,4,3,9,0,0,3,0,0,0,0,0,29,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,11,5,0,3,0,0,0,0,3,38,0,0,25,197,21,12,8,4,0,4,0,0,0,0,13,283,0,0,0,35,8,14,7,7,0,0,0,0,0,0,8,88,3,99,394,546,84,39,21,33,3,0,8,3,3,0,59,1289,0,0,0,7,0,0,5,13,0,0,0,0,3,0,0,29,0,0,0,0,8,0,3,10,0,0,0,0,3,0,3,34,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,4,33,201,260,84,76,39,34,0,12,8,0,3,0,30,781,6,306,981,1256,306,274,186,188,24,55,26,32,33,13,166,3850
107041144,0,0,0,0,13,10,21,5,7,0,0,0,0,0,0,52,0,0,3,7,0,3,8,7,0,0,4,3,0,3,0,37,0,0,0,0,0,15,9,23,0,5,6,10,6,4,3,74,0,0,13,43,5,9,4,0,0,0,0,0,0,0,3,80,0,0,0,87,25,22,11,3,0,0,0,0,0,0,3,165,9,110,167,305,87,66,81,37,3,8,10,10,17,0,28,938,0,0,0,3,6,4,11,12,3,4,3,6,0,0,10,65,0,0,0,0,88,24,13,6,8,11,11,15,8,19,3,206,0,0,0,0,3,0,9,3,0,0,0,0,0,0,0,19,0,36,95,148,81,80,97,91,9,18,34,33,14,33,20,788,20,431,702,847,465,373,489,440,91,141,182,221,231,182,176,4992
107041145,0,0,0,3,3,14,14,0,3,0,0,0,0,0,0,38,0,0,0,3,5,3,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,9,8,12,3,0,0,4,6,0,7,54,0,3,30,56,3,5,0,0,0,0,0,0,0,0,0,98,0,0,0,21,6,5,0,0,0,0,0,0,0,0,0,36,10,82,138,309,78,48,44,38,12,11,3,9,5,5,22,803,0,0,0,4,5,3,12,7,4,4,0,0,0,0,3,42,0,0,0,0,21,23,11,0,0,0,0,3,0,0,3,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,29,54,72,77,62,41,26,10,7,10,11,9,3,7,413,13,263,458,632,312,305,257,174,65,60,57,58,62,28,74,2825
107041146,0,0,5,8,5,3,29,10,4,4,0,0,0,0,0,65,0,0,0,3,0,4,6,3,0,0,12,9,14,10,3,62,0,0,0,4,4,4,16,13,5,0,6,10,0,4,4,67,3,0,32,170,19,29,13,7,0,0,0,0,0,0,12,279,0,0,0,19,5,3,7,0,3,0,3,0,0,0,3,42,3,95,180,259,82,65,66,58,0,21,5,25,3,3,34,896,0,0,3,11,11,9,11,21,3,5,3,10,7,0,5,92,0,0,0,0,14,7,4,3,0,12,8,11,18,15,0,99,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,17,0,31,88,159,75,97,152,146,13,29,30,70,63,35,38,1026,10,307,581,828,372,423,614,481,89,152,195,320,329,241,198,5148
107041147,0,0,0,0,11,4,7,6,0,9,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,33,52,87,46,51,79,66,6,4,10,4,0,0,11,460,0,0,0,6,4,8,9,3,0,3,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,3,9,25,9,21,38,22,5,0,6,6,3,4,17,169,3,49,81,155,129,142,206,136,23,22,36,22,12,4,80,1105
107041148,0,0,0,0,13,7,20,9,0,0,3,3,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,3,4,0,0,6,0,7,0,0,17,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,46,104,156,81,55,128,74,18,5,16,19,10,3,15,728,0,0,0,0,7,13,8,10,0,12,0,0,3,0,0,67,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,12,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,13,0,12,22,45,25,29,38,20,4,7,12,10,0,0,7,215,3,125,194,285,239,196,279,169,38,37,46,37,25,10,48,1729
107041150,0,0,0,8,20,14,36,24,0,0,0,0,0,3,0,109,0,0,3,3,3,5,0,0,0,0,0,0,0,0,0,11,0,0,0,0,3,6,8,9,3,0,4,0,0,0,3,34,0,0,4,8,0,5,3,0,0,0,0,0,0,0,0,25,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,9,12,110,178,291,95,67,138,91,21,22,26,7,3,8,38,1107,0,3,0,17,4,15,14,20,0,0,0,0,0,0,4,75,0,0,0,0,15,16,6,12,0,0,0,0,0,0,3,52,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,11,0,30,48,60,43,47,48,16,6,3,3,14,13,15,12,359,20,283,368,506,307,316,404,256,59,44,56,46,33,44,90,2824
107041548,0,0,0,3,9,3,20,15,3,3,3,0,3,0,0,61,0,0,0,0,0,9,3,0,0,6,0,3,3,0,0,28,0,0,0,0,3,4,12,27,6,5,8,7,4,3,0,85,0,0,22,82,7,6,6,3,0,0,0,0,0,0,11,135,0,0,0,28,9,13,7,0,0,0,4,0,3,3,4,70,8,65,110,173,60,34,31,30,5,11,7,8,15,10,13,579,0,0,3,6,6,3,18,6,3,7,4,0,9,6,3,77,0,0,0,0,9,17,5,9,0,3,3,11,20,17,5,112,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,11,0,20,57,82,40,56,73,107,14,44,53,112,63,68,35,817,6,194,384,489,229,269,371,426,98,198,245,360,377,270,160,4077
107041549,0,0,0,3,3,3,21,3,0,0,0,3,0,0,0,40,0,0,0,0,3,9,4,15,0,3,13,14,4,9,3,79,0,0,0,0,0,3,15,35,17,11,5,12,10,9,11,129,0,0,43,246,28,31,22,7,0,0,0,3,0,0,18,397,0,0,0,26,11,13,10,3,0,0,10,0,0,0,0,71,3,50,94,172,46,40,48,35,10,14,10,6,3,4,17,551,0,0,0,5,8,4,8,16,8,0,0,3,4,0,4,66,0,0,0,0,34,7,14,14,0,5,12,14,29,19,5,153,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,15,0,22,53,139,66,79,175,170,53,27,50,82,104,70,40,1133,9,161,420,750,309,331,649,664,199,261,359,438,492,315,201,5551
108011151,0,0,3,0,0,0,3,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,28,43,60,18,15,7,6,0,0,0,3,0,0,10,188,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,9,3,16,0,0,0,0,0,0,0,0,0,49,0,51,77,100,45,49,28,18,0,5,8,3,5,0,18,404
108011152,0,0,4,0,17,3,15,7,0,0,0,0,0,0,0,43,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,3,0,0,0,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,99,129,181,54,30,43,16,3,3,0,3,3,0,28,599,0,0,0,10,0,0,4,5,3,0,3,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,26,28,47,20,6,18,12,7,0,3,0,0,0,3,169,12,232,238,327,167,105,136,81,15,24,19,7,18,7,60,1447
108011153,0,0,0,0,4,3,3,0,0,0,3,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,67,103,30,21,24,8,0,0,0,0,3,0,15,308,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,19,9,4,10,7,0,0,3,0,0,0,3,77,6,78,136,176,79,63,75,31,5,8,5,3,9,0,25,696
108011154,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,36,73,85,25,6,13,4,0,0,0,0,0,0,21,277,0,0,0,3,0,0,3,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,7,22,3,8,4,5,3,0,0,0,0,0,6,72,9,89,118,131,56,38,49,28,11,11,9,3,5,3,49,615
108021155,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,8,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,28,89,97,17,12,9,3,0,4,0,0,0,0,19,279,0,0,0,3,3,3,5,0,0,0,0,0,0,0,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,11,22,9,10,15,10,3,0,3,4,6,9,16,130,12,69,128,167,77,89,66,52,15,13,15,21,19,28,89,856
108021156,0,0,0,3,5,0,3,0,0,0,0,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,33,73,95,28,17,17,5,3,3,0,0,0,0,16,294,0,0,0,9,0,0,6,0,0,0,0,0,0,0,0,18,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,14,24,14,11,4,5,0,3,0,0,0,0,4,85,3,75,124,193,96,73,78,32,14,9,13,11,9,3,38,763
108021157,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,27,44,5,3,4,4,0,0,0,0,0,0,6,119,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,4,4,7,3,0,4,0,3,0,0,3,43,0,45,53,68,32,29,33,21,3,3,0,6,5,0,18,320
108021158,0,0,3,3,4,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,48,99,110,28,17,9,6,5,0,0,0,0,0,15,339,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,23,21,9,14,5,0,0,7,0,0,3,0,3,87,11,89,157,172,86,76,57,40,4,12,9,8,13,4,35,755
108021159,0,0,0,5,5,4,3,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,75,113,37,19,21,11,0,3,0,0,3,0,7,324,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,26,8,7,3,10,0,0,0,0,3,0,3,71,0,60,126,192,99,61,50,32,3,13,3,8,11,0,25,685
108021160,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,30,43,54,20,5,7,3,4,0,0,3,0,0,13,183,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,12,6,5,9,0,0,0,0,4,3,0,4,54,10,51,79,90,61,35,21,21,9,3,4,11,14,4,27,430
