SA2_MAINCODE_2016,FOL_Korean_NS,FOL_Korean_Tot,FOL_Macedonian_SEO,FOL_Macedonian_SOLSE_VWorW,FOL_Macedonian_SOLSE_NWorNAA,FOL_Macedonian_SOLSE_Tot,FOL_Macedonian_NS,FOL_Macedonian_Tot,FOL_Maltese_SEO,FOL_Maltese_SOLSE_VWorW,FOL_Maltese_SOLSE_NWorNAA,FOL_Maltese_SOLSE_Tot,FOL_Maltese_NS,FOL_Maltese_Tot,FOL_Persian_ED_SEO,FOL_Persian_ED_SOLSE_VWorW,FOL_Persian_ED_SOLSE_NWorNAA,FOL_Persian_ED_SOLSE_Tot,FOL_Persian_ED_NS,FOL_Persian_ED_Tot,FOL_Polish_SEO,FOL_Polish_SOLSE_VWorW,FOL_Polish_SOLSE_NWorNAA,FOL_Polish_SOLSE_Tot,FOL_Polish_NS,FOL_Polish_Tot,FOL_Russian_SEO,FOL_Russian_SOLSE_VWorW,FOL_Russian_SOLSE_NWorNAA,FOL_Russian_SOLSE_Tot,FOL_Russian_NS,FOL_Russian_Tot,FOL_Samoan_SEO,FOL_Samoan_SOLSE_VWorW,FOL_Samoan_SOLSE_NWorNAA,FOL_Samoan_SOLSE_Tot,FOL_Samoan_NS,FOL_Samoan_Tot,FOL_Serbian_SEO,FOL_Serbian_SOLSE_VWorW,FOL_Serbian_SOLSE_NWorNAA,FOL_Serbian_SOLSE_Tot,FOL_Serbian_NS,FOL_Serbian_Tot,FOL_SAL_Filipino_SEO,FOL_SAL_Filipino_SOLSE_VWorW,FOL_SAL_Filipin_SOLSE_NWorNAA,FOL_SAL_Filipino_SOLSE_Tot,FOL_SAL_Filipino_NS,FOL_SAL_Filipino_Tot,FOL_SAL_Indonesian_SEO,FOL_SAL_Indonesia_SOLSE_VWorW,FOL_SAL_Indones_SOLSE_NWorNAA,FOL_SAL_Indonesian_SOLSE_Tot,FOL_SAL_Indonesian_NS,FOL_SAL_Indonesian_Tot,FOL_SAL_Tagalog_SEO,FOL_SAL_Tagalog_SOLSE_VWorW,FOL_SAL_Tagalog_SOLSE_NWorNAA,FOL_SAL_Tagalog_SOLSE_Tot,FOL_SAL_Tagalog_NS,FOL_SAL_Tagalog_Tot,FOL_SAL_Oth_SEO,FOL_SAL_Oth_SOLSE_VWorW,FOL_SAL_Oth_SOLSE_NWorNAA,FOL_SAL_Oth_SOLSE_Tot,FOL_SAL_Oth_NS,FOL_SAL_Oth_Tot,FOL_SAL_Tot_SEO,FOL_SAL_Tot_SOLSE_VWorW,FOL_SAL_Tot_SOLSE_NWorNAA,FOL_SAL_Tot_SOLSE_Tot,FOL_SAL_Tot_NS,FOL_SAL_Tot_Tot,FOL_Spanish_SEO,FOL_Spanish_SOLSE_VWorW,FOL_Spanish_SOLSE_NWorNAA,FOL_Spanish_SOLSE_Tot,FOL_Spanish_NS,FOL_Spanish_Tot,FOL_Tamil_SEO,FOL_Tamil_SOLSE_VWorW,FOL_Tamil_SOLSE_NWorNAA,FOL_Tamil_SOLSE_Tot,FOL_Tamil_NS,FOL_Tamil_Tot,FOL_Thai_SEO,FOL_Thai_SOLSE_VWorW,FOL_Thai_SOLSE_NWorNAA,FOL_Thai_SOLSE_Tot,FOL_Thai_NS,FOL_Thai_Tot,FOL_Turkish_SEO,FOL_Turkish_SOLSE_VWorW,FOL_Turkish_SOLSE_NWorNAA,FOL_Turkish_SOLSE_Tot,FOL_Turkish_NS,FOL_Turkish_Tot,FOL_Vietnamese_SEO,FOL_Vietnamese_SOLSE_VWorW,FOL_Vietnamese_SOLSE_NWorNAA,FOL_Vietnamese_SOLSE_Tot,FOL_Vietnamese_NS,FOL_Vietnamese_Tot,FOL_Oth_SEO,FOL_Oth_SOLSE_VWorW,FOL_Oth_SOLSE_NWorNAA,FOL_Oth_SOLSE_Tot,FOL_Oth_NS,FOL_Oth_Tot,FOL_Tot_SEO,FOL_Tot_SOLSE_VWorW,FOL_Tot_SOLSE_NWorNAA,FOL_Tot_SOLSE_Tot,FOL_Tot_NS,FOL_Tot_Tot,F_LSatH_NS_SEO,F_LSatH_NS_SOLSE_VWorW,F_LSatH_NS_SOLSE_NWorNAA,F_LSatH_NS_SOLSE_Tot,F_LSatH_NS_NS,F_LSatH_NS_Tot,F_Tot_SEO,F_Tot_SOLSE_VWorW,F_Tot_SOLSE_NWorNAA,F_Tot_SOLSE_Tot,F_Tot_NS,F_Tot_Tot,PSEO_SEO,PSEO_SOLSE_VWorW,PSEO_SOLSE_NWorNAA,PSEO_SOLSE_Tot,PSEO_NS,PSEO_Tot,POL_Afrikaans_SEO,POL_Afrikaans_SOLSE_VWorW,POL_Afrikaans_SOLSE_NWorNAA,POL_Afrikaans_SOLSE_Tot,POL_Afrikaans_NS,POL_Afrikaans_Tot,POL_Arabic_SEO,POL_Arabic_SOLSE_VWorW,POL_Arabic_SOLSE_NWorNAA,POL_Arabic_SOLSE_Tot,POL_Arabic_NS,POL_Arabic_Tot,POL_AIndLng_SEO,POL_AIndLng_SOLSE_VWorW,POL_AIndLng_SOLSE_NWorNAA,POL_AIndLng_SOLSE_Tot,POL_AIndLng_NS,POL_AIndLng_Tot,POL_CL_Cantones_SEO,POL_CL_Cantones_SOLSE_VWorW,POL_CL_Cantones_SOLSE_NWorNAA,POL_CL_Cantones_SOLSE_Tot,POL_CL_Cantones_NS,POL_CL_Cantones_Tot,POL_CL_Mandarin_SEO,POL_CL_Mandarin_SOLSE_VWorW,POL_CL_Mandarin_SOLSE_NWorNAA,POL_CL_Mandarin_SOLSE_Tot,POL_CL_Mandarin_NS,POL_CL_Mandarin_Tot,POL_CL_Oth_SEO,POL_CL_Oth_SOLSE_VWorW,POL_CL_Oth_SOLSE_NWorNAA,POL_CL_Oth_SOLSE_Tot,POL_CL_Oth_NS,POL_CL_Oth_Tot,POL_CL_Tot_SEO,POL_CL_Tot_SOLSE_VWorW,POL_CL_Tot_SOLSE_NWorNAA,POL_CL_Tot_SOLSE_Tot,POL_CL_Tot_NS,POL_CL_Tot_Tot,POL_Croatian_SEO,POL_Croatian_SOLSE_VWorW,POL_Croatian_SOLSE_NWorNAA,POL_Croatian_SOLSE_Tot,POL_Croatian_NS,POL_Croatian_Tot,POL_Dutch_SEO,POL_Dutch_SOLSE_VWorW,POL_Dutch_SOLSE_NWorNAA,POL_Dutch_SOLSE_Tot,POL_Dutch_NS,POL_Dutch_Tot,POL_French_SEO,POL_French_SOLSE_VWorW,POL_French_SOLSE_NWorNAA,POL_French_SOLSE_Tot,POL_French_NS,POL_French_Tot,POL_German_SEO,POL_German_SOLSE_VWorW,POL_German_SOLSE_NWorNAA,POL_German_SOLSE_Tot,POL_German_NS,POL_German_Tot
107031140,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,12,0,9,0,9,..,0,0,0,0,0,..,9,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,15,4,17,0,17,..,137,7,146,4,148,..,10,0,10,333,339,3523,141,7,155,335,4017,6900,..,..,..,..,6900,..,6,0,6,0,5,..,0,0,3,0,3,..,3,0,3,3,4,..,7,4,8,0,8,..,4,0,5,0,5,..,0,0,0,0,0,..,15,4,19,0,19,..,6,0,6,0,6,..,15,0,15,0,15,..,34,3,31,0,31,..,20,0,20,0,21
107031141,0,13,..,240,43,288,8,287,..,47,0,46,0,46,..,11,0,11,0,11,..,10,0,15,0,15,..,7,3,12,0,12,..,4,0,4,0,4,..,29,14,39,0,39,..,16,0,16,0,16,..,0,0,0,0,0,..,16,0,16,0,16,..,9,0,9,0,9,..,40,0,40,0,40,..,64,10,76,0,76,..,0,0,0,0,0,..,21,12,31,0,31,..,41,5,47,0,47,..,11,3,13,0,13,..,109,19,124,3,127,..,957,138,1103,11,1110,..,18,0,18,355,377,7001,976,139,1120,368,8489,13948,..,..,..,..,13948,..,35,0,35,0,35,..,52,10,58,0,58,..,0,0,0,0,0,..,36,8,47,0,47,..,34,3,37,0,37,..,3,7,4,0,4,..,70,19,91,0,91,..,44,0,50,0,51,..,17,0,19,0,19,..,13,0,13,0,13,..,34,0,34,0,34
107031142,0,6,..,152,34,185,6,190,..,18,3,16,0,18,..,0,0,0,0,0,..,13,0,15,0,15,..,0,0,0,0,0,..,0,0,0,0,0,..,26,7,30,0,30,..,6,0,6,0,6,..,3,0,3,0,3,..,13,4,16,0,14,..,3,0,3,0,3,..,26,4,29,0,29,..,55,27,77,0,77,..,0,0,0,0,0,..,11,0,11,0,11,..,15,4,19,0,23,..,20,5,24,0,24,..,74,12,89,4,97,..,609,124,737,16,751,..,11,0,17,218,227,4166,629,128,756,229,5152,8091,..,..,..,..,8091,..,6,0,6,0,6,..,47,3,50,0,50,..,5,0,5,0,5,..,19,4,17,0,18,..,26,3,30,0,30,..,5,0,5,0,5,..,48,5,55,0,57,..,49,7,48,0,48,..,12,0,12,0,12,..,5,0,5,0,5,..,87,3,90,0,95
107031143,0,3,..,157,53,210,3,207,..,33,0,36,0,36,..,0,0,0,0,0,..,14,0,14,0,14,..,9,0,5,0,5,..,0,0,0,0,0,..,50,15,64,0,64,..,13,0,13,0,13,..,3,0,3,0,3,..,34,0,37,0,37,..,3,0,3,0,3,..,60,0,58,0,57,..,124,44,174,0,174,..,0,0,0,0,0,..,22,3,24,0,24,..,61,15,76,0,76,..,20,10,29,0,29,..,98,33,126,0,132,..,972,255,1223,16,1238,..,22,7,29,618,645,8557,994,261,1253,626,10440,16778,..,..,..,..,16778,..,4,0,4,0,4,..,51,11,64,0,60,..,4,0,4,0,4,..,5,3,9,0,9,..,42,21,63,3,65,..,0,0,0,0,0,..,53,27,79,3,80,..,74,18,87,0,91,..,20,0,20,0,20,..,18,4,20,0,20,..,94,6,97,3,98
107041144,0,12,..,60,8,72,0,72,..,9,0,9,0,9,..,32,4,37,0,35,..,19,5,16,0,16,..,11,4,16,0,16,..,9,0,9,0,9,..,47,18,60,0,60,..,12,0,14,0,14,..,22,9,27,0,27,..,29,0,29,0,29,..,6,0,6,0,6,..,64,8,78,0,78,..,91,8,98,0,95,..,9,0,6,0,6,..,27,6,29,0,29,..,113,28,145,0,145,..,93,38,135,0,135,..,190,45,235,8,238,..,1753,400,2153,20,2171,..,28,0,27,449,479,8161,1781,403,2182,464,10810,16086,..,..,..,..,16086,..,12,0,12,0,12,..,236,63,308,3,306,..,3,0,3,0,3,..,74,30,105,0,105,..,411,104,510,0,510,..,50,19,68,0,68,..,527,153,683,0,683,..,70,15,81,0,80,..,36,0,36,0,36,..,50,0,56,0,53,..,49,0,53,0,53
107041145,0,8,..,53,14,75,3,76,..,3,0,6,0,6,..,3,4,4,0,4,..,24,0,21,0,21,..,6,0,6,0,6,..,0,0,0,0,0,..,31,3,29,0,29,..,17,0,17,0,17,..,16,0,14,0,13,..,29,0,30,0,30,..,3,0,3,0,3,..,58,3,61,0,60,..,65,8,77,0,77,..,3,0,3,0,3,..,31,3,31,0,32,..,24,7,31,0,31,..,29,14,44,0,44,..,81,14,94,5,98,..,857,166,1020,9,1036,..,18,0,18,344,361,6554,870,171,1041,359,7951,12836,..,..,..,..,12836,..,0,0,0,0,0,..,118,15,131,0,133,..,5,0,5,0,5,..,12,10,26,0,23,..,51,13,61,0,61,..,13,0,13,0,13,..,73,26,100,0,98,..,29,9,38,0,38,..,32,0,34,0,34,..,26,0,26,0,26,..,43,0,43,0,43
107041146,0,36,..,186,52,238,3,242,..,3,0,3,0,3,..,40,3,41,0,41,..,28,4,35,0,35,..,11,0,12,0,12,..,4,0,4,0,4,..,117,25,143,3,150,..,11,0,11,0,11,..,14,3,22,0,22,..,22,0,24,0,24,..,14,0,15,0,15,..,68,6,71,0,71,..,85,5,85,0,85,..,9,0,9,0,11,..,32,7,37,0,37,..,20,4,21,0,21,..,41,18,52,0,52,..,205,47,250,0,255,..,1866,346,2214,12,2226,..,15,4,26,340,358,8026,1880,353,2234,349,10609,15874,..,..,..,..,15874,..,15,0,15,0,15,..,317,60,381,0,384,..,0,0,0,0,0,..,83,10,97,0,97,..,501,123,621,0,623,..,52,14,65,0,65,..,637,145,780,0,786,..,81,12,91,0,91,..,38,0,37,0,37,..,39,0,39,0,39,..,51,3,54,3,62
107041147,0,0,..,7,0,7,0,7,..,3,0,3,0,3,..,6,0,6,0,6,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,4,0,4,0,4,..,3,0,3,0,3,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,9,0,9,..,25,3,25,0,25,..,3,0,4,0,4,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,26,4,37,3,38,..,202,20,226,7,231,..,15,18,24,156,180,3925,217,38,252,162,4335,7933,..,..,..,..,7933,..,4,0,4,0,4,..,3,0,3,0,3,..,0,0,0,0,0,..,10,0,10,0,10,..,30,7,35,0,35,..,0,0,0,0,0,..,37,4,45,0,45,..,3,0,5,0,5,..,21,0,21,0,21,..,22,3,30,0,27,..,41,3,42,0,42
107041148,0,3,..,13,0,13,0,13,..,3,0,3,0,3,..,0,0,0,0,0,..,6,0,11,0,11,..,11,0,11,0,15,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,4,0,4,..,3,0,3,0,3,..,5,0,5,0,5,..,0,0,0,0,0,..,14,0,13,0,13,..,36,4,39,0,39,..,0,0,0,0,0,..,15,0,16,0,16,..,0,0,0,0,0,..,8,0,7,0,7,..,50,0,52,0,56,..,331,24,354,3,358,..,11,0,14,259,274,5078,350,19,372,263,5707,10147,..,..,..,..,10147,..,16,0,16,0,16,..,19,0,19,0,19,..,3,0,3,0,3,..,8,0,8,0,8,..,25,3,24,0,24,..,3,0,7,0,7,..,30,3,34,0,34,..,7,0,7,0,7,..,23,0,25,0,25,..,39,3,44,0,44,..,61,0,67,0,67
107041150,0,7,..,20,3,22,0,22,..,0,0,4,0,4,..,3,0,4,0,4,..,17,0,20,0,20,..,11,0,8,0,8,..,3,0,3,0,3,..,9,0,7,0,7,..,13,0,12,0,12,..,6,0,7,0,7,..,15,0,17,0,17,..,3,0,3,0,3,..,34,3,41,0,41,..,36,5,42,0,42,..,3,0,3,0,3,..,21,8,21,0,21,..,0,0,0,0,0,..,21,10,31,0,31,..,107,10,118,0,116,..,594,79,671,3,679,..,16,3,19,394,418,9157,607,83,696,400,10254,17788,..,..,..,..,17788,..,32,0,32,0,32,..,61,12,70,0,70,..,3,0,3,0,3,..,24,15,37,0,37,..,28,6,39,0,36,..,3,0,4,0,4,..,57,30,81,0,84,..,27,0,32,0,32,..,40,0,40,3,43,..,29,3,30,0,30,..,98,3,101,0,104
107041548,0,25,..,69,24,92,0,92,..,3,0,3,0,3,..,35,10,46,0,46,..,25,6,30,0,30,..,13,0,18,0,18,..,3,0,3,0,3,..,45,5,46,0,46,..,13,0,13,0,15,..,9,3,12,0,12,..,25,0,24,0,24,..,8,0,8,0,8,..,49,4,55,0,57,..,54,4,59,0,59,..,12,0,12,0,12,..,24,9,31,0,31,..,22,9,32,0,33,..,54,22,73,0,73,..,150,34,188,8,188,..,1258,339,1602,15,1614,..,12,4,15,780,796,4512,1272,342,1617,792,6918,9052,..,..,..,..,9052,..,8,0,8,0,8,..,205,117,322,0,328,..,0,0,0,0,0,..,69,24,89,0,89,..,470,135,611,4,613,..,66,43,110,0,110,..,608,204,810,4,813,..,22,9,37,3,35,..,21,0,19,0,19,..,31,0,32,0,32,..,55,0,55,0,55
107041549,0,43,..,223,98,324,0,325,..,3,0,3,0,3,..,31,3,42,0,42,..,7,0,7,0,8,..,7,0,7,0,7,..,3,0,3,0,3,..,134,61,197,0,192,..,15,0,20,0,20,..,27,4,35,0,35,..,34,0,34,0,34,..,11,4,14,0,14,..,86,7,96,0,96,..,59,7,60,0,60,..,16,0,16,0,16,..,46,14,60,0,60,..,37,6,48,0,48,..,61,18,79,0,79,..,296,103,394,5,401,..,1960,598,2558,23,2585,..,17,10,29,338,366,5204,1980,607,2583,362,8156,10499,..,..,..,..,10499,..,10,0,10,0,10,..,362,106,475,7,477,..,0,0,0,0,0,..,111,38,153,0,153,..,619,198,821,10,828,..,73,37,105,0,105,..,807,274,1080,10,1087,..,63,8,72,0,72,..,24,0,24,0,24,..,26,0,27,0,26,..,43,0,43,0,47
108011151,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,9,0,9,..,42,3,41,0,41,..,5,0,5,129,134,2157,44,3,49,129,2332,4337,..,..,..,..,4337,..,7,0,7,0,7,..,3,0,3,0,3,..,6,0,6,0,6,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,12,0,12,0,12
108011152,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,7,0,7,0,7,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,3,0,3,..,11,0,11,0,11,..,3,0,3,0,3,..,16,0,16,0,16,..,3,0,3,0,3,..,28,0,28,0,28,..,13,0,13,0,13,..,0,0,0,0,0,..,8,0,5,0,5,..,0,0,0,0,0,..,4,0,4,0,4,..,25,4,27,0,32,..,186,16,207,3,212,..,17,0,17,531,548,6736,209,16,223,536,7498,12823,..,..,..,..,12823,..,4,0,4,0,4,..,13,0,13,0,14,..,11,0,11,0,11,..,12,3,18,0,22,..,14,3,14,0,14,..,0,0,0,0,0,..,24,9,34,0,36,..,8,0,8,0,8,..,20,0,20,0,20,..,10,3,9,0,9,..,46,0,46,3,47
108011153,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,3,12,..,64,3,64,3,69,..,6,0,6,193,201,2675,66,3,73,201,2943,5508,..,..,..,..,5508,..,5,0,5,0,5,..,4,0,4,0,4,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,6,0,6,0,6,..,3,0,3,0,0,..,14,0,14,0,14,..,6,0,7,0,7,..,29,3,30,0,34
108011154,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,16,0,16,0,16,..,3,0,3,0,3,..,0,0,0,0,0,..,4,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,18,0,18,0,13,..,92,7,101,0,103,..,11,0,6,246,253,2883,103,8,115,244,3238,5510,..,..,..,..,5510,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,17,7,25,0,25,..,4,0,9,0,9,..,0,0,0,0,0,..,19,11,30,0,30,..,5,0,10,0,10,..,8,0,8,0,8,..,9,4,10,0,10,..,16,0,16,0,16
108021155,0,4,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,9,0,9,..,3,0,3,0,3,..,22,0,22,0,21,..,3,0,3,0,3,..,37,0,37,0,40,..,5,0,5,0,5,..,0,0,0,0,0,..,4,0,3,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,37,6,39,0,41,..,174,29,201,5,202,..,29,0,30,730,760,6484,200,25,227,733,7443,12507,..,..,..,..,12507,..,0,0,0,0,0,..,10,0,10,0,10,..,34,8,38,3,48,..,8,3,14,0,14,..,21,20,39,0,39,..,7,3,7,0,7,..,37,21,55,0,55,..,0,0,0,0,0,..,3,0,3,0,3,..,4,0,7,0,7,..,14,0,14,0,14
108021156,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,7,0,7,0,7,..,3,0,3,0,3,..,15,0,15,0,15,..,6,0,7,0,7,..,0,0,0,0,0,..,7,0,5,0,5,..,0,0,0,0,0,..,3,0,3,0,3,..,13,0,10,0,10,..,90,6,97,0,97,..,13,4,21,364,377,3912,106,15,120,364,4394,8069,..,..,..,..,8069,..,8,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,13,17,0,17,..,0,0,0,0,0,..,6,13,17,0,17,..,0,0,0,0,0,..,9,0,9,0,9,..,12,0,12,0,12,..,40,0,37,0,37
108021157,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,4,..,55,5,59,0,61,..,8,0,8,178,184,2206,65,5,69,174,2449,4316,..,..,..,..,4316,..,3,0,3,0,3,..,3,0,3,0,3,..,13,0,16,0,16,..,0,3,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,3,4,0,4,..,0,0,0,0,0,..,3,0,3,0,3,..,10,0,10,0,10,..,4,0,5,0,5
108021158,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,3,0,3,..,4,0,4,0,4,..,7,0,10,0,10,..,0,0,3,0,3,..,0,0,0,0,0,..,11,0,11,0,7,..,0,0,0,0,0,..,4,0,3,0,3,..,20,3,24,0,30,..,109,7,115,5,119,..,8,0,9,278,285,3130,114,14,131,278,3534,5991,..,..,..,..,5991,..,0,0,0,0,0,..,4,0,4,0,4,..,14,0,12,0,14,..,9,0,7,0,7,..,5,0,11,0,11,..,0,0,0,0,0,..,13,0,18,0,18,..,3,0,3,0,3,..,3,0,3,0,3,..,14,0,13,0,13,..,11,0,11,0,11
108021159,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,3,0,3,0,3,..,4,0,4,0,4,..,0,0,0,0,0,..,9,0,9,0,9,..,5,0,5,0,5,..,0,0,0,0,0,..,4,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,12,3,14,0,14,..,74,5,81,0,83,..,7,0,7,260,261,3464,81,5,80,262,3805,6972,..,..,..,..,6972,..,0,0,0,0,0,..,9,0,9,0,9,..,9,0,9,0,9,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,6,0,6,0,6,..,3,0,3,0,3,..,10,0,10,0,10,..,12,0,15,0,15,..,14,0,14,0,14
108021160,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,7,0,7,0,7,..,3,0,3,0,0,..,0,0,0,0,0,..,3,5,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,7,0,8,..,48,12,64,3,61,..,9,0,9,156,167,2386,61,12,76,161,2618,4703,..,..,..,..,4703,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,3,3,0,4,..,7,7,11,0,11,..,0,0,0,0,0,..,6,9,10,0,14,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,12,0,12,0,12
108031161,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,6,0,6,0,6,..,0,0,0,20,20,161,6,0,6,20,191,321,..,..,..,..,321,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0
108041162,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,5,0,5,..,7,0,7,0,7,..,4,0,4,0,11,..,0,0,0,0,0,..,14,0,20,0,20,..,6,0,6,0,6,..,0,0,3,0,3,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,23,3,29,3,32,..,157,17,167,3,170,..,15,0,15,468,482,7924,173,17,189,471,8580,15462,..,..,..,..,15462,..,6,0,6,0,6,..,4,0,6,0,6,..,0,0,0,0,0,..,10,13,20,3,25,..,4,0,13,0,13,..,0,0,0,0,0,..,16,16,34,3,36,..,3,0,3,0,3,..,14,0,14,0,14,..,19,0,19,0,19,..,34,0,34,0,34
108041163,0,8,..,4,0,4,0,4,..,3,0,3,0,3,..,0,0,0,0,0,..,4,0,4,0,4,..,10,0,10,0,10,..,0,0,0,0,0,..,0,0,3,0,3,..,14,0,14,0,14,..,6,0,6,0,6,..,11,0,11,0,11,..,0,0,0,0,0,..,34,0,36,0,36,..,35,0,35,0,35,..,0,0,0,0,0,..,17,4,19,0,19,..,3,0,3,0,3,..,4,4,6,0,6,..,69,14,83,0,87,..,467,42,511,13,521,..,43,0,43,709,749,13351,507,42,555,719,14620,25560,..,..,..,..,25560,..,28,0,28,0,25,..,43,3,45,0,43,..,6,0,10,0,12,..,32,17,44,0,47,..,48,6,57,0,55,..,12,0,12,0,12,..,87,23,111,0,109,..,6,0,10,0,10,..,62,0,62,0,62,..,68,0,71,3,71,..,64,0,64,3,68
