SA2_MAINCODE_2016,Median_age_persons,Median_mortgage_repay_monthly,Median_tot_prsnl_inc_weekly,Median_rent_weekly,Median_tot_fam_inc_weekly,Average_num_psns_per_bedroom,Median_tot_hhd_inc_weekly,Average_household_size
126021497,37,2167,631,460,1990,1,1805,3
126021498,40,2500,950,430,2589,0.9,1999,2.5
126021499,42,3500,967,500,3561,0.9,2738,2.8
126021500,32,2167,638,470,2014,1.1,1645,2.4
126021501,41,2500,733,530,2398,0.9,2115,3
126021503,34,2167,793,420,1967,1.1,1708,2.5
126021590,42,3000,868,650,2729,0.8,2459,3.1
126021591,36,2212,754,470,2044,1,1721,2.6
127011504,33,1700,410,212,1046,1,891,3.1
127011505,39,2167,565,390,1607,0.9,1472,3.3
127011506,32,2600,844,530,2152,0.8,2106,3.1
127011592,40,0,604,185,1208,0.8,1145,2.2
127011593,35,2167,672,500,2079,0.9,2137,3.7
127011594,33,1950,506,420,1522,1,1572,3.6
127011595,32,2105,617,450,1741,1,1833,3.7
127011596,32,2200,672,480,1926,1,1966,3.6
127011597,31,2383,751,510,2118,0.9,2152,3.7
127021509,36,1950,456,330,1381,1,1411,3.5
127021510,39,2000,521,440,1674,0.9,1669,3.4
127021511,37,1430,405,310,1020,1.2,1000,3.1
127021512,35,1836,440,350,1220,1,1190,3.3
127021513,35,1632,412,340,1170,1.1,1154,3.3
127021514,36,2000,488,425,1565,1,1637,3.5
127021515,36,1625,395,350,1061,1.2,969,3
127021516,35,1950,419,410,1208,1,1203,3.4
127021517,38,2000,445,420,1400,1,1430,3.5
127021518,42,2500,678,370,1992,0.9,1976,3.4
127021519,38,1993,468,383,1392,1,1272,3.1
127021520,40,1950,461,420,1432,1,1453,3.4
127021521,49,0,440,0,0,0,1125,1.4
127031522,34,2167,584,420,1714,0.9,1584,3.2
127031523,36,2299,719,450,1953,0.9,1838,3.1
127031524,33,2167,840,450,2220,0.9,2123,3.2
127031598,34,1647,466,340,1188,1.1,1088,2.8
127031599,34,1800,431,275,1142,1,979,3
127031600,32,2200,710,500,1994,1,2032,3.7
127031601,33,1517,477,300,1205,1.1,981,2.4
128011529,41,2600,853,480,2431,0.9,2127,2.8
128011530,40,2300,753,440,2064,0.9,1651,2.6
128011531,44,2600,734,455,2039,0.8,1716,2.7
128011602,37,2222,814,430,2084,0.9,1569,2.3
128011603,42,3000,814,610,2546,0.8,2182,2.9
128011604,40,2260,962,450,2293,0.9,1822,2.3
128011605,42,3275,974,760,3154,0.8,2988,3.2
128011606,41,2700,922,429,2687,0.9,2329,2.9
128021533,42,2379,762,430,2214,0.9,1862,2.8
128021534,42,2500,846,630,2554,0.8,2509,3.2
128021535,39,2383,846,520,2466,0.8,2343,3.1
128021536,40,2600,863,450,2538,0.9,2285,2.9
128021537,28,0,833,378,0,0,1875,0
128021538,38,2173,838,420,2114,0.9,1692,2.4
128021607,38,2400,804,430,2152,0.9,1961,2.9
128021608,40,2226,812,530,2316,0.8,2153,3
128021609,41,2399,867,555,2780,0.8,2769,3.3
197979799,58,0,540,0,0,0,0,0
199999499,39,0,405,0,0,0,0,0
