SA2_MAINCODE_2016,R_0_74_LT_Real_estate_agent,R_0_74_LT_Ste_terr_hsg_auth,R_0_74_LT_Psn_not_Sme_hhd,R_0_74_LT_hs_coop_com_ch_g,R_0_74_LT_Other_Lld_type,R_0_74_LT_Lld_type_ns,R_0_74_Tot,R_75_99_LT_Real_estate_agent,R_75_99_LT_Ste_terr_hsg_auth,R_75_99_LT_Psn_not_Sme_hhd,R_75_99_LT_hs_coop_com_ch_g,R_75_99_LT_Other_Lld_type,R_75_99_LT_Lld_type_ns,R_75_99_Tot,R_100_149_LT_Real_eSte_agent,R_100_149_LT_St_ter_hsg_aut,R_100_149_LT_Psn_not_Sme_hhd,R_100_149_LT_hs_coop_com_ch_g,R_100_149_LT_Other_Lld_type,R_100_149_LT_Lld_type_ns,R_100_149_Tot,R_150_199_LT_Real_eSte_agent,R_150_199_LT_Ste_ter_hsg_aut,R_150_199_LT_Psn_not_Sme_hhd,R_150_199_LT_hs_coop_com_ch_g,R_150_199_LT_Other_Lld_type,R_150_199_LT_Lld_type_ns,R_150_199_Tot,R_200_224_LT_Real_eSte_agent,R_200_224_LT_Ste_ter_hsg_aut,R_200_224_LT_Psn_not_Sme_hhd,R_200_224_LT_hs_coop_com_ch_g,R_200_224_LT_Other_Lld_type,R_200_224_LT_Lld_type_ns,R_200_224_Tot,R_225_274_LT_Real_eSte_agent,R_225_274_LT_Ste_ter_hsg_aut,R_225_274_LT_Psn_not_Sme_hhd,R_225_274_LT_hs_coop_com_ch_g,R_225_274_LT_Other_Lld_type,R_225_274_LT_Lld_type_ns,R_225_274_Tot,R_275_349_LT_Real_eSte_agent,R_275_349_LT_Ste_ter_hsg_aut,R_275_349_LT_Psn_not_Sme_hhd,R_275_349_LT_hs_coop_com_ch_g,R_275_349_LT_Other_Lld_type,R_275_349_LT_Lld_type_ns,R_275_349_Tot,R_350_449_LT_Real_eSte_agent,R_350_449_LT_Ste_ter_hsg_aut,R_350_449_LT_Psn_not_Sme_hhd,R_350_449_LT_hs_coop_com_ch_g,R_350_449_LT_Other_Lld_type,R_350_449_LT_Lld_type_ns,R_350_449_Tot,R_450_549_LT_Real_eSte_agent,R_450_549_LT_Ste_ter_hsg_aut,R_450_549_LT_Psn_not_Sme_hhd,R_450_549_LT_hs_coop_com_ch_g,R_450_549_LT_Other_Lld_type,R_450_549_LT_Lld_type_ns,R_450_549_Tot,R_550_649_LT_Real_eSte_agent,R_550_649_LT_Ste_ter_hsg_aut,R_550_649_LT_Psn_not_Sme_hhd,R_550_649_LT_hs_coop_com_ch_g,R_550_649_LT_Other_Lld_type,R_550_649_LT_Lld_type_ns,R_550_649_Tot,R_650_749_LT_Real_eSte_agent,R_650_749_LT_Ste_ter_hsg_aut,R_650_749_LT_Psn_not_Sme_hhd,R_650_749_LT_hs_coop_com_ch_g,R_650_749_LT_Other_Lld_type,R_650_749_LT_Lld_type_ns,R_650_749_Tot,R_750_849_LT_Real_eSte_agent,R_750_849_LT_Ste_ter_hsg_aut,R_750_849_LT_Psn_not_Sme_hhd,R_750_849_LT_hs_coop_com_ch_g,R_750_849_LT_Other_Lld_type,R_750_849_LT_Lld_type_ns,R_750_849_Tot,R_850_949_LT_Real_estat_agent,R_850_949_LT_Ste_ter_hsg_aut,R_850_949_LT_Psn_not_Sme_hhd,R_850_949_LT_hs_coop_com_ch_g,R_850_949_LT_Other_Lld_type,R_850_949_LT_Lld_type_ns,R_850_949_Tot,R_950_over_LT_Real_eSte_agent,R_950_over_LT_Ste_ter_hsg_aut,R_950_over_LT_Psn_not_Sme_hhd,R_950_ovr_LT_hs_coop_com_ch_g,R_950_over_LT_Other_Lld_type,R_950_over_LT_Lld_type_ns,R_950_over_Tot,Rent_ns_LT_Real_eSte_agent,Rent_ns_LT_Ste_ter_hsg_auth,Rent_ns_LT_Psn_not_Sme_hhd,Rent_ns_LT_hs_coop_com_ch_g,Rent_ns_LT_Other_Lld_type,Rent_ns_LT_Lld_type_ns,Rent_ns_Tot,Tot_LT_Real_eSte_agent,Tot_LT_Ste_ter_hsg_auth,Tot_LT_Psn_not_Sme_hhd,Tot_LT_hs_coop_com_ch_g,Tot_LT_Other_Lld_type,Tot_LT_Lld_type_ns,Tot_Tot
102011043,0,8,8,0,0,13,23,0,7,0,3,5,4,15,3,67,3,7,5,0,78,4,34,10,3,3,0,52,7,17,8,0,7,0,39,24,20,18,4,8,0,72,83,34,41,0,5,3,166,274,6,70,0,3,0,351,118,0,13,3,0,0,130,15,0,4,0,0,0,24,3,0,0,0,0,0,5,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,6,0,0,0,29,524,212,174,15,33,24,984
102021044,0,15,24,3,4,22,70,0,21,0,17,5,0,37,4,136,10,10,3,0,153,4,66,21,28,7,3,132,18,39,20,7,0,0,80,35,25,33,4,0,4,103,193,56,86,3,0,6,352,505,22,113,4,7,3,646,216,3,29,0,3,0,249,37,0,6,0,0,0,45,9,0,3,0,0,0,16,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,20,13,8,4,5,68,1036,396,365,76,40,40,1959
102021045,0,3,8,0,0,5,19,0,0,3,0,0,0,3,0,5,5,0,0,0,16,7,5,8,3,0,0,23,5,3,18,0,0,0,32,33,4,30,0,0,0,67,219,9,68,0,3,0,296,421,4,59,0,3,3,494,100,0,6,0,0,0,106,3,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,12,0,0,3,26,804,49,211,9,8,13,1091
102021046,0,0,12,0,0,13,25,0,0,0,0,0,0,0,0,22,3,0,4,0,28,13,8,19,4,15,0,60,16,3,24,0,14,0,56,56,4,35,0,12,4,104,206,5,59,0,4,0,275,198,4,57,0,8,0,264,30,0,6,0,0,0,38,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,6,11,0,3,0,24,527,59,221,3,58,20,886
102021047,0,0,13,0,0,6,23,0,0,0,0,0,0,3,0,17,7,0,0,3,32,9,16,7,3,0,0,34,9,12,18,0,0,0,42,24,8,22,0,0,4,59,102,8,60,0,0,3,168,296,3,77,0,0,0,378,145,0,24,0,0,0,167,17,0,4,0,0,0,22,8,0,0,0,0,0,11,7,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,3,8,3,0,3,32,618,79,241,6,3,20,965
102021048,4,5,21,7,3,24,62,0,7,3,3,0,0,10,3,79,8,6,5,0,100,21,69,35,39,30,3,203,41,32,31,12,24,3,146,136,28,85,8,20,0,278,533,22,142,5,6,4,711,583,5,112,0,12,4,714,90,0,14,0,5,0,114,23,0,3,0,0,0,25,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,19,18,20,4,9,6,77,1455,273,485,89,110,46,2458
102021049,0,0,14,0,3,11,22,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,5,0,0,0,5,0,0,10,0,0,0,13,4,0,3,0,0,0,12,7,0,11,0,0,0,15,9,0,7,0,0,0,16,10,0,3,0,0,0,13,4,0,4,0,0,0,9,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,3,0,4,31,0,60,0,9,12,113
102021050,0,0,8,0,5,12,23,0,0,0,0,0,0,0,0,3,3,0,23,0,27,14,3,9,0,48,0,70,8,0,20,0,0,0,25,39,3,23,0,3,0,64,147,3,61,0,4,0,216,189,0,37,0,3,0,234,33,0,6,0,0,0,38,6,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,12,0,3,0,19,434,8,187,0,82,14,734
102021051,0,3,14,0,0,3,19,0,0,0,0,0,0,0,0,11,0,0,0,0,10,0,0,5,0,0,0,10,3,3,7,0,3,0,19,3,5,6,0,0,0,15,73,0,32,0,0,0,110,98,3,25,0,0,0,130,19,0,9,0,0,0,34,6,0,3,0,0,0,11,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,210,24,102,5,10,3,357
102021052,0,0,11,0,0,4,15,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,10,0,0,0,10,8,0,10,0,0,0,15,19,0,19,0,0,0,36,94,0,32,0,3,0,132,124,0,19,0,0,0,149,32,0,8,0,3,0,42,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,18,294,0,117,0,6,6,427
102021053,3,5,30,3,6,23,65,3,15,3,4,0,0,20,6,122,11,4,0,3,142,60,46,40,6,3,3,163,85,14,39,4,8,0,145,211,10,56,3,13,6,299,627,13,110,0,22,3,781,750,0,80,0,11,3,842,179,0,36,0,3,0,213,51,0,8,0,0,0,57,16,0,3,0,0,0,21,4,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,3,0,0,0,6,30,15,14,3,10,0,70,2034,246,421,27,73,40,2840
102021054,3,6,10,0,4,13,37,0,8,0,0,0,0,12,6,47,9,0,0,0,75,42,28,17,4,5,0,96,49,6,21,0,7,0,87,85,9,33,4,10,0,136,318,5,72,0,11,0,412,243,0,39,0,3,0,287,50,0,7,0,0,0,54,11,0,3,0,0,0,17,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,8,3,11,0,3,0,27,823,111,222,20,51,18,1251
102021055,0,0,9,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,10,4,0,5,0,0,0,16,8,0,5,0,0,0,15,53,0,26,0,0,0,79,207,3,36,0,4,0,243,94,0,15,0,0,0,104,24,0,0,0,0,0,23,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,11,391,10,100,6,14,8,523
102021056,0,0,5,3,3,4,20,0,0,0,4,0,0,4,0,7,0,3,10,0,23,8,10,7,6,60,0,83,6,4,5,5,14,0,26,6,5,8,29,3,0,46,35,5,22,13,0,0,70,307,4,44,0,4,0,356,552,0,40,0,0,0,589,51,0,7,0,0,0,62,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,12,3,3,10,0,0,27,975,38,149,62,96,5,1324
102021057,0,17,9,0,0,4,31,4,14,0,0,0,0,22,0,122,0,3,6,3,141,10,76,14,11,9,0,120,14,43,6,5,3,0,76,41,22,12,5,3,0,86,217,38,48,4,3,0,309,299,3,36,3,8,0,342,55,0,11,0,0,0,75,5,0,4,0,0,0,10,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,26,6,4,0,4,40,652,371,143,43,37,12,1258
103011058,10,14,24,13,3,18,88,0,17,3,5,0,0,21,47,120,34,7,5,9,221,186,56,64,3,7,4,321,158,33,72,0,3,3,274,482,29,104,5,9,6,632,776,28,143,22,13,7,985,441,3,62,17,3,3,532,55,0,8,0,0,0,67,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,20,17,11,0,5,87,2194,325,529,89,50,50,3239
103011059,0,6,16,0,3,7,27,0,6,3,0,0,0,14,0,60,8,3,4,0,74,18,52,9,0,0,3,84,12,31,20,0,0,0,61,36,14,26,0,0,0,72,116,26,50,0,0,0,189,279,6,34,0,0,0,326,25,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,16,10,7,3,0,38,496,206,167,13,17,15,919
103011060,0,0,26,0,9,24,65,0,0,8,0,3,0,8,7,0,21,0,4,0,31,9,0,19,0,0,0,26,5,0,21,0,3,0,33,13,0,12,0,0,0,27,14,0,24,0,0,0,34,18,0,3,0,0,0,26,3,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,3,0,16,72,3,151,3,29,24,280
103011061,0,0,15,0,15,19,51,0,7,3,4,0,0,14,18,12,7,4,4,0,49,23,8,13,0,0,0,48,30,0,14,0,0,0,49,75,0,17,0,0,0,95,55,0,10,0,3,0,64,13,0,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,8,0,24,231,29,95,7,41,20,416
103021062,0,9,47,6,59,39,159,3,5,5,6,6,0,30,18,23,53,7,7,0,116,44,42,61,33,12,3,197,22,11,25,3,6,0,66,24,5,36,0,9,0,73,7,0,8,0,0,0,20,5,0,0,0,3,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,4,8,3,40,128,99,263,59,110,41,700
103021063,0,9,15,10,3,15,49,3,3,4,4,0,0,24,48,81,21,12,3,3,170,156,40,87,0,10,3,303,102,20,43,0,3,0,169,169,9,32,3,4,0,218,48,0,14,0,3,0,73,14,0,3,0,0,0,20,3,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,3,7,7,3,4,0,32,547,179,239,39,35,26,1066
103021064,0,3,30,0,19,30,84,0,0,3,0,0,0,4,6,14,31,0,5,3,53,53,7,41,0,4,3,104,15,3,22,0,8,0,49,22,0,17,0,3,0,44,7,0,14,0,0,0,27,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,3,11,0,25,113,22,175,6,51,34,401
103021065,0,9,45,0,33,30,123,0,14,15,0,7,0,34,56,54,40,7,13,3,171,113,31,70,3,13,3,234,93,19,42,0,3,3,159,98,4,45,0,3,0,149,39,4,17,0,3,0,63,8,0,4,0,0,0,17,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,4,5,12,6,27,5,53,414,135,294,20,97,40,1002
103021066,0,0,23,22,5,16,71,0,0,3,4,0,0,8,19,6,30,9,5,0,66,35,0,15,0,3,0,57,23,3,14,0,3,0,45,11,0,3,0,0,0,18,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,15,88,14,108,34,22,21,287
103021067,0,12,18,6,6,18,56,0,9,3,0,0,0,14,54,84,30,4,6,0,184,119,42,60,7,15,3,250,81,10,71,5,3,0,176,142,13,70,3,5,5,244,166,3,60,0,5,0,240,22,0,22,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,15,13,7,7,0,50,595,197,353,34,50,30,1250
103021068,0,4,30,3,13,16,66,3,4,4,10,3,0,19,14,8,30,17,7,0,71,3,3,31,4,0,0,45,3,0,15,0,0,3,22,6,0,14,0,3,0,17,0,0,3,0,3,0,3,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,16,33,18,135,35,29,20,273
103021069,0,0,55,8,31,39,136,0,0,7,0,8,0,15,10,7,31,0,11,0,66,35,10,39,0,7,0,94,15,0,23,0,5,0,42,42,3,20,0,16,0,75,15,0,7,0,9,0,27,5,0,0,0,7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,7,3,23,122,28,181,15,98,44,492
103031070,4,26,23,0,7,13,78,0,7,3,0,0,0,15,13,141,24,5,7,3,187,87,63,55,9,6,3,225,93,29,42,3,7,0,174,231,33,67,3,8,3,345,251,19,33,0,3,0,316,77,3,11,0,0,0,92,17,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,25,14,7,0,3,56,789,349,279,23,33,29,1504
103031071,0,10,17,0,11,16,52,0,3,0,0,0,0,3,3,21,22,0,0,0,50,38,10,27,0,4,0,77,21,10,16,0,4,0,43,29,7,30,0,4,0,73,35,6,16,0,0,3,61,36,0,10,0,0,0,39,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,3,0,19,165,68,147,3,26,21,431
103031072,4,0,22,0,3,18,47,0,3,0,0,0,0,9,9,17,12,3,0,0,40,33,64,27,10,3,3,140,47,30,31,3,6,0,119,110,32,51,3,4,0,196,325,34,62,0,5,3,433,320,15,39,3,3,0,380,49,0,9,0,0,0,64,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8,11,0,7,5,42,924,202,263,26,34,29,1479
103031073,0,0,12,0,19,17,53,3,3,3,0,0,0,6,25,0,9,0,3,0,38,53,12,17,6,0,0,83,39,0,23,0,0,0,59,44,0,3,0,0,0,54,34,0,4,0,0,0,42,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,13,201,23,67,8,34,17,350
103031074,3,0,70,0,28,47,148,0,5,3,0,0,0,7,14,5,17,0,0,0,47,50,4,39,0,5,3,103,25,4,32,0,5,0,70,72,0,23,0,5,0,98,91,3,30,0,3,0,126,34,3,8,0,0,0,49,6,0,4,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,17,0,11,5,33,303,25,249,4,60,55,703
103031075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103041076,3,0,30,0,15,29,76,0,3,0,0,0,0,9,20,20,9,0,4,0,50,41,7,23,0,8,0,78,55,4,34,0,0,0,89,89,8,33,0,3,0,128,72,0,19,0,0,0,96,29,0,12,0,0,0,39,3,0,0,0,0,0,6,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,14,0,4,0,25,332,41,172,0,35,26,608
103041077,0,35,28,0,3,17,90,0,24,0,5,0,0,38,31,198,25,17,0,7,284,195,115,44,13,3,3,374,208,38,58,8,4,3,313,438,34,77,5,7,0,565,527,37,100,0,5,3,669,195,5,49,0,3,0,253,13,0,10,0,0,0,27,7,0,0,0,0,0,7,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,31,10,8,11,0,83,1638,516,409,64,44,33,2701
103041078,4,9,16,0,3,10,42,0,11,3,0,0,0,19,9,64,9,3,0,0,91,42,74,19,10,3,0,149,57,38,30,5,3,0,133,196,30,43,4,0,6,278,439,19,70,0,5,0,539,603,15,52,3,6,0,677,75,3,8,0,0,0,87,12,3,3,0,0,0,23,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,20,19,10,0,3,3,60,1462,284,265,29,30,21,2094
103041079,0,4,58,11,25,36,132,0,0,4,8,0,0,16,4,0,31,3,10,0,49,28,0,43,0,7,0,78,27,0,34,0,3,0,68,59,0,37,0,6,0,106,60,0,27,0,4,0,92,30,0,13,0,4,0,52,8,0,7,0,0,0,13,4,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,26,3,13,0,49,232,5,290,20,76,44,664
104011080,0,14,26,5,3,21,62,0,22,3,12,3,0,42,27,130,34,25,14,5,234,109,50,97,16,17,3,299,115,36,91,3,8,0,254,318,29,146,4,9,3,517,433,22,145,18,19,6,640,160,3,27,4,4,0,198,9,0,6,3,0,0,21,0,0,5,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,8,19,17,7,3,6,54,1195,318,599,95,90,55,2346
104011081,0,0,70,22,14,38,140,0,0,8,0,0,0,11,5,0,48,4,8,0,61,21,0,56,0,5,0,87,19,0,49,4,8,0,83,87,0,64,0,9,3,161,97,0,69,0,6,0,167,52,0,18,0,0,3,80,5,0,0,0,0,0,3,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,18,0,6,3,40,304,3,408,33,59,42,851
104011082,3,3,24,4,9,24,66,0,0,3,0,11,0,10,12,4,26,17,17,3,78,50,28,53,39,19,3,182,77,9,49,8,9,0,150,175,4,72,8,14,0,280,393,4,105,5,12,0,529,251,0,40,0,3,0,300,53,0,6,0,3,0,60,12,0,3,0,0,0,16,12,0,0,0,0,0,7,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11,16,3,3,3,48,1048,68,401,81,103,39,1740
104021083,0,0,29,0,7,14,47,0,0,3,0,0,0,6,0,15,7,3,0,0,29,12,4,18,3,3,0,41,0,0,23,4,0,0,28,21,0,37,3,0,0,65,70,5,52,3,7,3,137,83,0,59,0,0,0,148,17,0,9,0,0,0,27,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,11,210,31,245,22,18,13,538
104021084,7,17,21,3,3,17,65,3,5,0,0,0,0,9,5,154,18,20,16,0,219,47,78,27,15,13,3,185,100,32,37,0,15,0,192,240,36,62,6,17,0,373,385,32,98,6,15,6,543,469,11,112,3,13,7,617,164,3,24,3,4,0,196,27,0,0,0,3,0,28,3,0,3,0,0,0,4,0,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,3,27,19,12,3,9,0,73,1475,391,424,61,115,30,2499
104021085,0,19,9,0,4,7,43,0,11,0,0,0,0,8,4,156,10,5,3,0,188,28,46,20,10,3,3,108,31,20,42,8,0,0,94,146,15,39,7,3,0,213,272,13,71,9,6,3,364,338,6,52,0,3,0,406,91,0,19,0,3,0,115,20,0,0,0,0,0,18,4,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,14,8,6,5,0,40,939,298,274,46,38,23,1605
104021086,0,0,9,0,0,9,16,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,16,0,3,0,19,3,0,10,0,0,0,12,5,0,20,0,0,0,29,18,0,21,0,0,0,45,29,0,30,0,4,0,59,10,0,5,0,0,0,15,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,72,0,121,4,13,13,222
104021087,0,0,27,0,8,12,54,0,0,4,0,0,0,7,3,5,12,0,3,0,25,5,0,23,0,3,0,32,13,0,19,0,0,0,31,29,0,23,0,3,0,53,26,0,14,0,0,0,48,4,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,4,0,16,81,10,146,3,24,16,280
104021088,0,0,8,0,0,4,14,0,0,0,0,0,0,0,0,0,16,0,0,0,17,0,0,6,0,0,0,12,9,0,6,0,0,0,17,21,0,12,0,3,0,32,88,0,45,0,4,0,143,181,0,58,0,3,3,239,124,0,13,0,3,0,141,27,0,4,0,0,0,29,13,0,0,0,0,0,13,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,0,0,16,468,0,171,3,19,10,676
104021089,0,11,25,12,3,19,68,0,11,0,4,0,0,20,0,95,22,4,12,0,136,20,75,29,22,10,0,161,34,37,41,5,6,0,124,157,27,48,6,8,0,249,282,53,108,3,5,3,446,492,9,111,0,5,3,622,128,3,21,0,0,0,148,24,0,3,0,0,0,27,0,0,3,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,26,25,15,19,3,3,84,1165,351,420,76,53,37,2099
104021090,0,0,6,0,0,10,20,0,0,0,0,4,0,3,3,27,11,0,15,0,56,18,9,13,3,3,3,46,12,7,10,0,0,0,25,51,0,23,0,4,0,75,76,7,34,0,6,0,126,79,0,18,0,9,0,102,17,0,3,0,0,0,17,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,9,0,0,0,14,262,55,131,3,35,20,492
104021091,0,0,15,0,4,16,34,0,4,0,0,0,0,5,5,4,19,0,19,3,55,19,23,16,4,18,3,82,10,5,28,3,5,0,55,80,6,51,0,21,5,159,213,14,87,0,13,0,332,261,3,56,0,8,3,333,43,0,11,0,4,0,61,7,0,3,0,0,0,7,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,13,4,6,5,0,3,29,660,58,304,21,92,26,1166
105011092,7,24,24,14,86,15,167,0,26,3,69,7,3,106,0,24,19,21,11,6,87,21,34,21,16,13,0,109,10,10,14,5,0,0,45,5,8,12,3,5,0,25,4,0,11,3,3,0,18,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,6,12,0,32,51,136,111,141,139,20,595
105011093,3,4,10,10,50,22,96,0,9,4,8,14,3,35,12,25,11,7,30,0,88,31,15,15,12,88,0,164,33,11,10,6,4,0,58,52,4,14,0,3,0,65,50,0,8,0,3,0,62,14,0,0,0,0,0,16,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,7,3,25,197,71,91,46,198,29,627
