SUA_CODE_2016,D_10_12_FPNLF_MPET,D_10_12_FPNLF_MPULFTW,D_10_12_FPNLF_MPULPTW,D_10_12_FPNLF_MPUT,D_10_12_FPNLF_MPTLF,D_10_12_FPNLF_MPNLF,D_10_12_FPNLF_MPLFSNS,D_10_12_FPNLF_T,D_10_12_FPLFSNS_MPEFT,D_10_12_FPLFSNS_MPEPT,D_10_12_FPLFSNS_MPEAW,D_10_12_FPLFSNS_MPEHNS,D_10_12_FPLFSNS_MPET,D_10_12_FPLFSNS_MPULFTW,D_10_12_FPLFSNS_MPULPTW,D_10_12_FPLFSNS_MPUT,D_10_12_FPLFSNS_MPTLF,D_10_12_FPLFSNS_MPNLF,D_10_12_FPLFSNS_MPLFSNS,D_10_12_FPLFSNS_T,D_10_12_FPT_MPEFT,D_10_12_FPT_MPEPT,D_10_12_FPT_MPEAW,D_10_12_FPT_MPEHNS,D_10_12_FPT_MPET,D_10_12_FPT_MPULFTW,D_10_12_FPT_MPULPTW,D_10_12_FPT_MPUT,D_10_12_FPT_MPTLF,D_10_12_FPT_MPNLF,D_10_12_FPT_MPLFSNS,D_10_12_FPT_T,D_13_14_FPEFT_MPEFT,D_13_14_FPEFT_MPEPT,D_13_14_FPEFT_MPEAW,D_13_14_FPEFT_MPEHNS,D_13_14_FPEFT_MPET,D_13_14_FPEFT_MPULFTW,D_13_14_FPEFT_MPULPTW,D_13_14_FPEFT_MPUT,D_13_14_FPEFT_MPTLF,D_13_14_FPEFT_MPNLF,D_13_14_FPEFT_MPLFSNS,D_13_14_FPEFT_T,D_13_14_FPEPT_MPEFT,D_13_14_FPEPT_MPEPT,D_13_14_FPEPT_MPEAW,D_13_14_FPEPT_MPEHNS,D_13_14_FPEPT_MPET,D_13_14_FPEPT_MPULFTW,D_13_14_FPEPT_MPULPTW,D_13_14_FPEPT_MPUT,D_13_14_FPEPT_MPTLF,D_13_14_FPEPT_MPNLF,D_13_14_FPEPT_MPLFSNS,D_13_14_FPEPT_T,D_13_14_FPEAW_MPEFT,D_13_14_FPEAW_MPEPT,D_13_14_FPEAW_MPEAW,D_13_14_FPEAW_MPEHNS,D_13_14_FPEAW_MPET,D_13_14_FPEAW_MPULFTW,D_13_14_FPEAW_MPULPTW,D_13_14_FPEAW_MPUT,D_13_14_FPEAW_MPTLF,D_13_14_FPEAW_MPNLF,D_13_14_FPEAW_MPLFSNS,D_13_14_FPEAW_T,D_13_14_FPHNS_MPEFT,D_13_14_FPHNS_MPEPT,D_13_14_FPHNS_MPEAW,D_13_14_FPHNS_MPEHNS,D_13_14_FPHNS_MPET,D_13_14_FPHNS_MPULFTW,D_13_14_FPHNS_MPULPTW,D_13_14_FPHNS_MPUT,D_13_14_FPHNS_MPTLF,D_13_14_FPHNS_MPNLF,D_13_14_FPHNS_MPLFSNS,D_13_14_FPHNS_T,D_13_14_FPET_MPEFT,D_13_14_FPET_MPEPT,D_13_14_FPET_MPEAW,D_13_14_FPET_MPEHNS,D_13_14_FPET_MPET,D_13_14_FPET_MPULFTW,D_13_14_FPET_MPULPTW,D_13_14_FPET_MPUT,D_13_14_FPET_MPTLF,D_13_14_FPET_MPNLF,D_13_14_FPET_MPLFSNS,D_13_14_FPET_T,D_13_14_FPULFTW_MPEFT,D_13_14_FPULFTW_MPEPT,D_13_14_FPULFTW_MPEAW,D_13_14_FPULFTW_MPEHNS,D_13_14_FPULFTW_MPET,D_13_14_FPULFTW_MPULFTW,D_13_14_FPULFTW_MPULPTW,D_13_14_FPULFTW_MPUT,D_13_14_FPULFTW_MPTLF,D_13_14_FPULFTW_MPNLF,D_13_14_FPULFTW_MPLFSNS,D_13_14_FPULFTW_T,D_13_14_FPULPTW_MPEFT,D_13_14_FPULPTW_MPEPT,D_13_14_FPULPTW_MPEAW,D_13_14_FPULPTW_MPEHNS,D_13_14_FPULPTW_MPET,D_13_14_FPULPTW_MPULFTW,D_13_14_FPULPTW_MPULPTW,D_13_14_FPULPTW_MPUT,D_13_14_FPULPTW_MPTLF,D_13_14_FPULPTW_MPNLF,D_13_14_FPULPTW_MPLFSNS,D_13_14_FPULPTW_T,D_13_14_FPUT_MPEFT,D_13_14_FPUT_MPEPT,D_13_14_FPUT_MPEAW,D_13_14_FPUT_MPEHNS,D_13_14_FPUT_MPET,D_13_14_FPUT_MPULFTW,D_13_14_FPUT_MPULPTW,D_13_14_FPUT_MPUT,D_13_14_FPUT_MPTLF,D_13_14_FPUT_MPNLF,D_13_14_FPUT_MPLFSNS,D_13_14_FPUT_T,D_13_14_FPTLF_MPEFT,D_13_14_FPTLF_MPEPT,D_13_14_FPTLF_MPEAW,D_13_14_FPTLF_MPEHNS,D_13_14_FPTLF_MPET,D_13_14_FPTLF_MPULFTW,D_13_14_FPTLF_MPULPTW,D_13_14_FPTLF_MPUT,D_13_14_FPTLF_MPTLF,D_13_14_FPTLF_MPNLF,D_13_14_FPTLF_MPLFSNS,D_13_14_FP_T,D_13_14_FPNLF_MPEFT,D_13_14_FPNLF_MPEPT,D_13_14_FPNLF_MPEAW,D_13_14_FPNLF_MPEHNS,D_13_14_FPNLF_MPET,D_13_14_FPNLF_MPULFTW,D_13_14_FPNLF_MPULPTW,D_13_14_FPNLF_MPUT,D_13_14_FPNLF_MPTLF,D_13_14_FPNLF_MPNLF,D_13_14_FPNLF_MPLFSNS,D_13_14_FPNLF_T,D_13_14_FPLFSNS_MPEFT,D_13_14_FPLFSNS_MPEPT,D_13_14_FPLFSNS_MPEAW,D_13_14_FPLFSNS_MPEHNS,D_13_14_FPLFSNS_MPET,D_13_14_FPLFSNS_MPULFTW,D_13_14_FPLFSNS_MPULPTW,D_13_14_FPLFSNS_MPUT,D_13_14_FPLFSNS_MPTLF,D_13_14_FPLFSNS_MPNLF,D_13_14_FPLFSNS_MPLFSNS,D_13_14_FPLFSNS_T,D_13_14_FPT_MPEFT,D_13_14_FPT_MPEPT,D_13_14_FPT_MPEAW,D_13_14_FPT_MPEHNS,D_13_14_FPT_MPET,D_13_14_FPT_MPULFTW,D_13_14_FPT_MPULPTW,D_13_14_FPT_MPUT,D_13_14_FPT_MPTLF,D_13_14_FPT_MPNLF,D_13_14_FPT_MPLFSNS,D_13_14_FPT_T,D_15_17_FPEFT_MPEFT,D_15_17_FPEFT_MPEPT,D_15_17_FPEFT_MPEAW,D_15_17_FPEFT_MPEHNS,D_15_17_FPEFT_MPET,D_15_17_FPEFT_MPULFTW,D_15_17_FPEFT_MPULPTW,D_15_17_FPEFT_MPUT,D_15_17_FPEFT_MPTLF,D_15_17_FPEFT_MPNLF,D_15_17_FPEFT_MPLFSNS,D_15_17_FPEFT_T,D_15_17_FPEPT_MPEFT,D_15_17_FPEPT_MPEPT,D_15_17_FPEPT_MPEAW,D_15_17_FPEPT_MPEHNS,D_15_17_FPEPT_MPET,D_15_17_FPEPT_MPULFTW,D_15_17_FPEPT_MPULPTW,D_15_17_FPEPT_MPUT,D_15_17_FPEPT_MPTLF,D_15_17_FPEPT_MPNLF,D_15_17_FPEPT_MPLFSNS,D_15_17_FPEPT_T
1000,3779,153,22,179,3961,1096,20,5067,57,6,0,12,76,0,0,0,76,6,86,168,18938,2832,487,461,22716,489,86,574,23287,2064,124,25480,4536,515,57,44,5150,55,17,77,5226,268,6,5494,4932,823,97,73,5925,79,23,103,6024,309,10,6345,166,40,62,5,281,0,0,0,281,14,0,298,78,5,3,116,203,8,0,8,206,11,3,220,9712,1386,222,234,11553,142,43,187,11737,608,19,12358,98,25,0,4,125,39,4,37,164,33,0,201,125,15,6,6,151,17,8,20,176,14,0,192,221,42,9,15,280,55,11,58,339,45,0,390,9936,1425,229,248,11836,194,52,244,12078,656,17,12753,1644,305,66,68,2079,97,16,113,2192,766,7,2973,31,4,0,8,46,0,0,0,52,6,44,101,11610,1735,292,323,13965,293,74,361,14327,1429,68,15821,6255,694,102,65,7124,77,18,97,7218,406,3,7628,6025,1075,145,90,7339,92,26,119,7459,427,9,7895
1001,320,15,0,18,333,83,0,413,0,0,0,3,0,0,0,0,4,0,12,14,1656,177,39,27,1911,37,6,39,1951,150,7,2112,375,38,10,5,424,3,0,3,424,27,3,450,469,55,9,9,532,8,0,10,542,27,0,569,15,3,0,0,20,0,0,0,20,0,0,20,7,0,0,5,14,0,0,0,14,0,0,14,867,94,15,23,995,10,0,12,1005,49,3,1062,6,0,0,0,6,0,0,0,6,4,0,8,18,3,3,0,22,0,0,3,25,3,0,30,26,3,3,0,35,0,0,3,36,3,0,39,891,96,16,20,1025,14,4,15,1041,52,3,1101,136,19,4,4,164,9,4,14,178,57,0,235,0,0,0,0,0,0,0,0,5,0,0,8,1022,113,24,30,1190,23,7,33,1219,110,3,1340,604,39,13,12,670,0,0,6,675,21,0,700,626,76,11,3,710,11,0,11,724,34,0,761
1002,81,0,3,4,88,28,0,113,0,0,0,0,0,0,0,0,0,0,0,4,403,57,3,16,482,12,7,12,494,41,0,539,104,20,0,0,125,6,0,8,129,8,0,141,94,20,0,0,112,0,0,0,115,3,0,119,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,3,0,0,3,198,35,3,3,243,4,0,7,249,11,0,264,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,3,0,0,4,203,35,3,3,247,5,0,8,252,11,0,264,31,9,0,3,42,0,0,0,43,13,0,57,0,0,0,0,0,0,0,0,0,0,0,0,235,45,6,7,293,7,0,12,303,26,0,325,112,24,0,0,139,4,3,5,145,6,0,154,127,29,3,3,165,3,0,3,167,9,0,178
1003,53,4,3,3,56,17,0,73,0,0,0,0,0,0,0,0,0,0,3,3,321,66,7,5,403,8,3,11,418,26,3,450,85,16,3,4,107,4,0,4,113,3,0,115,110,26,3,0,140,8,0,4,148,8,0,164,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,196,48,6,3,252,10,0,7,261,16,0,279,7,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,6,0,0,6,7,4,0,0,9,0,0,0,11,0,0,11,200,49,6,3,261,6,0,8,273,16,0,291,25,8,0,0,35,3,0,3,35,7,0,48,0,0,0,0,0,0,0,0,0,0,0,0,227,58,6,5,301,12,0,10,310,26,0,336,131,24,3,3,162,0,0,3,159,9,0,176,139,44,5,3,187,3,0,4,187,11,0,201
1004,48,0,0,3,49,18,0,65,0,0,0,0,0,0,0,0,0,0,0,0,193,52,6,3,248,12,3,14,260,33,0,296,39,10,0,0,50,0,0,0,50,4,0,58,44,11,0,0,55,4,0,4,63,10,0,69,0,4,0,0,4,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,89,23,0,0,112,4,0,4,115,11,0,131,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,7,0,0,7,9,0,0,0,5,0,0,0,7,0,0,7,94,23,0,0,121,5,0,4,130,11,0,142,11,5,0,0,20,6,0,6,22,13,0,38,0,0,0,0,0,0,0,0,0,0,0,3,106,35,0,0,142,11,0,11,149,24,0,178,49,15,0,0,64,0,0,0,64,0,0,71,46,17,0,0,64,6,3,9,75,11,0,80
1005,110,5,0,5,117,37,0,157,0,0,0,3,3,0,0,0,3,0,3,5,733,73,15,15,832,9,3,14,843,68,4,915,213,11,0,0,227,3,0,3,229,8,0,241,172,14,0,3,191,3,0,3,196,5,0,205,10,0,0,0,10,0,0,0,10,3,0,12,3,0,0,3,9,0,0,0,9,0,0,9,394,29,3,6,439,5,0,5,441,15,0,465,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,5,4,0,0,0,4,0,0,0,9,0,0,9,403,29,3,6,441,9,0,9,449,15,0,468,55,6,3,0,66,3,0,3,71,18,0,92,0,0,0,0,0,0,0,0,0,0,0,0,456,38,8,10,511,11,0,11,519,41,0,562,277,13,4,5,300,4,0,4,306,14,0,317,213,31,0,0,244,5,0,3,255,9,0,267
1006,171,3,0,3,175,22,0,194,0,0,0,0,0,0,0,0,0,0,0,3,763,96,17,11,887,9,0,7,891,43,4,936,158,21,3,0,181,0,0,0,180,12,0,195,228,30,4,4,273,0,0,3,273,4,0,280,3,0,6,0,10,0,0,0,10,0,0,10,3,0,0,0,4,0,0,0,4,0,0,4,392,52,13,3,461,0,0,4,466,19,0,486,4,0,0,0,4,0,0,0,4,4,0,4,6,0,0,0,10,0,0,0,10,0,0,10,9,0,0,0,11,0,0,0,11,4,0,12,406,55,13,3,478,0,0,4,480,17,0,495,96,4,0,0,99,0,0,0,99,18,0,114,0,0,0,0,0,0,0,0,0,0,0,6,500,54,17,3,577,0,0,4,584,38,4,621,260,22,5,3,289,0,0,0,296,10,0,308,227,37,0,3,269,3,0,3,272,12,0,278
1007,40,3,0,3,42,10,0,55,4,0,0,0,4,0,0,0,4,0,0,3,225,19,8,10,259,14,0,19,274,30,4,308,54,4,0,0,56,0,0,0,56,8,0,73,64,11,0,0,74,6,0,6,79,3,0,83,0,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,123,14,3,4,135,6,0,6,145,14,0,158,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,6,3,0,0,0,3,0,0,3,7,0,0,11,123,14,3,4,140,6,0,6,150,12,0,168,18,4,0,3,29,3,0,3,31,11,0,37,0,0,0,0,0,0,0,0,0,0,0,0,143,20,5,5,169,8,0,14,178,19,0,206,68,7,0,4,78,0,0,0,82,11,0,93,67,18,3,3,81,3,0,3,83,3,0,86
1008,46,0,0,3,46,11,0,56,0,0,0,0,0,0,0,0,0,0,0,0,219,52,7,3,281,3,0,3,285,25,0,312,73,14,0,0,90,0,0,0,87,6,0,95,97,15,0,0,109,0,0,0,110,7,0,114,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,7,0,0,4,166,30,3,3,206,3,0,3,207,10,0,217,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,6,0,0,6,7,0,0,0,7,0,0,0,11,0,0,11,171,33,3,3,215,5,0,5,217,10,0,222,21,10,0,0,34,0,3,3,34,9,0,46,0,0,0,0,0,0,0,0,0,0,0,0,194,43,3,4,246,3,3,4,247,23,0,270,82,18,0,0,98,0,0,0,98,12,0,110,100,15,0,0,117,0,0,3,118,4,0,125
1009,1396,54,11,71,1462,251,8,1724,11,0,0,0,11,0,0,0,11,0,17,32,6311,748,129,108,7299,137,40,179,7478,534,30,8047,1277,165,16,7,1471,23,4,34,1506,103,8,1614,1757,186,30,16,1988,28,5,33,2019,85,3,2111,30,8,14,0,47,4,0,6,54,0,0,54,14,0,0,10,29,4,0,4,32,5,3,39,3078,357,62,40,3534,65,10,72,3614,190,13,3819,52,3,0,0,59,8,0,10,68,3,0,73,75,5,0,3,84,10,0,10,89,8,0,99,123,10,0,3,141,13,3,14,156,11,0,174,3208,371,64,41,3683,73,16,91,3773,207,13,3991,637,96,16,15,767,29,9,36,803,165,3,973,6,0,0,0,11,0,0,0,11,0,20,26,3850,472,77,56,4454,104,23,125,4585,373,28,4989,1900,207,27,12,2137,46,7,46,2184,128,4,2315,2139,272,26,20,2454,36,4,42,2499,118,3,2617
