SUA_CODE_2016,M_Emp_FullT_15_19,M_Emp_FullT_20_24,M_Emp_FullT_25_34,M_Emp_FullT_35_44,M_Emp_FullT_45_54,M_Emp_FullT_55_64,M_Emp_FullT_65_74,M_Emp_FullT_75_84,M_Emp_FullT_85ov,M_Emp_FullT_Tot,M_Emp_PartT_15_19,M_Emp_PartT_20_24,M_Emp_PartT_25_34,M_Emp_PartT_35_44,M_Emp_PartT_45_54,M_Emp_PartT_55_64,M_Emp_PartT_65_74,M_Emp_PartT_75_84,M_Emp_PartT_85ov,M_Emp_PartT_Tot,M_Emp_awy_f_wrk_15_19,M_Emp_awy_f_wrk_20_24,M_Emp_awy_f_wrk_25_34,M_Emp_awy_f_wrk_35_44,M_Emp_awy_f_wrk_45_54,M_Emp_awy_f_wrk_55_64,M_Emp_awy_f_wrk_65_74,M_Emp_awy_f_wrk_75_84,M_Emp_awy_f_wrk_85ov,M_Emp_awy_f_wrk_Tot,M_Hours_wkd_NS_15_19,M_Hours_wkd_NS_20_24,M_Hours_wkd_NS_25_34,M_Hours_wkd_NS_35_44,M_Hours_wkd_NS_45_54,M_Hours_wkd_NS_55_64,M_Hours_wkd_NS_65_74,M_Hours_wkd_NS_75_84,M_Hours_wkd_NS_85ov,M_Hours_wkd_NS_Tot,M_Tot_Emp_15_19,M_Tot_Emp_20_24,M_Tot_Emp_25_34,M_Tot_Emp_35_44,M_Tot_Emp_45_54,M_Tot_Emp_55_64,M_Tot_Emp_65_74,M_Tot_Emp_75_84,M_Tot_Emp_85ov,M_Tot_Emp_Tot,M_Unem_look_FTW_15_19,M_Unem_look_FTW_20_24,M_Unem_look_FTW_25_34,M_Unem_look_FTW_35_44,M_Unem_look_FTW_45_54,M_Unem_look_FTW_55_64,M_Unem_look_FTW_65_74,M_Unem_look_FTW_75_84,M_Unem_look_FTW_85ov,M_Unem_look_FTW_Tot,M_Unem_look_PTW_15_19,M_Unem_look_PTW_20_24,M_Unem_look_PTW_25_34,M_Unem_look_PTW_35_44,M_Unem_look_PTW_45_54,M_Unem_look_PTW_55_64,M_Unem_look_PTW_65_74,M_Unem_look_PTW_75_84,M_Unem_look_PTW_85ov,M_Unem_look_PTW_Tot,M_Tot_Unemp_15_19,M_Tot_Unemp_20_24,M_Tot_Unemp_25_34,M_Tot_Unemp_35_44,M_Tot_Unemp_45_54,M_Tot_Unemp_55_64,M_Tot_Unemp_65_74,M_Tot_Unemp_75_84,M_Tot_Unemp_85ov,M_Tot_Unemp_Tot,M_Tot_LF_15_19,M_Tot_LF_20_24,M_Tot_LF_25_34,M_Tot_LF_35_44,M_Tot_LF_45_54,M_Tot_LF_55_64,M_Tot_LF_65_74,M_Tot_LF_75_84,M_Tot_LF_85ov,M_Tot_LF_Tot,M_Not_in_LF_15_19,M_Not_in_LF_20_24,M_Not_in_LF_25_34,M_Not_in_LF_35_44,M_Not_in_LF_45_54,M_Not_in_LF_55_64,M_Not_in_LF_65_74,M_Not_in_LF_75_84,M_Not_in_LF_85ov,M_Not_in_LF_Tot,M_LFS_NS_15_19,M_LFS_NS_20_24,M_LFS_NS_25_34,M_LFS_NS_35_44,M_LFS_NS_45_54,M_LFS_NS_55_64,M_LFS_NS_65_74,M_LFS_NS_75_84,M_LFS_NS_85ov,M_LFS_NS_Tot,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Emp_FullT_15_19,F_Emp_FullT_20_24,F_Emp_FullT_25_34,F_Emp_FullT_35_44,F_Emp_FullT_45_54,F_Emp_FullT_55_64,F_Emp_FullT_65_74,F_Emp_FullT_75_84,F_Emp_FullT_85ov,F_Emp_FullT_Tot,F_Emp_PartT_15_19,F_Emp_PartT_20_24,F_Emp_PartT_25_34,F_Emp_PartT_35_44,F_Emp_PartT_45_54,F_Emp_PartT_55_64,F_Emp_PartT_65_74,F_Emp_PartT_75_84,F_Emp_PartT_85ov,F_Emp_PartT_Tot,F_Emp_awy_f_wrk_15_19,F_Emp_awy_f_wrk_20_24,F_Emp_awy_f_wrk_25_34,F_Emp_awy_f_wrk_35_44,F_Emp_awy_f_wrk_45_54,F_Emp_awy_f_wrk_55_64,F_Emp_awy_f_wrk_65_74,F_Emp_awy_f_wrk_75_84,F_Emp_awy_f_wrk_85ov,F_Emp_awy_f_wrk_Tot,F_Hours_wkd_NS_15_19,F_Hours_wkd_NS_20_24,F_Hours_wkd_NS_25_34,F_Hours_wkd_NS_35_44,F_Hours_wkd_NS_45_54,F_Hours_wkd_NS_55_64,F_Hours_wkd_NS_65_74,F_Hours_wkd_NS_75_84,F_Hours_wkd_NS_85ov,F_Hours_wkd_NS_Tot,F_Tot_Emp_15_19,F_Tot_Emp_20_24,F_Tot_Emp_25_34,F_Tot_Emp_35_44,F_Tot_Emp_45_54,F_Tot_Emp_55_64,F_Tot_Emp_65_74,F_Tot_Emp_75_84,F_Tot_Emp_85ov,F_Tot_Emp_Tot,F_Unem_look_FTW_15_19,F_Unem_look_FTW_20_24,F_Unem_look_FTW_25_34,F_Unem_look_FTW_35_44,F_Unem_look_FTW_45_54,F_Unem_look_FTW_55_64,F_Unem_look_FTW_65_74,F_Unem_look_FTW_75_84,F_Unem_look_FTW_85ov,F_Unem_look_FTW_Tot,F_Unem_look_PTW_15_19,F_Unem_look_PTW_20_24,F_Unem_look_PTW_25_34,F_Unem_look_PTW_35_44,F_Unem_look_PTW_45_54,F_Unem_look_PTW_55_64,F_Unem_look_PTW_65_74,F_Unem_look_PTW_75_84,F_Unem_look_PTW_85ov,F_Unem_look_PTW_Tot,F_Tot_Unemp_15_19,F_Tot_Unemp_20_24,F_Tot_Unemp_25_34,F_Tot_Unemp_35_44,F_Tot_Unemp_45_54,F_Tot_Unemp_55_64,F_Tot_Unemp_65_74,F_Tot_Unemp_75_84,F_Tot_Unemp_85ov,F_Tot_Unemp_Tot
1000,4763,11245,27042,33334,39759,32050,8526,1643,260,158621,5857,3655,5115,5716,8018,10841,6113,1397,227,46936,396,410,976,1113,1549,2043,764,169,43,7464,484,574,866,969,1075,912,473,260,66,5685,11493,15882,34000,41129,50399,45853,15875,3472,598,218699,1107,1547,2008,1787,1999,1862,116,23,4,10445,930,498,463,406,521,919,197,29,4,3968,2037,2039,2472,2186,2521,2786,308,50,11,14411,13535,17923,36475,43313,52918,48632,16189,3528,601,233115,14268,3440,5345,6373,10187,23204,44207,24453,7308,138788,2292,2144,4375,4930,6367,7019,6157,3526,1355,38163,30093,23506,46201,54615,69467,78858,66549,31509,9271,410062,1877,6440,13601,17299,24659,17091,3391,538,95,84991,8529,6002,13518,19699,22472,19797,5778,775,121,96693,562,560,2268,1484,1614,2090,645,105,18,9350,466,347,558,708,770,737,364,209,53,4227,11431,13355,29942,39195,49512,39720,10177,1630,290,195252,705,846,1046,1152,1243,825,32,13,3,5860,1152,620,976,1034,970,936,107,10,11,5801,1851,1467,2024,2179,2210,1756,137,21,11,11661
1001,528,1636,3843,3508,3539,2423,400,18,3,15898,719,511,606,502,524,687,371,54,7,3971,36,40,108,100,93,137,54,4,0,574,31,58,89,69,69,42,22,7,0,382,1317,2247,4644,4170,4219,3288,849,84,12,20830,118,205,203,169,171,130,7,0,0,1009,169,63,43,39,39,69,15,0,0,449,292,269,247,209,215,195,27,0,0,1456,1606,2513,4891,4382,4435,3487,876,84,12,22288,1204,375,443,505,707,1324,2756,1722,641,9683,175,259,416,355,353,364,256,186,100,2458,2983,3142,5755,5244,5497,5174,3889,1990,753,34428,205,874,1950,1736,2139,1411,147,4,4,8477,1109,980,1847,1999,1907,1573,370,28,0,9809,55,71,325,159,128,161,36,6,0,935,48,43,51,58,52,29,11,4,0,295,1410,1965,4170,3949,4226,3174,565,39,6,19519,70,125,146,117,123,49,4,0,0,644,192,121,117,120,87,76,10,0,0,722,261,241,258,241,210,125,17,0,0,1366
1002,78,274,733,679,789,584,106,12,0,3256,195,252,213,137,177,183,115,22,4,1293,25,34,19,13,21,33,15,3,0,151,17,19,15,9,17,11,4,4,0,97,313,579,979,838,1001,811,238,37,4,4801,31,57,56,41,44,27,5,0,0,253,69,61,34,18,13,10,4,0,0,216,102,117,86,54,58,38,7,3,0,470,412,697,1070,897,1055,849,245,41,4,5275,553,430,225,184,190,293,631,448,138,3097,75,119,111,70,103,93,72,51,23,706,1035,1250,1404,1153,1347,1238,949,537,166,9078,44,184,450,444,603,443,54,3,0,2225,294,328,388,379,410,360,98,5,3,2273,45,44,57,40,27,44,8,0,0,253,11,18,9,17,13,6,6,0,0,89,393,577,907,877,1052,848,173,13,3,4838,13,34,36,23,24,14,0,0,0,145,73,78,43,25,19,22,0,0,0,260,90,107,76,49,46,38,0,0,0,406
1003,64,187,577,786,863,670,127,8,4,3292,212,135,203,197,238,303,175,18,4,1483,4,8,24,27,26,42,10,0,4,147,10,9,10,25,22,22,7,3,0,120,282,344,818,1035,1151,1039,326,30,15,5041,27,33,47,42,49,37,7,4,0,242,42,15,21,21,16,33,8,0,0,146,62,46,67,64,68,66,13,5,0,391,353,385,887,1095,1223,1106,338,31,15,5427,295,70,111,118,222,543,1169,780,346,3650,36,37,74,79,96,144,128,105,102,795,683,492,1068,1295,1538,1792,1629,912,461,9878,29,141,351,437,621,442,45,3,0,2068,255,193,366,568,629,568,147,9,0,2747,13,12,50,38,26,49,13,0,0,193,8,3,4,23,19,20,9,3,3,95,303,354,779,1061,1297,1079,216,11,3,5094,6,14,22,20,26,23,0,0,0,106,28,15,22,24,37,26,5,0,0,147,31,30,45,44,60,45,5,0,0,257
1004,43,113,321,362,427,337,63,7,0,1674,123,76,99,113,143,211,99,14,0,863,4,5,14,13,22,25,8,0,0,92,3,8,21,11,14,4,3,3,0,59,173,196,445,496,595,582,175,24,3,2694,20,33,42,28,44,46,3,0,0,211,17,3,8,8,18,17,4,0,0,78,35,32,50,37,59,61,9,3,0,287,212,232,492,532,656,637,189,23,5,2982,166,41,75,112,186,488,1087,619,192,2961,30,14,46,64,90,86,123,99,47,608,406,286,623,705,933,1216,1399,743,246,6555,21,63,138,237,308,249,24,4,0,1046,159,85,208,271,315,341,73,6,0,1463,11,11,22,29,27,37,14,0,0,145,5,9,3,3,7,10,0,0,3,47,200,166,371,542,658,631,117,12,3,2707,13,14,19,22,16,25,0,0,0,99,16,10,22,17,12,19,5,0,0,107,22,25,39,42,30,43,5,0,0,211
1005,132,497,1498,1359,1320,934,143,22,3,5907,266,281,255,148,157,218,137,37,0,1495,17,39,33,28,33,59,19,3,0,233,16,22,44,21,22,20,3,0,0,155,430,842,1822,1563,1536,1231,297,59,5,7787,45,87,66,61,66,32,6,0,3,365,82,64,18,12,14,12,7,0,0,213,124,153,84,75,79,48,13,0,0,574,562,990,1900,1641,1609,1280,307,59,9,8357,672,335,433,328,284,556,1024,595,212,4437,82,130,135,107,115,116,116,70,38,923,1314,1454,2469,2077,2013,1946,1439,730,261,13713,62,336,766,764,938,608,80,0,0,3550,406,462,648,710,609,512,137,13,3,3505,32,53,129,46,49,67,18,3,0,380,17,25,23,22,13,19,3,0,0,126,516,866,1567,1546,1605,1210,234,15,5,7567,27,34,42,38,34,19,0,0,0,187,64,50,48,42,34,18,3,0,0,267,90,88,91,80,67,36,7,0,0,454
1006,159,459,1116,1322,1579,1165,266,33,4,6097,337,149,206,185,223,356,334,73,10,1871,20,10,22,31,51,57,28,4,0,223,9,20,31,23,28,19,14,6,0,149,521,635,1376,1557,1885,1595,636,121,14,8345,20,39,30,29,36,32,8,4,0,197,40,13,11,5,12,11,16,3,0,121,61,59,39,38,49,43,21,6,0,316,585,686,1420,1597,1936,1638,661,122,14,8660,553,90,117,157,237,565,1609,1241,373,4932,56,47,114,122,159,119,158,125,60,958,1188,820,1645,1869,2333,2329,2434,1490,452,14557,82,273,530,681,1007,645,118,6,0,3335,435,250,542,790,876,786,309,42,3,4032,23,14,69,48,43,49,23,4,0,279,7,13,14,21,26,26,4,7,0,123,545,550,1159,1540,1958,1506,451,53,6,7765,26,18,16,28,25,27,3,0,0,137,47,15,30,28,36,34,7,0,0,193,71,33,46,56,67,53,11,0,0,333
1007,55,204,569,507,606,528,75,5,0,2553,116,81,116,83,108,138,65,14,0,707,8,8,20,21,25,44,8,5,0,151,12,11,18,17,18,22,6,4,4,99,192,307,720,618,764,725,153,20,8,3507,32,44,67,60,61,40,0,0,3,305,21,14,19,11,6,18,5,0,0,94,52,57,90,69,71,59,10,0,3,405,239,364,807,684,836,787,160,20,10,3908,251,80,134,149,253,443,761,440,157,2674,23,29,77,71,98,90,89,43,32,550,510,479,1020,906,1190,1320,1011,504,194,7134,36,154,362,320,439,329,41,3,0,1680,138,118,262,288,303,280,74,4,0,1471,5,20,52,23,32,35,6,0,0,178,4,7,10,9,10,17,3,0,5,66,192,296,689,639,782,654,122,9,4,3395,16,23,33,25,34,14,0,0,0,145,21,11,24,25,22,11,0,0,0,118,37,35,56,44,55,24,0,0,0,269
1008,52,111,271,428,573,350,52,6,3,1845,91,56,56,74,169,201,92,11,0,755,14,3,8,13,21,32,5,0,0,102,7,7,8,6,8,6,8,0,3,58,170,175,340,524,776,593,151,20,4,2762,13,17,32,23,30,47,3,0,0,169,26,13,12,3,5,19,8,0,0,79,39,29,36,25,40,66,6,0,0,247,210,209,378,551,814,658,163,20,4,3006,234,30,59,95,185,532,1332,764,236,3473,27,20,34,40,63,63,113,90,32,474,469,263,465,678,1068,1252,1603,871,271,6952,19,46,133,237,340,256,27,5,0,1052,141,75,167,285,408,351,64,7,0,1489,10,5,38,19,30,25,5,0,0,126,0,3,9,12,16,10,4,3,0,58,172,129,337,546,798,640,96,13,4,2731,12,10,16,15,24,19,3,0,0,98,22,4,16,13,28,23,3,0,0,106,28,15,37,26,48,41,8,0,0,205
1009,1215,4001,11065,12719,12956,8550,1301,78,14,51899,2408,2111,2017,1832,2195,2559,1409,197,21,14758,142,155,322,341,404,466,112,11,8,1956,94,192,285,287,249,168,71,20,8,1372,3856,6462,13689,15186,15801,11749,2900,309,45,69988,431,628,711,565,651,517,37,5,0,3552,625,257,165,116,138,243,71,11,0,1628,1055,884,876,681,792,762,111,14,0,5180,4914,7350,14568,15861,16591,12508,3005,321,45,75167,4494,1252,1450,1733,2689,5805,12695,8332,3238,41682,428,461,881,944,1053,1080,1057,860,533,7302,9836,9064,16898,18538,20330,19396,16765,9510,3818,124152,661,2706,5863,6066,7723,4938,520,26,0,28498,3605,2920,5082,7025,7285,5741,1419,99,14,33189,167,221,905,578,466,514,118,9,0,2971,97,128,172,206,211,167,47,23,5,1052,4529,5974,12026,13876,15680,11361,2103,146,20,65713,325,387,406,356,442,263,10,3,3,2196,660,277,410,500,394,285,40,10,0,2585,991,664,817,862,832,549,49,15,3,4783
