SUA_CODE_2016,D_15_17_FPEAW_MPEFT,D_15_17_FPEAW_MPEPT,D_15_17_FPEAW_MPEAW,D_15_17_FPEAW_MPEHNS,D_15_17_FPEAW_MPET,D_15_17_FPEAW_MPULFTW,D_15_17_FPEAW_MPULPTW,D_15_17_FPEAW_MPUT,D_15_17_FPEAW_MPTLF,D_15_17_FPEAW_MPNLF,D_15_17_FPEAW_MPLFSNS,D_15_17_FPEAW_T,D_15_17_FPHNS_MPEFT,D_15_17_FPHNS_MPEPT,D_15_17_FPHNS_MPEAW,D_15_17_FPHNS_MPEHNS,D_15_17_FPHNS_MPET,D_15_17_FPHNS_MPULFTW,D_15_17_FPHNS_MPULPTW,D_15_17_FPHNS_MPUT,D_15_17_FPHNS_MPTLF,D_15_17_FPHNS_MPNLF,D_15_17_FPHNS_MPLFSNS,D_15_17_FPHNS_T,D_15_17_FPET_MPEFT,D_15_17_FPET_MPEPT,D_15_17_FPET_MPEAW,D_15_17_FPET_MPEHNS,D_15_17_FPET_MPET,D_15_17_FPET_MPULFTW,D_15_17_FPET_MPULPTW,D_15_17_FPET_MPUT,D_15_17_FPET_MPTLF,D_15_17_FPET_MPNLF,D_15_17_FPET_MPLFSNS,D_15_17_FPET_T,D_15_17_FPULFTW_MPEFT,D_15_17_FPULFTW_MPEPT,D_15_17_FPULFTW_MPEAW,D_15_17_FPULFTW_MPEHNS,D_15_17_FPULFTW_MPET,D_15_17_FPULFTW_MPULFTW,D_15_17_FPULFTW_MPULPTW,D_15_17_FPULFTW_MPUT,D_15_17_FPULFTW_MPTLF,D_15_17_FPULFTW_MPNLF,D_15_17_FPULFTW_MPLFSNS,D_15_17_FPULFTW_T,D_15_17_FPULPTW_MPEFT,D_15_17_FPULPTW_MPEPT,D_15_17_FPULPTW_MPEAW,D_15_17_FPULPTW_MPEHNS,D_15_17_FPULPTW_MPET,D_15_17_FPULPTW_MPULFTW,D_15_17_FPULPTW_MPULPTW,D_15_17_FPULPTW_MPUT,D_15_17_FPULPTW_MPTLF,D_15_17_FPULPTW_MPNLF,D_15_17_FPULPTW_MPLFSNS,D_15_17_FPULPTW_T,D_15_17_FPUT_MPEFT,D_15_17_FPUT_MPEPT,D_15_17_FPUT_MPEAW,D_15_17_FPUT_MPEHNS,D_15_17_FPUT_MPET,D_15_17_FPUT_MPULFTW,D_15_17_FPUT_MPULPTW,D_15_17_FPUT_MPUT,D_15_17_FPUT_MPTLF,D_15_17_FPUT_MPNLF,D_15_17_FPUT_MPLFSNS,D_15_17_FPUT_T,D_15_17_FPTLF_MPEFT,D_15_17_FPTLF_MPEPT,D_15_17_FPTLF_MPEAW,D_15_17_FPTLF_MPEHNS,D_15_17_FPTLF_MPET,D_15_17_FPTLF_MPULFTW,D_15_17_FPTLF_MPULPTW,D_15_17_FPTLF_MPUT,D_15_17_FPTLF_MPTLF,D_15_17_FPTLF_MPNLF,D_15_17_FPTLF_MPLFSNS,D_15_17_FPTLF_T,D_15_17_FPNLF_MPEFT,D_15_17_FPNLF_MPEPT,D_15_17_FPNLF_MPEAW,D_15_17_FPNLF_MPEHNS,D_15_17_FPNLF_MPET,D_15_17_FPNLF_MPULFTW,D_15_17_FPNLF_MPULPTW,D_15_17_FPNLF_MPUT,D_15_17_FPNLF_MPTLF,D_15_17_FPNLF_MPNLF,D_15_17_FPNLF_MPLFSNS,D_15_17_FPNLF_T,D_15_17_FPLFSNS_MPEFT,D_15_17_FPLFSNS_MPEPT,D_15_17_FPLFSNS_MPEAW,D_15_17_FPLFSNS_MPEHNS,D_15_17_FPLFSNS_MPET,D_15_17_FPLFSNS_MPULFTW,D_15_17_FPLFSNS_MPULPTW,D_15_17_FPLFSNS_MPUT,D_15_17_FPLFSNS_MPTLF,D_15_17_FPLFSNS_MPNLF,D_15_17_FPLFSNS_MPLFSNS,D_15_17_FPLFSNS_T,D_15_17_FPT_MPEFT,D_15_17_FPT_MPEPT,D_15_17_FPT_MPEAW,D_15_17_FPT_MPEHNS,D_15_17_FPT_MPET,D_15_17_FPT_MPULFTW,D_15_17_FPT_MPULPTW,D_15_17_FPT_MPUT,D_15_17_FPT_MPTLF,D_15_17_FPT_MPNLF,D_15_17_FPT_MPLFSNS,D_15_17_FPT_T,D_18_20_FPEFT_MPEFT,D_18_20_FPEFT_MPEPT,D_18_20_FPEFT_MPEAW,D_18_20_FPEFT_MPEHNS,D_18_20_FPEFT_MPET,D_18_20_FPEFT_MPULFTW,D_18_20_FPEFT_MPULPTW,D_18_20_FPEFT_MPUT,D_18_20_FPEFT_MPTLF,D_18_20_FPEFT_MPNLF,D_18_20_FPEFT_MPLFSNS,D_18_20_FPEFT_T,D_18_20_FPEPT_MPEFT,D_18_20_FPEPT_MPEPT,D_18_20_FPEPT_MPEAW,D_18_20_FPEPT_MPEHNS,D_18_20_FPEPT_MPET,D_18_20_FPEPT_MPULFTW,D_18_20_FPEPT_MPULPTW,D_18_20_FPEPT_MPUT,D_18_20_FPEPT_MPTLF,D_18_20_FPEPT_MPNLF,D_18_20_FPEPT_MPLFSNS,D_18_20_FPEPT_T,D_18_20_FPEAW_MPEFT,D_18_20_FPEAW_MPEPT,D_18_20_FPEAW_MPEAW,D_18_20_FPEAW_MPEHNS,D_18_20_FPEAW_MPET,D_18_20_FPEAW_MPULFTW,D_18_20_FPEAW_MPULPTW,D_18_20_FPEAW_MPUT,D_18_20_FPEAW_MPTLF,D_18_20_FPEAW_MPNLF,D_18_20_FPEAW_MPLFSNS,D_18_20_FPEAW_T,D_18_20_FPHNS_MPEFT,D_18_20_FPHNS_MPEPT,D_18_20_FPHNS_MPEAW,D_18_20_FPHNS_MPEHNS,D_18_20_FPHNS_MPET,D_18_20_FPHNS_MPULFTW,D_18_20_FPHNS_MPULPTW,D_18_20_FPHNS_MPUT,D_18_20_FPHNS_MPTLF,D_18_20_FPHNS_MPNLF,D_18_20_FPHNS_MPLFSNS,D_18_20_FPHNS_T,D_18_20_FPET_MPEFT,D_18_20_FPET_MPEPT,D_18_20_FPET_MPEAW,D_18_20_FPET_MPEHNS,D_18_20_FPET_MPET,D_18_20_FPET_MPULFTW,D_18_20_FPET_MPULPTW,D_18_20_FPET_MPUT,D_18_20_FPET_MPTLF,D_18_20_FPET_MPNLF,D_18_20_FPET_MPLFSNS,D_18_20_FPET_T,D_18_20_FPULFTW_MPEFT,D_18_20_FPULFTW_MPEPT,D_18_20_FPULFTW_MPEAW,D_18_20_FPULFTW_MPEHNS,D_18_20_FPULFTW_MPET,D_18_20_FPULFTW_MPULFTW,D_18_20_FPULFTW_MPULPTW,D_18_20_FPULFTW_MPUT,D_18_20_FPULFTW_MPTLF,D_18_20_FPULFTW_MPNLF,D_18_20_FPULFTW_MPLFSNS,D_18_20_FPULFTW_T,D_18_20_FPULPTW_MPEFT,D_18_20_FPULPTW_MPEPT,D_18_20_FPULPTW_MPEAW,D_18_20_FPULPTW_MPEHNS,D_18_20_FPULPTW_MPET,D_18_20_FPULPTW_MPULFTW,D_18_20_FPULPTW_MPULPTW,D_18_20_FPULPTW_MPUT
1000,205,44,68,3,322,6,0,4,331,23,0,356,91,14,9,149,256,3,0,3,261,21,3,289,12586,1828,321,309,15044,177,47,227,15274,874,15,16163,98,25,10,8,138,50,7,54,191,36,0,236,141,27,4,3,174,15,4,17,197,12,0,212,240,56,12,9,317,64,8,72,390,57,0,445,12830,1885,334,321,15363,238,62,302,15666,929,15,16606,1841,352,83,63,2334,97,16,113,2450,787,10,3254,34,3,4,3,41,0,0,0,44,4,39,90,14694,2241,419,383,17745,341,77,417,18159,1721,69,19949,1250,136,25,12,1425,14,4,18,1443,92,4,1536,1169,198,31,6,1400,17,5,20,1420,93,5,1519,37,10,10,0,54,3,0,3,59,3,0,60,18,4,0,17,47,0,0,0,47,3,0,52,2472,348,67,45,2934,32,8,38,2973,193,9,3176,19,3,0,0,23,8,0,8,32,7,0,41,17,5,0,0,23,3,0,3
1001,15,3,3,0,27,0,0,0,27,0,0,27,9,0,0,5,13,0,0,0,13,0,0,13,1259,121,28,20,1427,16,5,14,1439,59,0,1502,10,0,0,0,7,3,0,5,10,0,0,17,10,0,0,0,16,0,0,3,14,4,0,23,19,0,0,0,26,0,3,6,31,7,0,35,1277,124,25,25,1453,16,3,22,1470,63,0,1541,174,26,10,7,211,3,3,6,220,74,0,294,0,0,0,0,0,0,0,0,0,0,8,8,1453,146,36,28,1661,25,9,34,1694,136,9,1841,142,13,0,3,152,3,0,3,159,7,0,162,165,15,3,0,184,0,3,6,189,4,0,188,0,0,3,0,3,0,0,0,3,3,0,5,4,0,0,0,4,0,0,0,4,0,0,4,305,31,3,3,345,8,3,10,350,11,0,364,4,0,0,0,5,3,0,3,10,0,0,8,3,0,0,0,3,0,0,0
1002,3,0,0,0,5,0,0,0,5,0,0,5,7,0,0,0,4,0,0,0,4,0,0,4,249,55,6,5,314,6,3,10,327,18,0,341,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,4,0,0,4,3,0,0,0,3,0,0,0,4,0,0,4,249,55,6,10,319,8,3,12,334,18,0,350,42,6,0,0,49,3,0,4,57,11,0,66,0,0,0,0,0,0,0,0,0,0,0,0,294,63,6,10,371,11,7,17,388,33,0,419,34,7,0,0,36,0,0,0,35,3,0,39,38,3,0,0,38,0,0,0,43,4,0,45,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,69,4,0,0,78,3,0,3,78,9,0,90,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0
1003,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,5,0,0,0,5,0,0,5,276,66,3,11,356,3,3,9,360,24,0,383,0,0,0,0,0,0,0,0,0,0,0,3,10,3,0,0,11,0,0,0,11,0,0,11,8,3,0,0,13,0,0,0,13,0,0,8,280,67,3,11,366,3,3,9,370,29,0,395,24,9,0,0,28,0,0,4,32,15,0,49,0,0,0,0,0,0,0,0,0,0,0,0,305,75,9,11,394,3,4,6,405,45,0,446,31,5,0,0,39,0,0,0,39,0,0,39,28,4,0,0,37,0,0,0,38,0,0,40,0,0,3,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,64,9,4,0,78,0,0,0,82,0,0,82,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
1004,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,3,3,0,0,0,3,0,0,3,95,36,3,3,133,6,3,9,142,13,0,160,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,7,0,0,0,9,0,0,10,101,36,3,3,137,10,3,12,151,12,0,168,18,7,0,4,33,4,0,4,31,6,0,38,0,0,0,0,0,0,0,0,0,0,0,0,119,43,3,4,170,6,3,9,179,17,0,202,20,3,0,0,22,0,0,0,22,0,0,23,20,4,0,0,20,0,0,0,20,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,8,0,0,38,0,0,0,38,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1005,13,0,0,0,9,0,0,0,9,0,0,16,5,0,0,0,7,0,0,0,7,0,0,7,509,43,10,8,566,9,0,12,574,22,0,601,3,0,0,0,3,0,0,0,3,0,0,3,7,0,0,0,7,0,0,0,7,0,0,5,8,0,0,0,8,0,0,0,8,0,0,15,519,43,10,8,573,9,0,12,589,22,0,613,60,10,0,0,77,4,0,5,82,29,0,109,0,0,0,0,0,0,0,0,0,0,0,0,580,49,10,5,650,17,3,21,672,55,0,722,62,3,0,0,62,0,0,0,66,5,0,70,60,3,0,0,66,0,0,0,66,3,0,68,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,122,6,0,0,133,3,0,3,137,5,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1006,3,0,3,0,11,0,0,0,11,0,0,11,3,0,0,0,6,0,0,0,6,0,0,7,490,63,13,7,574,3,0,3,579,21,0,601,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,8,0,0,10,13,0,0,0,13,0,0,0,13,0,0,9,500,63,13,7,585,3,0,3,589,26,0,615,98,19,0,0,118,0,0,3,123,9,0,129,0,0,0,0,0,0,0,0,0,0,0,0,600,81,13,8,701,8,0,9,704,39,0,749,71,0,0,0,69,0,0,0,69,9,0,77,55,11,3,0,64,0,0,0,64,3,0,66,3,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,3,0,0,0,3,0,0,3,122,13,0,0,142,0,0,0,140,12,0,152,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0
1007,6,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,3,0,0,3,141,19,4,5,166,4,0,4,174,12,0,189,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,4,138,18,4,5,174,4,0,4,175,12,0,193,21,8,0,0,32,0,0,0,35,8,3,44,0,0,0,0,0,0,0,0,0,0,0,0,165,26,7,6,207,7,0,7,209,24,3,233,11,0,0,0,8,0,0,0,8,3,0,10,10,0,0,0,13,0,0,0,13,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,20,0,0,0,20,4,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1008,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,3,5,0,0,0,5,0,0,3,187,34,0,3,223,0,0,3,222,14,0,240,0,0,0,0,0,0,0,0,3,0,0,3,4,0,0,0,3,0,0,0,3,0,0,4,3,0,0,0,5,0,0,0,3,0,0,6,192,34,3,3,228,3,0,4,229,20,0,246,25,7,0,0,30,4,0,4,31,18,0,54,0,0,0,0,0,0,0,0,0,0,0,0,214,36,3,3,254,4,0,7,264,34,0,298,19,0,0,0,22,0,0,0,22,0,0,22,27,9,0,0,35,0,0,0,35,0,0,35,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,42,5,3,0,52,0,0,0,52,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1009,63,10,26,0,96,0,0,4,106,9,0,110,23,3,0,16,46,0,0,5,44,7,0,51,4118,497,74,51,4741,87,15,94,4834,260,6,5100,61,4,3,0,66,11,3,9,74,3,0,77,77,7,0,0,85,8,0,9,92,14,0,101,132,12,3,0,148,15,4,19,166,14,0,177,4253,504,77,51,4883,96,17,117,4995,272,6,5277,793,119,19,18,950,31,9,36,992,189,0,1183,10,3,3,0,10,0,0,0,10,0,12,22,5054,622,97,68,5845,126,25,153,5999,463,22,6481,690,107,14,0,810,17,0,18,830,48,5,876,767,95,12,3,876,14,0,17,891,46,0,934,27,4,10,0,36,0,0,0,36,4,0,45,18,0,0,17,33,0,0,0,33,3,0,34,1495,203,40,20,1754,30,0,31,1791,96,3,1891,20,3,0,0,22,0,3,4,29,0,0,29,23,3,0,0,27,0,0,0
