SUA_CODE_2016,I_4000more_1AW_OthNW,I_4000more_BNW,I_4000more_LFsta_NS,I_4000more_Tot,Part_inc_stated_BE_WFT,Part_inc_stated_BE_WPT,Part_inc_stated_BE_BAW,Part_inc_stated_1EFT_OthPT,Part_inc_stated_1EFT_OthAW,Part_inc_stated_1EFT_OthNW,Part_inc_stated_1EPT_OthAW,Part_inc_stated_1EPT_OthNW,Part_inc_stated_1AW_OthNW,Part_inc_stated_BNW,Part_inc_stated_LFsta_NS,Part_inc_stated_Tot,All_inc_NS_BE_WFT,All_inc_NS_BE_WPT,All_inc_NS_BE_BAW,All_inc_NS_1EFT_OthPT,All_inc_NS_1EFT_OthAW,All_inc_NS_1EFT_OthNW,All_inc_NS_1EPT_OthAW,All_inc_NS_1EPT_OthNW,All_inc_NS_1AW_OthNW,All_inc_NS_BNW,All_inc_NS_LFsta_NS,All_inc_NS_Tot,Tot_BE_WFT,Tot_BE_WPT,Tot_BE_BAW,Tot_1EFT_OthPT,Tot_1EFT_OthAW,Tot_1EFT_OthNW,Tot_1EPT_OthAW,Tot_1EPT_OthNW,Tot_1AW_OthNW,Tot_BNW,Tot_LFsta_NS,Tot_Tot
1000,37,128,20,7142,2675,449,146,2598,271,1213,158,534,147,988,5328,14518,190,32,95,175,24,93,17,33,60,189,287,1189,22247,4865,1179,29941,3293,15037,1335,5234,1340,8729,6010,99210
1001,4,6,3,546,154,33,5,183,24,76,5,38,9,45,484,1052,9,0,5,22,7,9,0,0,9,19,17,98,1930,352,89,3161,374,1501,124,393,96,598,523,9128
1002,0,0,0,171,46,4,0,42,3,18,5,7,0,15,137,279,0,0,0,3,0,0,0,0,0,0,0,8,481,85,20,598,57,323,23,101,19,183,142,2039
1003,3,4,0,168,48,17,3,47,0,18,0,13,3,13,129,286,0,3,3,4,0,0,0,0,0,0,3,16,420,149,27,721,61,290,25,144,34,192,141,2205
1004,3,0,0,46,10,6,0,11,0,9,0,7,4,15,59,131,0,0,0,0,0,0,0,0,0,3,0,17,213,78,9,303,33,166,11,100,14,171,71,1167
1005,0,4,0,272,61,8,0,65,7,35,3,14,0,23,193,415,3,0,0,6,0,3,0,0,0,7,7,29,937,118,23,1145,162,544,34,134,40,248,206,3585
1006,0,5,0,433,101,12,7,101,11,54,6,11,3,34,227,571,10,0,3,7,4,4,0,0,0,0,12,43,838,182,30,1346,120,698,39,164,28,252,254,3965
1007,0,0,3,111,36,5,0,25,3,16,0,12,3,19,110,236,5,0,0,8,0,0,0,0,3,8,7,23,331,47,14,375,52,225,22,94,28,167,119,1484
1008,0,0,0,63,21,7,3,36,3,22,0,7,0,26,92,218,0,0,3,0,0,0,0,0,0,9,3,15,267,70,12,424,32,221,17,81,17,176,91,1411
1009,17,48,0,3098,619,120,46,763,80,406,38,171,63,319,1690,4315,35,13,24,59,3,25,3,10,11,49,90,323,6983,1431,321,11588,1222,6439,385,1784,459,2871,1856,35334
1010,0,10,0,363,118,36,4,128,10,73,12,38,7,66,337,827,3,3,6,8,3,0,0,0,3,12,15,59,1384,386,46,2005,194,1056,78,399,72,652,373,6642
1011,0,4,0,241,89,11,5,82,8,31,0,4,0,23,250,512,5,0,0,6,0,4,0,0,3,8,8,34,1067,126,33,1134,151,544,30,98,35,216,264,3692
1012,0,0,0,61,30,5,0,19,6,12,7,14,3,18,79,188,7,0,3,4,0,0,0,0,0,3,4,18,235,77,15,379,43,177,24,109,20,185,89,1344
1013,0,9,0,155,42,8,7,41,3,20,9,9,3,17,118,269,0,0,3,3,0,0,0,3,0,6,8,24,558,87,12,644,86,376,36,119,36,166,125,2239
1014,0,3,0,58,30,5,3,29,7,19,0,6,0,27,83,204,0,0,0,0,0,0,0,0,3,7,0,13,313,81,4,436,51,275,24,98,23,216,92,1620
