SUA_CODE_2016,F_Vietnam_0_4,F_Vietnam_5_14,F_Vietnam_15_24,F_Vietnam_25_44,F_Vietnam_45_54,F_Vietnam_55_64,F_Vietnam_65_74,F_Vietnam_75_84,F_Vietnam_85ov,F_Vietnam_Tot,F_Wales_0_4,F_Wales_5_14,F_Wales_15_24,F_Wales_25_44,F_Wales_45_54,F_Wales_55_64,F_Wales_65_74,F_Wales_75_84,F_Wales_85ov,F_Wales_Tot,F_Zimbabwe_0_4,F_Zimbabwe_5_14,F_Zimbabwe_15_24,F_Zimbabwe_25_44,F_Zimbabwe_45_54,F_Zimbabwe_55_64,F_Zimbabwe_65_74,F_Zimbabwe_75_84,F_Zimbabwe_85ov,F_Zimbabwe_Tot,F_Elsewhere_0_4,F_Elsewhere_5_14,F_Elsewhere_15_24,F_Elsewhere_25_44,F_Elsewhere_45_54,F_Elsewhere_55_64,F_Elsewhere_65_74,F_Elsewhere_75_84,F_Elsewhere_85ov,F_Elsewhere_Tot,F_COB_NS_0_4,F_COB_NS_5_14,F_COB_NS_15_24,F_COB_NS_25_44,F_COB_NS_45_54,F_COB_NS_55_64,F_COB_NS_65_74,F_COB_NS_75_84,F_COB_NS_85ov,F_COB_NS_Tot,F_Tot_0_4,F_Tot_5_14,F_Tot_15_24,F_Tot_25_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Afghanistan_0_4,P_Afghanistan_5_14,P_Afghanistan_15_24,P_Afghanistan_25_44,P_Afghanistan_45_54,P_Afghanistan_55_64,P_Afghanistan_65_74,P_Afghanistan_75_84,P_Afghanistan_85ov,P_Afghanistan_Tot,P_Australia_0_4,P_Australia_5_14,P_Australia_15_24,P_Australia_25_44,P_Australia_45_54,P_Australia_55_64,P_Australia_65_74,P_Australia_75_84,P_Australia_85ov,P_Australia_Tot,P_Bangladesh_0_4,P_Bangladesh_5_14,P_Bangladesh_15_24,P_Bangladesh_25_44,P_Bangladesh_45_54,P_Bangladesh_55_64,P_Bangladesh_65_74,P_Bangladesh_75_84,P_Bangladesh_85ov,P_Bangladesh_Tot,P_Bosnia_Herzegov_0_4,P_Bosnia_Herzegov_5_14,P_Bosnia_Herzegov_15_24,P_Bosnia_Herzegov_25_44,P_Bosnia_Herzegov_45_54,P_Bosnia_Herzegov_55_64,P_Bosnia_Herzegov_65_74,P_Bosnia_Herzegov_75_84,P_Bosnia_Herzegov_85ov,P_Bosnia_Herzegov_Tot,P_Cambodia_0_4,P_Cambodia_5_14,P_Cambodia_15_24,P_Cambodia_25_44,P_Cambodia_45_54,P_Cambodia_55_64,P_Cambodia_65_74,P_Cambodia_75_84,P_Cambodia_85ov,P_Cambodia_Tot,P_Canada_0_4,P_Canada_5_14,P_Canada_15_24,P_Canada_25_44,P_Canada_45_54,P_Canada_55_64,P_Canada_65_74,P_Canada_75_84,P_Canada_85ov,P_Canada_Tot,P_Chile_0_4,P_Chile_5_14,P_Chile_15_24,P_Chile_25_44,P_Chile_45_54,P_Chile_55_64,P_Chile_65_74,P_Chile_75_84,P_Chile_85ov,P_Chile_Tot,P_China_0_4,P_China_5_14,P_China_15_24,P_China_25_44,P_China_45_54,P_China_55_64,P_China_65_74,P_China_75_84,P_China_85ov,P_China_Tot,P_Croatia_0_4,P_Croatia_5_14,P_Croatia_15_24,P_Croatia_25_44,P_Croatia_45_54,P_Croatia_55_64,P_Croatia_65_74,P_Croatia_75_84,P_Croatia_85ov,P_Croatia_Tot,P_Egypt_0_4,P_Egypt_5_14,P_Egypt_15_24,P_Egypt_25_44,P_Egypt_45_54,P_Egypt_55_64,P_Egypt_65_74,P_Egypt_75_84,P_Egypt_85ov,P_Egypt_Tot,P_England_0_4,P_England_5_14,P_England_15_24,P_England_25_44,P_England_45_54,P_England_55_64,P_England_65_74,P_England_75_84,P_England_85ov,P_England_Tot,P_Fiji_0_4,P_Fiji_5_14,P_Fiji_15_24,P_Fiji_25_44,P_Fiji_45_54,P_Fiji_55_64,P_Fiji_65_74,P_Fiji_75_84,P_Fiji_85ov,P_Fiji_Tot,P_France_0_4,P_France_5_14,P_France_15_24,P_France_25_44,P_France_45_54,P_France_55_64,P_France_65_74,P_France_75_84,P_France_85ov,P_France_Tot,P_Germany_0_4,P_Germany_5_14,P_Germany_15_24,P_Germany_25_44,P_Germany_45_54,P_Germany_55_64,P_Germany_65_74,P_Germany_75_84,P_Germany_85ov,P_Germany_Tot
1000,7,10,27,156,44,28,10,5,0,291,0,3,11,50,75,82,99,49,17,389,0,16,18,57,51,63,26,3,0,235,64,144,195,1060,704,796,775,383,160,4273,1908,4568,4226,10287,7569,8234,6899,4060,2100,49854,26703,62703,50099,104767,71160,77147,61860,31990,14500,500923,0,0,13,44,8,7,3,0,0,74,50591,116513,91188,166935,110576,120985,93899,46271,17524,814476,3,5,10,79,15,6,0,0,0,125,0,0,3,25,16,21,19,19,0,110,3,10,5,44,12,11,6,0,0,97,11,63,97,432,230,259,161,38,14,1308,0,3,5,111,87,75,76,28,5,382,5,63,179,521,297,212,144,56,21,1496,0,0,3,30,81,135,161,113,18,544,0,0,9,59,26,59,104,30,16,303,75,461,642,2705,4860,6160,7888,3858,1152,27795,4,27,38,229,125,132,56,23,9,654,5,39,60,233,137,123,135,40,16,779,9,48,91,447,475,817,1507,619,222,4232
1001,0,0,0,19,0,0,3,0,0,28,0,0,5,3,11,3,9,0,0,35,0,3,3,17,3,0,3,0,0,27,12,53,55,263,95,84,113,91,40,809,181,266,387,825,394,460,374,333,146,3371,2967,5576,5828,11702,5782,5692,4309,2597,1311,45759,0,0,8,7,0,0,0,0,0,14,5585,10216,10452,18253,9143,8732,6040,3176,1451,73041,3,6,3,77,6,0,0,0,0,95,0,0,0,3,3,4,7,10,0,23,0,0,0,12,0,0,0,0,0,10,0,0,7,28,13,18,4,0,0,74,0,0,0,7,5,0,3,3,0,21,3,8,23,99,35,12,11,6,0,188,0,0,0,3,15,26,44,51,16,156,0,3,0,8,0,5,5,0,0,26,10,51,75,221,343,329,367,209,83,1693,0,0,8,28,14,9,5,0,0,67,0,0,4,5,8,7,10,0,0,45,0,9,11,30,34,95,219,98,51,536
1002,0,4,4,18,0,0,0,0,0,30,0,0,0,0,0,0,3,0,4,12,0,0,3,5,0,3,0,0,0,16,14,40,34,114,23,19,18,10,3,272,41,66,212,203,131,103,92,84,40,973,651,1417,2428,2771,1447,1396,1045,702,351,12209,0,0,0,0,0,0,0,0,0,0,1166,2438,3805,3752,2129,2076,1519,947,409,18245,0,6,3,34,5,4,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,11,5,8,3,0,46,0,0,0,3,5,0,0,0,0,6,3,7,147,97,25,0,4,0,0,280,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,19,34,56,71,88,117,64,15,469,0,0,4,9,8,6,0,3,0,30,0,0,0,16,0,4,0,0,0,27,0,4,5,6,18,19,12,7,8,84
1003,0,0,0,4,0,0,0,0,0,10,0,0,0,0,0,3,3,5,0,19,0,0,0,3,3,3,0,0,0,12,3,6,0,44,21,16,19,9,8,134,40,75,52,176,137,143,152,124,125,1025,599,1262,1072,2596,1782,2015,1748,1174,779,13026,0,0,0,0,0,0,0,0,0,0,1088,2355,2021,3903,2612,3086,2577,1574,894,20110,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,3,0,21,11,9,16,3,0,59,0,0,0,3,0,0,0,0,0,7,0,0,3,15,8,4,0,3,0,33,0,0,0,0,0,3,0,3,0,5,0,0,0,0,0,0,0,0,0,8,10,36,20,135,140,112,191,136,62,832,0,0,0,10,4,5,8,3,3,32,0,0,0,17,0,4,3,0,3,25,0,0,3,12,14,11,22,17,4,85
1004,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,8,0,3,14,0,0,0,0,0,3,0,0,0,4,0,0,5,20,16,21,33,22,3,129,25,51,41,119,69,117,146,94,37,694,367,850,651,1427,944,1400,1479,777,384,8277,0,0,0,0,0,0,0,0,0,0,647,1581,1209,2257,1463,1938,1886,919,411,12321,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,6,11,0,0,24,0,0,0,4,0,3,3,0,0,7,0,0,0,11,3,0,4,0,0,21,0,0,0,0,6,7,21,32,3,73,0,0,0,0,0,0,0,0,0,4,0,13,3,29,94,180,261,162,76,826,0,0,0,3,0,0,3,0,0,6,0,0,0,0,4,3,9,3,0,22,0,0,0,0,8,20,54,29,7,114
1005,0,0,0,13,6,0,0,0,0,24,0,0,0,0,6,4,0,3,0,12,0,0,3,0,7,6,0,0,0,14,0,6,18,36,22,11,15,7,8,119,47,109,240,261,137,159,144,142,121,1366,1087,2287,2640,4285,2177,2025,1570,1023,561,17651,0,3,0,9,0,0,0,0,0,9,2139,4384,4651,7401,3423,3242,2300,1306,571,29401,0,3,3,22,0,3,0,0,0,37,0,0,0,0,0,0,3,0,0,9,0,0,0,6,0,0,0,0,0,10,0,4,4,15,12,4,7,0,0,45,0,0,0,3,3,0,3,0,0,5,0,5,17,51,19,14,9,0,0,116,0,0,0,3,4,3,8,0,0,20,0,0,3,11,0,0,3,0,0,16,0,17,45,90,101,128,134,87,28,638,0,0,3,6,7,12,3,0,0,36,0,0,0,5,4,3,0,0,0,20,0,0,0,4,7,10,32,15,3,78
1006,0,0,7,23,0,0,0,0,0,36,0,3,0,5,3,0,13,9,3,38,0,0,0,8,3,0,0,0,0,21,0,7,16,55,47,58,70,29,17,300,43,145,111,257,181,191,218,146,64,1341,952,2369,2063,3795,2630,2691,2895,1684,759,19837,0,0,0,0,0,0,0,0,0,0,1815,4281,3498,5758,3732,3619,3492,2068,823,29093,0,0,0,15,3,0,0,0,0,19,0,0,0,0,3,0,0,0,0,3,0,0,0,4,0,0,0,0,0,11,0,9,4,15,21,21,8,11,0,88,0,0,0,4,14,3,0,0,0,29,0,9,101,30,19,10,10,7,0,198,0,0,0,3,6,7,7,7,0,25,0,0,0,4,0,3,11,4,3,27,6,45,56,167,312,418,577,353,130,2066,0,0,0,18,11,12,5,3,0,48,0,0,3,4,12,8,4,6,0,44,0,3,4,15,15,30,75,35,19,199
1007,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,9,3,0,3,0,0,27,31,50,58,179,86,132,116,77,53,788,478,981,920,2044,1167,1344,1038,716,398,9091,0,0,0,0,0,0,0,0,0,0,911,1823,1763,3415,2009,2282,1670,1011,485,15364,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,9,0,0,0,0,0,0,0,5,3,7,0,0,0,0,0,0,0,0,0,0,0,3,0,24,32,43,35,12,8,154,0,0,0,6,0,0,0,0,0,6,0,0,0,3,0,4,0,0,0,7,0,0,0,0,4,7,17,5,3,33
1008,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,3,4,19,12,4,11,4,60,8,33,18,79,79,99,146,106,73,648,297,870,584,1299,1159,1448,1610,953,358,8580,0,0,0,0,0,0,0,0,0,0,621,1617,1224,2127,1814,2211,2408,1339,424,13786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,6,3,3,0,25,0,0,0,0,0,0,0,0,0,3,0,3,0,4,5,0,3,0,0,25,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,3,0,5,12,33,109,118,240,147,42,699,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,8,3,3,0,14,0,0,0,5,8,14,33,13,7,75
1009,0,12,14,100,29,19,7,0,0,182,0,12,3,46,27,40,58,30,13,231,0,9,19,47,28,14,10,9,0,134,15,87,81,648,407,375,396,240,86,2334,387,807,904,2123,1378,1398,1474,1259,1008,10754,9129,19463,18227,37531,21874,21709,18945,11828,6360,165064,0,0,3,7,5,5,0,3,0,22,17735,36680,33168,58070,31378,30145,24324,14009,6701,252218,0,3,9,43,6,0,0,0,0,70,0,0,3,9,20,7,9,14,0,69,0,0,0,40,11,7,10,0,0,70,3,38,50,187,104,79,55,24,10,542,0,8,5,56,78,43,81,24,9,301,7,72,86,511,278,240,183,76,27,1476,3,0,4,17,41,61,61,62,6,259,0,5,4,40,26,76,110,60,26,338,67,570,567,2055,2612,2726,3170,2172,868,14807,0,9,15,124,81,79,36,25,4,376,0,10,12,81,51,42,46,23,5,272,0,19,24,134,122,169,388,167,116,1147
