SUA_CODE_2016,A25_34_SOLSE_T_06_10,A25_34_SOLSE_T_11,A25_34_SOLSE_T_12,A25_34_SOLSE_T_13,A25_34_SOLSE_T_14,A25_34_SOLSE_T_15,A25_34_SOLSE_T_16,A25_34_SOLSE_T_YNS,A25_34_SOLSE_T_T,A25_34_L_PinE_NS_B00,A25_34_L_PinE_NS_00_05,A25_34_L_PinE_NS_06_10,A25_34_L_PinE_NS_11,A25_34_L_PinE_NS_12,A25_34_L_PinE_NS_13,A25_34_L_PinE_NS_14,A25_34_L_PinE_NS_15,A25_34_L_PinE_NS_16,A25_34_L_PinE_NS_YNS,A25_34_L_PinE_NS_T,A25_34_T_B00,A25_34_T_00_05,A25_34_T_06_10,A25_34_T_11,A25_34_T_12,A25_34_T_13,A25_34_T_14,A25_34_T_15,A25_34_T_16,A25_34_T_YNS,A25_34_T_T,A35_44_SEO_B00,A35_44_SEO_00_05,A35_44_SEO_06_10,A35_44_SEO_11,A35_44_SEO_12,A35_44_SEO_13,A35_44_SEO_14,A35_44_SEO_15,A35_44_SEO_16,A35_44_SEO_YNS,A35_44_SEO_T,A35_44_SOLSE_VWW_B00,A35_44_SOLSE_VWW_00_05,A35_44_SOLSE_VWW_06_10,A35_44_SOLSE_VWW_11,A35_44_SOLSE_VWW_12,A35_44_SOLSE_VWW_13,A35_44_SOLSE_VWW_14,A35_44_SOLSE_VWW_15,A35_44_SOLSE_VWW_16,A35_44_SOLSE_VWW_YNS,A35_44_SOLSE_VWW_T,A35_44_SOLSE_NWNAA_B00,A35_44_SOLSE_NWNAA_00_05,A35_44_SOLSE_NWNAA_06_10,A35_44_SOLSE_NWNAA_11,A35_44_SOLSE_NWNAA_12,A35_44_SOLSE_NWNAA_13,A35_44_SOLSE_NWNAA_14,A35_44_SOLSE_NWNAA_15,A35_44_SOLSE_NWNAA_16,A35_44_SOLSE_NWNAA_YNS,A35_44_SOLSE_NWNAA_T,A35_44_SOLSE_PinE_NS_B00,A35_44_SOLSE_PinE_NS_00_05,A35_44_SOLSE_PinE_NS_06_10,A35_44_SOLSE_PinE_NS_11,A35_44_SOLSE_PinE_NS_12,A35_44_SOLSE_PinE_NS_13,A35_44_SOLSE_PinE_NS_14,A35_44_SOLSE_PinE_NS_15,A35_44_SOLSE_PinE_NS_16,A35_44_SOLSE_PinE_NS_YNS,A35_44_SOLSE_PinE_NS_T,A35_44_SOLSE_T_B00,A35_44_SOLSE_T_00_05,A35_44_SOLSE_T_06_10,A35_44_SOLSE_T_11,A35_44_SOLSE_T_12,A35_44_SOLSE_T_13,A35_44_SOLSE_T_14,A35_44_SOLSE_T_15,A35_44_SOLSE_T_16,A35_44_SOLSE_T_YNS,A35_44_SOLSE_T_T,A35_44_L_PinE_NS_B00,A35_44_L_PinE_NS_00_05,A35_44_L_PinE_NS_06_10,A35_44_L_PinE_NS_11,A35_44_L_PinE_NS_12,A35_44_L_PinE_NS_13,A35_44_L_PinE_NS_14,A35_44_L_PinE_NS_15,A35_44_L_PinE_NS_16,A35_44_L_PinE_NS_YNS,A35_44_L_PinE_NS_T,A35_44_T_B00,A35_44_T_00_05,A35_44_T_06_10,A35_44_T_11,A35_44_T_12,A35_44_T_13,A35_44_T_14,A35_44_T_15,A35_44_T_16,A35_44_T_YNS,A35_44_T_T,A45_54_SEO_B00,A45_54_SEO_00_05,A45_54_SEO_06_10,A45_54_SEO_11,A45_54_SEO_12,A45_54_SEO_13,A45_54_SEO_14,A45_54_SEO_15,A45_54_SEO_16,A45_54_SEO_YNS,A45_54_SEO_T,A45_54_SOLSE_VWW_B00,A45_54_SOLSE_VWW_00_05,A45_54_SOLSE_VWW_06_10,A45_54_SOLSE_VWW_11,A45_54_SOLSE_VWW_12,A45_54_SOLSE_VWW_13,A45_54_SOLSE_VWW_14,A45_54_SOLSE_VWW_15,A45_54_SOLSE_VWW_16,A45_54_SOLSE_VWW_YNS,A45_54_SOLSE_VWW_T,A45_54_SOLSE_NWNAA_B00,A45_54_SOLSE_NWNAA_00_05,A45_54_SOLSE_NWNAA_06_10,A45_54_SOLSE_NWNAA_11,A45_54_SOLSE_NWNAA_12,A45_54_SOLSE_NWNAA_13,A45_54_SOLSE_NWNAA_14,A45_54_SOLSE_NWNAA_15,A45_54_SOLSE_NWNAA_16,A45_54_SOLSE_NWNAA_YNS,A45_54_SOLSE_NWNAA_T,A45_54_SOLSE_PinE_NS_B00,A45_54_SOLSE_PinE_NS_00_05,A45_54_SOLSE_PinE_NS_06_10,A45_54_SOLSE_PinE_NS_11,A45_54_SOLSE_PinE_NS_12,A45_54_SOLSE_PinE_NS_13,A45_54_SOLSE_PinE_NS_14,A45_54_SOLSE_PinE_NS_15,A45_54_SOLSE_PinE_NS_16,A45_54_SOLSE_PinE_NS_YNS,A45_54_SOLSE_PinE_NS_T,A45_54_SOLSE_T_B00,A45_54_SOLSE_T_00_05,A45_54_SOLSE_T_06_10,A45_54_SOLSE_T_11,A45_54_SOLSE_T_12,A45_54_SOLSE_T_13,A45_54_SOLSE_T_14,A45_54_SOLSE_T_15,A45_54_SOLSE_T_16,A45_54_SOLSE_T_YNS,A45_54_SOLSE_T_T,A45_54_L_PinE_NS_B00,A45_54_L_PinE_NS_00_05,A45_54_L_PinE_NS_06_10,A45_54_L_PinE_NS_11,A45_54_L_PinE_NS_12,A45_54_L_PinE_NS_13,A45_54_L_PinE_NS_14,A45_54_L_PinE_NS_15,A45_54_L_PinE_NS_16,A45_54_L_PinE_NS_YNS,A45_54_L_PinE_NS_T,A45_54_T_B00,A45_54_T_00_05,A45_54_T_06_10,A45_54_T_11,A45_54_T_12,A45_54_T_13,A45_54_T_14,A45_54_T_15,A45_54_T_16,A45_54_T_YNS,A45_54_T_T,A55_64_SEO_B00,A55_64_SEO_00_05,A55_64_SEO_06_10,A55_64_SEO_11,A55_64_SEO_12,A55_64_SEO_13,A55_64_SEO_14,A55_64_SEO_15,A55_64_SEO_16,A55_64_SEO_YNS,A55_64_SEO_T,A55_64_SOLSE_VWW_B00,A55_64_SOLSE_VWW_00_05,A55_64_SOLSE_VWW_06_10,A55_64_SOLSE_VWW_11
1000,1021,232,323,364,472,516,319,236,4022,3,3,0,0,0,0,0,0,0,185,193,1378,679,1752,459,557,562,648,719,445,623,7824,3474,1132,832,118,142,92,80,76,49,325,6333,784,629,956,153,196,177,136,116,96,121,3368,30,35,68,16,21,18,19,32,23,20,272,10,12,6,5,0,3,0,3,0,9,53,817,670,1029,180,216,194,154,156,119,148,3688,6,0,4,0,0,0,0,0,0,155,166,4296,1812,1871,293,363,289,236,230,166,625,10182,8980,922,652,111,111,61,52,49,25,519,11481,1615,454,390,49,58,52,46,39,22,95,2823,97,48,70,7,10,8,8,14,13,40,315,22,5,3,0,0,0,0,0,0,3,32,1723,504,463,61,74,59,54,56,33,139,3162,19,0,0,0,0,0,0,0,0,138,158,10726,1422,1115,177,183,117,109,105,58,794,14804,13303,534,286,44,42,39,23,32,14,590,14907,2111,179,102,25
1001,438,80,98,80,67,65,41,12,976,0,0,0,0,0,0,0,0,0,0,0,189,114,527,103,119,94,80,76,48,33,1377,274,95,68,14,17,3,12,13,8,13,519,110,111,332,46,61,22,41,20,27,12,768,3,9,37,29,11,10,12,12,3,0,121,3,0,6,0,0,0,0,0,0,0,6,114,117,367,69,70,31,49,36,24,15,898,0,0,0,0,0,0,0,0,0,0,0,393,211,435,91,83,35,57,47,32,24,1413,641,64,74,9,10,6,7,0,0,26,853,158,58,86,15,15,15,8,9,5,8,364,12,3,31,15,16,13,10,4,3,3,104,0,0,0,0,0,0,0,0,0,0,3,165,62,120,25,23,27,11,13,10,9,473,3,0,0,0,0,0,0,0,0,0,7,812,130,196,34,41,30,22,14,12,42,1327,808,28,22,0,0,0,3,4,0,23,891,225,23,12,4
1002,106,23,52,54,72,141,83,17,575,0,0,0,0,0,0,0,0,0,0,0,53,41,122,25,53,58,79,153,84,23,702,70,28,18,3,9,6,6,4,3,3,148,34,35,88,11,14,30,41,30,15,0,301,4,0,6,0,0,0,3,9,4,7,31,0,0,0,0,0,0,0,0,0,0,3,37,36,97,12,17,31,43,38,24,7,334,0,0,0,0,0,0,0,0,0,0,0,103,68,112,16,20,32,49,41,21,11,483,170,32,15,6,9,3,0,0,3,7,238,53,31,40,4,10,4,9,6,6,0,158,3,0,3,3,0,0,0,0,0,3,21,0,0,0,0,0,0,0,0,0,0,0,58,36,44,8,10,4,9,10,6,5,172,0,0,0,0,0,0,0,0,0,0,0,222,63,57,14,13,10,7,9,6,12,412,227,11,12,0,3,0,0,0,0,3,257,61,8,9,0
1003,57,3,9,13,7,9,3,11,133,0,0,0,0,0,0,0,0,0,0,0,51,28,100,16,19,23,16,11,3,11,287,120,65,68,4,7,9,0,4,0,10,289,32,34,53,4,11,4,3,0,0,4,146,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,31,34,53,4,11,4,3,3,0,4,152,0,0,0,0,0,0,0,0,0,0,0,150,99,121,8,25,11,3,5,0,17,441,270,37,21,0,4,0,0,4,0,9,347,51,16,11,0,3,3,0,0,0,4,94,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,55,18,11,0,3,3,0,0,0,4,99,0,0,0,0,0,0,0,0,0,0,0,323,57,29,3,10,3,5,3,0,19,452,321,10,11,3,3,0,0,0,0,16,364,37,0,3,0
1004,18,0,3,6,3,3,6,3,50,0,0,0,0,0,0,0,0,0,0,0,18,12,23,3,3,8,3,5,9,7,96,48,13,12,0,5,0,6,0,0,3,94,13,11,26,0,0,5,3,3,0,0,63,0,0,4,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,4,17,11,27,0,0,5,5,6,3,0,72,0,0,0,0,0,0,0,0,0,0,0,62,31,38,0,5,6,10,6,3,3,166,155,13,9,0,9,0,3,0,0,5,198,39,8,0,0,0,0,0,0,0,0,58,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,47,8,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,199,19,12,3,9,0,5,0,0,9,258,346,5,5,0,3,0,6,0,0,13,381,64,0,0,0
1005,87,12,15,15,24,24,11,10,235,0,0,0,0,0,0,0,0,0,47,47,67,23,125,19,24,24,25,23,15,54,410,118,41,30,5,6,3,6,3,6,5,223,43,38,71,17,11,13,8,10,3,3,217,0,9,3,5,0,0,3,0,0,0,22,0,0,0,0,0,0,0,0,0,0,3,43,41,69,23,11,10,16,12,4,4,237,0,0,0,0,0,0,0,0,0,28,30,161,85,100,32,16,16,20,18,13,37,494,226,20,25,9,0,13,3,0,0,10,304,78,32,23,3,6,5,0,0,0,3,162,7,0,3,3,0,0,3,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,91,32,24,3,6,3,3,0,5,3,178,0,0,0,0,0,0,0,0,0,15,13,315,52,53,11,9,13,10,0,5,25,496,290,13,11,0,5,0,0,0,3,9,326,57,4,8,0
1006,159,22,25,18,17,17,10,7,316,0,0,0,0,0,0,0,0,0,0,0,67,29,191,30,33,23,28,24,19,6,454,210,78,49,0,9,3,3,0,0,10,371,56,31,77,3,6,3,9,5,5,9,205,0,6,0,7,0,0,0,3,0,3,20,0,0,0,0,0,0,0,0,0,0,0,58,29,77,7,6,3,8,7,9,9,225,0,0,0,0,0,0,0,0,0,0,0,276,106,129,9,11,3,11,8,6,22,590,553,44,37,9,0,0,8,0,3,24,674,112,25,30,3,0,4,5,0,0,0,170,11,3,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,3,123,22,32,3,0,4,3,0,0,5,192,0,0,0,0,0,0,0,0,0,0,0,676,70,66,5,3,3,14,0,3,31,870,811,24,7,0,0,0,0,0,0,18,863,135,11,7,0
1007,18,9,4,8,3,3,3,0,57,0,0,0,0,0,0,0,0,0,9,9,22,12,25,5,11,11,10,3,3,6,109,27,9,5,0,3,3,0,0,0,0,44,5,11,29,3,10,0,0,9,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,29,3,9,0,0,9,0,3,68,0,0,0,0,0,0,0,0,0,3,3,29,12,30,3,14,8,0,9,0,5,110,65,6,8,0,0,3,0,0,0,0,85,13,8,11,3,4,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,13,8,13,3,4,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,77,12,21,3,4,7,0,0,0,0,129,86,10,3,3,0,0,0,0,0,4,104,12,0,0,0
1008,14,3,4,3,0,0,0,3,29,0,0,0,0,0,0,0,0,0,0,0,10,6,21,5,5,4,4,0,3,3,58,34,17,5,0,0,0,0,0,0,4,73,9,6,7,3,0,3,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,6,9,3,0,3,0,0,0,3,29,0,0,0,0,0,0,0,0,0,0,0,45,20,13,3,0,4,0,0,0,11,105,177,14,16,3,4,0,0,3,0,6,231,15,7,0,0,0,0,0,0,0,0,23,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,17,7,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,196,23,12,3,4,0,0,5,0,6,254,240,12,0,0,0,0,0,0,0,14,270,21,4,6,0
1009,659,139,165,160,146,134,78,72,2023,0,0,0,0,0,0,0,0,0,8,12,1178,472,1060,221,273,247,225,194,116,159,4142,2015,754,637,98,108,61,58,47,20,108,3919,586,552,711,121,108,85,70,58,25,47,2366,25,41,57,9,17,14,9,12,12,11,201,8,5,5,0,0,0,0,0,0,0,17,616,603,777,124,121,99,80,69,37,61,2581,3,0,3,0,0,0,0,0,0,12,10,2631,1360,1422,225,233,165,141,112,56,180,6515,4524,638,422,59,39,28,23,24,12,166,5939,1181,334,240,40,27,31,23,25,5,42,1953,69,37,63,10,0,14,4,6,6,23,230,12,0,3,0,0,0,0,0,0,0,17,1260,368,305,49,33,41,32,30,13,71,2197,3,0,0,0,0,0,0,0,0,7,19,5790,1006,729,107,74,73,55,55,29,249,8157,5616,233,139,18,24,22,14,20,3,156,6241,1369,78,55,8
