region_id,Median_age_persons,Median_mortgage_repay_monthly,Median_Tot_prsnl_inc_weekly,Median_rent_weekly_,Median_Tot_fam_inc_weekly,Average_num_psns_per_bedroom,Median_Tot_hhd_inc_weekly,Average_household_size
LGA11860,41,1018,472,0,1015,1.1,951,2.7
LGA12000,43,1192,452,125,1037,1.1,857,2.6
LGA12050,43,1300,534,180,1254,1.1,943,2.3
LGA12150,41,790,437,120,976,1.1,816,2.4
LGA12200,47,1083,425,150,1026,1.1,768,2.3
LGA12300,47,1300,469,180,1093,1.1,873,2.3
LGA12350,45,1098,412,155,1003,1.1,785,2.3
LGA12500,44,1083,479,150,1169,1.0,856,2.2
LGA12600,36,1500,577,200,1340,1.1,1096,2.6
LGA12700,44,1647,484,185,1278,1.1,1005,2.5
LGA12750,50,1430,424,220,939,1.1,784,2.3
LGA12850,36,1800,369,280,1065,1.2,1022,3.2
LGA12900,41,1127,460,150,1010,1.1,832,2.4
LGA12950,44,953,418,125,932,1.1,771,2.4
LGA13010,46,1083,395,155,915,1.1,734,2.3
LGA13050,50,1517,422,165,971,1.1,810,2.3
LGA13100,42,1950,534,280,1395,1.1,1089,2.5
LGA13310,41,1517,516,185,1281,1.1,981,2.4
LGA13320,52,1395,395,220,881,1.1,729,2.2
LGA13340,43,1200,479,150,1181,1.1,943,2.5
LGA13380,46,1300,395,200,930,1.1,770,2.4
LGA13450,36,1517,531,180,1288,1.1,1065,2.7
LGA13500,42,1186,470,140,1130,1.1,907,2.5
LGA13550,40,1300,485,190,1200,1.1,937,2.5
LGA13650,41,1083,418,150,985,1.1,805,2.5
LGA13660,45,928,387,100,907,1.1,726,2.3
LGA13700,47,1083,424,140,1030,1.1,763,2.4
LGA13800,36,2029,622,280,1598,1.1,1385,2.8
LGA13850,43,1083,441,125,981,1.1,805,2.4
LGA13950,34,2058,517,330,1353,1.2,1209,2.8
LGA14000,39,2400,682,400,2119,1.1,1824,2.9
LGA14100,42,3000,820,390,2715,1.1,2178,2.6
LGA14150,37,2167,540,350,1475,1.2,1284,2.8
LGA14200,41,1200,430,160,963,1.1,792,2.5
LGA14250,45,1000,449,80,1068,1.1,856,2.5
LGA14300,39,1192,472,155,1142,1.1,895,2.5
LGA14350,45,1300,386,190,902,1.1,748,2.4
LGA14400,45,2000,564,300,1522,1.1,1234,2.5
LGA14450,37,2167,605,380,1667,1.2,1463,2.8
LGA14500,41,3000,814,575,2679,1.1,2508,2.9
LGA14550,45,1083,376,170,883,1.1,714,2.4
LGA14600,40,867,445,110,985,1.1,846,2.4
LGA14650,41,1733,520,255,1396,1.1,1117,2.5
LGA14700,37,2734,970,420,2637,1.1,2181,2.5
LGA14750,36,1300,478,160,1195,1.1,966,2.5
LGA14800,37,3000,1086,480,2738,1.1,2234,2.3
LGA14850,40,1495,469,224,1123,1.1,907,2.4
LGA14870,42,1452,450,170,1190,1.1,896,2.3
LGA14900,33,2167,510,295,1401,1.2,1299,3.2
LGA14920,44,1083,433,150,988,1.1,797,2.4
LGA14950,44,997,456,100,1069,1.1,868,2.5
LGA15050,36,1733,562,259,1555,1.1,1292,2.7
LGA15150,37,3033,985,520,2649,1.1,2221,2.5
LGA15200,36,2485,772,370,1964,1.2,1605,2.3
LGA15270,41,1551,449,200,1204,1.1,929,2.4
LGA15300,35,1300,558,140,1253,1.1,1053,2.5
LGA15350,40,3033,1117,473,2838,1.1,2465,2.3
LGA15500,47,1435,463,200,1043,1.1,845,2.3
LGA15550,38,1062,508,140,1109,1.1,894,2.5
LGA15650,34,1733,619,230,1697,1.1,1399,2.6
LGA15700,49,1200,377,195,853,1.1,700,2.3
LGA15750,39,1300,520,140,1246,1.1,982,2.5
LGA15800,43,1075,453,140,1013,1.1,810,2.4
LGA15850,39,1083,492,145,1084,1.1,850,2.5
LGA15900,37,1777,563,275,1530,1.1,1165,2.4
LGA15950,36,2700,1216,480,2768,1.2,2205,2.0
LGA16100,41,1517,525,170,1272,1.1,988,2.5
LGA16150,36,1625,582,230,1472,1.1,1161,2.5
LGA16180,41,2165,824,250,2104,1.1,1813,2.7
LGA16200,39,1300,456,150,1131,1.1,882,2.5
LGA16250,33,2063,544,340,1451,1.2,1288,2.7
LGA16350,34,1983,623,300,1582,1.1,1398,2.9
LGA16370,42,3000,754,498,2137,1.1,1819,2.7
LGA16380,47,1650,447,250,1008,1.1,837,2.3
LGA16400,42,1725,498,250,1246,1.1,999,2.5
LGA16470,35,2000,842,285,2066,1.1,1657,2.5
LGA16550,35,2600,718,440,2066,1.2,1577,2.4
LGA16610,42,1300,407,200,956,1.1,789,2.4
LGA16650,36,2167,555,370,1443,1.2,1276,2.7
LGA16700,36,2329,635,370,1841,1.2,1466,2.6
LGA16900,37,1900,479,250,1346,1.1,1126,2.7
LGA16950,46,1517,426,220,984,1.1,822,2.3
LGA17000,35,2000,640,260,1927,1.1,1692,2.7
LGA17050,38,1517,634,230,1405,1.1,1154,2.4
LGA17100,33,2195,558,400,1595,1.3,1421,2.9
LGA17150,39,2400,718,370,2014,1.1,1674,2.7
LGA17200,32,2539,888,465,2273,1.3,1639,1.9
LGA17310,39,1430,515,200,1181,1.1,958,2.5
LGA17350,44,1083,416,132,978,1.1,779,2.3
LGA17400,47,1083,377,150,865,1.1,694,2.3
LGA17420,38,2570,719,450,2188,1.1,2044,3.1
LGA17450,44,1083,473,150,1108,1.1,884,2.3
LGA17500,41,1300,480,165,1208,1.1,942,2.4
LGA17550,45,1733,442,295,1045,1.1,845,2.4
LGA17620,39,1600,552,170,1392,1.1,1071,2.4
LGA17640,46,1460,492,140,1192,1.1,943,2.4
LGA17650,43,1230,481,150,1128,1.1,933,2.6
LGA17700,45,500,390,80,854,1.1,721,2.4
LGA17750,34,1549,586,220,1418,1.1,1149,2.5
LGA17800,48,960,414,120,985,1.1,810,2.4
LGA17850,44,867,459,100,1077,1.1,826,2.4
LGA17900,41,810,386,100,959,1.1,706,2.3
LGA17950,42,900,498,110,1128,1.1,874,2.4
LGA18000,38,2600,745,440,2080,1.1,1722,2.7
LGA18020,45,870,380,120,869,1.1,689,2.4
LGA18050,35,3000,973,500,2496,1.2,1912,2.3
LGA18100,47,867,383,105,874,1.1,717,2.3
LGA18150,41,1200,411,130,950,1.1,765,2.4
LGA18200,42,1200,473,150,1095,1.1,886,2.5
LGA18250,37,2817,858,490,2479,1.2,1996,2.6
LGA18350,45,1873,548,260,1348,1.1,1094,2.5
LGA18400,36,2167,617,270,1661,1.1,1478,3.0
LGA18450,38,1950,489,250,1426,1.1,1101,2.5
LGA18500,38,3234,1145,550,2832,1.1,2398,2.3
LGA18550,40,1733,469,260,1171,1.1,934,2.5
LGA18710,40,2000,756,250,1917,1.1,1625,2.7
LGA18750,40,1257,439,180,995,1.1,808,2.5
LGA19399,45,1040,549,53,1145,1.1,955,2.3
LGA19499,37,0,349,0,0,0,0,0
