SED_CODE_2021,Philippines_Before_1951,Philippines_1951_1960,Philippines_1961_1970,Philippines_1971_1980,Philippines_1981_1990,Philippines_1991_2000,Philippines_2001_2010,Philippines_2011_2015,Philippines_2016,Philippines_2017,Philippines_2018,Philippines_2019,Philippines_2020,Philippines_2021,Philippines_Yr_arrival_ns,Philippines_Tot,Poland_Before_1951,Poland_1951_1960,Poland_1961_1970,Poland_1971_1980,Poland_1981_1990,Poland_1991_2000,Poland_2001_2010,Poland_2011_2015,Poland_2016,Poland_2017,Poland_2018,Poland_2019,Poland_2020,Poland_2021,Poland_Yr_arrival_NS,Poland_Tot,Singapore_Before_1951,Singapore_1951_1960,Singapore_1961_1970,Singapore_1971_1980,Singapore_1981_1990,Singapore_1991_2000,Singapore_2001_2010,Singapore_2011_2015,Singapore_2016,Singapore_2017,Singapore_2018,Singapore_2019,Singapore_2020,Singapore_2021,Singapore_Yr_arrival_ns,Singapore_Tot,South_Africa_Before_1951,South_Africa_1951_1960,South_Africa_1961_1970,South_Africa_1971_1980,South_Africa_1981_1990,South_Africa_1991_2000,South_Africa_2001_2010,South_Africa_2011_2015,South_Africa_2016,South_Africa_2017,South_Africa_2018,South_Africa_2019,South_Africa_2020,South_Africa_2021,South_Africa_Yr_arrival_ns,South_Africa_Tot,Sri_Lanka_Before_1951,Sri_Lanka_1951_1960,Sri_Lanka_1961_1970,Sri_Lanka_1971_1980,Sri_Lanka_1981_1990,Sri_Lanka_1991_2000,Sri_Lanka_2001_2010,Sri_Lanka_2011_2015,Sri_Lanka_2016,Sri_Lanka_2017,Sri_Lanka_2018,Sri_Lanka_2019,Sri_Lanka_2020,Sri_Lanka_2021,Sri_Lanka_Yr_arrival_ns,Sri_Lanka_Tot,Taiwan_Before_1951,Taiwan_1951_1960,Taiwan_1961_1970,Taiwan_1971_1980,Taiwan_1981_1990,Taiwan_1991_2000,Taiwan_2001_2010,Taiwan_2011_2015,Taiwan_2016,Taiwan_2017,Taiwan_2018,Taiwan_2019,Taiwan_2020,Taiwan_2021,Taiwan_Yr_arrival_ns,Taiwan_Tot,Thailand_Before_1951,Thailand_1951_1960,Thailand_1961_1970,Thailand_1971_1980,Thailand_1981_1990,Thailand_1991_2000,Thailand_2001_2010,Thailand_2011_2015,Thailand_2016,Thailand_2017,Thailand_2018,Thailand_2019,Thailand_2020,Thailand_2021,Thailand_Yr_arrival_ns,Thailand_Tot,United_Kingdom_Before_1951,United_Kingdom_1951_1960,United_Kingdom_1961_1970,United_Kingdom_1971_1980,United_Kingdom_1981_1990,United_Kingdom_1991_2000,United_Kingdom_2001_2010,United_Kingdom_2011_2015,United_Kingdom_2016,United_Kingdom_2017,United_Kingdom_2018,United_Kingdom_2019,United_Kingdom_2020,United_Kingdom_2021,United_Kingdom_Yr_arrival_ns,United_Kingdom_Tot,USA_Before_1951,USA_1951_1960,USA_1961_1970,USA_1971_1980,USA_1981_1990,USA_1991_2000,USA_2001_2010,USA_2011_2015,United_States_America_2016,United_States_America_2017,United_States_America_2018,United_States_America_2019,United_States_America_2020,United_States_America_2021,USA_year_of_arrival_ns,USA_Total,Vietnam_Before_1951,Vietnam_1951_1960,Vietnam_1961_1970,Vietnam_1971_1980,Vietnam_1981_1990,Vietnam_1991_2000,Vietnam_2001_2010,Vietnam_2011_2015,Vietnam_2016,Vietnam_2017,Vietnam_2018,Vietnam_2019,Vietnam_2020,Vietnam_2021,Vietnam_Yr_arrival_NS,Vietnam_Tot,Born_elsewhere_Before_1951,Born_elsewhere_1951_1960,Born_elsewhere_1961_1970,Born_elsewhere_1971_1980,Born_elsewhere_1981_1990,Born_elsewhere_1991_2000,Born_elsewhere_2001_2010,Born_elsewhere_2011_2015,Born_elsewhere_2016,Born_elsewhere_2017,Born_elsewhere_2018,Born_elsewhere_2019,Born_elsewhere_2020,Born_elsewhere_2021,Born_elsewhere_Yr_arrival_ns,Born_elsewhere_Tot,Tot_Before_1951,Tot_1951_1960,Tot_1961_1970,Tot_1971_1980,Tot_1981_1990,Tot_1991_2000,Tot_2001_2010,Tot_2011_2015,Tot_2016,Tot_2017,Tot_2018,Tot_2019,Tot_2020,Tot_2021,Tot_Yr_arrival_NS,Tot_Tot
SED10025,0,0,4,60,163,122,139,106,30,29,56,73,22,0,14,815,12,7,13,16,42,14,31,17,3,3,11,0,0,0,0,173,0,5,4,37,46,36,55,24,7,11,3,8,11,8,4,257,0,4,14,53,78,93,111,34,18,22,22,20,0,9,12,487,0,0,9,40,114,68,51,28,5,6,8,6,4,0,6,342,0,0,0,0,50,52,50,44,9,18,4,16,3,0,0,257,0,0,0,11,34,53,93,64,23,13,15,9,4,3,4,326,44,127,326,273,276,289,526,315,54,60,67,39,18,11,59,2471,0,0,10,43,28,61,68,50,22,28,20,22,24,3,14,396,0,0,0,194,226,68,46,53,18,17,19,25,9,0,18,696,69,139,382,628,475,524,649,511,188,201,234,238,58,20,62,4376,276,1693,3033,2661,3807,3971,6090,4112,1062,1100,1102,1252,475,168,659,31451
SED10026,0,0,0,9,31,40,91,111,26,21,56,83,12,0,17,496,0,4,3,4,7,0,3,0,0,0,0,0,0,0,0,26,0,0,0,3,0,3,4,0,0,0,0,6,0,0,0,24,0,0,8,6,21,23,63,36,8,5,19,9,7,6,4,198,0,3,0,4,10,14,51,54,13,6,19,12,10,0,4,196,0,0,0,0,0,0,4,11,0,3,8,4,0,0,8,41,0,0,0,3,4,10,20,21,3,12,5,7,4,5,5,90,58,146,391,168,99,48,121,87,20,8,32,19,10,6,68,1290,0,0,13,19,20,11,26,11,0,5,10,8,3,5,4,132,0,0,0,4,5,16,12,19,9,0,0,0,6,0,19,86,26,47,100,81,40,49,152,113,38,27,41,66,25,26,59,882,134,380,705,488,491,385,1213,1243,384,402,396,391,147,92,377,7229
SED10027,0,0,7,51,202,170,233,131,20,35,42,55,11,3,10,968,8,10,9,6,39,15,12,4,0,0,10,0,0,0,0,123,0,3,5,14,21,21,34,12,3,0,0,4,0,0,0,109,0,0,3,33,47,38,43,22,0,6,10,0,5,0,4,205,0,3,6,18,31,25,22,17,0,0,0,0,3,0,0,122,0,0,0,3,15,14,25,25,5,5,10,0,0,0,8,106,0,0,3,10,28,42,80,33,0,3,4,5,0,0,18,245,42,100,266,167,123,90,143,105,22,14,8,16,7,4,47,1155,0,0,9,11,16,27,43,30,0,7,18,0,6,0,3,166,0,0,9,469,1345,815,657,504,128,117,86,90,48,21,136,4428,68,139,338,627,685,681,764,471,155,128,92,105,39,10,106,4396,237,782,2139,3193,5041,4674,5783,3079,662,685,572,610,246,77,712,28486
SED10028,0,0,8,80,155,132,119,142,25,42,64,67,30,12,20,891,5,0,5,16,69,19,11,0,0,3,0,4,0,0,8,134,3,7,9,55,113,80,170,92,27,27,9,22,14,4,14,641,0,0,17,65,86,161,319,112,43,41,24,57,33,8,8,978,0,4,12,62,379,443,413,150,41,24,43,48,16,15,35,1670,0,0,0,5,170,226,137,68,19,20,29,17,16,5,14,734,0,0,0,7,33,42,54,34,11,11,7,15,0,0,4,229,49,169,393,317,274,287,466,217,22,39,34,42,26,5,114,2441,0,3,16,27,29,49,120,75,21,22,21,20,6,0,7,410,0,0,6,211,163,57,66,42,18,23,34,20,11,0,13,656,73,80,174,299,402,438,507,297,85,118,95,97,53,8,58,2790,222,599,1269,2227,6254,7979,11512,6166,1579,1739,1683,1873,812,299,825,45039
SED10029,0,0,0,48,261,263,178,157,33,25,43,58,9,0,36,1110,14,5,17,26,60,18,7,0,0,3,0,0,0,0,6,149,0,0,0,11,15,5,10,3,0,0,0,3,0,0,0,38,0,0,5,11,9,0,8,0,0,3,0,0,0,0,0,37,0,0,13,8,19,22,18,15,0,0,0,13,0,0,6,115,0,0,0,0,27,13,7,16,4,5,3,0,0,0,0,82,0,0,5,19,169,90,169,103,23,8,10,14,0,0,19,630,17,61,175,63,43,14,21,5,0,0,0,4,4,0,25,442,0,0,0,0,3,8,27,18,3,3,3,11,6,0,0,102,3,3,11,1391,4140,2879,1896,1373,315,281,265,269,169,44,535,13581,65,177,502,1549,2273,1924,1486,1372,1544,869,530,399,89,15,335,13125,169,636,1835,4254,8772,8738,8738,6913,3663,2536,1690,2663,783,108,1621,53117
SED10030,0,0,5,37,146,122,135,151,37,45,42,49,37,8,14,830,3,4,8,11,57,17,24,13,4,0,0,3,0,0,9,141,0,4,3,10,8,9,16,14,0,0,5,0,0,0,0,71,0,9,10,41,76,71,143,59,40,8,7,4,23,0,3,500,0,0,13,8,23,6,11,20,0,3,0,4,0,0,3,95,0,0,0,0,8,10,20,8,3,0,4,0,0,0,4,54,0,0,0,4,9,37,105,65,32,9,15,4,5,0,12,304,91,346,941,596,559,427,786,345,37,35,35,41,24,10,153,4418,0,3,30,43,49,55,81,58,25,10,5,9,7,0,13,380,0,0,0,17,26,10,25,24,7,0,0,5,0,0,0,124,48,108,273,334,303,287,479,310,59,54,46,52,31,9,68,2468,236,844,1756,1698,2048,1794,3210,1924,451,414,396,384,208,41,448,15843
SED10031,0,0,3,19,56,32,66,115,25,15,27,31,4,4,9,396,9,6,4,10,28,3,9,0,0,0,0,0,0,0,4,62,0,4,9,12,10,6,9,0,3,0,0,0,0,0,0,46,0,6,14,31,36,46,88,23,11,0,0,15,8,0,10,281,0,4,4,3,3,12,17,9,0,0,6,4,0,0,3,74,0,0,0,0,8,12,25,5,0,0,0,0,0,0,0,59,0,0,0,0,8,15,41,23,3,3,3,8,4,3,8,135,116,351,877,578,410,213,340,141,18,17,13,26,12,0,152,3244,0,0,22,44,37,41,66,31,4,4,0,4,3,3,13,279,0,0,0,12,7,5,7,10,4,0,0,7,0,3,5,77,35,106,201,247,144,89,208,96,24,27,19,59,10,31,73,1383,235,782,1559,1405,1199,813,1424,881,172,178,192,330,101,73,439,9780
SED10032,0,0,10,81,385,361,458,310,83,59,115,179,34,6,43,2127,7,5,9,13,49,17,13,8,0,0,3,0,0,0,6,126,4,0,0,11,20,13,27,12,7,4,7,3,0,0,6,112,0,0,6,13,26,26,24,10,4,5,10,8,4,0,0,124,0,0,0,17,165,300,315,171,27,30,29,29,11,0,19,1114,0,0,0,0,17,27,40,34,10,19,13,29,10,0,7,211,0,0,0,7,37,52,95,91,30,9,18,5,8,0,9,365,22,60,184,96,44,41,51,25,12,5,13,6,0,0,14,578,0,0,0,3,11,17,34,29,8,0,10,19,8,6,0,151,0,0,0,288,426,182,147,121,21,18,25,30,7,5,39,1308,89,217,527,836,909,1295,1396,932,394,396,342,343,90,49,161,7968,193,741,2337,3231,4956,6653,11480,8864,2648,3140,3940,3767,1297,441,1169,54855
SED10033,0,0,4,33,72,77,67,56,19,4,18,17,3,0,12,379,0,5,6,7,22,17,6,0,0,0,0,0,0,0,5,63,0,0,5,12,13,10,11,0,0,3,0,0,0,6,0,56,0,0,8,38,39,76,157,42,8,9,12,0,0,0,4,392,0,0,3,13,16,17,15,9,8,3,5,5,0,8,0,95,0,0,0,3,10,14,9,4,0,0,0,0,0,0,0,47,0,0,0,8,8,22,29,20,10,8,3,5,0,0,0,109,73,239,914,473,410,223,370,136,25,21,14,15,8,0,113,3041,0,0,23,19,21,33,41,29,8,3,4,5,6,4,5,204,0,0,5,11,10,13,16,15,8,5,0,0,0,0,3,84,81,220,373,304,259,171,173,72,24,26,32,31,3,0,52,1819,263,923,1959,1429,1458,1250,1442,853,240,223,223,182,63,20,330,10854
SED10034,0,0,9,34,97,45,68,75,15,28,20,32,3,0,11,431,3,0,0,10,57,16,20,27,0,0,0,0,0,0,0,146,0,0,4,12,9,8,20,0,7,0,3,0,6,0,3,77,0,5,15,44,91,92,139,44,18,8,11,22,0,7,6,498,0,0,0,5,9,13,7,4,0,0,0,0,0,0,0,57,0,0,0,0,15,6,15,7,0,0,0,0,0,0,5,52,0,0,4,4,8,19,61,51,13,0,9,7,0,0,3,180,92,257,687,467,426,321,668,316,42,25,23,25,14,10,95,3455,5,0,19,35,29,52,78,63,10,11,5,13,7,0,6,336,0,0,0,22,38,23,24,18,13,7,8,7,0,0,10,161,42,96,236,337,323,335,499,285,70,41,46,55,13,4,39,2430,221,673,1530,1426,1838,1706,2699,1401,270,204,213,237,62,37,309,12829
SED10035,0,0,8,76,381,264,302,271,93,89,106,158,29,7,33,1830,3,7,10,15,62,34,37,75,15,19,23,47,3,6,12,364,0,0,12,23,60,88,149,104,33,35,65,37,31,20,4,656,0,0,8,46,120,188,217,79,33,23,21,30,20,10,3,805,0,0,3,6,53,63,66,38,8,16,19,13,12,4,3,319,0,0,0,9,56,88,131,115,34,31,42,70,16,3,14,603,0,0,0,16,106,159,352,241,74,60,57,58,21,8,28,1194,20,89,304,263,347,513,971,1261,398,392,430,452,143,31,77,5695,0,0,6,35,46,87,182,180,62,66,77,89,53,13,21,910,0,3,8,157,256,116,185,157,60,82,76,92,43,9,29,1271,39,176,491,996,930,1317,1509,1740,726,923,1237,1276,438,71,210,12073,132,836,2155,2767,4792,6358,10427,10394,3565,4102,4727,5339,2010,416,1101,59113
SED10036,0,0,5,60,517,410,286,127,30,29,30,44,14,4,21,1578,8,3,13,24,144,40,15,11,0,0,0,0,0,0,8,262,0,0,4,9,19,11,23,7,0,0,0,0,0,0,0,85,0,0,7,37,97,80,71,27,11,4,4,3,3,0,7,346,0,0,14,18,65,68,55,8,0,0,0,0,0,0,5,254,0,0,0,0,16,12,12,11,0,5,0,0,0,0,0,62,0,0,0,13,66,49,67,23,4,0,3,6,8,0,10,252,31,106,358,216,153,78,145,84,13,7,15,14,18,3,81,1315,0,4,11,8,17,23,49,34,3,12,6,4,17,0,3,191,0,0,0,215,744,456,378,210,43,30,37,59,25,3,73,2268,28,125,475,984,1217,1652,1271,671,190,166,158,127,52,9,186,7316,169,770,2006,2824,5519,6683,7573,3703,1009,747,682,773,264,69,878,33653
SED10037,0,0,10,62,182,191,290,286,91,70,77,95,35,10,18,1414,0,5,9,21,122,41,28,12,7,6,0,6,0,0,3,265,0,3,13,22,48,60,86,43,5,4,7,7,0,0,4,316,0,0,21,68,106,226,294,147,61,41,16,23,3,10,8,1037,0,4,11,32,107,131,154,51,12,11,10,18,5,0,0,549,0,0,0,3,65,94,64,43,6,0,4,12,5,0,3,308,0,0,5,14,32,41,121,64,16,9,12,20,14,0,5,345,91,221,729,539,546,523,918,365,54,38,23,29,15,10,77,4167,4,3,28,55,55,67,132,74,15,19,10,13,0,0,3,483,0,5,3,65,72,45,61,50,7,11,13,11,12,9,9,365,57,94,268,374,419,555,777,473,95,85,86,88,20,5,48,3442,264,710,1753,2038,3786,4823,7918,4348,1066,890,915,977,328,123,411,30345
SED10038,0,0,0,30,107,61,49,52,0,0,15,0,14,6,12,345,4,7,10,21,51,15,21,4,0,0,0,6,0,0,5,137,0,4,7,12,0,6,14,12,5,0,0,0,0,0,0,59,0,5,16,34,71,61,107,41,13,14,7,10,6,0,4,388,0,0,9,11,25,10,17,11,12,9,11,9,8,0,0,133,0,0,0,0,0,19,5,5,0,0,0,0,0,0,0,37,0,0,0,9,17,27,91,55,20,8,3,11,10,0,0,254,106,413,968,565,391,298,558,301,49,41,36,37,13,5,112,3909,4,5,15,42,37,49,101,58,13,8,7,18,19,8,6,386,0,0,0,56,65,32,31,35,10,12,11,21,9,0,12,293,39,194,285,457,318,321,417,290,94,57,86,88,36,7,64,2751,296,1494,2180,1858,1681,1561,2321,1570,395,352,422,555,317,42,433,15459
SED10039,0,0,4,26,71,46,65,64,19,18,16,14,16,3,17,365,0,6,10,10,28,10,0,8,0,0,0,0,0,0,0,74,4,3,5,13,15,3,8,7,0,4,0,0,0,0,0,50,0,4,11,35,32,46,85,35,3,5,6,5,7,0,5,282,0,0,8,3,6,7,6,10,0,0,0,6,0,0,4,45,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,10,0,0,0,0,3,10,52,33,6,0,5,0,0,0,8,127,158,482,1412,744,418,265,484,215,28,18,20,42,16,0,180,4476,7,4,15,38,38,35,56,32,6,15,12,13,11,0,11,308,0,0,0,11,13,5,9,14,4,4,0,4,0,0,8,70,55,183,290,301,155,134,165,99,30,25,17,13,17,6,77,1572,324,1143,2190,1590,1182,883,1429,881,172,161,154,180,98,22,483,10878
SED10040,0,0,23,73,304,230,412,381,102,97,162,174,45,5,56,2057,3,4,3,6,45,8,29,26,8,4,4,0,3,0,3,156,0,0,14,25,55,36,64,31,10,7,8,6,0,7,7,267,0,3,6,26,36,31,39,14,4,0,7,4,0,0,9,173,0,0,3,4,33,9,34,19,5,5,8,9,3,0,3,140,0,0,0,7,64,100,94,79,22,23,16,15,10,0,11,436,0,0,0,6,57,109,206,113,41,29,8,23,3,0,21,613,29,57,176,128,115,61,147,104,17,29,10,11,7,0,51,944,0,0,9,13,15,15,39,29,5,4,10,8,3,0,3,165,0,0,0,172,254,130,116,100,22,34,34,29,15,5,26,933,55,161,389,652,631,784,672,483,213,207,188,195,71,11,163,4874,167,1050,3122,3292,6568,7250,10114,6595,1954,2607,3455,3193,892,148,1555,51970
SED10041,0,0,9,56,147,91,212,149,52,56,52,72,16,3,9,925,11,7,11,18,89,31,27,8,3,4,3,0,0,0,3,219,3,11,20,39,60,84,134,75,8,15,29,10,19,7,8,528,3,9,29,114,235,365,555,236,77,39,83,68,45,36,32,1920,0,0,13,61,144,127,143,52,10,0,24,11,10,0,3,608,0,0,0,10,140,169,95,64,10,9,23,14,13,5,0,557,0,0,4,15,31,28,75,64,12,15,14,4,5,0,0,271,111,261,589,492,478,623,1056,486,67,75,68,49,34,16,92,4499,7,0,33,59,63,99,172,67,22,28,23,28,16,12,16,632,0,0,3,103,96,54,56,36,3,6,4,13,6,0,13,402,103,98,225,387,377,443,824,419,100,135,97,103,40,18,64,3436,385,804,1554,2406,4736,5863,9872,5354,1256,1407,1407,1459,741,268,632,38140
SED10042,0,0,3,13,70,49,70,67,10,26,9,17,4,0,7,350,8,0,10,10,25,4,9,7,0,0,0,0,0,0,9,81,0,0,3,6,9,5,4,0,0,0,0,0,0,0,0,31,0,0,3,44,44,70,112,40,14,11,9,31,3,0,11,386,0,0,0,4,15,11,0,5,0,0,0,0,0,0,0,46,0,0,0,0,0,0,4,0,3,0,0,0,0,0,3,10,0,0,0,6,3,11,42,64,12,8,8,12,6,0,0,168,114,326,739,455,305,185,332,142,19,14,19,23,3,0,117,2794,5,7,13,32,23,31,54,34,5,11,5,0,7,0,7,242,0,0,0,7,6,6,18,7,7,3,0,0,3,0,3,70,55,109,187,183,170,144,274,124,16,17,20,35,8,5,64,1416,357,816,1374,1201,1143,862,1410,760,146,153,127,199,70,28,347,8990
SED10043,0,3,6,50,256,212,202,142,48,35,53,88,15,3,27,1136,8,9,6,20,32,8,0,10,0,0,0,0,0,0,3,88,0,3,0,9,22,12,32,6,7,0,0,0,0,0,0,96,0,0,0,14,23,23,33,0,6,0,0,10,5,0,6,114,0,0,5,15,35,39,27,11,5,0,0,4,0,0,3,149,0,0,0,0,31,29,12,21,0,3,9,5,0,0,4,118,0,0,0,9,37,40,78,40,8,9,3,11,6,0,13,247,9,36,121,70,38,28,24,21,0,9,0,3,6,0,17,387,0,0,3,4,14,21,28,20,8,3,4,6,0,0,4,116,0,0,5,346,1085,762,449,377,88,70,55,87,35,19,133,3510,44,99,388,713,898,1152,1325,1483,293,287,277,242,102,27,229,7550,137,738,2864,4464,6764,6957,9609,6391,1462,1760,1918,2015,627,241,1444,47389
SED10044,0,0,9,57,188,154,224,208,39,65,65,117,20,15,16,1185,4,13,14,24,93,30,58,46,7,13,19,7,0,0,12,338,0,0,19,48,83,55,89,61,13,13,15,25,14,3,18,456,0,4,21,84,133,136,221,89,31,43,47,36,27,4,55,930,0,6,4,34,98,61,41,49,4,7,19,15,12,3,9,370,0,0,4,11,56,91,70,57,13,12,10,11,13,7,8,347,0,0,9,21,40,67,166,119,24,19,26,31,14,8,8,537,73,173,463,459,470,508,830,473,95,70,64,62,31,10,115,3898,0,6,36,49,80,101,173,99,27,30,28,42,27,8,19,723,0,5,4,150,102,46,54,32,21,10,11,14,6,10,6,472,86,144,287,491,500,579,913,758,216,228,230,233,77,26,151,4927,311,932,1939,2676,4503,4734,7001,4768,1184,1242,1248,1331,589,223,776,33453
SED10045,0,0,0,11,45,38,68,75,9,21,15,27,4,4,10,326,0,3,0,0,22,0,4,0,3,0,0,4,0,0,4,48,3,4,6,5,3,10,0,5,4,0,0,4,0,0,0,41,0,8,12,30,36,47,75,44,6,0,7,8,0,0,15,278,0,0,0,7,3,7,3,15,4,6,3,0,3,0,3,55,0,0,0,0,0,0,3,4,0,0,0,6,0,0,0,26,0,0,0,8,13,14,32,20,9,6,13,6,4,0,4,119,71,264,655,393,281,220,301,77,13,14,18,18,7,13,117,2444,0,8,25,62,41,29,60,38,7,0,4,5,5,0,7,295,0,0,0,3,3,4,10,22,12,0,7,8,6,0,6,79,24,70,146,181,181,107,214,132,33,31,25,35,28,15,65,1285,175,617,1142,1122,1181,859,1292,713,157,133,152,201,86,50,339,8220
SED10046,0,0,0,81,593,436,371,200,35,40,55,72,36,3,38,1967,3,6,5,22,161,53,23,4,0,3,0,0,0,0,4,286,0,0,0,4,13,10,16,13,4,7,0,3,0,0,3,78,0,0,6,15,24,20,29,0,5,6,3,0,0,0,3,113,0,0,0,7,34,31,34,18,3,5,0,3,0,0,0,135,0,0,0,0,7,12,9,14,6,5,3,3,0,0,0,57,0,0,0,15,131,99,57,46,5,9,10,7,0,3,13,396,11,68,218,85,68,32,54,33,5,4,4,6,0,0,24,624,0,0,0,6,9,14,28,8,4,6,8,13,3,0,9,112,0,0,3,380,1508,1162,823,517,121,88,88,102,57,20,179,5054,28,120,511,1613,2493,2891,1987,1057,508,440,343,335,99,20,287,12726,93,483,1635,3335,7485,9220,9943,6072,1757,1658,1403,1730,546,136,1085,46598
SED10047,0,5,10,96,761,895,1513,1054,178,161,152,167,66,16,62,5142,13,5,6,16,57,16,19,7,0,0,0,0,0,0,4,131,0,0,3,8,14,9,36,39,19,12,8,0,3,0,12,167,0,0,9,37,78,46,85,43,0,9,9,11,9,3,4,349,0,0,6,9,77,114,302,190,34,23,13,21,12,6,9,819,0,0,0,0,0,16,15,10,4,3,3,7,0,0,0,63,0,0,0,4,33,40,93,51,14,16,9,8,4,0,19,296,50,236,916,450,306,100,164,76,13,15,6,0,8,5,56,2397,0,0,8,17,20,18,52,31,19,7,4,13,0,0,9,197,0,0,5,30,43,40,62,55,9,4,10,4,3,0,52,317,69,260,530,532,758,1047,1637,798,227,190,167,176,46,27,202,6664,229,848,2246,1892,3535,4708,10953,6804,1343,1053,977,1017,407,124,934,37066
SED10048,0,0,10,99,768,760,796,497,94,68,70,123,40,0,52,3378,4,3,14,23,177,35,17,10,0,0,9,0,0,0,9,308,0,0,0,16,16,12,32,24,22,7,9,3,3,0,0,148,0,6,10,64,118,90,101,29,0,11,12,11,5,0,7,462,0,0,5,13,76,79,151,70,17,13,4,3,11,0,0,452,0,0,0,0,14,15,11,5,0,0,5,7,0,0,0,63,0,0,0,9,103,93,155,71,14,14,8,5,0,3,17,497,35,218,647,409,336,114,133,102,19,21,19,14,12,6,88,2175,0,0,8,19,22,29,48,34,12,0,6,8,14,0,0,206,0,0,0,74,267,216,204,186,38,25,20,31,13,0,27,1109,35,121,400,982,1429,1574,1470,896,228,212,165,174,78,27,228,8015,147,699,1769,2597,5685,7869,14133,7254,1451,1258,1234,1266,530,143,1022,47050
SED10049,0,0,8,9,91,86,126,140,26,19,34,22,6,4,10,577,15,0,12,7,13,3,3,9,0,0,0,0,0,0,0,63,0,0,6,0,3,0,5,0,0,7,0,0,0,0,0,30,0,0,8,14,21,44,158,77,0,9,13,22,4,3,7,379,0,0,0,3,6,6,25,24,3,3,0,0,0,0,0,77,0,0,0,0,0,3,13,16,0,4,5,13,0,0,5,67,0,0,0,0,3,10,32,34,11,15,10,7,8,0,5,137,67,210,479,282,252,148,328,158,26,12,19,17,15,0,47,2055,0,5,7,17,21,29,52,26,5,3,11,5,6,0,3,181,0,0,0,6,8,3,26,38,0,6,9,5,0,0,0,105,28,53,98,100,125,83,291,140,43,26,19,39,16,7,18,1099,224,474,791,706,891,762,1871,1329,242,184,249,256,98,33,182,8290
SED10050,0,0,4,26,85,58,87,52,7,15,28,32,7,4,7,416,0,5,0,8,64,13,26,43,10,19,17,8,5,0,4,221,0,6,11,36,16,39,60,48,6,3,3,17,25,6,8,270,0,4,13,98,152,261,440,196,51,39,62,53,40,10,8,1420,0,0,10,16,19,10,0,4,0,0,0,0,0,0,3,68,0,0,0,3,27,26,21,12,6,0,0,0,0,0,0,88,0,0,4,3,17,45,79,44,17,11,4,13,4,0,5,251,78,217,701,603,807,1172,2591,1577,348,315,302,327,156,45,135,9370,6,0,36,61,101,152,309,243,91,89,97,113,88,30,27,1420,0,0,3,20,26,32,11,26,3,3,11,13,0,0,5,159,40,98,231,317,380,597,1217,1061,383,445,406,524,206,44,79,6009,213,669,1661,1850,2749,3558,6772,4462,1201,1240,1257,1474,686,187,424,28380
SED10051,0,0,12,80,229,193,209,160,25,28,34,45,16,8,36,1081,4,15,19,47,151,42,53,41,17,20,3,0,5,0,3,416,0,8,13,40,56,38,49,26,12,16,9,9,7,3,8,289,0,3,3,61,131,298,373,84,26,18,15,25,15,6,11,1066,0,4,4,14,27,39,31,20,0,7,0,3,3,0,0,148,0,0,0,5,69,62,64,18,3,5,6,10,7,0,5,253,0,0,7,19,51,46,81,55,19,9,7,12,5,0,7,314,49,141,446,406,385,409,833,678,143,108,103,96,43,13,112,3958,0,0,4,28,40,57,98,94,28,12,25,32,14,7,14,442,0,0,3,104,95,44,56,41,10,14,11,4,6,0,24,413,72,265,556,1098,1059,1214,1361,1094,455,444,517,560,169,46,265,9181,291,1142,2436,3172,4468,4803,6410,4268,1178,1223,1256,1435,548,142,991,33765
SED10052,0,0,20,34,162,94,134,95,18,22,15,20,9,0,12,635,6,3,3,24,69,32,42,20,3,4,0,0,0,0,7,218,0,4,12,13,41,11,31,6,0,0,8,0,0,0,5,136,0,4,12,60,68,64,117,49,18,17,9,15,13,6,0,454,0,0,4,6,17,12,11,3,6,0,0,5,0,0,0,68,0,0,0,0,19,14,25,7,3,0,0,0,0,5,0,75,0,0,0,6,13,33,71,72,15,15,11,15,3,0,5,260,95,262,584,423,364,282,657,392,73,52,77,43,20,9,63,3400,0,3,11,32,31,52,48,55,6,10,18,3,5,5,3,282,0,0,4,89,86,44,34,20,4,9,5,14,0,5,4,308,62,161,364,559,422,536,684,468,93,112,93,76,33,17,67,3740,305,1026,2274,2208,2799,2718,3740,2172,425,387,381,372,163,75,372,19417
SED10053,0,0,3,11,67,53,159,188,42,38,39,54,28,7,19,713,6,7,11,8,43,4,6,3,0,0,0,0,0,0,0,98,0,5,10,15,15,5,7,17,0,0,0,0,0,3,3,78,0,0,17,26,41,58,108,44,11,11,19,18,3,5,4,373,0,0,0,12,29,12,18,31,9,9,0,11,4,0,5,147,0,0,0,0,8,4,10,13,0,3,9,43,6,0,9,92,0,0,0,13,12,22,75,38,14,4,6,12,8,4,6,209,69,245,732,430,346,246,411,180,11,21,23,39,11,13,71,2842,0,4,30,42,67,76,93,81,17,6,8,4,19,0,8,451,0,0,0,10,23,12,22,12,0,0,0,6,0,0,5,95,60,196,350,323,279,260,348,213,50,45,51,89,55,16,61,2394,282,920,1879,1513,1600,1305,2527,1823,464,519,495,582,220,92,374,14581
