SED_CODE_2021,I_4000more_1AW_OthNW,I_4000more_BNW,I_4000more_LFsta_NS,I_4000more_Tot,Part_inc_stated_BE_WFT,Part_inc_stated_BE_WPT,Part_inc_stated_BE_BAW,Part_inc_stated_1EFT_OthPT,Part_inc_stated_1EFT_OthAW,Part_inc_stated_1EFT_OthNW,Part_inc_stated_1EPT_OthAW,Part_inc_stated_1EPT_OthNW,Part_inc_stated_1AW_OthNW,Part_inc_stated_BNW,Part_inc_stated_LFsta_NS,Part_inc_stated_Tot,All_inc_NS_BE_WFT,All_inc_NS_BE_WPT,All_inc_NS_BE_BAW,All_inc_NS_1EFT_OthPT,All_inc_NS_1EFT_OthAW,All_inc_NS_1EFT_OthNW,All_inc_NS_1EPT_OthAW,All_inc_NS_1EPT_OthNW,All_inc_NS_1AW_OthNW,All_inc_NS_BNW,All_inc_NS_LFsta_NS,All_inc_NS_Tot,Tot_BE_WFT,Tot_BE_WPT,Tot_BE_BAW,Tot_1EFT_OthPT,Tot_1EFT_OthAW,Tot_1EFT_OthNW,Tot_1EPT_OthAW,Tot_1EPT_OthNW,Tot_1AW_OthNW,Tot_BNW,Tot_LFsta_NS,Tot_Tot
SED10001,9,44,4,509,6,5,0,8,5,9,4,4,5,21,356,416,16,3,3,10,4,3,0,6,5,91,75,224,1838,455,61,1503,163,776,86,715,139,3600,503,9833
SED10002,4,19,3,831,10,0,9,0,3,4,3,3,12,14,276,334,0,0,9,0,3,0,0,3,0,43,107,172,2061,524,252,988,418,1183,249,685,363,3136,445,10310
SED10003,8,95,0,831,3,5,0,3,0,11,3,14,5,26,325,392,7,0,6,5,4,6,0,3,0,63,50,141,1215,809,83,1338,131,613,143,892,136,3732,413,9502
SED10004,16,117,0,3516,9,3,0,0,3,13,0,5,0,16,275,324,11,0,3,6,3,0,0,3,0,18,25,61,3504,422,99,1331,329,1083,137,584,129,1712,314,9645
SED10005,0,11,0,210,4,4,5,3,0,6,3,4,7,25,139,198,4,0,7,0,0,0,0,0,3,30,59,106,569,166,135,321,185,575,129,350,240,2586,241,5505
SED10006,3,27,3,462,10,6,3,14,3,17,3,6,3,24,355,441,28,6,9,13,4,14,0,4,8,99,81,258,1818,314,100,1098,141,713,62,482,113,2508,497,7848
SED10007,5,47,4,583,9,6,0,5,7,10,3,13,3,36,329,425,12,4,0,3,0,0,0,3,7,72,61,160,1646,390,71,1184,157,821,98,693,130,3234,457,8885
SED10008,9,63,3,1147,4,0,0,0,3,5,0,3,4,26,180,233,5,0,3,4,0,0,0,0,3,37,33,89,1285,322,75,704,214,744,109,614,158,3560,244,8031
SED10009,11,84,0,494,8,6,0,6,4,12,0,10,0,46,374,467,5,13,6,5,0,3,4,4,4,94,80,207,1158,664,88,1219,124,695,143,1077,159,5891,531,11747
SED10010,4,8,5,342,3,0,9,0,5,5,0,9,8,16,169,232,5,0,4,0,0,0,0,3,0,49,66,126,1180,272,106,655,348,846,155,454,226,2401,285,6929
SED10011,12,47,3,881,6,0,5,3,3,14,0,6,0,18,208,263,5,0,3,0,0,0,3,0,0,35,17,66,1246,484,93,1006,255,811,196,787,204,3399,258,8738
SED10012,4,11,0,144,4,0,0,6,0,4,0,3,9,31,109,164,0,0,3,0,0,0,0,3,0,29,71,111,453,117,95,265,182,512,88,324,214,2817,239,5303
SED10013,8,38,3,1039,10,3,9,0,7,9,0,4,5,34,206,277,6,0,7,7,0,3,0,0,0,37,57,131,2674,371,172,1331,519,990,227,552,220,3032,300,10392
SED10014,0,16,0,329,0,0,5,3,4,6,3,6,0,11,157,199,3,0,3,0,0,0,0,4,3,33,52,103,1052,229,130,635,374,795,147,406,220,2549,258,6798
SED10015,8,28,6,681,4,0,4,6,0,9,0,3,5,31,199,258,0,0,3,0,0,3,0,0,7,50,77,147,1259,311,214,694,379,717,187,548,313,3295,329,8234
SED10016,6,70,0,1409,6,3,6,4,0,3,0,7,5,22,190,243,0,6,4,4,5,0,0,0,4,17,34,74,1777,342,74,900,271,821,108,566,175,3053,247,8335
SED10017,3,35,0,491,3,0,0,4,7,12,5,4,0,30,280,350,3,0,5,5,3,6,0,0,0,69,47,134,1685,361,73,1174,200,775,129,560,136,3294,369,8750
SED10018,6,42,4,710,5,0,0,6,3,3,0,5,3,17,232,274,3,3,0,3,0,0,4,3,0,61,37,111,1437,333,37,1065,141,591,82,606,101,3238,309,7940
SED10019,7,48,0,325,3,4,7,9,7,7,5,5,0,41,339,418,8,0,5,6,0,7,0,3,0,85,72,179,1209,485,86,1088,102,696,90,789,125,4776,513,9945
SED10020,8,56,0,465,5,5,0,8,4,7,0,3,3,27,280,352,3,0,9,3,0,0,0,5,0,81,57,172,1328,549,56,1215,110,635,81,773,119,4026,392,9277
SED10021,9,110,0,2958,8,7,0,3,8,4,5,3,0,16,246,302,12,4,10,0,0,0,0,0,4,24,39,94,3427,393,114,1192,368,856,155,536,140,1663,310,9148
SED10022,3,27,3,438,9,3,0,6,0,14,5,11,5,31,342,429,22,4,14,9,0,4,3,3,7,100,86,257,1581,417,94,1210,126,704,85,625,117,3405,512,8869
SED10023,16,132,0,1456,0,5,0,8,5,6,4,3,0,23,177,241,3,0,4,0,3,3,0,3,0,36,22,82,1627,430,97,932,296,659,145,631,186,3167,227,8399
SED10024,9,266,4,1612,0,0,0,0,3,4,4,0,0,28,155,206,6,0,8,4,0,0,0,0,0,34,24,75,983,383,49,635,119,616,83,626,107,3455,199,7255
SED10025,5,118,0,2198,12,3,0,0,3,5,0,3,5,24,240,302,3,0,4,0,0,0,0,6,6,28,40,92,2583,440,133,1045,300,927,161,636,198,2991,310,9730
SED10026,4,33,0,619,15,3,0,7,5,11,0,8,8,28,364,436,15,7,4,7,3,3,0,4,3,74,66,187,2001,407,80,1315,170,738,80,547,83,2600,481,8488
SED10027,9,23,0,584,3,0,0,0,0,3,0,10,6,16,154,195,0,0,9,3,0,0,0,0,3,37,51,102,947,200,108,501,277,606,142,399,207,2705,241,6325
SED10028,3,75,0,1184,3,0,0,0,0,10,7,3,4,19,187,224,4,0,4,0,4,0,0,0,0,29,44,82,1310,292,73,717,205,817,109,602,154,3404,252,7939
