SED_CODE_2021,M_15_19_yr_Marrd_reg_marrge,M_15_19_yr_Married_de_facto,M_15_19_yr_Not_married,M_15_19_yr_Total,M_20_24_yr_Marrd_reg_marrge,M_20_24_yr_Married_de_facto,M_20_24_yr_Not_married,M_20_24_yr_Total,M_25_34_yr_Marrd_reg_marrge,M_25_34_yr_Married_de_facto,M_25_34_yr_Not_married,M_25_34_yr_Total,M_35_44_yr_Marrd_reg_marrge,M_35_44_yr_Married_de_facto,M_35_44_yr_Not_married,M_35_44_yr_Total,M_45_54_yr_Marrd_reg_marrge,M_45_54_yr_Married_de_facto,M_45_54_yr_Not_married,M_45_54_yr_Total,M_55_64_yr_Marrd_reg_marrge,M_55_64_yr_Married_de_facto,M_55_64_yr_Not_married,M_55_64_yr_Total,M_65_74_yr_Marrd_reg_marrge,M_65_74_yr_Married_de_facto,M_65_74_yr_Not_married,M_65_74_yr_Total,M_75_84_yr_Marrd_reg_marrge,M_75_84_yr_Married_de_facto,M_75_84_yr_Not_married,M_75_84_yr_Total,M_85ov_Marrd_reg_marrge,M_85ov_Married_de_facto,M_85ov_Not_married,M_85ov_Total,M_Tot_Marrd_reg_marrge,M_Tot_Married_de_facto,M_Tot_Not_married,M_Tot_Total,F_15_19_yr_Marrd_reg_marrge,F_15_19_yr_Married_de_facto,F_15_19_yr_Not_married,F_15_19_yr_Total,F_20_24_yr_Marrd_reg_marrge,F_20_24_yr_Married_de_facto,F_20_24_yr_Not_married,F_20_24_yr_Total,F_25_34_yr_Marrd_reg_marrge,F_25_34_yr_Married_de_facto,F_25_34_yr_Not_married,F_25_34_yr_Total,F_35_44_yr_Marrd_reg_marrge,F_35_44_yr_Married_de_facto,F_35_44_yr_Not_married,F_35_44_yr_Total,F_45_54_yr_Marrd_reg_marrge,F_45_54_yr_Married_de_facto,F_45_54_yr_Not_married,F_45_54_yr_Total,F_55_64_yr_Marrd_reg_marrge,F_55_64_yr_Married_de_facto,F_55_64_yr_Not_married,F_55_64_yr_Total,F_65_74_yr_Marrd_reg_marrge,F_65_74_yr_Married_de_facto,F_65_74_yr_Not_married,F_65_74_yr_Total,F_75_84_yr_Marrd_reg_marrge,F_75_84_yr_Married_de_facto,F_75_84_yr_Not_married,F_75_84_yr_Total,F_85ov_Marrd_reg_marrge,F_85ov_Married_de_facto,F_85ov_Not_married,F_85ov_Total,F_Tot_Marrd_reg_marrge,F_Tot_Married_de_facto,F_Tot_Not_married,F_Tot_Total,P_15_19_yr_Marrd_reg_marrge,P_15_19_yr_Married_de_facto,P_15_19_yr_Not_married,P_15_19_yr_Total,P_20_24_yr_Marrd_reg_marrge,P_20_24_yr_Married_de_facto,P_20_24_yr_Not_married,P_20_24_yr_Total,P_25_34_yr_Marrd_reg_marrge,P_25_34_yr_Married_de_facto,P_25_34_yr_Not_married,P_25_34_yr_Total,P_35_44_yr_Marrd_reg_marrge,P_35_44_yr_Married_de_facto,P_35_44_yr_Not_married,P_35_44_yr_Total,P_45_54_yr_Marrd_reg_marrge,P_45_54_yr_Married_de_facto,P_45_54_yr_Not_married,P_45_54_yr_Total,P_55_64_yr_Marrd_reg_marrge,P_55_64_yr_Married_de_facto,P_55_64_yr_Not_married,P_55_64_yr_Total,P_65_74_yr_Marrd_reg_marrge,P_65_74_yr_Married_de_facto,P_65_74_yr_Not_married,P_65_74_yr_Total,P_75_84_yr_Marrd_reg_marrge,P_75_84_yr_Married_de_facto,P_75_84_yr_Not_married,P_75_84_yr_Total,P_85ov_Marrd_reg_marrge,P_85ov_Married_de_facto,P_85ov_Not_married,P_85ov_Total,P_Tot_Marrd_reg_marrge,P_Tot_Married_de_facto,P_Tot_Not_married,P_Tot_Total
SED10032,0,7,2617,2624,144,138,3687,3965,3394,669,5456,9509,5423,362,2321,8114,3237,238,1612,5083,2731,175,1410,4314,2022,72,871,2967,1086,32,456,1573,263,7,185,461,18305,1688,18615,38608,5,10,2422,2437,430,210,2713,3358,4995,680,3294,8969,4927,320,1904,7143,3052,216,1830,5099,2531,148,1862,4542,1621,56,1423,3103,649,17,1069,1734,111,0,570,686,18330,1655,17089,37077,8,16,5035,5058,575,346,6400,7319,8384,1347,8750,18482,10352,680,4223,15255,6298,455,3438,10183,5261,317,3275,8857,3643,132,2297,6066,1738,45,1523,3307,375,11,760,1149,36638,3344,35704,75683
SED10033,0,32,2544,2572,44,262,2046,2360,1559,1042,1840,4443,2606,579,946,4128,3275,574,1133,4986,3148,409,1179,4737,2430,183,812,3412,1258,70,465,1795,241,6,189,436,14566,3158,11146,28866,3,35,2316,2346,107,384,1659,2141,1975,1065,1456,4497,2852,591,967,4414,3533,562,1316,5406,3051,365,1329,4746,2206,154,1249,3607,872,46,1029,1945,112,7,457,573,14712,3200,11763,29684,0,67,4853,4922,156,646,3707,4505,3535,2105,3298,8940,5457,1173,1910,8545,6812,1133,2444,10388,6207,775,2508,9483,4631,332,2058,7022,2130,113,1491,3737,351,17,644,1010,29281,6358,22913,58555
SED10034,0,6,2447,2451,32,152,1975,2162,1377,1022,1596,3992,3407,664,842,4919,3512,522,968,5003,3135,360,920,4422,2663,151,575,3388,1418,49,396,1856,280,9,196,489,15836,2931,9913,28680,0,10,2224,2239,52,242,1672,1971,1845,1068,1331,4245,3716,695,981,5393,3625,507,1330,5456,3096,315,1267,4667,2433,120,1110,3664,1023,23,1013,2060,148,3,543,696,15939,2986,11470,30390,0,20,4667,4688,85,394,3650,4129,3225,2088,2923,8236,7127,1360,1823,10311,7135,1028,2298,10460,6236,671,2186,9091,5098,268,1690,7050,2439,69,1410,3919,437,10,738,1185,31778,5915,21378,59074
SED10035,0,29,1641,1672,66,884,4374,5327,3011,5699,8071,16788,4472,2491,3133,10099,2714,1061,1998,5776,1953,473,1539,3974,1471,187,932,2594,891,48,461,1402,301,5,198,507,14895,10890,22363,48146,3,44,1554,1602,112,1165,3910,5187,3807,5514,6761,16088,4316,1691,2879,8888,2497,627,2067,5197,1836,301,1842,3981,1291,118,1406,2817,666,25,1004,1692,126,0,512,639,14661,9482,21949,46096,3,75,3194,3277,182,2045,8292,10521,6827,11217,14832,32875,8789,4182,6019,18988,5214,1690,4071,10974,3790,782,3384,7955,2765,307,2341,5412,1555,76,1471,3103,423,8,713,1145,29557,20372,44315,94239
SED10036,0,7,3027,3036,74,109,2703,2887,1804,717,2732,5247,3996,472,1233,5696,3971,402,1052,5433,3497,266,1005,4762,2286,80,606,2974,1073,29,362,1462,218,0,145,365,16916,2079,12856,31855,5,19,2873,2901,197,179,2291,2668,2675,750,2120,5546,4366,477,1298,6139,4095,388,1403,5894,3071,208,1453,4730,1865,71,1188,3130,685,15,952,1650,94,0,443,536,17064,2102,14017,33187,7,30,5898,5933,270,294,4990,5554,4486,1462,4852,10797,8360,945,2528,11838,8072,791,2459,11320,6563,474,2457,9493,4152,152,1795,6103,1761,36,1313,3111,311,3,582,895,33982,4183,26871,65046
SED10037,0,5,2663,2673,38,121,2209,2370,1255,666,1940,3863,4182,457,1035,5669,4392,449,1031,5878,3538,359,1010,4905,2708,152,664,3531,1646,53,407,2107,350,4,207,556,18106,2270,11176,31550,0,3,2503,2513,77,184,1840,2095,1858,713,1435,4009,4654,456,1031,6144,4400,495,1388,6289,3395,299,1435,5128,2462,107,1300,3877,1161,35,1039,2232,181,3,537,720,18197,2295,12507,32999,0,10,5174,5184,110,306,4048,4462,3110,1385,3383,7872,8841,913,2069,11816,8794,948,2424,12162,6939,656,2439,10032,5179,257,1968,7404,2810,91,1440,4335,526,10,741,1275,36303,4562,23682,64551
SED10038,0,6,2484,2486,22,179,2294,2498,1081,970,2130,4182,3082,699,933,4716,3308,538,1151,5006,2991,387,1206,4583,2496,186,840,3516,1522,51,546,2116,398,13,274,679,14896,3028,11851,29782,4,14,2319,2334,28,238,2023,2294,1541,1110,1525,4172,3438,707,1087,5226,3410,550,1444,5406,2938,348,1650,4945,2353,160,1541,4056,1165,43,1280,2488,194,8,839,1041,15071,3177,13721,31967,4,17,4801,4820,52,414,4319,4785,2622,2082,3655,8353,6523,1400,2019,9942,6725,1088,2597,10411,5929,743,2857,9531,4847,348,2376,7571,2683,96,1826,4610,589,25,1111,1725,29969,6213,25571,61747
SED10039,0,16,2051,2061,34,259,1535,1824,1217,1228,1471,3918,2451,616,856,3923,2619,525,916,4063,3177,486,1115,4774,3286,275,959,4518,1802,101,558,2467,404,16,258,677,14988,3521,9713,28218,0,39,2015,2057,56,376,1260,1696,1663,1244,1311,4217,2655,619,957,4229,2778,537,1202,4521,3410,433,1393,5239,3076,235,1553,4866,1320,72,1225,2616,200,6,695,910,15162,3571,11619,30353,0,50,4069,4122,89,631,2794,3519,2883,2472,2782,8134,5104,1234,1809,8149,5394,1064,2124,8586,6584,924,2505,10017,6363,510,2514,9383,3122,173,1781,5082,611,21,955,1584,30149,7088,21336,58566
SED10040,0,0,2214,2216,168,156,3731,4054,2795,979,4694,8467,4019,497,1708,6232,3125,332,1328,4789,3222,258,1332,4816,2511,145,928,3582,1412,31,491,1935,465,0,252,712,17728,2398,16676,36804,0,4,1889,1894,414,247,2799,3465,3557,1024,3348,7931,4044,496,1763,6303,3281,297,1905,5491,3071,207,2007,5286,2243,72,1700,4013,992,20,1223,2237,192,4,762,953,17796,2366,17402,37570,4,9,4103,4116,583,405,6528,7517,6350,2005,8043,16401,8071,995,3467,12530,6412,628,3235,10278,6294,466,3348,10107,4756,207,2629,7596,2406,45,1714,4166,656,0,1010,1672,35527,4769,34077,74374
SED10041,0,3,2855,2856,23,90,2189,2308,1278,630,1726,3631,4562,387,875,5820,4558,303,796,5657,3663,274,658,4600,2758,97,450,3304,1789,49,400,2238,623,13,275,909,19261,1847,10212,31316,0,10,2676,2682,64,129,1872,2069,1794,675,1427,3902,4998,395,1182,6580,4759,298,1358,6423,3454,175,1302,4925,2580,84,1248,3910,1439,42,1175,2655,313,0,866,1180,19394,1816,13114,34326,0,12,5528,5541,83,227,4063,4371,3074,1303,3147,7531,9559,782,2061,12401,9318,602,2152,12077,7114,451,1962,9528,5335,178,1706,7219,3227,92,1575,4893,938,13,1141,2087,38656,3660,23324,65639
SED10042,0,33,2101,2132,53,298,1777,2126,1231,1063,1689,3986,2256,645,1095,3991,2534,569,1322,4421,2865,421,1383,4665,3028,255,1112,4398,1949,89,644,2679,438,19,313,774,14348,3382,11438,29172,0,51,2032,2085,82,442,1370,1894,1713,1112,1403,4225,2404,636,1186,4231,2661,542,1466,4666,3067,449,1678,5197,2938,216,1715,4866,1453,67,1491,3007,209,9,804,1020,14517,3524,13146,31183,0,81,4137,4215,130,742,3150,4023,2942,2171,3098,8206,4657,1276,2283,8222,5189,1112,2786,9089,5936,864,3059,9864,5965,475,2828,9258,3398,154,2132,5690,649,26,1119,1790,28871,6901,24582,60355
SED10043,0,6,2826,2828,103,86,3134,3320,2120,391,4835,7345,4015,219,2089,6326,3245,170,1422,4836,3114,169,1330,4605,2259,87,959,3312,1274,19,535,1833,354,4,231,582,16484,1150,17363,34990,16,4,2743,2765,417,125,2306,2845,3471,420,2560,6452,4110,224,1563,5893,3182,196,1632,5007,2750,130,1873,4744,1750,56,1484,3303,730,8,1087,1828,129,0,631,765,16564,1156,15886,33605,16,12,5571,5598,520,206,5437,6165,5585,807,7398,13796,8123,450,3654,12219,6426,369,3049,9841,5858,293,3200,9355,4012,151,2446,6609,2014,26,1629,3665,481,3,858,1345,33045,2306,33246,68599
SED10044,0,0,2293,2295,29,189,2095,2313,1727,1632,2656,6015,4478,775,1319,6573,3955,467,1121,5546,3048,311,957,4314,2369,176,715,3254,1348,68,449,1865,361,9,207,583,17314,3630,11806,32747,0,9,2136,2144,36,256,1726,2021,2366,1710,2278,6356,4751,714,1723,7186,3903,418,1588,5903,2996,262,1529,4785,2153,132,1407,3698,962,34,1172,2170,158,9,742,909,17324,3535,14308,35172,0,12,4433,4442,65,443,3814,4333,4091,3343,4932,12369,9232,1493,3043,13764,7857,885,2706,11448,6041,575,2489,9108,4522,310,2121,6947,2314,100,1619,4031,521,15,954,1493,34639,7168,26114,67923
SED10045,0,22,2012,2034,25,220,1308,1549,739,800,1534,3066,1648,686,1149,3484,2015,726,1510,4249,2654,687,2060,5404,2744,409,1675,4822,1371,85,649,2102,347,11,248,610,11535,3649,12142,27326,0,45,1799,1841,55,286,1080,1427,1011,911,1382,3301,1929,744,1384,4055,2217,756,1788,4768,2736,606,2254,5594,2454,313,1975,4740,1056,49,1211,2321,151,7,667,827,11606,3719,13541,28864,0,64,3811,3878,77,507,2387,2974,1744,1708,2908,6367,3582,1432,2529,7540,4230,1488,3296,9012,5389,1297,4315,10997,5196,725,3642,9564,2418,139,1863,4425,504,19,923,1439,23142,7370,25688,56196
SED10046,0,18,3288,3309,95,174,3119,3391,1983,567,3694,6243,3687,422,1965,6072,3596,382,1595,5576,3425,243,1545,5215,2131,77,837,3052,946,23,405,1370,214,3,141,362,16078,1904,16598,34581,10,31,3056,3095,338,237,2720,3294,2997,625,3153,6774,4008,448,1980,6435,3548,326,1969,5840,3036,200,2142,5378,1602,68,1593,3266,556,11,1030,1597,68,5,467,532,16154,1954,18104,36212,11,47,6350,6402,434,410,5842,6684,4979,1189,6843,13013,7694,874,3942,12502,7142,706,3563,11417,6466,438,3692,10596,3727,151,2434,6309,1505,33,1432,2970,277,8,610,896,32234,3857,34703,70790
SED10047,0,27,3274,3303,93,487,2887,3470,3025,1684,3409,8119,6060,933,2046,9040,3649,646,1891,6182,2760,357,1707,4821,2301,118,1109,3531,1116,54,570,1734,179,5,156,347,19184,4304,17054,40544,0,72,3159,3232,189,600,2581,3373,4380,1794,3255,9432,5999,902,2162,9063,3378,548,2169,6095,2613,339,2131,5085,2020,97,1801,3918,729,25,1170,1918,84,4,445,533,19391,4384,18865,42642,0,99,6434,6533,283,1084,5472,6844,7412,3474,6666,17555,12056,1835,4209,18103,7026,1190,4058,12270,5372,700,3835,9907,4327,213,2908,7451,1839,78,1736,3653,265,11,599,874,38581,8691,35923,83192
SED10048,0,15,3249,3257,82,230,3024,3337,2735,965,3447,7152,6373,642,1643,8662,4292,455,1381,6124,3882,284,1254,5419,2735,147,888,3771,1026,27,430,1486,172,3,120,294,21297,2772,15438,39505,4,22,3056,3082,195,333,2630,3162,4504,1044,2882,8433,6392,629,1740,8763,3912,404,1815,6123,3559,247,1957,5758,2136,106,1786,4027,652,26,937,1609,78,4,384,467,21425,2805,17190,41426,7,38,6299,6345,281,562,5658,6495,7239,2012,6335,15584,12764,1276,3387,17431,8198,861,3190,12249,7440,525,3209,11179,4872,246,2680,7801,1683,50,1363,3096,251,10,507,762,42724,5581,32630,80935
SED10049,0,35,2614,2648,62,486,1971,2520,1894,1724,2149,5766,3242,870,1319,5427,2997,649,1319,4962,2877,390,1125,4391,2592,174,869,3639,1347,60,450,1852,255,9,163,423,15273,4382,11973,31628,0,50,2521,2569,109,709,1716,2535,2585,1763,1976,6321,3424,868,1579,5867,3163,639,1673,5476,2894,373,1665,4936,2352,146,1528,4020,999,37,1118,2147,125,7,584,713,15651,4584,14354,34591,0,82,5133,5219,169,1195,3685,5055,4476,3486,4124,12082,6661,1737,2894,11295,6164,1284,2991,10445,5774,765,2790,9321,4943,319,2395,7655,2348,93,1564,3999,386,9,743,1144,30924,8970,26328,66218
SED10050,0,3,2238,2237,23,136,1696,1859,974,2020,2339,5335,3291,1276,1224,5783,3984,764,1124,5876,3073,415,1035,4523,1946,205,659,2808,1162,84,389,1633,304,9,204,515,14748,4916,10902,30567,0,5,2177,2182,29,246,1574,1851,1451,2297,2225,5973,3722,1146,1307,6176,4044,659,1468,6163,2853,325,1368,4549,1779,163,1159,3102,838,42,977,1856,146,6,569,720,14855,4888,12830,32569,0,8,4410,4419,52,387,3274,3708,2425,4320,4569,11309,7011,2418,2530,11962,8027,1421,2596,12044,5925,740,2403,9074,3721,371,1815,5906,1996,124,1366,3489,449,15,774,1233,29602,9804,23735,63136
SED10051,0,4,2228,2230,20,202,2241,2459,1180,1678,2892,5747,3350,1059,1401,5808,3330,597,1390,5314,2818,349,1313,4478,2105,160,985,3250,1339,58,589,1988,401,11,258,662,14536,4108,13296,31937,0,12,2036,2048,59,299,2008,2374,1629,1811,2486,5929,3737,987,1496,6222,3444,549,1753,5746,2669,295,1793,4747,1957,111,1767,3841,996,38,1472,2502,145,6,817,968,14638,4105,15633,34376,0,15,4263,4274,82,499,4250,4832,2811,3487,5378,11675,7084,2047,2899,12027,6770,1142,3143,11057,5483,643,3101,9228,4065,268,2754,7086,2335,86,2066,4486,545,14,1077,1632,29174,8211,28936,66313
SED10052,0,10,2263,2274,24,139,1937,2110,1248,1116,1955,4325,3390,610,959,4955,3426,496,1102,5026,3076,320,1013,4409,2644,146,724,3515,1672,48,432,2149,480,5,271,756,15957,2888,10654,29499,0,8,2166,2177,44,243,1634,1925,1721,1140,1628,4490,3729,608,1051,5386,3522,476,1358,5356,3085,269,1446,4804,2422,109,1376,3912,1300,34,1329,2659,240,0,794,1032,16065,2896,12781,31733,0,22,4434,4453,67,389,3576,4031,2973,2258,3582,8813,7114,1215,2005,10335,6955,971,2456,10380,6164,590,2458,9208,5067,260,2105,7422,2969,78,1758,4811,721,5,1062,1787,32024,5781,23430,61236
SED10053,0,16,2199,2222,39,281,1769,2092,1681,1319,2267,5265,3143,815,1216,5168,3394,734,1355,5482,3106,524,1490,5129,2262,266,943,3473,1093,67,475,1633,244,6,159,407,14967,4029,11873,30867,0,32,1997,2033,95,398,1426,1922,2320,1436,1739,5490,3321,820,1218,5356,3556,734,1408,5699,2925,499,1453,4871,1969,171,1193,3336,810,28,889,1723,89,4,400,494,15083,4126,11721,30928,0,53,4201,4252,135,684,3194,4010,4004,2747,4005,10765,6460,1634,2427,10524,6948,1468,2758,11177,6032,1020,2948,10002,4230,438,2138,6809,1903,96,1360,3363,333,11,559,898,30045,8153,23594,61796
SED10054,0,26,3090,3120,66,190,2986,3245,1818,669,3304,5792,4077,475,1528,6077,3620,408,1323,5352,3353,280,1131,4759,2167,99,746,3009,821,36,332,1184,141,3,102,244,16066,2191,14535,32788,4,38,2911,2951,166,274,2523,2961,2874,705,2800,6380,4259,500,1536,6297,3595,406,1595,5593,3031,219,1729,4980,1769,88,1484,3339,461,19,837,1321,58,0,299,361,16229,2247,15709,34180,8,61,6002,6067,236,456,5507,6206,4694,1377,6100,12176,8336,975,3067,12377,7218,818,2918,10943,6382,495,2860,9740,3935,188,2227,6347,1282,59,1169,2505,198,4,403,610,32293,4431,30247,66971
SED10055,0,17,3099,3117,43,174,2648,2866,1816,847,2611,5271,3950,591,1168,5703,4001,429,987,5416,3909,295,826,5028,2592,109,568,3267,875,21,260,1161,151,0,97,246,17335,2484,12257,32077,0,20,2983,3003,110,283,2252,2647,2565,882,2102,5555,4331,593,1212,6139,4152,423,1275,5846,3709,286,1241,5235,2057,70,1061,3190,523,8,657,1183,58,0,319,378,17496,2571,13112,33177,0,31,6089,6118,152,461,4899,5513,4380,1729,4711,10827,8278,1188,2383,11842,8147,850,2259,11261,7618,580,2064,10261,4644,184,1626,6457,1404,26,924,2345,209,4,414,629,34833,5055,25368,65255
SED10056,0,27,2198,2225,48,282,1501,1826,1387,1113,1875,4373,2374,581,1078,4034,2702,580,1291,4570,3139,487,1507,5128,2956,291,1247,4493,1731,84,635,2446,421,8,261,691,14753,3440,11601,29794,0,49,2018,2070,100,446,1137,1687,1834,1133,1524,4487,2598,597,1060,4259,2907,559,1281,4754,3325,469,1417,5216,2654,190,1411,4256,1364,51,1254,2671,160,12,756,930,14943,3515,11868,30325,3,78,4215,4296,148,723,2643,3512,3214,2245,3396,8860,4973,1177,2140,8292,5611,1139,2575,9324,6465,958,2923,10345,5602,484,2662,8746,3097,127,1891,5115,583,19,1024,1622,29695,6956,23467,60118
SED10057,0,18,1721,1741,33,215,1063,1312,675,634,1274,2582,1391,515,965,2876,1873,535,1271,3679,2713,578,1655,4943,3660,429,1657,5741,2318,177,948,3443,506,24,430,963,13161,3127,10991,27283,0,55,1606,1663,59,288,837,1184,920,715,1306,2944,1642,540,1133,3310,2081,575,1456,4107,3080,581,2000,5670,3521,343,2141,6005,1720,97,1751,3561,265,7,1041,1311,13288,3195,13266,29746,0,76,3327,3406,91,503,1902,2493,1597,1349,2578,5522,3027,1056,2096,6178,3953,1106,2727,7788,5795,1158,3660,10614,7184,768,3794,11750,4037,273,2695,7006,770,29,1472,2274,26453,6320,24259,57031
SED10058,0,21,1652,1670,28,423,2187,2636,1042,1882,3032,5956,2325,920,1462,4705,2177,604,1586,4367,2340,449,1628,4418,2104,248,1182,3538,1074,74,581,1730,250,11,222,488,11333,4631,13535,29505,0,40,1583,1618,54,601,2306,2963,1450,1988,2697,6139,2453,870,1469,4796,2390,618,1685,4696,2378,432,1825,4630,1915,185,1662,3764,805,52,1200,2054,98,9,693,804,11543,4790,15127,31463,0,59,3232,3294,83,1019,4494,5600,2488,3875,5728,12094,4781,1796,2934,9507,4562,1223,3272,9056,4720,878,3453,9050,4013,435,2853,7300,1881,124,1776,3781,350,13,922,1288,22879,9425,28664,60968
SED10059,0,11,1013,1024,23,397,2609,3024,1004,3212,5616,9840,2247,1876,2351,6476,1805,1129,1890,4828,1227,697,1631,3555,788,277,1015,2074,472,62,461,1004,150,6,145,302,7708,7676,16733,32117,0,22,1008,1032,34,534,2947,3518,1273,3232,5041,9554,2223,1308,1956,5490,1669,754,1653,4078,1050,420,1464,2942,662,136,1168,1961,343,27,740,1109,51,0,384,436,7301,6434,16364,30101,0,34,2020,2052,56,929,5556,6542,2277,6447,10658,19386,4471,3185,4309,11960,3472,1884,3549,8901,2278,1123,3096,6493,1447,410,2184,4041,817,94,1198,2110,193,8,533,733,15013,14113,33101,62225
SED10060,0,0,1416,1422,17,223,1421,1653,1341,2337,2579,6253,3044,1157,1451,5652,2649,596,1180,4427,2384,415,1037,3839,2103,263,720,3079,1426,119,478,2028,328,21,221,570,13300,5140,10496,28932,0,8,1327,1333,26,316,1561,1901,1810,2468,2940,7221,3180,1005,2074,6259,2741,493,1940,5170,2340,347,1779,4464,1984,180,1749,3918,1034,51,1434,2521,148,4,660,815,13265,4865,15462,33594,0,13,2739,2752,44,535,2978,3557,3153,4804,5520,13476,6230,2164,3518,11906,5388,1089,3120,9600,4721,763,2816,8302,4088,443,2472,6997,2464,168,1915,4549,476,28,880,1385,26562,10010,25959,62526
SED10061,0,40,1914,1954,56,359,1353,1771,1048,970,1602,3617,1841,531,1081,3454,2182,513,1174,3868,2634,439,1527,4597,2544,256,1175,3974,1519,82,715,2319,360,0,209,570,12186,3191,10749,26120,7,90,1911,2009,101,496,1134,1728,1389,979,1593,3962,2011,572,1165,3747,2442,530,1334,4303,2701,404,1622,4731,2303,184,1528,4018,1201,41,1326,2573,151,0,674,823,12304,3302,12281,27887,7,129,3824,3962,159,854,2485,3498,2439,1948,3190,7576,3855,1097,2245,7199,4623,1047,2504,8178,5335,845,3148,9325,4844,438,2706,7993,2721,124,2036,4894,508,9,879,1395,24493,6491,23029,54011
SED10062,0,5,2325,2336,52,92,2330,2476,1438,618,2513,4575,3318,405,1043,4762,3425,340,1037,4810,3406,251,1073,4723,2648,115,759,3522,1441,51,459,1948,454,6,262,722,16173,1891,11804,29872,0,13,2115,2136,117,150,2068,2329,1921,675,1876,4473,3683,381,1121,5173,3618,339,1361,5326,3287,216,1593,5094,2402,73,1407,3872,1046,21,1225,2295,206,8,795,1008,16276,1869,13559,31710,0,20,4445,4467,170,244,4395,4807,3361,1293,4390,9048,6998,778,2158,9939,7047,683,2406,10131,6687,465,2661,9815,5043,191,2167,7396,2482,75,1683,4241,655,17,1059,1734,32447,3765,25369,61578
SED10063,0,25,2231,2254,66,377,1405,1852,1416,1168,1524,4105,2410,621,1045,4075,2568,507,1158,4233,2603,371,1324,4297,2489,184,1069,3740,1421,59,624,2099,334,10,236,580,13313,3310,10614,27235,0,55,1991,2043,110,541,1183,1840,1802,1148,1607,4557,2695,653,1251,4601,2669,488,1385,4544,2736,342,1510,4589,2344,140,1466,3955,1052,36,1303,2389,168,3,703,873,13582,3412,12399,29402,0,79,4217,4292,178,920,2590,3692,3219,2313,3129,8665,5101,1273,2300,8673,5242,1001,2540,8780,5343,713,2832,8888,4832,325,2535,7693,2473,92,1928,4496,503,6,943,1448,26895,6726,23012,56635
SED10064,0,26,1911,1938,25,242,1040,1310,705,803,1344,2847,1382,616,980,2981,1850,652,1323,3822,2666,674,1880,5218,3314,465,1774,5555,1825,138,863,2827,412,21,314,744,12173,3634,11434,27246,3,38,1772,1821,52,329,929,1309,1008,868,1309,3186,1595,666,1166,3426,2145,718,1533,4396,3028,676,2144,5851,2971,373,2042,5377,1354,91,1464,2907,190,16,772,971,12340,3766,13126,29231,3,68,3687,3759,81,570,1965,2621,1714,1671,2652,6038,2978,1276,2151,6406,3995,1368,2855,8216,5690,1347,4024,11062,6281,835,3817,10932,3180,230,2318,5729,593,39,1088,1716,24520,7399,24561,56478
SED10065,0,12,2311,2324,106,245,3357,3708,3742,1343,5526,10615,6885,698,2374,9952,3542,400,1633,5584,3132,234,1616,4981,2234,108,1028,3365,1098,40,417,1559,320,3,192,520,21059,3095,18457,42609,5,18,2061,2081,265,357,2658,3281,5371,1385,3596,10359,6282,653,2059,8983,3527,367,2049,5947,2854,196,2192,5238,1923,74,1583,3582,753,17,979,1747,142,0,538,673,21119,3069,17712,41902,5,32,4373,4405,375,602,6007,6990,9116,2728,9126,20976,13160,1356,4427,18941,7074,772,3685,11529,5984,431,3807,10221,4157,179,2610,6951,1848,62,1400,3310,462,5,728,1192,42181,6169,36165,84509
SED10066,0,27,2353,2379,71,471,2158,2705,1580,1460,2536,5575,3074,697,1577,5350,2652,549,1507,4708,2442,317,1283,4044,2280,129,932,3337,1152,47,504,1707,250,4,167,421,13500,3706,13011,30213,3,62,2151,2214,135,618,1946,2697,2134,1481,2342,5963,3224,722,1655,5598,2658,491,1819,4962,2489,282,1772,4547,2066,106,1676,3850,827,26,1165,2017,96,3,543,641,13633,3791,15069,32499,3,87,4500,4597,201,1094,4106,5404,3714,2946,4874,11538,6295,1420,3232,10946,5312,1038,3325,9673,4929,599,3055,8590,4345,234,2613,7189,1977,81,1669,3720,345,4,715,1058,27135,7494,28080,62712
SED10067,0,0,2284,2289,14,82,1731,1829,711,711,1435,2858,2494,563,642,3700,3361,625,932,4912,3343,521,973,4837,2849,291,805,3947,1894,112,535,2542,459,22,272,752,15124,2934,9613,27669,0,9,2107,2113,29,153,1435,1624,1058,780,946,2786,2844,667,740,4251,3625,587,1168,5386,3286,476,1351,5112,2689,226,1421,4334,1453,52,1292,2809,232,13,838,1083,15227,2969,11298,29499,0,9,4397,4405,42,245,3169,3455,1765,1492,2382,5646,5336,1232,1387,7959,6989,1213,2102,10300,6634,996,2323,9953,5537,518,2222,8278,3351,169,1823,5348,693,32,1111,1831,30349,5905,20914,57166
SED10068,0,17,2096,2113,24,252,1240,1522,793,798,1337,2926,1915,584,879,3386,2382,586,1188,4155,2907,511,1429,4849,3920,458,1409,5789,2575,173,891,3641,662,39,398,1096,15189,3420,10867,29471,0,48,1851,1907,39,352,1088,1483,1089,846,1270,3212,2188,591,1083,3862,2627,638,1543,4811,3284,581,1890,5754,3767,344,2028,6135,2016,144,1908,4067,312,19,1091,1428,15329,3566,13753,32649,3,73,3941,4019,66,608,2322,3002,1884,1639,2611,6128,4110,1175,1958,7244,5011,1223,2734,8966,6194,1094,3317,10607,7687,804,3434,11927,4596,310,2795,7708,971,58,1492,2518,30521,6987,24615,62120
