SED_CODE_2021,M_0_299_DS_DS_Sept_house,M_0_299_DS_DS_sd_row_tce_hs_t,M_0_299_DS_DS_Flat_apart,M_0_299_DS_DS_Other_dwg,M_0_299_DS_ns,M_0_299_Tot,M_300_449_DS_Separate_hse,M_300_449_DS_sd_row_tc_hse_th,M_300_449_DS_Flat_apart,M_300_449_DS_Other_dwg,M_300_449_DS_ns,M_300_449_Tot,M_450_599_DS_Separate_hse,M_450_599_DS_sd_row_tce_hs_th,M_450_599_DS_Flat_apart,M_450_599_DS_Other_dwg,M_450_599_DS_ns,M_450_599_Tot,M_600_799_DS_Separate_hse,M_600_799_DS_sd_row_tc_hs_th,M_600_799_DS_Flat_apart,M_600_799_DS_Other_dwg,M_600_799_DS_ns,M_600_799_Tot,M_800_999_DS_Separate_hse,M_800_999_DS_sd_row_tc_hs_th,M_800_999_DS_Flat_apart,M_800_999_DS_Other_dwg,M_800_999_DS_ns,M_800_999_Tot,M_1000_1399_DS_Separate_hse,M_1000_1399_DS_sd_rw_tc_h_th,M_1000_1399_DS_Flat_apart,M_1000_1399_DS_Other_dwg,M_1000_1399_DS_ns,M_1000_1399_Tot,M_1400_1799_DS_Separate_hse,M_1400_1799_DS_sd_rw_tc_h_th,M_1400_1799_DS_Flat_apart,M_1400_1799_DS_Other_dwg,M_1400_1799_DS_ns,M_1400_1799_Tot,M_1800_2399_DS_Separate_hse,M_1800_2399_DS_sd_rw_tc_h_th,M_1800_2399_DS_Flat_apart,M_1800_2399_DS_Other_dwg,M_1800_2399_DS_ns,M_1800_2399_Tot,M_2400_2999_DS_Separate_hse,M_2400_2999_DS_sd_rw_tc_h_th,M_2400_2999_DS_Flat_apart,M_2400_2999_DS_Other_dwg,M_2400_2999_DS_ns,M_2400_2999_Tot,M_3000_3999_DS_Separate_hse,M_3000_3999_DS_sd_rw_tc_h_th,M_3000_3999_DS_Flt_apart,M_3000_3999_DS_Other_dwg,M_3000_3999_DS_ns,M_3000_3999_Tot,M_4000_over_DS_Separate_hse,M_4000_ov_DS_sd_rw_tce_hs_th,M_4000_over_DS_Flat_apart,M_4000_over_DS_Other_dwg,M_4000_DS_over_ns,M_4000_over_Tot,Mort_Rpmnt_ns_DS_Separat_hs,Mrt_Rpmt_ns_DS_sd_rw_tc_hs_th,Mrt_Rpmt_ns_DS_Flat_apart,Mort_Rpmnt_ns_DS_Other_dwg,Mort_Rpmnt_ns_DS_ns,Mort_Rpmnt_ns_Total,Tot_DS_Separate_hse,Tot_DS_sd_row_tce_hse_thse,Tot_DS_Flat_apartment,Tot_DS_Other_dwg,Tot_DS_ns,Tot_Tot
SED10067,391,29,63,3,4,480,83,10,16,0,0,102,63,13,13,0,0,94,92,15,24,0,0,134,127,18,31,0,0,179,359,43,96,4,0,500,316,41,128,3,0,494,666,86,271,5,0,1023,582,68,226,0,0,875,1273,108,289,4,4,1671,2765,165,167,7,3,3113,556,59,74,0,0,690,7274,649,1400,31,14,9364
SED10068,384,43,20,0,5,450,170,31,6,0,0,204,135,22,14,0,0,173,249,41,15,0,0,310,375,30,21,3,0,428,908,105,71,0,0,1087,1270,129,59,0,0,1466,1874,88,40,4,0,2008,847,18,17,3,0,882,571,20,7,0,0,600,306,10,11,0,0,323,346,25,13,0,0,384,7429,565,291,13,9,8314
SED10069,404,30,4,6,0,449,162,17,3,0,0,190,129,28,5,0,0,162,293,28,13,0,0,328,352,49,5,0,0,405,1175,129,21,3,0,1320,1406,106,18,0,0,1535,1798,133,20,3,0,1953,873,28,6,3,0,911,649,21,5,0,0,672,322,14,3,3,0,341,487,38,5,0,0,533,8052,608,110,19,11,8796
SED10070,351,51,28,0,0,429,85,17,5,0,0,98,75,14,6,0,0,99,135,26,6,0,0,169,193,36,25,0,0,262,564,125,62,0,0,756,724,230,149,0,0,1103,1355,482,309,0,0,2151,1156,317,103,0,0,1579,1331,170,47,0,4,1548,718,90,21,0,6,832,568,123,52,0,0,739,7255,1689,818,3,5,9770
SED10071,579,60,10,0,0,644,131,4,6,0,0,142,100,15,7,0,0,121,164,20,3,0,0,191,259,30,4,0,0,293,767,97,33,0,3,900,1011,172,125,0,0,1312,2602,490,314,0,10,3413,3393,432,89,3,34,3942,4408,304,30,9,13,4764,2201,123,28,0,0,2361,1160,100,32,0,4,1295,16764,1852,688,14,70,19384
SED10072,258,66,162,0,0,486,55,19,32,0,0,111,44,12,45,0,0,101,73,23,81,0,0,168,92,38,105,0,0,236,298,78,329,0,0,709,262,97,508,0,0,872,546,170,1317,8,0,2035,423,156,909,0,0,1486,784,288,528,0,0,1606,1235,246,256,0,0,1735,415,87,261,4,0,767,4487,1269,4532,21,12,10318
SED10073,375,106,174,0,0,657,60,21,39,0,0,119,62,11,27,0,0,97,89,24,64,0,0,178,114,34,85,0,0,230,296,91,284,0,0,677,261,119,411,0,0,794,607,283,1047,4,0,1947,434,255,689,0,0,1376,814,334,535,4,0,1684,1616,309,270,0,0,2193,433,97,228,0,0,754,5160,1674,3857,13,4,10704
SED10074,399,38,37,0,0,475,94,22,8,0,0,130,92,14,17,0,0,125,146,21,11,0,0,177,188,23,30,0,0,234,612,106,93,0,0,812,777,138,237,0,4,1155,1411,306,393,3,5,2118,1276,245,156,0,0,1685,1665,178,61,0,0,1900,1035,80,48,0,0,1160,499,76,62,0,0,638,8193,1245,1150,0,8,10603
SED10075,407,46,11,0,0,458,159,21,8,0,0,181,123,18,6,0,0,150,244,37,3,0,0,285,366,45,14,0,0,426,1076,117,38,4,0,1237,1461,174,40,0,0,1685,2603,284,35,0,4,2926,1594,113,18,0,0,1724,1195,55,9,0,0,1262,591,23,5,0,0,623,555,42,15,0,0,610,10386,975,196,12,7,11571
SED10076,460,24,11,0,0,490,209,3,0,0,0,213,157,22,0,5,0,175,295,11,5,3,0,321,450,13,7,0,0,468,1197,32,9,0,0,1242,1316,35,5,0,0,1357,1647,31,14,0,0,1693,721,9,0,3,7,735,472,3,0,3,0,477,291,0,0,0,5,298,471,18,0,4,0,486,7674,189,63,17,11,7953
SED10077,306,66,159,0,0,534,45,16,35,0,0,92,46,15,32,0,0,85,52,16,65,0,0,131,87,30,81,0,0,195,220,67,319,0,0,615,207,75,478,0,0,766,416,176,1382,3,0,1990,296,142,761,5,4,1208,602,253,479,0,0,1344,1367,218,227,3,0,1818,372,88,249,4,0,709,4019,1169,4267,25,7,9485
SED10078,206,66,136,4,0,411,52,16,36,0,0,104,44,17,32,0,0,92,43,27,75,0,0,144,68,28,96,0,0,196,194,77,294,3,0,578,212,92,423,8,0,734,387,183,895,9,4,1471,289,160,700,10,0,1145,541,325,581,7,0,1450,1220,447,293,6,0,1963,199,69,157,3,0,435,3461,1490,3719,55,6,8732
SED10079,441,25,5,3,0,471,172,8,3,0,0,187,155,12,15,0,0,173,275,15,5,0,0,296,354,12,14,0,0,379,1101,28,28,3,0,1166,1580,59,37,4,0,1680,2269,64,22,0,0,2354,1160,17,11,0,0,1188,764,7,7,0,0,786,428,4,3,0,0,443,572,13,8,4,3,602,9284,254,153,15,6,9709
SED10080,16,112,339,5,0,472,0,16,45,0,0,56,0,17,50,0,0,64,3,15,89,0,0,110,0,27,116,0,0,146,4,73,367,0,0,447,6,71,388,0,0,465,19,154,764,6,5,943,9,112,595,0,0,720,16,260,879,0,6,1160,132,901,1234,10,4,2291,13,114,321,0,0,449,221,1878,5182,23,16,7326
SED10081,374,12,0,0,0,391,198,0,0,0,0,200,204,4,0,0,0,212,441,15,0,0,0,453,719,13,4,0,0,735,1974,39,8,3,0,2026,1843,31,3,0,3,1877,1621,8,0,0,0,1635,613,5,0,0,0,616,401,4,0,0,0,412,280,0,4,0,3,287,500,9,3,0,0,512,9166,144,23,13,15,9362
SED10082,427,23,29,5,0,482,152,8,9,0,0,163,114,17,6,0,0,137,210,16,10,0,0,241,282,29,11,0,0,327,804,27,45,3,0,881,987,52,51,0,0,1093,1906,81,73,0,0,2060,1527,51,33,0,4,1614,1550,31,42,0,0,1617,1190,22,34,0,4,1250,590,26,23,0,0,635,9725,383,365,10,5,10490
SED10083,397,29,25,0,0,450,130,28,7,0,0,167,144,22,3,0,0,169,221,34,13,0,0,270,340,42,24,3,0,405,972,117,47,0,0,1140,1334,156,59,0,0,1544,2372,175,51,0,0,2604,1444,57,20,0,0,1516,939,47,8,0,0,991,477,14,0,0,0,504,523,50,7,0,0,587,9282,766,263,15,3,10335
SED10084,385,89,46,0,0,512,136,46,14,0,0,195,91,33,13,0,0,137,201,64,22,0,0,290,271,77,56,9,0,409,744,247,146,5,0,1145,926,334,120,0,0,1386,1784,307,102,7,9,2199,1066,105,32,0,0,1198,812,60,34,0,0,914,498,18,29,0,0,546,439,105,45,3,0,595,7350,1487,657,20,9,9522
SED10085,400,10,0,0,3,413,167,0,3,0,0,175,183,3,0,0,0,188,354,8,0,0,0,362,522,21,5,4,0,553,1641,39,11,3,0,1695,1841,34,4,5,0,1887,1938,22,4,0,0,1974,905,6,0,0,0,913,742,7,0,0,0,754,423,0,0,0,0,422,566,14,6,0,0,584,9678,176,40,15,10,9923
SED10086,226,81,252,4,0,556,14,19,33,0,0,65,8,13,32,0,0,58,6,9,47,0,0,64,32,16,56,0,0,102,63,48,196,0,0,310,42,49,237,0,0,330,116,86,438,6,0,641,64,69,467,5,0,608,172,158,754,6,0,1083,1395,711,1114,16,4,3236,267,111,267,4,0,656,2405,1369,3893,43,10,7712
SED10087,370,10,9,0,4,397,197,7,3,0,0,205,187,5,6,0,0,196,414,5,16,0,0,437,661,15,28,3,0,704,2241,29,37,5,3,2316,2064,21,19,0,0,2102,1787,5,8,0,5,1805,558,3,3,0,0,562,460,4,0,0,0,468,325,4,0,0,8,335,540,3,3,0,0,549,9809,119,125,13,12,10076
SED10088,357,22,79,0,0,463,91,8,23,0,0,118,66,5,38,0,0,106,88,7,50,0,0,151,142,7,75,0,0,222,365,19,192,0,0,575,392,25,254,5,0,667,752,51,515,0,3,1326,706,52,457,0,0,1218,1445,110,458,0,0,2007,2916,108,251,3,5,3280,480,27,146,0,0,656,7799,446,2534,6,7,10793
SED10089,418,35,4,0,0,464,158,14,5,0,0,180,130,13,5,0,0,150,258,23,7,0,0,289,399,24,15,0,0,438,1218,111,48,0,0,1379,1829,202,29,0,0,2060,2786,152,20,6,0,2956,1279,44,3,4,0,1331,758,27,5,0,0,793,433,4,4,0,0,450,510,39,0,7,0,559,10182,702,150,6,4,11049
SED10090,347,78,163,0,0,591,36,6,24,0,0,63,41,6,11,0,0,64,55,8,38,0,0,104,69,12,68,0,0,154,204,57,181,0,0,438,175,48,192,0,0,411,367,104,458,0,0,933,250,103,394,0,0,750,551,193,556,0,4,1303,2435,531,521,0,0,3484,321,61,188,0,0,565,4854,1204,2787,3,6,8862
SED10091,430,12,6,0,0,450,157,5,0,0,0,161,125,4,0,0,0,129,219,12,0,0,0,231,291,4,0,0,0,305,956,26,13,0,3,998,1286,36,10,0,0,1329,2578,28,8,0,5,2618,1987,17,8,0,4,2019,1773,9,8,3,0,1786,1263,0,5,5,0,1268,737,8,3,0,0,754,11799,160,59,13,16,12044
SED10092,265,26,74,0,0,372,121,4,35,0,0,159,79,11,23,4,0,120,164,18,41,0,0,222,227,30,66,4,0,316,666,66,240,5,0,978,849,101,309,4,0,1269,1422,175,399,18,0,2015,894,85,158,10,0,1142,733,48,119,3,0,901,401,27,83,0,3,511,347,36,85,0,0,465,6159,631,1623,47,10,8463
SED10093,354,18,9,0,0,382,137,12,7,0,0,156,128,11,5,0,0,146,248,15,7,0,0,266,377,17,11,0,0,408,1105,55,50,0,0,1208,1748,96,31,0,0,1880,2693,50,29,0,3,2774,1355,16,7,0,0,1372,739,10,6,0,4,755,389,3,3,0,4,399,562,22,13,0,0,594,9838,319,179,5,7,10355
SED19494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
