SED_CODE_2021,Iran_2016,Iran_2017,Iran_2018,Iran_2019,Iran_2020,Iran_2021,Iran_Yr_arrival_NS,Iran_Tot,Iraq_Before_1951,Iraq_1951_1960,Iraq_1961_1970,Iraq_1971_1980,Iraq_1981_1990,Iraq_1991_2000,Iraq_2001_2010,Iraq_2011_2015,Iraq_2016,Iraq_2017,Iraq_2018,Iraq_2019,Iraq_2020,Iraq_2021,Iraq_Yr_arrival_NS,Iraq_Tot,Ireland_Before_1951,Ireland_1951_1960,Ireland_1961_1970,Ireland_1971_1980,Ireland_1981_1990,Ireland_1991_2000,Ireland_2001_2010,Ireland_2011_2015,Ireland_2016,Ireland_2017,Ireland_2018,Ireland_2019,Ireland_2020,Ireland_2021,Ireland_Yr_arrival_NS,Ireland_Tot,Italy_Before_1951,Italy_1951_1960,Italy_1961_1970,Italy_1971_1980,Italy_1981_1990,Italy_1991_2000,Italy_2001_2010,Italy_2011_2015,Italy_2016,Italy_2017,Italy_2018,Italy_2019,Italy_2020,Italy_2021,Italy_Yr_arrival_NS,Italy_Tot,Japan_Before_1951,Japan_1951_1960,Japan_1961_1970,Japan_1971_1980,Japan_1981_1990,Japan_1991_2000,Japan_2001_2010,Japan_2011_2015,Japan_2016,Japan_2017,Japan_2018,Japan_2019,Japan_2020,Japan_2021,Japan_Yr_arrival_NS,Japan_Tot,Korea_Rep_Sth_Before_1951,Korea_Rep_Sth_1951_1960,Korea_Rep_Sth_1961_1970,Korea_Rep_Sth_1971_1980,Korea_Rep_Sth_1981_1990,Korea_Rep_Sth_1991_2000,Korea_Rep_Sth_2001_2010,Korea_Rep_Sth_2011_2015,Korea_Republic_South_2016,Korea_Republic_South_2017,Korea_Republic_South_2018,Korea_Republic_South_2019,Korea_Republic_South_2020,Korea_Republic_South_2021,Korea_Repub_Sth_arrival_ns,Korea_Republic_South_Tot,Lebanon_Before_1951,Lebanon_1951_1960,Lebanon_1961_1970,Lebanon_1971_1980,Lebanon_1981_1990,Lebanon_1991_2000,Lebanon_2001_2010,Lebanon_2011_2015,Lebanon_2016,Lebanon_2017,Lebanon_2018,Lebanon_2019,Lebanon_2020,Lebanon_2021,Lebanon_Yr_arrival_NS,Lebanon_Tot,Malaysia_Before_1951,Malaysia_1951_1960,Malaysia_1961_1970,Malaysia_1971_1980,Malaysia_1981_1990,Malaysia_1991_2000,Malaysia_2001_2010,Malaysia_2011_2015,Malaysia_2016,Malaysia_2017,Malaysia_2018,Malaysia_2019,Malaysia_2020,Malaysia_2021,Malaysia_Yr_arrival_ns,Malaysia_Tot,Nepal_Before_1951,Nepal_1951_1960,Nepal_1961_1970,Nepal_1971_1980,Nepal_1981_1990,Nepal_1991_2000,Nepal_2001_2010,Nepal_2011_2015,Nepal_2016,Nepal_2017,Nepal_2018,Nepal_2019,Nepal_2020,Nepal_2021,Nepal_Yr_arrival_NS,Nepal_Tot,Netherlands_Before_1951,Netherlands_1951_1960,Netherlands_1961_1970,Netherlands_1971_1980,Netherlands_1981_1990,Netherlands_1991_2000,Netherlands_2001_2010,Netherlands_2011_2015,Netherlands_2016,Netherlands_2017,Netherlands_2018,Netherlands_2019,Netherlands_2020,Netherlands_2021,Netherlands_Yr_arrival_ns,Netherlands_Tot,New_Zealand_Before_1951,New_Zealand_1951_1960,New_Zealand_1961_1970,New_Zealand_1971_1980,New_Zealand_1981_1990,New_Zealand_1991_2000,New_Zealand_2001_2010,New_Zealand_2011_2015,New_Zealand_2016,New_Zealand_2017,New_Zealand_2018,New_Zealand_2019,New_Zealand_2020,New_Zealand_2021,New_Zealand_Yr_arrival_ns,New_Zealand_Tot,North_Macedonia_Before_1951,North_Macedonia_1951_1960,North_Macedonia_1961_1970,North_Macedonia_1971_1980,North_Macedonia_1981_1990,North_Macedonia_1991_2000,North_Macedonia_2001_2010,North_Macedonia_2011_2015,North_Macedonia_2016,North_Macedonia_2017,North_Macedonia_2018,North_Macedonia_2019,North_Macedonia_2020,North_Macedonia_2021,North_Macedonia_Yr_arrival_NS,North_Macedonia_Tot,Pakistan_Before_1951,Pakistan_1951_1960,Pakistan_1961_1970,Pakistan_1971_1980,Pakistan_1981_1990,Pakistan_1991_2000,Pakistan_2001_2010,Pakistan_2011_2015,Pakistan_2016,Pakistan_2017,Pakistan_2018,Pakistan_2019,Pakistan_2020,Pakistan_2021,Pakistan_Yr_arrival_NS,Pakistan_Tot
SED10024,31,19,13,25,3,0,11,833,0,0,5,7,0,0,9,0,0,0,0,0,0,0,0,20,0,3,23,24,64,59,96,27,5,4,0,0,0,0,9,310,18,88,92,22,12,17,25,19,0,0,6,0,6,5,16,324,0,8,4,32,122,113,132,61,20,21,15,24,24,24,13,607,0,0,0,68,238,239,312,106,27,14,34,23,30,6,18,1117,0,14,27,49,26,19,8,9,0,0,3,0,0,4,0,161,7,11,62,156,231,83,158,44,11,7,13,14,5,0,12,817,0,0,0,0,0,3,13,16,6,7,17,10,0,0,0,71,5,43,29,25,22,24,34,28,4,0,7,8,0,0,0,233,18,30,134,170,215,283,311,116,12,15,11,14,10,5,24,1363,0,0,4,5,0,3,5,0,0,0,0,0,0,0,0,21,0,0,3,10,11,10,13,20,3,3,4,0,0,0,3,82
SED10025,26,25,15,26,9,3,5,449,0,0,8,9,3,27,17,12,0,0,0,3,0,0,0,72,0,8,24,37,82,84,136,121,14,11,8,15,4,0,5,548,73,1032,1314,273,67,59,80,168,27,36,13,28,15,3,168,3347,0,0,0,10,20,31,55,31,0,9,7,10,0,7,0,184,0,0,0,85,283,370,637,299,60,57,70,78,29,16,40,2026,7,24,119,139,95,34,40,19,3,0,10,8,3,3,9,508,4,12,37,103,165,74,130,75,15,16,19,21,6,0,19,698,0,0,0,0,0,9,28,29,19,38,45,37,15,0,0,227,3,24,4,7,6,12,17,21,0,0,4,0,0,0,0,99,7,11,55,151,183,222,242,115,14,12,19,24,12,15,26,1105,0,0,8,20,10,12,3,3,0,0,0,0,0,0,0,65,0,0,0,9,17,18,23,33,11,14,13,24,5,6,0,182
SED10026,3,0,5,6,0,0,9,29,0,0,0,0,0,0,6,7,0,0,0,0,0,0,0,14,0,4,13,8,4,8,15,20,0,0,0,3,0,0,5,86,0,22,15,5,5,0,0,4,0,0,0,5,0,0,9,64,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,17,0,0,0,0,5,3,15,16,3,7,3,0,0,4,4,63,0,5,3,12,3,0,0,4,5,0,0,0,0,0,6,46,0,0,9,8,17,0,7,9,5,9,5,6,0,0,7,69,0,0,0,0,0,3,136,205,118,158,81,35,8,0,14,759,11,67,13,7,7,8,3,0,0,0,0,0,0,0,0,123,5,11,57,110,129,78,85,59,3,6,7,0,0,3,47,620,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,25,66,23,21,15,17,10,0,5,173
SED10027,8,0,0,4,5,3,0,101,0,0,3,9,5,95,104,41,0,13,0,0,3,0,7,278,0,11,19,25,27,20,33,38,5,0,8,0,0,0,3,194,21,185,201,68,11,5,14,20,0,0,0,3,0,0,33,568,0,3,3,3,17,18,34,9,4,0,0,0,3,0,4,103,0,0,0,33,51,57,69,29,0,0,0,0,0,0,3,250,11,46,369,840,652,480,522,215,33,81,34,44,12,5,110,3462,0,4,11,37,91,38,80,37,16,18,15,10,3,4,0,372,0,0,0,0,6,34,171,72,19,15,24,27,14,0,0,394,0,17,7,0,10,4,4,5,0,0,0,0,0,0,3,57,0,12,31,107,190,257,230,164,19,26,27,23,7,7,39,1126,0,8,205,204,88,74,43,8,4,0,0,6,0,0,9,645,0,0,0,5,34,53,113,111,23,22,26,21,16,0,6,427
SED10028,22,38,28,34,12,3,20,883,0,0,7,3,3,19,14,15,0,0,5,0,0,0,0,70,0,6,23,13,42,33,34,23,4,8,0,6,0,0,10,195,8,97,95,13,11,6,14,18,0,0,0,5,0,0,23,291,0,0,3,10,34,56,58,54,3,7,4,7,3,0,0,234,0,0,0,120,558,741,1332,541,113,91,80,76,28,9,72,3774,5,19,52,57,47,20,13,0,0,3,0,3,3,0,9,236,0,7,67,184,523,200,319,235,49,56,34,46,16,3,22,1778,0,0,0,0,5,24,74,23,9,37,31,31,5,0,0,248,9,37,18,13,10,11,31,8,0,0,3,0,0,3,11,154,9,17,66,112,151,177,222,91,18,8,20,23,18,9,28,958,0,0,6,4,0,4,4,4,0,0,0,0,0,0,0,18,0,0,0,18,27,62,114,153,65,59,45,56,23,20,6,656
SED10029,13,6,3,7,3,0,13,672,0,0,116,189,130,1747,2695,2532,1496,1002,570,1581,389,10,214,12662,0,3,12,4,0,5,3,4,0,0,0,0,0,0,6,45,26,241,313,79,27,9,9,9,3,3,0,7,0,0,48,765,0,0,0,0,4,0,10,0,6,0,0,0,0,0,0,23,0,0,0,7,13,8,15,13,6,0,0,0,0,0,0,66,0,16,189,421,357,374,380,150,75,58,37,63,21,9,90,2231,0,0,0,18,60,34,39,34,16,6,11,29,3,0,12,261,0,0,0,0,0,8,30,24,12,7,7,8,4,0,4,104,0,18,4,0,5,0,6,0,0,0,0,0,0,0,0,41,0,0,12,52,109,235,276,173,22,30,31,16,16,3,47,1016,0,3,54,69,50,31,6,4,0,3,0,0,0,0,10,242,0,0,0,3,11,16,66,111,11,38,40,26,27,8,5,370
SED10030,6,3,0,0,0,0,3,96,0,0,0,3,0,9,4,0,0,4,0,0,0,0,0,16,0,8,35,36,38,29,91,27,0,0,0,0,0,0,5,273,17,72,68,16,4,4,9,15,0,4,3,6,0,0,10,240,0,0,0,9,14,28,43,17,3,3,3,4,0,0,0,128,0,0,0,8,44,34,155,73,16,5,11,10,0,0,8,352,0,9,13,17,5,3,3,0,0,0,0,0,0,0,0,61,0,5,12,23,26,19,16,18,4,11,5,7,5,0,0,158,0,0,0,0,0,5,51,66,32,45,73,22,0,0,9,299,10,88,27,20,28,11,14,7,0,4,0,0,0,0,7,218,4,21,102,292,358,286,257,98,21,10,14,19,12,4,64,1570,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,5,12,25,15,0,10,6,0,0,0,73
SED10031,0,0,0,0,0,0,3,40,0,0,0,0,0,5,4,0,4,0,0,0,0,0,6,18,0,8,26,18,26,13,21,23,0,0,0,8,5,0,3,154,9,53,61,20,10,8,8,6,0,0,3,0,0,0,9,194,3,5,0,0,4,7,4,0,0,0,0,0,4,0,6,37,0,0,0,3,8,4,8,27,0,0,9,9,4,0,6,72,0,0,9,23,9,8,11,5,3,0,0,0,0,0,12,79,0,5,8,20,18,10,14,8,3,0,0,0,0,0,0,87,0,0,0,0,0,3,75,76,19,31,36,25,3,0,0,265,7,95,24,17,23,16,8,0,0,0,0,0,0,0,4,197,8,22,103,219,193,130,121,42,0,3,5,15,3,7,37,925,0,0,10,9,0,5,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,10,23,4,0,0,5,3,0,0,52
SED10032,38,68,42,33,16,8,28,1286,0,0,4,23,22,337,462,374,75,47,16,34,19,9,24,1456,0,0,20,26,17,9,7,6,3,0,0,3,0,0,5,95,16,185,216,45,22,14,9,12,3,0,3,11,0,0,12,540,0,0,0,0,4,3,17,10,0,0,3,0,0,0,0,55,0,0,0,27,126,122,147,61,8,14,8,10,0,0,11,533,14,112,847,1265,1023,966,902,338,78,94,83,81,54,25,196,6068,0,0,4,22,63,62,94,68,45,47,38,35,3,0,25,508,0,0,0,0,6,90,762,545,210,470,931,692,195,8,74,3975,5,11,4,3,5,0,0,0,0,0,0,0,0,0,0,35,4,0,20,72,125,268,289,143,28,26,30,18,6,14,34,1068,0,0,15,12,6,23,0,3,3,0,0,0,0,0,3,62,0,0,0,12,47,106,339,752,178,175,247,242,133,47,39,2317
SED10033,0,0,3,0,0,0,0,85,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,14,3,6,30,33,53,31,38,35,4,6,3,3,0,0,3,259,20,127,130,41,9,7,9,0,0,0,0,0,0,0,16,371,0,7,0,7,3,7,8,6,0,0,0,3,0,0,0,34,0,0,0,0,26,29,26,6,4,0,0,0,0,0,0,94,9,7,52,45,37,32,20,7,0,4,4,0,6,0,10,230,0,4,25,26,19,3,6,6,0,0,0,0,0,0,10,113,0,0,0,0,0,0,3,20,20,36,29,15,0,0,0,116,6,134,39,18,8,5,18,6,0,0,0,0,0,0,14,264,5,16,84,159,211,176,135,89,10,8,9,3,3,7,26,949,0,5,35,21,7,5,9,3,0,0,0,0,0,0,0,77,0,0,4,4,14,8,6,12,0,4,5,0,0,0,0,53
SED10034,0,0,0,0,0,0,0,53,0,0,0,3,0,6,13,3,0,0,0,0,0,0,0,30,0,0,26,19,68,39,95,47,3,0,9,0,0,0,6,312,10,72,86,17,7,5,17,30,0,4,0,0,0,3,13,270,0,0,0,4,4,20,38,11,4,0,4,3,0,0,0,91,0,0,0,8,14,20,33,3,0,0,4,0,0,0,0,80,3,6,25,25,20,11,9,0,0,0,0,0,0,0,8,115,0,6,8,29,42,29,23,14,5,0,3,0,0,0,3,174,0,0,0,0,0,10,51,17,8,7,20,7,4,0,0,123,6,81,21,6,8,16,17,13,0,3,0,0,0,0,10,182,5,12,56,139,221,214,173,77,0,13,3,7,0,5,24,952,0,0,53,42,17,14,16,0,0,0,0,0,0,0,3,154,0,0,3,4,6,0,5,10,0,0,0,0,0,0,0,33
SED10035,35,38,47,46,28,12,10,541,0,0,6,14,13,91,63,46,5,0,3,0,0,0,3,235,0,3,17,17,82,75,362,535,128,214,258,330,111,14,8,2169,11,101,127,52,31,23,87,251,53,54,58,50,16,3,16,933,0,0,7,10,44,101,127,91,28,24,25,40,5,0,12,514,0,0,0,22,93,162,253,161,41,18,34,50,21,4,28,895,0,11,61,78,48,28,27,14,3,0,6,0,3,0,8,288,0,4,40,69,269,151,349,211,91,85,110,112,80,4,25,1599,0,0,0,0,0,17,49,35,20,33,86,29,13,4,4,296,3,18,14,4,9,18,34,32,7,7,8,11,6,0,0,170,3,6,64,191,301,440,543,343,87,63,85,97,61,56,51,2404,0,5,79,69,14,10,19,6,5,0,0,7,0,0,6,236,0,0,0,6,17,34,38,45,23,31,44,53,16,6,4,317
SED10036,4,0,0,0,0,3,3,166,0,0,0,15,23,376,979,825,378,166,162,187,29,4,47,3199,0,4,9,9,35,14,25,22,5,6,3,5,0,0,18,142,30,315,303,97,46,18,29,17,0,5,0,0,0,0,59,918,0,0,0,4,4,13,11,8,3,0,0,0,0,0,0,42,0,0,0,4,18,27,36,17,0,0,0,7,0,0,0,109,0,14,180,412,479,358,385,170,30,31,34,29,16,7,73,2220,0,0,14,26,82,41,72,14,5,11,5,9,0,0,7,272,0,0,0,0,6,39,159,47,3,10,13,10,4,4,8,297,3,18,10,7,4,4,9,6,0,0,0,0,0,0,0,58,0,3,22,97,215,308,345,178,22,16,29,24,6,5,43,1313,0,7,93,121,93,120,60,12,0,6,3,7,0,0,13,528,0,0,0,9,83,136,225,157,39,45,18,34,8,4,9,769
SED10037,60,40,40,49,15,9,7,968,0,0,0,8,3,8,15,5,0,0,0,0,0,0,0,33,0,6,21,22,49,50,65,23,4,0,7,3,0,7,0,252,22,123,146,39,15,19,19,14,0,0,0,0,0,0,6,402,0,0,5,17,43,109,98,43,9,3,7,0,0,0,3,331,0,0,0,37,189,241,527,133,26,15,31,19,9,3,12,1244,5,52,113,61,45,38,23,10,0,0,0,6,3,0,5,365,4,9,40,65,208,121,170,82,10,16,12,12,9,0,8,757,0,0,0,0,0,38,265,174,68,118,177,154,30,0,19,1050,16,47,25,11,18,28,25,17,4,4,3,5,0,0,7,206,6,16,99,179,252,287,201,91,19,6,10,11,11,6,21,1220,0,0,5,0,9,0,0,0,0,0,0,0,3,0,0,17,0,0,0,11,14,41,28,59,27,32,20,17,15,4,4,273
SED10038,4,3,4,3,0,0,0,125,0,0,0,0,0,12,15,53,18,0,0,14,0,0,0,125,0,9,23,34,55,29,56,34,0,0,0,0,0,0,7,246,21,388,306,57,11,19,19,15,4,0,3,3,0,0,52,888,6,0,4,0,18,19,15,13,3,4,3,4,3,0,0,93,0,0,0,0,21,22,33,9,0,4,0,8,5,0,3,104,0,10,36,47,37,16,19,5,0,0,0,0,3,0,4,198,0,0,20,22,27,15,11,7,3,5,6,0,9,0,0,128,0,0,0,0,0,3,10,4,3,0,0,16,4,0,5,44,24,180,33,13,17,10,20,12,9,0,6,0,0,0,9,335,12,15,68,151,196,150,168,87,15,8,15,14,11,3,32,938,0,20,160,126,33,26,13,0,0,0,0,0,0,0,17,408,0,4,0,0,4,10,11,39,8,34,23,21,17,0,10,179
SED10039,0,0,8,0,4,0,9,58,0,0,0,4,0,3,3,0,0,0,0,0,0,0,0,13,0,11,26,32,33,23,22,28,0,0,0,0,0,0,6,190,8,63,65,19,14,3,7,9,0,0,0,0,3,0,20,219,0,0,0,3,0,3,17,4,0,0,0,0,0,0,0,29,0,0,0,0,5,15,19,7,0,0,0,0,0,0,0,49,0,4,0,9,3,0,0,0,0,0,0,0,0,0,6,31,3,0,12,14,18,9,17,7,0,0,0,3,0,0,0,82,0,0,0,0,3,3,13,20,9,12,7,5,4,0,5,80,11,158,27,10,21,6,15,0,0,0,0,0,0,0,10,267,6,13,86,203,179,135,140,74,10,8,6,8,6,3,57,934,0,0,42,24,14,8,10,4,0,0,0,0,0,0,4,101,0,0,0,0,0,8,12,18,0,0,4,0,0,0,0,35
SED10040,6,7,4,11,0,4,0,102,0,0,0,6,9,31,30,18,0,3,0,0,3,0,0,92,0,8,12,25,29,16,49,38,0,7,8,4,4,0,4,203,16,238,311,47,13,19,28,59,4,3,10,0,0,0,65,819,0,0,0,9,21,41,65,33,7,0,5,4,5,0,6,203,0,0,0,14,51,60,109,49,10,6,10,3,0,0,8,332,5,28,181,384,443,284,237,120,13,29,32,26,22,12,68,1881,0,5,21,81,231,97,172,108,44,57,63,44,17,3,18,958,0,0,0,0,7,45,821,1036,587,1245,2023,1765,387,15,119,8045,4,16,5,0,9,0,8,0,0,0,0,0,0,0,0,43,4,7,38,82,212,256,268,134,18,17,25,6,3,9,45,1132,0,24,515,516,225,173,130,68,18,10,0,6,6,0,77,1775,0,0,0,3,13,26,33,36,8,13,17,22,10,0,0,176
SED10041,52,82,49,86,31,12,21,1357,0,0,5,3,0,12,9,4,0,0,0,0,0,0,0,26,0,7,8,18,62,55,62,27,0,0,0,0,3,0,3,258,13,78,43,12,7,16,20,16,3,3,0,7,0,0,16,229,0,4,12,27,88,109,122,62,12,8,19,18,15,12,8,510,0,0,0,67,316,468,772,262,29,28,42,40,25,12,32,2096,3,19,34,27,26,13,3,8,3,0,0,0,0,0,0,146,5,7,70,148,249,116,236,93,19,30,27,12,10,3,10,1046,0,0,0,0,0,20,141,87,38,84,102,82,12,0,19,597,9,50,8,17,23,8,41,5,0,7,3,0,0,0,10,182,17,44,128,161,222,275,268,112,14,26,16,27,9,5,19,1357,0,0,0,7,0,5,3,0,0,0,0,0,0,0,0,15,0,0,4,17,15,31,25,56,22,24,19,9,3,3,3,239
SED10042,0,3,0,0,0,0,0,25,0,0,4,0,0,4,0,0,0,0,0,0,0,3,0,10,6,5,18,26,24,16,27,16,0,3,0,0,0,0,4,151,0,41,32,9,5,6,6,0,0,0,0,3,0,0,8,119,0,3,0,3,4,8,10,0,0,0,0,0,3,5,4,41,0,0,0,3,9,7,29,0,0,0,3,6,0,0,0,67,0,3,11,8,5,0,4,0,0,0,0,0,0,0,4,35,3,0,11,20,23,10,16,5,0,11,0,0,0,0,5,112,0,0,0,0,0,0,4,16,3,7,8,3,0,0,0,49,18,114,33,20,18,6,8,5,0,4,6,0,0,0,14,240,21,43,138,260,252,181,164,57,5,19,4,25,0,4,46,1225,0,7,18,4,5,3,0,0,0,0,0,0,0,0,0,34,0,0,0,4,4,0,0,5,0,0,6,0,0,0,0,19
SED10043,3,8,8,0,0,0,5,110,0,0,8,5,8,137,158,144,13,5,18,13,5,0,9,520,0,0,10,3,10,3,10,16,0,0,0,0,0,0,8,73,18,188,269,74,28,18,27,24,0,5,3,0,4,0,26,685,0,4,0,6,0,7,12,8,3,0,0,0,0,0,0,57,0,0,0,59,188,183,167,27,11,3,8,3,0,0,16,657,11,114,971,2162,1717,1175,1058,440,73,95,79,96,27,31,294,8349,0,0,7,33,106,38,72,117,48,55,61,53,3,7,18,611,0,0,0,0,0,30,132,101,30,95,94,88,19,0,11,602,0,11,3,0,3,0,0,0,0,0,0,0,0,0,3,25,0,0,17,59,133,213,239,82,21,15,18,17,9,4,35,875,0,0,51,55,48,18,10,0,0,0,0,0,0,0,9,188,0,0,6,10,100,247,584,678,167,177,245,279,121,28,51,2702
SED10044,51,66,37,46,26,5,17,1061,0,0,12,13,4,22,24,14,0,0,0,0,0,0,0,91,5,17,20,37,94,75,95,93,6,9,15,6,0,0,3,471,38,218,282,57,21,28,46,97,16,4,8,6,8,8,30,879,0,0,0,21,67,145,212,108,31,24,20,21,10,13,19,699,0,0,3,54,169,215,352,174,34,26,25,35,10,5,28,1135,3,21,59,86,77,39,15,17,0,0,0,3,0,0,14,326,3,10,59,133,253,120,203,103,27,28,17,28,7,4,12,1001,0,0,0,0,0,3,98,62,20,52,96,53,3,0,0,397,7,38,7,10,12,14,31,19,4,0,4,6,0,0,4,161,10,30,78,213,237,295,283,154,16,34,39,27,17,12,21,1474,0,8,14,10,10,6,13,4,3,3,0,0,0,4,0,83,0,0,0,5,21,20,30,45,15,17,22,14,11,0,0,204
SED10045,0,0,0,0,0,0,0,16,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,3,7,12,10,24,9,21,14,0,0,0,0,0,0,3,90,30,66,32,3,3,10,10,17,0,3,0,8,0,0,13,193,0,3,0,9,11,11,30,16,0,4,8,3,0,7,5,97,0,0,0,5,0,6,11,3,0,5,3,3,0,0,0,39,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,7,0,3,9,17,10,10,15,6,4,4,0,4,0,0,0,81,0,0,0,0,0,0,3,11,9,4,16,18,0,0,0,58,7,86,22,17,18,14,29,6,0,0,0,0,0,0,10,203,3,7,84,260,303,191,136,62,6,5,3,3,5,10,58,1140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,5,0,0,5,0,0,0,24
SED10046,5,10,10,8,10,0,11,548,0,3,46,54,115,1226,2364,1817,611,500,277,620,146,14,106,7894,0,0,12,4,3,3,6,9,0,0,0,0,0,0,0,40,21,160,271,119,42,27,27,26,8,3,0,3,0,0,33,735,0,5,0,0,0,7,13,3,0,4,0,0,0,0,0,41,0,0,0,4,16,11,32,8,3,8,3,0,0,0,0,90,4,5,127,382,398,365,416,195,41,38,34,39,18,10,76,2154,0,0,14,16,71,45,44,46,12,19,12,10,10,0,7,296,0,0,0,0,0,15,157,90,29,47,69,80,11,6,12,504,0,23,4,0,5,0,0,4,0,0,3,0,0,0,0,44,0,0,9,58,207,395,382,304,50,40,52,46,14,11,81,1644,0,0,86,143,89,95,66,38,12,8,8,11,0,0,10,572,0,0,5,3,56,80,187,256,40,75,78,60,26,16,6,888
SED10047,9,9,11,3,8,0,7,246,0,0,5,14,14,85,89,94,20,14,6,17,12,3,15,387,0,15,40,45,43,9,16,48,4,0,0,0,0,0,8,227,5,81,176,44,20,10,14,19,3,0,3,3,0,0,18,388,0,0,0,6,7,3,24,13,0,0,0,0,0,0,4,53,0,0,0,12,29,65,127,35,6,7,0,4,3,0,8,287,5,8,47,97,94,89,104,53,4,12,8,6,4,0,27,552,0,3,8,19,35,10,58,36,4,16,12,4,8,0,10,221,0,0,0,0,3,25,408,128,23,21,29,25,15,0,3,687,3,94,35,10,4,0,8,6,0,0,0,0,0,0,4,179,0,3,40,156,402,742,746,531,103,114,85,112,35,23,155,3242,0,0,8,13,0,0,0,4,4,0,0,0,0,0,10,46,0,0,0,11,44,92,274,304,67,59,60,29,14,3,6,962
SED10048,7,0,0,4,0,0,3,177,0,0,3,12,9,312,533,307,64,56,32,13,11,0,22,1380,0,3,21,17,33,4,30,34,0,3,3,5,0,0,10,167,9,138,112,37,18,16,17,28,0,0,0,0,0,0,28,411,0,7,0,0,5,11,30,23,0,0,0,9,0,0,0,81,0,0,0,0,22,27,80,9,6,6,0,0,0,0,6,165,0,14,83,220,211,175,167,57,14,17,13,9,0,0,29,1009,0,5,18,29,82,30,99,23,7,9,5,0,0,0,16,314,0,0,0,6,3,117,1893,898,135,148,181,204,74,9,31,3700,0,47,23,9,9,6,7,0,0,0,4,0,0,0,0,108,3,7,29,160,330,619,635,414,81,56,83,78,31,22,108,2642,0,0,49,45,45,57,39,15,0,5,8,3,0,0,3,267,0,0,9,7,82,221,416,399,81,105,64,52,27,12,28,1502
SED10049,0,0,0,0,6,0,0,33,0,0,0,0,0,10,4,0,0,0,4,0,0,0,0,21,0,8,14,15,12,7,19,33,0,3,0,0,0,0,0,104,3,26,14,8,0,0,5,4,0,3,3,0,0,0,4,79,0,0,0,0,0,3,11,7,0,0,0,0,0,0,0,28,0,0,0,0,12,14,34,28,4,0,8,0,0,0,3,100,0,0,0,3,3,0,5,0,0,0,0,0,0,0,0,19,0,0,11,27,12,6,19,9,3,5,6,11,0,0,3,119,0,0,0,0,0,0,15,13,21,9,22,6,0,0,0,85,8,55,17,7,8,0,3,11,0,0,0,0,0,0,5,120,6,14,54,128,191,154,187,105,22,11,14,29,3,0,31,940,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,14,0,0,3,8,6,9,21,47,6,7,9,3,4,0,0,118
SED10050,0,0,9,0,8,0,3,139,0,0,4,0,0,5,9,3,0,0,0,0,0,0,0,21,0,5,32,54,95,103,153,136,14,30,21,18,3,3,8,673,17,108,140,22,17,17,73,131,23,25,25,35,11,0,15,658,0,0,0,14,30,63,97,34,3,14,6,11,0,0,5,288,0,0,0,13,44,37,65,20,12,6,4,4,6,0,8,212,0,3,9,11,12,3,6,3,0,0,0,0,0,0,0,52,3,3,29,41,65,21,21,14,0,7,4,6,0,0,4,216,0,0,0,0,0,0,50,38,7,31,45,33,15,0,0,219,11,49,28,13,15,45,75,54,33,23,30,20,15,4,7,427,10,27,128,263,339,341,497,221,49,35,51,44,22,20,34,2083,0,0,5,4,7,7,9,0,0,0,0,0,0,0,0,28,0,0,0,3,4,0,7,9,0,0,4,3,0,0,0,31
SED10051,9,12,7,7,0,3,6,251,0,0,11,9,36,126,78,43,21,13,15,3,0,0,0,363,3,3,44,49,90,117,450,475,75,115,108,160,49,3,25,1772,12,171,158,72,30,28,58,100,17,14,14,17,13,0,35,734,0,5,0,7,40,55,67,34,4,6,9,8,0,0,9,247,0,0,0,15,54,39,82,26,11,3,9,4,3,0,6,251,8,17,60,94,35,22,24,9,3,3,0,0,14,3,17,303,3,8,54,134,263,100,175,66,13,28,22,12,8,4,22,905,0,0,0,0,3,5,16,13,0,11,19,3,0,0,4,74,3,18,9,15,18,11,26,22,4,3,9,7,0,0,9,146,0,11,81,231,304,286,351,162,16,26,29,28,21,16,68,1625,0,0,12,11,19,5,7,0,3,0,0,0,0,0,11,67,0,0,3,0,14,5,10,26,0,11,3,8,4,0,9,104
