SED_CODE_2021,A55_64_UOLSE_VWW_17,A55_64_UOLSE_VWW_18,A55_64_UOLSE_VWW_19,A55_64_UOLSE_VWW_20,A55_64_UOLSE_VWW_21,A55_64_UOLSE_VWW_YNS,A55_64_UOLSE_VWW_T,A55_64_UOLSE_NWNAA_B_05,A55_64_UOLSE_NWNAA_05_10,A55_64_UOLSE_NWNAA_11_15,A55_64_UOLSE_NWNAA_16,A55_64_UOLSE_NWNAA_17,A55_64_UOLSE_NWNAA_18,A55_64_UOLSE_NWNAA_19,A55_64_UOLSE_NWNAA_20,A55_64_UOLSE_NWNAA_21,A55_64_UOLSE_NWNAA_YNS,A55_64_UOLSE_NWNAA_T,A55_64_UOLSE_PinE_NS_B_05,A55_64_UOLSE_PinE_NS_05_10,A55_64_UOLSE_PinE_NS_11_15,A55_64_UOLSE_PinE_NS_16,A55_64_UOLSE_PinE_NS_17,A55_64_UOLSE_PinE_NS_18,A55_64_UOLSE_PinE_NS_19,A55_64_UOLSE_PinE_NS_20,A55_64_UOLSE_PinE_NS_21,A55_64_UOLSE_PinE_NS_YNS,A55_64_UOLSE_PinE_NS_T,A55_64_UOLSE_T_B_05,A55_64_UOLSE_T_05_10,A55_64_UOLSE_T_11_15,A55_64_UOLSE_T_16,A55_64_UOLSE_T_17,A55_64_UOLSE_T_18,A55_64_UOLSE_T_19,A55_64_UOLSE_T_20,A55_64_UOLSE_T_21,A55_64_UOLSE_T_YNS,A55_64_UOLSE_T_T,A55_64_L_PinE_NS_B_05,A55_64_L_PinE_NS_05_10,A55_64_L_PinE_NS_11_15,A55_64_L_PinE_NS_16,A55_64_L_PinE_NS_17,A55_64_L_PinE_NS_18,A55_64_L_PinE_NS_19,A55_64_L_PinE_NS_20,A55_64_L_PinE_NS_21,A55_64_L_PinE_NS_YNS,A55_64_L_PinE_NS_T,A55_64_T_B_05,A55_64_T_05_10,A55_64_T_11_15,A55_64_T_16,A55_64_T_17,A55_64_T_18,A55_64_T_19,A55_64_T_20,A55_64_T_21,A55_64_T_YNS,A55_64_T_T,A65_74_SEO_B_05,A65_74_SEO_05_10,A65_74_SEO_11_15,A65_74_SEO_16,A65_74_SEO_17,A65_74_SEO_18,A65_74_SEO_19,A65_74_SEO_20,A65_74_SEO_21,A65_74_SEO_YNS,A65_74_SEO_T,A65_74_UOLSE_VWW_B_05,A65_74_UOLSE_VWW_05_10,A65_74_UOLSE_VWW_11_15,A65_74_UOLSE_VWW_16,A65_74_UOLSE_VWW_17,A65_74_UOLSE_VWW_18,A65_74_UOLSE_VWW_19,A65_74_UOLSE_VWW_20,A65_74_UOLSE_VWW_21,A65_74_UOLSE_VWW_YNS,A65_74_UOLSE_VWW_T,A65_74_UOLSE_NWNAA_B_05,A65_74_UOLSE_NWNAA_05_10,A65_74_UOLSE_NWNAA_11_15,A65_74_UOLSE_NWNAA_16,A65_74_UOLSE_NWNAA_17,A65_74_UOLSE_NWNAA_18,A65_74_UOLSE_NWNAA_19,A65_74_UOLSE_NWNAA_20,A65_74_UOLSE_NWNAA_21,A65_74_UOLSE_NWNAA_YNS,A65_74_UOLSE_NWNAA_T,A65_74_UOLSE_PinE_NS_B_05,A65_74_UOLSE_PinE_NS_05_10,A65_74_UOLSE_PinE_NS_11_15,A65_74_UOLSE_PinE_NS_16,A65_74_UOLSE_PinE_NS_17,A65_74_UOLSE_PinE_NS_18,A65_74_UOLSE_PinE_NS_19,A65_74_UOLSE_PinE_NS_20,A65_74_UOLSE_PinE_NS_21,A65_74_UOLSE_PinE_NS_YNS,A65_74_UOLSE_PinE_NS_T,A65_74_UOLSE_T_B_05,A65_74_UOLSE_T_05_10,A65_74_UOLSE_T_06,A65_74_UOLSE_T_16,A65_74_UOLSE_T_17,A65_74_UOLSE_T_18,A65_74_UOLSE_T_19,A65_74_UOLSE_T_20,A65_74_UOLSE_T_21,A65_74_UOLSE_T_YNS,A65_74_UOLSE_T_T,A65_74_L_PinE_NS_B_05,A65_74_L_PinE_NS_05_10,A65_74_L_PinE_NS_11_15,A65_74_L_PinE_NS_16,A65_74_L_PinE_NS_17,A65_74_L_PinE_NS_18,A65_74_L_PinE_NS_19,A65_74_L_PinE_NS_20,A65_74_L_PinE_NS_21,A65_74_L_PinE_NS_YNS,A65_74_L_PinE_NS_T,A65_74_T_B_05,A65_74_T_05_10,A65_74_T_11_15,A65_74_T_16,A65_74_T_17,A65_74_T_18,A65_74_T_19,A65_74_T_20,A65_74_T_21,A65_74_T_YNS,A65_74_T_T,A75_84_SEO_B_05,A75_84_SEO_05_10,A75_84_SEO_11_15,A75_84_SEO_16,A75_84_SEO_17,A75_84_SEO_18,A75_84_SEO_19,A75_84_SEO_20,A75_84_SEO_21,A75_84_SEO_YNS,A75_84_SEO_T,A75_84_UOLSE_VWW_B_05,A75_84_UOLSE_VWW_05_10,A75_84_UOLSE_VWW_11_15,A75_84_UOLSE_VWW_16,A75_84_UOLSE_VWW_17,A75_84_UOLSE_VWW_18,A75_84_UOLSE_VWW_19,A75_84_UOLSE_VWW_20,A75_84_UOLSE_VWW_21,A75_84_UOLSE_VWW_YNS,A75_84_UOLSE_VWW_T,A75_84_UOLSE_NWNAA_B_05,A75_84_UOLSE_NWNAA_05_10,A75_84_UOLSE_NWNAA_11_15,A75_84_UOLSE_NWNAA_16,A75_84_UOLSE_NWNAA_17,A75_84_UOLSE_NWNAA_18,A75_84_UOLSE_NWNAA_19,A75_84_UOLSE_NWNAA_20,A75_84_UOLSE_NWNAA_21,A75_84_UOLSE_NWNAA_YNS,A75_84_UOLSE_NWNAA_T,A75_84_UOLSE_PinE_NS_B_05,A75_84_UOLSE_PinE_NS_05_10,A75_84_UOLSE_PinE_NS_11_15,A75_84_UOLSE_PinE_NS_16,A75_84_UOLSE_PinE_NS_17,A75_84_UOLSE_PinE_NS_18,A75_84_UOLSE_PinE_NS_19,A75_84_UOLSE_PinE_NS_20,A75_84_UOLSE_PinE_NS_21,A75_84_UOLSE_PinE_NS_YNS,A75_84_UOLSE_PinE_NS_T,A75_84_UOLSE_T_B_05,A75_84_UOLSE_T_05_10,A75_84_UOLSE_T_11_15,A75_84_UOLSE_T_16,A75_84_UOLSE_T_17,A75_84_UOLSE_T_18,A75_84_UOLSE_T_19,A75_84_UOLSE_T_20,A75_84_UOLSE_T_21,A75_84_UOLSE_T_YNS,A75_84_UOLSE_T_T,A75_84_L_PinE_NS_B_05,A75_84_L_PinE_NS_05_10,A75_84_L_PinE_NS_11_15,A75_84_L_PinE_NS_16,A75_84_L_PinE_NS_17,A75_84_L_PinE_NS_18
SED10036,14,8,6,10,0,47,3705,718,130,150,45,22,16,55,12,0,37,1190,8,0,0,0,0,0,0,0,0,0,12,4076,313,225,63,37,25,67,22,0,85,4903,0,0,0,0,0,0,0,0,0,12,16,5220,339,239,63,37,25,70,25,0,115,6132,818,4,0,0,6,0,0,0,0,16,851,1927,64,35,0,4,3,13,8,3,23,2088,742,87,105,25,14,20,26,10,0,24,1043,4,0,0,0,0,0,0,0,0,0,4,2674,150,142,25,14,19,28,21,3,47,3133,6,0,0,0,0,0,0,0,0,44,50,3504,150,147,29,21,19,29,21,3,110,4032,403,5,4,0,0,0,0,0,0,15,420,806,16,6,0,4,0,3,0,0,21,860,525,69,45,10,8,6,15,0,0,19,699,9,0,0,0,0,0,0,0,0,0,9,1343,86,56,12,10,6,19,8,0,35,1569,0,0,0,0,0,0
SED10037,7,5,12,12,5,19,1977,328,70,65,20,23,20,54,18,6,14,624,0,0,0,0,0,0,0,0,0,0,0,2057,205,122,32,34,23,66,26,7,32,2603,0,0,0,0,0,0,0,0,0,0,0,3993,332,163,35,31,25,70,34,9,51,4740,1524,12,27,8,0,6,0,5,3,13,1596,1083,29,29,4,8,6,18,12,0,16,1205,255,120,160,43,30,41,95,25,8,19,788,0,0,0,0,0,0,0,0,0,0,8,1335,147,185,48,36,49,109,41,14,36,2000,3,0,0,0,0,0,0,0,0,17,16,2864,160,212,55,36,53,112,41,13,66,3613,944,21,11,0,0,0,4,0,0,22,1005,506,12,13,0,0,0,4,3,0,6,543,220,56,67,13,19,12,7,9,0,6,411,0,0,0,0,0,0,0,0,0,0,0,725,69,80,13,19,12,14,12,0,13,952,0,0,0,0,0,0
SED10038,7,3,0,0,0,12,746,83,11,19,3,5,4,5,6,0,3,148,0,0,0,0,0,0,0,0,0,0,5,762,43,37,5,8,9,7,9,3,17,893,0,0,0,0,0,0,0,0,0,9,7,2295,94,54,9,11,12,13,12,5,48,2548,1494,24,17,4,0,4,4,0,0,26,1574,656,9,5,0,0,0,0,0,0,10,692,138,6,13,6,0,5,18,0,0,3,184,0,0,0,0,0,0,0,0,0,0,0,799,17,22,9,0,0,19,5,0,16,877,5,0,0,0,0,0,0,0,0,12,13,2299,36,39,12,0,10,20,5,0,53,2466,906,8,4,0,0,0,9,0,0,33,957,504,0,0,0,0,0,0,0,0,5,504,181,8,8,5,0,0,0,0,0,11,210,5,0,0,0,0,0,0,0,0,0,5,686,8,8,5,0,0,0,0,0,14,720,4,0,0,0,0,0
SED10039,5,0,0,0,0,9,318,17,6,3,5,0,0,4,0,0,5,41,0,0,0,0,0,0,0,0,0,0,0,290,30,16,5,5,0,4,3,0,11,359,0,0,0,0,0,0,0,0,0,16,16,1985,105,42,5,8,3,10,4,0,60,2219,1820,27,27,7,4,4,12,5,0,58,1954,283,3,13,0,0,0,0,0,0,9,304,40,5,10,0,0,0,4,3,0,4,64,0,0,0,0,0,0,0,0,0,0,0,321,6,19,5,0,0,4,3,0,10,367,0,0,0,0,0,0,0,0,0,16,15,2140,40,46,8,7,8,12,5,0,84,2344,1175,24,10,0,3,0,0,0,0,46,1249,180,0,0,0,0,0,0,0,0,14,197,26,0,0,0,0,0,0,0,0,4,37,0,0,0,0,0,0,0,0,0,0,0,208,0,0,0,0,0,0,0,0,18,228,3,0,0,0,0,0
SED10040,9,10,27,6,0,55,3952,1683,271,249,52,40,54,114,39,9,80,2594,10,0,0,0,0,0,3,0,0,3,15,5302,448,313,62,47,62,141,46,9,139,6567,0,0,0,0,0,0,0,0,0,31,33,6260,490,319,60,51,63,140,50,12,187,7642,746,11,9,0,0,0,0,0,0,16,777,2507,26,27,4,0,4,8,11,0,52,2642,1607,255,374,44,45,40,127,29,11,60,2589,11,0,0,0,0,0,0,0,0,0,10,4126,282,404,48,49,45,134,33,9,110,5247,3,0,0,0,0,0,0,0,0,49,49,4873,291,417,51,49,45,134,33,9,175,6072,377,7,0,0,0,3,0,0,0,15,397,1344,6,3,0,0,0,4,3,0,40,1396,1213,143,130,19,7,24,29,12,0,50,1617,8,0,0,0,0,0,0,0,0,4,11,2561,145,134,19,8,24,29,14,0,91,3021,5,0,0,0,0,0
SED10041,3,12,11,17,0,10,2314,309,100,128,26,26,33,78,46,8,30,791,5,0,0,0,0,0,0,0,0,0,11,2332,278,190,38,30,43,87,63,7,40,3114,8,0,0,0,0,0,0,0,0,4,14,4327,438,246,42,37,51,91,67,7,66,5376,1543,19,24,5,0,5,3,6,0,14,1617,1304,38,28,3,3,0,19,11,0,11,1418,348,104,230,65,36,35,100,52,0,20,983,4,0,0,0,0,0,0,0,0,0,10,1654,144,262,67,35,35,111,58,7,27,2410,0,0,0,0,0,0,0,0,0,13,17,3202,161,284,68,39,47,120,65,5,56,4045,1097,18,19,4,0,0,0,0,0,15,1166,540,18,12,3,3,3,8,3,0,22,613,230,61,42,6,14,6,29,10,0,9,409,0,0,0,0,0,0,0,0,0,0,3,768,83,55,5,13,7,34,19,0,38,1024,8,0,0,0,0,0
SED10042,4,3,0,5,0,6,310,16,0,10,0,3,0,4,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,257,32,29,0,7,3,8,5,0,6,339,0,0,0,0,0,0,0,0,0,3,3,1407,77,46,14,10,9,3,8,4,19,1605,1387,24,11,0,0,0,7,0,0,32,1464,249,3,9,0,0,0,0,0,0,4,268,25,3,5,0,0,0,4,3,0,0,46,3,0,0,0,0,0,0,0,0,0,3,275,11,14,0,0,0,3,4,0,4,316,4,0,0,0,0,0,0,0,0,10,11,1664,32,28,0,0,0,9,7,0,42,1792,998,8,7,0,0,0,0,0,0,54,1073,150,4,0,0,0,0,0,0,0,18,171,24,3,0,0,0,0,0,0,0,4,37,0,0,0,0,0,0,0,0,0,0,0,175,9,0,0,0,0,0,0,0,17,210,4,0,0,0,0,0
SED10043,12,5,21,13,0,83,4341,1872,239,216,36,38,31,52,16,9,77,2582,9,0,3,0,0,0,0,0,0,7,21,5867,381,282,42,44,37,74,25,6,174,6939,3,0,0,0,0,0,0,0,0,14,21,6560,402,289,42,44,37,74,28,6,204,7696,538,12,4,0,0,0,0,0,0,13,564,2633,28,21,0,8,3,13,6,0,68,2777,1823,120,125,24,26,8,32,18,0,76,2261,12,0,0,0,0,0,0,0,0,5,15,4465,147,139,24,32,13,49,22,4,150,5053,7,0,0,0,0,0,0,0,0,28,29,5010,157,145,24,32,13,49,22,4,192,5653,275,5,0,0,0,0,0,0,0,13,293,1183,3,12,0,0,0,3,0,0,35,1241,1357,83,46,12,3,6,11,4,0,38,1556,10,0,0,0,0,0,0,0,0,0,17,2551,92,51,12,3,5,14,4,0,76,2808,6,0,0,0,0,0
SED10044,8,14,14,8,3,19,1837,280,50,58,28,10,20,39,20,4,17,521,0,0,0,0,0,0,0,0,0,0,3,1924,124,109,29,21,29,56,23,6,34,2363,0,0,0,0,0,0,0,0,0,14,13,3653,209,143,39,25,33,62,27,10,78,4275,1517,18,9,0,8,3,3,3,0,27,1587,1323,30,20,4,0,0,10,6,0,25,1433,285,57,95,22,14,13,35,24,10,10,555,3,0,0,0,0,0,0,0,0,0,3,1620,89,116,20,11,18,45,34,12,30,1993,0,0,0,0,0,0,0,0,0,44,44,3135,107,128,23,18,22,48,41,12,95,3622,853,5,5,0,4,0,0,0,0,12,882,687,8,8,0,0,0,8,0,0,7,727,338,28,27,0,3,5,15,3,0,11,431,0,0,0,0,0,0,0,0,0,3,3,1033,39,42,4,8,4,19,4,0,23,1166,0,0,0,0,0,0
SED10045,0,4,0,0,0,3,242,7,3,4,0,0,3,0,4,0,3,28,5,0,0,0,0,0,0,0,0,0,5,191,42,14,0,8,3,3,4,0,8,273,6,0,0,0,0,0,0,0,0,0,4,1496,99,35,3,9,5,3,5,0,77,1741,1330,27,10,3,0,0,0,0,0,52,1428,181,16,0,0,4,0,0,0,0,4,204,15,0,5,0,0,0,5,3,0,0,25,0,0,0,0,0,0,0,0,0,0,3,193,16,8,0,0,0,0,3,0,9,240,0,0,0,0,0,0,0,0,0,4,3,1524,47,24,3,3,3,0,9,0,59,1667,624,13,3,0,0,0,0,0,0,24,664,96,3,0,0,0,0,0,0,0,8,111,11,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,111,3,3,0,0,0,0,0,0,8,121,3,0,0,0,0,0
SED10046,15,18,14,13,3,82,4471,1706,287,257,91,57,50,93,31,0,65,2634,14,0,6,0,0,0,0,0,0,9,19,5629,524,405,120,73,66,106,42,0,147,7120,0,0,0,0,0,0,0,0,0,29,38,6465,557,432,121,73,66,112,48,0,199,8080,588,11,4,0,4,0,0,0,0,19,627,2240,90,42,16,3,7,9,8,8,38,2461,1518,187,174,60,50,34,61,23,0,37,2142,11,0,3,0,0,0,0,0,0,0,18,3767,276,221,76,53,49,67,27,10,76,4625,9,0,0,0,0,0,0,0,0,24,34,4366,284,226,75,54,49,67,27,10,121,5284,272,3,0,0,0,0,0,5,0,9,297,780,23,11,0,6,0,0,5,0,17,849,852,111,91,24,20,11,14,12,0,25,1163,8,0,0,0,0,0,0,0,0,0,7,1631,137,104,19,23,17,18,17,0,46,2013,0,0,0,0,0,0
SED10047,10,15,28,16,5,34,2109,274,87,97,27,15,17,59,34,4,20,638,7,0,0,0,0,0,0,0,0,0,6,1941,304,214,40,31,33,81,51,10,59,2753,4,0,0,0,0,0,0,0,0,25,34,3388,364,239,44,31,36,82,46,10,141,4376,1360,17,13,0,0,0,0,5,0,37,1426,1206,46,47,19,10,9,31,17,4,21,1399,306,53,114,21,15,14,52,21,0,23,623,3,0,0,0,0,0,0,0,0,0,7,1523,99,162,43,21,24,83,40,4,46,2031,7,0,0,0,0,0,0,0,0,26,35,2893,109,172,43,22,21,82,40,4,104,3490,747,0,3,0,0,0,0,0,0,15,774,572,10,7,0,0,0,11,7,0,10,626,267,27,28,6,0,0,16,0,0,12,367,5,0,0,0,0,0,0,0,0,0,5,846,38,37,9,3,0,30,7,0,20,994,5,0,0,0,0,0
SED10048,19,13,24,20,0,58,3953,556,102,109,35,29,37,86,40,0,32,1025,12,0,0,0,0,0,0,0,0,0,12,3969,376,218,51,47,51,110,60,0,96,4988,5,0,0,0,0,0,0,0,0,26,26,5395,418,248,62,50,57,118,65,3,146,6562,1340,11,9,0,6,0,0,6,0,20,1394,1813,62,63,22,8,5,16,22,0,37,2052,490,93,103,27,17,21,75,36,0,24,882,3,0,0,0,0,0,0,0,0,5,8,2308,157,162,49,21,24,90,58,9,71,2945,7,0,0,0,0,0,0,0,0,38,42,3652,167,172,46,31,24,91,63,9,122,4381,636,7,0,0,0,0,4,0,0,20,668,585,27,14,0,4,0,0,6,0,25,661,316,46,27,3,0,7,18,9,0,11,442,5,0,0,0,0,0,0,0,0,15,22,907,70,44,8,6,7,14,18,0,55,1127,7,0,0,0,0,0
SED10049,3,3,3,0,0,4,283,22,13,18,0,5,0,0,5,0,0,61,0,0,0,0,0,0,0,0,0,0,4,225,62,30,4,6,4,5,5,0,4,344,0,0,0,0,0,0,0,0,0,3,3,1003,99,57,9,9,5,13,5,0,24,1230,861,13,17,0,0,0,0,0,0,14,912,130,10,6,0,0,0,0,0,0,3,155,29,3,6,4,0,9,5,4,0,4,57,0,0,0,0,0,0,0,0,0,0,0,155,15,15,3,0,9,4,4,0,9,211,0,0,0,0,0,0,0,0,0,5,4,1021,30,32,9,3,9,4,4,0,26,1126,452,7,3,3,0,0,0,0,0,24,489,76,0,0,0,0,0,0,0,0,5,76,25,4,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,98,3,8,0,0,0,0,0,0,5,112,0,0,0,0,0,0
SED10050,0,10,9,3,0,9,787,79,18,14,0,5,6,0,8,0,9,139,0,0,0,0,0,0,0,0,0,0,0,747,78,40,4,9,9,11,5,0,12,923,3,0,0,0,0,0,0,0,0,7,7,3220,259,113,10,20,25,23,18,0,48,3736,1504,35,18,7,6,3,3,16,5,22,1618,466,7,8,0,5,0,0,4,3,6,502,83,10,7,11,0,5,13,0,0,9,132,0,0,0,0,0,0,0,0,0,0,0,545,20,20,11,3,5,15,8,4,13,642,3,0,0,0,0,0,0,0,0,7,12,2053,59,32,13,7,3,13,21,8,43,2262,881,41,17,6,4,0,3,5,0,16,972,313,5,3,0,5,0,0,0,0,9,329,72,11,6,0,0,0,3,4,0,4,97,4,0,0,0,0,0,0,0,0,0,4,385,12,10,0,0,0,3,3,0,6,437,0,0,0,0,0,0
SED10051,9,4,10,5,0,26,2278,333,57,40,13,4,11,27,15,6,18,518,6,0,0,0,0,0,0,0,0,3,9,2388,173,82,16,18,20,34,20,6,46,2798,4,0,0,0,0,0,0,0,0,46,51,4080,240,121,18,22,18,40,27,6,121,4694,1428,21,11,0,0,3,11,0,0,20,1500,1836,29,12,3,5,4,9,5,4,18,1934,482,50,43,11,11,8,31,20,0,13,660,0,0,0,0,0,0,0,0,0,0,8,2321,75,57,10,15,8,39,24,0,38,2598,4,0,0,0,0,0,0,0,0,47,51,3756,93,69,18,15,18,48,25,5,100,4141,722,23,21,3,0,0,4,0,0,17,800,1186,8,8,0,0,0,7,0,4,28,1238,577,43,19,0,0,4,7,3,0,19,669,3,0,0,0,0,0,0,0,0,3,6,1767,48,26,0,5,4,14,3,4,47,1919,4,0,0,0,0,0
SED10052,12,3,0,0,3,19,1447,243,30,39,12,9,14,10,5,4,8,366,3,0,0,0,0,0,0,0,0,0,3,1585,62,66,22,18,19,15,4,6,31,1818,0,0,0,0,0,0,0,0,0,8,10,3061,137,83,19,20,22,22,6,8,55,3431,1257,21,11,0,0,3,8,5,0,21,1319,1184,13,4,0,0,0,0,4,0,18,1229,278,43,58,11,4,15,23,8,0,6,444,3,0,0,0,0,0,0,0,0,0,3,1460,58,69,11,3,15,22,11,0,24,1674,0,0,0,0,0,0,0,0,0,7,9,2716,77,78,12,7,16,25,14,0,50,3003,856,4,3,0,0,0,0,5,0,17,888,589,0,3,0,0,0,0,0,0,16,612,252,18,7,6,0,0,4,7,0,8,308,4,0,0,0,0,0,0,0,0,6,7,842,24,14,6,0,0,7,7,0,26,929,0,0,0,0,0,0
SED10053,4,0,5,4,0,17,599,52,14,10,8,0,6,13,4,0,5,113,4,0,0,0,0,0,0,0,0,0,4,552,60,34,7,3,9,25,11,0,22,712,0,0,0,0,0,0,0,0,0,4,4,1962,141,73,13,5,7,26,10,0,63,2309,1268,10,4,0,0,5,0,0,0,38,1324,489,10,0,0,4,0,9,4,0,10,529,86,4,4,3,0,4,11,5,0,0,116,3,0,0,0,0,0,0,0,0,0,3,579,13,6,3,6,8,19,5,0,10,650,4,0,0,0,0,0,0,0,0,0,10,1850,25,15,3,6,10,19,5,0,47,1977,709,7,3,0,0,0,0,5,0,29,747,385,0,0,0,0,0,0,0,0,0,390,96,0,6,0,0,0,0,3,0,5,108,4,0,0,0,0,0,0,0,0,0,9,484,3,3,0,0,0,0,4,0,3,507,6,0,0,0,0,0
SED10054,13,6,19,20,3,46,4407,515,120,102,32,19,23,54,27,0,20,922,6,0,0,0,0,0,0,0,0,0,10,4327,472,228,53,39,28,70,47,4,70,5340,0,0,0,0,0,0,0,0,0,6,6,5470,515,252,58,39,33,77,47,4,104,6592,867,26,6,0,0,0,0,0,0,25,928,2235,91,59,12,9,4,29,17,0,30,2491,572,76,96,20,18,8,53,22,0,21,887,14,0,0,0,0,0,0,0,0,5,19,2824,171,154,27,28,17,80,39,0,54,3398,7,3,0,0,0,0,0,0,0,8,15,3700,203,166,27,32,21,79,39,0,83,4342,428,9,0,0,0,0,0,0,0,24,459,662,29,18,4,0,0,10,5,0,30,760,360,39,27,13,8,0,14,0,0,54,523,11,0,0,0,0,0,0,0,0,0,11,1029,72,46,14,8,3,18,12,0,84,1293,8,0,0,0,0,0
SED10055,4,9,6,0,0,23,2660,358,77,54,31,18,5,21,11,4,21,589,5,0,0,0,0,0,0,0,0,0,12,2801,182,113,43,22,13,26,10,4,44,3261,0,0,0,0,0,0,0,0,0,7,8,4412,217,139,47,27,14,27,11,3,82,4982,1252,8,6,0,3,0,0,0,0,14,1287,1833,29,30,4,8,7,8,9,0,25,1948,429,42,58,12,9,3,16,6,7,12,597,11,0,0,0,0,0,0,0,0,0,15,2277,71,82,16,15,8,27,14,7,35,2559,3,0,0,0,0,0,0,0,0,6,4,3533,73,95,16,17,8,24,14,7,58,3854,455,0,0,0,3,0,0,0,0,13,476,698,11,6,0,0,0,6,0,0,14,735,299,27,17,6,5,8,6,3,0,6,380,6,0,0,0,0,0,0,0,0,0,6,1001,30,27,5,4,8,15,8,0,21,1122,0,0,0,0,0,0
SED10056,9,13,11,6,0,9,414,54,23,23,13,11,22,64,32,0,9,250,0,0,0,0,0,0,0,0,0,0,3,331,86,61,16,20,36,74,36,0,14,670,0,0,0,0,0,0,0,0,0,0,4,900,122,73,19,26,31,81,44,6,38,1337,715,10,7,0,0,0,0,0,0,51,783,280,7,10,0,0,0,4,0,0,9,326,65,7,19,4,6,4,9,5,0,4,128,6,0,0,0,0,0,0,0,0,0,5,351,18,31,9,4,7,16,5,0,18,458,5,0,0,0,0,0,0,0,0,4,4,1073,23,40,9,8,7,17,5,0,69,1249,459,3,4,0,0,0,0,0,0,28,502,252,0,4,0,0,0,0,0,0,12,273,106,4,0,0,0,0,0,0,0,7,121,0,0,0,0,0,0,0,0,0,0,3,366,3,7,0,0,0,0,0,0,21,398,0,0,0,0,0,0
SED10057,0,0,0,0,0,0,178,10,5,0,0,0,4,0,4,0,6,24,0,0,0,0,0,0,0,0,0,0,0,155,19,15,4,0,4,7,4,0,7,208,6,0,0,0,0,0,0,0,0,0,7,1174,49,30,3,5,3,5,4,0,59,1339,1567,34,12,0,0,0,5,4,0,80,1700,181,6,3,0,0,0,0,0,0,10,200,18,0,6,0,0,0,0,0,0,4,28,0,0,0,0,0,0,0,0,0,0,0,200,6,9,0,0,0,0,0,0,12,229,0,0,0,0,0,0,0,0,0,10,10,1769,33,25,0,0,0,9,3,0,96,1937,1118,8,3,0,6,0,0,0,0,53,1187,114,0,0,0,0,0,0,0,0,12,123,10,0,0,4,0,0,4,0,0,7,18,0,0,0,0,0,0,0,0,0,0,0,120,0,0,4,0,0,5,0,0,13,141,8,0,0,0,0,0
SED10058,0,0,4,0,0,10,328,33,12,10,3,0,0,3,5,0,3,59,0,0,0,0,0,0,0,0,0,0,0,311,30,17,5,0,0,5,4,0,10,389,0,0,0,0,0,0,0,0,0,4,6,1292,71,38,6,8,7,12,9,3,35,1475,942,14,3,0,0,0,3,4,0,18,989,274,0,0,0,0,0,0,0,0,5,290,53,9,3,0,0,0,3,0,0,4,84,6,0,0,0,0,0,0,0,0,0,6,334,14,10,0,3,0,3,0,0,12,375,0,0,0,0,0,0,0,0,0,4,4,1279,25,17,3,4,0,10,4,5,33,1369,512,4,0,0,0,0,0,0,0,21,538,199,0,0,0,0,0,0,0,0,6,209,99,0,3,0,0,0,0,0,0,0,104,4,0,0,0,0,0,0,0,0,0,4,306,0,3,0,0,0,0,0,0,10,314,0,0,0,0,0,0
SED10059,0,3,5,0,0,20,832,229,49,34,5,9,6,8,7,3,5,356,3,0,0,0,0,0,0,0,0,0,3,976,76,56,8,12,4,14,11,3,26,1189,0,0,0,0,0,0,0,0,0,14,15,2579,125,78,8,13,10,22,16,5,60,2917,889,14,3,0,0,0,3,6,0,19,938,663,11,7,0,3,0,4,0,0,16,711,376,37,40,5,0,4,0,6,0,8,478,4,0,0,0,0,0,0,0,0,0,7,1036,45,49,7,5,4,9,3,0,27,1190,3,0,0,0,0,0,0,0,0,37,32,1933,57,61,7,5,4,9,9,0,80,2164,368,3,0,0,0,0,0,0,0,5,387,435,6,0,0,0,0,3,0,0,16,462,504,33,29,0,0,0,4,3,0,8,578,9,0,0,0,0,0,0,0,0,0,9,948,38,27,0,0,0,3,3,0,22,1043,6,0,0,0,0,0
SED10060,8,16,18,10,3,8,1176,99,22,40,0,3,8,23,5,5,4,211,0,0,0,0,0,0,0,0,0,0,0,1085,100,71,9,10,31,42,15,3,15,1381,0,0,0,0,0,0,0,0,0,5,5,3385,267,157,30,28,52,66,40,7,43,4058,1909,43,31,5,3,4,3,3,0,19,2030,729,22,12,0,0,0,11,0,0,5,790,131,33,43,7,4,4,22,11,0,5,260,0,0,0,0,0,0,0,0,0,0,0,867,57,49,7,4,6,32,16,0,9,1046,0,0,0,0,0,0,0,0,0,7,11,2775,98,82,11,12,10,40,20,5,36,3082,1207,17,11,3,3,3,0,0,0,28,1281,361,3,9,0,6,0,4,0,0,3,383,104,17,22,3,4,3,0,3,0,3,154,0,0,0,0,0,0,0,0,0,0,3,463,23,26,6,9,5,5,8,0,9,543,9,0,0,0,0,0
